,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
4990,8.328967242350818e-10,8.333458569176868e-10,8.333384348179008e-10,8.324734928632139e-10,8.321550169458605e-10,8.322955466744853e-10,8.33410190343869e-10,8.329381164598371e-10,8.321951592878716e-10,8.321756025318338e-10,8.321332907087384e-10
4991,3.7682036330668856e-09,3.77547945448999e-09,3.774450220785529e-09,4.015316488702182e-09,3.762329458706318e-09,3.7624163708706275e-09,3.77665206130476e-09,3.769220592298204e-09,3.762329458706318e-09,3.7623162499909506e-09,3.762610911674598e-09
4992,3.1259263733737516e-09,3.130981542168575e-09,3.1300873200574543e-09,3.2809568940026387e-09,3.1194439103440165e-09,3.1201086282248507e-09,3.131774108818199e-09,3.1266178964293767e-09,3.11954838890354e-09,3.119577397850275e-09,3.1202292155302377e-09
4993,1.489897596029089e-09,1.4912211655503802e-09,1.4909581201026575e-09,1.5108527770893011e-09,1.4875975667604524e-09,1.4882782262953628e-09,1.4914290273398456e-09,1.4900177937580036e-09,1.487296630735721e-09,1.4876823974587187e-09,1.4898636496145578e-09
4994,1.1632903399778922e-09,1.1643791606258602e-09,1.1642111012216672e-09,1.1709168111242253e-09,1.1621462730230108e-09,1.1625337664713097e-09,1.1644971151381523e-09,1.1635882205598462e-09,1.1614733342581416e-09,1.1622198405373703e-09,1.1631750438195221e-09
4995,1.1619407261637278e-09,1.1631438133512805e-09,1.1629829493931676e-09,1.16963841793185e-09,1.1609098117704433e-09,1.161296147288314e-09,1.1632624006552705e-09,1.1623498481051846e-09,1.1601854269969167e-09,1.1610283347971462e-09,1.1613383869369668e-09
4996,1.1371717351206692e-09,1.1383380813818207e-09,1.1381884223025914e-09,1.1440385618490695e-09,1.1361860001874101e-09,1.1365532241116295e-09,1.1384562563671093e-09,1.1376382970513208e-09,1.1356408421454228e-09,1.1363771674842925e-09,1.1341144165960428e-09
4997,1.1351403122825343,16.834595486183908,9.346652384214,0.0026553006112335835,0.3518271154429747,0.47795381662940506,48.60524769010802,2.283557117815898,0.2920828885650895,0.37174185773559304,0.07965897077630298
4998,1.6575835138263926,14.386443568521637,12.853178819665395,0.002762640760239436,0.3867694877450435,0.4972750552307517,50.590830115837534,2.37586970248012,0.4143958796164921,0.36604969384144553,0.07597257919002003
4999,4.043573041383985,29.816104324496134,26.136312941511104,0.0055966416508660384,0.7835297248984592,1.0073953603653567,102.47449463567933,4.813111163301059,0.8954625426319129,0.7695381226817766,0.18189082958033903
