,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
1407,2.558632466400675e-09,2.561891234711359e-09,2.561629037711992e-09,2.5612761624291663e-09,2.559317796992016e-09,2.553430629870102e-09,2.56271411339143e-09,2.5540144530654847e-09,2.563668487615883e-09,2.5626998406722273e-09,2.557438286052845e-09,2.561973730178401e-09,2.654590057960322e-09
1408,1.904156301990554e-09,1.905548628829978e-09,1.905311052254582e-09,1.9050440318367196e-09,1.904156301990554e-09,1.9486851083907252e-09,1.906072214656986e-09,1.8996839708996908e-09,1.90666144230824e-09,1.906108697015996e-09,1.9031022365502526e-09,1.9052651019627007e-09,1.9486851083907252e-09
1409,4.291827524548897e-09,4.299053537222512e-09,4.298123965425713e-09,4.296739376909546e-09,4.291718166203087e-09,4.635727862830792e-09,4.3012979315701825e-09,4.635727862830792e-09,4.303686400593237e-09,4.301521844137816e-09,4.289254501912792e-09,4.292042970666293e-09,4.635727862830792e-09
1410,0.9576743949553475,3.6833630509126976,3.020357702166664,2.615187766821805,0.9945080254413273,1.5285956674875276,7.477226990958829,0.001841683920864265,35.0287825943942,8.029731448247036,0.5709212748520005,0.34991949193477895,0.001841683920864265
1411,1.2281623003475597e-09,1.2289299923617247e-09,1.2288921400295571e-09,1.2288399402513506e-09,1.2282157855264805e-09,1.2289419739865912e-09,1.2291718368726354e-09,1.2277935188966365e-09,1.229414128402886e-09,1.229188365429923e-09,1.2278210034318122e-09,1.2246638053262637e-09,1.2380550866829797e-09
1412,9.838443236852679e-10,9.844217745290273e-10,9.844047911544266e-10,9.843693520895387e-10,9.839254282459979e-10,9.84236659676176e-10,9.84583713404522e-10,9.837691835739921e-10,9.847384519095485e-10,9.845956008451258e-10,9.83660344819257e-10,9.863616172477142e-10,9.863616172477142e-10
1413,6.676687897872866e-10,6.679358558386494e-10,6.679279646068912e-10,6.679105219111701e-10,6.676941403835504e-10,6.669436582956311e-10,6.680087430609697e-10,6.676101495497279e-10,6.680862942978213e-10,6.680155504856342e-10,6.67549434084816e-10,6.659639343483904e-10,6.659639343483904e-10
1414,9.57573872883606e-10,9.580944914274539e-10,9.580717578722273e-10,9.579820760941936e-10,9.576205460046449e-10,9.594730885081898e-10,9.582404788600064e-10,9.594730885081898e-10,9.58400547396222e-10,9.582620103464257e-10,9.573643849439706e-10,9.594730885081898e-10,9.594730885081898e-10
1415,5.110727496491538e-10,5.112319940368172e-10,5.112271514716726e-10,5.111943822543784e-10,5.110911626688792e-10,5.091174742177928e-10,5.112723901899808e-10,5.091174742177928e-10,5.113275339957238e-10,5.112798014424353e-10,5.110026996615971e-10,5.091174742177928e-10,5.091174742177928e-10
1416,4.653381969442995e-10,4.6547042015701114e-10,4.654646878263999e-10,4.654336339722772e-10,4.653531900323955e-10,4.634414677736677e-10,4.6549944717785117e-10,4.649766965046784e-10,4.6554731422810157e-10,4.65507863327463e-10,4.652947388762145e-10,4.634414677736677e-10,4.634414677736677e-10
1417,5.510346588841673e-10,5.512222170125988e-10,5.512135413183152e-10,5.511739970724634e-10,5.510560357715529e-10,5.490708242018285e-10,5.512553316627824e-10,5.495885863959113e-10,5.513261429996801e-10,5.512733988620916e-10,5.509862483951199e-10,5.490708242018285e-10,5.490708242018285e-10
1418,3.17912092899382e-10,3.17972923695836e-10,3.179703843660333e-10,3.1795569197277286e-10,3.179173524824398e-10,3.164360055787982e-10,3.1798644068339544e-10,3.164360055787982e-10,3.180148613427209e-10,3.1799390177780393e-10,3.1789286112068657e-10,3.164360055787982e-10,3.164360055787982e-10
1419,3.076975158233581e-10,3.077562064162508e-10,3.0775414417113034e-10,3.077414340295545e-10,3.077036279792597e-10,3.062652246749339e-10,3.077686542435189e-10,3.062652246749339e-10,3.0779558511843095e-10,3.077760280968694e-10,3.076788208905741e-10,3.062652246749339e-10,3.062652246749339e-10
1420,2.971211501295442e-10,2.9717778583742727e-10,2.971758132549298e-10,2.971664658897862e-10,2.97128028161756e-10,2.9573550260153417e-10,2.9718991578133994e-10,2.9573550260153417e-10,2.9721517718041423e-10,2.971967030769315e-10,2.9710839288063134e-10,2.9573550260153417e-10,2.9573550260153417e-10
1421,4.6496551065659483e-10,4.650923784824552e-10,4.6509024721586905e-10,4.650733869335843e-10,4.6497758735782465e-10,4.6455801603674087e-10,4.651178808638915e-10,4.6479531728301456e-10,4.6517060922744555e-10,4.6513210973547066e-10,4.649238611211849e-10,4.6306824504365867e-10,4.6306824504365867e-10
1422,1.5465018151895694e-09,1.5475966606023011e-09,1.5475836074846243e-09,1.5474172104512264e-09,1.5465950439767864e-09,1.5432390586461734e-09,1.5478455105570022e-09,1.545128561592083e-09,1.5483417598297104e-09,1.547998006750708e-09,1.5461174829887797e-09,1.5705742259802868e-09,1.5705742259802868e-09
1423,4.962182395131526e-09,4.970574491221248e-09,4.9708101197218645e-09,4.969580570479862e-09,4.962182395131526e-09,4.96069148598494e-09,4.9731326119716065e-09,4.960823915381161e-09,4.976607483705129e-09,4.973911420851321e-09,4.960897500822991e-09,5.05729023797563e-09,5.4504192721406915e-09
1424,0.011135401650008108,0.04170644092378142,0.04069415447091151,0.035025350727524766,0.011135401650008108,0.026117231715200532,0.08219790584253102,0.006478892102118221,0.3832519939942053,0.09130848635770188,0.007086262474209871,0.005871521988508072,2.1022686197156886e-05
1425,9.045330078570227e-10,9.049507706449918e-10,9.049445986935081e-10,9.049195189169478e-10,9.045250219425064e-10,9.050256365259735e-10,9.050803177423124e-10,9.048305218809515e-10,9.052122078659486e-10,9.05092559411241e-10,9.043215224781287e-10,9.047379762226127e-10,9.05348492652679e-10
1426,4.2302003778933647e-10,4.231144021002657e-10,4.2311289107591057e-10,4.231094004515215e-10,4.230354107853222e-10,4.231325129266847e-10,4.2314358233767246e-10,4.2294850331503633e-10,4.2318088043052804e-10,4.231475312667606e-10,4.229697575105193e-10,4.231033603525208e-10,4.211947190322444e-10
1427,8.113297217128333e-10,8.116648470898379e-10,8.116651844564103e-10,8.116424928521118e-10,8.113297217128333e-10,8.114834071665134e-10,8.117621774085299e-10,8.110025332198445e-10,8.118674576562671e-10,8.117758109558192e-10,8.111884044258881e-10,8.116674331265602e-10,8.107737193267181e-10
1428,4.976875561902754e-10,4.978177888440661e-10,4.978150595566963e-10,4.978073694975337e-10,4.976848502400898e-10,4.977694942227161e-10,4.978552765285503e-10,4.976455754577023e-10,4.979045612489395e-10,4.978613756364553e-10,4.976279493226502e-10,4.978279744116474e-10,4.957263097894492e-10
1429,7.283938052086155e-10,7.28671178621889e-10,7.28658227027792e-10,7.286470184179781e-10,7.283825461725413e-10,7.278194120554215e-10,7.287510362415317e-10,7.281282012828962e-10,7.288456998093455e-10,7.287632562853071e-10,7.282730499456172e-10,7.286843952232782e-10,7.270208831737986e-10
1430,6.143226472317293e-10,6.145221939794585e-10,6.145066768397121e-10,6.145052863829382e-10,6.143100524854355e-10,6.124109889930247e-10,6.145793348246313e-10,6.141852170549009e-10,6.146508043813081e-10,6.145880308495217e-10,6.142330721653133e-10,6.145252293314697e-10,6.124109889930247e-10
1431,7.504291960041117e-10,7.507296702763717e-10,7.506462981431377e-10,7.507048493306494e-10,7.50423171103534e-10,7.492372730515816e-10,7.508167347329904e-10,7.502415222119767e-10,7.509154813811429e-10,7.508285544141521e-10,7.503077829632489e-10,7.507058878229271e-10,7.492372730515816e-10
1432,7.360274547835164e-10,7.363114055985999e-10,7.362918307301919e-10,7.362889283811667e-10,7.360217934855493e-10,7.35787510113791e-10,7.363937959377e-10,7.358015997637071e-10,7.364885681476033e-10,7.3640658489087e-10,7.35894762646251e-10,7.361842796129592e-10,7.347107480380683e-10
1433,5.826081726638481e-09,5.834455580428481e-09,5.834018445438358e-09,5.832903779706112e-09,5.826025797354988e-09,5.827879103220344e-09,5.8385783608265475e-09,6.529284029682109e-09,5.842898699558743e-09,5.839126893715352e-09,5.825844757894507e-09,5.826050044339572e-09,6.529284029682109e-09
1434,2.3637223853444778e-08,2.347985996828954e-08,2.34847874058611e-08,2.3490229886742954e-08,2.364154076005089e-08,2.3470489527880817e-08,2.3461825467115088e-08,2.4425561996772575e-08,2.345360960295027e-08,2.346028142662576e-08,2.375893664580251e-08,2.4779850566853665e-08,3.347589600105672e-08
1435,6.522979433290742e-10,6.525332622970724e-10,6.525477380490358e-10,6.525200427223171e-10,6.522979433290742e-10,6.525761979435834e-10,6.525975114180017e-10,6.524580449284484e-10,6.526690589099483e-10,6.526065622336741e-10,6.522024885821463e-10,6.498816265743637e-10,6.505048901657197e-10
1436,3.189202473793595e-10,3.189759006820013e-10,3.189763875189887e-10,3.1897142806487315e-10,3.189191467320101e-10,3.189884139679512e-10,3.1899619679268107e-10,3.189431722322697e-10,3.190197751693019e-10,3.18998621676556e-10,3.1889613500595203e-10,3.174297519550953e-10,3.174297519550953e-10
1437,5.017039985607269e-10,5.018362134508208e-10,5.018316169171726e-10,5.01823668011829e-10,5.017012400374835e-10,5.013079360972363e-10,5.018769912362636e-10,5.016432127131094e-10,5.019280877539239e-10,5.018822340170361e-10,5.016432127131094e-10,4.997375504097251e-10,4.997375504097251e-10
1438,4.719867695791785e-10,4.721053340262781e-10,4.720982609566019e-10,4.720923344858803e-10,4.719843259734832e-10,4.700606535390763e-10,4.721360420269955e-10,4.700606535390763e-10,4.721861221159618e-10,4.72143268004607e-10,4.71932916068644e-10,4.700606535390763e-10,4.700606535390763e-10
1439,4.470832228856621e-10,4.471885152857211e-10,4.4717949465325584e-10,4.471723334890665e-10,4.470810333163225e-10,4.4520413194309903e-10,4.4721700456990975e-10,4.4520413194309903e-10,4.472633977398413e-10,4.472240580863213e-10,4.4703103465702116e-10,4.4520413194309903e-10,4.4520413194309903e-10
1440,2.3278470467439552e-10,2.32818102880257e-10,2.3281420101272037e-10,2.3280903517152364e-10,2.3278410136921817e-10,2.3173411463519062e-10,2.3282775631508228e-10,2.3173411463519062e-10,2.328438565587992e-10,2.3283150915694333e-10,2.327729654229123e-10,2.3173411463519062e-10,2.3173411463519062e-10
1441,2.8458291485749014e-10,2.8461455294542464e-10,2.8462326743365073e-10,2.846098771975437e-10,2.845837789681089e-10,2.832499106736005e-10,2.846385888890384e-10,2.841624343623858e-10,2.8466355707162353e-10,2.8464655780738617e-10,2.8456500910053857e-10,2.832499106736005e-10,2.832499106736005e-10
1442,2.759353922655775e-10,2.759603782855935e-10,2.75973747468501e-10,2.759606749266166e-10,2.7593459813740197e-10,2.7464246557973896e-10,2.759876444007142e-10,2.753818431242176e-10,2.760114517346234e-10,2.759953213967556e-10,2.7591542422268763e-10,2.7464246557973896e-10,2.7464246557973896e-10
1443,2.6953741850250486e-10,2.695626514749967e-10,2.6957471120318923e-10,2.695637893961579e-10,2.6953741850250486e-10,2.6827934102631647e-10,2.6958899129737256e-10,2.692137928627483e-10,2.696117436970264e-10,2.695964426257631e-10,2.695199501582894e-10,2.6827934102631647e-10,2.6827934102631647e-10
1444,2.4114890650468653e-10,2.41171006128137e-10,2.4118159057816827e-10,2.41171006128137e-10,2.4114890650468653e-10,2.4004911789141883e-10,2.4119370835013994e-10,2.4076394156462503e-10,2.412132404812855e-10,2.4120025748270294e-10,2.4113355068893213e-10,2.4004911789141883e-10,2.4004911789141883e-10
1445,2.464538824423269e-10,2.464759008861765e-10,2.464870245097149e-10,2.464751179927283e-10,2.464532152079973e-10,2.463226931065136e-10,2.4649898566949647e-10,2.4615313281039836e-10,2.4651926721412926e-10,2.4650582044570725e-10,2.4643848605265247e-10,2.4532187015163316e-10,2.4532187015163316e-10
1446,1.9212858894192346e-09,1.9222103883170117e-09,1.922635808492812e-09,1.922274093077989e-09,1.9212858894192346e-09,1.9165618835108535e-09,1.923069236834828e-09,1.9162076682631847e-09,1.923868499238533e-09,1.923333753880405e-09,1.9205736595157965e-09,1.966950867976933e-09,1.966950867976933e-09
1447,0.3122113480949905,0.6538765890351099,1.0132141700248876,0.7304567292461406,0.3181021281111415,0.071278445446387,2.002865212743259,0.0005890863426308152,11.204263597937729,2.6508510145196267,0.2120680878216378,0.0005890863426308152,0.0005890863426308152
1448,0.6384602107377155,1.3360371037111693,2.0809073453578626,1.9863206480059694,0.6384602107377155,0.001182337552815251,4.563808150843044,0.001182337552815251,22.54710398484382,5.438735101347027,0.4138168045245853,0.0709400266226284,0.001182337552815251
1449,4.4567581952643915e-09,4.4630501837333455e-09,4.464907873946189e-09,4.465534022917481e-09,4.458308417294899e-09,4.465887734751913e-09,4.468334942772719e-09,4.835936792818032e-09,4.470935367998427e-09,4.468779385166512e-09,4.456294757791619e-09,4.455718268880752e-09,4.835936792818032e-09
1450,9.792996561862659e-10,9.796161051864253e-10,9.797413134560123e-10,9.797717626237021e-10,9.795939355304256e-10,9.79744603473548e-10,9.799223331255465e-10,9.816118895898365e-10,9.800871440576503e-10,9.799545555612353e-10,9.790522265138494e-10,9.790005611572969e-10,9.816118895898365e-10
1451,2.2519923747723067e-09,2.2533284128803296e-09,2.2539459205082467e-09,2.253928918982624e-09,2.2519492766138915e-09,2.253856942929404e-09,2.254580661872739e-09,2.3211244315821806e-09,2.2554140470142484e-09,2.254729341084887e-09,2.25090379596169e-09,2.25090379596169e-09,2.3211244315821806e-09
1452,7.293223781261935e-10,7.295267637338479e-10,7.29619615424389e-10,7.296137674140212e-10,7.293281371077216e-10,7.296251859850758e-10,7.296933905616835e-10,7.279615720169556e-10,7.297921152263574e-10,7.297105038371661e-10,7.292022269624345e-10,7.292386522832371e-10,7.279615720169556e-10
1453,1.6326163395417816e-09,1.6333283559941991e-09,1.6337206225713173e-09,1.633685012738294e-09,1.6326163395417816e-09,1.6330017606031106e-09,1.6340872061886754e-09,1.6275084091779231e-09,1.6345627706996586e-09,1.6341765083284944e-09,1.6321368558349493e-09,1.6323141281349275e-09,1.661130701951732e-09
1454,1.3159671292447285e-09,1.316463795213912e-09,1.3167481231454568e-09,1.3167210885876405e-09,1.3159532053338624e-09,1.3161325231776066e-09,1.3169942583838462e-09,1.3138865090367096e-09,1.317302422259723e-09,1.3170498736992553e-09,1.3156685170448889e-09,1.3156685170448889e-09,1.3292442755208636e-09
1455,1.6692394124332212e-09,1.669927332063156e-09,1.670304967803974e-09,1.6702818003895904e-09,1.6691974957372472e-09,1.6694642471849438e-09,1.6707260046292907e-09,1.6642752499631856e-09,1.6712061901068604e-09,1.6707965296020514e-09,1.6687339256355194e-09,1.6683979580143866e-09,1.6997248403124175e-09
1456,6.2218089536676515e-09,6.2252610603585206e-09,6.229040149230558e-09,6.228864293461095e-09,6.2217346405777345e-09,6.222456112275303e-09,6.234123917828038e-09,6.282821402289375e-09,6.239310533729423e-09,6.2349473893495226e-09,6.221950333744956e-09,6.225509420918423e-09,7.031608046856778e-09
1457,2.4944796265419095e-09,2.496148726646549e-09,2.4968887166668804e-09,2.496832257973339e-09,2.4944249506023576e-09,2.495681490570936e-09,2.497672645590445e-09,2.494112716034165e-09,2.4986386669703113e-09,2.497803807342532e-09,2.4932250050110868e-09,2.488845022688264e-09,2.5838504710998005e-09
1458,3.45426532069593e-08,3.422898499023356e-08,3.41044425036772e-08,3.41044425036772e-08,3.4552240259462366e-08,3.4100704105695425e-08,3.3991229699420026e-08,3.4997649922088144e-08,3.393727182730436e-08,3.398295168070162e-08,3.477133857925036e-08,3.931544831379454e-08,5.441874444942528e-08
1459,8.984935228483375e-10,8.987458794226179e-10,8.98873660222335e-10,8.988553215916057e-10,8.98470273932146e-10,8.989472558384228e-10,8.990174894557394e-10,8.983335000395562e-10,8.991557495665287e-10,8.990345824424436e-10,8.9832123809317e-10,8.991821576286637e-10,8.991821576286637e-10
1460,7.939872925998251e-10,7.941957119784652e-10,7.942950693785514e-10,7.942732787114422e-10,7.939744966211323e-10,7.942769899512984e-10,7.944079948662455e-10,7.937548473385033e-10,7.945168024186369e-10,7.944207254448189e-10,7.938515455543552e-10,7.932040614188178e-10,7.932040614188178e-10
1461,1.2544909592068604e-09,1.2549200064253666e-09,1.255165563506196e-09,1.2551049388543598e-09,1.2544529263568492e-09,1.2500372814351057e-09,1.2554263927697538e-09,1.2532665147119766e-09,1.2556994401794627e-09,1.2554647866100366e-09,1.2542107514221429e-09,1.2652843464729454e-09,1.2652843464729454e-09
1462,6.228003976639122e-10,6.22926508871396e-10,6.229938161164898e-10,6.229725998623741e-10,6.2279212337432e-10,6.209047906424396e-10,6.230574569399669e-10,6.213702353145687e-10,6.231343905904539e-10,6.230694159827125e-10,6.227181870184164e-10,6.209047906424396e-10,6.209047906424396e-10
1463,7.136824760960721e-10,7.138353829632618e-10,7.139190917508674e-10,7.13850169770132e-10,7.136667447961078e-10,7.121918258265565e-10,7.140136512061005e-10,7.121918258265565e-10,7.141106428580733e-10,7.140265895313825e-10,7.135723849957196e-10,7.121918258265565e-10,7.121918258265565e-10
1464,1.3840937644890183e-09,1.3845707997848166e-09,1.3848533163438598e-09,1.3845942794644755e-09,1.3840641272255745e-09,1.4002920375250267e-09,1.3851538217851877e-09,1.3800423079286023e-09,1.385520787316763e-09,1.3852258773576824e-09,1.3837791000816147e-09,1.4002920375250267e-09,1.4002920375250267e-09
1465,2.1291617573628834e-09,2.1302875552456615e-09,2.130867321971057e-09,2.130382082755077e-09,2.129124265077601e-09,2.1890610215378163e-09,2.1313066768449146e-09,2.1890610215378163e-09,2.132204996770301e-09,2.1315787565563884e-09,2.128419401508002e-09,2.1890610215378163e-09,2.1890610215378163e-09
1466,1.9277869922720543e-09,1.9286551425223637e-09,1.929181987400622e-09,1.9287848424224668e-09,1.927729102988571e-09,1.973819278321613e-09,1.929535574450572e-09,1.973819278321613e-09,1.9302892316183744e-09,1.9297751559302365e-09,1.927070295197577e-09,1.973819278321613e-09,1.973819278321613e-09
1467,6.104677541001304e-10,6.105964696245127e-10,6.106629834498073e-10,6.106098095972094e-10,6.104637288854066e-10,6.085489862735366e-10,6.107048488364967e-10,6.085489862735366e-10,6.107891768683147e-10,6.107308141059282e-10,6.103793781950462e-10,6.085489862735366e-10,6.085489862735366e-10
1468,5.528490499670037e-10,5.52976955334313e-10,5.529969163125686e-10,5.529518522393454e-10,5.528425286834377e-10,5.508635081219998e-10,5.530358163305234e-10,5.510006701809414e-10,5.531085867456656e-10,5.530593261147106e-10,5.527730594149276e-10,5.508635081219998e-10,5.508635081219998e-10
1469,4.406762491915023e-10,4.4077162217445486e-10,4.407713240570686e-10,4.4073875959694604e-10,4.4067420789339745e-10,4.4028989673585546e-10,4.4079508221103596e-10,4.3983068468687344e-10,4.408439670786781e-10,4.408100943157508e-10,4.406279566850658e-10,4.388117308456653e-10,4.388117308456653e-10
1470,5.713139341217666e-10,5.71480642776632e-10,5.71477265997504e-10,5.714192065004835e-10,5.713069768232074e-10,5.707981256158909e-10,5.715155915750103e-10,5.699521400171347e-10,5.715903946597073e-10,5.715387933135123e-10,5.712329102617946e-10,5.69337363920448e-10,5.69337363920448e-10
1471,1.1465882920308822e-09,1.147199159064682e-09,1.1471658955805645e-09,1.146951885777607e-09,1.1465882920308822e-09,1.1453152072484043e-09,1.1473724960531705e-09,1.1426802102064075e-09,1.1476327652175236e-09,1.147440009676238e-09,1.1463486416416975e-09,1.1535652374343203e-09,1.1535652374343203e-09
1472,1.3810974066478526e-09,1.3819427825547033e-09,1.38191846658225e-09,1.3816097292586026e-09,1.3811123903739457e-09,1.3971913140756732e-09,1.382233507024491e-09,1.3793618896801921e-09,1.3825544106443687e-09,1.3822773768082208e-09,1.3807613745951982e-09,1.378313521496672e-09,1.3971913140756732e-09
1473,8.678679256810346e-09,8.680867792910954e-09,8.680712010659715e-09,8.678047031992148e-09,8.67898442759543e-09,1.022545283603192e-08,8.686898093073473e-09,8.780861818330597e-09,8.69645079567929e-09,8.688253494762601e-09,8.681456820892045e-09,8.68403395767304e-09,1.022545283603192e-08
1474,1.7725497950868656e-09,1.7737667749287975e-09,1.7737743064439925e-09,1.7734165159016365e-09,1.7724000008970635e-09,1.8089566039915378e-09,1.774206999408458e-09,1.7722099689242372e-09,1.7747176890716656e-09,1.7742825144169364e-09,1.7719668265557504e-09,1.7727338941173214e-09,1.8089566039915378e-09
1475,6.685871986596058e-09,6.693041676401061e-09,6.692552076570973e-09,6.688938132740063e-09,6.686178942780812e-09,7.625838699652463e-09,6.698296212011003e-09,6.6921731551809e-09,6.704216029042392e-09,6.6991431182363185e-09,6.686607677007166e-09,6.6891798837661344e-09,7.625838699652463e-09
1476,1.773733083005423e-09,1.7749802366489034e-09,1.7749398460074217e-09,1.7745816219923634e-09,1.7736310219557323e-09,1.8102704325142674e-09,1.7753710255584236e-09,1.7714470429684098e-09,1.7759419224303706e-09,1.7754884376853275e-09,1.7731978684625288e-09,1.774863602416779e-09,1.8102704325142674e-09
1477,1.0307399701007297e-09,1.0312511374455797e-09,1.0312327032409573e-09,1.0310743835562665e-09,1.0306808403817542e-09,1.0343071335239682e-09,1.0313925558967767e-09,1.0290169084293907e-09,1.0315915562949117e-09,1.0314379102656978e-09,1.0305249446010453e-09,1.0312040204375037e-09,1.0343071335239682e-09
1478,1.0472500825779026e-09,1.0477732831761044e-09,1.0477420562257287e-09,1.0475705618221407e-09,1.0471898379320457e-09,1.0512537951258172e-09,1.047915942354154e-09,1.046215245404153e-09,1.0481220047784807e-09,1.0479649098221222e-09,1.0470463885822681e-09,1.0476664384292198e-09,1.0512537951258172e-09
1479,7.294409994335867e-10,7.297171953091751e-10,7.297035584174226e-10,7.296170010424123e-10,7.29412495815478e-10,7.280778634334528e-10,7.297853011932609e-10,7.288421726382893e-10,7.298884503922099e-10,7.298104346680482e-10,7.29329649592867e-10,7.296261775480001e-10,7.280778634334528e-10
1480,9.336224247895457e-10,9.34046892252803e-10,9.34007195869831e-10,9.338604009508934e-10,9.335635740304688e-10,9.349748955286587e-10,9.341514162642954e-10,9.325077085252975e-10,9.343199864009536e-10,9.341949868872347e-10,9.33428813121228e-10,9.337387933762211e-10,9.349748955286587e-10
1481,2.4996499814428516e-09,2.50204832197471e-09,2.501892857183883e-09,2.5011231948790836e-09,2.4993047240037334e-09,2.589430407834796e-09,2.502778807673475e-09,2.493657531138123e-09,2.5037596130312246e-09,2.5029248291656193e-09,2.4983390986865704e-09,2.4966663657132233e-09,2.589430407834796e-09
1482,3.296799343481368e-08,3.256338112527999e-08,3.259090794742669e-08,3.272049462809323e-08,3.304780943279364e-08,3.3812734844552386e-08,3.249550895394276e-08,3.310371900173768e-08,3.245087503835609e-08,3.2488115049012145e-08,3.319789424702013e-08,3.903156410464595e-08,5.127344426596248e-08
1483,2.884344415745183e-09,2.88767163335404e-09,2.887516900333912e-09,2.8864027905113015e-09,2.8838652117463928e-09,2.8851257807576906e-09,2.888634159416176e-09,2.8838652117463928e-09,2.8898099748607573e-09,2.8887715481156158e-09,2.8825256765271183e-09,3.012349807314149e-09,3.012349807314149e-09
1484,6.182768048867439e-10,6.184757369654637e-10,6.184644021460846e-10,6.183925257858058e-10,6.182519107685385e-10,6.183286344606924e-10,6.185307913512086e-10,6.182687188214408e-10,6.185986020281582e-10,6.185398071638202e-10,6.181828815931871e-10,6.163751438750965e-10,6.163751438750965e-10
1485,1.0114473529028806e-09,1.011955654445478e-09,1.0119209881340948e-09,1.011731005816086e-09,1.011388163178852e-09,1.0145450973990696e-09,1.0121112840161344e-09,1.0145450973990696e-09,1.0122817618240082e-09,1.0121336690496964e-09,1.0112316400943006e-09,1.0145450973990696e-09,1.0145450973990696e-09
1486,6.635193684844079e-10,6.637527843631051e-10,6.637416461252012e-10,6.63658682429389e-10,6.63472530110146e-10,6.617716272963989e-10,6.638176439756659e-10,6.617716272963989e-10,6.638930523414944e-10,6.638272249211806e-10,6.634168531099481e-10,6.617716272963989e-10,6.617716272963989e-10
1487,4.85098179459019e-10,4.852216657094968e-10,4.852148630992571e-10,4.851693883122102e-10,4.850728067585238e-10,4.831548872764669e-10,4.85257534350764e-10,4.831548872764669e-10,4.853045093496313e-10,4.852637515045257e-10,4.850461121708068e-10,4.831548872764669e-10,4.831548872764669e-10
1488,1.2113999441455094e-09,1.2120864120366134e-09,1.2120442273954265e-09,1.2117794428023123e-09,1.2112769178525435e-09,1.220632176517886e-09,1.2122636792281656e-09,1.2070546792944894e-09,1.212554057077205e-09,1.2123445223693082e-09,1.2111527255420659e-09,1.220632176517886e-09,1.220632176517886e-09
1489,7.079465425133843e-10,7.082314926917549e-10,7.082137760787249e-10,7.0811995990271e-10,7.078848649048245e-10,7.064615137016212e-10,7.082920670874521e-10,7.064615137016212e-10,7.083987817672429e-10,7.083238129981088e-10,7.078503981675881e-10,7.064615137016212e-10,7.064615137016212e-10
1490,1.0753001553385338e-09,1.0758535156083262e-09,1.075810031562599e-09,1.0755929338710792e-09,1.07513179130002e-09,1.0800656886410945e-09,1.0759865139002001e-09,1.0800656886410945e-09,1.0762383593471193e-09,1.076066230402841e-09,1.0750343862523177e-09,1.0800656886410945e-09,1.0800656886410945e-09
1491,1.4801962817693764e-09,1.4810809453898134e-09,1.481030251094134e-09,1.4806631761110375e-09,1.4798853028467128e-09,1.5008085393266626e-09,1.4813202558971415e-09,1.5008085393266626e-09,1.4817918622338543e-09,1.4814474612394734e-09,1.479743968060507e-09,1.5008085393266626e-09,1.5008085393266626e-09
1492,1.090007542188769e-09,1.0905617229964033e-09,1.0905497220438555e-09,1.0903170521287777e-09,1.0898163195277171e-09,1.0951823009513142e-09,1.0906992790713343e-09,1.0951823009513142e-09,1.090945880294565e-09,1.0907619899338363e-09,1.0897171354323222e-09,1.0951823009513142e-09,1.0951823009513142e-09
1493,1.5731909939266577,5.28917661378582,4.800944926505129,2.739522246875367,1.0849593066456267,0.002712399865911884,8.571178511616925,0.04882317030074681,51.67118690544426,12.287164131475105,0.9493393935119433,0.002712399865911884,0.002712399865911884
1494,0.4677757527759178,1.5968896260257688,1.5243037341743484,0.8549005093203919,0.32260396907194333,0.000806515764889681,2.669547805605598,0.015323693628288577,15.396274176829175,3.734140886089154,0.28227847359874764,0.000806515764889681,0.000806515764889681
1495,0.24711664724840784,0.8478657136396309,0.7796956068143183,0.4516269677191991,0.17042527707499716,0.00042607517679866066,1.529566781891291,0.00042607517679866066,8.129285248790644,1.951369317869683,0.15338275037023927,0.008521273695779345,0.00042607517679866066
1496,6.1417146730300836e-09,6.1494456305688706e-09,6.148846984974263e-09,6.144656738357769e-09,6.1416572541386795e-09,6.929508291804119e-09,6.1540476132226594e-09,6.144458573203222e-09,6.1586262200965175e-09,6.154592674637245e-09,6.141765695711263e-09,6.141967761152544e-09,6.929508291804119e-09
1497,3.006033859547139e-09,3.009578571153264e-09,3.0094462088283637e-09,3.0082141811650528e-09,3.0044512068408696e-09,3.1476910464928876e-09,3.010619087973931e-09,3.004333974595691e-09,3.0118132673728922e-09,3.010723963993332e-09,3.003962096569875e-09,3.0075943987725063e-09,3.1476910464928876e-09
1498,1.878259802080965e-09,1.8795584715520436e-09,1.8794888741032185e-09,1.8790242321555967e-09,1.877686313888597e-09,1.921069691760244e-09,1.880064492772673e-09,1.8729904292219814e-09,1.8806064139619376e-09,1.8801087396938673e-09,1.877482333890057e-09,1.879338348079276e-09,1.921069691760244e-09
1499,1.2919178424473136e-09,1.2926449813978708e-09,1.2925955268693e-09,1.2923144697163589e-09,1.2917061563758195e-09,1.3041907186775124e-09,1.2928977288125131e-09,1.2884657964133838e-09,1.2931742279494896e-09,1.2929320719623693e-09,1.2916035009278736e-09,1.2926601226446843e-09,1.3041907186775124e-09
