,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
1247,1027.0,923.0,1313.0,1.0,741.0,1662.0,2791.0,480.0,40.0,7.0,453.0
1248,1043.0,918.0,1275.0,1.0,737.0,1540.0,2791.0,444.0,40.0,7.0,439.0
1249,1047.0,925.0,1268.0,1.0,754.0,1470.0,2790.0,448.0,40.0,7.0,406.0
1250,1030.0,904.0,1263.0,1.0,752.0,1443.0,2791.0,452.0,40.0,7.0,372.0
1251,1045.0,930.0,1265.0,1.0,787.0,1494.0,2791.0,455.0,39.0,7.0,353.0
1252,1037.0,939.0,1361.0,1.0,842.0,1680.0,2791.0,474.0,40.0,7.0,327.0
1253,1023.0,1063.0,1491.0,1.0,862.0,2095.0,2791.0,547.0,40.0,7.0,333.0
1254,1030.0,1121.0,1523.0,1.0,860.0,2184.0,2790.0,549.0,40.0,7.0,353.0
1255,1024.0,1098.0,1537.0,1.0,856.0,2369.0,2791.0,547.0,40.0,7.0,385.0
1256,1026.0,1056.0,1544.0,1.0,853.0,2361.0,2791.0,535.0,37.0,7.0,428.0
1257,1017.0,1021.0,1545.0,2.0,865.0,2353.0,2790.0,512.0,38.0,7.0,405.0
1258,1019.0,1012.0,1532.0,1.0,857.0,2287.0,2790.0,490.0,39.0,7.0,312.0
1259,1006.0,1010.0,1517.0,13.0,843.0,2202.0,2791.0,474.0,39.0,7.0,184.0
1260,1012.0,1007.0,1515.0,47.0,834.0,2160.0,2792.0,456.0,39.0,7.0,120.0
1261,1022.0,1007.0,1515.0,46.0,841.0,2066.0,2792.0,446.0,39.0,7.0,107.0
1262,1028.0,1029.0,1503.0,2.0,851.0,2111.0,2792.0,446.0,39.0,7.0,90.0
1263,1027.0,1067.0,1506.0,20.0,850.0,2185.0,2792.0,453.0,38.0,7.0,97.0
1264,1035.0,1030.0,1521.0,11.0,861.0,2150.0,2791.0,465.0,40.0,7.0,142.0
1265,1044.0,1044.0,1534.0,1.0,867.0,2273.0,2791.0,478.0,40.0,7.0,183.0
1266,1046.0,1079.0,1535.0,1.0,886.0,2379.0,2791.0,484.0,40.0,7.0,213.0
1267,1040.0,1063.0,1505.0,1.0,888.0,2184.0,2790.0,487.0,40.0,7.0,228.0
1268,1032.0,1042.0,1456.0,1.0,859.0,1995.0,2791.0,464.0,40.0,7.0,216.0
1269,1029.0,1010.0,1381.0,1.0,800.0,1731.0,2791.0,426.0,40.0,7.0,195.0
1270,1036.0,1018.0,1317.0,1.0,746.0,1618.0,2791.0,424.0,38.0,7.0,191.0
1271,1021.0,1024.0,1258.0,1.0,731.0,1474.0,2792.0,415.0,40.0,7.0,204.0
1272,1036.0,1004.0,1250.0,1.0,730.0,1409.0,2790.0,419.0,40.0,7.0,198.0
1273,1038.0,1011.0,1251.0,1.0,744.0,1408.0,2792.0,426.0,37.0,7.0,197.0
1274,1036.0,1011.0,1249.0,1.0,733.0,1356.0,2792.0,431.0,40.0,7.0,207.0
1275,1048.0,1046.0,1248.0,1.0,731.0,1410.0,2792.0,435.0,40.0,7.0,246.0
1276,1048.0,1070.0,1236.0,1.0,772.0,1515.0,2792.0,453.0,40.0,7.0,281.0
1277,1044.0,1084.0,1362.0,1.0,851.0,1618.0,2791.0,519.0,39.0,7.0,314.0
1278,1044.0,1105.0,1384.0,1.0,883.0,1958.0,2790.0,523.0,37.0,7.0,345.0
1279,1058.0,1083.0,1409.0,1.0,885.0,2147.0,2790.0,520.0,41.0,7.0,373.0
1280,1056.0,1009.0,1433.0,1.0,882.0,2388.0,2790.0,513.0,40.0,7.0,310.0
1281,1042.0,1012.0,1425.0,1.0,889.0,2336.0,2764.0,493.0,41.0,7.0,209.0
1282,1054.0,1061.0,1407.0,1.0,898.0,2275.0,2693.0,476.0,41.0,7.0,116.0
1283,1052.0,1087.0,1400.0,1.0,893.0,2125.0,2693.0,465.0,41.0,7.0,78.0
1284,1044.0,1106.0,1379.0,1.0,886.0,2014.0,2717.0,453.0,39.0,7.0,79.0
1285,1035.0,1103.0,1346.0,1.0,874.0,1937.0,2733.0,444.0,41.0,7.0,80.0
1286,1041.0,1076.0,1331.0,1.0,861.0,1856.0,2759.0,447.0,41.0,7.0,93.0
1287,1044.0,1078.0,1327.0,1.0,873.0,1830.0,2783.0,458.0,38.0,7.0,164.0
1288,1052.0,1068.0,1330.0,1.0,870.0,1991.0,2791.0,471.0,40.0,7.0,336.0
1289,1052.0,1077.0,1342.0,1.0,901.0,2171.0,2792.0,488.0,40.0,7.0,537.0
1290,1045.0,1060.0,1312.0,1.0,893.0,2229.0,2791.0,500.0,40.0,7.0,681.0
1291,1042.0,1063.0,1281.0,1.0,897.0,2114.0,2791.0,509.0,38.0,7.0,773.0
1292,1049.0,1060.0,1255.0,1.0,875.0,1910.0,2792.0,473.0,39.0,7.0,747.0
1293,1044.0,1052.0,1176.0,1.0,791.0,1595.0,2791.0,462.0,39.0,7.0,662.0
1294,1044.0,1042.0,1124.0,1.0,763.0,1512.0,2792.0,457.0,40.0,7.0,591.0
1295,1048.0,1021.0,1147.0,1.0,730.0,1410.0,2791.0,464.0,42.0,7.0,475.0
1296,1040.0,936.0,1149.0,1.0,721.0,1297.0,2792.0,458.0,42.0,7.0,402.0
1297,1049.0,914.0,1151.0,1.0,720.0,1347.0,2791.0,462.0,42.0,7.0,298.0
1298,1058.0,918.0,1148.0,1.0,710.0,1366.0,2791.0,465.0,42.0,7.0,259.0
1299,1048.0,904.0,1147.0,1.0,707.0,1382.0,2791.0,467.0,42.0,7.0,250.0
1300,1063.0,920.0,1149.0,1.0,722.0,1361.0,2792.0,468.0,42.0,7.0,275.0
1301,1053.0,917.0,1153.0,1.0,722.0,1370.0,2792.0,471.0,42.0,7.0,295.0
1302,1053.0,909.0,1157.0,1.0,743.0,1494.0,2791.0,472.0,39.0,7.0,332.0
1303,1061.0,894.0,1171.0,1.0,751.0,1588.0,2792.0,471.0,41.0,7.0,377.0
1304,1053.0,883.0,1167.0,1.0,760.0,1738.0,2792.0,471.0,41.0,7.0,415.0
1305,1050.0,886.0,1182.0,1.0,766.0,1877.0,2792.0,456.0,43.0,7.0,420.0
1306,1037.0,906.0,1173.0,1.0,780.0,1771.0,2792.0,438.0,44.0,7.0,295.0
1307,1017.0,932.0,1169.0,1.0,767.0,1777.0,2791.0,425.0,44.0,7.0,200.0
1308,1017.0,961.0,1170.0,1.0,777.0,1735.0,2792.0,413.0,44.0,7.0,183.0
1309,1002.0,981.0,1169.0,1.0,742.0,1645.0,2793.0,405.0,42.0,7.0,202.0
1310,1011.0,991.0,1166.0,1.0,743.0,1601.0,2792.0,400.0,43.0,7.0,244.0
1311,1012.0,985.0,1162.0,1.0,744.0,1653.0,2793.0,401.0,42.0,7.0,392.0
1312,1023.0,985.0,1160.0,1.0,762.0,1668.0,2793.0,409.0,44.0,7.0,627.0
1313,1037.0,955.0,1169.0,1.0,749.0,1872.0,2793.0,428.0,44.0,7.0,882.0
1314,1047.0,949.0,1167.0,1.0,762.0,1952.0,2791.0,436.0,45.0,7.0,1002.0
1315,1047.0,923.0,1165.0,1.0,764.0,1817.0,2791.0,441.0,40.0,7.0,1052.0
1316,1051.0,876.0,1165.0,1.0,753.0,1637.0,2792.0,444.0,43.0,7.0,988.0
1317,1047.0,894.0,1165.0,1.0,749.0,1540.0,2793.0,442.0,43.0,7.0,933.0
1318,1042.0,932.0,1158.0,1.0,754.0,1375.0,2792.0,430.0,43.0,7.0,996.0
1319,1031.0,927.0,1158.0,1.0,743.0,1259.0,2792.0,425.0,43.0,7.0,1055.0
1320,1029.0,953.0,1153.0,1.0,734.0,1395.0,2792.0,425.0,43.0,7.0,1143.0
1321,1023.0,971.0,1153.0,1.0,740.0,1495.0,2793.0,425.0,43.0,7.0,1079.0
1322,1009.0,981.0,1175.0,1.0,743.0,1634.0,2793.0,434.0,40.0,7.0,1016.0
1323,1011.0,958.0,1190.0,1.0,744.0,1551.0,2793.0,432.0,43.0,7.0,1037.0
1324,1010.0,1004.0,1195.0,1.0,752.0,1512.0,2793.0,427.0,43.0,7.0,1139.0
1325,1010.0,1005.0,1200.0,1.0,743.0,1500.0,2793.0,423.0,43.0,7.0,1155.0
1326,1006.0,997.0,1197.0,1.0,731.0,1552.0,2793.0,419.0,43.0,7.0,1153.0
1327,1004.0,1003.0,1183.0,1.0,739.0,1571.0,2793.0,414.0,43.0,7.0,1160.0
1328,995.0,992.0,1169.0,1.0,739.0,1692.0,2794.0,406.0,41.0,7.0,1106.0
1329,993.0,1025.0,1170.0,1.0,727.0,1734.0,2794.0,396.0,42.0,7.0,993.0
1330,986.0,1015.0,1172.0,1.0,709.0,1760.0,2793.0,384.0,42.0,7.0,947.0
1331,982.0,1044.0,1165.0,1.0,704.0,1721.0,2793.0,375.0,42.0,7.0,884.0
1332,978.0,1040.0,1159.0,1.0,721.0,1659.0,2793.0,361.0,42.0,7.0,854.0
1333,970.0,1036.0,1158.0,1.0,700.0,1665.0,2793.0,353.0,42.0,7.0,832.0
1334,974.0,1049.0,1153.0,1.0,699.0,1661.0,2793.0,349.0,42.0,7.0,847.0
1335,978.0,1054.0,1161.0,1.0,698.0,1665.0,2793.0,351.0,39.0,7.0,923.0
1336,982.0,1059.0,1207.0,1.0,717.0,1737.0,2793.0,355.0,42.0,7.0,1036.0
1337,991.0,1063.0,1243.0,1.0,788.0,1899.0,2793.0,361.0,42.0,7.0,1118.0
1338,1000.0,1048.0,1243.0,1.0,813.0,1883.0,2793.0,369.0,42.0,7.0,1084.0
1339,1000.0,1044.0,1214.0,1.0,798.0,1908.0,2790.0,369.0,43.0,7.0,1027.0
1340,994.0,1050.0,1160.0,1.0,732.0,1793.0,2791.0,365.0,44.0,7.0,1042.0
1341,971.0,1060.0,1158.0,16.0,724.0,1573.0,2791.0,360.0,44.0,7.0,1031.0
1342,960.0,1049.0,1155.0,0.0,710.0,1448.0,2792.0,363.0,44.0,7.0,970.0
1343,950.0,1061.0,1154.0,0.0,690.0,1385.0,2792.0,364.0,44.0,7.0,885.0
1344,933.0,1039.0,1152.0,0.0,670.0,1391.0,2792.0,364.0,43.0,7.0,854.0
1345,927.0,1049.0,1160.0,0.0,664.0,1439.0,2792.0,374.0,42.0,7.0,798.0
1346,928.0,1043.0,1159.0,0.0,663.0,1460.0,2792.0,377.0,40.0,7.0,785.0
1347,923.0,1049.0,1217.0,0.0,678.0,1482.0,2792.0,422.0,42.0,7.0,768.0
1348,930.0,1061.0,1260.0,1.0,725.0,1495.0,2792.0,444.0,42.0,7.0,772.0
1349,955.0,1080.0,1399.0,1.0,834.0,1765.0,2792.0,444.0,39.0,9.0,746.0
1350,991.0,1094.0,1476.0,1.0,865.0,2131.0,2793.0,450.0,41.0,16.0,825.0
1351,1004.0,1104.0,1495.0,1.0,908.0,2266.0,2794.0,451.0,42.0,22.0,898.0
1352,997.0,1112.0,1501.0,17.0,899.0,2371.0,2795.0,447.0,42.0,24.0,886.0
1353,999.0,1089.0,1517.0,20.0,900.0,2377.0,2791.0,441.0,40.0,20.0,732.0
1354,990.0,1094.0,1523.0,1.0,892.0,2280.0,2791.0,437.0,42.0,10.0,740.0
1355,986.0,1077.0,1498.0,3.0,870.0,2061.0,2791.0,434.0,42.0,8.0,845.0
1356,1001.0,1070.0,1474.0,1.0,853.0,1983.0,2790.0,433.0,42.0,8.0,979.0
1357,999.0,1059.0,1441.0,1.0,854.0,1977.0,2791.0,436.0,42.0,8.0,998.0
1358,992.0,1072.0,1474.0,1.0,854.0,2023.0,2792.0,441.0,42.0,7.0,1063.0
1359,992.0,1017.0,1485.0,1.0,860.0,2006.0,2791.0,448.0,41.0,7.0,1074.0
1360,986.0,1017.0,1494.0,1.0,871.0,2061.0,2791.0,453.0,39.0,7.0,1066.0
1361,982.0,1030.0,1502.0,1.0,898.0,2171.0,2791.0,459.0,41.0,7.0,1128.0
1362,999.0,1084.0,1507.0,1.0,910.0,2292.0,2792.0,466.0,41.0,7.0,1216.0
1363,985.0,1075.0,1461.0,1.0,908.0,2162.0,2791.0,470.0,41.0,7.0,1237.0
1364,986.0,1060.0,1409.0,1.0,895.0,2046.0,2791.0,441.0,41.0,7.0,1222.0
1365,974.0,1042.0,1308.0,0.0,860.0,1846.0,2791.0,417.0,41.0,7.0,1277.0
1366,967.0,1017.0,1185.0,0.0,772.0,1746.0,2792.0,411.0,41.0,7.0,1270.0
1367,959.0,1054.0,1177.0,0.0,739.0,1580.0,2792.0,417.0,41.0,7.0,1151.0
1368,953.0,1028.0,1180.0,0.0,751.0,1506.0,2793.0,425.0,41.0,7.0,1087.0
1369,958.0,1009.0,1173.0,0.0,786.0,1476.0,2791.0,430.0,41.0,7.0,1046.0
1370,968.0,1022.0,1182.0,0.0,787.0,1450.0,2793.0,434.0,41.0,7.0,951.0
1371,977.0,1020.0,1195.0,0.0,822.0,1440.0,2793.0,443.0,41.0,7.0,983.0
1372,977.0,1031.0,1263.0,0.0,882.0,1587.0,2792.0,457.0,41.0,7.0,1018.0
1373,981.0,1057.0,1444.0,0.0,879.0,1855.0,2792.0,495.0,41.0,8.0,996.0
1374,983.0,1079.0,1523.0,0.0,883.0,2122.0,2792.0,538.0,41.0,15.0,1001.0
1375,982.0,1104.0,1547.0,0.0,863.0,2237.0,2791.0,541.0,41.0,23.0,946.0
1376,964.0,1110.0,1544.0,0.0,799.0,2330.0,2790.0,533.0,41.0,33.0,624.0
1377,925.0,1072.0,1547.0,0.0,762.0,2441.0,2790.0,525.0,41.0,32.0,354.0
1378,938.0,1065.0,1547.0,0.0,717.0,2423.0,2791.0,514.0,39.0,23.0,267.0
1379,931.0,1081.0,1533.0,0.0,639.0,2266.0,2790.0,504.0,42.0,12.0,262.0
1380,939.0,1084.0,1516.0,0.0,646.0,2190.0,2790.0,500.0,42.0,15.0,284.0
1381,995.0,1057.0,1522.0,0.0,645.0,2117.0,2791.0,499.0,42.0,9.0,302.0
1382,1012.0,1064.0,1523.0,0.0,638.0,2034.0,2792.0,499.0,39.0,9.0,312.0
1383,990.0,1056.0,1519.0,0.0,654.0,2046.0,2791.0,501.0,37.0,7.0,338.0
1384,968.0,1068.0,1525.0,0.0,667.0,2156.0,2792.0,508.0,42.0,8.0,422.0
1385,965.0,1060.0,1538.0,0.0,677.0,2374.0,2792.0,518.0,42.0,12.0,563.0
1386,955.0,1047.0,1538.0,0.0,697.0,2393.0,2793.0,526.0,42.0,20.0,625.0
1387,951.0,1049.0,1520.0,0.0,689.0,2164.0,2792.0,532.0,39.0,16.0,680.0
1388,947.0,980.0,1469.0,0.0,668.0,2056.0,2792.0,533.0,41.0,9.0,749.0
1389,946.0,928.0,1349.0,0.0,664.0,1695.0,2792.0,507.0,41.0,7.0,792.0
1390,953.0,917.0,1264.0,0.0,668.0,1645.0,2793.0,485.0,41.0,7.0,696.0
1391,957.0,938.0,1241.0,0.0,655.0,1679.0,2792.0,480.0,41.0,7.0,571.0
1392,967.0,942.0,1242.0,0.0,658.0,1613.0,2793.0,482.0,40.0,7.0,521.0
1393,962.0,928.0,1236.0,0.0,643.0,1604.0,2793.0,475.0,42.0,7.0,506.0
1394,964.0,920.0,1235.0,0.0,631.0,1549.0,2793.0,471.0,42.0,7.0,507.0
1395,967.0,926.0,1255.0,0.0,627.0,1572.0,2793.0,475.0,42.0,12.0,453.0
1396,976.0,949.0,1449.0,0.0,634.0,1700.0,2792.0,539.0,40.0,21.0,383.0
1397,978.0,1060.0,1560.0,0.0,648.0,2167.0,2792.0,557.0,39.0,32.0,330.0
1398,1001.0,1100.0,1578.0,0.0,651.0,2382.0,2792.0,561.0,37.0,34.0,335.0
1399,1009.0,1119.0,1581.0,0.0,679.0,2454.0,2792.0,560.0,39.0,33.0,333.0
1400,1017.0,1119.0,1586.0,0.0,713.0,2447.0,2791.0,549.0,38.0,32.0,334.0
1401,1015.0,1093.0,1587.0,0.0,726.0,2427.0,2791.0,528.0,35.0,34.0,277.0
1402,1014.0,1059.0,1596.0,0.0,744.0,2405.0,2791.0,513.0,39.0,34.0,229.0
1403,1004.0,1055.0,1608.0,0.0,737.0,2250.0,2792.0,502.0,36.0,32.0,209.0
1404,1006.0,1053.0,1630.0,0.0,720.0,2138.0,2791.0,493.0,36.0,24.0,199.0
1405,1006.0,1058.0,1649.0,0.0,707.0,2194.0,2791.0,485.0,35.0,13.0,221.0
1406,997.0,1050.0,1663.0,0.0,709.0,2212.0,2791.0,484.0,35.0,8.0,264.0
1407,1001.0,1051.0,1668.0,0.0,716.0,2243.0,2791.0,483.0,37.0,8.0,329.0
1408,992.0,1045.0,1668.0,0.0,716.0,2179.0,2791.0,492.0,37.0,13.0,469.0
1409,986.0,1052.0,1664.0,0.0,718.0,2288.0,2791.0,502.0,37.0,27.0,634.0
1410,982.0,1048.0,1663.0,0.0,715.0,2330.0,2791.0,513.0,37.0,33.0,691.0
1411,984.0,1036.0,1651.0,0.0,702.0,2243.0,2791.0,519.0,36.0,22.0,723.0
1412,1007.0,979.0,1528.0,0.0,691.0,1961.0,2791.0,470.0,38.0,11.0,735.0
1413,993.0,915.0,1471.0,0.0,681.0,1841.0,2792.0,459.0,38.0,9.0,713.0
1414,988.0,886.0,1395.0,0.0,664.0,1576.0,2792.0,465.0,36.0,9.0,708.0
1415,995.0,930.0,1360.0,0.0,651.0,1464.0,2792.0,468.0,34.0,9.0,692.0
1416,1004.0,915.0,1349.0,0.0,648.0,1623.0,2792.0,471.0,34.0,9.0,672.0
1417,1000.0,892.0,1353.0,0.0,665.0,1661.0,2792.0,473.0,34.0,9.0,633.0
1418,1007.0,903.0,1356.0,0.0,673.0,1702.0,2792.0,477.0,32.0,9.0,618.0
1419,997.0,900.0,1377.0,0.0,675.0,1736.0,2792.0,488.0,32.0,9.0,608.0
1420,997.0,943.0,1524.0,0.0,677.0,1791.0,2791.0,551.0,36.0,21.0,543.0
1421,1022.0,1076.0,1632.0,0.0,700.0,2147.0,2792.0,551.0,38.0,33.0,463.0
1422,1037.0,1087.0,1654.0,0.0,708.0,2302.0,2792.0,551.0,38.0,34.0,411.0
1423,1015.0,1088.0,1669.0,0.0,719.0,2272.0,2794.0,545.0,39.0,34.0,361.0
1424,1013.0,1075.0,1715.0,21.0,724.0,2321.0,2793.0,526.0,38.0,34.0,295.0
1425,1027.0,1097.0,1708.0,1.0,707.0,2380.0,2793.0,505.0,36.0,33.0,254.0
1426,1025.0,1100.0,1702.0,0.0,708.0,2273.0,2792.0,486.0,36.0,33.0,144.0
1427,1006.0,1112.0,1689.0,0.0,710.0,2240.0,2792.0,469.0,36.0,32.0,74.0
1428,988.0,1075.0,1682.0,0.0,710.0,2220.0,2791.0,457.0,36.0,34.0,47.0
1429,984.0,1035.0,1680.0,0.0,713.0,2118.0,2791.0,445.0,36.0,32.0,39.0
1430,985.0,1050.0,1676.0,0.0,714.0,2076.0,2791.0,445.0,36.0,33.0,37.0
1431,983.0,1067.0,1668.0,0.0,725.0,2058.0,2791.0,445.0,35.0,28.0,39.0
1432,938.0,1111.0,1687.0,0.0,739.0,2014.0,2792.0,456.0,34.0,28.0,53.0
1433,928.0,1143.0,1700.0,0.0,732.0,2053.0,2792.0,476.0,36.0,30.0,60.0
1434,925.0,1113.0,1657.0,0.0,722.0,2081.0,2792.0,483.0,36.0,26.0,66.0
1435,911.0,1112.0,1629.0,16.0,714.0,2007.0,2792.0,490.0,36.0,25.0,53.0
1436,908.0,1058.0,1616.0,0.0,686.0,1851.0,2792.0,495.0,36.0,19.0,35.0
1437,917.0,1064.0,1549.0,0.0,639.0,1626.0,2792.0,498.0,38.0,8.0,22.0
1438,907.0,966.0,1479.0,0.0,611.0,1499.0,2792.0,498.0,42.0,8.0,20.0
1439,908.0,958.0,1347.0,0.0,611.0,1452.0,2791.0,435.0,42.0,8.0,25.0
1440,901.0,973.0,1339.0,0.0,610.0,1482.0,2792.0,432.0,42.0,8.0,23.0
1441,884.0,975.0,1338.0,0.0,603.0,1471.0,2792.0,431.0,42.0,8.0,30.0
1442,878.0,949.0,1333.0,0.0,599.0,1448.0,2792.0,424.0,42.0,8.0,30.0
1443,886.0,952.0,1350.0,0.0,605.0,1549.0,2792.0,428.0,42.0,15.0,31.0
1444,908.0,1010.0,1509.0,0.0,627.0,1689.0,2792.0,494.0,40.0,24.0,42.0
1445,941.0,1117.0,1594.0,0.0,637.0,2225.0,2792.0,499.0,40.0,31.0,49.0
1446,948.0,1109.0,1657.0,0.0,654.0,2421.0,2792.0,502.0,40.0,34.0,43.0
1447,971.0,1130.0,1699.0,29.0,681.0,2416.0,2792.0,498.0,40.0,34.0,42.0
1448,973.0,1142.0,1707.0,1.0,677.0,2455.0,2792.0,485.0,40.0,33.0,31.0
1449,968.0,1168.0,1697.0,1.0,681.0,2435.0,2792.0,471.0,40.0,32.0,21.0
1450,977.0,1154.0,1692.0,1.0,631.0,2353.0,2791.0,452.0,40.0,28.0,16.0
1451,971.0,1140.0,1679.0,1.0,622.0,2292.0,2792.0,432.0,40.0,18.0,15.0
1452,953.0,1115.0,1676.0,1.0,608.0,2212.0,2792.0,426.0,41.0,14.0,15.0
1453,948.0,1123.0,1671.0,1.0,600.0,2165.0,2792.0,421.0,41.0,14.0,22.0
1454,955.0,1131.0,1667.0,1.0,602.0,2140.0,2793.0,417.0,41.0,14.0,30.0
1455,952.0,1129.0,1667.0,1.0,602.0,1896.0,2792.0,425.0,41.0,14.0,46.0
1456,958.0,1142.0,1666.0,1.0,596.0,1981.0,2792.0,431.0,41.0,14.0,69.0
1457,963.0,1167.0,1664.0,1.0,603.0,2043.0,2792.0,442.0,41.0,12.0,108.0
1458,960.0,1184.0,1662.0,1.0,606.0,2324.0,2793.0,453.0,41.0,7.0,132.0
1459,973.0,1185.0,1662.0,1.0,596.0,2016.0,2792.0,463.0,41.0,7.0,142.0
1460,971.0,1126.0,1612.0,1.0,565.0,1792.0,2553.0,472.0,41.0,7.0,120.0
1461,980.0,1120.0,1563.0,1.0,528.0,1612.0,2382.0,476.0,41.0,7.0,110.0
1462,952.0,1090.0,1503.0,1.0,502.0,1447.0,2362.0,482.0,42.0,7.0,111.0
1463,939.0,1064.0,1407.0,1.0,497.0,1244.0,2407.0,487.0,42.0,7.0,125.0
1464,939.0,1055.0,1400.0,1.0,485.0,1263.0,2416.0,491.0,42.0,7.0,127.0
1465,928.0,1049.0,1402.0,1.0,494.0,1306.0,2425.0,491.0,42.0,7.0,128.0
1466,928.0,1044.0,1407.0,1.0,495.0,1349.0,2436.0,493.0,42.0,7.0,137.0
1467,923.0,1044.0,1401.0,1.0,491.0,1311.0,2446.0,496.0,42.0,7.0,159.0
1468,919.0,1051.0,1400.0,1.0,493.0,1340.0,2456.0,500.0,42.0,7.0,155.0
1469,923.0,1072.0,1419.0,1.0,500.0,1413.0,2464.0,506.0,42.0,7.0,180.0
1470,920.0,1078.0,1469.0,1.0,496.0,1447.0,2475.0,511.0,42.0,7.0,198.0
1471,939.0,1076.0,1472.0,1.0,510.0,1668.0,2483.0,508.0,42.0,7.0,221.0
1472,936.0,1073.0,1510.0,1.0,514.0,1974.0,2494.0,493.0,42.0,7.0,199.0
1473,942.0,1095.0,1584.0,1.0,523.0,2220.0,2504.0,474.0,42.0,7.0,97.0
1474,929.0,1086.0,1591.0,1.0,530.0,2183.0,2513.0,452.0,42.0,7.0,74.0
1475,880.0,1086.0,1589.0,1.0,516.0,1924.0,2523.0,439.0,42.0,7.0,57.0
1476,855.0,1104.0,1561.0,1.0,499.0,1771.0,2532.0,431.0,42.0,7.0,45.0
1477,852.0,1093.0,1533.0,1.0,496.0,1673.0,2541.0,427.0,42.0,7.0,41.0
1478,852.0,1106.0,1507.0,1.0,495.0,1524.0,2550.0,425.0,42.0,7.0,56.0
1479,852.0,1093.0,1506.0,1.0,489.0,1536.0,2561.0,428.0,42.0,7.0,77.0
1480,869.0,1098.0,1515.0,1.0,506.0,1713.0,2569.0,436.0,42.0,7.0,107.0
1481,895.0,1100.0,1559.0,1.0,516.0,1963.0,2580.0,451.0,42.0,7.0,182.0
1482,909.0,1109.0,1558.0,1.0,517.0,2198.0,2590.0,462.0,42.0,7.0,237.0
1483,913.0,1095.0,1529.0,1.0,510.0,2110.0,2600.0,474.0,42.0,7.0,249.0
1484,918.0,1087.0,1441.0,1.0,510.0,1808.0,2608.0,480.0,44.0,7.0,255.0
1485,922.0,1083.0,1353.0,1.0,511.0,1560.0,2620.0,423.0,42.0,7.0,235.0
1486,920.0,1100.0,1340.0,1.0,505.0,1432.0,2628.0,414.0,44.0,7.0,219.0
1487,902.0,1098.0,1342.0,1.0,485.0,1325.0,2638.0,418.0,44.0,7.0,213.0
1488,904.0,1083.0,1353.0,1.0,484.0,1271.0,2644.0,418.0,44.0,7.0,200.0
1489,911.0,1089.0,1353.0,1.0,496.0,1277.0,2648.0,422.0,42.0,7.0,207.0
1490,903.0,1076.0,1347.0,1.0,497.0,1301.0,2656.0,426.0,44.0,7.0,197.0
1491,907.0,1084.0,1340.0,1.0,493.0,1295.0,2657.0,428.0,44.0,7.0,198.0
1492,915.0,1085.0,1341.0,1.0,497.0,1281.0,2666.0,432.0,44.0,7.0,197.0
1493,926.0,1089.0,1342.0,1.0,510.0,1379.0,2666.0,432.0,44.0,7.0,205.0
1494,920.0,1061.0,1345.0,1.0,526.0,1461.0,2676.0,437.0,44.0,7.0,225.0
1495,913.0,1028.0,1453.0,1.0,526.0,1554.0,2676.0,490.0,40.0,7.0,228.0
1496,882.0,1022.0,1469.0,1.0,529.0,1638.0,2685.0,476.0,43.0,7.0,183.0
1497,863.0,1031.0,1451.0,1.0,518.0,1705.0,2686.0,463.0,43.0,7.0,133.0
1498,856.0,1027.0,1451.0,1.0,496.0,1756.0,2694.0,445.0,43.0,7.0,73.0
1499,845.0,1038.0,1459.0,1.0,492.0,1725.0,2694.0,429.0,43.0,7.0,68.0
1500,830.0,1076.0,1458.0,1.0,479.0,1601.0,2704.0,418.0,41.0,7.0,59.0
1501,832.0,1080.0,1416.0,1.0,483.0,1605.0,2705.0,414.0,40.0,7.0,64.0
1502,843.0,1102.0,1385.0,1.0,484.0,1626.0,2714.0,418.0,41.0,7.0,74.0
1503,867.0,1103.0,1402.0,1.0,493.0,1674.0,2715.0,421.0,42.0,7.0,112.0
1504,889.0,1112.0,1425.0,1.0,504.0,1609.0,2723.0,429.0,40.0,7.0,221.0
1505,911.0,1093.0,1462.0,1.0,521.0,1702.0,2725.0,441.0,41.0,7.0,360.0
1506,915.0,1111.0,1485.0,1.0,529.0,1958.0,2733.0,452.0,41.0,7.0,456.0
1507,909.0,1129.0,1466.0,1.0,532.0,1856.0,2734.0,468.0,43.0,7.0,488.0
1508,909.0,1111.0,1386.0,1.0,533.0,1651.0,2744.0,480.0,43.0,7.0,485.0
1509,895.0,1064.0,1330.0,1.0,533.0,1464.0,2744.0,434.0,43.0,7.0,507.0
1510,887.0,1055.0,1315.0,1.0,538.0,1427.0,2754.0,420.0,43.0,7.0,414.0
1511,888.0,1037.0,1307.0,1.0,529.0,1341.0,2753.0,424.0,41.0,7.0,337.0
1512,889.0,1045.0,1293.0,1.0,527.0,1316.0,2762.0,421.0,42.0,7.0,280.0
1513,896.0,1059.0,1285.0,1.0,537.0,1264.0,2763.0,422.0,42.0,7.0,206.0
1514,905.0,1055.0,1288.0,1.0,536.0,1250.0,2772.0,425.0,42.0,7.0,178.0
