,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
6331,246.0,5430.0,64.0,776.0,9456.0,158.0,1.0,110.0,0.0,3507.0
6332,246.0,5254.0,64.0,677.0,8285.0,158.0,1.0,106.0,0.0,3356.0
6333,237.0,5208.0,64.0,694.0,7794.0,161.0,1.0,78.0,0.0,3469.0
6334,234.0,5101.0,64.0,675.0,7213.0,162.0,1.0,78.0,0.0,3523.0
6335,199.0,4699.0,66.0,635.0,6301.0,162.0,1.0,78.0,0.0,3399.0
6336,193.0,4456.0,65.0,581.0,6100.0,162.0,1.0,79.0,0.0,3164.0
6337,192.0,4177.0,65.0,584.0,5999.0,162.0,1.0,79.0,0.0,3027.0
6338,192.0,4058.0,64.0,585.0,5874.0,162.0,1.0,79.0,0.0,3111.0
6339,193.0,3896.0,66.0,585.0,5989.0,162.0,1.0,79.0,0.0,3253.0
6340,193.0,3878.0,67.0,584.0,6077.0,160.0,1.0,79.0,0.0,3276.0
6341,192.0,4140.0,65.0,587.0,6059.0,160.0,1.0,79.0,0.0,3260.0
6342,192.0,4638.0,64.0,619.0,6313.0,160.0,1.0,79.0,0.0,3289.0
6343,193.0,4937.0,64.0,624.0,7144.0,160.0,1.0,84.0,0.0,3287.0
6344,192.0,5117.0,69.0,672.0,7691.0,160.0,1.0,92.0,0.0,3287.0
6345,193.0,5101.0,70.0,675.0,7680.0,160.0,1.0,91.0,13.0,3351.0
6346,192.0,5111.0,68.0,670.0,7710.0,160.0,1.0,103.0,14.0,3409.0
6347,193.0,5091.0,68.0,640.0,7737.0,164.0,1.0,111.0,2.0,3285.0
6348,191.0,4940.0,65.0,640.0,7455.0,166.0,1.0,104.0,0.0,3373.0
6349,192.0,4915.0,64.0,621.0,6826.0,164.0,1.0,100.0,0.0,3257.0
6350,195.0,4998.0,64.0,619.0,6858.0,164.0,1.0,86.0,0.0,2915.0
6351,193.0,4880.0,65.0,618.0,7035.0,162.0,1.0,82.0,0.0,2792.0
6352,193.0,4876.0,65.0,607.0,7135.0,162.0,1.0,84.0,0.0,2494.0
6353,193.0,5112.0,70.0,616.0,7782.0,162.0,117.0,88.0,13.0,2165.0
6354,192.0,5101.0,66.0,736.0,7822.0,163.0,471.0,107.0,14.0,2523.0
6355,193.0,4951.0,67.0,648.0,7515.0,163.0,439.0,117.0,14.0,2821.0
6356,206.0,4915.0,70.0,522.0,6945.0,164.0,82.0,117.0,14.0,3035.0
6357,228.0,4895.0,68.0,269.0,6644.0,164.0,53.0,83.0,2.0,3059.0
6358,228.0,4522.0,68.0,253.0,6250.0,167.0,0.0,78.0,0.0,3017.0
6359,229.0,3743.0,69.0,254.0,5933.0,167.0,0.0,78.0,0.0,2899.0
6360,229.0,3524.0,71.0,254.0,5880.0,166.0,0.0,78.0,0.0,2828.0
6361,227.0,3469.0,72.0,255.0,5857.0,166.0,0.0,78.0,0.0,2798.0
6362,230.0,3373.0,73.0,255.0,5810.0,166.0,0.0,78.0,0.0,2686.0
6363,236.0,3488.0,71.0,255.0,5917.0,166.0,0.0,78.0,0.0,2579.0
6364,237.0,3405.0,68.0,255.0,5907.0,166.0,0.0,78.0,0.0,2534.0
6365,238.0,3510.0,68.0,255.0,5813.0,167.0,0.0,76.0,0.0,2380.0
6366,238.0,4298.0,68.0,254.0,5767.0,166.0,0.0,76.0,0.0,2232.0
6367,237.0,4834.0,68.0,253.0,6197.0,166.0,0.0,85.0,0.0,1920.0
6368,238.0,5060.0,69.0,253.0,7035.0,166.0,1.0,89.0,0.0,1751.0
6369,237.0,5025.0,70.0,252.0,7511.0,168.0,1.0,89.0,0.0,1576.0
6370,236.0,5000.0,69.0,251.0,7509.0,166.0,1.0,89.0,0.0,1538.0
6371,238.0,4985.0,70.0,251.0,7347.0,165.0,1.0,86.0,12.0,1525.0
6372,239.0,4954.0,69.0,251.0,7002.0,165.0,1.0,84.0,2.0,1393.0
6373,237.0,4872.0,71.0,251.0,6555.0,164.0,1.0,84.0,0.0,1202.0
6374,237.0,4849.0,70.0,251.0,6462.0,164.0,124.0,89.0,0.0,921.0
6375,238.0,4869.0,68.0,251.0,6432.0,164.0,306.0,89.0,0.0,672.0
6376,236.0,4986.0,67.0,264.0,6748.0,164.0,339.0,89.0,13.0,544.0
6377,237.0,4891.0,66.0,350.0,7289.0,165.0,593.0,97.0,15.0,650.0
6378,237.0,4960.0,66.0,456.0,7448.0,186.0,671.0,117.0,27.0,854.0
6379,237.0,4948.0,66.0,559.0,7045.0,185.0,644.0,120.0,16.0,1153.0
6380,240.0,4782.0,65.0,543.0,6668.0,170.0,562.0,116.0,2.0,1181.0
6381,244.0,4230.0,65.0,550.0,6441.0,170.0,33.0,102.0,0.0,1325.0
6382,251.0,3641.0,64.0,548.0,6284.0,170.0,0.0,82.0,0.0,1505.0
6383,255.0,3924.0,63.0,594.0,6245.0,170.0,0.0,81.0,0.0,2092.0
6384,256.0,3490.0,65.0,585.0,6133.0,170.0,0.0,77.0,0.0,2822.0
6385,254.0,3264.0,63.0,582.0,6334.0,172.0,0.0,77.0,0.0,3117.0
6386,256.0,3099.0,64.0,554.0,6137.0,174.0,0.0,77.0,0.0,3471.0
6387,256.0,3082.0,64.0,588.0,6129.0,174.0,0.0,77.0,0.0,3689.0
6388,256.0,3569.0,63.0,592.0,6341.0,173.0,0.0,77.0,0.0,3904.0
6389,268.0,4681.0,64.0,648.0,7196.0,174.0,0.0,78.0,0.0,3985.0
6390,288.0,5107.0,65.0,700.0,7957.0,173.0,0.0,78.0,0.0,4136.0
6391,293.0,5156.0,65.0,700.0,8337.0,173.0,0.0,81.0,0.0,4333.0
6392,295.0,5226.0,63.0,699.0,8332.0,173.0,79.0,85.0,0.0,4388.0
6393,292.0,5195.0,66.0,699.0,8212.0,173.0,12.0,85.0,13.0,4529.0
6394,292.0,5337.0,65.0,699.0,8300.0,167.0,1.0,85.0,14.0,4495.0
6395,293.0,5318.0,61.0,705.0,8271.0,167.0,1.0,88.0,2.0,4583.0
6396,292.0,5280.0,58.0,668.0,8144.0,166.0,1.0,92.0,0.0,4618.0
6397,291.0,5279.0,61.0,666.0,7956.0,165.0,1.0,84.0,0.0,4464.0
6398,292.0,5293.0,63.0,667.0,7944.0,162.0,1.0,88.0,0.0,4277.0
6399,287.0,5324.0,64.0,667.0,7775.0,163.0,106.0,89.0,0.0,4076.0
6400,287.0,5453.0,64.0,744.0,7945.0,163.0,254.0,89.0,0.0,3643.0
6401,293.0,5425.0,65.0,851.0,8709.0,162.0,63.0,97.0,0.0,3487.0
6402,289.0,5665.0,66.0,853.0,9449.0,163.0,497.0,116.0,13.0,3223.0
6403,288.0,5548.0,66.0,854.0,9244.0,162.0,432.0,109.0,14.0,3309.0
6404,285.0,5410.0,65.0,799.0,8241.0,156.0,24.0,103.0,14.0,3393.0
6405,268.0,4949.0,65.0,718.0,7662.0,157.0,0.0,75.0,14.0,3404.0
6406,262.0,4007.0,62.0,625.0,7515.0,155.0,0.0,76.0,2.0,3039.0
6407,261.0,4048.0,62.0,596.0,7498.0,155.0,0.0,76.0,0.0,2823.0
6408,262.0,4094.0,65.0,592.0,7311.0,157.0,0.0,76.0,0.0,2775.0
6409,262.0,4092.0,68.0,592.0,7318.0,157.0,0.0,76.0,0.0,2690.0
6410,263.0,4004.0,70.0,604.0,7353.0,155.0,0.0,76.0,0.0,2732.0
6411,265.0,4109.0,68.0,594.0,7604.0,157.0,0.0,76.0,0.0,2776.0
6412,262.0,4184.0,64.0,631.0,7876.0,157.0,0.0,76.0,0.0,2932.0
6413,269.0,5134.0,63.0,730.0,8687.0,158.0,0.0,76.0,0.0,2936.0
6414,280.0,5654.0,65.0,781.0,9718.0,158.0,0.0,76.0,0.0,2778.0
6415,282.0,5839.0,67.0,857.0,10398.0,176.0,73.0,82.0,0.0,2535.0
6416,285.0,5878.0,66.0,841.0,10381.0,186.0,205.0,106.0,0.0,2355.0
6417,287.0,5805.0,61.0,765.0,10072.0,185.0,0.0,107.0,0.0,2517.0
6418,284.0,5807.0,59.0,709.0,10067.0,182.0,0.0,106.0,0.0,2596.0
6419,284.0,5742.0,65.0,702.0,9744.0,165.0,0.0,91.0,0.0,2653.0
6420,287.0,5622.0,66.0,703.0,9741.0,161.0,0.0,85.0,0.0,2688.0
6421,287.0,5513.0,65.0,705.0,9607.0,160.0,0.0,85.0,0.0,2450.0
6422,286.0,5570.0,60.0,578.0,9951.0,104.0,48.0,87.0,0.0,2242.0
6423,284.0,5631.0,59.0,385.0,10053.0,0.0,255.0,90.0,0.0,2064.0
6424,286.0,5723.0,65.0,592.0,10224.0,0.0,0.0,99.0,0.0,1802.0
6425,287.0,5666.0,67.0,765.0,10499.0,0.0,69.0,111.0,13.0,1608.0
6426,286.0,5806.0,65.0,736.0,10903.0,0.0,178.0,115.0,39.0,1696.0
6427,286.0,5710.0,61.0,845.0,10616.0,0.0,87.0,115.0,43.0,1854.0
6428,285.0,5482.0,61.0,788.0,9939.0,0.0,9.0,107.0,30.0,1758.0
6429,276.0,5392.0,67.0,757.0,9300.0,1.0,0.0,85.0,4.0,1492.0
6430,266.0,4561.0,69.0,711.0,8439.0,14.0,0.0,85.0,0.0,1533.0
6431,263.0,4204.0,70.0,692.0,8008.0,62.0,0.0,85.0,0.0,1705.0
6432,266.0,3891.0,70.0,611.0,7632.0,82.0,0.0,86.0,0.0,1836.0
6433,266.0,3720.0,70.0,640.0,7401.0,100.0,0.0,86.0,0.0,2065.0
6434,266.0,3564.0,69.0,645.0,7316.0,140.0,0.0,86.0,0.0,2205.0
6435,264.0,3367.0,68.0,644.0,7316.0,132.0,0.0,86.0,0.0,2341.0
6436,265.0,3682.0,67.0,680.0,7588.0,149.0,0.0,86.0,0.0,2475.0
6437,274.0,4855.0,65.0,823.0,8690.0,151.0,0.0,85.0,0.0,2538.0
6438,283.0,5488.0,63.0,867.0,9893.0,146.0,0.0,85.0,0.0,2641.0
6439,283.0,5590.0,64.0,779.0,9929.0,153.0,66.0,95.0,0.0,2593.0
6440,283.0,5663.0,64.0,734.0,9825.0,154.0,274.0,112.0,13.0,2513.0
6441,284.0,5548.0,68.0,744.0,9681.0,160.0,30.0,111.0,14.0,2789.0
6442,284.0,5269.0,65.0,736.0,9266.0,155.0,176.0,112.0,14.0,3471.0
6443,283.0,5012.0,60.0,722.0,8914.0,164.0,424.0,103.0,14.0,3893.0
6444,281.0,4842.0,61.0,688.0,8700.0,164.0,683.0,102.0,2.0,3992.0
6445,285.0,4871.0,65.0,668.0,8533.0,162.0,653.0,102.0,0.0,4047.0
6446,285.0,4836.0,67.0,684.0,8694.0,161.0,378.0,101.0,0.0,4135.0
6447,287.0,4841.0,67.0,700.0,8870.0,161.0,194.0,103.0,0.0,4094.0
6448,286.0,4964.0,66.0,703.0,8766.0,161.0,269.0,106.0,0.0,3969.0
6449,284.0,5318.0,66.0,748.0,9042.0,161.0,407.0,107.0,0.0,4102.0
6450,286.0,5515.0,64.0,710.0,9651.0,161.0,495.0,112.0,13.0,4301.0
6451,287.0,5469.0,63.0,572.0,9297.0,161.0,310.0,111.0,15.0,4485.0
6452,284.0,4663.0,64.0,559.0,8479.0,161.0,17.0,98.0,2.0,4562.0
6453,278.0,4432.0,66.0,559.0,7807.0,161.0,0.0,83.0,0.0,4567.0
6454,267.0,3644.0,66.0,499.0,7200.0,161.0,0.0,80.0,0.0,4718.0
6455,264.0,3278.0,67.0,524.0,6860.0,161.0,0.0,80.0,0.0,4747.0
6456,265.0,3190.0,68.0,511.0,6780.0,161.0,0.0,80.0,0.0,4646.0
6457,266.0,3229.0,69.0,477.0,6801.0,161.0,0.0,80.0,0.0,4442.0
6458,264.0,3295.0,68.0,475.0,6867.0,161.0,0.0,80.0,0.0,4293.0
6459,264.0,3507.0,65.0,524.0,7005.0,161.0,0.0,80.0,0.0,4165.0
6460,263.0,4740.0,64.0,491.0,7260.0,161.0,0.0,80.0,0.0,3927.0
6461,276.0,5338.0,64.0,701.0,8205.0,161.0,0.0,80.0,0.0,3769.0
6462,283.0,5609.0,64.0,786.0,9346.0,161.0,1.0,80.0,0.0,3484.0
6463,283.0,5802.0,65.0,779.0,10061.0,161.0,197.0,86.0,0.0,3289.0
6464,284.0,5814.0,64.0,698.0,9936.0,163.0,214.0,95.0,0.0,3231.0
6465,285.0,5711.0,63.0,690.0,9838.0,166.0,34.0,97.0,0.0,3170.0
6466,283.0,5731.0,68.0,759.0,10065.0,170.0,1.0,96.0,0.0,3016.0
6467,287.0,5737.0,68.0,703.0,10017.0,170.0,65.0,96.0,0.0,2741.0
6468,291.0,5767.0,67.0,705.0,10012.0,166.0,72.0,96.0,0.0,2703.0
6469,257.0,5761.0,63.0,695.0,9908.0,165.0,26.0,95.0,0.0,2638.0
6470,231.0,5766.0,57.0,683.0,9885.0,166.0,116.0,95.0,12.0,2515.0
6471,247.0,5734.0,56.0,685.0,9874.0,164.0,84.0,96.0,14.0,2197.0
6472,293.0,5780.0,61.0,702.0,10081.0,163.0,186.0,96.0,14.0,1854.0
6473,294.0,5640.0,60.0,756.0,10360.0,163.0,305.0,96.0,14.0,1914.0
6474,292.0,5568.0,59.0,772.0,10412.0,164.0,620.0,103.0,15.0,2440.0
6475,293.0,5354.0,55.0,684.0,9716.0,166.0,648.0,117.0,14.0,3002.0
6476,293.0,4768.0,53.0,641.0,9240.0,168.0,547.0,116.0,2.0,3317.0
6477,278.0,4153.0,57.0,569.0,8388.0,170.0,266.0,112.0,0.0,3433.0
6478,252.0,3421.0,57.0,527.0,7639.0,172.0,85.0,111.0,0.0,3628.0
6479,236.0,3270.0,57.0,575.0,7473.0,173.0,0.0,84.0,0.0,3718.0
6480,238.0,3265.0,61.0,574.0,7372.0,173.0,0.0,80.0,0.0,3713.0
6481,237.0,3302.0,63.0,576.0,7386.0,173.0,0.0,80.0,0.0,3720.0
6482,245.0,3287.0,61.0,575.0,7364.0,172.0,0.0,80.0,0.0,3701.0
6483,265.0,3469.0,66.0,578.0,7606.0,171.0,0.0,80.0,0.0,3530.0
6484,265.0,4593.0,67.0,613.0,7939.0,169.0,0.0,80.0,0.0,3499.0
6485,275.0,5368.0,67.0,667.0,8752.0,169.0,1.0,80.0,0.0,3374.0
6486,294.0,5498.0,69.0,684.0,9495.0,168.0,1.0,79.0,0.0,3083.0
6487,298.0,5670.0,71.0,724.0,9822.0,167.0,1.0,80.0,0.0,2737.0
6488,299.0,5648.0,71.0,699.0,9718.0,167.0,1.0,92.0,0.0,2441.0
6489,297.0,5645.0,66.0,698.0,9510.0,167.0,1.0,110.0,0.0,2387.0
6490,297.0,5660.0,58.0,697.0,9672.0,167.0,1.0,110.0,0.0,2316.0
6491,299.0,5497.0,50.0,696.0,9622.0,167.0,1.0,114.0,0.0,2445.0
6492,298.0,5547.0,45.0,697.0,9406.0,167.0,1.0,109.0,0.0,2474.0
6493,297.0,5649.0,41.0,666.0,9252.0,167.0,1.0,105.0,0.0,2491.0
6494,297.0,5554.0,39.0,664.0,9247.0,166.0,45.0,103.0,0.0,2649.0
6495,296.0,5686.0,39.0,667.0,9395.0,166.0,72.0,103.0,0.0,2321.0
6496,296.0,5625.0,39.0,671.0,9524.0,163.0,139.0,103.0,0.0,2040.0
6497,299.0,5825.0,40.0,727.0,9938.0,163.0,0.0,103.0,25.0,1794.0
6498,299.0,5895.0,41.0,783.0,10532.0,163.0,142.0,108.0,29.0,1859.0
6499,298.0,5785.0,41.0,707.0,10064.0,164.0,82.0,115.0,29.0,1831.0
6500,297.0,5522.0,39.0,700.0,9539.0,164.0,9.0,115.0,4.0,1706.0
6501,284.0,4997.0,44.0,686.0,8555.0,164.0,0.0,89.0,0.0,1757.0
6502,269.0,4489.0,51.0,634.0,8231.0,164.0,0.0,83.0,0.0,1755.0
6503,268.0,4537.0,66.0,607.0,7517.0,163.0,0.0,80.0,0.0,1558.0
6504,269.0,4594.0,62.0,607.0,7544.0,162.0,0.0,80.0,0.0,1390.0
6505,267.0,4486.0,61.0,606.0,7458.0,162.0,0.0,80.0,0.0,1243.0
6506,244.0,4370.0,59.0,606.0,7484.0,161.0,0.0,80.0,0.0,1177.0
6507,262.0,4517.0,59.0,607.0,7426.0,162.0,0.0,80.0,0.0,1191.0
6508,265.0,4564.0,62.0,607.0,7612.0,163.0,0.0,81.0,0.0,1056.0
6509,272.0,4857.0,64.0,613.0,8081.0,162.0,0.0,83.0,0.0,906.0
6510,284.0,5012.0,64.0,696.0,9184.0,162.0,0.0,82.0,0.0,831.0
6511,292.0,5263.0,64.0,763.0,9517.0,162.0,0.0,82.0,0.0,599.0
6512,291.0,5361.0,64.0,825.0,10018.0,162.0,23.0,89.0,25.0,244.0
6513,284.0,5259.0,61.0,811.0,10023.0,163.0,25.0,108.0,29.0,215.0
6514,285.0,5274.0,58.0,805.0,9867.0,154.0,25.0,110.0,29.0,310.0
6515,274.0,5268.0,59.0,802.0,9459.0,155.0,25.0,111.0,41.0,363.0
6516,291.0,5115.0,64.0,793.0,9406.0,152.0,25.0,110.0,43.0,407.0
6517,293.0,5000.0,68.0,739.0,9272.0,150.0,3.0,107.0,5.0,383.0
6518,293.0,4996.0,70.0,709.0,9212.0,151.0,0.0,100.0,0.0,391.0
6519,291.0,5023.0,69.0,709.0,9111.0,162.0,0.0,94.0,0.0,439.0
6520,292.0,5083.0,65.0,715.0,9277.0,162.0,0.0,94.0,0.0,389.0
6521,293.0,5281.0,62.0,780.0,9675.0,162.0,57.0,99.0,0.0,366.0
6522,293.0,5304.0,60.0,816.0,9694.0,163.0,244.0,114.0,0.0,505.0
6523,292.0,5268.0,61.0,813.0,9765.0,162.0,14.0,115.0,0.0,663.0
6524,291.0,5043.0,62.0,721.0,8979.0,162.0,0.0,112.0,0.0,945.0
6525,271.0,4893.0,63.0,624.0,7841.0,162.0,0.0,89.0,0.0,1160.0
6526,256.0,4511.0,65.0,578.0,7026.0,162.0,0.0,88.0,0.0,1407.0
6527,255.0,3559.0,65.0,574.0,6762.0,162.0,0.0,85.0,0.0,1645.0
6528,254.0,3068.0,61.0,575.0,6838.0,163.0,0.0,83.0,0.0,1852.0
6529,256.0,2843.0,61.0,571.0,6594.0,163.0,0.0,83.0,0.0,2154.0
6530,255.0,2713.0,60.0,542.0,6381.0,163.0,0.0,83.0,0.0,2445.0
6531,256.0,2674.0,61.0,555.0,6375.0,162.0,0.0,83.0,0.0,2659.0
6532,256.0,2675.0,62.0,540.0,6409.0,163.0,0.0,83.0,0.0,2765.0
6533,256.0,2759.0,62.0,525.0,6526.0,163.0,0.0,82.0,0.0,2686.0
6534,255.0,2949.0,66.0,546.0,6803.0,162.0,0.0,81.0,0.0,2422.0
6535,255.0,3948.0,67.0,580.0,7090.0,162.0,0.0,84.0,0.0,1840.0
6536,256.0,4696.0,67.0,610.0,7734.0,162.0,0.0,93.0,0.0,1148.0
6537,256.0,4675.0,66.0,622.0,8238.0,162.0,0.0,93.0,0.0,1089.0
6538,256.0,4450.0,65.0,610.0,7999.0,162.0,1.0,93.0,0.0,1500.0
6539,254.0,4410.0,64.0,608.0,7549.0,162.0,1.0,95.0,0.0,1829.0
6540,256.0,4568.0,66.0,604.0,7400.0,162.0,1.0,95.0,0.0,1764.0
6541,256.0,4574.0,66.0,576.0,7156.0,162.0,1.0,95.0,0.0,1635.0
6542,256.0,4533.0,67.0,603.0,7054.0,162.0,1.0,95.0,0.0,1552.0
6543,257.0,4511.0,66.0,605.0,7263.0,162.0,1.0,93.0,0.0,1324.0
6544,257.0,4646.0,63.0,631.0,7803.0,162.0,515.0,100.0,0.0,996.0
6545,256.0,4682.0,60.0,722.0,9042.0,161.0,1.0,105.0,13.0,1063.0
6546,256.0,4899.0,58.0,755.0,9699.0,162.0,79.0,111.0,39.0,1491.0
6547,256.0,4904.0,59.0,707.0,9420.0,162.0,12.0,111.0,30.0,1683.0
6548,256.0,4613.0,62.0,618.0,8566.0,162.0,0.0,111.0,4.0,1725.0
6549,256.0,4441.0,66.0,561.0,7891.0,163.0,0.0,86.0,0.0,1766.0
6550,256.0,4021.0,67.0,554.0,7488.0,163.0,0.0,83.0,0.0,1785.0
6551,254.0,3709.0,68.0,621.0,7708.0,165.0,0.0,82.0,0.0,1600.0
6552,255.0,3523.0,67.0,621.0,7694.0,165.0,0.0,82.0,0.0,1373.0
6553,255.0,3441.0,63.0,621.0,7685.0,167.0,0.0,82.0,0.0,1159.0
6554,256.0,3581.0,59.0,615.0,7736.0,166.0,0.0,82.0,0.0,997.0
6555,256.0,3734.0,61.0,595.0,8079.0,163.0,0.0,82.0,0.0,893.0
6556,258.0,3945.0,64.0,624.0,8788.0,164.0,0.0,82.0,0.0,798.0
6557,271.0,4980.0,65.0,781.0,10060.0,164.0,1.0,81.0,0.0,763.0
6558,240.0,5409.0,63.0,817.0,11122.0,164.0,1.0,81.0,0.0,749.0
6559,239.0,5512.0,61.0,819.0,11542.0,164.0,1.0,102.0,25.0,526.0
6560,285.0,5572.0,58.0,815.0,11381.0,164.0,23.0,116.0,41.0,238.0
6561,289.0,5554.0,56.0,802.0,11097.0,164.0,26.0,117.0,43.0,201.0
6562,291.0,5575.0,53.0,795.0,11066.0,164.0,26.0,118.0,43.0,260.0
6563,290.0,5556.0,55.0,791.0,11108.0,164.0,26.0,117.0,43.0,329.0
6564,291.0,5544.0,56.0,779.0,11024.0,163.0,26.0,118.0,18.0,385.0
6565,292.0,5558.0,50.0,736.0,10650.0,162.0,26.0,115.0,2.0,416.0
6566,290.0,5440.0,51.0,735.0,10650.0,162.0,26.0,112.0,0.0,461.0
6567,291.0,5433.0,52.0,724.0,10521.0,163.0,26.0,96.0,0.0,452.0
6568,290.0,5504.0,51.0,730.0,10452.0,161.0,26.0,95.0,0.0,563.0
6569,291.0,5596.0,48.0,773.0,10834.0,157.0,198.0,95.0,37.0,578.0
6570,291.0,5673.0,46.0,794.0,11466.0,158.0,349.0,109.0,43.0,634.0
6571,290.0,5506.0,47.0,797.0,10820.0,159.0,191.0,113.0,43.0,816.0
6572,290.0,5269.0,52.0,720.0,9925.0,155.0,54.0,110.0,5.0,1000.0
6573,282.0,4708.0,61.0,716.0,8596.0,154.0,0.0,85.0,0.0,1126.0
6574,271.0,3903.0,65.0,674.0,8211.0,154.0,0.0,82.0,0.0,1285.0
6575,266.0,3909.0,66.0,624.0,7866.0,155.0,0.0,82.0,0.0,1386.0
6576,266.0,3923.0,65.0,630.0,7705.0,154.0,0.0,82.0,0.0,1442.0
6577,267.0,3602.0,62.0,629.0,7715.0,153.0,0.0,82.0,0.0,1623.0
6578,260.0,3557.0,62.0,624.0,7723.0,152.0,0.0,82.0,0.0,1744.0
6579,266.0,4062.0,63.0,624.0,7882.0,152.0,0.0,82.0,0.0,1720.0
6580,268.0,4731.0,66.0,674.0,8369.0,150.0,0.0,81.0,0.0,1722.0
6581,284.0,5364.0,66.0,737.0,9251.0,154.0,90.0,82.0,0.0,1842.0
6582,296.0,5728.0,64.0,804.0,10449.0,154.0,0.0,98.0,0.0,1910.0
6583,294.0,5822.0,62.0,809.0,10586.0,156.0,51.0,107.0,13.0,1968.0
6584,225.0,5836.0,60.0,806.0,10557.0,161.0,157.0,107.0,14.0,2101.0
6585,256.0,5754.0,59.0,805.0,10238.0,162.0,135.0,112.0,14.0,2347.0
6586,298.0,5676.0,51.0,806.0,10121.0,163.0,372.0,114.0,14.0,2570.0
6587,296.0,5624.0,46.0,806.0,10130.0,161.0,389.0,104.0,14.0,2880.0
6588,293.0,5493.0,45.0,798.0,9985.0,162.0,619.0,103.0,2.0,3325.0
6589,296.0,5553.0,44.0,750.0,9694.0,163.0,400.0,102.0,0.0,3544.0
6590,296.0,5521.0,48.0,757.0,9551.0,164.0,293.0,101.0,0.0,3742.0
6591,295.0,5506.0,53.0,758.0,9393.0,165.0,300.0,93.0,0.0,3862.0
6592,294.0,4971.0,55.0,713.0,9178.0,166.0,599.0,85.0,0.0,3784.0
6593,293.0,5145.0,55.0,771.0,9298.0,165.0,837.0,90.0,0.0,3879.0
6594,273.0,5586.0,54.0,763.0,9624.0,158.0,808.0,109.0,0.0,4181.0
6595,237.0,5332.0,55.0,677.0,9333.0,159.0,474.0,107.0,0.0,4447.0
6596,266.0,4858.0,57.0,693.0,8568.0,157.0,238.0,103.0,0.0,4510.0
6597,283.0,4419.0,59.0,612.0,8029.0,155.0,144.0,86.0,0.0,4506.0
6598,272.0,3796.0,62.0,608.0,7250.0,155.0,0.0,82.0,0.0,4648.0
6599,267.0,3225.0,63.0,685.0,7037.0,155.0,0.0,81.0,0.0,4789.0
6600,266.0,3217.0,63.0,682.0,6914.0,155.0,0.0,81.0,0.0,4777.0
6601,266.0,3183.0,64.0,683.0,6843.0,155.0,0.0,81.0,0.0,4808.0
6602,266.0,3170.0,63.0,683.0,6919.0,155.0,0.0,81.0,0.0,4790.0
6603,266.0,3291.0,63.0,682.0,7062.0,151.0,0.0,81.0,0.0,4781.0
6604,265.0,3929.0,60.0,682.0,6998.0,150.0,0.0,81.0,0.0,4906.0
6605,285.0,4647.0,60.0,709.0,7673.0,150.0,0.0,82.0,0.0,5020.0
6606,296.0,4947.0,62.0,762.0,8400.0,150.0,1.0,82.0,0.0,4984.0
6607,295.0,5292.0,65.0,763.0,8933.0,152.0,1.0,91.0,0.0,5026.0
6608,296.0,5309.0,65.0,763.0,9169.0,156.0,23.0,94.0,0.0,5080.0
6609,297.0,5272.0,59.0,762.0,9083.0,157.0,26.0,101.0,0.0,5021.0
6610,297.0,5288.0,58.0,765.0,9210.0,157.0,26.0,106.0,0.0,5061.0
6611,297.0,5237.0,57.0,765.0,9157.0,154.0,26.0,106.0,0.0,5004.0
6612,297.0,5416.0,61.0,764.0,9035.0,152.0,26.0,106.0,0.0,4954.0
6613,296.0,5235.0,62.0,764.0,8793.0,152.0,26.0,105.0,0.0,4929.0
6614,294.0,5229.0,65.0,768.0,8697.0,153.0,26.0,104.0,0.0,4848.0
6615,296.0,5032.0,68.0,763.0,8661.0,153.0,46.0,100.0,0.0,4554.0
6616,299.0,5043.0,70.0,761.0,8860.0,153.0,175.0,100.0,0.0,4324.0
6617,296.0,5365.0,70.0,802.0,9625.0,152.0,56.0,106.0,13.0,4028.0
6618,287.0,5548.0,69.0,813.0,10133.0,153.0,299.0,114.0,27.0,3886.0
6619,288.0,5454.0,67.0,803.0,9877.0,152.0,321.0,114.0,29.0,3774.0
6620,285.0,4942.0,64.0,763.0,8808.0,151.0,78.0,100.0,16.0,3851.0
6621,277.0,4662.0,63.0,756.0,8294.0,151.0,1.0,82.0,2.0,3781.0
6622,253.0,3973.0,68.0,746.0,7894.0,152.0,0.0,82.0,0.0,3663.0
6623,257.0,3990.0,71.0,664.0,7947.0,152.0,0.0,81.0,0.0,3403.0
6624,267.0,3853.0,73.0,662.0,7749.0,153.0,0.0,81.0,0.0,3295.0
6625,267.0,3721.0,73.0,661.0,7612.0,153.0,0.0,81.0,0.0,3213.0
6626,265.0,4005.0,70.0,662.0,8041.0,154.0,0.0,81.0,0.0,3023.0
6627,267.0,3944.0,69.0,668.0,8289.0,154.0,0.0,81.0,0.0,3062.0
6628,269.0,4249.0,65.0,688.0,8868.0,153.0,0.0,81.0,0.0,2810.0
6629,283.0,5307.0,62.0,439.0,10124.0,153.0,1.0,82.0,0.0,2657.0
6630,295.0,5507.0,62.0,267.0,11153.0,152.0,1.0,82.0,0.0,2510.0
