,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
1269,206.0,5554.0,54.0,1121.0,11818.0,236.0,70.0,238.0,0.0,895.0
1270,170.0,5384.0,55.0,1107.0,11307.0,236.0,0.0,220.0,0.0,791.0
1271,159.0,5098.0,55.0,1105.0,10914.0,236.0,0.0,205.0,0.0,723.0
1272,158.0,5083.0,55.0,1047.0,10757.0,234.0,0.0,203.0,0.0,606.0
1273,158.0,4847.0,55.0,1038.0,10598.0,233.0,0.0,204.0,0.0,539.0
1274,158.0,4720.0,55.0,1038.0,10583.0,232.0,0.0,203.0,0.0,487.0
1275,158.0,4907.0,54.0,1038.0,10575.0,231.0,0.0,204.0,0.0,486.0
1276,158.0,5049.0,55.0,1039.0,10651.0,228.0,0.0,204.0,0.0,491.0
1277,158.0,5148.0,55.0,1099.0,10830.0,228.0,0.0,205.0,0.0,529.0
1278,178.0,5556.0,55.0,1107.0,11986.0,228.0,0.0,208.0,0.0,510.0
1279,209.0,5925.0,55.0,1122.0,12726.0,228.0,0.0,208.0,0.0,515.0
1280,210.0,6061.0,55.0,1120.0,12745.0,229.0,18.0,218.0,37.0,358.0
1281,209.0,6151.0,54.0,1242.0,12679.0,229.0,73.0,251.0,43.0,250.0
1282,209.0,6042.0,55.0,1396.0,12595.0,227.0,54.0,252.0,43.0,192.0
1283,210.0,6267.0,54.0,1398.0,12635.0,228.0,50.0,243.0,43.0,159.0
1284,211.0,6363.0,54.0,1393.0,12757.0,229.0,51.0,244.0,43.0,177.0
1285,211.0,6437.0,54.0,1396.0,12894.0,217.0,33.0,238.0,43.0,180.0
1286,211.0,6337.0,55.0,1395.0,12534.0,200.0,4.0,238.0,5.0,202.0
1287,211.0,6255.0,54.0,1329.0,12270.0,200.0,0.0,231.0,0.0,250.0
1288,211.0,6001.0,54.0,1330.0,12026.0,206.0,70.0,245.0,0.0,313.0
1289,210.0,6063.0,54.0,1392.0,12283.0,207.0,247.0,253.0,37.0,367.0
1290,209.0,6198.0,54.0,1405.0,12381.0,211.0,367.0,262.0,43.0,492.0
1291,210.0,6139.0,53.0,1405.0,12230.0,213.0,280.0,263.0,5.0,663.0
1292,210.0,5856.0,54.0,1330.0,11879.0,213.0,192.0,254.0,0.0,939.0
1293,209.0,5319.0,55.0,1230.0,11110.0,213.0,176.0,230.0,0.0,1160.0
1294,180.0,5157.0,54.0,1217.0,9997.0,215.0,156.0,204.0,0.0,1452.0
1295,160.0,5050.0,54.0,1152.0,9510.0,215.0,17.0,202.0,0.0,1624.0
1296,159.0,5500.0,54.0,1141.0,9164.0,214.0,0.0,198.0,0.0,1866.0
1297,159.0,4951.0,55.0,1140.0,8909.0,214.0,0.0,198.0,0.0,2055.0
1298,159.0,4478.0,54.0,1139.0,8898.0,213.0,0.0,195.0,0.0,2447.0
1299,160.0,3929.0,54.0,1143.0,8803.0,211.0,0.0,195.0,0.0,2885.0
1300,160.0,3823.0,55.0,1148.0,8742.0,211.0,0.0,195.0,0.0,3114.0
1301,159.0,3912.0,54.0,1149.0,8779.0,214.0,0.0,196.0,0.0,3250.0
1302,193.0,3836.0,55.0,1148.0,8714.0,214.0,0.0,198.0,0.0,3345.0
1303,211.0,4139.0,54.0,1151.0,9134.0,217.0,14.0,197.0,0.0,3357.0
1304,210.0,5094.0,55.0,1152.0,9437.0,230.0,155.0,231.0,0.0,3357.0
1305,211.0,5289.0,54.0,1151.0,9456.0,235.0,86.0,237.0,0.0,3368.0
1306,210.0,5415.0,53.0,1166.0,9754.0,237.0,50.0,249.0,0.0,3464.0
1307,210.0,5485.0,51.0,1265.0,9492.0,238.0,77.0,250.0,50.0,3351.0
1308,210.0,5228.0,47.0,1285.0,9216.0,239.0,54.0,250.0,7.0,3224.0
1309,210.0,5132.0,44.0,1421.0,9226.0,238.0,6.0,249.0,0.0,3151.0
1310,211.0,5092.0,47.0,1401.0,9083.0,239.0,0.0,240.0,0.0,3169.0
1311,212.0,5154.0,50.0,1288.0,9122.0,241.0,0.0,233.0,0.0,3165.0
1312,212.0,5139.0,53.0,1423.0,9118.0,244.0,0.0,229.0,0.0,2984.0
1313,211.0,5585.0,54.0,1271.0,9515.0,247.0,61.0,232.0,0.0,2561.0
1314,210.0,5928.0,53.0,1258.0,10039.0,247.0,328.0,246.0,0.0,2280.0
1315,210.0,5876.0,53.0,1167.0,9810.0,249.0,280.0,255.0,0.0,2112.0
1316,210.0,5914.0,53.0,1168.0,9514.0,248.0,63.0,241.0,0.0,1852.0
1317,211.0,5896.0,53.0,1168.0,9170.0,248.0,20.0,233.0,0.0,1654.0
1318,175.0,5834.0,55.0,1179.0,8738.0,251.0,2.0,197.0,0.0,1298.0
1319,159.0,5518.0,55.0,1182.0,8635.0,251.0,0.0,198.0,0.0,944.0
1320,159.0,5507.0,55.0,1183.0,8448.0,249.0,0.0,191.0,0.0,747.0
1321,162.0,5281.0,54.0,1174.0,8275.0,248.0,0.0,184.0,0.0,614.0
1322,177.0,5012.0,55.0,1170.0,8254.0,246.0,0.0,183.0,0.0,565.0
1323,188.0,5051.0,54.0,1174.0,8278.0,245.0,0.0,183.0,0.0,499.0
1324,189.0,5036.0,53.0,1170.0,8284.0,246.0,0.0,183.0,0.0,412.0
1325,189.0,5129.0,54.0,1174.0,8383.0,245.0,0.0,179.0,0.0,393.0
1326,189.0,4881.0,54.0,1172.0,8413.0,244.0,0.0,173.0,0.0,398.0
1327,188.0,5133.0,54.0,1176.0,8609.0,247.0,0.0,172.0,0.0,372.0
1328,188.0,5739.0,55.0,1174.0,9034.0,247.0,78.0,189.0,0.0,225.0
1329,189.0,5798.0,55.0,1133.0,9606.0,241.0,60.0,219.0,0.0,186.0
1330,189.0,5731.0,54.0,1137.0,9659.0,222.0,76.0,220.0,0.0,214.0
1331,189.0,5680.0,54.0,1177.0,9716.0,240.0,80.0,221.0,0.0,194.0
1332,190.0,5704.0,54.0,1175.0,9530.0,242.0,27.0,219.0,0.0,227.0
1333,190.0,5771.0,53.0,1176.0,9497.0,242.0,2.0,213.0,0.0,295.0
1334,190.0,5749.0,54.0,1175.0,9388.0,244.0,0.0,210.0,0.0,442.0
1335,191.0,5770.0,55.0,1175.0,9118.0,244.0,0.0,195.0,0.0,587.0
1336,192.0,5730.0,55.0,1173.0,9261.0,247.0,0.0,193.0,0.0,665.0
1337,190.0,5812.0,55.0,1192.0,10074.0,249.0,58.0,201.0,25.0,639.0
1338,190.0,6055.0,55.0,1317.0,10695.0,249.0,226.0,232.0,41.0,675.0
1339,190.0,5934.0,54.0,1327.0,10629.0,250.0,143.0,243.0,43.0,671.0
1340,191.0,5807.0,55.0,1202.0,9988.0,250.0,89.0,208.0,5.0,650.0
1341,190.0,5733.0,55.0,1181.0,9175.0,251.0,2.0,203.0,0.0,616.0
1342,189.0,5640.0,55.0,1180.0,9081.0,252.0,0.0,202.0,0.0,620.0
1343,193.0,5165.0,55.0,1180.0,9104.0,251.0,0.0,202.0,0.0,538.0
1344,193.0,5184.0,54.0,1176.0,9082.0,251.0,0.0,198.0,0.0,505.0
1345,192.0,5143.0,55.0,1174.0,8939.0,248.0,0.0,196.0,0.0,479.0
1346,193.0,5072.0,54.0,1174.0,9026.0,244.0,0.0,196.0,0.0,460.0
1347,193.0,4925.0,54.0,1176.0,9181.0,244.0,0.0,196.0,0.0,417.0
1348,193.0,5063.0,54.0,1176.0,9416.0,245.0,0.0,192.0,0.0,362.0
1349,193.0,5420.0,54.0,1175.0,9673.0,245.0,0.0,189.0,0.0,346.0
1350,215.0,6083.0,53.0,1198.0,11083.0,247.0,0.0,190.0,0.0,322.0
1351,241.0,6415.0,53.0,1370.0,12314.0,245.0,0.0,186.0,0.0,267.0
1352,241.0,6444.0,54.0,1605.0,12534.0,250.0,0.0,191.0,0.0,226.0
1353,241.0,6496.0,54.0,1604.0,12574.0,250.0,32.0,202.0,25.0,330.0
1354,241.0,6330.0,54.0,1608.0,12473.0,249.0,107.0,204.0,28.0,346.0
1355,242.0,6399.0,54.0,1614.0,12741.0,248.0,117.0,206.0,28.0,445.0
1356,244.0,6538.0,53.0,1608.0,12117.0,244.0,581.0,196.0,28.0,584.0
1357,244.0,6661.0,53.0,1629.0,12427.0,242.0,170.0,195.0,28.0,721.0
1358,244.0,6632.0,54.0,1613.0,12185.0,243.0,0.0,177.0,4.0,773.0
1359,241.0,6398.0,54.0,1476.0,11935.0,244.0,0.0,180.0,0.0,715.0
1360,242.0,6496.0,55.0,1235.0,11898.0,244.0,242.0,213.0,0.0,640.0
1361,242.0,6614.0,54.0,1206.0,12305.0,244.0,314.0,217.0,25.0,573.0
1362,243.0,6657.0,55.0,1213.0,12858.0,244.0,353.0,232.0,28.0,522.0
1363,244.0,6672.0,55.0,1219.0,12951.0,244.0,207.0,234.0,28.0,538.0
1364,245.0,6530.0,55.0,1108.0,12761.0,242.0,36.0,226.0,4.0,544.0
1365,244.0,5971.0,55.0,1075.0,11968.0,242.0,2.0,220.0,0.0,534.0
1366,211.0,5994.0,55.0,973.0,11405.0,245.0,0.0,183.0,0.0,594.0
1367,194.0,5223.0,55.0,989.0,10924.0,245.0,0.0,165.0,0.0,635.0
1368,192.0,5393.0,55.0,988.0,10753.0,245.0,34.0,162.0,0.0,703.0
1369,192.0,5343.0,55.0,989.0,10671.0,244.0,0.0,159.0,0.0,828.0
1370,191.0,5206.0,54.0,990.0,10553.0,243.0,0.0,156.0,0.0,854.0
1371,189.0,5232.0,53.0,989.0,10511.0,243.0,0.0,156.0,0.0,927.0
1372,189.0,5581.0,53.0,989.0,10540.0,241.0,0.0,156.0,0.0,917.0
1373,192.0,6068.0,55.0,989.0,10834.0,241.0,0.0,156.0,0.0,992.0
1374,214.0,5962.0,55.0,991.0,11229.0,242.0,0.0,155.0,0.0,1191.0
1375,242.0,6366.0,55.0,1132.0,12390.0,243.0,0.0,154.0,0.0,1217.0
1376,243.0,6612.0,55.0,1153.0,13054.0,238.0,173.0,160.0,12.0,1088.0
1377,242.0,6586.0,54.0,1164.0,12863.0,236.0,179.0,185.0,27.0,1100.0
1378,242.0,6522.0,55.0,1048.0,12576.0,238.0,38.0,186.0,29.0,1273.0
1379,251.0,6499.0,54.0,1024.0,12489.0,240.0,20.0,186.0,16.0,1482.0
1380,256.0,6483.0,53.0,1024.0,12503.0,239.0,20.0,181.0,14.0,1597.0
1381,256.0,6577.0,52.0,1021.0,12632.0,240.0,80.0,174.0,14.0,1635.0
1382,256.0,6566.0,49.0,1020.0,12501.0,241.0,30.0,171.0,2.0,1828.0
1383,252.0,6444.0,51.0,1020.0,12212.0,244.0,0.0,173.0,0.0,2055.0
1384,252.0,6366.0,54.0,1029.0,11954.0,245.0,0.0,175.0,0.0,2235.0
1385,250.0,6580.0,54.0,1074.0,12585.0,245.0,17.0,176.0,0.0,2266.0
1386,249.0,6720.0,55.0,1180.0,12935.0,245.0,98.0,194.0,0.0,2218.0
1387,249.0,6663.0,55.0,1126.0,12668.0,245.0,31.0,198.0,0.0,2338.0
1388,251.0,6425.0,55.0,1040.0,11966.0,246.0,2.0,192.0,0.0,2471.0
1389,248.0,5853.0,55.0,1041.0,11643.0,247.0,0.0,194.0,0.0,2394.0
1390,217.0,5251.0,55.0,1020.0,11020.0,250.0,0.0,187.0,0.0,2479.0
1391,193.0,4958.0,55.0,1018.0,10981.0,251.0,0.0,186.0,0.0,2202.0
1392,191.0,4931.0,55.0,996.0,10321.0,252.0,0.0,149.0,0.0,2022.0
1393,191.0,4855.0,55.0,995.0,10215.0,252.0,0.0,144.0,0.0,1995.0
1394,193.0,4503.0,55.0,994.0,10304.0,251.0,0.0,144.0,0.0,1930.0
1395,193.0,4323.0,54.0,984.0,10306.0,250.0,0.0,144.0,0.0,2073.0
1396,193.0,4475.0,55.0,985.0,10469.0,252.0,0.0,144.0,0.0,2157.0
1397,193.0,5611.0,55.0,985.0,10646.0,252.0,0.0,143.0,0.0,2092.0
1398,209.0,6220.0,53.0,986.0,11339.0,253.0,154.0,143.0,0.0,2068.0
1399,243.0,6343.0,53.0,1055.0,11862.0,255.0,495.0,143.0,0.0,1946.0
1400,244.0,6606.0,54.0,1155.0,12621.0,253.0,303.0,162.0,12.0,1672.0
1401,243.0,6647.0,54.0,1155.0,12763.0,243.0,474.0,175.0,14.0,1414.0
1402,244.0,6589.0,54.0,1154.0,12670.0,241.0,138.0,182.0,27.0,1507.0
1403,250.0,6564.0,53.0,1154.0,12379.0,240.0,58.0,186.0,29.0,1442.0
1404,254.0,6617.0,53.0,1172.0,12159.0,238.0,24.0,187.0,29.0,1318.0
1405,254.0,6586.0,53.0,1167.0,12291.0,235.0,3.0,180.0,29.0,1273.0
1406,259.0,6583.0,52.0,1149.0,12260.0,231.0,0.0,176.0,4.0,1329.0
1407,258.0,6455.0,53.0,1054.0,12209.0,230.0,0.0,165.0,0.0,1457.0
1408,259.0,6267.0,54.0,1046.0,12361.0,235.0,17.0,166.0,12.0,1568.0
1409,259.0,6477.0,54.0,1118.0,12668.0,239.0,238.0,171.0,27.0,1642.0
1410,258.0,6458.0,54.0,1130.0,13023.0,241.0,496.0,215.0,29.0,1731.0
1411,256.0,6255.0,55.0,1032.0,12644.0,246.0,392.0,217.0,29.0,1814.0
1412,256.0,5868.0,54.0,1089.0,12233.0,254.0,335.0,206.0,16.0,1705.0
1413,257.0,5365.0,54.0,1122.0,11774.0,253.0,17.0,178.0,14.0,1492.0
1414,224.0,4921.0,54.0,1113.0,11293.0,252.0,0.0,155.0,2.0,1386.0
1415,196.0,4865.0,54.0,1252.0,10992.0,251.0,0.0,148.0,0.0,1339.0
1416,195.0,5250.0,54.0,1277.0,10866.0,250.0,0.0,147.0,0.0,1105.0
1417,195.0,5120.0,54.0,1277.0,10865.0,247.0,0.0,147.0,0.0,868.0
1418,196.0,5034.0,54.0,1277.0,10799.0,247.0,0.0,147.0,0.0,788.0
1419,195.0,5040.0,55.0,1277.0,10865.0,247.0,0.0,147.0,0.0,756.0
1420,196.0,5251.0,54.0,1277.0,10839.0,248.0,0.0,147.0,0.0,794.0
1421,195.0,5979.0,54.0,1276.0,11063.0,249.0,0.0,145.0,0.0,757.0
1422,216.0,6123.0,54.0,1277.0,11743.0,249.0,0.0,145.0,0.0,707.0
1423,248.0,6519.0,54.0,1388.0,13133.0,250.0,0.0,146.0,13.0,589.0
1424,250.0,6625.0,53.0,1406.0,14080.0,248.0,157.0,166.0,27.0,461.0
1425,260.0,6616.0,54.0,1407.0,14049.0,244.0,130.0,168.0,29.0,322.0
1426,259.0,6612.0,53.0,1409.0,13878.0,243.0,83.0,184.0,29.0,380.0
1427,259.0,6579.0,50.0,1405.0,13500.0,244.0,53.0,193.0,29.0,488.0
1428,258.0,6543.0,49.0,1230.0,13029.0,244.0,210.0,193.0,16.0,534.0
1429,261.0,6606.0,50.0,1116.0,13200.0,242.0,91.0,195.0,14.0,586.0
1430,261.0,6474.0,49.0,1095.0,12923.0,241.0,0.0,195.0,14.0,684.0
1431,241.0,6284.0,50.0,1065.0,12730.0,241.0,31.0,194.0,15.0,673.0
1432,190.0,6377.0,51.0,1105.0,12820.0,242.0,114.0,156.0,14.0,692.0
1433,237.0,6591.0,52.0,1274.0,13192.0,243.0,274.0,165.0,27.0,728.0
1434,261.0,6657.0,54.0,1408.0,13467.0,244.0,506.0,208.0,29.0,864.0
1435,260.0,6588.0,53.0,1381.0,13027.0,244.0,185.0,210.0,29.0,855.0
1436,259.0,6526.0,52.0,1361.0,12753.0,243.0,96.0,201.0,4.0,786.0
1437,254.0,6356.0,52.0,1301.0,12268.0,242.0,48.0,169.0,0.0,680.0
1438,228.0,6267.0,52.0,1280.0,11036.0,244.0,461.0,146.0,0.0,609.0
1439,197.0,6148.0,54.0,1278.0,10958.0,246.0,31.0,144.0,0.0,585.0
1440,196.0,6015.0,54.0,1276.0,10510.0,247.0,0.0,143.0,0.0,494.0
1441,197.0,5577.0,54.0,1276.0,10368.0,247.0,0.0,142.0,0.0,467.0
1442,197.0,5347.0,54.0,1274.0,10338.0,247.0,0.0,142.0,0.0,497.0
1443,197.0,5007.0,54.0,1275.0,10619.0,247.0,0.0,142.0,0.0,504.0
1444,197.0,5107.0,53.0,1275.0,10898.0,248.0,0.0,142.0,0.0,533.0
1445,197.0,5742.0,54.0,1275.0,11194.0,247.0,0.0,142.0,0.0,581.0
1446,221.0,6011.0,53.0,1275.0,11914.0,247.0,0.0,142.0,0.0,683.0
1447,247.0,6334.0,53.0,1306.0,12847.0,248.0,0.0,142.0,0.0,651.0
1448,250.0,6578.0,53.0,1407.0,13336.0,247.0,79.0,162.0,0.0,418.0
1449,258.0,6479.0,53.0,1405.0,13325.0,241.0,140.0,184.0,25.0,461.0
1450,254.0,6341.0,53.0,1675.0,12870.0,241.0,117.0,189.0,29.0,608.0
1451,259.0,6376.0,53.0,1372.0,13046.0,242.0,168.0,181.0,28.0,713.0
1452,259.0,6329.0,52.0,1289.0,12874.0,241.0,197.0,180.0,28.0,790.0
1453,262.0,6228.0,52.0,1286.0,12894.0,241.0,126.0,181.0,4.0,870.0
1454,262.0,6200.0,52.0,1284.0,12711.0,239.0,4.0,182.0,0.0,954.0
1455,262.0,6095.0,52.0,1243.0,12467.0,239.0,0.0,152.0,0.0,1118.0
1456,261.0,6095.0,52.0,1285.0,12221.0,239.0,0.0,146.0,0.0,1225.0
1457,262.0,6099.0,53.0,1285.0,12586.0,242.0,92.0,160.0,0.0,1278.0
1458,260.0,6245.0,53.0,1285.0,12711.0,243.0,371.0,185.0,0.0,1331.0
1459,260.0,6240.0,51.0,1287.0,12658.0,244.0,212.0,185.0,0.0,1420.0
1460,261.0,6223.0,51.0,1287.0,12214.0,245.0,3.0,184.0,0.0,1290.0
1461,260.0,5502.0,51.0,1287.0,11669.0,244.0,0.0,145.0,0.0,1016.0
1462,234.0,5862.0,51.0,1274.0,11552.0,245.0,0.0,137.0,0.0,891.0
1463,197.0,5784.0,51.0,1272.0,11148.0,246.0,149.0,137.0,0.0,838.0
1464,164.0,5500.0,52.0,1274.0,10318.0,246.0,0.0,137.0,0.0,820.0
1465,160.0,5428.0,52.0,1269.0,9817.0,245.0,0.0,137.0,0.0,767.0
1466,160.0,5342.0,53.0,1268.0,9753.0,244.0,0.0,137.0,0.0,648.0
1467,159.0,5355.0,53.0,1268.0,9753.0,244.0,0.0,137.0,0.0,578.0
1468,160.0,5459.0,54.0,1266.0,9812.0,244.0,0.0,137.0,0.0,507.0
1469,159.0,5494.0,55.0,1265.0,9958.0,243.0,0.0,137.0,0.0,435.0
1470,174.0,5471.0,54.0,1267.0,9854.0,243.0,0.0,140.0,0.0,352.0
1471,214.0,5605.0,54.0,1280.0,10573.0,244.0,252.0,140.0,0.0,297.0
1472,211.0,5663.0,54.0,1280.0,11536.0,241.0,190.0,166.0,12.0,153.0
1473,210.0,5665.0,55.0,1278.0,11597.0,237.0,45.0,181.0,14.0,138.0
1474,207.0,5689.0,54.0,1376.0,11456.0,236.0,153.0,181.0,14.0,235.0
1475,216.0,5698.0,54.0,1389.0,11400.0,235.0,261.0,180.0,14.0,282.0
1476,216.0,5583.0,54.0,1378.0,11246.0,237.0,269.0,180.0,2.0,365.0
1477,218.0,5568.0,53.0,1196.0,11229.0,237.0,181.0,180.0,0.0,501.0
1478,218.0,5229.0,54.0,1178.0,10864.0,235.0,52.0,147.0,0.0,606.0
1479,219.0,5099.0,54.0,1179.0,10726.0,234.0,0.0,142.0,0.0,627.0
1480,219.0,5083.0,52.0,1179.0,11039.0,234.0,0.0,143.0,0.0,634.0
1481,217.0,5131.0,52.0,1186.0,11405.0,236.0,13.0,147.0,0.0,625.0
1482,217.0,5174.0,53.0,1252.0,11751.0,237.0,15.0,181.0,0.0,748.0
1483,217.0,5126.0,53.0,1262.0,11505.0,238.0,15.0,187.0,0.0,897.0
1484,217.0,5137.0,53.0,1235.0,11215.0,238.0,15.0,177.0,0.0,871.0
1485,213.0,5069.0,52.0,1235.0,10643.0,239.0,2.0,171.0,0.0,905.0
1486,195.0,5019.0,53.0,1188.0,10134.0,241.0,0.0,171.0,0.0,896.0
1487,167.0,4822.0,54.0,1172.0,9993.0,243.0,61.0,172.0,0.0,804.0
1488,164.0,4625.0,55.0,1148.0,9406.0,243.0,0.0,136.0,0.0,706.0
1489,164.0,4631.0,54.0,1146.0,9156.0,243.0,0.0,131.0,0.0,654.0
1490,164.0,4601.0,53.0,1147.0,9062.0,242.0,0.0,131.0,0.0,588.0
1491,165.0,4564.0,54.0,1146.0,9007.0,239.0,0.0,131.0,0.0,571.0
1492,164.0,4564.0,54.0,1146.0,9090.0,237.0,0.0,131.0,0.0,558.0
1493,163.0,4549.0,54.0,1145.0,9215.0,237.0,0.0,131.0,0.0,647.0
1494,161.0,4146.0,54.0,1123.0,8937.0,238.0,0.0,131.0,0.0,748.0
1495,161.0,4496.0,54.0,1101.0,9103.0,237.0,0.0,131.0,0.0,788.0
1496,161.0,4623.0,54.0,1116.0,9400.0,233.0,0.0,134.0,0.0,621.0
1497,161.0,4614.0,53.0,1113.0,9825.0,230.0,18.0,151.0,12.0,554.0
1498,161.0,4481.0,53.0,1145.0,9967.0,229.0,73.0,172.0,14.0,598.0
1499,161.0,4633.0,53.0,1161.0,9666.0,229.0,80.0,174.0,14.0,574.0
1500,161.0,4461.0,53.0,1158.0,9985.0,227.0,10.0,176.0,14.0,491.0
1501,161.0,4403.0,54.0,1157.0,10062.0,227.0,0.0,176.0,2.0,454.0
1502,161.0,4366.0,54.0,1158.0,9747.0,222.0,0.0,176.0,0.0,430.0
1503,161.0,4362.0,54.0,1158.0,9518.0,220.0,0.0,177.0,0.0,462.0
1504,161.0,4332.0,54.0,1159.0,9599.0,224.0,0.0,155.0,0.0,517.0
1505,161.0,4292.0,54.0,1162.0,9920.0,229.0,69.0,150.0,0.0,698.0
1506,161.0,4442.0,54.0,1169.0,10579.0,232.0,79.0,193.0,0.0,1072.0
1507,161.0,4474.0,54.0,1169.0,10563.0,237.0,79.0,198.0,0.0,1277.0
1508,162.0,4467.0,54.0,1167.0,10206.0,239.0,10.0,178.0,0.0,1536.0
1509,161.0,4434.0,53.0,1170.0,9891.0,238.0,0.0,151.0,0.0,1685.0
1510,162.0,4430.0,54.0,1147.0,9468.0,244.0,0.0,134.0,0.0,1744.0
1511,161.0,4333.0,54.0,1145.0,9213.0,247.0,0.0,134.0,0.0,1935.0
1512,161.0,4072.0,54.0,1145.0,8767.0,246.0,0.0,133.0,0.0,1986.0
1513,161.0,3900.0,54.0,1146.0,8644.0,244.0,0.0,133.0,0.0,2107.0
1514,161.0,3770.0,54.0,1145.0,8633.0,242.0,0.0,133.0,0.0,2294.0
1515,161.0,3545.0,54.0,1146.0,8676.0,241.0,0.0,133.0,0.0,2484.0
1516,161.0,3584.0,54.0,1145.0,8885.0,240.0,0.0,133.0,0.0,2534.0
1517,161.0,4280.0,54.0,1145.0,9126.0,241.0,0.0,133.0,0.0,2598.0
1518,185.0,5229.0,54.0,1185.0,10128.0,242.0,38.0,133.0,0.0,2577.0
1519,213.0,5496.0,54.0,1234.0,11053.0,243.0,178.0,136.0,0.0,2372.0
1520,213.0,5821.0,54.0,1329.0,11668.0,241.0,53.0,154.0,0.0,1913.0
1521,213.0,5957.0,53.0,1341.0,11914.0,234.0,92.0,179.0,0.0,1385.0
1522,213.0,5746.0,53.0,1329.0,12073.0,226.0,76.0,176.0,25.0,1085.0
1523,213.0,5811.0,53.0,1335.0,12295.0,221.0,23.0,176.0,29.0,984.0
1524,213.0,5858.0,52.0,1334.0,12167.0,221.0,15.0,175.0,28.0,963.0
1525,213.0,5921.0,53.0,1331.0,12275.0,224.0,2.0,174.0,28.0,983.0
1526,213.0,5754.0,54.0,1329.0,12011.0,225.0,0.0,165.0,28.0,1032.0
1527,214.0,5709.0,54.0,1244.0,11794.0,218.0,0.0,152.0,28.0,999.0
1528,213.0,5649.0,54.0,1203.0,11656.0,214.0,0.0,148.0,28.0,969.0
1529,213.0,5705.0,54.0,1150.0,11946.0,216.0,17.0,153.0,41.0,1118.0
1530,215.0,5806.0,53.0,1214.0,12245.0,221.0,133.0,196.0,43.0,1400.0
1531,213.0,5778.0,51.0,1264.0,12165.0,228.0,146.0,202.0,43.0,1487.0
1532,213.0,5701.0,51.0,1335.0,11876.0,238.0,31.0,195.0,5.0,1473.0
1533,213.0,5617.0,53.0,1242.0,11359.0,239.0,2.0,164.0,0.0,1368.0
1534,177.0,5601.0,54.0,1213.0,10860.0,241.0,56.0,137.0,0.0,1210.0
1535,161.0,5394.0,55.0,1195.0,10083.0,243.0,0.0,135.0,0.0,1078.0
1536,160.0,4651.0,55.0,1178.0,10231.0,244.0,0.0,135.0,0.0,1029.0
1537,161.0,4182.0,54.0,1176.0,10232.0,241.0,0.0,135.0,0.0,862.0
1538,160.0,4026.0,54.0,1173.0,10238.0,239.0,0.0,135.0,0.0,716.0
1539,161.0,4280.0,54.0,1174.0,10232.0,238.0,0.0,135.0,0.0,662.0
1540,161.0,4692.0,54.0,1175.0,10215.0,235.0,0.0,135.0,0.0,620.0
1541,160.0,4967.0,54.0,1267.0,10558.0,234.0,0.0,135.0,0.0,699.0
1542,198.0,5140.0,54.0,1319.0,11730.0,235.0,0.0,135.0,0.0,788.0
1543,214.0,5437.0,54.0,1333.0,12422.0,236.0,0.0,135.0,0.0,837.0
1544,213.0,5562.0,54.0,1335.0,12522.0,232.0,0.0,142.0,38.0,701.0
1545,215.0,5773.0,54.0,1337.0,12453.0,225.0,51.0,168.0,55.0,360.0
1546,212.0,5701.0,54.0,1334.0,12376.0,218.0,134.0,184.0,57.0,245.0
1547,213.0,5777.0,53.0,1333.0,12468.0,216.0,177.0,185.0,57.0,296.0
1548,213.0,5755.0,54.0,1332.0,12532.0,216.0,135.0,185.0,57.0,305.0
1549,213.0,5878.0,55.0,1330.0,12643.0,202.0,71.0,179.0,57.0,388.0
1550,213.0,5754.0,54.0,1327.0,12382.0,194.0,8.0,186.0,57.0,522.0
1551,213.0,5659.0,55.0,1287.0,12475.0,203.0,0.0,184.0,32.0,728.0
1552,212.0,5630.0,54.0,1300.0,12230.0,209.0,0.0,179.0,28.0,1021.0
1553,214.0,5551.0,54.0,1323.0,12111.0,214.0,18.0,180.0,41.0,1355.0
1554,213.0,5523.0,54.0,1325.0,12117.0,228.0,20.0,187.0,43.0,1625.0
1555,213.0,5466.0,53.0,1325.0,12213.0,235.0,20.0,218.0,43.0,1579.0
1556,213.0,5182.0,54.0,1222.0,11988.0,236.0,3.0,208.0,43.0,1449.0
1557,214.0,4640.0,54.0,1206.0,11509.0,237.0,21.0,205.0,5.0,1284.0
1558,176.0,4920.0,55.0,1265.0,11158.0,238.0,101.0,166.0,0.0,1207.0
1559,158.0,4879.0,55.0,1248.0,10930.0,239.0,0.0,162.0,0.0,1119.0
1560,159.0,4667.0,54.0,1277.0,10207.0,237.0,0.0,155.0,0.0,1027.0
1561,159.0,4381.0,54.0,1282.0,10010.0,234.0,0.0,150.0,0.0,943.0
1562,159.0,4217.0,55.0,1248.0,10049.0,229.0,0.0,150.0,0.0,926.0
1563,155.0,4212.0,55.0,1244.0,10005.0,227.0,0.0,149.0,0.0,906.0
1564,142.0,4523.0,54.0,1278.0,10030.0,224.0,0.0,149.0,0.0,804.0
1565,138.0,4720.0,55.0,1299.0,10428.0,223.0,0.0,149.0,0.0,728.0
