,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
7911,184.0,2057.0,1756.0,299.0,930.0,371.0,100.0,229.0,1146.0
7912,188.0,2069.0,1756.0,456.0,895.0,640.0,99.0,144.0,960.0
7913,186.0,2201.0,1756.0,858.0,817.0,859.0,97.0,44.0,996.0
7914,187.0,2134.0,1756.0,1397.0,945.0,1004.0,101.0,0.0,1344.0
7915,184.0,2065.0,1733.0,1451.0,1062.0,1017.0,109.0,0.0,1657.0
7916,182.0,2217.0,1739.0,1168.0,1571.0,1054.0,109.0,0.0,1411.0
7917,186.0,2169.0,1760.0,727.0,1529.0,867.0,105.0,0.0,1170.0
7918,185.0,1983.0,1758.0,350.0,1481.0,725.0,105.0,0.0,932.0
7919,182.0,1801.0,1745.0,177.0,1156.0,228.0,104.0,0.0,691.0
7920,173.0,1365.0,1659.0,2.0,705.0,289.0,104.0,0.0,522.0
7921,171.0,994.0,1506.0,0.0,475.0,293.0,105.0,0.0,328.0
7922,172.0,986.0,1360.0,0.0,448.0,230.0,103.0,0.0,214.0
7923,171.0,992.0,1381.0,0.0,336.0,148.0,107.0,0.0,171.0
7924,180.0,996.0,1341.0,0.0,331.0,137.0,106.0,0.0,193.0
7925,180.0,1071.0,1529.0,0.0,367.0,142.0,103.0,0.0,233.0
7926,181.0,1339.0,1645.0,0.0,489.0,305.0,102.0,0.0,312.0
7927,177.0,1819.0,1751.0,136.0,699.0,466.0,104.0,0.0,406.0
7928,178.0,2415.0,1755.0,494.0,872.0,481.0,107.0,4.0,480.0
7929,179.0,2579.0,1757.0,599.0,1048.0,643.0,105.0,107.0,588.0
7930,181.0,2605.0,1756.0,682.0,1115.0,649.0,109.0,238.0,653.0
7931,188.0,2572.0,1755.0,387.0,1115.0,505.0,109.0,323.0,609.0
7932,188.0,2651.0,1755.0,453.0,1161.0,312.0,110.0,348.0,603.0
7933,185.0,2568.0,1753.0,432.0,1115.0,268.0,108.0,352.0,679.0
7934,188.0,2604.0,1671.0,260.0,685.0,239.0,102.0,333.0,636.0
7935,182.0,2656.0,1754.0,293.0,801.0,333.0,104.0,289.0,561.0
7936,182.0,2654.0,1757.0,516.0,898.0,426.0,109.0,209.0,502.0
7937,178.0,2734.0,1758.0,572.0,875.0,497.0,105.0,60.0,499.0
7938,177.0,2938.0,1758.0,1072.0,931.0,1027.0,105.0,0.0,624.0
7939,182.0,2942.0,1758.0,1224.0,1338.0,1029.0,101.0,0.0,839.0
7940,194.0,2965.0,1758.0,495.0,1378.0,842.0,107.0,0.0,998.0
7941,199.0,2624.0,1758.0,6.0,1006.0,227.0,111.0,0.0,1330.0
7942,201.0,2533.0,1723.0,0.0,940.0,197.0,111.0,0.0,1564.0
7943,199.0,2086.0,1580.0,0.0,647.0,159.0,112.0,0.0,1605.0
7944,200.0,1480.0,1363.0,0.0,290.0,137.0,111.0,0.0,1762.0
7945,200.0,1279.0,1300.0,0.0,191.0,126.0,112.0,0.0,1833.0
7946,203.0,1197.0,1300.0,0.0,192.0,126.0,114.0,0.0,1669.0
7947,201.0,1183.0,1301.0,0.0,196.0,126.0,112.0,0.0,1618.0
7948,199.0,1225.0,1301.0,0.0,189.0,126.0,112.0,0.0,1575.0
7949,201.0,1370.0,1308.0,0.0,202.0,126.0,113.0,0.0,1637.0
7950,200.0,1662.0,1439.0,12.0,293.0,155.0,110.0,0.0,1641.0
7951,200.0,2048.0,1591.0,635.0,977.0,714.0,111.0,0.0,1630.0
7952,198.0,2395.0,1723.0,723.0,1066.0,989.0,111.0,6.0,1480.0
7953,202.0,2641.0,1757.0,955.0,1179.0,1061.0,111.0,111.0,1175.0
7954,203.0,2680.0,1756.0,578.0,1011.0,605.0,113.0,216.0,1027.0
7955,201.0,2637.0,1756.0,370.0,1397.0,506.0,112.0,274.0,934.0
7956,203.0,2636.0,1757.0,183.0,1188.0,345.0,114.0,328.0,885.0
7957,206.0,2536.0,1736.0,178.0,1076.0,317.0,112.0,367.0,998.0
7958,200.0,2467.0,1631.0,112.0,720.0,170.0,113.0,359.0,1135.0
7959,196.0,2378.0,1632.0,732.0,719.0,364.0,106.0,316.0,1291.0
7960,199.0,2502.0,1632.0,1037.0,881.0,626.0,106.0,214.0,1351.0
7961,200.0,2588.0,1633.0,631.0,1153.0,994.0,102.0,63.0,1479.0
7962,192.0,2588.0,1647.0,828.0,1243.0,1090.0,105.0,1.0,1872.0
7963,192.0,2654.0,1711.0,960.0,1182.0,1064.0,105.0,0.0,2081.0
7964,200.0,2815.0,1744.0,490.0,1067.0,785.0,110.0,0.0,2151.0
7965,202.0,2727.0,1742.0,1.0,687.0,183.0,113.0,0.0,2434.0
7966,205.0,2355.0,1666.0,0.0,708.0,157.0,118.0,0.0,2647.0
7967,208.0,2046.0,1536.0,0.0,520.0,147.0,118.0,0.0,2707.0
7968,208.0,1424.0,1523.0,0.0,405.0,126.0,117.0,0.0,2693.0
7969,208.0,1038.0,1512.0,0.0,229.0,126.0,116.0,0.0,2650.0
7970,209.0,1004.0,1342.0,0.0,168.0,126.0,114.0,0.0,2833.0
7971,207.0,1002.0,1217.0,0.0,174.0,77.0,114.0,0.0,3001.0
7972,209.0,1010.0,1152.0,0.0,355.0,75.0,112.0,0.0,3098.0
7973,207.0,1015.0,1279.0,0.0,352.0,124.0,111.0,0.0,3098.0
7974,207.0,1248.0,1541.0,9.0,353.0,207.0,111.0,0.0,2978.0
7975,202.0,1675.0,1673.0,268.0,1024.0,907.0,112.0,0.0,2818.0
7976,202.0,1974.0,1752.0,466.0,1046.0,952.0,114.0,4.0,2916.0
7977,204.0,2265.0,1712.0,519.0,1072.0,973.0,112.0,63.0,2900.0
7978,202.0,2287.0,1757.0,430.0,1138.0,577.0,114.0,109.0,2751.0
7979,200.0,2225.0,1703.0,216.0,1128.0,560.0,100.0,119.0,2756.0
7980,204.0,2292.0,1756.0,81.0,1099.0,520.0,97.0,135.0,2459.0
7981,205.0,2173.0,1717.0,21.0,1011.0,319.0,94.0,114.0,2466.0
7982,208.0,2255.0,1726.0,223.0,804.0,185.0,95.0,78.0,1796.0
7983,207.0,2334.0,1759.0,616.0,1047.0,434.0,102.0,47.0,1062.0
7984,203.0,2468.0,1759.0,714.0,1065.0,422.0,96.0,37.0,755.0
7985,194.0,2885.0,1757.0,1263.0,1208.0,684.0,95.0,8.0,498.0
7986,202.0,2882.0,1759.0,1575.0,1344.0,747.0,110.0,0.0,386.0
7987,204.0,2817.0,1758.0,1618.0,1443.0,794.0,112.0,0.0,471.0
7988,192.0,2624.0,1758.0,995.0,1345.0,758.0,107.0,0.0,606.0
7989,194.0,2537.0,1758.0,800.0,1329.0,902.0,107.0,0.0,657.0
7990,196.0,2473.0,1758.0,835.0,1336.0,440.0,109.0,0.0,661.0
7991,198.0,2106.0,1757.0,437.0,1020.0,301.0,112.0,0.0,764.0
7992,199.0,1782.0,1665.0,137.0,835.0,156.0,110.0,0.0,791.0
7993,200.0,1332.0,1660.0,1.0,491.0,149.0,110.0,0.0,810.0
7994,200.0,1130.0,1658.0,0.0,304.0,144.0,112.0,0.0,849.0
7995,201.0,967.0,1634.0,0.0,293.0,142.0,112.0,0.0,795.0
7996,205.0,995.0,1503.0,0.0,312.0,126.0,111.0,0.0,970.0
7997,205.0,1008.0,1636.0,0.0,314.0,127.0,111.0,0.0,907.0
7998,203.0,1230.0,1755.0,17.0,355.0,153.0,111.0,0.0,825.0
7999,205.0,1715.0,1757.0,447.0,1141.0,702.0,113.0,0.0,692.0
8000,202.0,2136.0,1756.0,492.0,1236.0,915.0,114.0,2.0,699.0
8001,201.0,2294.0,1756.0,749.0,1207.0,860.0,113.0,50.0,739.0
8002,204.0,2318.0,1756.0,574.0,1208.0,855.0,111.0,133.0,591.0
8003,196.0,2269.0,1755.0,509.0,1228.0,749.0,101.0,210.0,404.0
8004,202.0,2253.0,1755.0,132.0,1018.0,460.0,100.0,291.0,429.0
8005,200.0,2225.0,1739.0,12.0,928.0,226.0,99.0,325.0,441.0
8006,198.0,2198.0,1737.0,0.0,680.0,158.0,97.0,320.0,395.0
8007,199.0,2177.0,1730.0,0.0,651.0,156.0,97.0,273.0,259.0
8008,198.0,2218.0,1756.0,2.0,849.0,163.0,100.0,188.0,160.0
8009,199.0,2236.0,1755.0,69.0,1082.0,324.0,113.0,60.0,127.0
8010,200.0,2317.0,1741.0,255.0,1336.0,734.0,110.0,0.0,170.0
8011,197.0,2321.0,1758.0,457.0,1331.0,883.0,109.0,0.0,204.0
8012,199.0,2289.0,1758.0,333.0,1310.0,673.0,109.0,0.0,255.0
8013,201.0,2247.0,1759.0,133.0,1039.0,167.0,106.0,0.0,247.0
8014,201.0,2174.0,1759.0,381.0,1201.0,379.0,109.0,0.0,264.0
8015,202.0,1735.0,1758.0,280.0,1125.0,158.0,108.0,0.0,316.0
8016,202.0,1293.0,1717.0,210.0,862.0,132.0,110.0,0.0,365.0
8017,205.0,767.0,1728.0,32.0,476.0,126.0,111.0,0.0,464.0
8018,201.0,749.0,1386.0,0.0,367.0,126.0,111.0,0.0,610.0
8019,203.0,758.0,1300.0,0.0,296.0,126.0,109.0,0.0,681.0
8020,203.0,761.0,1298.0,0.0,308.0,126.0,109.0,0.0,771.0
8021,205.0,739.0,1228.0,0.0,328.0,126.0,106.0,0.0,864.0
8022,206.0,734.0,1349.0,0.0,369.0,129.0,107.0,0.0,1011.0
8023,207.0,792.0,1417.0,0.0,434.0,130.0,108.0,0.0,1203.0
8024,200.0,951.0,1470.0,4.0,695.0,182.0,109.0,5.0,1272.0
8025,201.0,972.0,1455.0,88.0,1111.0,271.0,108.0,85.0,1246.0
8026,198.0,1003.0,1405.0,380.0,1120.0,451.0,108.0,193.0,1098.0
8027,199.0,972.0,1514.0,564.0,1121.0,420.0,107.0,280.0,1084.0
8028,200.0,964.0,1407.0,273.0,1055.0,312.0,106.0,311.0,1297.0
8029,201.0,1002.0,1383.0,0.0,852.0,283.0,104.0,317.0,1539.0
8030,202.0,990.0,1383.0,0.0,704.0,241.0,104.0,282.0,1511.0
8031,203.0,1005.0,1383.0,15.0,566.0,286.0,106.0,211.0,1465.0
8032,199.0,1012.0,1383.0,619.0,810.0,419.0,106.0,111.0,1371.0
8033,198.0,1071.0,1383.0,1044.0,1041.0,889.0,110.0,25.0,1308.0
8034,198.0,1029.0,1411.0,776.0,1246.0,750.0,111.0,0.0,1445.0
8035,199.0,989.0,1413.0,747.0,1149.0,411.0,111.0,0.0,1627.0
8036,203.0,1098.0,1341.0,523.0,1127.0,274.0,111.0,0.0,1652.0
8037,207.0,1091.0,1458.0,332.0,1050.0,226.0,112.0,0.0,1610.0
8038,206.0,1029.0,1471.0,318.0,1055.0,209.0,109.0,0.0,1495.0
8039,206.0,909.0,1436.0,0.0,759.0,137.0,109.0,0.0,1436.0
8040,207.0,575.0,1275.0,0.0,526.0,126.0,108.0,0.0,1494.0
8041,206.0,453.0,1060.0,0.0,389.0,126.0,109.0,0.0,1559.0
8042,204.0,448.0,939.0,1.0,231.0,125.0,107.0,0.0,1548.0
8043,205.0,450.0,943.0,0.0,228.0,105.0,104.0,0.0,1613.0
8044,203.0,450.0,945.0,0.0,206.0,75.0,104.0,0.0,1762.0
8045,200.0,452.0,947.0,0.0,191.0,75.0,104.0,0.0,1711.0
8046,202.0,451.0,955.0,7.0,218.0,75.0,103.0,0.0,1803.0
8047,202.0,451.0,944.0,3.0,282.0,75.0,105.0,0.0,1900.0
8048,203.0,456.0,957.0,0.0,463.0,96.0,104.0,3.0,1799.0
8049,207.0,457.0,1100.0,0.0,555.0,142.0,105.0,59.0,1686.0
8050,209.0,454.0,1140.0,0.0,739.0,204.0,105.0,139.0,1522.0
8051,204.0,450.0,1140.0,0.0,658.0,152.0,104.0,195.0,1490.0
8052,204.0,448.0,1138.0,0.0,675.0,135.0,103.0,229.0,1559.0
8053,203.0,450.0,1040.0,0.0,928.0,83.0,104.0,241.0,1710.0
8054,203.0,449.0,981.0,0.0,883.0,84.0,103.0,246.0,1721.0
8055,200.0,445.0,983.0,0.0,821.0,96.0,102.0,236.0,1535.0
8056,195.0,450.0,1144.0,0.0,747.0,85.0,104.0,173.0,1256.0
8057,192.0,453.0,1166.0,71.0,902.0,85.0,104.0,52.0,1196.0
8058,195.0,452.0,1180.0,718.0,1237.0,195.0,107.0,0.0,1156.0
8059,195.0,454.0,1180.0,781.0,1151.0,559.0,106.0,0.0,1164.0
8060,195.0,454.0,1180.0,1040.0,1265.0,665.0,104.0,0.0,1216.0
8061,195.0,455.0,1181.0,824.0,1266.0,300.0,104.0,0.0,1340.0
8062,192.0,456.0,1180.0,505.0,1251.0,165.0,104.0,0.0,1313.0
8063,187.0,454.0,1169.0,74.0,871.0,136.0,103.0,0.0,1218.0
8064,188.0,458.0,1107.0,0.0,633.0,125.0,105.0,0.0,1073.0
8065,188.0,454.0,1106.0,0.0,433.0,75.0,104.0,0.0,891.0
8066,187.0,454.0,1105.0,0.0,350.0,75.0,103.0,0.0,900.0
8067,185.0,454.0,1114.0,0.0,350.0,75.0,104.0,0.0,890.0
8068,187.0,456.0,1154.0,0.0,309.0,75.0,105.0,0.0,924.0
8069,189.0,461.0,1263.0,0.0,311.0,75.0,104.0,0.0,894.0
8070,188.0,743.0,1368.0,26.0,318.0,80.0,105.0,0.0,932.0
8071,185.0,1354.0,1488.0,101.0,630.0,309.0,105.0,0.0,907.0
8072,187.0,1851.0,1637.0,108.0,630.0,311.0,107.0,3.0,928.0
8073,194.0,1936.0,1633.0,73.0,656.0,316.0,107.0,76.0,1008.0
8074,191.0,1942.0,1642.0,58.0,875.0,202.0,108.0,160.0,958.0
8075,195.0,1918.0,1669.0,0.0,1087.0,193.0,98.0,221.0,816.0
8076,194.0,2023.0,1702.0,0.0,1157.0,142.0,105.0,257.0,670.0
8077,190.0,2112.0,1703.0,0.0,1127.0,164.0,112.0,284.0,566.0
8078,191.0,2274.0,1674.0,0.0,635.0,377.0,111.0,268.0,444.0
8079,189.0,2202.0,1755.0,0.0,975.0,174.0,111.0,199.0,336.0
8080,188.0,2124.0,1757.0,138.0,1095.0,174.0,110.0,121.0,288.0
8081,189.0,2033.0,1755.0,604.0,1323.0,203.0,112.0,31.0,257.0
8082,190.0,2256.0,1705.0,1241.0,1566.0,472.0,112.0,0.0,274.0
8083,195.0,2159.0,1723.0,988.0,1581.0,318.0,111.0,0.0,428.0
8084,194.0,2157.0,1587.0,981.0,1779.0,331.0,112.0,0.0,748.0
8085,195.0,2117.0,1627.0,759.0,1681.0,279.0,112.0,0.0,1087.0
8086,194.0,2009.0,1756.0,315.0,1430.0,236.0,111.0,0.0,1409.0
8087,194.0,1826.0,1756.0,281.0,1155.0,216.0,112.0,0.0,1645.0
8088,193.0,1821.0,1757.0,203.0,865.0,177.0,113.0,0.0,1806.0
8089,195.0,1293.0,1707.0,0.0,518.0,139.0,110.0,0.0,1806.0
8090,195.0,1286.0,1463.0,0.0,251.0,113.0,108.0,0.0,1670.0
8091,194.0,1274.0,1403.0,0.0,191.0,113.0,106.0,0.0,1525.0
8092,199.0,1313.0,1383.0,0.0,213.0,113.0,105.0,0.0,1418.0
8093,198.0,1343.0,1411.0,3.0,211.0,114.0,105.0,0.0,1227.0
8094,197.0,1475.0,1569.0,51.0,591.0,232.0,104.0,0.0,968.0
8095,198.0,1869.0,1715.0,970.0,921.0,805.0,102.0,0.0,924.0
8096,194.0,2155.0,1754.0,1338.0,1264.0,846.0,100.0,2.0,1071.0
8097,194.0,2380.0,1755.0,1348.0,1489.0,1061.0,90.0,67.0,1116.0
8098,196.0,2403.0,1755.0,701.0,1486.0,1001.0,86.0,181.0,1277.0
8099,199.0,2143.0,1629.0,579.0,1450.0,697.0,88.0,283.0,1486.0
8100,197.0,2062.0,1443.0,239.0,1161.0,347.0,87.0,346.0,1613.0
8101,199.0,2136.0,1384.0,242.0,1250.0,281.0,88.0,358.0,1427.0
8102,194.0,2088.0,1383.0,273.0,1199.0,317.0,89.0,342.0,1201.0
8103,196.0,2132.0,1381.0,902.0,1491.0,498.0,92.0,295.0,1073.0
8104,197.0,2148.0,1382.0,1224.0,1510.0,601.0,98.0,198.0,952.0
8105,198.0,2281.0,1382.0,1372.0,1544.0,678.0,103.0,55.0,890.0
8106,200.0,2317.0,1383.0,1748.0,1776.0,918.0,104.0,0.0,864.0
8107,200.0,2265.0,1508.0,1777.0,1767.0,998.0,107.0,0.0,1002.0
8108,199.0,1982.0,1521.0,729.0,1531.0,744.0,108.0,0.0,1395.0
8109,197.0,2165.0,1479.0,812.0,1676.0,903.0,108.0,0.0,1494.0
8110,202.0,1999.0,1541.0,670.0,1570.0,367.0,110.0,0.0,1566.0
8111,198.0,1884.0,1633.0,1.0,996.0,211.0,117.0,0.0,1377.0
8112,199.0,1669.0,1697.0,42.0,756.0,154.0,119.0,0.0,1147.0
8113,197.0,1273.0,1544.0,0.0,443.0,151.0,118.0,0.0,1014.0
8114,195.0,1251.0,1330.0,0.0,122.0,151.0,119.0,0.0,994.0
8115,193.0,1228.0,1319.0,0.0,119.0,134.0,117.0,0.0,1119.0
8116,194.0,1199.0,1307.0,0.0,127.0,133.0,118.0,0.0,1162.0
8117,201.0,1241.0,1325.0,0.0,174.0,135.0,117.0,0.0,1112.0
8118,198.0,1397.0,1312.0,45.0,432.0,159.0,117.0,0.0,996.0
8119,195.0,1826.0,1382.0,1069.0,966.0,905.0,116.0,0.0,880.0
8120,197.0,2204.0,1464.0,1752.0,1412.0,1104.0,115.0,3.0,740.0
8121,193.0,2381.0,1634.0,1826.0,1402.0,1040.0,113.0,71.0,577.0
8122,196.0,2385.0,1746.0,1210.0,1237.0,1068.0,110.0,186.0,501.0
8123,194.0,2373.0,1709.0,1263.0,1239.0,697.0,117.0,261.0,296.0
8124,191.0,2385.0,1703.0,1114.0,1210.0,423.0,116.0,307.0,225.0
8125,195.0,2398.0,1655.0,1247.0,1240.0,425.0,117.0,325.0,200.0
8126,186.0,2384.0,1538.0,754.0,1198.0,442.0,116.0,318.0,208.0
8127,186.0,2344.0,1564.0,744.0,1022.0,442.0,111.0,276.0,250.0
8128,189.0,2289.0,1563.0,933.0,1152.0,468.0,112.0,192.0,390.0
8129,193.0,2116.0,1563.0,1382.0,1305.0,1020.0,111.0,55.0,655.0
8130,195.0,2168.0,1562.0,1692.0,1374.0,1105.0,108.0,0.0,850.0
8131,192.0,1983.0,1563.0,1029.0,1100.0,968.0,110.0,0.0,1066.0
8132,191.0,2034.0,1597.0,850.0,967.0,1032.0,112.0,0.0,1055.0
8133,191.0,2265.0,1720.0,1181.0,930.0,985.0,110.0,0.0,1096.0
8134,186.0,2023.0,1632.0,650.0,762.0,490.0,108.0,0.0,1221.0
8135,186.0,1701.0,1588.0,133.0,638.0,295.0,109.0,0.0,1292.0
8136,188.0,1448.0,1419.0,0.0,592.0,184.0,107.0,0.0,1176.0
8137,192.0,981.0,1356.0,0.0,337.0,156.0,107.0,0.0,1017.0
8138,185.0,953.0,1301.0,0.0,199.0,156.0,109.0,0.0,1113.0
8139,186.0,1002.0,1322.0,0.0,168.0,138.0,107.0,0.0,1050.0
8140,187.0,1028.0,1331.0,0.0,119.0,138.0,108.0,0.0,1004.0
8141,184.0,1047.0,1335.0,0.0,121.0,137.0,108.0,0.0,858.0
8142,185.0,1026.0,1374.0,28.0,333.0,139.0,107.0,0.0,805.0
8143,193.0,1115.0,1381.0,693.0,756.0,712.0,105.0,0.0,969.0
8144,191.0,1575.0,1418.0,891.0,790.0,669.0,107.0,2.0,926.0
8145,190.0,1919.0,1513.0,1331.0,1216.0,1027.0,108.0,81.0,799.0
8146,189.0,1929.0,1505.0,1595.0,1396.0,1059.0,107.0,211.0,625.0
8147,191.0,1780.0,1446.0,1537.0,1403.0,1039.0,110.0,295.0,416.0
8148,191.0,1693.0,1389.0,1158.0,1361.0,962.0,108.0,338.0,380.0
8149,195.0,1664.0,1387.0,1035.0,1327.0,872.0,107.0,353.0,425.0
8150,193.0,1654.0,1387.0,338.0,1021.0,462.0,107.0,339.0,481.0
8151,197.0,1583.0,1385.0,11.0,894.0,221.0,110.0,297.0,491.0
8152,195.0,1635.0,1384.0,81.0,1010.0,390.0,114.0,204.0,538.0
8153,189.0,1642.0,1384.0,1111.0,1248.0,1022.0,114.0,59.0,630.0
8154,191.0,1722.0,1383.0,1718.0,1387.0,1039.0,114.0,0.0,822.0
8155,191.0,1740.0,1383.0,1257.0,1202.0,1028.0,113.0,0.0,926.0
8156,194.0,1735.0,1383.0,887.0,1077.0,846.0,113.0,0.0,962.0
8157,195.0,1920.0,1421.0,1054.0,1228.0,754.0,115.0,0.0,980.0
8158,194.0,1787.0,1441.0,373.0,1052.0,625.0,114.0,0.0,1016.0
8159,198.0,1487.0,1449.0,13.0,711.0,172.0,115.0,0.0,1135.0
8160,206.0,1378.0,1401.0,281.0,358.0,299.0,116.0,0.0,1208.0
8161,205.0,1009.0,1396.0,96.0,222.0,126.0,118.0,0.0,1247.0
8162,209.0,980.0,1305.0,1.0,96.0,132.0,116.0,0.0,1417.0
8163,206.0,997.0,1312.0,0.0,88.0,132.0,118.0,0.0,1558.0
8164,205.0,1041.0,1333.0,0.0,97.0,132.0,117.0,0.0,1486.0
8165,205.0,1032.0,1323.0,0.0,110.0,135.0,117.0,0.0,1434.0
8166,201.0,1092.0,1362.0,0.0,291.0,136.0,117.0,0.0,1499.0
8167,203.0,1267.0,1382.0,48.0,420.0,167.0,117.0,0.0,1844.0
8168,204.0,1427.0,1383.0,702.0,580.0,827.0,118.0,1.0,2343.0
8169,204.0,1561.0,1383.0,831.0,717.0,908.0,115.0,49.0,2052.0
8170,200.0,1439.0,1384.0,572.0,725.0,855.0,116.0,97.0,2091.0
8171,202.0,1488.0,1316.0,417.0,716.0,374.0,112.0,114.0,1876.0
8172,206.0,1555.0,1294.0,170.0,730.0,435.0,114.0,143.0,1550.0
8173,204.0,1596.0,1371.0,181.0,672.0,363.0,113.0,176.0,1464.0
8174,205.0,1510.0,1284.0,3.0,581.0,147.0,111.0,198.0,1606.0
8175,203.0,1452.0,1151.0,0.0,574.0,146.0,112.0,189.0,1855.0
8176,208.0,1483.0,1148.0,0.0,554.0,149.0,114.0,129.0,1949.0
8177,212.0,1392.0,1282.0,24.0,548.0,386.0,114.0,42.0,2150.0
8178,216.0,1447.0,1282.0,821.0,749.0,490.0,111.0,0.0,2222.0
8179,213.0,1413.0,1281.0,814.0,824.0,551.0,113.0,0.0,2319.0
8180,213.0,1453.0,1281.0,966.0,912.0,710.0,113.0,0.0,2246.0
8181,214.0,1457.0,1282.0,821.0,882.0,788.0,113.0,0.0,2186.0
8182,219.0,1435.0,1282.0,134.0,856.0,286.0,114.0,0.0,2054.0
8183,219.0,1348.0,1282.0,0.0,497.0,218.0,119.0,0.0,1962.0
8184,222.0,1124.0,1271.0,0.0,455.0,221.0,127.0,0.0,1828.0
8185,218.0,774.0,1205.0,0.0,312.0,115.0,129.0,0.0,1662.0
8186,220.0,751.0,1199.0,0.0,129.0,113.0,129.0,0.0,1700.0
8187,219.0,729.0,1191.0,0.0,88.0,113.0,130.0,0.0,1764.0
8188,218.0,732.0,1193.0,0.0,86.0,113.0,130.0,0.0,2028.0
8189,216.0,749.0,1204.0,0.0,110.0,113.0,130.0,0.0,2221.0
8190,216.0,743.0,1201.0,0.0,109.0,113.0,133.0,0.0,2257.0
8191,216.0,779.0,1222.0,0.0,143.0,113.0,135.0,0.0,2278.0
8192,220.0,859.0,1262.0,0.0,304.0,117.0,137.0,1.0,2213.0
8193,221.0,1080.0,1282.0,0.0,548.0,232.0,135.0,49.0,2028.0
8194,220.0,1231.0,1282.0,63.0,729.0,573.0,133.0,167.0,1736.0
8195,225.0,1236.0,1281.0,64.0,753.0,684.0,135.0,259.0,1468.0
8196,220.0,1231.0,1281.0,86.0,714.0,462.0,136.0,308.0,1156.0
8197,215.0,1222.0,1281.0,377.0,609.0,569.0,133.0,320.0,891.0
8198,215.0,1205.0,1281.0,323.0,593.0,419.0,131.0,314.0,703.0
8199,216.0,1197.0,1282.0,0.0,402.0,158.0,131.0,268.0,685.0
8200,218.0,1205.0,1282.0,13.0,382.0,197.0,129.0,179.0,788.0
8201,215.0,1191.0,1327.0,301.0,634.0,487.0,125.0,61.0,1006.0
8202,215.0,1212.0,1382.0,1185.0,1016.0,793.0,130.0,0.0,1300.0
8203,218.0,1204.0,1381.0,1454.0,1227.0,935.0,130.0,0.0,1467.0
8204,218.0,1202.0,1381.0,1562.0,1405.0,914.0,130.0,0.0,1587.0
8205,217.0,1212.0,1381.0,1385.0,1321.0,888.0,130.0,0.0,1735.0
8206,216.0,1239.0,1382.0,1027.0,993.0,793.0,129.0,0.0,1655.0
8207,214.0,1093.0,1381.0,430.0,508.0,333.0,128.0,0.0,1421.0
8208,215.0,807.0,1319.0,354.0,435.0,138.0,123.0,0.0,1166.0
8209,214.0,782.0,1228.0,0.0,237.0,113.0,124.0,0.0,916.0
8210,213.0,758.0,1169.0,0.0,79.0,113.0,123.0,0.0,768.0
8211,214.0,740.0,1102.0,0.0,81.0,113.0,126.0,0.0,786.0
8212,214.0,752.0,1103.0,0.0,83.0,113.0,126.0,0.0,800.0
8213,209.0,752.0,1103.0,0.0,97.0,113.0,132.0,0.0,788.0
8214,210.0,779.0,1109.0,0.0,98.0,112.0,130.0,0.0,801.0
8215,206.0,781.0,1116.0,0.0,89.0,116.0,129.0,0.0,885.0
8216,212.0,740.0,1103.0,0.0,92.0,118.0,132.0,2.0,1031.0
8217,214.0,772.0,1169.0,60.0,323.0,193.0,133.0,82.0,1057.0
8218,213.0,792.0,1180.0,119.0,461.0,258.0,132.0,220.0,818.0
8219,210.0,765.0,1180.0,107.0,637.0,230.0,130.0,307.0,521.0
8220,212.0,734.0,1180.0,139.0,631.0,113.0,129.0,344.0,384.0
8221,214.0,727.0,1180.0,18.0,687.0,121.0,132.0,345.0,250.0
8222,209.0,707.0,1180.0,0.0,616.0,129.0,128.0,323.0,173.0
8223,211.0,712.0,1180.0,96.0,342.0,129.0,130.0,263.0,192.0
8224,207.0,752.0,1180.0,3.0,468.0,118.0,122.0,159.0,268.0
8225,209.0,694.0,1180.0,402.0,393.0,140.0,121.0,44.0,400.0
8226,203.0,783.0,1180.0,1432.0,901.0,716.0,121.0,0.0,590.0
8227,207.0,779.0,1180.0,1211.0,876.0,593.0,122.0,0.0,756.0
8228,211.0,764.0,1180.0,1471.0,954.0,660.0,126.0,0.0,786.0
8229,211.0,704.0,1180.0,1743.0,1119.0,1011.0,131.0,0.0,801.0
8230,212.0,704.0,1180.0,1114.0,970.0,936.0,129.0,0.0,836.0
8231,218.0,701.0,1180.0,383.0,362.0,506.0,126.0,0.0,905.0
8232,219.0,719.0,1180.0,150.0,319.0,177.0,124.0,0.0,1027.0
8233,212.0,682.0,1169.0,0.0,155.0,113.0,126.0,0.0,1270.0
8234,213.0,704.0,1098.0,0.0,67.0,113.0,126.0,0.0,1451.0
8235,214.0,706.0,1104.0,0.0,66.0,133.0,127.0,0.0,1661.0
8236,216.0,718.0,1148.0,0.0,79.0,132.0,128.0,0.0,1727.0
8237,210.0,734.0,1251.0,0.0,88.0,132.0,127.0,0.0,1687.0
8238,209.0,847.0,1416.0,0.0,127.0,134.0,125.0,0.0,1717.0
8239,211.0,1213.0,1542.0,201.0,436.0,831.0,124.0,0.0,1721.0
