,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
1212,317.0,2424.0,1461.0,0.0,640.0,72.0,48.0,336.0,542.0
1213,318.0,2304.0,1461.0,0.0,544.0,13.0,49.0,347.0,460.0
1214,319.0,2268.0,1462.0,0.0,373.0,12.0,47.0,344.0,528.0
1215,320.0,2336.0,1462.0,0.0,375.0,12.0,47.0,330.0,650.0
1216,317.0,2266.0,1461.0,0.0,356.0,11.0,47.0,286.0,819.0
1217,323.0,2483.0,1461.0,0.0,367.0,12.0,47.0,204.0,1033.0
1218,317.0,2517.0,1461.0,0.0,839.0,92.0,45.0,71.0,1109.0
1219,313.0,2514.0,1461.0,36.0,1059.0,104.0,46.0,1.0,1406.0
1220,317.0,2467.0,1462.0,66.0,1018.0,65.0,46.0,0.0,1834.0
1221,322.0,2143.0,1462.0,66.0,988.0,47.0,46.0,0.0,2253.0
1222,318.0,1478.0,1462.0,5.0,802.0,38.0,47.0,0.0,2494.0
1223,324.0,1204.0,1325.0,0.0,380.0,12.0,48.0,0.0,2629.0
1224,327.0,1011.0,1217.0,0.0,356.0,37.0,50.0,0.0,2560.0
1225,316.0,842.0,1132.0,0.0,229.0,8.0,44.0,0.0,2423.0
1226,323.0,844.0,1131.0,0.0,115.0,6.0,45.0,0.0,2387.0
1227,331.0,856.0,1132.0,0.0,90.0,6.0,44.0,0.0,2155.0
1228,328.0,838.0,1136.0,0.0,71.0,6.0,43.0,0.0,1862.0
1229,331.0,848.0,1276.0,0.0,123.0,6.0,44.0,0.0,1634.0
1230,334.0,818.0,1328.0,13.0,206.0,13.0,45.0,0.0,1764.0
1231,331.0,1035.0,1360.0,318.0,513.0,95.0,45.0,0.0,1983.0
1232,337.0,1529.0,1461.0,730.0,670.0,446.0,45.0,18.0,2247.0
1233,333.0,1830.0,1462.0,576.0,888.0,450.0,49.0,143.0,2251.0
1234,337.0,1788.0,1462.0,140.0,785.0,108.0,49.0,252.0,2040.0
1235,336.0,1784.0,1462.0,10.0,723.0,74.0,50.0,311.0,2067.0
1236,336.0,1844.0,1410.0,3.0,703.0,74.0,49.0,341.0,1872.0
1237,335.0,1661.0,1365.0,115.0,489.0,74.0,50.0,354.0,1325.0
1238,332.0,1665.0,1379.0,108.0,434.0,73.0,50.0,354.0,942.0
1239,336.0,1616.0,1339.0,52.0,380.0,91.0,49.0,332.0,895.0
1240,334.0,1569.0,1390.0,117.0,426.0,94.0,50.0,285.0,969.0
1241,334.0,1843.0,1457.0,142.0,600.0,96.0,50.0,206.0,980.0
1242,346.0,1867.0,1463.0,1059.0,864.0,347.0,48.0,75.0,993.0
1243,343.0,1888.0,1464.0,1369.0,1066.0,603.0,48.0,1.0,995.0
1244,342.0,1936.0,1464.0,1507.0,965.0,735.0,48.0,0.0,989.0
1245,343.0,1897.0,1464.0,1171.0,1088.0,700.0,49.0,0.0,1285.0
1246,344.0,1787.0,1465.0,245.0,821.0,302.0,50.0,0.0,1776.0
1247,338.0,1374.0,1439.0,114.0,525.0,96.0,50.0,0.0,2165.0
1248,321.0,1220.0,1395.0,0.0,359.0,24.0,50.0,0.0,2503.0
1249,314.0,830.0,1277.0,0.0,199.0,24.0,46.0,0.0,2679.0
1250,312.0,777.0,1217.0,0.0,78.0,24.0,46.0,0.0,2812.0
1251,298.0,875.0,1134.0,0.0,78.0,24.0,47.0,0.0,2821.0
1252,310.0,812.0,1131.0,0.0,83.0,24.0,47.0,0.0,2722.0
1253,310.0,925.0,1251.0,51.0,79.0,24.0,44.0,0.0,2500.0
1254,306.0,1063.0,1388.0,24.0,219.0,101.0,41.0,0.0,2218.0
1255,303.0,1468.0,1460.0,1339.0,650.0,623.0,42.0,0.0,2030.0
1256,307.0,2157.0,1460.0,1993.0,690.0,736.0,43.0,20.0,1874.0
1257,305.0,2483.0,1461.0,1433.0,1000.0,700.0,46.0,144.0,1707.0
1258,302.0,2484.0,1462.0,507.0,971.0,300.0,46.0,255.0,1356.0
1259,302.0,2467.0,1460.0,367.0,956.0,143.0,46.0,315.0,914.0
1260,301.0,2475.0,1462.0,116.0,530.0,110.0,47.0,344.0,436.0
1261,307.0,2388.0,1460.0,7.0,240.0,106.0,49.0,358.0,187.0
1262,315.0,2262.0,1461.0,0.0,187.0,62.0,50.0,355.0,116.0
1263,311.0,2246.0,1460.0,85.0,186.0,63.0,51.0,330.0,119.0
1264,317.0,2222.0,1460.0,0.0,200.0,64.0,52.0,287.0,224.0
1265,312.0,2470.0,1460.0,221.0,245.0,163.0,50.0,212.0,310.0
1266,308.0,2498.0,1460.0,1774.0,773.0,284.0,50.0,79.0,388.0
1267,315.0,2707.0,1459.0,1944.0,1033.0,599.0,51.0,1.0,461.0
1268,314.0,2685.0,1460.0,2115.0,1057.0,732.0,50.0,0.0,555.0
1269,318.0,2486.0,1460.0,1720.0,1075.0,720.0,50.0,0.0,655.0
1270,317.0,2175.0,1460.0,630.0,882.0,542.0,50.0,0.0,741.0
1271,318.0,1784.0,1459.0,153.0,424.0,98.0,51.0,0.0,900.0
1272,310.0,1449.0,1460.0,7.0,256.0,89.0,48.0,0.0,1259.0
1273,308.0,1072.0,1411.0,0.0,140.0,69.0,45.0,0.0,1489.0
1274,311.0,1083.0,1384.0,0.0,74.0,6.0,45.0,0.0,1533.0
1275,308.0,1049.0,1364.0,0.0,76.0,6.0,44.0,0.0,1575.0
1276,309.0,1093.0,1337.0,0.0,78.0,6.0,44.0,0.0,1722.0
1277,311.0,1138.0,1404.0,0.0,79.0,5.0,44.0,0.0,1756.0
1278,310.0,1381.0,1460.0,204.0,132.0,85.0,43.0,0.0,1817.0
1279,306.0,1788.0,1460.0,915.0,764.0,556.0,43.0,0.0,1931.0
1280,308.0,2189.0,1459.0,1570.0,954.0,689.0,45.0,21.0,2046.0
1281,310.0,2231.0,1459.0,755.0,1026.0,652.0,48.0,148.0,1995.0
1282,315.0,2244.0,1414.0,593.0,1143.0,441.0,49.0,259.0,1780.0
1283,316.0,2292.0,1409.0,564.0,1133.0,351.0,49.0,322.0,1393.0
1284,313.0,2402.0,1433.0,643.0,942.0,321.0,49.0,353.0,1005.0
1285,314.0,2350.0,1400.0,560.0,970.0,304.0,49.0,364.0,682.0
1286,323.0,2347.0,1338.0,508.0,737.0,148.0,49.0,359.0,398.0
1287,316.0,2311.0,1380.0,217.0,695.0,122.0,49.0,337.0,161.0
1288,318.0,2299.0,1341.0,249.0,607.0,132.0,49.0,290.0,91.0
1289,318.0,2282.0,1337.0,292.0,362.0,160.0,49.0,209.0,91.0
1290,319.0,2325.0,1337.0,722.0,1110.0,624.0,46.0,77.0,94.0
1291,326.0,2381.0,1370.0,1800.0,1272.0,687.0,50.0,1.0,155.0
1292,317.0,2239.0,1414.0,2072.0,1292.0,771.0,50.0,0.0,254.0
1293,313.0,2208.0,1423.0,2013.0,1347.0,767.0,49.0,0.0,350.0
1294,316.0,2157.0,1430.0,1224.0,1342.0,683.0,48.0,0.0,490.0
1295,338.0,1993.0,1462.0,883.0,1121.0,610.0,48.0,0.0,573.0
1296,339.0,1758.0,1463.0,1086.0,874.0,664.0,46.0,0.0,635.0
1297,343.0,1560.0,1463.0,618.0,682.0,115.0,45.0,0.0,694.0
1298,334.0,1414.0,1463.0,244.0,277.0,110.0,45.0,0.0,716.0
1299,319.0,1235.0,1463.0,238.0,154.0,93.0,45.0,0.0,716.0
1300,315.0,1257.0,1462.0,43.0,136.0,88.0,44.0,0.0,743.0
1301,320.0,1232.0,1464.0,101.0,134.0,89.0,44.0,0.0,717.0
1302,319.0,1361.0,1463.0,148.0,172.0,81.0,44.0,0.0,607.0
1303,311.0,1314.0,1462.0,440.0,254.0,67.0,43.0,0.0,546.0
1304,316.0,1398.0,1463.0,813.0,438.0,95.0,45.0,20.0,413.0
1305,312.0,1393.0,1464.0,945.0,821.0,247.0,44.0,143.0,295.0
1306,313.0,1475.0,1462.0,967.0,844.0,612.0,45.0,253.0,184.0
1307,316.0,1493.0,1460.0,879.0,973.0,782.0,45.0,313.0,107.0
1308,312.0,1463.0,1461.0,730.0,787.0,755.0,44.0,325.0,71.0
1309,308.0,1410.0,1461.0,702.0,510.0,724.0,44.0,327.0,46.0
1310,311.0,1309.0,1462.0,647.0,503.0,438.0,44.0,313.0,41.0
1311,318.0,1246.0,1463.0,505.0,370.0,178.0,44.0,283.0,43.0
1312,319.0,1360.0,1462.0,282.0,266.0,175.0,44.0,238.0,51.0
1313,322.0,1318.0,1460.0,208.0,412.0,185.0,45.0,175.0,77.0
1314,330.0,1423.0,1459.0,621.0,980.0,442.0,44.0,60.0,109.0
1315,338.0,1564.0,1460.0,1041.0,1215.0,667.0,43.0,1.0,117.0
1316,339.0,1636.0,1460.0,1234.0,1422.0,774.0,44.0,0.0,115.0
1317,344.0,1580.0,1460.0,1226.0,1447.0,773.0,44.0,0.0,83.0
1318,348.0,1476.0,1459.0,1133.0,1299.0,775.0,43.0,0.0,59.0
1319,353.0,1380.0,1459.0,1029.0,1225.0,581.0,44.0,0.0,53.0
1320,348.0,1324.0,1460.0,452.0,1064.0,665.0,43.0,0.0,44.0
1321,353.0,1260.0,1460.0,243.0,857.0,397.0,43.0,0.0,44.0
1322,347.0,1017.0,1460.0,93.0,504.0,113.0,44.0,0.0,54.0
1323,349.0,898.0,1461.0,1.0,338.0,110.0,44.0,0.0,81.0
1324,343.0,930.0,1461.0,0.0,273.0,93.0,43.0,0.0,111.0
1325,346.0,928.0,1462.0,0.0,325.0,130.0,44.0,0.0,158.0
1326,347.0,917.0,1462.0,0.0,234.0,94.0,43.0,0.0,293.0
1327,343.0,924.0,1461.0,0.0,251.0,276.0,41.0,0.0,450.0
1328,343.0,977.0,1461.0,0.0,264.0,255.0,41.0,16.0,598.0
1329,346.0,1194.0,1462.0,18.0,590.0,186.0,43.0,134.0,803.0
1330,349.0,1376.0,1462.0,30.0,611.0,479.0,44.0,253.0,817.0
1331,346.0,1364.0,1461.0,108.0,636.0,446.0,43.0,319.0,804.0
1332,351.0,1317.0,1461.0,107.0,617.0,286.0,44.0,342.0,869.0
1333,350.0,1362.0,1462.0,71.0,476.0,278.0,44.0,343.0,831.0
1334,335.0,1318.0,1462.0,0.0,401.0,159.0,44.0,324.0,746.0
1335,335.0,1249.0,1460.0,0.0,180.0,111.0,44.0,311.0,692.0
1336,334.0,1246.0,1460.0,0.0,195.0,79.0,45.0,252.0,655.0
1337,335.0,1281.0,1460.0,0.0,188.0,79.0,45.0,175.0,548.0
1338,337.0,1396.0,1460.0,2.0,551.0,126.0,45.0,63.0,462.0
1339,336.0,1414.0,1460.0,1038.0,1260.0,516.0,46.0,1.0,485.0
1340,335.0,1393.0,1460.0,1268.0,1311.0,782.0,45.0,0.0,612.0
1341,335.0,1283.0,1461.0,1079.0,1348.0,620.0,45.0,0.0,852.0
1342,323.0,1257.0,1461.0,392.0,980.0,544.0,34.0,0.0,1162.0
1343,308.0,1038.0,1461.0,27.0,710.0,135.0,24.0,0.0,1581.0
1344,314.0,958.0,1459.0,0.0,413.0,67.0,23.0,0.0,2065.0
1345,315.0,868.0,1411.0,0.0,246.0,67.0,25.0,0.0,2346.0
1346,322.0,823.0,1256.0,0.0,85.0,67.0,35.0,0.0,2590.0
1347,322.0,794.0,1132.0,0.0,76.0,67.0,36.0,0.0,2893.0
1348,320.0,856.0,1198.0,0.0,78.0,67.0,37.0,0.0,2935.0
1349,315.0,869.0,1325.0,0.0,133.0,67.0,36.0,0.0,3043.0
1350,321.0,1172.0,1459.0,0.0,209.0,66.0,37.0,0.0,3163.0
1351,325.0,1630.0,1463.0,526.0,250.0,83.0,38.0,0.0,3194.0
1352,328.0,1918.0,1464.0,1459.0,757.0,463.0,38.0,13.0,3291.0
1353,331.0,2082.0,1462.0,1737.0,972.0,572.0,40.0,69.0,3358.0
1354,333.0,1938.0,1461.0,1786.0,1077.0,560.0,40.0,130.0,3203.0
1355,329.0,2036.0,1460.0,1616.0,1075.0,592.0,39.0,113.0,2946.0
1356,333.0,2004.0,1461.0,442.0,1129.0,454.0,38.0,119.0,2626.0
1357,336.0,1991.0,1461.0,520.0,1141.0,286.0,41.0,114.0,2278.0
1358,343.0,2060.0,1460.0,448.0,1009.0,335.0,42.0,85.0,1906.0
1359,337.0,2289.0,1459.0,265.0,574.0,247.0,42.0,63.0,1579.0
1360,333.0,2219.0,1459.0,2.0,444.0,205.0,40.0,45.0,1272.0
1361,329.0,2313.0,1459.0,178.0,761.0,660.0,40.0,29.0,989.0
1362,337.0,2503.0,1460.0,1031.0,1348.0,825.0,43.0,10.0,844.0
1363,332.0,2376.0,1460.0,2000.0,1455.0,808.0,41.0,0.0,758.0
1364,332.0,2506.0,1461.0,2239.0,1575.0,829.0,41.0,0.0,650.0
1365,330.0,2477.0,1460.0,1779.0,1443.0,775.0,41.0,0.0,585.0
1366,329.0,2319.0,1460.0,1459.0,1441.0,651.0,41.0,0.0,537.0
1367,326.0,2253.0,1460.0,164.0,1040.0,415.0,40.0,0.0,563.0
1368,327.0,1550.0,1461.0,3.0,610.0,114.0,39.0,0.0,675.0
1369,325.0,1055.0,1461.0,0.0,483.0,111.0,37.0,0.0,923.0
1370,328.0,899.0,1460.0,102.0,354.0,111.0,37.0,0.0,1082.0
1371,327.0,977.0,1460.0,0.0,124.0,110.0,37.0,0.0,1096.0
1372,322.0,901.0,1460.0,0.0,154.0,109.0,37.0,0.0,1194.0
1373,319.0,1043.0,1460.0,81.0,212.0,108.0,37.0,0.0,1327.0
1374,328.0,1218.0,1460.0,85.0,261.0,108.0,37.0,0.0,1369.0
1375,322.0,1705.0,1460.0,632.0,357.0,261.0,37.0,0.0,1572.0
1376,320.0,2358.0,1461.0,761.0,890.0,370.0,38.0,12.0,1737.0
1377,310.0,2443.0,1461.0,1326.0,1166.0,730.0,40.0,79.0,1497.0
1378,312.0,2321.0,1462.0,1441.0,1207.0,743.0,41.0,155.0,1238.0
1379,283.0,2497.0,1461.0,1628.0,1422.0,869.0,41.0,122.0,1169.0
1380,272.0,2612.0,1461.0,1198.0,1580.0,909.0,42.0,115.0,1111.0
1381,277.0,2572.0,1461.0,1033.0,1527.0,894.0,41.0,121.0,1127.0
1382,280.0,2701.0,1460.0,1092.0,1443.0,888.0,42.0,113.0,1182.0
1383,279.0,2708.0,1454.0,801.0,1537.0,752.0,42.0,95.0,1259.0
1384,277.0,2691.0,1456.0,642.0,1543.0,667.0,41.0,55.0,1465.0
1385,273.0,2761.0,1459.0,451.0,1399.0,507.0,41.0,23.0,1457.0
1386,280.0,2695.0,1459.0,277.0,1281.0,535.0,43.0,4.0,1608.0
1387,278.0,2703.0,1459.0,434.0,1472.0,1003.0,42.0,0.0,1486.0
1388,299.0,2762.0,1461.0,878.0,1553.0,1076.0,38.0,0.0,1235.0
1389,310.0,2691.0,1461.0,946.0,1446.0,1088.0,38.0,0.0,1453.0
1390,329.0,2591.0,1461.0,725.0,1380.0,622.0,40.0,0.0,1773.0
1391,332.0,2263.0,1461.0,419.0,1173.0,419.0,39.0,0.0,2159.0
1392,327.0,1960.0,1461.0,249.0,1066.0,292.0,40.0,0.0,2437.0
1393,322.0,1250.0,1400.0,6.0,549.0,165.0,38.0,0.0,2589.0
1394,314.0,985.0,1306.0,0.0,373.0,168.0,37.0,0.0,2639.0
1395,320.0,1033.0,1396.0,0.0,225.0,114.0,37.0,0.0,2556.0
1396,331.0,877.0,1459.0,0.0,214.0,113.0,37.0,0.0,2374.0
1397,328.0,861.0,1460.0,0.0,264.0,113.0,36.0,0.0,2120.0
1398,321.0,921.0,1461.0,63.0,429.0,143.0,36.0,0.0,1942.0
1399,323.0,1112.0,1460.0,497.0,480.0,698.0,35.0,0.0,1814.0
1400,322.0,1529.0,1460.0,522.0,739.0,729.0,32.0,1.0,1909.0
1401,324.0,1593.0,1459.0,682.0,894.0,791.0,38.0,8.0,1999.0
1402,332.0,1542.0,1459.0,413.0,942.0,664.0,40.0,25.0,2279.0
1403,329.0,1610.0,1460.0,523.0,1211.0,789.0,40.0,36.0,2458.0
1404,331.0,1546.0,1459.0,450.0,1302.0,479.0,41.0,63.0,2727.0
1405,326.0,1530.0,1457.0,111.0,1469.0,327.0,39.0,86.0,3074.0
1406,327.0,1524.0,1457.0,1.0,1059.0,123.0,38.0,98.0,3368.0
1407,328.0,1542.0,1455.0,0.0,1211.0,149.0,38.0,92.0,3562.0
1408,328.0,1524.0,1457.0,0.0,1422.0,179.0,40.0,137.0,3304.0
1409,326.0,1445.0,1459.0,50.0,1406.0,186.0,40.0,96.0,3278.0
1410,330.0,1590.0,1458.0,62.0,1690.0,195.0,41.0,22.0,3221.0
1411,327.0,1563.0,1459.0,228.0,2208.0,426.0,40.0,0.0,3090.0
1412,329.0,1499.0,1459.0,676.0,2328.0,701.0,39.0,0.0,3144.0
1413,322.0,1620.0,1460.0,783.0,2275.0,782.0,37.0,0.0,3006.0
1414,319.0,1543.0,1459.0,557.0,1938.0,542.0,36.0,0.0,3154.0
1415,330.0,1412.0,1459.0,113.0,1339.0,176.0,39.0,0.0,3469.0
1416,322.0,1008.0,1377.0,0.0,994.0,117.0,39.0,0.0,3624.0
1417,328.0,673.0,1043.0,80.0,1063.0,178.0,43.0,0.0,3925.0
1418,332.0,558.0,952.0,0.0,670.0,161.0,44.0,0.0,3937.0
1419,328.0,586.0,1033.0,0.0,660.0,161.0,43.0,0.0,3735.0
1420,332.0,539.0,1044.0,59.0,713.0,112.0,44.0,0.0,3774.0
1421,334.0,574.0,1057.0,41.0,745.0,122.0,44.0,0.0,3821.0
1422,330.0,636.0,1240.0,54.0,681.0,111.0,38.0,0.0,3669.0
1423,316.0,818.0,1418.0,544.0,929.0,171.0,33.0,0.0,3430.0
1424,310.0,1152.0,1463.0,899.0,1409.0,639.0,34.0,1.0,3174.0
1425,306.0,1214.0,1462.0,1205.0,1504.0,621.0,36.0,20.0,3045.0
1426,301.0,1222.0,1458.0,1100.0,1729.0,793.0,37.0,75.0,2828.0
1427,285.0,1189.0,1459.0,1038.0,1697.0,827.0,37.0,97.0,2759.0
1428,284.0,1112.0,1459.0,791.0,1371.0,752.0,37.0,121.0,3244.0
1429,285.0,954.0,1450.0,257.0,1090.0,720.0,38.0,153.0,3671.0
1430,287.0,853.0,1406.0,6.0,836.0,283.0,37.0,187.0,4301.0
1431,288.0,799.0,1422.0,15.0,846.0,291.0,38.0,192.0,4331.0
1432,292.0,808.0,1332.0,301.0,989.0,259.0,40.0,177.0,4437.0
1433,299.0,813.0,1259.0,290.0,1060.0,285.0,41.0,102.0,4352.0
1434,304.0,834.0,1331.0,360.0,1153.0,277.0,41.0,34.0,4226.0
1435,312.0,883.0,1447.0,346.0,1094.0,292.0,42.0,1.0,3752.0
1436,319.0,901.0,1459.0,1376.0,1402.0,425.0,40.0,0.0,3344.0
1437,312.0,902.0,1458.0,1382.0,1510.0,324.0,38.0,0.0,2806.0
1438,310.0,899.0,1458.0,800.0,1558.0,341.0,37.0,0.0,2326.0
1439,312.0,900.0,1458.0,308.0,1488.0,274.0,39.0,0.0,1795.0
1440,323.0,886.0,1412.0,11.0,783.0,239.0,39.0,0.0,1517.0
1441,334.0,618.0,1421.0,0.0,681.0,195.0,39.0,0.0,1319.0
1442,335.0,605.0,1368.0,0.0,729.0,189.0,39.0,0.0,1300.0
1443,329.0,555.0,1269.0,0.0,634.0,191.0,37.0,0.0,1293.0
1444,336.0,558.0,1257.0,0.0,694.0,188.0,38.0,0.0,1524.0
1445,335.0,631.0,1336.0,0.0,732.0,196.0,36.0,0.0,1613.0
1446,332.0,663.0,1444.0,79.0,821.0,277.0,36.0,0.0,1955.0
1447,334.0,848.0,1462.0,1085.0,984.0,556.0,33.0,0.0,2506.0
1448,333.0,1401.0,1464.0,1758.0,1352.0,776.0,36.0,2.0,2867.0
1449,336.0,1513.0,1462.0,1966.0,1551.0,792.0,36.0,19.0,3090.0
1450,337.0,1516.0,1461.0,2100.0,1549.0,795.0,38.0,49.0,3315.0
1451,338.0,1514.0,1460.0,2074.0,1633.0,788.0,40.0,80.0,3337.0
1452,338.0,1619.0,1384.0,2150.0,1760.0,855.0,39.0,122.0,3213.0
1453,342.0,1585.0,1164.0,1828.0,1619.0,941.0,39.0,153.0,3290.0
1454,345.0,1397.0,1165.0,1276.0,1277.0,390.0,44.0,190.0,3531.0
1455,348.0,1284.0,1165.0,422.0,992.0,661.0,46.0,163.0,3900.0
1456,348.0,1381.0,1165.0,378.0,997.0,647.0,45.0,113.0,4059.0
1457,349.0,1309.0,1165.0,807.0,966.0,674.0,46.0,94.0,4096.0
1458,344.0,1249.0,1082.0,682.0,1165.0,772.0,49.0,35.0,4246.0
1459,344.0,1373.0,1100.0,870.0,1451.0,729.0,48.0,1.0,4223.0
1460,343.0,1478.0,1160.0,1162.0,1419.0,781.0,46.0,0.0,4165.0
1461,349.0,1295.0,1166.0,1387.0,1530.0,776.0,46.0,0.0,4151.0
1462,342.0,1092.0,1035.0,1284.0,1381.0,635.0,45.0,0.0,3870.0
1463,338.0,905.0,846.0,544.0,1496.0,340.0,44.0,0.0,3823.0
1464,344.0,571.0,792.0,559.0,777.0,282.0,44.0,0.0,3896.0
1465,339.0,377.0,604.0,533.0,853.0,270.0,42.0,0.0,4033.0
1466,341.0,375.0,552.0,273.0,789.0,203.0,42.0,0.0,4026.0
1467,340.0,386.0,554.0,77.0,656.0,226.0,44.0,0.0,3995.0
1468,340.0,391.0,523.0,4.0,634.0,218.0,45.0,0.0,3906.0
1469,338.0,390.0,558.0,65.0,631.0,240.0,42.0,0.0,3812.0
1470,342.0,390.0,707.0,209.0,729.0,219.0,44.0,0.0,3665.0
1471,334.0,386.0,664.0,384.0,1074.0,218.0,41.0,0.0,3500.0
1472,327.0,387.0,539.0,265.0,1255.0,223.0,43.0,3.0,3462.0
1473,331.0,485.0,581.0,404.0,1287.0,323.0,43.0,21.0,3347.0
1474,324.0,787.0,589.0,890.0,1339.0,782.0,44.0,34.0,3215.0
1475,326.0,873.0,589.0,739.0,1475.0,909.0,44.0,44.0,3152.0
1476,324.0,876.0,590.0,869.0,1407.0,423.0,43.0,51.0,3098.0
1477,330.0,867.0,590.0,733.0,1518.0,437.0,44.0,72.0,3020.0
1478,328.0,689.0,590.0,673.0,1120.0,401.0,43.0,71.0,3052.0
1479,328.0,638.0,590.0,636.0,1116.0,322.0,42.0,67.0,3002.0
1480,327.0,602.0,590.0,524.0,1138.0,446.0,42.0,46.0,2964.0
1481,327.0,728.0,590.0,458.0,1084.0,466.0,44.0,25.0,3006.0
1482,328.0,874.0,590.0,894.0,1315.0,1089.0,45.0,8.0,3031.0
1483,332.0,933.0,590.0,1322.0,1483.0,1102.0,45.0,0.0,2901.0
1484,333.0,979.0,590.0,1394.0,1231.0,754.0,45.0,0.0,2658.0
1485,324.0,938.0,590.0,1546.0,1236.0,847.0,43.0,0.0,2384.0
1486,325.0,824.0,590.0,1381.0,1201.0,976.0,42.0,0.0,2252.0
1487,324.0,696.0,590.0,1176.0,1121.0,521.0,42.0,0.0,2310.0
1488,328.0,512.0,590.0,758.0,1128.0,373.0,42.0,0.0,2105.0
1489,327.0,359.0,590.0,327.0,850.0,259.0,44.0,0.0,1980.0
1490,329.0,360.0,566.0,123.0,1135.0,214.0,45.0,0.0,1852.0
1491,326.0,357.0,521.0,123.0,824.0,215.0,43.0,0.0,1653.0
1492,328.0,357.0,524.0,124.0,641.0,212.0,43.0,0.0,1463.0
1493,328.0,357.0,526.0,125.0,751.0,211.0,41.0,0.0,1202.0
1494,321.0,359.0,521.0,125.0,1056.0,211.0,38.0,0.0,1110.0
1495,325.0,360.0,568.0,126.0,1113.0,254.0,42.0,0.0,1209.0
1496,324.0,360.0,590.0,313.0,1523.0,247.0,41.0,22.0,1005.0
1497,325.0,460.0,590.0,621.0,1511.0,487.0,43.0,97.0,532.0
1498,321.0,649.0,590.0,1011.0,1878.0,756.0,41.0,174.0,560.0
1499,316.0,714.0,590.0,1348.0,1881.0,842.0,41.0,208.0,838.0
1500,319.0,707.0,590.0,1409.0,1883.0,747.0,43.0,214.0,1564.0
1501,318.0,719.0,590.0,774.0,1835.0,726.0,39.0,196.0,2350.0
1502,316.0,720.0,590.0,434.0,1378.0,445.0,39.0,156.0,2912.0
1503,329.0,723.0,590.0,387.0,1273.0,406.0,40.0,118.0,3406.0
1504,334.0,678.0,590.0,6.0,1083.0,255.0,43.0,107.0,3655.0
1505,335.0,705.0,590.0,170.0,1170.0,572.0,43.0,83.0,3671.0
1506,335.0,714.0,590.0,464.0,1465.0,823.0,43.0,34.0,3509.0
1507,333.0,714.0,590.0,1753.0,1968.0,880.0,44.0,2.0,3342.0
1508,336.0,716.0,590.0,1458.0,1756.0,754.0,43.0,0.0,3322.0
1509,332.0,717.0,590.0,636.0,1481.0,813.0,42.0,0.0,3488.0
1510,333.0,715.0,590.0,611.0,1386.0,795.0,43.0,0.0,3283.0
1511,327.0,719.0,435.0,202.0,1449.0,477.0,40.0,0.0,3221.0
1512,329.0,689.0,341.0,77.0,1418.0,322.0,40.0,0.0,3105.0
1513,327.0,565.0,300.0,41.0,1286.0,306.0,41.0,0.0,3138.0
1514,323.0,379.0,195.0,40.0,1130.0,258.0,40.0,0.0,3453.0
1515,316.0,378.0,180.0,0.0,911.0,258.0,39.0,0.0,3592.0
1516,319.0,378.0,217.0,0.0,881.0,257.0,39.0,0.0,3673.0
1517,321.0,382.0,484.0,18.0,981.0,304.0,38.0,0.0,3402.0
1518,322.0,460.0,706.0,513.0,1602.0,276.0,39.0,0.0,3157.0
1519,320.0,903.0,991.0,1258.0,1967.0,343.0,36.0,0.0,2763.0
1520,318.0,1374.0,1154.0,1449.0,1981.0,447.0,35.0,8.0,2487.0
1521,328.0,1493.0,1164.0,1743.0,1974.0,640.0,38.0,78.0,2299.0
1522,324.0,1670.0,1012.0,2126.0,2171.0,906.0,38.0,141.0,2209.0
1523,318.0,1691.0,962.0,2178.0,2179.0,1038.0,41.0,157.0,2214.0
1524,317.0,1653.0,1037.0,1737.0,2312.0,979.0,42.0,233.0,2655.0
1525,330.0,1709.0,1089.0,1381.0,2223.0,542.0,46.0,240.0,3240.0
1526,332.0,1706.0,1094.0,859.0,2278.0,561.0,48.0,247.0,3547.0
1527,327.0,1674.0,1096.0,1125.0,2155.0,492.0,46.0,247.0,3596.0
1528,329.0,1648.0,1096.0,834.0,2039.0,437.0,47.0,227.0,3706.0
1529,320.0,1626.0,1096.0,620.0,2125.0,502.0,46.0,158.0,3793.0
1530,317.0,1644.0,1095.0,837.0,2176.0,565.0,48.0,61.0,3583.0
1531,327.0,1718.0,1097.0,1153.0,2178.0,584.0,45.0,3.0,3472.0
1532,337.0,1767.0,1097.0,1366.0,2168.0,627.0,46.0,0.0,3324.0
1533,338.0,1734.0,1097.0,1616.0,2141.0,586.0,47.0,0.0,3022.0
1534,337.0,1707.0,1135.0,1003.0,2009.0,549.0,46.0,0.0,3026.0
1535,342.0,1381.0,1239.0,167.0,1648.0,432.0,49.0,0.0,3046.0
1536,334.0,754.0,1271.0,132.0,1442.0,446.0,46.0,0.0,3068.0
1537,335.0,436.0,917.0,127.0,1240.0,351.0,42.0,0.0,3206.0
1538,338.0,425.0,752.0,127.0,988.0,311.0,46.0,0.0,3247.0
1539,337.0,424.0,619.0,112.0,854.0,307.0,44.0,0.0,3358.0
1540,337.0,422.0,756.0,118.0,958.0,307.0,46.0,0.0,3301.0
