,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
7557,19.0,2545.0,260.0,62.0,340.0,44.0,574.0,2083.0,0.0,0.0,28.0
7558,19.0,2551.0,259.0,62.0,86.0,44.0,541.0,2083.0,0.0,0.0,25.0
7559,19.0,2443.0,255.0,62.0,0.0,42.0,363.0,2084.0,0.0,0.0,19.0
7560,19.0,2373.0,261.0,62.0,0.0,42.0,168.0,2083.0,0.0,0.0,21.0
7561,18.0,2443.0,260.0,63.0,0.0,42.0,67.0,2083.0,0.0,0.0,22.0
7562,16.0,2404.0,262.0,63.0,0.0,42.0,9.0,2084.0,0.0,0.0,17.0
7563,17.0,2449.0,262.0,63.0,0.0,43.0,51.0,2083.0,0.0,0.0,13.0
7564,16.0,2439.0,262.0,62.0,0.0,41.0,161.0,2082.0,0.0,0.0,16.0
7565,17.0,2472.0,265.0,64.0,0.0,44.0,499.0,2083.0,0.0,0.0,14.0
7566,18.0,2545.0,263.0,64.0,0.0,55.0,807.0,2083.0,23.0,0.0,19.0
7567,19.0,2574.0,261.0,62.0,44.0,110.0,754.0,2084.0,173.0,0.0,12.0
7568,19.0,2558.0,261.0,62.0,40.0,109.0,718.0,2082.0,352.0,0.0,4.0
7569,18.0,2570.0,256.0,62.0,0.0,93.0,571.0,2082.0,501.0,0.0,4.0
7570,18.0,2545.0,255.0,63.0,0.0,84.0,448.0,2082.0,593.0,0.0,8.0
7571,18.0,2538.0,254.0,63.0,0.0,77.0,338.0,2084.0,592.0,0.0,26.0
7572,18.0,2593.0,256.0,63.0,0.0,76.0,224.0,2084.0,534.0,0.0,39.0
7573,19.0,2681.0,258.0,65.0,0.0,81.0,169.0,2082.0,410.0,0.0,44.0
7574,19.0,2674.0,258.0,65.0,0.0,75.0,302.0,2083.0,216.0,0.0,56.0
7575,19.0,2755.0,259.0,65.0,0.0,94.0,486.0,2082.0,36.0,0.0,72.0
7576,19.0,2758.0,260.0,65.0,149.0,99.0,765.0,2083.0,0.0,0.0,81.0
7577,19.0,2767.0,261.0,66.0,259.0,91.0,1049.0,2083.0,0.0,0.0,84.0
7578,19.0,2777.0,262.0,66.0,183.0,65.0,1125.0,2083.0,0.0,0.0,102.0
7579,19.0,2770.0,261.0,67.0,98.0,48.0,1041.0,2082.0,0.0,0.0,125.0
7580,19.0,2779.0,259.0,67.0,0.0,47.0,874.0,2082.0,0.0,0.0,139.0
7581,19.0,2782.0,262.0,66.0,0.0,44.0,654.0,2085.0,0.0,0.0,113.0
7582,19.0,2773.0,262.0,66.0,0.0,43.0,391.0,2086.0,0.0,0.0,100.0
7583,19.0,2827.0,265.0,66.0,0.0,42.0,32.0,2086.0,0.0,0.0,110.0
7584,19.0,2817.0,265.0,65.0,0.0,42.0,9.0,2086.0,0.0,0.0,123.0
7585,19.0,2816.0,266.0,65.0,0.0,42.0,9.0,2086.0,0.0,0.0,116.0
7586,19.0,2841.0,267.0,65.0,0.0,41.0,9.0,2086.0,0.0,0.0,158.0
7587,18.0,2864.0,267.0,65.0,0.0,41.0,9.0,2084.0,0.0,0.0,141.0
7588,17.0,2872.0,274.0,66.0,0.0,41.0,8.0,2083.0,0.0,0.0,162.0
7589,19.0,2874.0,275.0,65.0,0.0,44.0,122.0,2085.0,0.0,0.0,135.0
7590,19.0,2895.0,273.0,65.0,0.0,52.0,525.0,2084.0,4.0,0.0,105.0
7591,17.0,2910.0,266.0,65.0,0.0,92.0,566.0,2083.0,40.0,0.0,123.0
7592,17.0,2911.0,233.0,64.0,0.0,108.0,537.0,2083.0,110.0,0.0,149.0
7593,19.0,2911.0,232.0,64.0,0.0,106.0,395.0,2083.0,177.0,0.0,142.0
7594,18.0,2916.0,236.0,65.0,0.0,86.0,323.0,2085.0,204.0,0.0,150.0
7595,18.0,2911.0,234.0,66.0,0.0,82.0,291.0,2084.0,195.0,0.0,155.0
7596,16.0,2905.0,234.0,63.0,0.0,76.0,287.0,2084.0,188.0,0.0,138.0
7597,19.0,2900.0,237.0,65.0,0.0,76.0,285.0,2082.0,158.0,0.0,105.0
7598,18.0,2903.0,249.0,64.0,0.0,79.0,367.0,2084.0,82.0,0.0,98.0
7599,19.0,2899.0,244.0,63.0,0.0,96.0,510.0,2083.0,14.0,0.0,87.0
7600,19.0,2900.0,251.0,63.0,99.0,97.0,851.0,2082.0,0.0,0.0,66.0
7601,19.0,2899.0,254.0,63.0,312.0,82.0,999.0,2082.0,0.0,0.0,63.0
7602,19.0,2903.0,272.0,61.0,361.0,68.0,944.0,2082.0,0.0,0.0,76.0
7603,19.0,2896.0,274.0,63.0,148.0,51.0,985.0,2082.0,0.0,0.0,82.0
7604,19.0,2870.0,280.0,61.0,0.0,48.0,949.0,2081.0,0.0,0.0,65.0
7605,19.0,2795.0,289.0,62.0,0.0,43.0,742.0,2082.0,0.0,0.0,56.0
7606,19.0,2738.0,291.0,62.0,0.0,43.0,473.0,2082.0,0.0,0.0,37.0
7607,19.0,2750.0,273.0,58.0,0.0,42.0,150.0,2082.0,0.0,0.0,24.0
7608,19.0,2825.0,273.0,59.0,0.0,41.0,9.0,2085.0,0.0,0.0,22.0
7609,19.0,2821.0,271.0,60.0,0.0,41.0,9.0,2085.0,0.0,0.0,18.0
7610,19.0,2840.0,275.0,58.0,0.0,40.0,9.0,2083.0,0.0,0.0,16.0
7611,19.0,2781.0,275.0,58.0,0.0,43.0,9.0,2085.0,0.0,0.0,14.0
7612,19.0,2806.0,274.0,56.0,0.0,48.0,8.0,2085.0,0.0,0.0,19.0
7613,18.0,2826.0,275.0,56.0,0.0,53.0,225.0,2086.0,0.0,0.0,40.0
7614,17.0,2929.0,272.0,58.0,0.0,74.0,521.0,2087.0,7.0,0.0,25.0
7615,18.0,2848.0,268.0,58.0,0.0,128.0,683.0,2086.0,46.0,0.0,21.0
7616,18.0,2932.0,268.0,58.0,0.0,132.0,642.0,2085.0,90.0,0.0,14.0
7617,18.0,2944.0,273.0,58.0,0.0,116.0,555.0,2084.0,141.0,0.0,16.0
7618,18.0,3000.0,266.0,58.0,0.0,97.0,487.0,2085.0,180.0,0.0,18.0
7619,18.0,3028.0,264.0,58.0,0.0,69.0,439.0,2085.0,208.0,0.0,15.0
7620,18.0,3061.0,264.0,63.0,0.0,90.0,282.0,2085.0,238.0,0.0,35.0
7621,18.0,3013.0,264.0,63.0,0.0,94.0,302.0,2084.0,184.0,0.0,56.0
7622,18.0,3099.0,268.0,61.0,0.0,97.0,333.0,2083.0,77.0,0.0,51.0
7623,18.0,3165.0,270.0,61.0,0.0,104.0,449.0,2083.0,8.0,0.0,42.0
7624,18.0,3194.0,268.0,61.0,0.0,84.0,801.0,2081.0,0.0,0.0,36.0
7625,17.0,3184.0,270.0,61.0,119.0,76.0,965.0,2083.0,0.0,0.0,41.0
7626,18.0,3090.0,275.0,61.0,133.0,72.0,1046.0,2083.0,0.0,0.0,25.0
7627,18.0,3058.0,275.0,60.0,130.0,51.0,895.0,2082.0,0.0,0.0,19.0
7628,18.0,3089.0,276.0,62.0,3.0,44.0,749.0,2081.0,0.0,0.0,27.0
7629,18.0,3006.0,272.0,62.0,0.0,44.0,542.0,2080.0,0.0,0.0,38.0
7630,18.0,3002.0,273.0,62.0,0.0,44.0,220.0,2080.0,0.0,0.0,66.0
7631,18.0,2941.0,291.0,63.0,0.0,45.0,9.0,2082.0,0.0,0.0,91.0
7632,18.0,3014.0,295.0,63.0,0.0,45.0,9.0,2082.0,0.0,0.0,121.0
7633,17.0,2999.0,297.0,63.0,0.0,45.0,9.0,2082.0,0.0,0.0,133.0
7634,17.0,2877.0,299.0,63.0,0.0,44.0,9.0,2085.0,0.0,0.0,198.0
7635,18.0,2902.0,299.0,63.0,0.0,44.0,9.0,2085.0,0.0,0.0,198.0
7636,17.0,2910.0,297.0,60.0,0.0,47.0,8.0,2083.0,0.0,0.0,220.0
7637,18.0,2941.0,300.0,61.0,0.0,48.0,9.0,2084.0,0.0,0.0,245.0
7638,18.0,3020.0,303.0,61.0,0.0,74.0,302.0,2084.0,4.0,0.0,192.0
7639,18.0,3007.0,301.0,62.0,0.0,130.0,357.0,2083.0,66.0,0.0,219.0
7640,17.0,2987.0,297.0,62.0,0.0,130.0,314.0,2085.0,189.0,0.0,265.0
7641,18.0,2877.0,297.0,62.0,0.0,121.0,207.0,2088.0,311.0,0.0,284.0
7642,18.0,2967.0,294.0,61.0,0.0,86.0,114.0,2088.0,347.0,0.0,294.0
7643,18.0,2994.0,294.0,62.0,0.0,69.0,81.0,2085.0,357.0,0.0,281.0
7644,18.0,2958.0,294.0,62.0,0.0,89.0,41.0,2084.0,293.0,0.0,281.0
7645,18.0,2967.0,296.0,62.0,0.0,102.0,40.0,2084.0,215.0,0.0,256.0
7646,18.0,3008.0,297.0,61.0,0.0,108.0,140.0,2085.0,107.0,0.0,253.0
7647,18.0,3020.0,299.0,61.0,0.0,111.0,314.0,2085.0,16.0,0.0,254.0
7648,18.0,3041.0,301.0,62.0,93.0,101.0,574.0,2085.0,0.0,0.0,335.0
7649,17.0,3047.0,298.0,62.0,301.0,84.0,650.0,2086.0,0.0,0.0,328.0
7650,18.0,3038.0,294.0,61.0,260.0,71.0,636.0,2086.0,0.0,0.0,389.0
7651,18.0,3015.0,297.0,62.0,151.0,54.0,633.0,2084.0,0.0,0.0,389.0
7652,18.0,3020.0,295.0,61.0,93.0,47.0,490.0,2084.0,0.0,0.0,379.0
7653,18.0,3017.0,297.0,61.0,0.0,48.0,374.0,2084.0,0.0,0.0,356.0
7654,18.0,3009.0,296.0,60.0,0.0,48.0,62.0,2083.0,0.0,0.0,356.0
7655,18.0,2851.0,299.0,62.0,0.0,46.0,9.0,2085.0,0.0,0.0,337.0
7656,19.0,2937.0,300.0,62.0,0.0,46.0,9.0,2084.0,0.0,0.0,342.0
7657,19.0,2797.0,300.0,63.0,0.0,46.0,9.0,2083.0,0.0,0.0,344.0
7658,18.0,2790.0,299.0,64.0,0.0,45.0,9.0,2083.0,0.0,0.0,375.0
7659,18.0,2747.0,301.0,64.0,0.0,46.0,9.0,2084.0,0.0,0.0,393.0
7660,18.0,2848.0,307.0,62.0,0.0,48.0,8.0,2084.0,0.0,0.0,432.0
7661,18.0,2965.0,308.0,63.0,0.0,51.0,34.0,2083.0,0.0,0.0,431.0
7662,17.0,3017.0,307.0,63.0,0.0,59.0,209.0,2084.0,5.0,0.0,449.0
7663,18.0,3033.0,301.0,64.0,0.0,118.0,282.0,2085.0,49.0,0.0,459.0
7664,17.0,3041.0,300.0,64.0,0.0,116.0,302.0,2083.0,118.0,0.0,476.0
7665,18.0,3048.0,299.0,64.0,0.0,112.0,246.0,2085.0,159.0,0.0,478.0
7666,18.0,3067.0,298.0,64.0,0.0,112.0,230.0,2084.0,162.0,0.0,449.0
7667,18.0,3051.0,298.0,63.0,0.0,79.0,228.0,2085.0,155.0,0.0,426.0
7668,18.0,3034.0,298.0,63.0,0.0,100.0,226.0,2082.0,153.0,0.0,431.0
7669,18.0,3086.0,295.0,62.0,0.0,110.0,181.0,2085.0,104.0,0.0,430.0
7670,18.0,3088.0,296.0,61.0,0.0,110.0,293.0,2085.0,46.0,0.0,413.0
7671,19.0,3088.0,298.0,61.0,100.0,102.0,409.0,2086.0,6.0,0.0,364.0
7672,19.0,3102.0,298.0,61.0,372.0,109.0,510.0,2086.0,0.0,0.0,339.0
7673,19.0,3095.0,299.0,61.0,369.0,86.0,785.0,2086.0,0.0,0.0,321.0
7674,19.0,3081.0,300.0,62.0,416.0,73.0,779.0,2084.0,0.0,0.0,282.0
7675,19.0,3100.0,300.0,61.0,245.0,58.0,737.0,2085.0,0.0,0.0,297.0
7676,19.0,3059.0,298.0,60.0,58.0,47.0,696.0,2087.0,0.0,0.0,293.0
7677,19.0,3052.0,297.0,60.0,0.0,48.0,558.0,2087.0,0.0,0.0,313.0
7678,19.0,3037.0,296.0,61.0,0.0,47.0,305.0,2086.0,0.0,0.0,316.0
7679,19.0,2982.0,294.0,61.0,0.0,48.0,53.0,2086.0,0.0,0.0,314.0
7680,18.0,3026.0,295.0,61.0,0.0,47.0,9.0,2086.0,0.0,0.0,326.0
7681,18.0,3018.0,294.0,61.0,0.0,47.0,9.0,2086.0,0.0,0.0,309.0
7682,18.0,3048.0,294.0,61.0,0.0,46.0,9.0,2085.0,0.0,0.0,298.0
7683,18.0,3030.0,296.0,61.0,0.0,47.0,9.0,2086.0,0.0,0.0,317.0
7684,18.0,3035.0,298.0,62.0,0.0,46.0,8.0,2085.0,0.0,0.0,323.0
7685,18.0,3047.0,299.0,62.0,0.0,47.0,9.0,2084.0,0.0,0.0,290.0
7686,19.0,3039.0,300.0,61.0,0.0,55.0,108.0,2083.0,2.0,0.0,295.0
7687,19.0,3078.0,300.0,61.0,0.0,68.0,559.0,2084.0,28.0,0.0,252.0
7688,19.0,3123.0,299.0,61.0,0.0,91.0,732.0,2085.0,73.0,0.0,255.0
7689,18.0,3122.0,297.0,60.0,0.0,89.0,730.0,2086.0,100.0,0.0,302.0
7690,18.0,3120.0,295.0,59.0,0.0,84.0,774.0,2085.0,115.0,0.0,316.0
7691,18.0,3122.0,295.0,59.0,0.0,77.0,665.0,2084.0,129.0,0.0,380.0
7692,18.0,3124.0,296.0,61.0,0.0,78.0,637.0,2083.0,94.0,0.0,399.0
7693,18.0,3130.0,297.0,59.0,0.0,60.0,556.0,2085.0,62.0,0.0,416.0
7694,18.0,3095.0,297.0,61.0,0.0,49.0,626.0,2084.0,26.0,0.0,420.0
7695,18.0,3028.0,297.0,62.0,17.0,58.0,813.0,2084.0,3.0,0.0,418.0
7696,18.0,2875.0,297.0,61.0,212.0,73.0,997.0,2083.0,0.0,0.0,446.0
7697,18.0,2802.0,297.0,62.0,297.0,85.0,1005.0,2083.0,0.0,0.0,435.0
7698,19.0,2747.0,295.0,59.0,290.0,82.0,985.0,2084.0,0.0,0.0,369.0
7699,19.0,2741.0,298.0,60.0,111.0,70.0,933.0,2084.0,0.0,0.0,370.0
7700,19.0,2745.0,297.0,60.0,0.0,60.0,812.0,2084.0,0.0,0.0,359.0
7701,19.0,2826.0,297.0,61.0,0.0,46.0,736.0,2083.0,0.0,0.0,351.0
7702,19.0,2752.0,298.0,61.0,0.0,45.0,549.0,2083.0,0.0,0.0,399.0
7703,19.0,2806.0,298.0,75.0,0.0,44.0,251.0,2084.0,0.0,0.0,382.0
7704,19.0,2785.0,298.0,112.0,0.0,44.0,39.0,2085.0,0.0,0.0,331.0
7705,19.0,2686.0,298.0,138.0,0.0,44.0,9.0,2087.0,0.0,0.0,312.0
7706,18.0,2629.0,298.0,144.0,0.0,42.0,9.0,2087.0,0.0,0.0,312.0
7707,19.0,2821.0,298.0,144.0,0.0,42.0,9.0,2086.0,0.0,0.0,248.0
7708,19.0,2823.0,296.0,147.0,0.0,44.0,9.0,2085.0,0.0,0.0,204.0
7709,19.0,2633.0,297.0,141.0,0.0,46.0,9.0,2085.0,0.0,0.0,243.0
7710,19.0,2760.0,298.0,123.0,0.0,50.0,43.0,2085.0,3.0,0.0,212.0
7711,19.0,2804.0,300.0,118.0,0.0,65.0,675.0,2085.0,22.0,0.0,177.0
7712,19.0,2768.0,300.0,113.0,2.0,62.0,967.0,2084.0,58.0,0.0,159.0
7713,19.0,2808.0,300.0,104.0,49.0,60.0,1078.0,2084.0,86.0,0.0,131.0
7714,18.0,2877.0,296.0,124.0,0.0,70.0,1013.0,2087.0,108.0,0.0,147.0
7715,18.0,2876.0,299.0,125.0,0.0,88.0,1057.0,2087.0,104.0,0.0,178.0
7716,19.0,2879.0,298.0,147.0,0.0,82.0,964.0,2085.0,90.0,0.0,101.0
7717,19.0,2842.0,297.0,146.0,0.0,62.0,842.0,2085.0,48.0,0.0,90.0
7718,19.0,2845.0,299.0,146.0,0.0,50.0,864.0,2088.0,16.0,0.0,94.0
7719,19.0,2846.0,299.0,146.0,50.0,53.0,1043.0,2087.0,1.0,0.0,109.0
7720,19.0,2830.0,297.0,146.0,327.0,65.0,1100.0,2085.0,0.0,0.0,194.0
7721,19.0,2805.0,301.0,146.0,514.0,64.0,1114.0,2086.0,0.0,0.0,145.0
7722,19.0,2804.0,299.0,151.0,488.0,64.0,976.0,2086.0,0.0,0.0,185.0
7723,19.0,2810.0,299.0,151.0,411.0,57.0,901.0,2086.0,0.0,0.0,152.0
7724,18.0,2835.0,298.0,151.0,140.0,53.0,841.0,2087.0,0.0,0.0,180.0
7725,16.0,2823.0,298.0,155.0,0.0,50.0,732.0,2085.0,0.0,0.0,246.0
7726,18.0,2804.0,297.0,155.0,0.0,44.0,417.0,2084.0,0.0,0.0,282.0
7727,18.0,2767.0,295.0,156.0,0.0,43.0,105.0,2086.0,0.0,0.0,261.0
7728,19.0,2774.0,296.0,156.0,0.0,43.0,11.0,2086.0,0.0,0.0,244.0
7729,16.0,2574.0,301.0,156.0,0.0,43.0,9.0,2085.0,0.0,0.0,216.0
7730,17.0,2448.0,299.0,156.0,0.0,40.0,9.0,2086.0,0.0,0.0,188.0
7731,18.0,2567.0,299.0,156.0,0.0,51.0,9.0,2086.0,0.0,0.0,161.0
7732,17.0,2723.0,294.0,161.0,0.0,54.0,8.0,2084.0,0.0,0.0,200.0
7733,17.0,2787.0,298.0,159.0,0.0,60.0,252.0,2084.0,0.0,0.0,297.0
7734,17.0,2751.0,298.0,158.0,0.0,99.0,627.0,2085.0,2.0,0.0,365.0
7735,18.0,2787.0,298.0,158.0,0.0,135.0,752.0,2085.0,21.0,0.0,369.0
7736,17.0,2999.0,298.0,157.0,0.0,134.0,797.0,2084.0,67.0,0.0,304.0
7737,17.0,3058.0,299.0,157.0,0.0,156.0,685.0,2083.0,101.0,0.0,296.0
7738,18.0,3000.0,304.0,156.0,0.0,142.0,637.0,2082.0,116.0,0.0,400.0
7739,18.0,3050.0,315.0,156.0,0.0,107.0,644.0,2083.0,155.0,0.0,352.0
7740,18.0,3018.0,315.0,156.0,0.0,138.0,434.0,2083.0,214.0,0.0,398.0
7741,18.0,2852.0,317.0,157.0,0.0,143.0,373.0,2083.0,254.0,0.0,415.0
7742,18.0,2934.0,314.0,157.0,0.0,146.0,374.0,2085.0,146.0,0.0,357.0
7743,18.0,3098.0,316.0,158.0,0.0,152.0,483.0,2084.0,19.0,0.0,280.0
7744,18.0,3178.0,317.0,159.0,0.0,148.0,770.0,2084.0,0.0,0.0,267.0
7745,19.0,3175.0,316.0,159.0,0.0,123.0,1011.0,2084.0,0.0,0.0,253.0
7746,19.0,3141.0,315.0,160.0,0.0,97.0,1010.0,2085.0,0.0,0.0,317.0
7747,19.0,3142.0,316.0,160.0,0.0,85.0,873.0,2085.0,0.0,0.0,266.0
7748,20.0,3118.0,315.0,161.0,0.0,67.0,810.0,2086.0,0.0,0.0,130.0
7749,19.0,3013.0,316.0,161.0,0.0,62.0,797.0,2084.0,0.0,0.0,100.0
7750,19.0,2985.0,316.0,161.0,0.0,60.0,571.0,2083.0,0.0,0.0,80.0
7751,19.0,2970.0,312.0,129.0,0.0,61.0,106.0,2084.0,0.0,0.0,76.0
7752,19.0,3004.0,311.0,59.0,0.0,60.0,9.0,2084.0,0.0,0.0,99.0
7753,18.0,3034.0,313.0,61.0,0.0,60.0,9.0,2085.0,0.0,0.0,106.0
7754,19.0,2954.0,312.0,61.0,0.0,60.0,9.0,2085.0,0.0,0.0,122.0
7755,19.0,3038.0,313.0,62.0,0.0,59.0,9.0,2086.0,0.0,0.0,182.0
7756,19.0,3039.0,315.0,62.0,0.0,71.0,9.0,2086.0,0.0,0.0,216.0
7757,18.0,3044.0,312.0,63.0,0.0,75.0,143.0,2085.0,0.0,0.0,234.0
7758,19.0,3042.0,315.0,62.0,0.0,127.0,411.0,2084.0,2.0,0.0,230.0
7759,19.0,2997.0,314.0,61.0,0.0,158.0,730.0,2085.0,27.0,0.0,198.0
7760,18.0,2998.0,315.0,60.0,0.0,154.0,915.0,2086.0,53.0,0.0,179.0
7761,18.0,3056.0,311.0,61.0,0.0,149.0,843.0,2088.0,64.0,0.0,93.0
7762,19.0,3092.0,310.0,63.0,0.0,138.0,833.0,2088.0,65.0,0.0,56.0
7763,19.0,3071.0,311.0,62.0,0.0,132.0,707.0,2087.0,65.0,0.0,72.0
7764,18.0,3074.0,314.0,61.0,0.0,130.0,681.0,2086.0,44.0,0.0,77.0
7765,19.0,3071.0,314.0,61.0,0.0,144.0,639.0,2088.0,26.0,0.0,81.0
7766,19.0,3077.0,315.0,61.0,0.0,150.0,649.0,2087.0,9.0,0.0,98.0
7767,19.0,3077.0,315.0,59.0,0.0,164.0,772.0,2086.0,0.0,0.0,88.0
7768,19.0,3084.0,315.0,59.0,40.0,170.0,1005.0,2086.0,0.0,0.0,84.0
7769,19.0,3032.0,315.0,59.0,268.0,139.0,1070.0,2086.0,0.0,0.0,85.0
7770,19.0,3006.0,318.0,57.0,359.0,122.0,1018.0,2088.0,0.0,0.0,97.0
7771,19.0,3002.0,320.0,61.0,325.0,82.0,889.0,2087.0,0.0,0.0,105.0
7772,19.0,3003.0,319.0,61.0,213.0,79.0,798.0,2085.0,0.0,0.0,105.0
7773,19.0,3002.0,317.0,61.0,5.0,80.0,819.0,2085.0,0.0,0.0,109.0
7774,19.0,3002.0,318.0,61.0,0.0,74.0,590.0,2086.0,0.0,0.0,108.0
7775,19.0,2991.0,319.0,59.0,0.0,73.0,117.0,2086.0,0.0,0.0,129.0
7776,19.0,3064.0,320.0,60.0,0.0,74.0,9.0,2085.0,0.0,0.0,128.0
7777,18.0,3015.0,320.0,60.0,0.0,75.0,9.0,2085.0,0.0,0.0,127.0
7778,18.0,2905.0,321.0,60.0,0.0,81.0,9.0,2084.0,0.0,0.0,121.0
7779,18.0,3053.0,321.0,49.0,0.0,86.0,9.0,2086.0,0.0,0.0,151.0
7780,18.0,3045.0,319.0,62.0,0.0,101.0,8.0,2086.0,0.0,0.0,173.0
7781,18.0,3066.0,321.0,75.0,0.0,114.0,174.0,2086.0,0.0,0.0,179.0
7782,18.0,3097.0,321.0,85.0,0.0,128.0,494.0,2086.0,0.0,0.0,210.0
7783,19.0,3106.0,322.0,85.0,0.0,152.0,618.0,2086.0,4.0,0.0,233.0
7784,18.0,3113.0,322.0,93.0,0.0,160.0,744.0,2087.0,13.0,0.0,233.0
7785,17.0,3136.0,321.0,93.0,0.0,175.0,729.0,2086.0,22.0,0.0,238.0
7786,17.0,3099.0,320.0,90.0,0.0,186.0,752.0,2085.0,26.0,0.0,222.0
7787,16.0,3138.0,321.0,94.0,0.0,141.0,722.0,2085.0,25.0,0.0,253.0
7788,16.0,3139.0,321.0,94.0,0.0,151.0,606.0,2086.0,24.0,0.0,276.0
7789,15.0,3152.0,323.0,94.0,0.0,150.0,525.0,2085.0,18.0,0.0,333.0
7790,15.0,3158.0,323.0,93.0,0.0,157.0,551.0,2085.0,9.0,0.0,358.0
7791,14.0,3152.0,326.0,92.0,0.0,167.0,598.0,2084.0,1.0,0.0,402.0
7792,15.0,3158.0,326.0,94.0,55.0,185.0,780.0,2085.0,0.0,0.0,439.0
7793,16.0,3155.0,328.0,94.0,185.0,173.0,873.0,2086.0,0.0,0.0,458.0
7794,15.0,3157.0,325.0,91.0,152.0,172.0,897.0,2086.0,0.0,0.0,439.0
7795,16.0,3152.0,324.0,91.0,179.0,159.0,833.0,2087.0,0.0,0.0,291.0
7796,16.0,3150.0,324.0,91.0,7.0,138.0,712.0,2087.0,0.0,0.0,384.0
7797,16.0,3057.0,319.0,92.0,0.0,109.0,428.0,2087.0,0.0,0.0,481.0
7798,15.0,3009.0,319.0,92.0,0.0,112.0,72.0,2085.0,0.0,0.0,485.0
7799,14.0,2973.0,322.0,92.0,0.0,109.0,9.0,2084.0,0.0,0.0,474.0
7800,14.0,3035.0,324.0,92.0,0.0,119.0,9.0,2088.0,0.0,0.0,464.0
7801,14.0,3035.0,324.0,91.0,0.0,118.0,9.0,2089.0,0.0,0.0,464.0
7802,14.0,3069.0,323.0,91.0,0.0,117.0,9.0,2087.0,0.0,0.0,460.0
7803,15.0,3049.0,323.0,93.0,0.0,116.0,9.0,2086.0,0.0,0.0,458.0
7804,15.0,3052.0,321.0,89.0,0.0,115.0,8.0,2085.0,0.0,0.0,416.0
7805,17.0,3070.0,323.0,90.0,0.0,134.0,117.0,2084.0,0.0,0.0,397.0
7806,15.0,3098.0,324.0,91.0,0.0,153.0,413.0,2085.0,1.0,0.0,408.0
7807,16.0,3081.0,323.0,92.0,0.0,196.0,544.0,2085.0,16.0,0.0,412.0
7808,17.0,3142.0,322.0,92.0,0.0,190.0,594.0,2087.0,40.0,0.0,408.0
7809,16.0,3106.0,322.0,92.0,0.0,187.0,553.0,2085.0,59.0,0.0,413.0
7810,16.0,3108.0,322.0,92.0,0.0,175.0,536.0,2086.0,73.0,0.0,395.0
7811,18.0,3099.0,323.0,92.0,0.0,163.0,539.0,2085.0,68.0,0.0,364.0
7812,18.0,3121.0,325.0,93.0,0.0,157.0,503.0,2085.0,52.0,0.0,341.0
7813,19.0,3112.0,327.0,93.0,0.0,167.0,494.0,2086.0,40.0,0.0,310.0
7814,20.0,3142.0,328.0,91.0,0.0,168.0,609.0,2087.0,20.0,0.0,249.0
7815,20.0,3139.0,323.0,91.0,0.0,150.0,825.0,2087.0,2.0,0.0,217.0
7816,23.0,3170.0,326.0,91.0,160.0,154.0,953.0,2085.0,0.0,0.0,202.0
7817,26.0,3163.0,326.0,90.0,337.0,139.0,1024.0,2085.0,0.0,0.0,188.0
7818,27.0,3092.0,328.0,89.0,400.0,140.0,1041.0,2086.0,0.0,0.0,166.0
7819,27.0,2908.0,328.0,89.0,380.0,131.0,1037.0,2087.0,0.0,0.0,132.0
7820,28.0,2918.0,329.0,88.0,209.0,121.0,1075.0,2085.0,0.0,0.0,99.0
7821,28.0,2906.0,331.0,88.0,157.0,107.0,993.0,2087.0,0.0,0.0,109.0
7822,27.0,2887.0,329.0,88.0,48.0,97.0,740.0,2084.0,0.0,0.0,139.0
7823,27.0,2876.0,329.0,87.0,0.0,94.0,390.0,2086.0,0.0,0.0,140.0
7824,27.0,2878.0,330.0,87.0,0.0,88.0,165.0,2086.0,0.0,0.0,121.0
7825,27.0,2903.0,331.0,87.0,0.0,88.0,9.0,2086.0,0.0,0.0,119.0
7826,27.0,2895.0,330.0,87.0,0.0,87.0,9.0,2086.0,0.0,0.0,103.0
7827,27.0,2895.0,330.0,87.0,0.0,87.0,11.0,2086.0,0.0,0.0,105.0
7828,27.0,2867.0,328.0,86.0,0.0,84.0,152.0,2088.0,0.0,0.0,91.0
7829,27.0,2864.0,329.0,87.0,0.0,91.0,542.0,2086.0,0.0,0.0,63.0
7830,28.0,2870.0,330.0,87.0,0.0,100.0,833.0,2085.0,1.0,0.0,72.0
7831,22.0,2880.0,330.0,88.0,0.0,137.0,960.0,2087.0,24.0,0.0,83.0
7832,19.0,2929.0,329.0,88.0,0.0,145.0,978.0,2086.0,76.0,0.0,77.0
7833,19.0,2904.0,330.0,88.0,0.0,145.0,992.0,2085.0,138.0,0.0,57.0
7834,19.0,2852.0,326.0,87.0,0.0,130.0,967.0,2085.0,176.0,0.0,59.0
7835,18.0,2901.0,328.0,87.0,0.0,121.0,899.0,2086.0,181.0,0.0,80.0
7836,17.0,2848.0,334.0,87.0,0.0,121.0,748.0,2085.0,158.0,0.0,113.0
