,Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
6592,353.0,1420.0,15557.0,17.0,650.0
6593,359.0,1424.0,16483.0,16.0,590.0
6594,355.0,1426.0,16649.0,16.0,613.0
6595,358.0,1425.0,15975.0,16.0,610.0
6596,365.0,1427.0,14512.0,17.0,635.0
6597,354.0,1426.0,13148.0,22.0,595.0
6598,354.0,1424.0,12036.0,24.0,562.0
6599,356.0,1393.0,10934.0,45.0,570.0
6600,355.0,1388.0,10104.0,61.0,574.0
6601,356.0,1385.0,9893.0,100.0,561.0
6602,356.0,1383.0,9764.0,91.0,543.0
6603,359.0,1380.0,10064.0,113.0,562.0
6604,363.0,1377.0,10860.0,110.0,606.0
6605,361.0,1375.0,13828.0,108.0,562.0
6606,362.0,1375.0,16071.0,51.0,445.0
6607,362.0,1374.0,16947.0,58.0,499.0
6608,361.0,1371.0,17063.0,40.0,463.0
6609,361.0,1375.0,16873.0,70.0,478.0
6610,357.0,1375.0,16499.0,48.0,478.0
6611,355.0,1380.0,16122.0,68.0,405.0
6612,355.0,1380.0,15775.0,46.0,392.0
6613,356.0,1376.0,15499.0,34.0,390.0
6614,358.0,1376.0,15251.0,41.0,389.0
6615,356.0,1371.0,15247.0,50.0,372.0
6616,358.0,1371.0,16195.0,64.0,363.0
6617,359.0,1365.0,17400.0,82.0,273.0
6618,359.0,1364.0,17930.0,76.0,240.0
6619,360.0,1362.0,17226.0,91.0,221.0
6620,356.0,1361.0,16502.0,98.0,214.0
6621,357.0,1359.0,15216.0,60.0,208.0
6622,362.0,1357.0,14025.0,69.0,218.0
6623,353.0,1356.0,14436.0,59.0,247.0
6624,353.0,1355.0,13888.0,38.0,278.0
6625,348.0,1352.0,13881.0,73.0,288.0
6626,348.0,1350.0,14687.0,25.0,335.0
6627,334.0,1348.0,14925.0,115.0,425.0
6628,349.0,1348.0,15791.0,117.0,375.0
6629,349.0,1351.0,17660.0,98.0,399.0
6630,350.0,1354.0,18077.0,72.0,426.0
6631,352.0,1357.0,18606.0,71.0,425.0
6632,346.0,1356.0,18501.0,60.0,391.0
6633,353.0,1360.0,18261.0,41.0,341.0
6634,352.0,1363.0,17758.0,56.0,281.0
6635,351.0,1376.0,17897.0,58.0,340.0
6636,349.0,1386.0,17696.0,68.0,384.0
6637,349.0,1397.0,17421.0,99.0,423.0
6638,356.0,1407.0,17015.0,123.0,424.0
6639,349.0,1415.0,17356.0,157.0,452.0
6640,352.0,1435.0,16968.0,165.0,469.0
6641,346.0,1442.0,17055.0,143.0,491.0
6642,351.0,1449.0,17252.0,148.0,567.0
6643,350.0,1449.0,16520.0,146.0,678.0
6644,352.0,1456.0,15505.0,225.0,759.0
6645,346.0,1457.0,14813.0,156.0,641.0
6646,348.0,1455.0,13142.0,174.0,616.0
6647,352.0,1447.0,12558.0,176.0,539.0
6648,359.0,1441.0,11131.0,218.0,632.0
6649,360.0,1438.0,10546.0,247.0,648.0
6650,359.0,1440.0,10454.0,196.0,586.0
6651,361.0,1441.0,10945.0,204.0,571.0
6652,354.0,1440.0,12723.0,214.0,549.0
6653,361.0,1439.0,15046.0,191.0,507.0
6654,360.0,1434.0,16777.0,217.0,515.0
6655,356.0,1434.0,17148.0,184.0,488.0
6656,349.0,1435.0,17438.0,226.0,483.0
6657,354.0,1437.0,17024.0,208.0,455.0
6658,355.0,1435.0,16648.0,208.0,454.0
6659,357.0,1435.0,16029.0,212.0,526.0
6660,359.0,1432.0,16558.0,224.0,449.0
6661,357.0,1433.0,15723.0,230.0,449.0
6662,354.0,1431.0,15845.0,227.0,476.0
6663,353.0,1431.0,16005.0,251.0,457.0
6664,357.0,1425.0,15848.0,261.0,459.0
6665,358.0,1428.0,16120.0,276.0,455.0
6666,359.0,1427.0,16088.0,272.0,439.0
6667,355.0,1427.0,15593.0,269.0,404.0
6668,346.0,1426.0,15217.0,272.0,436.0
6669,344.0,1423.0,14594.0,269.0,447.0
6670,344.0,1419.0,13344.0,256.0,455.0
6671,346.0,1409.0,13546.0,235.0,440.0
6672,344.0,1398.0,12964.0,218.0,421.0
6673,348.0,1376.0,13066.0,209.0,398.0
6674,348.0,1361.0,13364.0,172.0,362.0
6675,345.0,1351.0,13945.0,137.0,334.0
6676,348.0,1345.0,14381.0,118.0,263.0
6677,348.0,1343.0,15135.0,94.0,188.0
6678,351.0,1343.0,16153.0,65.0,153.0
6679,346.0,1338.0,16965.0,49.0,126.0
6680,351.0,1336.0,17713.0,49.0,109.0
6681,352.0,1330.0,17795.0,68.0,194.0
6682,345.0,1333.0,17653.0,59.0,128.0
6683,349.0,1336.0,17663.0,38.0,110.0
6684,348.0,1333.0,17667.0,41.0,102.0
6685,344.0,1336.0,17703.0,73.0,127.0
6686,342.0,1338.0,17738.0,91.0,134.0
6687,344.0,1336.0,17701.0,98.0,168.0
6688,344.0,1342.0,18136.0,101.0,176.0
6689,336.0,1341.0,18246.0,73.0,156.0
6690,339.0,1337.0,18100.0,59.0,192.0
6691,344.0,1332.0,17398.0,85.0,183.0
6692,344.0,1328.0,17177.0,46.0,247.0
6693,340.0,1325.0,16275.0,24.0,264.0
6694,345.0,1322.0,15370.0,23.0,288.0
6695,335.0,1288.0,15415.0,20.0,284.0
6696,333.0,1286.0,14515.0,19.0,298.0
6697,333.0,1285.0,13852.0,18.0,328.0
6698,335.0,1285.0,12646.0,17.0,279.0
6699,363.0,1281.0,12239.0,16.0,273.0
6700,273.0,1279.0,13251.0,15.0,269.0
6701,277.0,1271.0,14199.0,15.0,254.0
6702,278.0,1272.0,15618.0,20.0,235.0
6703,279.0,1269.0,17466.0,25.0,239.0
6704,280.0,1266.0,18107.0,38.0,299.0
6705,278.0,1264.0,18075.0,47.0,290.0
6706,275.0,1262.0,17539.0,59.0,256.0
6707,278.0,1261.0,17375.0,63.0,295.0
6708,276.0,1261.0,17010.0,32.0,249.0
6709,278.0,1260.0,17066.0,39.0,302.0
6710,277.0,1256.0,17318.0,52.0,366.0
6711,276.0,1255.0,17272.0,53.0,415.0
6712,275.0,1250.0,17489.0,80.0,428.0
6713,251.0,1247.0,18255.0,117.0,526.0
6714,252.0,1244.0,18152.0,160.0,606.0
6715,250.0,1242.0,17564.0,225.0,703.0
6716,253.0,1241.0,16985.0,232.0,752.0
6717,250.0,1239.0,16477.0,240.0,798.0
6718,250.0,1238.0,15723.0,180.0,793.0
6719,253.0,1235.0,14838.0,300.0,860.0
6720,249.0,1236.0,13763.0,311.0,919.0
6721,250.0,1241.0,13026.0,307.0,885.0
6722,252.0,1245.0,12128.0,319.0,891.0
6723,250.0,1255.0,12210.0,330.0,928.0
6724,251.0,1270.0,13450.0,238.0,818.0
6725,251.0,1282.0,15536.0,305.0,831.0
6726,245.0,1293.0,16431.0,280.0,818.0
6727,248.0,1294.0,16756.0,254.0,710.0
6728,250.0,1300.0,16686.0,231.0,654.0
6729,249.0,1297.0,16866.0,192.0,641.0
6730,251.0,1299.0,16601.0,191.0,617.0
6731,247.0,1305.0,16127.0,185.0,632.0
6732,247.0,1307.0,16322.0,218.0,624.0
6733,244.0,1309.0,16220.0,221.0,617.0
6734,251.0,1312.0,16275.0,239.0,631.0
6735,250.0,1307.0,16374.0,234.0,594.0
6736,248.0,1307.0,16757.0,273.0,640.0
6737,245.0,1303.0,17357.0,205.0,659.0
6738,249.0,1303.0,17323.0,236.0,686.0
6739,247.0,1302.0,16200.0,294.0,720.0
6740,246.0,1302.0,15641.0,290.0,780.0
6741,247.0,1296.0,14757.0,241.0,788.0
6742,246.0,1296.0,13077.0,178.0,831.0
6743,246.0,1320.0,12323.0,158.0,849.0
6744,248.0,1318.0,11935.0,144.0,857.0
6745,246.0,1317.0,11830.0,138.0,822.0
6746,241.0,1317.0,11974.0,146.0,816.0
6747,243.0,1318.0,12156.0,142.0,797.0
6748,243.0,1321.0,13637.0,149.0,770.0
6749,250.0,1321.0,15404.0,215.0,836.0
6750,246.0,1318.0,16461.0,163.0,821.0
6751,246.0,1312.0,16693.0,170.0,794.0
6752,245.0,1306.0,16617.0,116.0,750.0
6753,250.0,1308.0,16373.0,113.0,744.0
6754,243.0,1312.0,15999.0,123.0,712.0
6755,243.0,1311.0,15496.0,112.0,716.0
6756,245.0,1310.0,15588.0,100.0,699.0
6757,245.0,1320.0,15600.0,98.0,685.0
6758,245.0,1334.0,15178.0,94.0,680.0
6759,234.0,1326.0,15281.0,99.0,664.0
6760,280.0,1328.0,15641.0,115.0,732.0
6761,280.0,1334.0,16296.0,145.0,643.0
6762,281.0,1344.0,16366.0,117.0,623.0
6763,277.0,1345.0,15745.0,99.0,586.0
6764,281.0,1346.0,15221.0,127.0,589.0
6765,283.0,1343.0,14221.0,98.0,547.0
6766,271.0,1344.0,13103.0,94.0,533.0
6767,278.0,1323.0,12761.0,109.0,517.0
6768,278.0,1314.0,12214.0,163.0,511.0
6769,279.0,1311.0,11998.0,167.0,472.0
6770,282.0,1310.0,12443.0,150.0,443.0
6771,282.0,1308.0,13152.0,129.0,431.0
6772,279.0,1305.0,14396.0,105.0,422.0
6773,283.0,1304.0,16131.0,147.0,460.0
6774,280.0,1326.0,17073.0,120.0,445.0
6775,281.0,1338.0,17356.0,97.0,417.0
6776,280.0,1340.0,17600.0,92.0,390.0
6777,251.0,1340.0,17706.0,49.0,375.0
6778,252.0,1345.0,17579.0,44.0,354.0
6779,252.0,1337.0,17523.0,32.0,384.0
6780,248.0,1333.0,17403.0,46.0,393.0
6781,251.0,1343.0,17447.0,25.0,392.0
6782,256.0,1340.0,17247.0,28.0,392.0
6783,241.0,1340.0,16936.0,32.0,368.0
6784,250.0,1337.0,17056.0,59.0,375.0
6785,251.0,1330.0,17235.0,71.0,412.0
6786,254.0,1324.0,17113.0,84.0,433.0
6787,255.0,1319.0,16791.0,97.0,465.0
6788,246.0,1323.0,16382.0,148.0,511.0
6789,252.0,1319.0,15036.0,69.0,524.0
6790,253.0,1316.0,13379.0,115.0,558.0
6791,251.0,1302.0,12086.0,114.0,488.0
6792,247.0,1292.0,11542.0,68.0,528.0
6793,253.0,1285.0,10790.0,50.0,555.0
6794,240.0,1278.0,11170.0,52.0,565.0
6795,248.0,1274.0,12363.0,48.0,625.0
6796,249.0,1269.0,13657.0,30.0,665.0
6797,243.0,1265.0,15638.0,26.0,639.0
6798,241.0,1279.0,17111.0,63.0,669.0
6799,238.0,1285.0,17370.0,65.0,662.0
6800,236.0,1289.0,17199.0,68.0,669.0
6801,245.0,1295.0,16927.0,42.0,655.0
6802,242.0,1296.0,16374.0,32.0,708.0
6803,250.0,1294.0,15982.0,68.0,687.0
6804,257.0,1291.0,15965.0,79.0,681.0
6805,257.0,1296.0,15832.0,79.0,660.0
6806,254.0,1296.0,15694.0,125.0,689.0
6807,257.0,1288.0,16256.0,223.0,663.0
6808,251.0,1289.0,16808.0,232.0,709.0
6809,254.0,1289.0,16784.0,190.0,712.0
6810,256.0,1287.0,16978.0,180.0,726.0
6811,258.0,1287.0,16850.0,172.0,750.0
6812,254.0,1287.0,16490.0,157.0,701.0
6813,253.0,1285.0,15336.0,165.0,658.0
6814,258.0,1283.0,13448.0,156.0,642.0
6815,252.0,1310.0,12540.0,144.0,678.0
6816,260.0,1299.0,12084.0,130.0,684.0
6817,257.0,1296.0,12036.0,131.0,673.0
6818,254.0,1291.0,12335.0,123.0,704.0
6819,255.0,1286.0,12839.0,123.0,686.0
6820,256.0,1284.0,14748.0,124.0,636.0
6821,254.0,1281.0,15962.0,102.0,633.0
6822,261.0,1292.0,17048.0,74.0,633.0
6823,258.0,1309.0,17472.0,74.0,610.0
6824,258.0,1306.0,17454.0,65.0,595.0
6825,256.0,1293.0,17357.0,84.0,599.0
6826,252.0,1286.0,17128.0,106.0,631.0
6827,255.0,1284.0,16841.0,100.0,638.0
6828,254.0,1275.0,16816.0,107.0,635.0
6829,256.0,1267.0,16511.0,172.0,659.0
6830,232.0,1254.0,16296.0,125.0,651.0
6831,231.0,1255.0,16189.0,182.0,739.0
6832,231.0,1255.0,16476.0,212.0,755.0
6833,250.0,1252.0,16593.0,189.0,765.0
6834,251.0,1249.0,16296.0,218.0,808.0
6835,255.0,1248.0,15162.0,179.0,816.0
6836,251.0,1253.0,14551.0,255.0,877.0
6837,256.0,1252.0,13344.0,215.0,811.0
6838,253.0,1249.0,12017.0,231.0,805.0
6839,253.0,1241.0,11553.0,238.0,888.0
6840,255.0,1215.0,11066.0,255.0,888.0
6841,254.0,1210.0,10642.0,266.0,807.0
6842,249.0,1213.0,10319.0,259.0,838.0
6843,247.0,1228.0,10613.0,255.0,818.0
6844,255.0,1237.0,11278.0,283.0,828.0
6845,251.0,1246.0,11884.0,235.0,751.0
6846,252.0,1264.0,12571.0,208.0,786.0
6847,246.0,1273.0,13493.0,196.0,755.0
6848,248.0,1283.0,14113.0,181.0,760.0
6849,249.0,1293.0,14441.0,180.0,752.0
6850,247.0,1286.0,14412.0,171.0,740.0
6851,250.0,1292.0,13164.0,279.0,775.0
6852,247.0,1286.0,12657.0,195.0,859.0
6853,245.0,1285.0,12652.0,200.0,818.0
6854,248.0,1289.0,12988.0,132.0,777.0
6855,248.0,1288.0,13424.0,113.0,886.0
6856,251.0,1290.0,14340.0,170.0,841.0
6857,252.0,1292.0,14992.0,124.0,693.0
6858,252.0,1295.0,14260.0,151.0,708.0
6859,254.0,1298.0,13029.0,100.0,651.0
6860,255.0,1300.0,11928.0,108.0,662.0
6861,256.0,1301.0,11128.0,109.0,620.0
6862,253.0,1300.0,10277.0,103.0,583.0
6863,288.0,1289.0,9930.0,124.0,624.0
6864,292.0,1282.0,9506.0,122.0,651.0
6865,289.0,1277.0,9015.0,107.0,660.0
6866,286.0,1266.0,8920.0,98.0,619.0
6867,291.0,1268.0,9289.0,124.0,686.0
6868,285.0,1269.0,9600.0,198.0,733.0
6869,287.0,1268.0,9449.0,211.0,683.0
6870,290.0,1268.0,10242.0,308.0,689.0
6871,290.0,1267.0,11021.0,258.0,607.0
6872,291.0,1271.0,11217.0,236.0,551.0
6873,288.0,1269.0,11995.0,219.0,507.0
6874,290.0,1272.0,12376.0,181.0,502.0
6875,290.0,1268.0,11956.0,75.0,443.0
6876,287.0,1268.0,11338.0,82.0,466.0
6877,288.0,1267.0,11616.0,84.0,493.0
6878,289.0,1263.0,11821.0,111.0,512.0
6879,292.0,1262.0,11899.0,120.0,500.0
6880,292.0,1263.0,13100.0,144.0,568.0
6881,292.0,1267.0,13714.0,136.0,505.0
6882,293.0,1268.0,13078.0,155.0,546.0
6883,293.0,1270.0,12114.0,132.0,507.0
6884,291.0,1271.0,11915.0,116.0,503.0
6885,292.0,1271.0,11359.0,108.0,429.0
6886,289.0,1264.0,10380.0,84.0,378.0
6887,291.0,1233.0,10086.0,78.0,333.0
6888,290.0,1233.0,10474.0,86.0,277.0
6889,294.0,1234.0,11149.0,88.0,256.0
6890,268.0,1231.0,11974.0,73.0,246.0
6891,269.0,1227.0,12554.0,63.0,268.0
6892,262.0,1229.0,14128.0,51.0,262.0
6893,265.0,1233.0,14698.0,41.0,275.0
6894,356.0,1267.0,15877.0,34.0,249.0
6895,347.0,1293.0,16643.0,30.0,231.0
6896,348.0,1311.0,16800.0,26.0,189.0
6897,348.0,1329.0,16686.0,23.0,197.0
6898,347.0,1333.0,16726.0,21.0,175.0
6899,347.0,1340.0,16577.0,20.0,200.0
6900,344.0,1339.0,16560.0,20.0,193.0
6901,345.0,1331.0,16702.0,20.0,214.0
6902,343.0,1336.0,16787.0,25.0,232.0
6903,330.0,1369.0,16385.0,27.0,235.0
6904,332.0,1375.0,16412.0,35.0,250.0
6905,338.0,1374.0,16352.0,27.0,234.0
6906,339.0,1367.0,16505.0,65.0,247.0
6907,345.0,1364.0,16238.0,57.0,243.0
6908,336.0,1364.0,16131.0,40.0,228.0
6909,339.0,1360.0,15565.0,54.0,267.0
6910,340.0,1354.0,14770.0,42.0,255.0
6911,349.0,1335.0,14553.0,70.0,289.0
6912,349.0,1322.0,14317.0,74.0,311.0
6913,351.0,1314.0,14509.0,90.0,298.0
6914,351.0,1311.0,14495.0,111.0,276.0
6915,349.0,1307.0,14609.0,132.0,274.0
6916,347.0,1305.0,14884.0,141.0,232.0
6917,349.0,1303.0,15925.0,91.0,206.0
6918,348.0,1293.0,17588.0,72.0,215.0
6919,350.0,1307.0,17839.0,91.0,247.0
6920,348.0,1305.0,17664.0,57.0,275.0
6921,349.0,1301.0,17659.0,45.0,310.0
6922,337.0,1296.0,17443.0,39.0,346.0
6923,344.0,1290.0,17416.0,20.0,352.0
6924,343.0,1284.0,17521.0,61.0,446.0
6925,350.0,1304.0,17067.0,60.0,449.0
6926,349.0,1346.0,17027.0,131.0,482.0
6927,342.0,1391.0,16932.0,153.0,510.0
6928,343.0,1415.0,16494.0,197.0,569.0
6929,346.0,1424.0,16714.0,185.0,644.0
6930,341.0,1429.0,16540.0,169.0,670.0
6931,344.0,1427.0,15853.0,114.0,692.0
6932,338.0,1427.0,15723.0,173.0,698.0
6933,341.0,1403.0,15311.0,195.0,679.0
6934,341.0,1402.0,14537.0,224.0,630.0
6935,343.0,1434.0,14303.0,251.0,603.0
6936,343.0,1451.0,13833.0,241.0,555.0
6937,342.0,1458.0,13423.0,257.0,513.0
6938,350.0,1466.0,13531.0,241.0,487.0
6939,179.0,1469.0,13516.0,159.0,448.0
6940,180.0,1471.0,13881.0,119.0,386.0
6941,181.0,1476.0,14906.0,160.0,355.0
6942,177.0,1478.0,16516.0,140.0,317.0
6943,179.0,1476.0,17134.0,121.0,274.0
6944,342.0,1480.0,17050.0,95.0,299.0
6945,342.0,1484.0,16988.0,72.0,302.0
6946,335.0,1486.0,17009.0,43.0,290.0
6947,345.0,1491.0,16751.0,48.0,275.0
6948,343.0,1497.0,16663.0,43.0,280.0
6949,336.0,1496.0,16876.0,46.0,271.0
6950,335.0,1496.0,16446.0,58.0,340.0
6951,327.0,1494.0,16135.0,58.0,428.0
6952,328.0,1494.0,16301.0,83.0,475.0
6953,336.0,1492.0,16775.0,119.0,454.0
6954,334.0,1491.0,16245.0,155.0,450.0
6955,332.0,1488.0,15447.0,248.0,498.0
6956,332.0,1502.0,15317.0,194.0,465.0
6957,331.0,1505.0,14949.0,218.0,477.0
6958,331.0,1508.0,14305.0,238.0,476.0
6959,334.0,1487.0,13720.0,294.0,522.0
6960,335.0,1485.0,13482.0,271.0,528.0
6961,336.0,1484.0,13248.0,251.0,536.0
6962,334.0,1483.0,13561.0,246.0,544.0
6963,335.0,1479.0,13976.0,241.0,538.0
6964,336.0,1478.0,14517.0,257.0,565.0
6965,335.0,1476.0,15522.0,258.0,551.0
6966,336.0,1479.0,16702.0,241.0,548.0
6967,333.0,1472.0,17172.0,241.0,512.0
6968,331.0,1465.0,17036.0,250.0,500.0
6969,335.0,1462.0,17077.0,238.0,495.0
6970,334.0,1464.0,16566.0,214.0,474.0
6971,339.0,1459.0,16344.0,212.0,495.0
6972,338.0,1456.0,16272.0,214.0,531.0
6973,337.0,1459.0,15809.0,228.0,534.0
6974,332.0,1461.0,15298.0,197.0,503.0
6975,341.0,1462.0,15637.0,203.0,500.0
6976,342.0,1466.0,16465.0,231.0,496.0
6977,345.0,1465.0,16893.0,236.0,446.0
6978,367.0,1464.0,16885.0,239.0,415.0
6979,369.0,1466.0,16508.0,210.0,374.0
6980,374.0,1464.0,16220.0,193.0,365.0
6981,363.0,1458.0,15812.0,192.0,337.0
6982,347.0,1454.0,15002.0,174.0,329.0
6983,340.0,1469.0,14558.0,161.0,287.0
6984,342.0,1464.0,14202.0,195.0,263.0
6985,341.0,1463.0,13958.0,192.0,261.0
6986,341.0,1463.0,14031.0,170.0,242.0
6987,340.0,1464.0,14317.0,237.0,289.0
6988,340.0,1464.0,15319.0,201.0,272.0
6989,341.0,1462.0,16800.0,118.0,228.0
6990,375.0,1455.0,18173.0,128.0,240.0
6991,372.0,1457.0,18474.0,147.0,249.0
6992,372.0,1461.0,18422.0,98.0,235.0
6993,351.0,1456.0,18450.0,67.0,235.0
6994,353.0,1455.0,18107.0,32.0,195.0
6995,351.0,1450.0,17454.0,55.0,214.0
6996,353.0,1451.0,17223.0,64.0,256.0
6997,373.0,1450.0,17139.0,73.0,295.0
6998,375.0,1448.0,17127.0,35.0,317.0
6999,364.0,1444.0,17016.0,30.0,340.0
7000,352.0,1446.0,17409.0,29.0,336.0
7001,350.0,1447.0,17861.0,51.0,342.0
7002,374.0,1440.0,17494.0,73.0,352.0
7003,371.0,1445.0,16862.0,150.0,346.0
7004,377.0,1442.0,16657.0,149.0,339.0
7005,341.0,1447.0,16343.0,129.0,351.0
7006,342.0,1450.0,15665.0,99.0,364.0
7007,338.0,1452.0,15596.0,59.0,327.0
7008,347.0,1462.0,15228.0,39.0,417.0
7009,342.0,1467.0,14980.0,41.0,429.0
7010,344.0,1472.0,14879.0,55.0,476.0
7011,380.0,1476.0,14950.0,127.0,471.0
7012,378.0,1477.0,15227.0,140.0,398.0
7013,381.0,1474.0,15299.0,158.0,383.0
7014,376.0,1457.0,15219.0,143.0,350.0
7015,373.0,1447.0,15888.0,96.0,258.0
7016,372.0,1440.0,16333.0,123.0,219.0
7017,371.0,1431.0,16555.0,148.0,238.0
7018,369.0,1423.0,16413.0,115.0,309.0
7019,369.0,1414.0,16126.0,74.0,343.0
7020,365.0,1408.0,15786.0,119.0,338.0
7021,362.0,1407.0,15547.0,116.0,301.0
7022,359.0,1407.0,15619.0,110.0,357.0
7023,351.0,1403.0,15931.0,116.0,314.0
7024,368.0,1403.0,16997.0,85.0,315.0
7025,370.0,1401.0,16984.0,98.0,340.0
7026,367.0,1393.0,16849.0,113.0,387.0
7027,369.0,1390.0,16519.0,133.0,411.0
7028,372.0,1387.0,16137.0,180.0,437.0
7029,337.0,1387.0,15608.0,234.0,464.0
7030,338.0,1386.0,14376.0,266.0,520.0
7031,338.0,1393.0,14601.0,255.0,542.0
7032,338.0,1398.0,13728.0,279.0,520.0
7033,336.0,1410.0,12734.0,261.0,554.0
7034,337.0,1415.0,12068.0,258.0,566.0
7035,335.0,1421.0,12192.0,273.0,568.0
7036,335.0,1434.0,12402.0,250.0,577.0
7037,373.0,1442.0,12345.0,213.0,621.0
7038,371.0,1446.0,12215.0,183.0,643.0
7039,370.0,1458.0,12825.0,177.0,685.0
7040,375.0,1459.0,13209.0,226.0,691.0
7041,368.0,1459.0,13496.0,212.0,701.0
7042,369.0,1462.0,13840.0,214.0,704.0
7043,371.0,1461.0,13670.0,221.0,704.0
7044,357.0,1465.0,12877.0,224.0,695.0
7045,355.0,1472.0,13073.0,227.0,730.0
7046,354.0,1477.0,13349.0,212.0,770.0
7047,342.0,1477.0,13769.0,203.0,739.0
7048,365.0,1481.0,14684.0,222.0,744.0
7049,367.0,1487.0,15041.0,200.0,788.0
7050,365.0,1491.0,14274.0,197.0,728.0
7051,370.0,1496.0,13627.0,192.0,778.0
7052,368.0,1501.0,12792.0,213.0,860.0
7053,371.0,1502.0,11936.0,228.0,928.0
7054,369.0,1501.0,10557.0,288.0,962.0
7055,372.0,1452.0,9369.0,224.0,969.0
7056,366.0,1444.0,9191.0,244.0,984.0
7057,366.0,1443.0,8637.0,226.0,998.0
7058,368.0,1438.0,8834.0,276.0,1005.0
7059,370.0,1436.0,9620.0,271.0,992.0
7060,375.0,1430.0,11846.0,259.0,958.0
7061,371.0,1433.0,14612.0,239.0,936.0
7062,374.0,1428.0,16475.0,211.0,916.0
7063,374.0,1433.0,16773.0,225.0,908.0
7064,372.0,1436.0,16072.0,253.0,899.0
7065,373.0,1432.0,15719.0,208.0,854.0
7066,380.0,1434.0,15078.0,192.0,838.0
7067,375.0,1438.0,14094.0,188.0,835.0
7068,375.0,1441.0,14085.0,189.0,807.0
7069,374.0,1435.0,14021.0,181.0,823.0
7070,372.0,1436.0,14163.0,169.0,802.0
7071,374.0,1437.0,14776.0,154.0,782.0
7072,336.0,1437.0,16058.0,149.0,814.0
7073,340.0,1437.0,16917.0,236.0,861.0
7074,339.0,1437.0,16515.0,146.0,791.0
7075,342.0,1435.0,14977.0,116.0,823.0
7076,342.0,1434.0,13970.0,89.0,735.0
7077,336.0,1437.0,12432.0,118.0,675.0
7078,337.0,1435.0,10875.0,103.0,664.0
7079,341.0,1467.0,9674.0,97.0,644.0
7080,342.0,1448.0,9097.0,87.0,657.0
7081,342.0,1435.0,8946.0,89.0,647.0
7082,339.0,1426.0,8954.0,98.0,677.0
7083,341.0,1430.0,9459.0,55.0,644.0
7084,337.0,1430.0,10629.0,72.0,682.0
7085,336.0,1431.0,13614.0,98.0,744.0
7086,337.0,1431.0,16024.0,112.0,807.0
7087,334.0,1437.0,16027.0,127.0,743.0
7088,333.0,1438.0,15495.0,244.0,806.0
7089,341.0,1436.0,15252.0,242.0,737.0
7090,335.0,1436.0,14912.0,244.0,785.0
7091,336.0,1433.0,14261.0,257.0,807.0
7092,336.0,1436.0,13923.0,255.0,778.0
7093,334.0,1426.0,13806.0,274.0,757.0
7094,330.0,1436.0,13588.0,283.0,837.0
7095,334.0,1434.0,13477.0,281.0,805.0
7096,341.0,1432.0,13794.0,287.0,740.0
7097,338.0,1429.0,14376.0,288.0,763.0
7098,339.0,1432.0,13959.0,281.0,783.0
7099,342.0,1428.0,12929.0,302.0,784.0
7100,341.0,1424.0,12193.0,302.0,812.0
7101,344.0,1421.0,11381.0,279.0,768.0
7102,343.0,1417.0,10197.0,283.0,770.0
7103,351.0,1375.0,9145.0,297.0,805.0
7104,359.0,1359.0,8749.0,295.0,835.0
7105,359.0,1325.0,8629.0,294.0,728.0
7106,358.0,1306.0,8758.0,294.0,767.0
7107,357.0,1294.0,8957.0,287.0,710.0
7108,355.0,1286.0,10585.0,290.0,708.0
7109,358.0,1283.0,14163.0,256.0,598.0
7110,356.0,1279.0,17570.0,253.0,551.0
7111,353.0,1268.0,18214.0,246.0,522.0
7112,352.0,1262.0,18720.0,231.0,486.0
7113,356.0,1259.0,18543.0,201.0,451.0
7114,355.0,1248.0,18039.0,189.0,451.0
7115,354.0,1245.0,17358.0,186.0,484.0
7116,355.0,1245.0,16716.0,159.0,481.0
7117,354.0,1242.0,17013.0,155.0,466.0
7118,333.0,1242.0,17267.0,140.0,462.0
7119,334.0,1241.0,17598.0,125.0,428.0
7120,380.0,1238.0,18465.0,122.0,407.0
7121,387.0,1241.0,18898.0,98.0,380.0
7122,382.0,1234.0,18487.0,202.0,411.0
7123,382.0,1239.0,17586.0,82.0,406.0
7124,384.0,1239.0,16676.0,64.0,479.0
7125,386.0,1233.0,14806.0,45.0,538.0
7126,382.0,1231.0,13119.0,28.0,548.0
7127,384.0,1207.0,11464.0,28.0,567.0
7128,377.0,1209.0,10167.0,29.0,558.0
7129,385.0,1213.0,9912.0,34.0,561.0
7130,386.0,1215.0,9955.0,31.0,541.0
7131,380.0,1219.0,10313.0,38.0,599.0
7132,385.0,1222.0,11676.0,50.0,593.0
7133,381.0,1225.0,14931.0,92.0,625.0
7134,378.0,1216.0,17732.0,65.0,597.0
7135,380.0,1217.0,17889.0,90.0,609.0
7136,341.0,1222.0,17277.0,66.0,557.0
7137,351.0,1218.0,17015.0,68.0,540.0
7138,345.0,1212.0,16675.0,87.0,527.0
7139,341.0,1209.0,15786.0,153.0,577.0
7140,341.0,1210.0,15739.0,226.0,644.0
7141,340.0,1207.0,15923.0,191.0,651.0
7142,340.0,1206.0,16463.0,115.0,595.0
7143,340.0,1205.0,17480.0,51.0,504.0
7144,366.0,1204.0,18637.0,43.0,453.0
7145,349.0,1205.0,19407.0,52.0,395.0
7146,348.0,1203.0,19363.0,32.0,269.0
