,Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
2499,358.0,1063.0,8873.0,105.0,113.0
2500,363.0,1056.0,8828.0,105.0,116.0
2501,357.0,1058.0,8872.0,106.0,118.0
2502,360.0,1061.0,10603.0,107.0,118.0
2503,357.0,1063.0,12118.0,106.0,109.0
2504,359.0,1062.0,13475.0,105.0,98.0
2505,359.0,1071.0,14495.0,105.0,94.0
2506,358.0,1070.0,14105.0,104.0,89.0
2507,358.0,1070.0,13495.0,104.0,89.0
2508,359.0,1072.0,12627.0,105.0,91.0
2509,359.0,1073.0,12346.0,106.0,96.0
2510,359.0,1070.0,12228.0,108.0,100.0
2511,360.0,1071.0,12326.0,110.0,103.0
2512,355.0,1072.0,12858.0,109.0,102.0
2513,353.0,1078.0,13493.0,110.0,102.0
2514,346.0,1078.0,15197.0,110.0,106.0
2515,356.0,1081.0,16085.0,111.0,113.0
2516,359.0,1082.0,15332.0,111.0,103.0
2517,364.0,1092.0,13747.0,113.0,126.0
2518,356.0,1086.0,10976.0,112.0,138.0
2519,363.0,1121.0,9640.0,121.0,137.0
2520,358.0,1123.0,9255.0,122.0,140.0
2521,355.0,1123.0,9162.0,123.0,135.0
2522,353.0,1125.0,9252.0,124.0,136.0
2523,354.0,1125.0,9666.0,124.0,128.0
2524,361.0,1120.0,11273.0,126.0,134.0
2525,362.0,1098.0,15315.0,128.0,157.0
2526,364.0,1107.0,18730.0,131.0,178.0
2527,360.0,1102.0,19380.0,146.0,183.0
2528,363.0,1099.0,19040.0,148.0,183.0
2529,362.0,1097.0,18419.0,149.0,184.0
2530,358.0,1101.0,18166.0,151.0,166.0
2531,358.0,1102.0,17894.0,151.0,168.0
2532,359.0,1096.0,17964.0,151.0,177.0
2533,362.0,1103.0,17722.0,152.0,171.0
2534,358.0,1110.0,17667.0,144.0,181.0
2535,357.0,1110.0,17691.0,142.0,126.0
2536,360.0,1111.0,17764.0,142.0,121.0
2537,336.0,1107.0,17774.0,142.0,105.0
2538,335.0,1110.0,17867.0,142.0,116.0
2539,341.0,1118.0,18210.0,141.0,90.0
2540,340.0,1113.0,17388.0,141.0,101.0
2541,338.0,1115.0,16805.0,138.0,116.0
2542,335.0,1113.0,15092.0,138.0,99.0
2543,338.0,1150.0,12982.0,140.0,110.0
2544,337.0,1167.0,12010.0,140.0,125.0
2545,337.0,1182.0,11053.0,140.0,119.0
2546,339.0,1189.0,10445.0,141.0,102.0
2547,338.0,1193.0,10486.0,136.0,100.0
2548,338.0,1188.0,11806.0,137.0,81.0
2549,338.0,1194.0,16200.0,143.0,103.0
2550,337.0,1215.0,18443.0,146.0,116.0
2551,334.0,1229.0,18756.0,149.0,137.0
2552,335.0,1215.0,18459.0,152.0,152.0
2553,332.0,1241.0,18018.0,155.0,193.0
2554,327.0,1232.0,17355.0,158.0,213.0
2555,326.0,1212.0,16350.0,159.0,224.0
2556,326.0,1200.0,15716.0,158.0,260.0
2557,326.0,1192.0,14550.0,160.0,296.0
2558,344.0,1202.0,14068.0,165.0,321.0
2559,344.0,1232.0,15201.0,171.0,345.0
2560,344.0,1239.0,16380.0,173.0,373.0
2561,344.0,1244.0,16870.0,174.0,386.0
2562,344.0,1249.0,16786.0,173.0,400.0
2563,344.0,1254.0,16604.0,173.0,414.0
2564,344.0,1257.0,16113.0,173.0,405.0
