,Biomass  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
6510,73.0,278.0,0.0,73.0,1.0
6511,72.0,282.0,0.0,73.0,0.0
6512,72.0,372.0,19.0,72.0,1.0
6513,72.0,497.0,48.0,72.0,5.0
6514,71.0,496.0,53.0,72.0,9.0
6515,71.0,476.0,73.0,71.0,14.0
6516,70.0,362.0,18.0,70.0,15.0
6517,70.0,256.0,9.0,70.0,23.0
6518,69.0,258.0,16.0,69.0,24.0
6519,70.0,272.0,1.0,69.0,24.0
6520,70.0,260.0,0.0,70.0,23.0
6521,70.0,284.0,17.0,71.0,24.0
6522,71.0,390.0,385.0,72.0,34.0
6523,71.0,301.0,21.0,73.0,42.0
6524,69.0,252.0,10.0,74.0,42.0
6525,67.0,215.0,3.0,74.0,43.0
6526,67.0,146.0,72.0,73.0,44.0
6527,64.0,58.0,2.0,73.0,44.0
6528,63.0,58.0,0.0,71.0,45.0
6529,63.0,58.0,0.0,71.0,45.0
6530,63.0,58.0,0.0,71.0,43.0
6531,63.0,58.0,0.0,71.0,44.0
6532,63.0,58.0,0.0,71.0,43.0
6533,64.0,58.0,0.0,72.0,47.0
6534,64.0,58.0,0.0,72.0,47.0
6535,64.0,77.0,0.0,72.0,47.0
6536,64.0,114.0,0.0,72.0,48.0
6537,64.0,113.0,0.0,71.0,48.0
6538,67.0,106.0,0.0,71.0,47.0
6539,70.0,98.0,0.0,70.0,47.0
6540,70.0,95.0,0.0,70.0,47.0
6541,72.0,94.0,8.0,72.0,47.0
6542,71.0,95.0,18.0,71.0,47.0
6543,71.0,100.0,18.0,71.0,45.0
6544,71.0,109.0,18.0,71.0,46.0
6545,71.0,114.0,11.0,72.0,45.0
6546,71.0,117.0,28.0,72.0,42.0
6547,71.0,117.0,17.0,73.0,39.0
6548,69.0,114.0,17.0,73.0,33.0
6549,67.0,94.0,0.0,73.0,30.0
6550,66.0,71.0,0.0,72.0,25.0
6551,63.0,71.0,0.0,71.0,17.0
6552,63.0,74.0,0.0,71.0,11.0
6553,62.0,83.0,0.0,70.0,9.0
6554,62.0,89.0,0.0,70.0,7.0
6555,63.0,130.0,0.0,71.0,5.0
6556,66.0,154.0,0.0,71.0,8.0
6557,71.0,271.0,1.0,73.0,10.0
6558,73.0,402.0,207.0,74.0,7.0
6559,73.0,563.0,470.0,74.0,5.0
6560,73.0,611.0,436.0,74.0,3.0
6561,73.0,691.0,340.0,73.0,2.0
6562,73.0,698.0,298.0,73.0,5.0
6563,72.0,828.0,126.0,72.0,7.0
6564,71.0,851.0,126.0,72.0,8.0
6565,71.0,830.0,126.0,71.0,9.0
6566,70.0,843.0,71.0,70.0,3.0
6567,70.0,634.0,5.0,70.0,3.0
6568,71.0,647.0,0.0,71.0,1.0
6569,71.0,866.0,15.0,72.0,2.0
6570,71.0,853.0,109.0,73.0,1.0
6571,71.0,692.0,216.0,74.0,1.0
6572,70.0,464.0,6.0,75.0,1.0
6573,68.0,455.0,9.0,75.0,0.0
6574,67.0,291.0,146.0,74.0,0.0
6575,64.0,82.0,2.0,72.0,0.0
6576,64.0,59.0,59.0,72.0,0.0
6577,63.0,60.0,55.0,71.0,0.0
6578,63.0,97.0,20.0,71.0,1.0
6579,63.0,119.0,49.0,71.0,1.0
6580,67.0,129.0,8.0,72.0,1.0
6581,71.0,134.0,57.0,74.0,3.0
6582,73.0,133.0,64.0,74.0,4.0
6583,76.0,132.0,616.0,77.0,6.0
6584,76.0,129.0,711.0,77.0,13.0
6585,76.0,127.0,615.0,77.0,22.0
6586,75.0,124.0,489.0,76.0,23.0
6587,73.0,119.0,426.0,73.0,28.0
6588,72.0,118.0,157.0,73.0,29.0
6589,74.0,117.0,41.0,74.0,22.0
6590,73.0,119.0,0.0,74.0,21.0
6591,73.0,96.0,0.0,73.0,17.0
6592,73.0,112.0,0.0,73.0,10.0
6593,73.0,117.0,123.0,74.0,16.0
6594,76.0,124.0,39.0,78.0,15.0
6595,75.0,117.0,0.0,78.0,12.0
6596,71.0,63.0,0.0,76.0,31.0
6597,69.0,59.0,0.0,76.0,40.0
6598,69.0,59.0,0.0,75.0,35.0
6599,66.0,59.0,0.0,74.0,29.0
6600,65.0,59.0,0.0,73.0,26.0
6601,65.0,59.0,0.0,74.0,17.0
6602,65.0,59.0,0.0,74.0,14.0
6603,67.0,59.0,48.0,75.0,10.0
6604,69.0,77.0,22.0,75.0,10.0
6605,73.0,109.0,9.0,76.0,9.0
6606,79.0,112.0,63.0,81.0,3.0
6607,80.0,113.0,68.0,82.0,1.0
6608,80.0,123.0,72.0,82.0,0.0
6609,76.0,131.0,49.0,77.0,0.0
6610,76.0,130.0,29.0,77.0,1.0
6611,76.0,129.0,51.0,77.0,3.0
6612,75.0,129.0,44.0,76.0,14.0
6613,79.0,131.0,42.0,81.0,24.0
6614,77.0,131.0,0.0,78.0,40.0
6615,77.0,131.0,79.0,78.0,42.0
6616,77.0,129.0,89.0,78.0,45.0
6617,76.0,111.0,89.0,79.0,45.0
6618,77.0,109.0,105.0,79.0,44.0
6619,76.0,109.0,106.0,79.0,46.0
6620,73.0,95.0,106.0,79.0,42.0
6621,71.0,59.0,48.0,78.0,42.0
6622,71.0,59.0,0.0,78.0,31.0
6623,69.0,59.0,0.0,78.0,27.0
6624,67.0,59.0,0.0,76.0,30.0
6625,67.0,59.0,21.0,76.0,37.0
6626,67.0,59.0,12.0,76.0,30.0
6627,68.0,88.0,32.0,77.0,27.0
6628,70.0,88.0,118.0,77.0,23.0
6629,76.0,159.0,165.0,79.0,22.0
6630,77.0,296.0,591.0,78.0,22.0
6631,77.0,601.0,312.0,79.0,9.0
6632,77.0,866.0,58.0,79.0,13.0
6633,77.0,903.0,31.0,78.0,17.0
6634,78.0,892.0,42.0,79.0,13.0
6635,76.0,789.0,6.0,77.0,12.0
6636,76.0,767.0,0.0,77.0,8.0
6637,75.0,769.0,0.0,76.0,7.0
6638,75.0,548.0,0.0,76.0,7.0
6639,75.0,551.0,0.0,76.0,6.0
6640,76.0,880.0,0.0,77.0,5.0
6641,76.0,885.0,40.0,78.0,5.0
6642,76.0,879.0,9.0,79.0,4.0
6643,76.0,734.0,0.0,80.0,3.0
6644,74.0,434.0,0.0,80.0,4.0
6645,72.0,214.0,0.0,79.0,7.0
6646,72.0,214.0,0.0,79.0,6.0
6647,70.0,214.0,0.0,79.0,7.0
6648,69.0,214.0,0.0,78.0,11.0
6649,69.0,214.0,0.0,78.0,14.0
6650,69.0,214.0,0.0,79.0,20.0
6651,70.0,214.0,0.0,79.0,22.0
6652,73.0,227.0,0.0,79.0,34.0
6653,78.0,351.0,0.0,82.0,38.0
6654,80.0,621.0,158.0,81.0,38.0
6655,79.0,770.0,152.0,79.0,40.0
6656,78.0,869.0,10.0,78.0,41.0
6657,78.0,742.0,0.0,78.0,43.0
6658,77.0,813.0,0.0,77.0,45.0
6659,76.0,894.0,0.0,76.0,45.0
6660,76.0,850.0,0.0,76.0,46.0
6661,79.0,793.0,0.0,80.0,46.0
6662,79.0,754.0,0.0,80.0,44.0
6663,79.0,733.0,0.0,80.0,41.0
6664,79.0,761.0,0.0,80.0,34.0
6665,78.0,792.0,0.0,80.0,34.0
6666,78.0,735.0,0.0,81.0,34.0
6667,77.0,551.0,0.0,81.0,30.0
6668,75.0,282.0,0.0,81.0,34.0
6669,72.0,206.0,2.0,80.0,40.0
6670,72.0,59.0,135.0,80.0,41.0
6671,70.0,59.0,0.0,79.0,35.0
6672,70.0,59.0,0.0,80.0,43.0
6673,70.0,59.0,0.0,80.0,39.0
6674,71.0,59.0,0.0,80.0,34.0
6675,71.0,59.0,0.0,81.0,27.0
6676,75.0,59.0,0.0,81.0,25.0
6677,78.0,98.0,0.0,81.0,22.0
6678,80.0,132.0,0.0,81.0,25.0
6679,80.0,134.0,0.0,81.0,27.0
6680,79.0,131.0,0.0,80.0,27.0
6681,79.0,127.0,0.0,80.0,30.0
6682,79.0,124.0,128.0,80.0,36.0
6683,79.0,120.0,0.0,80.0,30.0
6684,79.0,119.0,0.0,80.0,33.0
6685,80.0,116.0,0.0,80.0,35.0
6686,80.0,116.0,0.0,81.0,29.0
6687,80.0,116.0,0.0,81.0,24.0
6688,80.0,118.0,0.0,81.0,13.0
6689,80.0,121.0,0.0,82.0,7.0
6690,80.0,122.0,102.0,82.0,5.0
6691,79.0,124.0,0.0,82.0,7.0
6692,76.0,93.0,0.0,82.0,5.0
6693,75.0,60.0,0.0,82.0,3.0
6694,74.0,59.0,0.0,81.0,2.0
6695,71.0,58.0,0.0,81.0,3.0
6696,71.0,58.0,0.0,81.0,1.0
6697,71.0,58.0,0.0,81.0,0.0
6698,72.0,58.0,0.0,82.0,0.0
6699,72.0,58.0,0.0,82.0,0.0
6700,76.0,58.0,0.0,82.0,0.0
6701,79.0,58.0,0.0,82.0,0.0
6702,81.0,71.0,0.0,82.0,0.0
6703,81.0,122.0,0.0,82.0,0.0
6704,81.0,125.0,0.0,82.0,0.0
6705,80.0,125.0,0.0,81.0,9.0
6706,79.0,132.0,0.0,79.0,13.0
6707,79.0,135.0,0.0,79.0,34.0
6708,79.0,134.0,0.0,80.0,24.0
6709,80.0,135.0,0.0,81.0,22.0
6710,81.0,137.0,0.0,82.0,13.0
6711,81.0,133.0,0.0,83.0,11.0
6712,82.0,127.0,0.0,83.0,10.0
6713,81.0,138.0,2.0,83.0,9.0
6714,81.0,139.0,210.0,84.0,9.0
6715,81.0,139.0,7.0,84.0,4.0
6716,78.0,120.0,0.0,84.0,8.0
6717,77.0,66.0,0.0,84.0,6.0
6718,77.0,71.0,26.0,84.0,3.0
6719,74.0,71.0,0.0,84.0,1.0
6720,74.0,71.0,0.0,84.0,0.0
6721,75.0,71.0,0.0,85.0,0.0
6722,75.0,98.0,0.0,85.0,0.0
6723,75.0,110.0,0.0,85.0,1.0
6724,78.0,216.0,0.0,85.0,1.0
6725,82.0,346.0,0.0,85.0,2.0
6726,84.0,573.0,71.0,85.0,4.0
6727,83.0,700.0,471.0,84.0,10.0
6728,82.0,702.0,306.0,84.0,16.0
6729,81.0,703.0,5.0,82.0,13.0
6730,80.0,797.0,108.0,81.0,17.0
6731,80.0,897.0,11.0,81.0,30.0
6732,80.0,739.0,0.0,81.0,37.0
6733,78.0,627.0,0.0,78.0,35.0
6734,78.0,503.0,0.0,78.0,36.0
6735,78.0,502.0,0.0,78.0,33.0
6736,78.0,679.0,0.0,79.0,35.0
6737,78.0,901.0,172.0,79.0,33.0
6738,78.0,895.0,147.0,80.0,33.0
6739,78.0,688.0,88.0,81.0,33.0
6740,75.0,479.0,0.0,81.0,35.0
6741,74.0,455.0,0.0,81.0,35.0
6742,74.0,399.0,0.0,81.0,37.0
6743,71.0,398.0,83.0,80.0,37.0
6744,70.0,398.0,0.0,80.0,36.0
6745,71.0,398.0,0.0,81.0,39.0
6746,71.0,399.0,0.0,81.0,37.0
6747,71.0,483.0,0.0,81.0,34.0
6748,75.0,493.0,0.0,81.0,30.0
6749,79.0,514.0,44.0,81.0,29.0
6750,80.0,691.0,3.0,81.0,29.0
6751,80.0,904.0,209.0,81.0,31.0
6752,80.0,904.0,125.0,81.0,39.0
6753,79.0,904.0,1.0,80.0,42.0
6754,79.0,803.0,0.0,79.0,43.0
6755,78.0,784.0,16.0,79.0,44.0
6756,78.0,821.0,8.0,78.0,42.0
6757,78.0,736.0,0.0,78.0,43.0
6758,78.0,700.0,0.0,78.0,43.0
6759,78.0,630.0,0.0,78.0,39.0
6760,78.0,759.0,0.0,79.0,39.0
6761,78.0,902.0,35.0,79.0,41.0
6762,78.0,870.0,8.0,80.0,43.0
6763,77.0,650.0,122.0,80.0,44.0
6764,75.0,467.0,0.0,80.0,43.0
6765,74.0,405.0,0.0,81.0,46.0
6766,74.0,398.0,0.0,81.0,46.0
6767,70.0,398.0,78.0,80.0,41.0
6768,72.0,399.0,4.0,82.0,40.0
6769,71.0,402.0,0.0,80.0,38.0
6770,71.0,436.0,0.0,81.0,36.0
6771,71.0,466.0,0.0,81.0,34.0
6772,75.0,474.0,0.0,81.0,31.0
6773,78.0,486.0,2.0,80.0,28.0
6774,80.0,698.0,337.0,80.0,22.0
6775,80.0,902.0,261.0,80.0,22.0
6776,79.0,901.0,196.0,80.0,15.0
6777,79.0,895.0,142.0,79.0,14.0
6778,79.0,895.0,141.0,79.0,11.0
6779,78.0,892.0,141.0,79.0,7.0
6780,78.0,889.0,141.0,79.0,7.0
6781,77.0,889.0,25.0,77.0,5.0
6782,76.0,887.0,0.0,76.0,3.0
6783,77.0,831.0,0.0,77.0,2.0
6784,77.0,708.0,0.0,77.0,1.0
6785,77.0,885.0,214.0,78.0,0.0
6786,77.0,895.0,146.0,79.0,0.0
6787,78.0,684.0,56.0,79.0,0.0
6788,76.0,476.0,0.0,80.0,0.0
6789,73.0,437.0,0.0,80.0,0.0
6790,73.0,399.0,0.0,80.0,1.0
6791,71.0,398.0,0.0,80.0,0.0
6792,70.0,399.0,0.0,79.0,0.0
6793,70.0,399.0,0.0,80.0,0.0
6794,71.0,408.0,0.0,80.0,0.0
6795,71.0,433.0,0.0,80.0,1.0
6796,75.0,455.0,0.0,81.0,2.0
6797,78.0,480.0,0.0,81.0,2.0
6798,81.0,666.0,0.0,81.0,6.0
6799,81.0,865.0,131.0,81.0,8.0
6800,79.0,896.0,144.0,80.0,4.0
6801,79.0,894.0,144.0,79.0,5.0
6802,78.0,893.0,144.0,78.0,3.0
6803,77.0,891.0,147.0,78.0,2.0
6804,77.0,888.0,265.0,77.0,1.0
6805,76.0,886.0,160.0,76.0,1.0
6806,76.0,874.0,17.0,75.0,2.0
6807,76.0,682.0,5.0,76.0,3.0
6808,76.0,700.0,0.0,76.0,7.0
6809,76.0,791.0,281.0,77.0,13.0
6810,77.0,703.0,430.0,78.0,16.0
6811,77.0,560.0,11.0,79.0,17.0
6812,76.0,467.0,0.0,79.0,15.0
6813,73.0,480.0,0.0,80.0,16.0
6814,73.0,383.0,0.0,80.0,16.0
6815,71.0,408.0,0.0,80.0,18.0
6816,70.0,405.0,0.0,79.0,19.0
6817,70.0,401.0,0.0,80.0,19.0
6818,71.0,400.0,0.0,80.0,20.0
6819,71.0,400.0,0.0,80.0,18.0
6820,75.0,400.0,7.0,80.0,18.0
6821,78.0,401.0,73.0,81.0,16.0
6822,81.0,416.0,203.0,81.0,17.0
6823,80.0,506.0,663.0,80.0,13.0
6824,79.0,506.0,170.0,80.0,9.0
6825,78.0,510.0,154.0,79.0,5.0
6826,78.0,450.0,16.0,78.0,3.0
6827,77.0,444.0,16.0,77.0,5.0
6828,77.0,439.0,16.0,77.0,5.0
6829,76.0,440.0,16.0,76.0,5.0
6830,76.0,442.0,16.0,76.0,5.0
6831,75.0,442.0,16.0,75.0,8.0
6832,76.0,447.0,17.0,76.0,16.0
6833,76.0,454.0,208.0,77.0,26.0
6834,77.0,438.0,707.0,78.0,17.0
6835,77.0,287.0,274.0,79.0,17.0
6836,76.0,227.0,234.0,79.0,18.0
6837,74.0,123.0,342.0,80.0,16.0
6838,74.0,120.0,221.0,80.0,14.0
6839,71.0,99.0,37.0,80.0,17.0
6840,70.0,60.0,1.0,79.0,18.0
6841,69.0,60.0,0.0,79.0,14.0
6842,69.0,60.0,0.0,78.0,12.0
6843,70.0,60.0,0.0,80.0,18.0
6844,75.0,99.0,0.0,80.0,17.0
6845,78.0,131.0,0.0,81.0,14.0
6846,81.0,137.0,0.0,81.0,12.0
6847,81.0,134.0,1.0,80.0,11.0
6848,79.0,122.0,86.0,79.0,5.0
6849,78.0,57.0,136.0,78.0,2.0
6850,77.0,5.0,174.0,77.0,2.0
6851,76.0,24.0,148.0,76.0,3.0
6852,75.0,32.0,79.0,75.0,4.0
6853,75.0,7.0,93.0,75.0,5.0
6854,75.0,1.0,92.0,74.0,6.0
6855,75.0,1.0,46.0,75.0,4.0
6856,76.0,1.0,91.0,76.0,5.0
6857,76.0,1.0,97.0,77.0,12.0
6858,77.0,1.0,103.0,78.0,18.0
6859,78.0,1.0,80.0,80.0,20.0
6860,77.0,1.0,49.0,80.0,16.0
6861,74.0,1.0,33.0,80.0,21.0
6862,74.0,1.0,0.0,80.0,24.0
6863,71.0,1.0,4.0,81.0,18.0
6864,70.0,1.0,48.0,80.0,15.0
6865,69.0,0.0,0.0,79.0,16.0
6866,70.0,0.0,0.0,79.0,15.0
6867,70.0,0.0,0.0,80.0,16.0
6868,71.0,0.0,52.0,80.0,14.0
6869,71.0,0.0,38.0,80.0,17.0
6870,70.0,1.0,51.0,79.0,18.0
6871,71.0,1.0,27.0,80.0,15.0
6872,70.0,1.0,13.0,80.0,9.0
6873,69.0,1.0,92.0,78.0,8.0
6874,68.0,1.0,33.0,78.0,11.0
6875,68.0,1.0,0.0,77.0,13.0
6876,67.0,1.0,0.0,76.0,10.0
6877,67.0,1.0,0.0,76.0,9.0
6878,67.0,1.0,22.0,75.0,9.0
6879,67.0,1.0,5.0,75.0,7.0
6880,68.0,1.0,41.0,76.0,9.0
6881,68.0,1.0,12.0,77.0,18.0
6882,71.0,1.0,2.0,80.0,29.0
6883,71.0,1.0,0.0,81.0,29.0
6884,70.0,1.0,29.0,79.0,28.0
6885,70.0,1.0,66.0,79.0,24.0
6886,70.0,1.0,64.0,80.0,24.0
6887,70.0,0.0,0.0,80.0,23.0
6888,70.0,0.0,0.0,80.0,19.0
6889,69.0,0.0,0.0,78.0,18.0
6890,70.0,0.0,0.0,80.0,20.0
6891,71.0,0.0,0.0,81.0,19.0
6892,75.0,1.0,0.0,81.0,22.0
6893,81.0,29.0,97.0,84.0,21.0
6894,83.0,28.0,489.0,83.0,18.0
6895,82.0,26.0,616.0,82.0,15.0
6896,80.0,26.0,624.0,81.0,11.0
6897,79.0,61.0,250.0,80.0,5.0
6898,78.0,122.0,77.0,78.0,6.0
6899,77.0,230.0,43.0,77.0,9.0
6900,76.0,283.0,25.0,76.0,8.0
6901,76.0,241.0,0.0,76.0,9.0
6902,77.0,220.0,0.0,77.0,13.0
6903,77.0,217.0,0.0,77.0,13.0
6904,78.0,329.0,284.0,78.0,13.0
6905,76.0,373.0,389.0,78.0,25.0
6906,77.0,380.0,481.0,79.0,23.0
6907,78.0,315.0,302.0,80.0,19.0
6908,76.0,207.0,2.0,80.0,17.0
6909,74.0,205.0,0.0,80.0,24.0
6910,74.0,195.0,0.0,80.0,26.0
6911,70.0,161.0,0.0,80.0,22.0
6912,70.0,155.0,0.0,80.0,24.0
6913,71.0,156.0,0.0,80.0,21.0
6914,71.0,159.0,0.0,81.0,17.0
6915,73.0,203.0,0.0,83.0,16.0
6916,76.0,262.0,0.0,82.0,12.0
6917,79.0,359.0,136.0,82.0,15.0
6918,83.0,490.0,425.0,83.0,12.0
6919,84.0,589.0,467.0,83.0,11.0
6920,81.0,660.0,396.0,81.0,5.0
6921,81.0,720.0,311.0,80.0,4.0
6922,79.0,796.0,198.0,79.0,3.0
6923,78.0,784.0,14.0,78.0,3.0
6924,77.0,650.0,0.0,77.0,2.0
6925,75.0,620.0,0.0,75.0,2.0
6926,75.0,626.0,0.0,75.0,1.0
6927,75.0,773.0,17.0,75.0,1.0
6928,75.0,818.0,152.0,75.0,2.0
6929,76.0,828.0,192.0,77.0,2.0
6930,76.0,793.0,192.0,77.0,6.0
6931,78.0,601.0,327.0,79.0,7.0
6932,76.0,427.0,5.0,79.0,9.0
6933,74.0,423.0,0.0,79.0,10.0
6934,74.0,402.0,0.0,80.0,7.0
6935,71.0,403.0,0.0,80.0,6.0
6936,71.0,403.0,0.0,80.0,4.0
6937,72.0,403.0,0.0,81.0,3.0
6938,72.0,403.0,0.0,82.0,5.0
6939,73.0,404.0,0.0,82.0,6.0
6940,77.0,444.0,0.0,83.0,6.0
6941,80.0,641.0,4.0,83.0,8.0
6942,83.0,821.0,192.0,83.0,10.0
6943,83.0,832.0,218.0,83.0,8.0
6944,83.0,832.0,221.0,82.0,5.0
6945,81.0,827.0,201.0,81.0,1.0
6946,80.0,631.0,334.0,80.0,0.0
6947,78.0,480.0,10.0,78.0,0.0
6948,77.0,571.0,0.0,77.0,1.0
6949,77.0,458.0,0.0,77.0,1.0
6950,76.0,587.0,0.0,76.0,1.0
6951,77.0,679.0,0.0,77.0,2.0
6952,78.0,719.0,0.0,78.0,3.0
6953,78.0,792.0,0.0,80.0,8.0
6954,79.0,749.0,0.0,81.0,9.0
6955,80.0,633.0,0.0,82.0,9.0
6956,78.0,447.0,0.0,82.0,9.0
6957,76.0,403.0,0.0,82.0,11.0
6958,76.0,392.0,0.0,82.0,11.0
6959,73.0,383.0,0.0,83.0,13.0
6960,73.0,392.0,0.0,83.0,14.0
6961,72.0,393.0,0.0,82.0,12.0
6962,74.0,393.0,0.0,85.0,13.0
6963,75.0,393.0,0.0,85.0,8.0
6964,78.0,403.0,0.0,84.0,11.0
6965,80.0,406.0,6.0,84.0,11.0
6966,83.0,444.0,349.0,84.0,14.0
6967,84.0,443.0,444.0,83.0,12.0
6968,83.0,442.0,395.0,82.0,7.0
6969,81.0,438.0,320.0,81.0,4.0
6970,80.0,390.0,8.0,79.0,2.0
6971,78.0,378.0,0.0,78.0,5.0
6972,76.0,371.0,0.0,77.0,6.0
6973,77.0,368.0,0.0,77.0,4.0
6974,76.0,366.0,0.0,76.0,3.0
6975,76.0,365.0,2.0,76.0,1.0
6976,77.0,425.0,181.0,78.0,1.0
6977,78.0,439.0,314.0,80.0,2.0
6978,79.0,441.0,314.0,81.0,3.0
6979,79.0,442.0,234.0,81.0,4.0
6980,78.0,372.0,7.0,81.0,3.0
6981,75.0,332.0,44.0,81.0,3.0
6982,75.0,334.0,58.0,81.0,5.0
6983,71.0,225.0,0.0,81.0,4.0
6984,71.0,215.0,0.0,81.0,4.0
6985,72.0,221.0,0.0,82.0,5.0
6986,72.0,233.0,0.0,82.0,4.0
6987,74.0,234.0,0.0,83.0,3.0
6988,78.0,234.0,0.0,84.0,4.0
6989,82.0,334.0,206.0,84.0,4.0
6990,85.0,412.0,385.0,84.0,3.0
6991,86.0,442.0,381.0,85.0,1.0
6992,85.0,443.0,375.0,83.0,0.0
6993,83.0,443.0,360.0,82.0,0.0
6994,81.0,443.0,314.0,80.0,0.0
6995,80.0,440.0,228.0,79.0,0.0
6996,79.0,402.0,7.0,78.0,0.0
6997,78.0,434.0,0.0,78.0,0.0
6998,79.0,404.0,0.0,78.0,0.0
6999,79.0,442.0,175.0,78.0,0.0
7000,79.0,442.0,266.0,80.0,0.0
7001,80.0,442.0,323.0,81.0,0.0
7002,82.0,443.0,307.0,83.0,0.0
7003,82.0,358.0,312.0,84.0,0.0
7004,81.0,228.0,2.0,84.0,0.0
7005,79.0,220.0,0.0,84.0,0.0
7006,79.0,127.0,115.0,84.0,1.0
7007,76.0,65.0,50.0,85.0,2.0
7008,75.0,65.0,0.0,85.0,3.0
7009,76.0,65.0,0.0,85.0,5.0
7010,77.0,65.0,0.0,86.0,6.0
7011,78.0,66.0,0.0,87.0,3.0
7012,81.0,66.0,40.0,87.0,1.0
7013,84.0,66.0,129.0,87.0,2.0
7014,87.0,65.0,63.0,87.0,2.0
7015,88.0,65.0,50.0,86.0,1.0
7016,88.0,65.0,133.0,86.0,1.0
7017,87.0,65.0,67.0,84.0,0.0
7018,86.0,67.0,67.0,83.0,0.0
7019,85.0,84.0,59.0,82.0,0.0
7020,84.0,87.0,56.0,82.0,0.0
7021,84.0,87.0,58.0,82.0,0.0
7022,83.0,87.0,50.0,81.0,0.0
7023,83.0,87.0,60.0,81.0,0.0
7024,82.0,102.0,67.0,81.0,0.0
7025,82.0,85.0,88.0,82.0,0.0
7026,83.0,85.0,83.0,83.0,0.0
7027,84.0,85.0,50.0,84.0,0.0
7028,81.0,79.0,50.0,85.0,0.0
7029,79.0,65.0,50.0,85.0,0.0
7030,79.0,60.0,2.0,84.0,0.0
7031,74.0,60.0,88.0,84.0,0.0
7032,74.0,60.0,0.0,84.0,0.0
7033,76.0,60.0,0.0,85.0,0.0
7034,76.0,60.0,0.0,86.0,0.0
7035,78.0,60.0,0.0,86.0,0.0
7036,79.0,60.0,0.0,87.0,0.0
7037,81.0,60.0,0.0,87.0,0.0
7038,81.0,103.0,0.0,87.0,1.0
7039,81.0,139.0,0.0,86.0,3.0
7040,80.0,141.0,0.0,85.0,5.0
7041,79.0,142.0,0.0,84.0,3.0
7042,77.0,142.0,0.0,83.0,2.0
7043,74.0,141.0,0.0,81.0,10.0
7044,73.0,126.0,0.0,80.0,17.0
7045,71.0,62.0,0.0,79.0,18.0
7046,71.0,60.0,0.0,79.0,16.0
7047,71.0,100.0,0.0,80.0,14.0
7048,77.0,138.0,0.0,81.0,15.0
7049,82.0,140.0,0.0,82.0,13.0
7050,83.0,140.0,0.0,84.0,20.0
7051,84.0,138.0,0.0,84.0,34.0
7052,81.0,73.0,0.0,84.0,37.0
7053,78.0,60.0,0.0,84.0,38.0
7054,78.0,60.0,0.0,83.0,42.0
7055,74.0,60.0,0.0,82.0,43.0
7056,73.0,60.0,0.0,82.0,44.0
7057,73.0,60.0,0.0,82.0,46.0
7058,73.0,60.0,0.0,82.0,46.0
7059,73.0,84.0,0.0,82.0,47.0
7060,77.0,84.0,0.0,83.0,48.0
7061,81.0,131.0,42.0,83.0,48.0
7062,83.0,158.0,120.0,83.0,45.0
7063,86.0,160.0,255.0,84.0,43.0
7064,85.0,159.0,214.0,82.0,40.0
7065,84.0,158.0,111.0,82.0,28.0
7066,85.0,172.0,108.0,82.0,19.0
7067,82.0,201.0,108.0,80.0,19.0
7068,84.0,176.0,111.0,82.0,21.0
7069,82.0,170.0,204.0,79.0,22.0
7070,82.0,130.0,246.0,79.0,27.0
7071,82.0,130.0,138.0,80.0,29.0
7072,82.0,135.0,175.0,81.0,29.0
7073,81.0,137.0,247.0,81.0,28.0
7074,82.0,137.0,142.0,82.0,29.0
7075,83.0,129.0,142.0,83.0,20.0
7076,80.0,60.0,142.0,83.0,19.0
7077,78.0,60.0,113.0,83.0,21.0
7078,77.0,60.0,139.0,83.0,19.0
7079,73.0,59.0,0.0,82.0,16.0
7080,71.0,59.0,0.0,79.0,18.0
7081,73.0,59.0,0.0,82.0,20.0
7082,70.0,59.0,0.0,77.0,26.0
7083,75.0,59.0,0.0,83.0,38.0
7084,76.0,102.0,0.0,83.0,41.0
7085,79.0,138.0,0.0,83.0,42.0
7086,82.0,138.0,0.0,83.0,45.0
7087,85.0,138.0,0.0,83.0,43.0
7088,86.0,137.0,60.0,83.0,31.0
7089,86.0,137.0,50.0,82.0,37.0
7090,86.0,136.0,10.0,82.0,32.0
7091,86.0,136.0,32.0,82.0,40.0
7092,85.0,136.0,47.0,81.0,39.0
7093,84.0,136.0,73.0,80.0,38.0
7094,85.0,135.0,14.0,80.0,40.0
7095,85.0,135.0,0.0,81.0,40.0
7096,86.0,135.0,81.0,82.0,44.0
7097,83.0,135.0,23.0,82.0,42.0
7098,82.0,134.0,0.0,83.0,44.0
7099,81.0,113.0,0.0,85.0,44.0
7100,76.0,61.0,0.0,83.0,47.0
7101,74.0,61.0,0.0,83.0,46.0
7102,74.0,61.0,0.0,83.0,48.0
7103,73.0,61.0,37.0,82.0,45.0
7104,73.0,61.0,5.0,82.0,44.0
7105,73.0,61.0,0.0,82.0,45.0
7106,73.0,61.0,0.0,82.0,48.0
7107,74.0,61.0,0.0,82.0,50.0
7108,74.0,61.0,0.0,82.0,50.0
7109,75.0,100.0,45.0,82.0,48.0
7110,75.0,133.0,38.0,83.0,47.0
7111,75.0,136.0,34.0,82.0,47.0
7112,75.0,136.0,80.0,82.0,48.0
7113,74.0,136.0,28.0,82.0,49.0
