,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
25787,112.0,650.0,317.0,0.0,7.0,7.0,1895.0,67.0,13.0,16.0,11.0
25788,111.0,646.0,291.0,0.0,7.0,7.0,1894.0,67.0,13.0,16.0,13.0
25789,111.0,654.0,340.0,0.0,7.0,7.0,1896.0,67.0,13.0,16.0,12.0
25790,111.0,658.0,396.0,0.0,7.0,7.0,1895.0,67.0,13.0,16.0,13.0
25791,111.0,660.0,430.0,0.0,7.0,7.0,1895.0,67.0,13.0,16.0,11.0
25792,111.0,667.0,432.0,0.0,8.0,7.0,1894.0,69.0,14.0,16.0,11.0
25793,111.0,667.0,495.0,0.0,7.0,7.0,1895.0,70.0,14.0,15.0,11.0
25794,112.0,667.0,495.0,0.0,8.0,7.0,1895.0,70.0,14.0,15.0,12.0
25795,112.0,659.0,500.0,0.0,8.0,7.0,1895.0,70.0,14.0,16.0,13.0
25796,112.0,618.0,489.0,0.0,8.0,7.0,1892.0,74.0,14.0,15.0,13.0
25797,112.0,639.0,516.0,0.0,8.0,7.0,1895.0,74.0,14.0,15.0,13.0
25798,112.0,668.0,552.0,0.0,8.0,7.0,1896.0,74.0,14.0,16.0,16.0
25799,112.0,683.0,681.0,0.0,8.0,7.0,1897.0,74.0,14.0,15.0,18.0
25800,112.0,684.0,612.0,0.0,7.0,7.0,1897.0,72.0,14.0,15.0,20.0
25801,112.0,689.0,604.0,0.0,7.0,7.0,1898.0,72.0,14.0,15.0,21.0
25802,112.0,684.0,597.0,0.0,7.0,7.0,1898.0,72.0,14.0,16.0,23.0
25803,112.0,679.0,588.0,0.0,7.0,7.0,1897.0,72.0,14.0,17.0,27.0
25804,112.0,679.0,647.0,0.0,7.0,7.0,1898.0,72.0,14.0,16.0,27.0
25805,112.0,688.0,604.0,0.0,7.0,7.0,1898.0,72.0,14.0,16.0,28.0
25806,112.0,668.0,561.0,0.0,7.0,7.0,1896.0,72.0,14.0,15.0,29.0
25807,113.0,628.0,499.0,0.0,7.0,7.0,1894.0,72.0,13.0,15.0,29.0
25808,113.0,655.0,536.0,0.0,7.0,7.0,1897.0,73.0,13.0,15.0,30.0
25809,113.0,677.0,477.0,0.0,7.0,7.0,1896.0,73.0,13.0,16.0,31.0
25810,113.0,637.0,426.0,0.0,7.0,7.0,1894.0,73.0,13.0,16.0,31.0
25811,113.0,610.0,318.0,0.0,7.0,7.0,1893.0,73.0,13.0,15.0,31.0
25812,113.0,643.0,477.0,0.0,7.0,7.0,1897.0,72.0,13.0,15.0,30.0
25813,113.0,672.0,474.0,0.0,7.0,7.0,1894.0,72.0,13.0,15.0,29.0
25814,113.0,667.0,454.0,0.0,7.0,7.0,1895.0,72.0,13.0,16.0,27.0
25815,112.0,662.0,416.0,0.0,7.0,7.0,1894.0,72.0,13.0,15.0,25.0
25816,113.0,682.0,436.0,0.0,7.0,7.0,1897.0,72.0,13.0,16.0,24.0
25817,112.0,672.0,426.0,0.0,7.0,7.0,1895.0,72.0,12.0,16.0,20.0
25818,112.0,665.0,416.0,0.0,7.0,7.0,1897.0,72.0,12.0,15.0,18.0
25819,112.0,635.0,404.0,0.0,7.0,7.0,1896.0,72.0,12.0,16.0,18.0
25820,113.0,655.0,500.0,0.0,7.0,7.0,1899.0,67.0,12.0,15.0,19.0
25821,113.0,666.0,473.0,0.0,7.0,7.0,1896.0,67.0,12.0,15.0,19.0
25822,113.0,648.0,423.0,0.0,7.0,7.0,1897.0,67.0,12.0,16.0,19.0
25823,113.0,623.0,399.0,0.0,7.0,7.0,1897.0,67.0,12.0,15.0,19.0
25824,113.0,595.0,521.0,0.0,7.0,7.0,1899.0,70.0,12.0,16.0,21.0
25825,112.0,592.0,489.0,0.0,7.0,7.0,1897.0,70.0,12.0,16.0,21.0
25826,111.0,579.0,419.0,0.0,7.0,7.0,1899.0,70.0,12.0,15.0,17.0
25827,112.0,574.0,404.0,0.0,7.0,7.0,1898.0,61.0,11.0,14.0,15.0
25828,111.0,565.0,458.0,0.0,7.0,7.0,1899.0,60.0,11.0,14.0,12.0
25829,108.0,555.0,458.0,0.0,7.0,7.0,1898.0,60.0,11.0,16.0,12.0
25830,106.0,528.0,435.0,0.0,7.0,7.0,1899.0,60.0,8.0,16.0,11.0
25831,99.0,480.0,489.0,0.0,7.0,7.0,1898.0,60.0,8.0,15.0,9.0
25832,83.0,480.0,490.0,0.0,7.0,7.0,1900.0,58.0,8.0,16.0,9.0
25833,70.0,483.0,498.0,0.0,7.0,7.0,1899.0,58.0,8.0,16.0,10.0
25834,68.0,489.0,484.0,0.0,7.0,7.0,1900.0,58.0,8.0,16.0,12.0
25835,69.0,494.0,466.0,0.0,8.0,7.0,1899.0,58.0,8.0,16.0,14.0
25836,69.0,493.0,461.0,0.0,8.0,7.0,1899.0,60.0,8.0,16.0,14.0
25837,69.0,502.0,477.0,0.0,8.0,7.0,1899.0,60.0,8.0,16.0,13.0
25838,69.0,515.0,535.0,0.0,8.0,7.0,1899.0,60.0,8.0,16.0,12.0
25839,69.0,525.0,582.0,0.0,8.0,7.0,1899.0,60.0,7.0,16.0,12.0
25840,70.0,494.0,483.0,0.0,8.0,7.0,1897.0,70.0,8.0,16.0,11.0
25841,73.0,478.0,515.0,0.0,8.0,7.0,1897.0,70.0,8.0,16.0,10.0
25842,81.0,526.0,604.0,0.0,8.0,7.0,1897.0,70.0,8.0,16.0,10.0
25843,91.0,529.0,706.0,0.0,8.0,7.0,1897.0,70.0,9.0,16.0,8.0
25844,96.0,521.0,585.0,0.0,8.0,7.0,1897.0,69.0,11.0,17.0,7.0
25845,100.0,528.0,677.0,0.0,8.0,7.0,1897.0,69.0,12.0,16.0,7.0
25846,107.0,547.0,790.0,0.0,8.0,7.0,1899.0,69.0,13.0,16.0,6.0
25847,110.0,547.0,868.0,0.0,8.0,7.0,1898.0,69.0,13.0,15.0,5.0
25848,109.0,547.0,781.0,0.0,9.0,7.0,1898.0,70.0,14.0,15.0,5.0
25849,110.0,555.0,763.0,0.0,9.0,7.0,1898.0,70.0,15.0,15.0,4.0
25850,110.0,551.0,761.0,0.0,9.0,7.0,1898.0,70.0,15.0,16.0,4.0
25851,110.0,549.0,726.0,0.0,9.0,7.0,1898.0,70.0,14.0,16.0,4.0
25852,110.0,558.0,709.0,0.0,9.0,7.0,1897.0,71.0,15.0,16.0,4.0
25853,110.0,558.0,710.0,0.0,9.0,7.0,1897.0,71.0,15.0,16.0,4.0
25854,108.0,562.0,687.0,0.0,9.0,7.0,1896.0,71.0,15.0,16.0,4.0
25855,109.0,552.0,665.0,0.0,9.0,7.0,1896.0,71.0,15.0,16.0,4.0
25856,111.0,550.0,666.0,0.0,9.0,7.0,1897.0,71.0,14.0,15.0,4.0
25857,111.0,548.0,659.0,0.0,9.0,7.0,1897.0,71.0,14.0,13.0,4.0
25858,111.0,544.0,684.0,0.0,9.0,7.0,1897.0,71.0,15.0,15.0,4.0
25859,112.0,544.0,683.0,0.0,9.0,7.0,1897.0,71.0,15.0,15.0,4.0
25860,112.0,559.0,669.0,0.0,9.0,7.0,1898.0,70.0,15.0,16.0,4.0
25861,112.0,563.0,684.0,0.0,9.0,7.0,1897.0,70.0,15.0,17.0,4.0
25862,111.0,558.0,672.0,0.0,9.0,7.0,1898.0,70.0,16.0,16.0,4.0
25863,112.0,548.0,659.0,0.0,9.0,7.0,1897.0,70.0,16.0,15.0,4.0
25864,112.0,544.0,632.0,0.0,9.0,7.0,1899.0,69.0,16.0,15.0,4.0
25865,112.0,549.0,628.0,0.0,9.0,7.0,1898.0,69.0,15.0,14.0,4.0
25866,112.0,551.0,616.0,0.0,9.0,7.0,1898.0,69.0,14.0,14.0,4.0
25867,112.0,552.0,624.0,0.0,9.0,7.0,1898.0,69.0,14.0,15.0,4.0
25868,112.0,546.0,540.0,0.0,9.0,7.0,1898.0,70.0,14.0,14.0,4.0
25869,112.0,549.0,586.0,0.0,9.0,7.0,1897.0,70.0,14.0,16.0,4.0
25870,112.0,551.0,614.0,0.0,9.0,7.0,1895.0,70.0,13.0,16.0,4.0
25871,112.0,547.0,615.0,0.0,9.0,7.0,1897.0,70.0,13.0,15.0,4.0
25872,112.0,547.0,652.0,0.0,9.0,7.0,1898.0,70.0,14.0,16.0,4.0
25873,112.0,549.0,633.0,0.0,9.0,7.0,1898.0,70.0,14.0,16.0,3.0
25874,112.0,554.0,596.0,0.0,9.0,7.0,1897.0,70.0,14.0,16.0,3.0
25875,112.0,544.0,538.0,0.0,9.0,8.0,1897.0,70.0,14.0,16.0,3.0
25876,112.0,560.0,647.0,0.0,9.0,8.0,1897.0,68.0,14.0,16.0,3.0
25877,111.0,564.0,633.0,0.0,9.0,8.0,1898.0,68.0,14.0,16.0,3.0
25878,111.0,564.0,656.0,0.0,9.0,8.0,1897.0,68.0,14.0,16.0,3.0
25879,110.0,562.0,701.0,0.0,9.0,8.0,1897.0,68.0,14.0,15.0,3.0
25880,109.0,566.0,745.0,0.0,9.0,8.0,1897.0,68.0,14.0,15.0,3.0
25881,108.0,563.0,737.0,0.0,9.0,8.0,1897.0,68.0,13.0,15.0,3.0
25882,107.0,565.0,775.0,0.0,9.0,8.0,1897.0,68.0,13.0,15.0,3.0
25883,107.0,558.0,788.0,0.0,9.0,8.0,1897.0,68.0,13.0,14.0,3.0
25884,107.0,564.0,780.0,0.0,9.0,8.0,1897.0,69.0,13.0,16.0,2.0
25885,108.0,559.0,812.0,0.0,9.0,8.0,1897.0,69.0,13.0,17.0,2.0
25886,108.0,564.0,817.0,0.0,9.0,8.0,1897.0,69.0,13.0,17.0,2.0
25887,109.0,560.0,861.0,0.0,9.0,8.0,1897.0,69.0,13.0,17.0,2.0
25888,109.0,559.0,825.0,0.0,9.0,8.0,1897.0,69.0,14.0,16.0,2.0
25889,109.0,564.0,815.0,0.0,9.0,8.0,1899.0,70.0,14.0,16.0,3.0
25890,109.0,559.0,839.0,0.0,9.0,8.0,1899.0,70.0,14.0,15.0,4.0
25891,109.0,559.0,840.0,0.0,9.0,8.0,1899.0,70.0,15.0,16.0,4.0
25892,109.0,528.0,758.0,0.0,9.0,8.0,1898.0,70.0,15.0,15.0,5.0
25893,109.0,523.0,806.0,0.0,9.0,8.0,1900.0,70.0,15.0,15.0,6.0
25894,109.0,545.0,881.0,0.0,9.0,8.0,1901.0,70.0,15.0,15.0,7.0
25895,108.0,566.0,1005.0,0.0,9.0,8.0,1902.0,70.0,15.0,15.0,9.0
25896,108.0,566.0,944.0,0.0,9.0,8.0,1900.0,69.0,15.0,15.0,12.0
25897,108.0,560.0,931.0,0.0,9.0,8.0,1901.0,69.0,15.0,16.0,14.0
25898,109.0,558.0,943.0,0.0,9.0,8.0,1900.0,69.0,15.0,16.0,16.0
25899,109.0,546.0,917.0,0.0,9.0,8.0,1900.0,69.0,15.0,16.0,19.0
25900,109.0,542.0,998.0,0.0,8.0,9.0,1900.0,69.0,15.0,16.0,20.0
25901,109.0,551.0,914.0,0.0,8.0,9.0,1898.0,69.0,15.0,15.0,23.0
25902,109.0,545.0,874.0,0.0,8.0,9.0,1898.0,69.0,15.0,16.0,28.0
25903,109.0,529.0,790.0,0.0,8.0,9.0,1898.0,69.0,15.0,16.0,30.0
25904,108.0,541.0,887.0,0.0,8.0,9.0,1901.0,69.0,15.0,16.0,33.0
25905,107.0,560.0,804.0,0.0,8.0,9.0,1899.0,69.0,15.0,15.0,34.0
25906,105.0,542.0,709.0,0.0,8.0,9.0,1898.0,69.0,14.0,15.0,34.0
25907,101.0,523.0,598.0,0.0,8.0,9.0,1898.0,69.0,14.0,15.0,32.0
25908,95.0,544.0,707.0,0.0,8.0,9.0,1900.0,70.0,14.0,16.0,30.0
25909,93.0,565.0,680.0,0.0,8.0,9.0,1899.0,70.0,14.0,17.0,31.0
25910,88.0,563.0,672.0,0.0,8.0,9.0,1898.0,70.0,14.0,17.0,31.0
25911,83.0,558.0,596.0,0.0,8.0,9.0,1896.0,70.0,14.0,16.0,33.0
25912,78.0,569.0,618.0,0.0,8.0,9.0,1895.0,70.0,14.0,15.0,33.0
25913,73.0,567.0,604.0,0.0,8.0,9.0,1899.0,70.0,14.0,16.0,34.0
25914,66.0,565.0,581.0,0.0,8.0,9.0,1899.0,70.0,14.0,16.0,36.0
25915,56.0,544.0,529.0,0.0,8.0,9.0,1898.0,70.0,14.0,16.0,35.0
25916,54.0,559.0,693.0,0.0,8.0,10.0,1902.0,72.0,14.0,15.0,32.0
25917,53.0,568.0,659.0,0.0,8.0,10.0,1899.0,72.0,14.0,16.0,34.0
25918,53.0,571.0,606.0,0.0,8.0,10.0,1898.0,72.0,14.0,16.0,41.0
25919,53.0,567.0,539.0,0.0,8.0,10.0,1898.0,72.0,14.0,15.0,52.0
25920,51.0,566.0,674.0,0.0,8.0,10.0,1900.0,71.0,14.0,15.0,49.0
25921,52.0,564.0,657.0,0.0,8.0,10.0,1899.0,71.0,14.0,15.0,42.0
25922,52.0,571.0,589.0,0.0,8.0,10.0,1899.0,71.0,14.0,15.0,44.0
25923,52.0,568.0,522.0,0.0,8.0,10.0,1898.0,62.0,14.0,15.0,46.0
25924,52.0,566.0,607.0,0.0,8.0,10.0,1900.0,62.0,13.0,16.0,44.0
25925,49.0,563.0,606.0,0.0,8.0,10.0,1898.0,62.0,12.0,16.0,45.0
25926,50.0,559.0,581.0,0.0,8.0,10.0,1898.0,62.0,8.0,15.0,51.0
25927,49.0,559.0,568.0,0.0,8.0,10.0,1897.0,62.0,8.0,15.0,61.0
25928,38.0,558.0,522.0,0.0,8.0,10.0,1879.0,61.0,8.0,15.0,68.0
25929,36.0,559.0,550.0,0.0,7.0,10.0,1835.0,61.0,8.0,16.0,78.0
25930,36.0,556.0,564.0,0.0,7.0,10.0,1796.0,61.0,8.0,16.0,84.0
25931,36.0,559.0,595.0,0.0,7.0,10.0,1787.0,61.0,8.0,15.0,82.0
25932,36.0,525.0,495.0,0.0,7.0,10.0,1789.0,61.0,8.0,15.0,91.0
25933,36.0,535.0,507.0,0.0,7.0,10.0,1788.0,61.0,8.0,15.0,92.0
25934,36.0,553.0,524.0,0.0,7.0,10.0,1787.0,61.0,8.0,15.0,94.0
25935,36.0,555.0,594.0,0.0,7.0,10.0,1788.0,61.0,8.0,16.0,83.0
25936,36.0,520.0,476.0,0.0,7.0,10.0,1788.0,71.0,8.0,17.0,75.0
25937,36.0,496.0,535.0,0.0,7.0,10.0,1788.0,71.0,8.0,17.0,68.0
25938,36.0,526.0,650.0,0.0,7.0,10.0,1788.0,71.0,9.0,16.0,58.0
25939,36.0,542.0,753.0,0.0,7.0,10.0,1788.0,71.0,10.0,17.0,57.0
25940,38.0,521.0,587.0,0.0,7.0,10.0,1789.0,73.0,12.0,16.0,58.0
25941,43.0,508.0,662.0,0.0,7.0,10.0,1788.0,73.0,14.0,15.0,58.0
25942,50.0,545.0,711.0,0.0,7.0,10.0,1790.0,73.0,14.0,14.0,57.0
25943,54.0,566.0,776.0,0.0,7.0,10.0,1789.0,73.0,14.0,15.0,49.0
25944,54.0,543.0,716.0,0.0,8.0,10.0,1788.0,73.0,15.0,16.0,38.0
25945,54.0,538.0,727.0,0.0,8.0,10.0,1789.0,73.0,16.0,17.0,41.0
25946,54.0,542.0,730.0,0.0,8.0,10.0,1788.0,73.0,16.0,17.0,39.0
25947,54.0,539.0,713.0,0.0,8.0,10.0,1789.0,73.0,16.0,17.0,34.0
25948,55.0,549.0,721.0,0.0,8.0,10.0,1787.0,72.0,16.0,16.0,29.0
25949,55.0,555.0,735.0,0.0,8.0,10.0,1788.0,72.0,16.0,16.0,25.0
25950,56.0,561.0,723.0,0.0,8.0,10.0,1788.0,72.0,16.0,15.0,17.0
25951,56.0,564.0,702.0,0.0,8.0,10.0,1789.0,72.0,16.0,16.0,11.0
25952,56.0,565.0,715.0,0.0,8.0,10.0,1791.0,71.0,16.0,16.0,7.0
25953,56.0,561.0,692.0,0.0,8.0,10.0,1791.0,71.0,15.0,16.0,5.0
25954,56.0,560.0,712.0,0.0,8.0,10.0,1791.0,71.0,15.0,16.0,3.0
25955,56.0,557.0,686.0,0.0,8.0,10.0,1791.0,71.0,15.0,16.0,3.0
25956,56.0,571.0,679.0,0.0,8.0,10.0,1792.0,67.0,16.0,16.0,5.0
25957,57.0,564.0,686.0,0.0,8.0,10.0,1791.0,67.0,16.0,15.0,6.0
25958,57.0,570.0,664.0,0.0,8.0,10.0,1792.0,67.0,16.0,15.0,7.0
25959,57.0,569.0,653.0,0.0,8.0,10.0,1791.0,67.0,16.0,16.0,7.0
25960,58.0,571.0,644.0,0.0,8.0,10.0,1792.0,66.0,16.0,15.0,7.0
25961,58.0,572.0,656.0,0.0,8.0,10.0,1793.0,66.0,16.0,16.0,9.0
25962,58.0,571.0,620.0,0.0,8.0,10.0,1792.0,66.0,16.0,15.0,12.0
25963,58.0,566.0,618.0,0.0,8.0,10.0,1790.0,66.0,16.0,15.0,12.0
25964,58.0,548.0,577.0,0.0,8.0,10.0,1791.0,67.0,16.0,15.0,11.0
25965,58.0,546.0,574.0,0.0,8.0,10.0,1789.0,67.0,16.0,16.0,10.0
25966,58.0,547.0,601.0,0.0,8.0,10.0,1790.0,67.0,15.0,17.0,8.0
25967,58.0,554.0,571.0,0.0,8.0,10.0,1788.0,67.0,14.0,17.0,8.0
25968,58.0,555.0,562.0,0.0,8.0,10.0,1790.0,66.0,14.0,16.0,9.0
25969,58.0,559.0,574.0,0.0,8.0,10.0,1789.0,66.0,15.0,15.0,8.0
25970,58.0,557.0,546.0,0.0,8.0,10.0,1790.0,66.0,15.0,15.0,7.0
25971,57.0,539.0,545.0,0.0,8.0,10.0,1788.0,66.0,15.0,14.0,6.0
25972,58.0,553.0,526.0,0.0,8.0,10.0,1791.0,66.0,14.0,15.0,6.0
25973,58.0,560.0,571.0,0.0,8.0,10.0,1790.0,66.0,14.0,15.0,4.0
25974,58.0,563.0,571.0,0.0,8.0,10.0,1791.0,66.0,14.0,16.0,4.0
25975,58.0,559.0,584.0,0.0,8.0,10.0,1790.0,66.0,14.0,16.0,4.0
25976,58.0,557.0,543.0,0.0,8.0,10.0,1791.0,63.0,14.0,16.0,4.0
25977,58.0,552.0,579.0,0.0,8.0,10.0,1790.0,63.0,14.0,16.0,4.0
25978,58.0,553.0,606.0,0.0,8.0,10.0,1789.0,63.0,15.0,15.0,3.0
25979,58.0,554.0,613.0,0.0,8.0,10.0,1789.0,63.0,14.0,15.0,3.0
25980,58.0,546.0,555.0,0.0,8.0,10.0,1790.0,65.0,14.0,16.0,2.0
25981,58.0,542.0,611.0,0.0,8.0,10.0,1789.0,65.0,14.0,16.0,2.0
25982,58.0,543.0,648.0,0.0,8.0,10.0,1790.0,65.0,14.0,17.0,2.0
25983,58.0,534.0,683.0,0.0,8.0,10.0,1789.0,65.0,14.0,17.0,2.0
25984,58.0,534.0,624.0,0.0,8.0,10.0,1789.0,64.0,15.0,15.0,2.0
25985,58.0,540.0,631.0,0.0,8.0,10.0,1790.0,65.0,15.0,15.0,2.0
25986,58.0,545.0,650.0,0.0,8.0,10.0,1790.0,65.0,15.0,16.0,2.0
25987,58.0,531.0,664.0,0.0,8.0,10.0,1789.0,65.0,15.0,16.0,3.0
25988,58.0,519.0,593.0,0.0,8.0,10.0,1787.0,69.0,15.0,15.0,5.0
25989,58.0,519.0,584.0,0.0,8.0,10.0,1789.0,69.0,16.0,16.0,4.0
25990,56.0,520.0,677.0,0.0,8.0,10.0,1790.0,69.0,16.0,16.0,5.0
25991,57.0,543.0,775.0,0.0,8.0,10.0,1790.0,69.0,16.0,16.0,6.0
25992,57.0,552.0,711.0,0.0,8.0,10.0,1788.0,68.0,16.0,15.0,7.0
25993,57.0,556.0,700.0,0.0,8.0,10.0,1789.0,68.0,16.0,15.0,8.0
25994,56.0,551.0,724.0,0.0,8.0,10.0,1789.0,69.0,16.0,16.0,8.0
25995,57.0,566.0,670.0,0.0,8.0,10.0,1788.0,69.0,16.0,16.0,12.0
25996,57.0,587.0,770.0,0.0,7.0,10.0,1788.0,68.0,15.0,17.0,13.0
25997,57.0,598.0,715.0,0.0,7.0,10.0,1787.0,68.0,15.0,17.0,13.0
25998,57.0,604.0,646.0,0.0,7.0,10.0,1788.0,68.0,15.0,17.0,18.0
25999,57.0,607.0,574.0,0.0,7.0,10.0,1789.0,68.0,15.0,17.0,18.0
26000,55.0,605.0,811.0,0.0,7.0,10.0,1789.0,68.0,15.0,16.0,19.0
26001,56.0,608.0,804.0,0.0,7.0,10.0,1789.0,68.0,14.0,16.0,18.0
26002,56.0,616.0,679.0,0.0,7.0,10.0,1789.0,68.0,14.0,16.0,24.0
26003,56.0,624.0,563.0,0.0,7.0,10.0,1789.0,68.0,14.0,16.0,32.0
26004,56.0,620.0,751.0,0.0,7.0,10.0,1798.0,68.0,14.0,15.0,46.0
26005,56.0,624.0,736.0,0.0,7.0,10.0,1811.0,68.0,14.0,15.0,55.0
26006,56.0,631.0,669.0,0.0,7.0,10.0,1829.0,68.0,14.0,15.0,63.0
26007,56.0,635.0,559.0,0.0,7.0,10.0,1844.0,68.0,14.0,16.0,78.0
26008,56.0,609.0,633.0,0.0,6.0,10.0,1860.0,68.0,14.0,15.0,97.0
26009,56.0,577.0,611.0,0.0,6.0,10.0,1872.0,68.0,14.0,16.0,106.0
26010,55.0,571.0,598.0,0.0,6.0,10.0,1884.0,68.0,14.0,16.0,125.0
26011,55.0,567.0,496.0,0.0,6.0,10.0,1886.0,68.0,14.0,16.0,140.0
26012,55.0,554.0,525.0,0.0,6.0,10.0,1899.0,70.0,14.0,15.0,153.0
26013,54.0,535.0,470.0,0.0,6.0,10.0,1901.0,70.0,13.0,15.0,159.0
26014,53.0,525.0,458.0,0.0,6.0,10.0,1901.0,70.0,13.0,16.0,161.0
26015,51.0,522.0,414.0,0.0,6.0,10.0,1900.0,70.0,13.0,15.0,179.0
26016,51.0,518.0,512.0,0.0,6.0,10.0,1901.0,69.0,13.0,14.0,183.0
26017,51.0,525.0,447.0,0.0,6.0,10.0,1897.0,69.0,13.0,15.0,176.0
26018,52.0,499.0,404.0,0.0,6.0,10.0,1899.0,69.0,13.0,15.0,194.0
26019,60.0,469.0,375.0,0.0,6.0,10.0,1900.0,60.0,13.0,15.0,188.0
26020,66.0,465.0,465.0,0.0,6.0,10.0,1901.0,64.0,13.0,14.0,185.0
26021,71.0,466.0,442.0,0.0,6.0,10.0,1902.0,64.0,12.0,16.0,188.0
26022,75.0,443.0,425.0,0.0,6.0,10.0,1902.0,64.0,8.0,16.0,192.0
26023,80.0,430.0,427.0,0.0,6.0,10.0,1903.0,64.0,8.0,16.0,191.0
26024,83.0,470.0,484.0,0.0,7.0,10.0,1903.0,64.0,8.0,16.0,193.0
26025,78.0,514.0,433.0,0.0,7.0,10.0,1902.0,64.0,8.0,16.0,200.0
26026,75.0,526.0,403.0,0.0,7.0,10.0,1903.0,64.0,8.0,16.0,216.0
26027,74.0,498.0,401.0,0.0,7.0,10.0,1903.0,64.0,8.0,17.0,221.0
26028,74.0,481.0,413.0,0.0,7.0,10.0,1904.0,65.0,8.0,16.0,231.0
26029,74.0,503.0,407.0,0.0,7.0,10.0,1903.0,65.0,8.0,18.0,251.0
26030,73.0,497.0,409.0,0.0,7.0,10.0,1902.0,65.0,8.0,16.0,261.0
26031,73.0,498.0,402.0,0.0,7.0,10.0,1902.0,65.0,8.0,17.0,268.0
26032,73.0,492.0,409.0,0.0,7.0,10.0,1902.0,80.0,8.0,16.0,251.0
26033,73.0,504.0,408.0,0.0,7.0,10.0,1902.0,80.0,8.0,15.0,253.0
26034,75.0,510.0,413.0,0.0,7.0,10.0,1902.0,80.0,8.0,16.0,243.0
26035,75.0,529.0,415.0,0.0,7.0,10.0,1901.0,80.0,9.0,16.0,228.0
26036,75.0,504.0,348.0,0.0,7.0,10.0,1901.0,80.0,10.0,15.0,251.0
26037,77.0,513.0,421.0,0.0,7.0,10.0,1900.0,80.0,11.0,16.0,260.0
26038,82.0,529.0,431.0,0.0,7.0,10.0,1900.0,80.0,11.0,15.0,257.0
26039,88.0,530.0,452.0,0.0,8.0,10.0,1901.0,80.0,11.0,14.0,251.0
26040,93.0,508.0,370.0,0.0,9.0,10.0,1900.0,80.0,14.0,15.0,249.0
26041,98.0,465.0,447.0,0.0,9.0,10.0,1900.0,80.0,16.0,16.0,244.0
26042,103.0,486.0,479.0,0.0,9.0,10.0,1901.0,80.0,16.0,17.0,243.0
26043,109.0,542.0,485.0,0.0,9.0,10.0,1902.0,80.0,16.0,17.0,234.0
26044,110.0,526.0,408.0,0.0,8.0,10.0,1901.0,75.0,15.0,17.0,229.0
26045,110.0,506.0,444.0,0.0,8.0,10.0,1901.0,75.0,15.0,17.0,218.0
26046,111.0,540.0,458.0,0.0,8.0,10.0,1901.0,75.0,16.0,17.0,220.0
26047,110.0,560.0,474.0,0.0,8.0,10.0,1901.0,75.0,16.0,16.0,223.0
26048,111.0,548.0,453.0,0.0,8.0,10.0,1901.0,77.0,15.0,15.0,217.0
26049,111.0,552.0,460.0,0.0,8.0,10.0,1901.0,77.0,15.0,15.0,225.0
26050,111.0,553.0,464.0,0.0,8.0,10.0,1901.0,77.0,15.0,16.0,232.0
26051,111.0,557.0,462.0,0.0,7.0,10.0,1901.0,77.0,15.0,17.0,256.0
26052,111.0,546.0,438.0,0.0,7.0,8.0,1901.0,73.0,15.0,17.0,264.0
26053,111.0,549.0,442.0,0.0,7.0,8.0,1901.0,73.0,12.0,17.0,257.0
26054,111.0,548.0,445.0,0.0,7.0,10.0,1901.0,73.0,12.0,17.0,248.0
26055,111.0,549.0,442.0,0.0,7.0,10.0,1901.0,73.0,14.0,16.0,253.0
26056,111.0,552.0,456.0,0.0,7.0,10.0,1902.0,72.0,14.0,16.0,246.0
26057,111.0,540.0,462.0,0.0,7.0,10.0,1901.0,72.0,15.0,15.0,246.0
26058,111.0,537.0,459.0,0.0,7.0,10.0,1901.0,72.0,15.0,14.0,239.0
26059,111.0,543.0,445.0,0.0,7.0,10.0,1901.0,72.0,15.0,16.0,224.0
26060,111.0,554.0,477.0,0.0,7.0,10.0,1901.0,69.0,15.0,16.0,224.0
26061,111.0,545.0,495.0,0.0,8.0,10.0,1900.0,69.0,14.0,16.0,204.0
26062,111.0,549.0,488.0,0.0,8.0,10.0,1901.0,69.0,14.0,16.0,202.0
26063,111.0,543.0,440.0,0.0,8.0,10.0,1901.0,69.0,15.0,16.0,195.0
26064,111.0,560.0,478.0,0.0,8.0,10.0,1902.0,70.0,15.0,17.0,194.0
26065,111.0,557.0,472.0,0.0,8.0,10.0,1901.0,70.0,15.0,15.0,189.0
26066,111.0,551.0,447.0,0.0,8.0,10.0,1901.0,70.0,14.0,15.0,178.0
26067,111.0,524.0,426.0,0.0,8.0,10.0,1901.0,70.0,14.0,14.0,183.0
26068,111.0,537.0,468.0,0.0,8.0,10.0,1901.0,76.0,14.0,14.0,188.0
26069,111.0,557.0,453.0,0.0,8.0,10.0,1900.0,76.0,14.0,15.0,183.0
26070,111.0,554.0,445.0,0.0,8.0,10.0,1899.0,76.0,14.0,15.0,185.0
26071,111.0,545.0,440.0,0.0,8.0,10.0,1900.0,76.0,14.0,15.0,184.0
26072,111.0,548.0,444.0,0.0,8.0,10.0,1901.0,79.0,14.0,15.0,180.0
