,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
1187,117.0,529.0,947.0,0.6762016365550793,7.0,3.0,1923.0,99.0,14.0,15.0,19.0
1188,117.0,517.0,834.0,0.0,7.0,3.0,1922.0,94.0,14.0,13.0,19.0
1189,117.0,519.0,854.0,2.0863739187183707,7.0,3.0,1923.0,94.0,14.0,14.0,16.0
1190,117.0,523.0,923.0,0.8752157652706207,7.0,3.0,1923.0,94.0,14.0,14.0,15.0
1191,118.0,529.0,966.0,3.2921071463286946,7.0,3.0,1923.0,94.0,14.0,14.0,13.0
1192,118.0,526.0,925.0,0.0,7.0,3.0,1923.0,93.0,14.0,14.0,10.0
1193,118.0,514.0,974.0,0.9317153270704188,7.0,3.0,1924.0,93.0,14.0,15.0,7.0
1194,118.0,516.0,1000.0,0.0,7.0,3.0,1924.0,93.0,15.0,15.0,6.0
1195,117.0,506.0,1032.0,0.0,7.0,3.0,1923.0,93.0,15.0,15.0,6.0
1196,115.0,498.0,990.0,0.05817040296156817,7.0,3.0,1924.0,91.0,15.0,15.0,8.0
1197,115.0,505.0,1004.0,1.7313765381228943,7.0,3.0,1924.0,91.0,15.0,16.0,12.0
1198,115.0,517.0,1019.0,0.9450003008968152,7.0,3.0,1923.0,91.0,15.0,15.0,19.0
1199,113.0,521.0,1032.0,2.123908025005628,7.0,3.0,1924.0,91.0,15.0,16.0,25.0
1200,112.0,526.0,1029.0,0.0,7.0,3.0,1924.0,92.0,15.0,15.0,28.0
1201,114.0,516.0,1021.0,1.430810224701977,7.0,3.0,1922.0,92.0,15.0,15.0,26.0
1202,115.0,521.0,981.0,0.4003095207624291,7.0,3.0,1922.0,92.0,15.0,15.0,25.0
1203,113.0,521.0,1001.0,0.563996743943169,7.0,3.0,1922.0,92.0,15.0,15.0,22.0
1204,111.0,531.0,1059.0,0.7045939337591611,7.0,3.0,1923.0,93.0,15.0,15.0,18.0
1205,114.0,528.0,1046.0,0.0,7.0,3.0,1922.0,93.0,15.0,15.0,17.0
1206,116.0,514.0,988.0,1.8597738221585611,7.0,3.0,1922.0,93.0,15.0,15.0,16.0
1207,115.0,505.0,924.0,0.5037221729644503,7.0,3.0,1922.0,93.0,15.0,13.0,16.0
1208,117.0,519.0,957.0,0.0,7.0,3.0,1923.0,96.0,15.0,15.0,14.0
1209,116.0,525.0,977.0,0.2576463066990052,7.0,3.0,1921.0,96.0,15.0,15.0,13.0
1210,116.0,532.0,928.0,0.24143647927760142,7.0,3.0,1921.0,96.0,15.0,15.0,13.0
1211,115.0,526.0,886.0,0.27330251437539615,7.0,3.0,1922.0,96.0,15.0,15.0,17.0
1212,115.0,534.0,831.0,0.19942050876187187,7.0,3.0,1923.0,95.0,15.0,14.0,18.0
1213,115.0,530.0,881.0,0.4761607987993237,8.0,3.0,1923.0,95.0,15.0,15.0,19.0
1214,114.0,529.0,856.0,0.5034473636125095,8.0,3.0,1924.0,95.0,15.0,15.0,19.0
1215,112.0,516.0,893.0,0.4805261596271801,7.0,3.0,1925.0,95.0,15.0,15.0,20.0
1216,113.0,494.0,816.0,0.4835481843631404,8.0,3.0,1924.0,99.0,15.0,12.0,21.0
1217,113.0,502.0,839.0,0.37782978985795207,8.0,3.0,1926.0,99.0,16.0,13.0,21.0
1218,112.0,507.0,891.0,0.37514411636641437,8.0,3.0,1926.0,99.0,16.0,16.0,22.0
1219,112.0,511.0,950.0,0.36441620394301155,8.0,3.0,1927.0,99.0,16.0,16.0,23.0
1220,112.0,501.0,920.0,0.0,8.0,3.0,1923.0,98.0,16.0,15.0,23.0
1221,112.0,519.0,887.0,0.37543196001907686,8.0,3.0,1924.0,99.0,15.0,15.0,22.0
1222,112.0,522.0,844.0,0.0,8.0,3.0,1924.0,99.0,15.0,15.0,22.0
1223,112.0,514.0,808.0,0.13672266649882847,8.0,3.0,1924.0,99.0,15.0,15.0,23.0
1224,108.0,525.0,864.0,0.852117862877658,8.0,3.0,1923.0,97.0,15.0,15.0,26.0
1225,107.0,528.0,858.0,1.1079302480430417,8.0,3.0,1923.0,97.0,15.0,14.0,29.0
1226,112.0,527.0,835.0,1.14687953682225,8.0,3.0,1923.0,97.0,15.0,15.0,30.0
1227,113.0,521.0,836.0,0.0,8.0,3.0,1924.0,97.0,15.0,15.0,31.0
1228,113.0,530.0,868.0,1.8956252617499136,8.0,3.0,1924.0,97.0,15.0,15.0,30.0
1229,109.0,523.0,856.0,0.5735831664363751,8.0,3.0,1924.0,97.0,15.0,14.0,28.0
1230,109.0,513.0,846.0,0.0,8.0,3.0,1923.0,97.0,15.0,15.0,27.0
1231,109.0,519.0,839.0,0.0,8.0,3.0,1923.0,97.0,15.0,15.0,28.0
1232,109.0,526.0,919.0,0.0,8.0,3.0,1924.0,93.0,15.0,15.0,30.0
1233,113.0,526.0,891.0,0.0,8.0,3.0,1922.0,93.0,14.0,16.0,33.0
1234,113.0,521.0,838.0,0.0,8.0,3.0,1923.0,93.0,14.0,16.0,32.0
1235,114.0,512.0,819.0,0.0,8.0,3.0,1922.0,93.0,15.0,16.0,28.0
1236,114.0,501.0,883.0,0.0,8.0,3.0,1923.0,93.0,15.0,15.0,24.0
1237,115.0,509.0,875.0,0.0,8.0,3.0,1923.0,93.0,14.0,15.0,24.0
1238,115.0,499.0,784.0,0.0,8.0,3.0,1922.0,93.0,14.0,15.0,26.0
1239,115.0,508.0,689.0,0.0,8.0,3.0,1920.0,93.0,14.0,14.0,28.0
1240,115.0,499.0,826.0,0.0,8.0,3.0,1923.0,96.0,14.0,15.0,27.0
1241,115.0,502.0,811.0,0.0,8.0,3.0,1923.0,96.0,14.0,15.0,26.0
1242,116.0,504.0,752.0,0.0,8.0,3.0,1924.0,96.0,14.0,16.0,27.0
1243,117.0,493.0,704.0,0.0,8.0,3.0,1923.0,96.0,14.0,16.0,27.0
1244,117.0,483.0,842.0,0.20982919343763784,8.0,3.0,1925.0,96.0,14.0,14.0,31.0
1245,117.0,505.0,758.0,0.0,8.0,3.0,1923.0,96.0,14.0,16.0,29.0
1246,118.0,505.0,698.0,0.0,8.0,3.0,1922.0,96.0,13.0,16.0,29.0
1247,117.0,504.0,646.0,0.0,8.0,3.0,1921.0,96.0,13.0,16.0,31.0
1248,118.0,491.0,731.0,0.0,8.0,3.0,1923.0,96.0,13.0,15.0,37.0
1249,118.0,488.0,698.0,0.0,8.0,3.0,1921.0,96.0,14.0,14.0,41.0
1250,118.0,481.0,647.0,0.0,8.0,3.0,1922.0,96.0,14.0,14.0,42.0
1251,118.0,478.0,610.0,0.0,8.0,4.0,1920.0,96.0,14.0,15.0,39.0
1252,118.0,430.0,678.0,0.0,8.0,4.0,1922.0,96.0,12.0,15.0,43.0
1253,118.0,417.0,661.0,0.0,8.0,4.0,1922.0,96.0,12.0,14.0,41.0
1254,117.0,414.0,630.0,0.0,8.0,4.0,1922.0,96.0,9.0,15.0,44.0
1255,113.0,405.0,587.0,0.0,8.0,4.0,1922.0,87.0,8.0,15.0,51.0
1256,103.0,425.0,651.0,0.0,8.0,4.0,1923.0,88.0,7.0,13.0,59.0
1257,87.0,426.0,653.0,0.0,8.0,4.0,1923.0,88.0,6.0,14.0,61.0
1258,81.0,403.0,650.0,0.0,8.0,4.0,1923.0,88.0,6.0,15.0,66.0
1259,79.0,363.0,652.0,0.0,8.0,4.0,1923.0,88.0,6.0,15.0,70.0
1260,75.0,365.0,666.0,0.0,8.0,4.0,1923.0,88.0,6.0,15.0,70.0
1261,75.0,364.0,651.0,0.0,8.0,4.0,1924.0,88.0,6.0,15.0,70.0
1262,75.0,364.0,637.0,0.0,8.0,4.0,1924.0,88.0,6.0,15.0,63.0
1263,75.0,356.0,634.0,0.0,8.0,4.0,1924.0,88.0,6.0,15.0,58.0
1264,75.0,354.0,616.0,0.0,8.0,4.0,1924.0,87.0,6.0,14.0,58.0
1265,75.0,358.0,635.0,0.0,8.0,4.0,1921.0,87.0,6.0,14.0,58.0
1266,74.0,360.0,642.0,0.0,8.0,4.0,1921.0,87.0,6.0,14.0,60.0
1267,75.0,366.0,644.0,0.0,8.0,4.0,1921.0,87.0,6.0,14.0,64.0
1268,76.0,387.0,628.0,0.0,8.0,4.0,1921.0,97.0,6.0,14.0,65.0
1269,76.0,413.0,613.0,0.0,8.0,4.0,1922.0,97.0,6.0,15.0,61.0
1270,82.0,417.0,623.0,0.0,8.0,4.0,1923.0,97.0,6.0,14.0,57.0
1271,87.0,423.0,635.0,0.0,8.0,4.0,1923.0,97.0,7.0,14.0,54.0
1272,89.0,384.0,593.0,0.0,8.0,4.0,1923.0,95.0,10.0,16.0,52.0
1273,92.0,396.0,621.0,0.0,8.0,4.0,1923.0,95.0,10.0,14.0,53.0
1274,101.0,432.0,651.0,0.0,8.0,4.0,1924.0,95.0,11.0,14.0,56.0
1275,111.0,448.0,691.0,0.0,8.0,4.0,1924.0,95.0,11.0,15.0,64.0
1276,113.0,436.0,572.0,0.0,8.0,4.0,1922.0,99.0,13.0,15.0,63.0
1277,115.0,404.0,590.0,0.0,8.0,4.0,1923.0,99.0,13.0,14.0,67.0
1278,114.0,434.0,618.0,0.0,8.0,4.0,1923.0,99.0,14.0,15.0,78.0
1279,117.0,448.0,643.0,0.0,8.0,4.0,1923.0,99.0,14.0,15.0,81.0
1280,117.0,465.0,570.0,0.18659185902081954,8.0,4.0,1922.0,99.0,14.0,15.0,73.0
1281,117.0,489.0,620.0,0.6243172787987802,8.0,4.0,1923.0,99.0,14.0,15.0,60.0
1282,117.0,507.0,718.0,0.0,8.0,4.0,1923.0,99.0,14.0,15.0,55.0
1283,117.0,491.0,802.0,0.676595280783946,8.0,4.0,1922.0,99.0,14.0,15.0,56.0
1284,118.0,483.0,696.0,0.0,8.0,4.0,1922.0,94.0,14.0,14.0,56.0
1285,118.0,501.0,723.0,4.759475516802324,8.0,4.0,1923.0,94.0,14.0,14.0,53.0
1286,118.0,503.0,766.0,4.696294206132817,8.0,4.0,1923.0,94.0,14.0,15.0,44.0
1287,118.0,504.0,853.0,2.3045769632164967,8.0,4.0,1923.0,94.0,14.0,14.0,42.0
1288,118.0,518.0,776.0,1.6624336453590516,8.0,4.0,1922.0,93.0,14.0,14.0,44.0
1289,118.0,517.0,788.0,0.0,8.0,4.0,1922.0,93.0,14.0,13.0,47.0
1290,118.0,527.0,832.0,2.0033575647746757,8.0,4.0,1922.0,93.0,13.0,14.0,45.0
1291,118.0,530.0,854.0,0.0,8.0,4.0,1921.0,93.0,13.0,15.0,39.0
1292,118.0,529.0,823.0,0.6648974030327242,8.0,4.0,1921.0,91.0,13.0,14.0,34.0
1293,118.0,510.0,884.0,0.0,8.0,4.0,1921.0,91.0,13.0,14.0,31.0
1294,118.0,523.0,876.0,0.5308623442924303,8.0,4.0,1921.0,91.0,13.0,14.0,29.0
1295,118.0,531.0,827.0,2.0775484754417644,8.0,4.0,1921.0,91.0,13.0,14.0,27.0
1296,119.0,529.0,894.0,1.8701901443275504,8.0,4.0,1922.0,92.0,13.0,14.0,25.0
1297,119.0,530.0,891.0,1.7386044845891453,8.0,4.0,1923.0,92.0,13.0,14.0,27.0
1298,118.0,525.0,836.0,1.347113540573067,8.0,4.0,1923.0,92.0,13.0,13.0,26.0
1299,118.0,528.0,806.0,0.3903790292355806,8.0,4.0,1922.0,92.0,13.0,14.0,26.0
1300,113.0,525.0,868.0,0.0,8.0,4.0,1923.0,93.0,13.0,15.0,24.0
1301,117.0,527.0,830.0,0.0013078082172999217,8.0,4.0,1922.0,93.0,13.0,15.0,27.0
1302,116.0,530.0,778.0,0.0,8.0,4.0,1923.0,93.0,13.0,15.0,32.0
1303,116.0,527.0,746.0,0.9115537444098536,8.0,4.0,1922.0,93.0,13.0,14.0,31.0
1304,112.0,529.0,750.0,0.0,8.0,4.0,1924.0,96.0,13.0,15.0,29.0
1305,114.0,529.0,730.0,0.23155181499559274,8.0,4.0,1923.0,96.0,13.0,15.0,30.0
1306,114.0,535.0,731.0,0.26391964897997805,8.0,4.0,1923.0,96.0,12.0,15.0,35.0
1307,112.0,528.0,725.0,0.2896281230986346,8.0,4.0,1924.0,96.0,13.0,15.0,36.0
1308,112.0,530.0,715.0,0.2199470144714417,8.0,4.0,1923.0,95.0,13.0,15.0,37.0
1309,108.0,533.0,720.0,0.16155293404483415,8.0,4.0,1925.0,95.0,13.0,15.0,38.0
1310,112.0,532.0,729.0,0.0,8.0,4.0,1924.0,95.0,13.0,15.0,39.0
1311,110.0,530.0,742.0,0.5290299750178971,8.0,4.0,1925.0,95.0,13.0,15.0,41.0
1312,109.0,497.0,658.0,0.47667608980183795,8.0,4.0,1924.0,99.0,13.0,15.0,42.0
1313,109.0,509.0,704.0,0.008946179701120799,8.0,4.0,1925.0,99.0,13.0,16.0,42.0
1314,109.0,520.0,810.0,0.018386420329301635,8.0,4.0,1926.0,99.0,13.0,16.0,46.0
1315,107.0,524.0,906.0,0.38001119505528835,8.0,4.0,1925.0,99.0,13.0,16.0,51.0
1316,106.0,518.0,808.0,0.3745662149754988,8.0,4.0,1924.0,98.0,13.0,14.0,58.0
1317,105.0,512.0,803.0,0.0,8.0,4.0,1925.0,99.0,13.0,14.0,59.0
1318,107.0,512.0,802.0,0.007623813603300202,8.0,4.0,1925.0,99.0,13.0,15.0,50.0
1319,108.0,521.0,793.0,0.0,8.0,4.0,1925.0,99.0,13.0,15.0,39.0
1320,109.0,530.0,845.0,0.9101820291493388,8.0,4.0,1924.0,97.0,13.0,14.0,34.0
1321,109.0,529.0,846.0,1.1068840994142608,8.0,4.0,1924.0,97.0,13.0,14.0,36.0
1322,109.0,530.0,839.0,1.1048984561454116,8.0,5.0,1924.0,97.0,13.0,15.0,41.0
1323,108.0,534.0,835.0,0.0,8.0,5.0,1924.0,97.0,13.0,15.0,40.0
1324,109.0,534.0,847.0,1.9565657285946658,8.0,5.0,1924.0,97.0,12.0,15.0,38.0
1325,110.0,524.0,856.0,0.5729171177835419,8.0,5.0,1923.0,97.0,12.0,13.0,40.0
1326,110.0,526.0,836.0,0.0,8.0,5.0,1923.0,97.0,12.0,14.0,37.0
1327,109.0,523.0,816.0,0.0,8.0,5.0,1923.0,97.0,12.0,14.0,34.0
1328,109.0,516.0,919.0,0.0,8.0,5.0,1924.0,93.0,12.0,15.0,33.0
1329,110.0,520.0,902.0,0.0,8.0,5.0,1923.0,93.0,12.0,15.0,33.0
1330,110.0,526.0,858.0,0.0,8.0,5.0,1924.0,93.0,12.0,15.0,32.0
1331,110.0,509.0,816.0,0.0,8.0,5.0,1924.0,93.0,12.0,15.0,27.0
1332,111.0,492.0,935.0,0.0,8.0,5.0,1925.0,93.0,12.0,13.0,19.0
1333,111.0,502.0,947.0,0.0,8.0,5.0,1924.0,93.0,12.0,14.0,17.0
1334,111.0,513.0,863.0,0.0,8.0,5.0,1923.0,93.0,12.0,13.0,18.0
1335,112.0,528.0,769.0,0.0,8.0,5.0,1923.0,93.0,12.0,14.0,18.0
1336,112.0,533.0,876.0,0.0,8.0,5.0,1926.0,96.0,12.0,14.0,19.0
1337,113.0,531.0,842.0,0.0,8.0,5.0,1924.0,96.0,12.0,14.0,22.0
1338,113.0,528.0,791.0,0.0,8.0,5.0,1925.0,96.0,12.0,15.0,23.0
1339,113.0,519.0,755.0,0.0,8.0,5.0,1924.0,96.0,12.0,14.0,21.0
1340,114.0,524.0,863.0,0.0,8.0,5.0,1926.0,96.0,12.0,14.0,17.0
1341,115.0,530.0,842.0,0.0,8.0,5.0,1923.0,96.0,11.0,15.0,11.0
1342,115.0,521.0,794.0,0.0,8.0,5.0,1924.0,96.0,11.0,16.0,10.0
1343,115.0,510.0,716.0,0.0,8.0,5.0,1922.0,96.0,11.0,18.0,9.0
1344,115.0,482.0,752.0,0.0,8.0,5.0,1925.0,96.0,11.0,14.0,8.0
1345,114.0,466.0,758.0,0.0,8.0,5.0,1922.0,96.0,11.0,14.0,6.0
1346,113.0,467.0,736.0,0.0,8.0,5.0,1922.0,96.0,11.0,13.0,6.0
1347,112.0,464.0,736.0,0.0,8.0,5.0,1922.0,96.0,11.0,14.0,7.0
1348,112.0,433.0,775.0,0.0,8.0,5.0,1924.0,96.0,11.0,14.0,8.0
1349,112.0,435.0,765.0,0.0,8.0,5.0,1923.0,96.0,11.0,15.0,10.0
1350,108.0,432.0,751.0,0.0,8.0,5.0,1923.0,96.0,8.0,13.0,11.0
1351,103.0,421.0,738.0,0.0,8.0,5.0,1924.0,87.0,8.0,14.0,10.0
1352,95.0,389.0,793.0,0.0,8.0,5.0,1925.0,88.0,7.0,14.0,12.0
1353,85.0,366.0,788.0,0.0,8.0,5.0,1923.0,88.0,6.0,14.0,13.0
1354,80.0,345.0,778.0,0.0,8.0,5.0,1923.0,88.0,6.0,15.0,14.0
1355,77.0,346.0,763.0,0.0,8.0,5.0,1924.0,88.0,6.0,14.0,14.0
1356,75.0,379.0,792.0,0.0,8.0,5.0,1926.0,88.0,6.0,14.0,14.0
1357,72.0,393.0,772.0,0.0,8.0,5.0,1925.0,88.0,6.0,15.0,15.0
1358,76.0,391.0,765.0,0.0,8.0,5.0,1926.0,88.0,6.0,15.0,16.0
1359,76.0,370.0,784.0,0.0,8.0,5.0,1926.0,88.0,6.0,15.0,18.0
1360,75.0,382.0,739.0,0.0,8.0,5.0,1926.0,87.0,6.0,14.0,17.0
1361,79.0,410.0,753.0,0.0,9.0,5.0,1926.0,87.0,6.0,14.0,18.0
1362,83.0,421.0,799.0,0.0,9.0,5.0,1926.0,87.0,6.0,14.0,16.0
1363,84.0,427.0,898.0,0.0,9.0,5.0,1924.0,87.0,6.0,14.0,15.0
1364,82.0,472.0,857.0,0.0,9.0,5.0,1924.0,97.0,7.0,13.0,15.0
1365,92.0,488.0,904.0,0.0,9.0,5.0,1924.0,97.0,8.0,14.0,15.0
1366,100.0,517.0,1028.0,0.0,9.0,5.0,1923.0,97.0,9.0,15.0,13.0
1367,105.0,532.0,1198.0,0.0,9.0,5.0,1923.0,97.0,10.0,15.0,11.0
1368,109.0,517.0,952.0,0.0,9.0,5.0,1924.0,95.0,10.0,15.0,12.0
1369,112.0,534.0,1113.0,0.0,9.0,5.0,1926.0,95.0,10.0,16.0,14.0
1370,114.0,537.0,1291.0,0.0,9.0,5.0,1926.0,95.0,10.0,16.0,16.0
1371,114.0,535.0,1423.0,0.0,9.0,5.0,1926.0,95.0,10.0,17.0,18.0
1372,114.0,534.0,1338.0,0.0,9.0,5.0,1924.0,99.0,11.0,15.0,21.0
1373,113.0,541.0,1343.0,0.0,9.0,5.0,1926.0,99.0,11.0,13.0,24.0
1374,114.0,543.0,1346.0,0.0,9.0,5.0,1926.0,99.0,11.0,13.0,29.0
1375,113.0,541.0,1360.0,0.0,9.0,5.0,1925.0,99.0,11.0,17.0,32.0
1376,110.0,546.0,1291.0,0.0,9.0,5.0,1921.0,99.0,12.0,16.0,33.0
1377,100.0,540.0,1419.0,0.6671998501064946,9.0,5.0,1925.0,99.0,12.0,16.0,35.0
1378,108.0,537.0,1473.0,0.6513096812994034,9.0,5.0,1925.0,99.0,12.0,15.0,38.0
1379,111.0,535.0,1492.0,0.7898071817369859,9.0,5.0,1925.0,99.0,12.0,15.0,37.0
1380,108.0,531.0,1517.0,0.0,9.0,5.0,1925.0,94.0,12.0,15.0,34.0
1381,108.0,534.0,1448.0,93.0,9.0,5.0,1924.0,94.0,11.0,15.0,38.0
1382,111.0,528.0,1363.0,146.0,9.0,5.0,1926.0,94.0,12.0,15.0,41.0
1383,110.0,526.0,1366.0,122.0,9.0,5.0,1926.0,94.0,12.0,15.0,34.0
1384,109.0,525.0,1470.0,50.0,9.0,5.0,1927.0,93.0,13.0,14.0,30.0
1385,109.0,524.0,1518.0,50.0,9.0,5.0,1927.0,93.0,13.0,14.0,29.0
1386,109.0,521.0,1533.0,50.0,9.0,5.0,1927.0,93.0,13.0,15.0,29.0
1387,108.0,522.0,1534.0,50.0,9.0,5.0,1925.0,93.0,13.0,17.0,26.0
1388,107.0,526.0,1503.0,50.0,9.0,6.0,1925.0,91.0,12.0,15.0,25.0
1389,105.0,520.0,1536.0,51.0,9.0,6.0,1924.0,91.0,12.0,14.0,23.0
1390,106.0,522.0,1554.0,50.0,9.0,6.0,1925.0,91.0,12.0,12.0,32.0
1391,109.0,525.0,1552.0,50.0,9.0,6.0,1925.0,91.0,13.0,11.0,42.0
1392,108.0,519.0,1498.0,50.0,9.0,6.0,1924.0,92.0,13.0,7.0,42.0
1393,108.0,514.0,1526.0,51.0,9.0,6.0,1924.0,92.0,13.0,6.0,37.0
1394,109.0,510.0,1549.0,51.0,9.0,6.0,1924.0,92.0,13.0,6.0,35.0
1395,108.0,517.0,1540.0,51.0,9.0,6.0,1924.0,92.0,13.0,6.0,36.0
1396,110.0,513.0,1533.0,51.0,9.0,6.0,1926.0,93.0,13.0,6.0,37.0
1397,109.0,518.0,1503.0,51.0,9.0,6.0,1924.0,93.0,13.0,6.0,42.0
1398,109.0,515.0,1438.0,51.0,9.0,6.0,1925.0,93.0,14.0,6.0,42.0
1399,110.0,528.0,1348.0,50.0,9.0,6.0,1923.0,93.0,14.0,7.0,44.0
1400,110.0,516.0,1446.0,51.0,9.0,6.0,1926.0,96.0,14.0,5.0,50.0
1401,110.0,522.0,1487.0,50.0,9.0,6.0,1924.0,96.0,14.0,6.0,53.0
1402,106.0,527.0,1498.0,51.0,9.0,6.0,1925.0,96.0,14.0,7.0,53.0
1403,107.0,526.0,1496.0,51.0,9.0,6.0,1925.0,96.0,14.0,6.0,63.0
1404,105.0,531.0,1467.0,51.0,9.0,6.0,1925.0,95.0,14.0,6.0,73.0
1405,106.0,528.0,1492.0,51.0,9.0,6.0,1925.0,95.0,14.0,7.0,71.0
1406,107.0,528.0,1488.0,51.0,9.0,6.0,1924.0,95.0,14.0,6.0,75.0
1407,104.0,532.0,1486.0,50.0,9.0,6.0,1924.0,95.0,14.0,7.0,82.0
1408,104.0,537.0,1384.0,50.0,9.0,6.0,1923.0,99.0,14.0,7.0,91.0
1409,103.0,538.0,1392.0,50.0,9.0,6.0,1924.0,99.0,13.0,7.0,108.0
1410,104.0,535.0,1408.0,50.0,9.0,6.0,1925.0,99.0,14.0,7.0,120.0
1411,105.0,537.0,1412.0,50.0,9.0,6.0,1925.0,99.0,14.0,7.0,127.0
1412,103.0,539.0,1387.0,50.0,9.0,6.0,1925.0,98.0,14.0,5.0,129.0
1413,104.0,537.0,1386.0,49.0,9.0,6.0,1926.0,99.0,14.0,7.0,144.0
1414,105.0,535.0,1319.0,1.0,9.0,6.0,1925.0,99.0,14.0,7.0,143.0
1415,106.0,531.0,1298.0,0.1307393863861105,9.0,6.0,1926.0,99.0,14.0,7.0,137.0
1416,109.0,531.0,1383.0,0.8536299471929665,9.0,6.0,1924.0,97.0,13.0,7.0,132.0
1417,110.0,531.0,1414.0,1.0905620597661088,9.0,6.0,1925.0,97.0,12.0,7.0,113.0
1418,107.0,531.0,1412.0,1.1517600631521736,9.0,6.0,1925.0,97.0,13.0,6.0,124.0
1419,104.0,526.0,1367.0,1.6883113426479208,9.0,6.0,1926.0,97.0,14.0,7.0,130.0
1420,105.0,527.0,1464.0,0.0,9.0,6.0,1927.0,97.0,14.0,8.0,123.0
1421,104.0,525.0,1461.0,0.5929446886984728,9.0,6.0,1925.0,97.0,14.0,7.0,122.0
1422,108.0,522.0,1427.0,0.002696360785084017,9.0,6.0,1925.0,97.0,14.0,7.0,128.0
1423,109.0,526.0,1382.0,0.0,10.0,6.0,1926.0,97.0,15.0,7.0,123.0
1424,110.0,524.0,1460.0,0.0,10.0,6.0,1928.0,93.0,15.0,8.0,119.0
1425,109.0,524.0,1413.0,0.0,10.0,6.0,1925.0,93.0,15.0,8.0,129.0
1426,110.0,526.0,1328.0,0.0,10.0,6.0,1926.0,93.0,15.0,9.0,135.0
1427,109.0,528.0,1302.0,0.0,10.0,6.0,1925.0,93.0,15.0,8.0,144.0
1428,110.0,522.0,1241.0,0.0,10.0,6.0,1928.0,93.0,15.0,7.0,149.0
1429,112.0,523.0,1194.0,0.0,10.0,6.0,1925.0,93.0,14.0,7.0,149.0
1430,112.0,522.0,1070.0,0.0,10.0,6.0,1925.0,93.0,14.0,7.0,163.0
1431,112.0,524.0,977.0,0.0,9.0,6.0,1925.0,93.0,14.0,6.0,162.0
1432,113.0,523.0,970.0,0.0,9.0,6.0,1928.0,96.0,14.0,5.0,150.0
1433,113.0,521.0,1012.0,0.0,10.0,6.0,1926.0,96.0,14.0,7.0,143.0
1434,112.0,519.0,950.0,0.0,10.0,6.0,1926.0,96.0,14.0,7.0,158.0
1435,114.0,521.0,921.0,0.0,10.0,6.0,1926.0,96.0,13.0,8.0,159.0
1436,114.0,518.0,952.0,0.0,10.0,6.0,1927.0,96.0,13.0,8.0,154.0
1437,113.0,516.0,860.0,0.0,10.0,6.0,1925.0,96.0,13.0,8.0,154.0
1438,114.0,514.0,809.0,0.0,10.0,6.0,1925.0,96.0,13.0,7.0,152.0
1439,112.0,516.0,783.0,0.0,10.0,6.0,1923.0,96.0,12.0,7.0,155.0
1440,112.0,527.0,901.0,0.0,10.0,6.0,1925.0,83.0,13.0,6.0,150.0
1441,111.0,523.0,875.0,0.0,10.0,6.0,1925.0,83.0,12.0,7.0,162.0
1442,109.0,512.0,783.0,0.0,10.0,6.0,1922.0,83.0,12.0,7.0,171.0
1443,112.0,508.0,736.0,0.0,10.0,6.0,1920.0,83.0,12.0,7.0,169.0
1444,109.0,495.0,796.0,0.0,10.0,6.0,1923.0,85.0,12.0,6.0,169.0
1445,108.0,488.0,845.0,0.0,10.0,6.0,1923.0,85.0,12.0,7.0,162.0
1446,109.0,489.0,803.0,0.0,10.0,6.0,1922.0,85.0,9.0,6.0,157.0
1447,106.0,481.0,770.0,0.0,10.0,6.0,1922.0,76.0,9.0,6.0,156.0
1448,95.0,485.0,765.0,0.0,9.0,6.0,1885.0,79.0,7.0,6.0,162.0
1449,84.0,466.0,767.0,0.0,9.0,6.0,1873.0,79.0,7.0,7.0,175.0
1450,79.0,448.0,771.0,0.0,9.0,6.0,1840.0,79.0,7.0,6.0,186.0
1451,77.0,453.0,769.0,0.0,9.0,6.0,1825.0,79.0,7.0,7.0,191.0
1452,74.0,452.0,656.0,0.0,9.0,6.0,1775.0,78.0,6.0,7.0,209.0
1453,74.0,444.0,647.0,0.0,9.0,6.0,1724.0,78.0,6.0,7.0,216.0
1454,74.0,433.0,635.0,0.0,9.0,6.0,1726.0,78.0,6.0,8.0,212.0
1455,74.0,409.0,623.0,0.0,9.0,6.0,1825.0,78.0,6.0,8.0,209.0
1456,75.0,438.0,708.0,0.0,9.0,6.0,1919.0,81.0,6.0,7.0,219.0
1457,78.0,442.0,743.0,0.0,9.0,6.0,1925.0,81.0,6.0,7.0,227.0
1458,82.0,457.0,776.0,0.0,9.0,6.0,1925.0,81.0,6.0,7.0,226.0
1459,85.0,465.0,836.0,0.0,9.0,6.0,1925.0,81.0,7.0,7.0,218.0
1460,85.0,491.0,805.0,0.0,9.0,6.0,1925.0,92.0,8.0,8.0,218.0
1461,92.0,519.0,793.0,0.0,10.0,6.0,1922.0,92.0,8.0,7.0,221.0
1462,99.0,531.0,875.0,0.0,10.0,7.0,1922.0,92.0,10.0,8.0,218.0
1463,102.0,523.0,1078.0,0.0,10.0,7.0,1922.0,92.0,10.0,8.0,200.0
