,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Fossil Peat,Fossil Peat,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Other,Other,Wind Onshore,Wind Onshore
2020-02-24 05:30:00+00:00,275.0,7.0,0.0,5.0,173.0,3.0,160.0,0.0,0.0,285.0,180.0,0.0,0.0,1.0,2087.0,
2020-02-24 06:00:00+00:00,284.0,7.0,0.0,4.0,182.0,3.0,160.0,0.0,0.0,282.0,180.0,0.0,0.0,1.0,2209.0,
2020-02-24 06:30:00+00:00,263.0,7.0,0.0,5.0,165.0,3.0,158.0,0.0,10.0,0.0,177.0,0.0,0.0,1.0,2359.0,
2020-02-24 07:00:00+00:00,260.0,7.0,0.0,4.0,164.0,3.0,158.0,0.0,49.0,0.0,177.0,0.0,0.0,1.0,2740.0,
2020-02-24 07:30:00+00:00,392.0,7.0,0.0,5.0,165.0,3.0,193.0,0.0,58.0,0.0,177.0,0.0,0.0,1.0,2821.0,
2020-02-24 08:00:00+00:00,445.0,6.0,0.0,5.0,209.0,3.0,220.0,0.0,23.0,0.0,177.0,0.0,0.0,1.0,2864.0,
2020-02-24 08:30:00+00:00,423.0,6.0,0.0,5.0,253.0,3.0,222.0,0.0,21.0,0.0,185.0,0.0,0.0,1.0,2973.0,
2020-02-24 09:00:00+00:00,426.0,6.0,0.0,5.0,258.0,4.0,224.0,0.0,121.0,0.0,193.0,0.0,0.0,1.0,2944.0,
2020-02-24 09:30:00+00:00,423.0,5.0,0.0,5.0,364.0,3.0,253.0,0.0,103.0,0.0,195.0,0.0,0.0,1.0,2869.0,
2020-02-24 10:00:00+00:00,413.0,5.0,0.0,5.0,351.0,3.0,252.0,0.0,58.0,0.0,178.0,0.0,0.0,1.0,2905.0,
2020-02-24 10:30:00+00:00,371.0,6.0,0.0,5.0,355.0,3.0,253.0,0.0,20.0,0.0,178.0,0.0,0.0,1.0,3076.0,
2020-02-24 11:00:00+00:00,355.0,5.0,0.0,5.0,355.0,3.0,232.0,0.0,15.0,0.0,179.0,0.0,0.0,1.0,3093.0,
2020-02-24 11:30:00+00:00,347.0,5.0,0.0,5.0,289.0,3.0,251.0,0.0,16.0,0.0,177.0,0.0,0.0,1.0,3140.0,
2020-02-24 12:00:00+00:00,339.0,5.0,0.0,5.0,209.0,3.0,254.0,0.0,15.0,0.0,180.0,0.0,0.0,1.0,3165.0,
2020-02-24 12:30:00+00:00,302.0,5.0,0.0,5.0,269.0,3.0,246.0,0.0,20.0,0.0,182.0,0.0,0.0,1.0,3127.0,
2020-02-24 13:00:00+00:00,284.0,5.0,0.0,5.0,252.0,3.0,243.0,0.0,15.0,0.0,178.0,0.0,0.0,1.0,3053.0,
2020-02-24 13:30:00+00:00,290.0,5.0,0.0,5.0,223.0,3.0,245.0,0.0,15.0,0.0,179.0,0.0,0.0,1.0,3064.0,
2020-02-24 14:00:00+00:00,327.0,5.0,0.0,4.0,202.0,3.0,243.0,0.0,15.0,0.0,179.0,0.0,0.0,1.0,3002.0,
2020-02-24 14:30:00+00:00,258.0,5.0,0.0,5.0,189.0,3.0,253.0,0.0,15.0,0.0,179.0,0.0,0.0,1.0,3012.0,
2020-02-24 15:00:00+00:00,255.0,4.0,0.0,4.0,190.0,3.0,213.0,0.0,16.0,0.0,179.0,0.0,0.0,1.0,3022.0,
2020-02-24 15:30:00+00:00,260.0,5.0,0.0,5.0,199.0,3.0,216.0,0.0,21.0,0.0,181.0,0.0,0.0,1.0,2960.0,
2020-02-24 16:00:00+00:00,264.0,5.0,0.0,5.0,205.0,3.0,217.0,0.0,22.0,0.0,181.0,0.0,0.0,1.0,2943.0,
2020-02-24 16:30:00+00:00,382.0,5.0,0.0,5.0,193.0,3.0,235.0,0.0,20.0,0.0,182.0,0.0,0.0,1.0,2929.0,
2020-02-24 17:00:00+00:00,481.0,5.0,0.0,5.0,243.0,3.0,234.0,0.0,115.0,0.0,181.0,0.0,0.0,1.0,2776.0,
2020-02-24 17:30:00+00:00,548.0,5.0,0.0,5.0,258.0,3.0,238.0,0.0,165.0,0.0,183.0,0.0,0.0,1.0,2679.0,
2020-02-24 18:00:00+00:00,575.0,6.0,0.0,4.0,412.0,3.0,256.0,0.0,163.0,0.0,184.0,0.0,0.0,1.0,2312.0,
2020-02-24 18:30:00+00:00,575.0,5.0,0.0,4.0,445.0,2.0,263.0,0.0,165.0,0.0,198.0,0.0,0.0,1.0,2022.0,
2020-02-24 19:00:00+00:00,574.0,6.0,0.0,4.0,426.0,2.0,278.0,0.0,18.0,0.0,196.0,0.0,0.0,1.0,2039.0,
2020-02-24 19:30:00+00:00,578.0,6.0,0.0,4.0,435.0,2.0,279.0,0.0,24.0,0.0,196.0,0.0,0.0,1.0,1945.0,
2020-02-24 20:00:00+00:00,577.0,6.0,0.0,4.0,438.0,2.0,277.0,0.0,22.0,0.0,197.0,0.0,0.0,1.0,1799.0,
2020-02-24 20:30:00+00:00,564.0,6.0,0.0,4.0,418.0,2.0,275.0,0.0,20.0,0.0,195.0,0.0,0.0,1.0,1857.0,
2020-02-24 21:00:00+00:00,579.0,6.0,0.0,4.0,444.0,2.0,281.0,0.0,25.0,0.0,197.0,0.0,0.0,1.0,1740.0,
2020-02-24 21:30:00+00:00,580.0,6.0,0.0,4.0,448.0,2.0,280.0,0.0,31.0,0.0,197.0,0.0,0.0,1.0,1598.0,
2020-02-24 22:00:00+00:00,559.0,6.0,0.0,4.0,265.0,2.0,256.0,0.0,31.0,0.0,183.0,0.0,0.0,1.0,1692.0,
2020-02-24 22:30:00+00:00,231.0,6.0,0.0,3.0,165.0,2.0,229.0,0.0,21.0,0.0,174.0,0.0,0.0,1.0,1840.0,
2020-02-24 23:00:00+00:00,244.0,5.0,0.0,4.0,165.0,2.0,192.0,0.0,17.0,0.0,179.0,0.0,0.0,1.0,1799.0,
2020-02-24 23:30:00+00:00,257.0,5.0,0.0,4.0,165.0,2.0,187.0,0.0,22.0,0.0,181.0,0.0,0.0,1.0,1955.0,
2020-02-25 00:00:00+00:00,266.0,5.0,0.0,4.0,171.0,3.0,181.0,0.0,25.0,0.0,181.0,0.0,0.0,1.0,1926.0,
2020-02-25 00:30:00+00:00,258.0,5.0,0.0,4.0,166.0,3.0,181.0,0.0,11.0,0.0,181.0,0.0,0.0,1.0,1993.0,
2020-02-25 01:00:00+00:00,258.0,5.0,0.0,4.0,165.0,2.0,169.0,0.0,0.0,153.0,180.0,0.0,0.0,1.0,1922.0,
2020-02-25 01:30:00+00:00,283.0,5.0,0.0,4.0,165.0,2.0,175.0,0.0,0.0,304.0,180.0,0.0,0.0,1.0,1932.0,
2020-02-25 02:00:00+00:00,272.0,5.0,0.0,4.0,184.0,2.0,161.0,0.0,0.0,299.0,184.0,0.0,0.0,1.0,1892.0,
2020-02-25 02:30:00+00:00,330.0,5.0,0.0,4.0,164.0,2.0,202.0,0.0,0.0,302.0,175.0,0.0,0.0,1.0,1713.0,
2020-02-25 03:00:00+00:00,279.0,5.0,0.0,4.0,173.0,2.0,191.0,0.0,0.0,297.0,181.0,0.0,0.0,1.0,1963.0,
2020-02-25 03:30:00+00:00,316.0,5.0,0.0,4.0,196.0,2.0,188.0,0.0,0.0,294.0,181.0,0.0,0.0,1.0,1742.0,
2020-02-25 04:00:00+00:00,284.0,5.0,0.0,4.0,185.0,2.0,198.0,0.0,0.0,292.0,183.0,0.0,0.0,1.0,1841.0,
2020-02-25 04:30:00+00:00,279.0,5.0,0.0,4.0,185.0,3.0,198.0,0.0,0.0,291.0,182.0,0.0,0.0,1.0,1887.0,
2020-02-25 05:00:00+00:00,285.0,5.0,0.0,4.0,189.0,2.0,198.0,0.0,0.0,288.0,183.0,0.0,0.0,1.0,1841.0,
2020-02-25 05:30:00+00:00,305.0,5.0,0.0,4.0,184.0,3.0,218.0,0.0,0.0,287.0,183.0,0.0,0.0,1.0,1838.0,
2020-02-25 06:00:00+00:00,384.0,5.0,0.0,4.0,216.0,2.0,236.0,0.0,0.0,285.0,183.0,0.0,0.0,1.0,1718.0,
2020-02-25 06:30:00+00:00,535.0,5.0,0.0,4.0,207.0,3.0,246.0,0.0,0.0,147.0,179.0,0.0,0.0,1.0,1814.0,
2020-02-25 07:00:00+00:00,563.0,5.0,0.0,4.0,249.0,2.0,275.0,0.0,53.0,0.0,181.0,0.0,0.0,1.0,1731.0,
2020-02-25 07:30:00+00:00,526.0,5.0,0.0,4.0,397.0,2.0,271.0,0.0,20.0,0.0,176.0,0.0,0.0,1.0,1836.0,
2020-02-25 08:00:00+00:00,600.0,5.0,0.0,4.0,446.0,2.0,269.0,0.0,34.0,0.0,183.0,0.0,0.0,1.0,1825.0,
2020-02-25 08:30:00+00:00,639.0,5.0,0.0,4.0,448.0,2.0,272.0,0.0,100.0,0.0,196.0,0.0,0.0,1.0,1658.0,
2020-02-25 09:00:00+00:00,589.0,5.0,0.0,4.0,451.0,2.0,273.0,0.0,20.0,0.0,195.0,0.0,0.0,1.0,1865.0,
2020-02-25 09:30:00+00:00,549.0,5.0,0.0,4.0,435.0,2.0,250.0,0.0,20.0,0.0,193.0,0.0,0.0,1.0,2080.0,
2020-02-25 10:00:00+00:00,433.0,5.0,0.0,4.0,450.0,2.0,254.0,0.0,20.0,0.0,185.0,0.0,0.0,1.0,2172.0,
2020-02-25 10:30:00+00:00,347.0,5.0,0.0,4.0,433.0,2.0,249.0,0.0,20.0,0.0,179.0,0.0,0.0,1.0,2095.0,
2020-02-25 11:00:00+00:00,340.0,5.0,0.0,4.0,260.0,2.0,254.0,0.0,20.0,0.0,179.0,0.0,0.0,1.0,2337.0,
2020-02-25 11:30:00+00:00,304.0,5.0,0.0,4.0,273.0,2.0,257.0,0.0,29.0,0.0,182.0,0.0,0.0,1.0,2453.0,
2020-02-25 12:00:00+00:00,312.0,5.0,0.0,4.0,369.0,2.0,258.0,0.0,21.0,0.0,181.0,0.0,0.0,1.0,2368.0,
2020-02-25 12:30:00+00:00,319.0,5.0,0.0,4.0,407.0,2.0,255.0,0.0,19.0,0.0,182.0,0.0,0.0,1.0,2542.0,
2020-02-25 13:00:00+00:00,387.0,6.0,0.0,4.0,323.0,2.0,255.0,0.0,17.0,0.0,180.0,0.0,0.0,1.0,2564.0,
2020-02-25 13:30:00+00:00,472.0,8.0,0.0,4.0,335.0,3.0,257.0,0.0,23.0,0.0,183.0,0.0,0.0,1.0,2494.0,
2020-02-25 14:00:00+00:00,461.0,8.0,0.0,4.0,415.0,3.0,254.0,0.0,18.0,0.0,182.0,0.0,0.0,1.0,2525.0,
2020-02-25 14:30:00+00:00,456.0,5.0,0.0,4.0,405.0,2.0,252.0,0.0,15.0,0.0,180.0,0.0,0.0,1.0,2600.0,
2020-02-25 15:00:00+00:00,417.0,4.0,0.0,4.0,398.0,3.0,251.0,0.0,15.0,0.0,179.0,0.0,0.0,1.0,2633.0,
2020-02-25 15:30:00+00:00,318.0,4.0,0.0,4.0,405.0,2.0,253.0,0.0,15.0,0.0,180.0,0.0,0.0,1.0,2677.0,
2020-02-25 16:00:00+00:00,477.0,5.0,0.0,4.0,421.0,2.0,257.0,0.0,27.0,0.0,183.0,0.0,0.0,1.0,2688.0,
2020-02-25 16:30:00+00:00,668.0,5.0,0.0,4.0,434.0,2.0,253.0,0.0,20.0,0.0,181.0,0.0,0.0,1.0,2561.0,
2020-02-25 17:00:00+00:00,701.0,4.0,0.0,4.0,436.0,2.0,254.0,0.0,20.0,0.0,180.0,0.0,0.0,1.0,2699.0,
2020-02-25 17:30:00+00:00,782.0,4.0,0.0,4.0,442.0,3.0,254.0,0.0,146.0,0.0,181.0,0.0,0.0,1.0,2629.0,
2020-02-25 18:00:00+00:00,779.0,4.0,0.0,4.0,464.0,3.0,264.0,0.0,184.0,0.0,189.0,0.0,0.0,1.0,2607.0,
2020-02-25 18:30:00+00:00,805.0,4.0,0.0,4.0,469.0,3.0,270.0,0.0,196.0,0.0,199.0,0.0,0.0,1.0,2607.0,
2020-02-25 19:00:00+00:00,789.0,4.0,0.0,4.0,470.0,3.0,267.0,0.0,225.0,0.0,196.0,0.0,13.0,1.0,2599.0,
2020-02-25 19:30:00+00:00,788.0,5.0,0.0,4.0,468.0,3.0,280.0,0.0,107.0,0.0,196.0,0.0,13.0,1.0,2656.0,
2020-02-25 20:00:00+00:00,795.0,5.0,0.0,4.0,470.0,3.0,282.0,0.0,70.0,0.0,196.0,0.0,13.0,1.0,2624.0,
2020-02-25 20:30:00+00:00,702.0,5.0,0.0,4.0,437.0,3.0,277.0,0.0,23.0,0.0,191.0,0.0,0.0,1.0,2645.0,
2020-02-25 21:00:00+00:00,578.0,8.0,0.0,4.0,443.0,3.0,278.0,0.0,21.0,0.0,194.0,0.0,0.0,1.0,2768.0,
2020-02-25 21:30:00+00:00,471.0,8.0,0.0,4.0,418.0,3.0,259.0,0.0,22.0,0.0,193.0,0.0,0.0,1.0,2733.0,
2020-02-25 22:00:00+00:00,494.0,7.0,0.0,4.0,178.0,3.0,258.0,0.0,28.0,0.0,182.0,0.0,0.0,1.0,2695.0,
2020-02-25 22:30:00+00:00,352.0,6.0,0.0,4.0,165.0,2.0,248.0,0.0,21.0,0.0,176.0,0.0,0.0,1.0,2648.0,
2020-02-25 23:00:00+00:00,339.0,7.0,0.0,4.0,165.0,2.0,250.0,0.0,19.0,0.0,178.0,0.0,0.0,1.0,2594.0,
2020-02-25 23:30:00+00:00,289.0,7.0,0.0,4.0,165.0,2.0,243.0,0.0,18.0,0.0,181.0,0.0,0.0,1.0,2706.0,
2020-02-26 00:00:00+00:00,256.0,10.0,0.0,4.0,165.0,3.0,242.0,0.0,8.0,0.0,181.0,0.0,0.0,1.0,2652.0,
2020-02-26 00:30:00+00:00,275.0,9.0,0.0,4.0,173.0,3.0,247.0,0.0,0.0,231.0,182.0,0.0,0.0,1.0,2690.0,
2020-02-26 01:00:00+00:00,260.0,8.0,0.0,4.0,164.0,4.0,244.0,0.0,0.0,304.0,180.0,0.0,0.0,1.0,2631.0,
2020-02-26 01:30:00+00:00,262.0,9.0,0.0,4.0,165.0,3.0,214.0,0.0,0.0,301.0,181.0,0.0,0.0,1.0,2635.0,
2020-02-26 02:00:00+00:00,256.0,9.0,0.0,4.0,165.0,3.0,183.0,0.0,0.0,300.0,180.0,0.0,0.0,1.0,2660.0,
2020-02-26 02:30:00+00:00,263.0,10.0,0.0,4.0,164.0,3.0,183.0,0.0,0.0,298.0,181.0,0.0,0.0,1.0,2479.0,
2020-02-26 03:00:00+00:00,264.0,11.0,0.0,4.0,168.0,3.0,183.0,0.0,0.0,296.0,181.0,0.0,0.0,1.0,2412.0,
2020-02-26 03:30:00+00:00,274.0,8.0,0.0,4.0,171.0,3.0,163.0,0.0,0.0,293.0,182.0,0.0,0.0,1.0,2244.0,
2020-02-26 04:00:00+00:00,264.0,8.0,0.0,4.0,165.0,3.0,163.0,0.0,0.0,292.0,181.0,0.0,0.0,1.0,2281.0,
2020-02-26 04:30:00+00:00,261.0,10.0,0.0,4.0,164.0,3.0,162.0,0.0,0.0,290.0,181.0,0.0,0.0,1.0,2181.0,
2020-02-26 05:00:00+00:00,291.0,4.0,0.0,4.0,174.0,3.0,162.0,0.0,0.0,287.0,181.0,0.0,0.0,1.0,2245.0,
2020-02-26 05:30:00+00:00,297.0,7.0,0.0,4.0,175.0,3.0,161.0,0.0,0.0,285.0,182.0,0.0,0.0,1.0,2248.0,
2020-02-26 06:00:00+00:00,506.0,6.0,0.0,4.0,163.0,3.0,221.0,0.0,0.0,142.0,181.0,0.0,0.0,1.0,1982.0,
2020-02-26 06:30:00+00:00,766.0,4.0,0.0,4.0,165.0,3.0,235.0,0.0,15.0,0.0,181.0,0.0,0.0,1.0,1989.0,
2020-02-26 07:00:00+00:00,1081.0,4.0,0.0,4.0,295.0,4.0,253.0,0.0,24.0,0.0,183.0,0.0,0.0,1.0,1729.0,
2020-02-26 07:30:00+00:00,1346.0,6.0,0.0,4.0,437.0,4.0,260.0,0.0,20.0,0.0,178.0,0.0,0.0,1.0,1643.0,
2020-02-26 08:00:00+00:00,1379.0,6.0,0.0,4.0,438.0,3.0,277.0,0.0,60.0,0.0,180.0,0.0,0.0,1.0,1464.0,
2020-02-26 08:30:00+00:00,1402.0,1.0,0.0,4.0,434.0,3.0,276.0,0.0,98.0,0.0,184.0,0.0,0.0,1.0,1251.0,
2020-02-26 09:00:00+00:00,1477.0,1.0,0.0,4.0,454.0,3.0,280.0,0.0,14.0,0.0,185.0,0.0,0.0,1.0,1273.0,
2020-02-26 09:30:00+00:00,1440.0,1.0,0.0,4.0,433.0,3.0,261.0,0.0,10.0,0.0,184.0,0.0,0.0,1.0,1002.0,
2020-02-26 10:00:00+00:00,1433.0,1.0,0.0,4.0,431.0,3.0,251.0,0.0,10.0,0.0,183.0,0.0,0.0,1.0,921.0,
2020-02-26 10:30:00+00:00,1391.0,1.0,0.0,4.0,434.0,3.0,252.0,0.0,5.0,0.0,169.0,0.0,0.0,1.0,758.0,
2020-02-26 11:00:00+00:00,1411.0,1.0,0.0,4.0,440.0,3.0,254.0,0.0,5.0,0.0,171.0,0.0,0.0,1.0,831.0,
2020-02-26 11:30:00+00:00,1356.0,1.0,0.0,4.0,422.0,3.0,249.0,0.0,5.0,0.0,169.0,0.0,0.0,1.0,1026.0,
2020-02-26 12:00:00+00:00,1444.0,1.0,0.0,4.0,442.0,3.0,256.0,0.0,5.0,0.0,171.0,0.0,0.0,1.0,1043.0,
2020-02-26 12:30:00+00:00,1473.0,1.0,0.0,4.0,307.0,3.0,257.0,0.0,7.0,0.0,171.0,0.0,0.0,1.0,1145.0,
2020-02-26 13:00:00+00:00,1459.0,1.0,0.0,4.0,266.0,3.0,256.0,0.0,6.0,0.0,171.0,0.0,0.0,1.0,1273.0,
2020-02-26 13:30:00+00:00,1392.0,1.0,0.0,4.0,254.0,3.0,251.0,0.0,5.0,0.0,169.0,0.0,0.0,1.0,1351.0,
2020-02-26 14:00:00+00:00,1507.0,1.0,0.0,4.0,230.0,3.0,260.0,0.0,8.0,0.0,171.0,0.0,0.0,1.0,1188.0,
2020-02-26 14:30:00+00:00,1444.0,1.0,0.0,4.0,367.0,3.0,259.0,0.0,8.0,0.0,169.0,0.0,0.0,1.0,1040.0,
2020-02-27 00:00:00+00:00,1148.0,1.0,0.0,4.0,458.0,2.0,257.0,0.0,0.0,226.0,170.0,0.0,0.0,1.0,138.0,
2020-02-27 00:30:00+00:00,1024.0,4.0,0.0,4.0,446.0,2.0,253.0,0.0,0.0,227.0,167.0,0.0,0.0,1.0,152.0,
2020-02-27 01:00:00+00:00,935.0,4.0,0.0,4.0,428.0,2.0,248.0,0.0,0.0,227.0,165.0,0.0,0.0,1.0,202.0,
2020-02-27 01:30:00+00:00,894.0,4.0,0.0,4.0,444.0,2.0,254.0,0.0,0.0,224.0,168.0,0.0,0.0,1.0,230.0,
2020-02-27 02:00:00+00:00,949.0,4.0,0.0,4.0,410.0,2.0,258.0,0.0,0.0,222.0,170.0,0.0,0.0,1.0,324.0,
2020-02-27 02:30:00+00:00,991.0,4.0,0.0,4.0,431.0,2.0,253.0,0.0,0.0,223.0,167.0,0.0,0.0,1.0,358.0,
2020-02-27 03:00:00+00:00,906.0,4.0,0.0,4.0,431.0,2.0,253.0,0.0,0.0,221.0,168.0,0.0,0.0,1.0,482.0,
2020-02-27 03:30:00+00:00,919.0,4.0,0.0,4.0,439.0,2.0,255.0,0.0,0.0,220.0,168.0,0.0,0.0,1.0,597.0,
2020-02-27 04:00:00+00:00,870.0,4.0,0.0,4.0,420.0,2.0,249.0,0.0,0.0,221.0,167.0,0.0,0.0,1.0,678.0,
2020-02-27 04:30:00+00:00,753.0,4.0,0.0,4.0,423.0,2.0,250.0,0.0,0.0,219.0,168.0,0.0,0.0,1.0,873.0,
2020-02-27 05:00:00+00:00,830.0,6.0,0.0,4.0,428.0,2.0,254.0,0.0,0.0,217.0,168.0,0.0,0.0,1.0,982.0,
2020-02-27 05:30:00+00:00,1029.0,6.0,0.0,4.0,437.0,2.0,251.0,0.0,0.0,216.0,168.0,0.0,0.0,1.0,1017.0,
2020-02-27 06:00:00+00:00,1002.0,9.0,0.0,4.0,437.0,2.0,251.0,0.0,0.0,74.0,167.0,0.0,0.0,1.0,1013.0,
2020-02-27 06:30:00+00:00,1094.0,1.0,0.0,4.0,441.0,2.0,253.0,0.0,15.0,0.0,168.0,0.0,0.0,1.0,978.0,
2020-02-27 07:00:00+00:00,1475.0,1.0,0.0,4.0,445.0,2.0,254.0,0.0,16.0,0.0,169.0,0.0,0.0,1.0,891.0,
2020-02-27 07:30:00+00:00,1501.0,1.0,0.0,4.0,444.0,2.0,255.0,0.0,107.0,0.0,168.0,0.0,0.0,1.0,895.0,
2020-02-27 08:00:00+00:00,1550.0,1.0,0.0,4.0,448.0,2.0,255.0,0.0,112.0,0.0,168.0,0.0,0.0,1.0,869.0,
2020-02-27 08:30:00+00:00,1568.0,1.0,0.0,4.0,435.0,2.0,268.0,0.0,66.0,0.0,183.0,0.0,0.0,1.0,819.0,
2020-02-27 09:00:00+00:00,1514.0,1.0,0.0,4.0,438.0,2.0,255.0,0.0,68.0,0.0,181.0,0.0,0.0,1.0,777.0,
2020-02-27 09:30:00+00:00,1532.0,1.0,0.0,4.0,452.0,2.0,248.0,0.0,26.0,0.0,182.0,0.0,0.0,1.0,721.0,
2020-02-27 10:00:00+00:00,1717.0,1.0,0.0,4.0,453.0,2.0,274.0,0.0,67.0,0.0,182.0,0.0,0.0,1.0,680.0,
2020-02-27 10:30:00+00:00,1725.0,1.0,0.0,4.0,441.0,2.0,277.0,0.0,20.0,0.0,167.0,0.0,0.0,1.0,642.0,
2020-02-27 11:00:00+00:00,1510.0,1.0,0.0,4.0,437.0,2.0,261.0,0.0,20.0,0.0,166.0,0.0,0.0,1.0,770.0,
2020-02-27 11:30:00+00:00,1522.0,1.0,0.0,4.0,439.0,2.0,223.0,0.0,20.0,0.0,166.0,0.0,0.0,1.0,853.0,
2020-02-27 12:00:00+00:00,1391.0,1.0,0.0,4.0,406.0,2.0,227.0,0.0,24.0,0.0,167.0,0.0,0.0,1.0,1078.0,
2020-02-27 12:30:00+00:00,1335.0,1.0,0.0,4.0,363.0,2.0,222.0,0.0,20.0,0.0,175.0,0.0,0.0,1.0,1205.0,
2020-02-27 13:00:00+00:00,1238.0,1.0,0.0,4.0,399.0,2.0,218.0,0.0,20.0,0.0,177.0,0.0,0.0,1.0,1088.0,
2020-02-27 13:30:00+00:00,1270.0,1.0,0.0,3.0,445.0,2.0,205.0,0.0,20.0,0.0,177.0,0.0,0.0,1.0,1034.0,
2020-02-27 14:00:00+00:00,1349.0,1.0,0.0,4.0,453.0,2.0,208.0,0.0,28.0,0.0,178.0,0.0,0.0,1.0,981.0,
2020-02-27 14:30:00+00:00,1471.0,1.0,0.0,4.0,451.0,2.0,207.0,0.0,26.0,0.0,177.0,0.0,0.0,1.0,859.0,
2020-02-27 15:00:00+00:00,1501.0,1.0,0.0,4.0,444.0,2.0,205.0,0.0,20.0,0.0,176.0,0.0,0.0,1.0,793.0,
2020-02-27 15:30:00+00:00,1542.0,1.0,0.0,4.0,455.0,2.0,208.0,0.0,31.0,0.0,177.0,0.0,0.0,1.0,711.0,
2020-02-27 16:00:00+00:00,1510.0,1.0,0.0,3.0,445.0,2.0,205.0,0.0,21.0,0.0,175.0,0.0,0.0,1.0,644.0,
2020-02-27 16:30:00+00:00,1527.0,1.0,0.0,4.0,430.0,2.0,220.0,0.0,20.0,0.0,174.0,0.0,0.0,1.0,640.0,
2020-02-27 17:00:00+00:00,1533.0,1.0,0.0,4.0,458.0,2.0,227.0,0.0,31.0,0.0,179.0,0.0,0.0,1.0,546.0,
2020-02-27 17:30:00+00:00,1542.0,1.0,0.0,3.0,451.0,2.0,226.0,0.0,105.0,0.0,177.0,0.0,0.0,1.0,612.0,
2020-02-27 18:00:00+00:00,1476.0,1.0,0.0,4.0,430.0,2.0,240.0,0.0,171.0,0.0,189.0,0.0,0.0,1.0,687.0,
2020-02-27 18:30:00+00:00,1503.0,1.0,0.0,4.0,449.0,2.0,249.0,0.0,143.0,0.0,194.0,0.0,0.0,1.0,776.0,
2020-02-27 19:00:00+00:00,1483.0,1.0,0.0,3.0,436.0,2.0,243.0,0.0,135.0,0.0,188.0,0.0,0.0,1.0,763.0,
2020-02-27 19:30:00+00:00,1502.0,1.0,0.0,4.0,449.0,2.0,248.0,0.0,106.0,0.0,193.0,0.0,0.0,1.0,870.0,
2020-02-27 20:00:00+00:00,1562.0,1.0,0.0,3.0,450.0,2.0,243.0,0.0,29.0,0.0,188.0,0.0,0.0,1.0,896.0,
2020-02-27 20:30:00+00:00,1457.0,1.0,0.0,4.0,447.0,2.0,221.0,0.0,19.0,0.0,185.0,0.0,0.0,1.0,1074.0,
2020-02-27 21:00:00+00:00,1315.0,1.0,0.0,3.0,295.0,2.0,204.0,0.0,22.0,0.0,185.0,0.0,0.0,1.0,1182.0,
2020-02-27 21:30:00+00:00,1055.0,1.0,0.0,3.0,165.0,2.0,215.0,0.0,21.0,0.0,182.0,0.0,0.0,1.0,1337.0,
2020-02-27 22:00:00+00:00,796.0,5.0,0.0,4.0,171.0,2.0,220.0,0.0,24.0,0.0,170.0,0.0,0.0,1.0,1418.0,
2020-02-27 22:30:00+00:00,774.0,3.0,0.0,3.0,172.0,2.0,219.0,0.0,23.0,0.0,170.0,0.0,0.0,1.0,1515.0,
2020-02-27 23:00:00+00:00,444.0,6.0,0.0,4.0,165.0,2.0,212.0,0.0,18.0,0.0,169.0,0.0,0.0,1.0,1561.0,
2020-02-27 23:30:00+00:00,537.0,5.0,0.0,3.0,182.0,2.0,154.0,0.0,28.0,0.0,172.0,0.0,0.0,1.0,1569.0,
2020-02-28 00:00:00+00:00,555.0,4.0,0.0,4.0,209.0,2.0,208.0,0.0,19.0,0.0,172.0,0.0,0.0,1.0,1513.0,
2020-02-28 00:30:00+00:00,554.0,4.0,0.0,4.0,411.0,2.0,208.0,0.0,0.0,230.0,174.0,0.0,0.0,1.0,1662.0,
2020-02-28 01:00:00+00:00,587.0,4.0,0.0,3.0,426.0,2.0,212.0,0.0,0.0,227.0,177.0,0.0,0.0,1.0,1653.0,
2020-02-28 01:30:00+00:00,629.0,5.0,0.0,3.0,399.0,2.0,218.0,0.0,0.0,229.0,171.0,0.0,0.0,1.0,1811.0,
2020-02-28 02:00:00+00:00,594.0,5.0,0.0,3.0,365.0,3.0,213.0,0.0,0.0,229.0,169.0,0.0,0.0,1.0,1882.0,
2020-02-28 02:30:00+00:00,538.0,5.0,0.0,3.0,287.0,3.0,218.0,0.0,0.0,226.0,171.0,0.0,0.0,1.0,1991.0,
2020-02-28 03:00:00+00:00,563.0,4.0,0.0,3.0,302.0,3.0,222.0,0.0,0.0,224.0,176.0,0.0,0.0,1.0,1866.0,
2020-02-28 03:30:00+00:00,562.0,4.0,0.0,3.0,302.0,3.0,222.0,0.0,0.0,222.0,176.0,0.0,0.0,1.0,1884.0,
2020-02-28 04:00:00+00:00,495.0,5.0,0.0,3.0,299.0,3.0,222.0,0.0,0.0,223.0,174.0,0.0,0.0,1.0,1930.0,
2020-02-28 04:30:00+00:00,485.0,7.0,0.0,4.0,300.0,2.0,220.0,0.0,0.0,222.0,172.0,0.0,0.0,1.0,1863.0,
2020-02-28 05:00:00+00:00,459.0,6.0,0.0,4.0,175.0,2.0,204.0,0.0,0.0,222.0,171.0,0.0,0.0,1.0,2097.0,
2020-02-28 05:30:00+00:00,399.0,6.0,0.0,3.0,208.0,2.0,206.0,0.0,0.0,219.0,174.0,0.0,0.0,1.0,2184.0,
