,Actual Total Load [MW] - Switzerland (CH)
1869,7860.0
1870,7629.0
1871,8000.0
1872,8024.0
1873,8005.0
1874,8090.0
1875,8129.0
1876,8110.0
1877,7966.0
1878,8060.0
1879,7857.0
1880,8460.0
1881,8914.0
1882,8984.0
1883,9014.0
1884,8967.0
1885,8663.0
1886,8713.0
1887,8496.0
1888,8346.0
1889,8273.0
1890,8249.0
1891,8466.0
1892,8561.0
1893,8168.0
1894,7872.0
1895,7824.0
1896,7951.0
1897,8088.0
1898,8162.0
1899,8297.0
1900,8268.0
1901,8083.0
1902,8378.0
1903,7872.0
1904,8436.0
1905,8928.0
1906,8941.0
1907,9084.0
1908,9350.0
1909,9201.0
1910,8668.0
1911,8465.0
1912,8426.0
1913,8332.0
1914,8398.0
1915,8357.0
1916,8558.0
1917,8175.0
1918,8152.0
1919,8041.0
1920,7767.0
1921,7583.0
1922,7558.0
1923,7516.0
1924,7695.0
1925,7768.0
1926,7368.0
1927,7953.0
1928,8407.0
1929,8672.0
1930,8593.0
1931,8614.0
1932,8733.0
1933,8427.0
1934,8410.0
1935,8187.0
1936,8145.0
1937,8139.0
1938,8091.0
1939,8324.0
1940,8373.0
1941,7997.0
1942,7599.0
1943,7485.0
1944,7765.0
1945,7808.0
1946,8091.0
1947,8028.0
1948,8018.0
1949,7986.0
1950,7918.0
1951,7699.0
1952,8197.0
1953,8502.0
1954,8408.0
1955,8410.0
1956,8468.0
1957,8097.0
1958,8108.0
1959,7978.0
1960,7566.0
1961,7403.0
1962,7488.0
1963,7743.0
1964,8044.0
1965,7751.0
1966,7414.0
1967,7284.0
1968,7539.0
1969,7451.0
1970,7271.0
1971,7486.0
1972,7453.0
1973,7520.0
1974,7125.0
1975,7111.0
1976,7182.0
1977,6984.0
1978,7149.0
1979,7256.0
1980,7192.0
1981,7500.0
1982,7775.0
1983,7745.0
1984,7613.0
1985,7592.0
1986,7327.0
1987,6982.0
1988,7248.0
1989,7009.0
1990,6962.0
1991,6949.0
1992,6870.0
1993,6742.0
1994,6650.0
1995,7099.0
1996,7034.0
1997,6977.0
1998,6859.0
1999,6847.0
2000,6939.0
2001,6894.0
2002,6877.0
2003,6745.0
2004,7002.0
2005,7205.0
2006,6968.0
2007,6930.0
2008,7038.0
2009,7269.0
2010,7421.0
2011,6756.0
2012,6771.0
2013,6570.0
2014,6467.0
2015,6673.0
2016,6946.0
2017,7107.0
2018,7129.0
2019,7162.0
2020,7205.0
2021,7283.0
2022,7505.0
2023,7875.0
2024,8329.0
2025,8422.0
2026,8515.0
2027,8539.0
2028,8210.0
2029,8385.0
2030,8207.0
2031,8091.0
2032,7956.0
2033,7741.0
2034,7707.0
2035,7696.0
2036,7544.0
2037,7207.0
2038,7095.0
2039,6857.0
2040,6336.0
2041,6419.0
2042,6625.0
2043,6555.0
2044,6494.0
2045,6542.0
2046,7305.0
2047,8089.0
2048,8446.0
2049,8351.0
2050,8315.0
2051,8373.0
2052,8090.0
2053,8296.0
2054,8351.0
2055,8134.0
2056,7829.0
2057,7567.0
2058,7753.0
2059,7837.0
2060,7705.0
2061,7308.0
2062,7061.0
2063,6914.0
2064,6487.0
2065,6493.0
2066,6443.0
2067,6326.0
2068,6267.0
2069,6455.0
2070,7152.0
2071,7912.0
2072,8312.0
2073,8339.0
2074,8334.0
2075,8329.0
2076,7953.0
2077,7888.0
2078,7943.0
2079,7925.0
2080,7588.0
2081,7481.0
2082,7578.0
2083,7568.0
2084,7449.0
2085,7100.0
2086,6980.0
2087,6696.0
2088,6459.0
2089,6514.0
2090,6453.0
2091,6749.0
2092,6730.0
2093,6627.0
2094,7177.0
2095,7787.0
2096,8201.0
2097,8271.0
2098,8344.0
2099,8344.0
2100,8149.0
2101,8092.0
2102,7801.0
2103,7614.0
2104,7401.0
2105,7234.0
2106,7258.0
2107,7291.0
2108,7336.0
2109,7285.0
2110,7531.0
2111,7699.0
2112,7060.0
2113,6915.0
2114,6987.0
2115,6907.0
2116,6892.0
2117,6360.0
2118,5909.0
2119,5853.0
2120,6074.0
2121,6303.0
2122,6385.0
2123,6325.0
2124,6835.0
2125,7150.0
2126,7353.0
2127,7426.0
2128,7442.0
2129,7219.0
2130,6786.0
2131,6922.0
2132,6682.0
2133,6370.0
2134,6355.0
2135,6154.0
2136,6033.0
2137,6297.0
2138,6655.0
2139,6659.0
2140,6429.0
2141,6431.0
2142,6230.0
2143,6095.0
2144,6158.0
2145,6446.0
2146,6906.0
2147,7095.0
2148,7123.0
2149,7596.0
2150,7519.0
2151,7378.0
2152,7366.0
2153,7315.0
2154,7081.0
2155,7138.0
2156,6704.0
2157,6457.0
2158,6610.0
2159,6541.0
2160,6339.0
2161,6596.0
2162,6493.0
2163,6508.0
2164,6680.0
2165,6651.0
2166,6582.0
2167,6744.0
2168,6993.0
2169,7073.0
2170,6761.0
2171,6305.0
2172,6284.0
2173,6847.0
2174,7059.0
2175,6980.0
2176,6941.0
2177,6781.0
2178,6959.0
2179,6735.0
2180,6306.0
2181,6112.0
2182,6132.0
2183,6428.0
2184,6440.0
2185,6781.0
2186,7144.0
2187,7178.0
2188,7041.0
2189,7087.0
2190,7091.0
2191,6767.0
2192,6986.0
2193,6994.0
2194,7239.0
2195,7246.0
2196,7394.0
2197,7298.0
2198,7014.0
2199,6832.0
2200,6970.0
2201,7225.0
2202,7274.0
2203,6923.0
2204,6727.0
2205,6677.0
2206,6941.0
2207,7205.0
2208,7165.0
2209,7014.0
2210,6944.0
2211,6820.0
2212,6868.0
2213,7240.0
2214,6959.0
2215,7425.0
2216,7816.0
2217,7821.0
2218,7877.0
2219,7967.0
2220,7538.0
2221,7534.0
2222,7391.0
2223,7304.0
2224,7167.0
2225,6969.0
2226,7009.0
2227,7011.0
2228,7102.0
2229,6835.0
2230,6698.0
2231,6876.0
2232,6550.0
2233,6630.0
2234,6595.0
2235,6637.0
2236,6572.0
2237,6768.0
2238,7047.0
2239,7457.0
2240,7781.0
2241,7676.0
2242,7703.0
2243,7768.0
2244,7382.0
2245,7438.0
2246,7518.0
2247,7695.0
2248,7682.0
2249,7538.0
2250,7551.0
2251,7390.0
2252,7260.0
2253,6943.0
2254,6787.0
2255,6494.0
2256,6604.0
2257,6480.0
2258,6698.0
2259,6674.0
2260,6567.0
2261,6678.0
2262,7009.0
2263,7546.0
2264,7919.0
2265,7968.0
2266,8055.0
2267,8116.0
2268,7689.0
2269,7612.0
2270,7470.0
2271,7430.0
2272,7308.0
2273,7185.0
2274,7051.0
2275,7034.0
2276,7227.0
2277,7012.0
2278,6696.0
2279,6324.0
2280,6265.0
2281,6482.0
2282,6750.0
2283,6877.0
2284,6748.0
2285,6859.0
2286,7045.0
2287,7538.0
2288,7814.0
2289,7788.0
2290,7812.0
2291,7805.0
2292,7773.0
2293,7932.0
2294,7669.0
2295,7339.0
2296,7179.0
2297,6928.0
2298,6907.0
2299,6823.0
2300,6991.0
2301,6691.0
2302,6734.0
2303,6805.0
2304,6877.0
2305,6945.0
2306,6906.0
2307,6904.0
2308,6759.0
2309,6767.0
2310,6902.0
2311,6710.0
2312,6879.0
2313,6563.0
2314,6499.0
2315,6441.0
2316,6194.0
2317,6716.0
2318,6722.0
2319,6723.0
2320,6466.0
2321,6252.0
2322,5841.0
2323,5828.0
2324,6094.0
2325,6134.0
2326,6070.0
2327,5886.0
2328,6218.0
2329,6145.0
2330,6164.0
2331,6038.0
2332,5910.0
2333,5843.0
2334,5835.0
2335,5872.0
2336,5989.0
2337,6185.0
2338,6165.0
2339,6256.0
2340,6265.0
2341,6063.0
2342,5935.0
2343,5875.0
2344,5857.0
2345,5996.0
2346,6108.0
2347,5871.0
2348,5878.0
2349,5829.0
2350,5683.0
2351,5465.0
2352,5309.0
2353,5354.0
2354,5485.0
2355,5544.0
2356,5570.0
2357,5691.0
2358,6273.0
2359,7014.0
2360,7458.0
2361,7501.0
2362,7592.0
2363,7697.0
2364,7248.0
2365,7282.0
2366,7115.0
2367,7060.0
2368,6879.0
2369,6688.0
2370,6788.0
2371,6754.0
2372,6741.0
2373,6445.0
2374,6352.0
2375,5839.0
2376,5775.0
2377,5930.0
2378,5948.0
2379,5985.0
2380,5900.0
2381,6216.0
2382,6677.0
2383,7176.0
2384,7461.0
2385,7476.0
2386,7576.0
2387,7758.0
2388,7475.0
2389,7615.0
2390,7462.0
2391,7486.0
2392,7345.0
2393,6964.0
2394,6841.0
2395,6813.0
2396,6902.0
2397,6760.0
2398,6516.0
2399,6144.0
2400,6356.0
2401,6433.0
2402,6420.0
2403,6305.0
2404,6245.0
2405,6521.0
2406,6857.0
2407,7358.0
2408,7553.0
2409,7488.0
2410,7491.0
2411,7567.0
2412,7197.0
2413,7148.0
2414,7024.0
2415,6961.0
2416,6885.0
2417,6885.0
2418,6867.0
2419,6805.0
2420,6799.0
2421,6498.0
2422,6242.0
2423,5895.0
2424,5697.0
2425,5678.0
2426,5783.0
2427,5978.0
2428,5740.0
2429,5985.0
2430,6661.0
2431,7176.0
2432,7502.0
2433,7469.0
2434,7514.0
2435,7630.0
2436,7159.0
2437,7163.0
2438,7044.0
2439,6837.0
2440,6773.0
2441,6592.0
2442,6607.0
2443,6580.0
2444,6719.0
2445,6575.0
2446,6374.0
2447,5982.0
2448,5678.0
2449,5642.0
2450,5849.0
2451,6080.0
2452,6329.0
2453,6342.0
2454,6579.0
2455,7137.0
2456,7458.0
2457,7670.0
2458,7666.0
2459,7577.0
2460,7179.0
2461,7132.0
2462,7017.0
2463,6884.0
2464,6669.0
2465,6612.0
2466,6550.0
2467,6496.0
2468,6554.0
2469,6478.0
2470,6328.0
2471,6032.0
2472,5950.0
2473,5984.0
2474,6203.0
2475,6498.0
2476,6606.0
2477,6401.0
2478,6104.0
2479,6071.0
2480,6099.0
2481,6405.0
2482,6749.0
2483,7157.0
2484,7291.0
2485,7050.0
2486,6914.0
2487,6900.0
2488,6855.0
2489,6245.0
2490,5786.0
2491,5711.0
2492,5899.0
2493,5819.0
2494,5719.0
2495,5465.0
2496,5520.0
2497,6157.0
2498,6239.0
2499,6251.0
2500,6395.0
2501,6299.0
2502,6284.0
2503,6146.0
2504,5777.0
2505,6105.0
2506,6083.0
2507,6228.0
2508,6632.0
2509,6609.0
2510,6585.0
2511,6518.0
2512,6522.0
2513,6212.0
2514,5665.0
2515,5664.0
2516,5790.0
2517,5646.0
2518,5565.0
2519,5460.0
2520,5549.0
2521,5936.0
2522,6190.0
2523,6183.0
2524,6164.0
2525,5733.0
2526,6194.0
2527,6947.0
2528,7415.0
2529,7397.0
2530,7492.0
2531,7666.0
2532,7215.0
2533,7217.0
2534,7289.0
2535,7251.0
2536,7240.0
2537,6891.0
2538,6772.0
2539,6613.0
2540,6592.0
2541,6380.0
2542,6131.0
2543,5891.0
2544,6195.0
2545,6362.0
2546,6336.0
2547,6394.0
2548,6320.0
2549,6457.0
2550,6543.0
2551,7116.0
2552,7390.0
2553,7554.0
2554,7663.0
2555,7774.0
2556,7365.0
2557,7653.0
2558,7682.0
2559,7577.0
2560,7289.0
2561,6596.0
2562,6398.0
2563,6260.0
2564,6343.0
2565,6346.0
2566,6149.0
2567,5779.0
2568,5892.0
2569,6212.0
2570,6250.0
2571,6167.0
2572,6127.0
2573,6082.0
2574,6529.0
2575,7005.0
2576,7259.0
2577,7223.0
2578,7440.0
2579,7557.0
2580,7377.0
2581,7297.0
2582,7266.0
2583,7014.0
2584,6855.0
2585,6607.0
2586,6556.0
2587,6419.0
2588,6432.0
2589,6379.0
2590,6236.0
2591,5978.0
2592,6242.0
2593,6343.0
2594,6383.0
2595,6248.0
2596,6060.0
2597,6382.0
2598,6445.0
2599,6946.0
2600,7199.0
2601,7172.0
2602,7257.0
2603,7435.0
2604,7134.0
2605,7166.0
2606,7079.0
2607,6930.0
2608,6826.0
2609,6569.0
2610,6511.0
2611,6369.0
2612,6314.0
2613,6246.0
2614,6039.0
2615,5828.0
2616,5950.0
2617,6081.0
2618,6194.0
2619,6170.0
2620,6018.0
2621,5908.0
2622,6190.0
2623,6827.0
2624,7084.0
2625,7127.0
2626,7212.0
2627,7294.0
2628,6849.0
2629,7259.0
2630,7149.0
2631,7074.0
2632,7036.0
2633,6646.0
2634,6374.0
2635,6189.0
2636,6151.0
2637,6081.0
2638,5903.0
2639,5668.0
2640,5883.0
2641,6114.0
2642,6084.0
2643,6135.0
2644,5934.0
2645,5815.0
2646,5688.0
2647,5695.0
2648,6131.0
2649,6390.0
2650,6890.0
2651,7065.0
2652,7030.0
2653,6936.0
2654,6790.0
2655,6674.0
2656,6514.0
2657,6410.0
2658,5919.0
2659,5490.0
2660,5575.0
2661,5696.0
2662,5857.0
2663,5925.0
2664,6055.0
2665,5994.0
2666,5956.0
2667,5860.0
2668,5771.0
2669,5709.0
2670,5687.0
2671,5818.0
2672,6057.0
2673,6322.0
2674,6524.0
2675,6540.0
2676,6570.0
2677,6277.0
2678,6130.0
2679,6096.0
2680,6160.0
2681,6355.0
2682,6595.0
2683,6058.0
2684,6031.0
2685,6276.0
2686,6409.0
2687,6410.0
2688,6138.0
2689,6191.0
2690,6204.0
2691,6098.0
2692,6032.0
2693,6266.0
2694,6188.0
2695,6419.0
2696,6792.0
2697,6886.0
2698,7048.0
2699,7347.0
2700,7154.0
2701,7331.0
2702,7310.0
2703,7242.0
2704,7176.0
2705,6865.0
2706,6719.0
2707,6548.0
2708,6364.0
2709,6149.0
2710,5856.0
2711,5499.0
2712,5518.0
2713,6053.0
2714,5953.0
2715,5895.0
2716,5782.0
2717,5928.0
2718,6037.0
2719,6637.0
2720,6988.0
2721,7256.0
2722,7865.0
2723,8320.0
2724,7883.0
2725,7871.0
2726,7841.0
2727,7927.0
2728,7684.0
2729,7154.0
2730,6843.0
2731,6210.0
2732,6257.0
2733,6249.0
2734,6361.0
2735,6060.0
2736,6223.0
2737,6333.0
2738,6313.0
2739,6240.0
2740,6108.0
2741,6414.0
2742,6840.0
2743,7335.0
2744,7570.0
2745,7039.0
2746,7525.0
2747,7804.0
2748,7459.0
2749,7564.0
2750,7519.0
2751,7236.0
2752,7112.0
2753,6898.0
2754,6609.0
2755,6310.0
2756,6267.0
2757,6190.0
2758,5957.0
2759,5767.0
2760,6148.0
2761,6251.0
2762,6202.0
2763,6053.0
2764,5875.0
2765,6229.0
2766,6120.0
2767,6811.0
2768,7229.0
2769,7319.0
2770,7462.0
2771,7719.0
2772,7290.0
2773,7360.0
2774,7287.0
2775,7151.0
2776,7065.0
2777,6860.0
2778,6624.0
2779,6524.0
2780,6496.0
2781,6377.0
2782,6153.0
2783,5777.0
2784,5468.0
2785,5433.0
2786,5619.0
2787,5633.0
2788,5677.0
2789,5591.0
2790,6276.0
2791,6845.0
2792,7159.0
2793,7078.0
2794,7214.0
2795,7501.0
2796,7106.0
2797,7041.0
2798,7393.0
2799,6828.0
2800,6604.0
2801,6319.0
2802,6309.0
2803,6145.0
2804,6057.0
2805,6087.0
2806,5958.0
2807,5723.0
2808,5756.0
2809,5692.0
2810,5628.0
2811,5477.0
2812,5464.0
2813,5257.0
2814,5204.0
2815,5403.0
2816,5573.0
2817,5779.0
2818,5986.0
2819,6093.0
2820,5869.0
2821,6362.0
2822,5926.0
2823,5811.0
2824,6032.0
2825,5473.0
2826,5473.0
2827,5481.0
2828,5493.0
2829,5538.0
2830,5446.0
2831,5208.0
2832,4932.0
2833,4857.0
2834,4947.0
2835,4988.0
2836,5424.0
2837,5257.0
2838,5331.0
2839,4999.0
2840,5554.0
2841,5933.0
2842,6274.0
2843,6444.0
2844,6107.0
2845,6198.0
2846,6282.0
2847,6333.0
2848,6374.0
2849,6083.0
2850,6010.0
2851,5935.0
2852,5715.0
2853,5907.0
2854,6241.0
2855,6023.0
2856,6300.0
2857,6257.0
2858,6311.0
2859,6383.0
2860,6283.0
2861,6453.0
2862,6817.0
2863,7023.0
2864,7363.0
2865,7587.0
2866,8091.0
2867,8289.0
2868,7924.0
2869,8015.0
2870,7981.0
2871,7706.0
2872,7703.0
2873,7392.0
2874,6936.0
2875,6686.0
2876,6688.0
2877,6754.0
2878,6584.0
2879,6301.0
2880,6259.0
2881,6204.0
2882,6150.0
2883,6135.0
2884,6170.0
2885,6301.0
2886,6779.0
2887,7237.0
2888,7535.0
2889,7651.0
2890,8022.0
2891,8184.0
2892,7884.0
2893,7772.0
2894,7629.0
2895,7573.0
2896,7600.0
2897,7211.0
2898,7027.0
2899,6598.0
2900,6228.0
2901,6208.0
2902,6051.0
2903,5883.0
2904,5596.0
2905,5969.0
2906,5724.0
2907,5600.0
2908,5462.0
2909,5520.0
2910,6106.0
2911,6799.0
2912,7260.0
2913,7363.0
2914,7512.0
2915,7733.0
2916,7336.0
2917,7279.0
2918,7135.0
2919,7044.0
2920,6897.0
2921,6721.0
2922,6819.0
2923,6700.0
2924,6591.0
2925,6412.0
2926,6148.0
2927,5751.0
2928,5394.0
2929,5532.0
2930,5460.0
2931,5355.0
2932,5303.0
2933,5621.0
2934,6247.0
2935,7042.0
2936,7519.0
2937,7662.0
2938,7783.0
2939,7910.0
2940,7388.0
2941,7352.0
2942,7253.0
2943,7054.0
2944,6956.0
2945,6822.0
2946,6891.0
2947,6805.0
2948,6636.0
2949,6450.0
2950,6164.0
2951,5807.0
2952,5705.0
2953,5648.0
2954,5573.0
2955,5466.0
2956,5310.0
2957,5457.0
2958,6122.0
2959,6842.0
2960,7256.0
2961,7312.0
2962,7440.0
2963,7575.0
2964,7213.0
2965,7151.0
2966,6981.0
2967,6895.0
2968,6720.0
2969,6444.0
2970,6490.0
2971,6337.0
2972,6229.0
2973,6172.0
2974,6002.0
2975,5738.0
2976,5459.0
2977,5486.0
2978,5589.0
2979,5768.0
2980,5578.0
2981,5144.0
2982,5193.0
2983,5109.0
2984,5423.0
2985,5661.0
2986,5872.0
2987,6427.0
2988,7039.0
2989,7183.0
2990,7123.0
2991,6905.0
2992,6852.0
2993,6486.0
2994,5515.0
2995,5394.0
2996,5378.0
2997,5475.0
2998,5419.0
2999,5636.0
3000,6356.0
3001,6566.0
3002,6472.0
3003,6342.0
3004,6128.0
3005,6011.0
3006,5965.0
3007,6099.0
3008,6306.0
3009,6565.0
3010,6678.0
3011,6797.0
3012,6816.0
3013,6677.0
3014,6519.0
3015,6398.0
3016,6476.0
3017,6573.0
3018,6064.0
3019,5670.0
3020,5934.0
3021,6118.0
3022,6141.0
3023,6539.0
3024,6226.0
3025,6344.0
3026,6381.0
3027,6379.0
3028,6273.0
3029,5882.0
3030,5802.0
3031,6514.0
3032,6907.0
3033,6932.0
3034,7043.0
3035,7289.0
3036,6906.0
3037,6939.0
3038,6901.0
3039,6956.0
3040,6845.0
3041,6593.0
3042,6584.0
3043,6426.0
3044,6239.0
3045,6233.0
3046,5969.0
3047,5691.0
3048,6244.0
3049,6700.0
3050,6712.0
3051,6724.0
3052,6612.0
3053,6117.0
3054,6019.0
3055,6649.0
3056,6991.0
3057,7172.0
3058,7598.0
3059,7798.0
3060,7182.0
3061,7876.0
3062,7863.0
3063,7466.0
3064,7047.0
3065,6577.0
3066,6551.0
3067,6384.0
3068,6256.0
3069,6313.0
3070,6077.0
3071,5768.0
3072,6207.0
3073,6397.0
3074,6543.0
3075,6486.0
3076,5845.0
3077,5520.0
3078,5936.0
3079,6648.0
3080,7020.0
3081,7028.0
3082,7149.0
3083,7312.0
3084,6980.0
3085,7029.0
3086,6900.0
3087,6692.0
3088,6450.0
3089,6375.0
3090,6411.0
3091,6270.0
3092,6074.0
3093,6023.0
3094,5843.0
3095,5527.0
3096,6005.0
3097,6016.0
3098,6509.0
3099,6380.0
3100,5957.0
3101,6030.0
3102,6188.0
3103,6041.0
3104,6344.0
3105,6636.0
3106,6940.0
3107,6979.0
3108,7250.0
3109,7055.0
3110,6895.0
3111,6795.0
3112,6854.0
3113,6855.0
3114,5917.0
3115,5751.0
3116,5646.0
3117,5614.0
3118,5579.0
3119,5312.0
3120,5156.0
3121,5391.0
3122,5669.0
3123,5585.0
3124,5700.0
3125,5174.0
3126,5282.0
3127,5584.0
3128,5868.0
3129,6088.0
3130,6197.0
3131,6309.0
3132,6127.0
3133,6014.0
3134,5859.0
3135,5725.0
3136,5715.0
3137,5799.0
3138,5907.0
3139,5777.0
3140,5655.0
3141,5802.0
3142,5731.0
3143,5417.0
3144,5242.0
3145,5128.0
3146,5568.0
3147,5620.0
3148,5400.0
3149,5282.0
3150,4811.0
3151,4752.0
3152,5038.0
3153,5235.0
3154,5359.0
3155,5449.0
3156,5628.0
3157,6357.0
3158,6456.0
3159,6356.0
3160,6126.0
3161,5696.0
3162,5390.0
3163,5359.0
3164,5308.0
3165,5368.0
3166,5377.0
3167,6285.0
3168,6203.0
3169,6323.0
3170,6247.0
3171,6161.0
3172,5926.0
3173,5858.0
3174,5756.0
3175,5587.0
3176,6098.0
3177,6363.0
3178,6778.0
3179,6956.0
3180,7039.0
3181,6920.0
3182,6704.0
3183,6676.0
3184,6763.0
3185,6767.0
3186,6543.0
3187,6400.0
3188,6565.0
3189,6188.0
3190,6141.0
3191,5917.0
3192,6364.0
3193,6434.0
3194,6727.0
3195,6681.0
3196,6699.0
3197,6754.0
3198,6069.0
3199,6784.0
3200,7322.0
3201,7445.0
3202,7566.0
3203,7724.0
3204,7251.0
3205,7230.0
3206,7105.0
3207,7147.0
3208,7039.0
3209,6752.0
3210,6836.0
3211,6740.0
3212,6581.0
3213,6399.0
3214,6111.0
3215,5675.0
3216,5728.0
3217,5781.0
3218,6339.0
3219,6178.0
3220,5547.0
3221,5614.0
3222,6244.0
3223,7037.0
3224,7500.0
3225,7570.0
3226,7658.0
3227,7857.0
3228,7377.0
3229,7450.0
3230,7267.0
3231,7150.0
3232,7096.0
3233,6941.0
3234,6898.0
3235,6706.0
3236,6543.0
3237,6423.0
3238,6171.0
3239,5787.0
3240,5446.0
3241,5631.0
3242,5993.0
3243,6014.0
3244,5638.0
3245,5763.0
3246,6199.0
3247,6911.0
3248,7354.0
3249,7483.0
3250,7736.0
3251,7934.0
3252,7533.0
3253,7587.0
3254,7467.0
3255,7315.0
3256,7116.0
3257,6894.0
3258,6870.0
3259,6714.0
3260,6509.0
3261,6392.0
3262,6188.0
3263,6620.0
3264,6958.0
3265,6954.0
3266,7063.0
3267,6988.0
3268,6827.0
3269,6897.0
3270,6302.0
3271,6852.0
3272,7258.0
3273,7313.0
3274,7492.0
3275,7670.0
3276,7226.0
3277,7216.0
3278,7467.0
3279,7738.0
3280,7897.0
3281,7037.0
3282,6669.0
3283,6507.0
3284,6353.0
3285,6321.0
3286,6142.0
3287,6232.0
3288,6287.0
3289,6672.0
3290,6816.0
3291,6672.0
3292,6445.0
3293,6251.0
3294,6084.0
3295,6751.0
3296,7102.0
3297,7144.0
3298,7236.0
3299,7338.0
3300,6877.0
3301,6780.0
3302,6650.0
3303,6496.0
3304,6343.0
3305,6223.0
3306,6248.0
3307,6166.0
3308,5997.0
3309,5972.0
3310,5853.0
3311,5585.0
3312,5350.0
3313,5281.0
3314,5232.0
3315,4996.0
3316,4763.0
3317,4781.0
3318,4846.0
3319,4935.0
3320,5246.0
3321,5502.0
3322,5793.0
3323,5921.0
3324,6709.0
3325,6959.0
3326,7000.0
3327,6761.0
3328,6154.0
3329,5672.0
3330,5619.0
3331,5581.0
3332,5490.0
3333,5469.0
3334,5415.0
3335,5341.0
3336,5852.0
3337,6221.0
3338,6199.0
3339,6220.0
3340,6118.0
3341,6028.0
3342,5974.0
3343,5954.0
3344,6265.0
3345,6576.0
3346,6760.0
3347,6914.0
3348,6942.0
3349,6746.0
3350,6554.0
3351,6458.0
3352,6506.0
3353,6576.0
3354,6626.0
3355,6412.0
3356,6362.0
3357,6454.0
3358,6505.0
3359,6559.0
3360,6497.0
3361,6331.0
3362,6337.0
3363,6251.0
3364,6137.0
3365,6173.0
3366,6023.0
3367,6006.0
3368,6213.0
3369,6389.0
3370,6693.0
3371,6892.0
3372,6827.0
3373,6755.0
3374,6529.0
3375,6423.0
3376,6467.0
3377,6449.0
3378,6299.0
3379,5580.0
3380,5499.0
3381,5575.0
3382,5718.0
3383,6074.0
3384,5715.0
3385,6183.0
3386,6133.0
3387,6037.0
3388,5973.0
3389,5704.0
3390,5717.0
3391,6420.0
3392,6820.0
3393,6926.0
3394,7137.0
3395,7333.0
3396,6832.0
3397,6891.0
3398,6838.0
3399,6793.0
3400,6703.0
3401,6615.0
3402,6641.0
3403,6503.0
3404,6317.0
3405,6130.0
3406,5848.0
3407,5498.0
3408,5181.0
3409,5168.0
3410,5089.0
3411,4944.0
3412,4974.0
3413,5185.0
3414,5850.0
3415,6633.0
3416,7067.0
3417,7217.0
3418,7401.0
3419,7632.0
3420,7147.0
3421,7111.0
3422,7019.0
3423,7089.0
3424,6909.0
3425,6598.0
3426,6571.0
3427,6391.0
3428,6236.0
3429,6161.0
3430,5978.0
3431,5645.0
3432,5719.0
3433,6273.0
3434,6330.0
3435,6505.0
3436,6303.0
3437,6011.0
3438,5891.0
3439,6561.0
3440,6940.0
3441,6999.0
3442,7108.0
3443,7304.0
3444,6859.0
3445,6966.0
3446,6858.0
3447,6737.0
3448,6611.0
3449,6451.0
3450,6444.0
3451,6289.0
3452,6079.0
3453,6043.0
3454,5940.0
3455,5555.0
3456,5322.0
3457,5284.0
3458,5354.0
3459,5731.0
3460,5468.0
3461,5177.0
3462,5822.0
3463,6515.0
3464,6908.0
3465,6988.0
3466,7113.0
3467,7325.0
3468,7013.0
3469,6976.0
3470,6929.0
3471,6609.0
3472,6398.0
3473,6356.0
3474,6340.0
3475,6184.0
3476,5993.0
3477,6021.0
3478,5997.0
3479,5683.0
3480,5354.0
3481,5257.0
3482,5363.0
3483,5578.0
3484,5353.0
3485,5319.0
3486,4697.0
3487,4952.0
3488,5311.0
3489,5584.0
3490,5750.0
3491,5877.0
3492,6016.0
3493,6220.0
3494,6366.0
3495,6744.0
3496,6690.0
3497,5663.0
3498,5654.0
3499,5672.0
3500,5615.0
3501,5609.0
3502,5560.0
3503,5320.0
3504,5961.0
3505,6255.0
3506,6514.0
3507,6331.0
3508,6061.0
3509,5984.0
3510,6056.0
3511,6208.0
3512,6458.0
3513,6743.0
3514,6948.0
3515,7144.0
3516,7132.0
3517,6988.0
3518,6842.0
3519,6763.0
3520,6759.0
3521,6395.0
3522,5460.0
3523,5517.0
3524,5641.0
3525,6092.0
3526,6082.0
3527,6175.0
3528,6308.0
3529,6443.0
3530,6414.0
3531,6382.0
3532,6223.0
3533,6367.0
3534,5805.0
3535,6611.0
3536,7128.0
3537,7314.0
3538,7506.0
3539,7722.0
3540,7232.0
3541,7299.0
3542,7220.0
3543,7145.0
3544,7014.0
3545,6854.0
3546,6839.0
3547,6676.0
3548,6419.0
3549,6337.0
3550,6168.0
3551,5922.0
3552,6871.0
3553,6893.0
3554,6790.0
3555,6538.0
3556,6358.0
3557,6317.0
3558,6165.0
3559,6842.0
3560,7288.0
3561,7371.0
3562,7592.0
3563,7940.0
3564,7526.0
3565,7638.0
3566,7729.0
3567,7489.0
3568,7127.0
3569,6912.0
3570,6824.0
3571,6598.0
3572,6331.0
3573,6313.0
3574,6356.0
3575,6446.0
3576,6438.0
3577,6544.0
3578,6224.0
3579,6209.0
3580,5713.0
3581,5431.0
3582,6037.0
3583,6698.0
3584,7157.0
3585,7241.0
3586,7405.0
3587,7691.0
3588,7275.0
3589,7379.0
3590,7313.0
3591,7161.0
3592,6995.0
3593,6777.0
3594,6838.0
3595,6751.0
3596,6437.0
3597,6311.0
3598,6103.0
3599,5691.0
3600,5462.0
3601,5390.0
3602,5338.0
3603,5383.0
3604,5495.0
3605,5556.0
3606,5751.0
3607,6243.0
3608,6632.0
3609,6795.0
3610,7278.0
3611,8083.0
3612,7831.0
3613,7661.0
3614,7545.0
3615,7129.0
