,Actual Total Load [MW] - Germany (DE)
1869,65560.25
1870,63468.75
1871,59907.5
1872,56883.0
1873,54980.25
1874,54139.0
1875,54162.5
1876,55496.75
1877,58581.75
1878,65028.0
1879,70134.25
1880,72944.75
1881,73649.25
1882,74369.0
1883,74735.0
1884,74006.5
1885,73110.75
1886,72053.75
1887,70970.75
1888,69874.5
1889,70461.5
1890,72094.75
1891,73820.25
1892,69901.25
1893,66099.25
1894,62903.75
1895,58750.25
1896,55850.25
1897,53874.75
1898,53002.0
1899,53332.5
1900,54799.0
1901,58080.75
1902,63880.0
1903,68805.75
1904,71253.0
1905,71259.25
1906,71907.25
1907,72476.75
1908,71931.25
1909,71769.0
1910,70310.75
1911,69270.75
1912,68138.5
1913,68827.5
1914,71001.0
1915,73081.25
1916,69651.0
1917,66155.25
1918,63305.5
1919,60037.5
1920,57107.25
1921,55308.75
1922,54150.5
1923,54728.5
1924,56043.5
1925,59564.5
1926,65892.75
1927,70497.5
1928,73263.75
1929,73877.0
1930,74445.5
1931,74966.75
1932,74332.5
1933,73960.0
1934,72982.75
1935,72077.25
1936,70855.25
1937,70753.75
1938,71968.25
1939,72277.75
1940,68525.75
1941,64378.25
1942,61564.75
1943,57804.5
1944,54754.5
1945,52538.0
1946,51302.0
1947,51393.0
1948,52708.25
1949,56094.5
1950,62535.5
1951,68044.0
1952,70809.75
1953,71049.75
1954,72060.75
1955,72911.75
1956,72121.0
1957,70724.0
1958,69200.25
1959,67879.75
1960,66907.25
1961,67231.0
1962,68258.75
1963,69345.75
1964,65444.75
1965,61732.25
1966,59397.25
1967,55760.5
1968,52593.25
1969,50322.5
1970,49012.25
1971,48850.5
1972,49170.25
1973,49228.0
1974,49293.75
1975,52162.75
1976,55696.5
1977,58000.75
1978,59150.25
1979,60076.0
1980,58949.75
1981,56716.5
1982,54757.0
1983,53717.5
1984,53216.0
1985,54340.5
1986,56867.25
1987,59018.25
1988,55864.75
1989,53246.0
1990,52527.5
1991,49579.75
1992,46779.25
1993,42140.25
1994,44214.75
1995,44154.75
1996,43958.5
1997,43158.5
1998,43703.0
1999,46431.25
2000,49687.0
2001,51869.75
2002,53588.25
2003,53065.25
2004,51137.0
2005,49515.25
2006,48825.0
2007,48182.25
2008,49598.25
2009,51920.5
2010,54028.5
2011,55304.5
2012,53958.0
2013,53909.25
2014,50910.5
2015,47582.75
2016,45855.5
2017,45092.25
2018,45785.0
2019,47609.75
2020,51680.0
2021,59238.25
2022,65113.5
2023,68339.75
2024,69645.75
2025,70469.75
2026,71000.5
2027,70798.75
2028,69526.0
2029,68546.75
2030,67474.25
2031,66031.5
2032,65745.5
2033,65886.25
2034,66707.0
2035,66165.25
2036,62717.5
2037,59689.75
2038,55561.0
2039,51498.25
2040,49622.75
2041,48856.25
2042,49526.0
2043,50998.5
2044,54372.75
2045,61132.5
2046,66182.0
2047,68771.0
2048,69063.5
2049,69537.25
2050,70120.5
2051,69830.5
2052,69188.0
2053,67798.25
2054,66989.0
2055,65954.75
2056,65551.0
2057,65950.75
2058,66903.5
2059,66922.5
2060,63664.75
2061,61006.75
2062,56827.5
2063,53239.5
2064,50980.25
2065,50118.25
2066,50436.75
2067,51810.0
2068,54834.75
2069,62063.25
2070,67464.75
2071,70488.75
2072,71629.25
2073,73223.5
2074,74279.0
2075,73813.75
2076,73613.25
2077,72118.25
2078,71294.5
2079,69858.5
2080,69599.5
2081,70030.0
2082,70708.75
2083,69081.5
2084,65554.0
2085,62853.5
2086,58912.0
2087,55169.5
2088,52861.25
2089,52358.25
2090,52829.5
2091,54063.0
2092,57040.5
2093,63109.75
2094,67905.75
2095,70922.5
2096,71668.25
2097,72495.75
2098,72614.5
2099,71402.5
2100,70671.5
2101,68649.25
2102,67572.25
2103,65332.25
2104,64456.5
2105,63638.75
2106,64097.25
2107,63662.0
2108,60264.5
2109,57182.75
2110,53739.5
2111,50339.25
2112,47870.5
2113,46662.25
2114,46432.5
2115,46639.0
2116,45708.5
2117,44448.5
2118,45053.5
2119,48323.75
2120,50994.75
2121,52887.25
2122,53988.0
2123,54800.5
2124,52692.5
2125,50833.0
2126,49936.0
2127,49764.25
2128,51005.0
2129,52388.0
2130,53703.5
2131,54520.75
2132,52353.5
2133,51552.5
2134,48687.75
2135,45802.75
2136,43926.5
2137,43016.75
2138,42915.25
2139,43815.5
2140,44430.5
2141,45546.5
2142,47745.25
2143,51665.25
2144,54383.0
2145,56051.25
2146,56750.75
2147,56087.5
2148,54842.0
2149,53662.5
2150,52992.0
2151,52450.0
2152,53174.25
2153,53993.25
2154,54379.75
2155,53993.25
2156,51904.75
2157,50748.75
2158,47668.5
2159,44474.75
2160,42458.5
2161,41197.25
2162,41000.5
2163,41415.5
2164,41558.5
2165,41328.75
2166,42493.5
2167,46481.25
2168,49862.5
2169,51708.75
2170,53408.25
2171,52019.25
2172,49946.0
2173,48768.5
2174,47711.75
2175,47247.75
2176,48138.5
2177,49437.5
2178,49902.75
2179,50665.25
2180,49667.0
2181,49309.0
2182,46409.5
2183,43760.25
2184,41983.75
2185,41184.5
2186,41253.75
2187,41873.25
2188,42284.0
2189,41717.0
2190,42536.0
2191,45236.0
2192,48518.75
2193,50254.0
2194,51501.0
2195,50942.5
2196,48799.25
2197,47200.5
2198,46514.25
2199,46072.5
2200,47515.0
2201,49476.75
2202,50616.25
2203,52010.5
2204,50757.5
2205,50019.75
2206,46853.25
2207,44150.75
2208,42353.0
2209,41966.25
2210,43070.0
2211,45644.75
2212,50160.25
2213,58641.25
2214,63829.5
2215,67194.5
2216,67643.0
2217,68618.5
2218,70143.25
2219,69768.5
2220,68799.0
2221,67386.5
2222,65665.25
2223,64051.5
2224,63571.5
2225,63806.0
2226,64330.25
2227,64568.75
2228,61307.25
2229,57821.0
2230,52761.25
2231,49120.0
2232,47380.5
2233,46615.5
2234,47490.75
2235,49112.25
2236,53205.75
2237,60358.75
2238,65234.0
2239,68348.75
2240,69157.0
2241,69569.0
2242,69798.5
2243,69187.0
2244,68887.0
2245,67908.0
2246,65844.75
2247,64178.75
2248,63754.75
2249,64063.25
2250,64872.25
2251,65021.75
2252,62087.5
2253,58310.5
2254,53822.25
2255,49827.5
2256,48210.0
2257,47858.5
2258,48297.5
2259,50014.0
2260,53135.0
2261,60244.75
2262,65157.5
2263,68609.0
2264,69917.5
2265,71628.75
2266,72402.25
2267,71725.5
2268,71201.75
2269,71008.5
2270,70543.25
2271,69431.0
2272,68609.75
2273,67702.5
2274,67844.5
2275,67036.5
2276,63715.0
2277,60068.25
2278,55727.0
2279,51925.5
2280,49604.75
2281,49038.75
2282,49503.25
2283,50853.0
2284,54084.0
2285,60732.25
2286,65405.5
2287,67698.25
2288,68421.25
2289,68925.0
2290,69192.5
2291,67828.75
2292,66596.5
2293,64876.5
2294,63766.25
2295,62413.5
2296,61904.5
2297,62251.75
2298,62692.75
2299,62466.75
2300,60540.0
2301,57330.75
2302,53934.25
2303,50391.5
2304,48082.5
2305,46767.5
2306,46684.5
2307,47287.0
2308,48023.25
2309,49156.5
2310,51729.75
2311,55465.5
2312,57840.0
2313,58977.5
2314,58870.0
2315,57859.75
2316,55495.75
2317,53331.5
2318,52198.5
2319,51362.5
2320,52048.5
2321,52729.25
2322,53013.75
2323,53743.5
2324,52423.0
2325,50441.75
2326,46933.75
2327,43466.0
2328,41471.75
2329,40218.0
2330,39808.75
2331,40055.75
2332,40677.25
2333,40943.0
2334,42462.0
2335,46078.5
2336,49015.75
2337,50982.75
2338,52320.5
2339,51395.0
2340,49039.0
2341,47335.0
2342,46318.0
2343,46188.25
2344,47503.25
2345,49517.25
2346,50597.75
2347,52494.75
2348,51230.25
2349,49757.0
2350,46184.75
2351,42904.75
2352,41569.75
2353,41013.5
2354,41380.0
2355,43214.5
2356,47899.75
2357,56911.5
2358,62295.75
2359,65296.5
2360,66285.25
2361,66722.0
2362,67647.0
2363,66979.25
2364,66094.75
2365,65257.5
2366,63957.0
2367,62336.75
2368,62005.0
2369,62314.25
2370,62852.0
2371,62857.75
2372,59770.25
2373,55784.25
2374,51838.0
2375,48330.5
2376,46923.25
2377,45790.25
2378,46167.5
2379,47883.75
2380,52024.25
2381,60441.25
2382,64722.25
2383,66781.0
2384,67512.0
2385,68225.25
2386,69439.25
2387,69378.5
2388,68858.25
2389,67685.25
2390,67320.75
2391,66004.5
2392,65639.5
2393,65550.75
2394,65811.75
2395,65866.25
2396,62846.25
2397,58611.0
2398,54011.25
2399,50389.0
2400,48306.25
2401,47357.5
2402,47777.75
2403,49460.5
2404,53796.0
2405,61848.75
2406,66848.5
2407,68897.0
2408,69170.25
2409,70260.75
2410,71143.0
2411,70640.75
2412,69873.0
2413,68324.0
2414,67265.0
2415,65595.75
2416,65208.75
2417,65345.75
2418,65729.25
2419,65187.75
2420,62221.5
2421,58257.25
2422,53677.5
2423,49580.75
2424,47569.5
2425,46719.75
2426,47040.0
2427,48667.0
2428,52823.5
2429,60893.0
2430,66020.75
2431,68543.75
2432,68878.75
2433,69786.25
2434,70790.0
2435,69920.5
2436,69372.5
2437,68264.75
2438,67557.5
2439,65670.5
2440,65533.75
2441,65335.5
2442,65419.75
2443,65297.75
2444,62705.5
2445,58384.25
2446,53407.75
2447,49840.75
2448,47804.25
2449,46727.25
2450,47193.75
2451,48454.75
2452,52625.25
2453,60080.25
2454,65456.0
2455,68108.25
2456,68707.75
2457,70350.5
2458,70817.75
2459,69816.0
2460,68259.25
2461,66811.5
2462,65162.25
2463,64250.25
2464,64326.0
2465,64102.0
2466,63263.25
2467,61984.0
2468,59047.75
2469,55785.0
2470,51987.75
2471,47804.5
2472,45717.25
2473,44229.0
2474,43867.25
2475,44623.0
2476,45629.25
2477,46984.0
2478,50158.0
2479,54246.5
2480,57425.0
2481,58937.25
2482,59184.25
2483,58025.5
2484,55835.0
2485,53769.5
2486,52280.25
2487,52044.5
2488,52153.75
2489,52501.5
2490,51995.5
2491,51615.75
2492,49803.0
2493,47398.5
2494,44293.0
2495,40950.5
2496,39236.25
2497,38100.0
2498,38001.0
2499,38383.5
2500,38828.75
2501,39052.75
2502,41323.75
2503,45067.0
2504,47570.75
2505,49866.75
2506,52109.75
2507,51539.0
2508,48947.25
2509,47159.75
2510,45952.75
2511,45436.25
2512,46937.75
2513,48632.0
2514,49692.25
2515,50562.25
2516,49434.25
2517,48175.0
2518,44699.5
2519,42026.25
2520,40727.5
2521,40171.0
2522,40711.75
2523,42664.75
2524,47350.75
2525,56361.0
2526,62112.5
2527,65139.5
2528,65676.0
2529,66488.25
2530,67551.75
2531,66829.75
2532,66122.75
2533,65225.75
2534,64494.25
2535,62926.25
2536,62463.25
2537,62340.5
2538,62296.25
2539,61337.25
2540,59005.0
2541,54479.0
2542,50055.25
2543,46846.25
2544,45154.75
2545,44316.25
2546,44567.5
2547,46496.5
2548,50457.5
2549,57918.0
2550,63074.25
2551,65204.0
2552,65825.25
2553,66685.75
2554,67721.0
2555,67238.0
2556,66466.5
2557,65152.0
2558,63884.5
2559,62265.75
2560,61621.5
2561,61627.25
2562,61710.5
2563,61429.75
2564,59329.0
2565,54833.25
2566,50179.75
2567,46503.0
2568,44689.0
2569,43723.5
2570,44037.25
2571,45647.25
2572,50118.0
2573,57699.5
2574,62680.25
2575,65270.5
2576,65689.5
2577,66824.5
2578,67734.0
2579,66984.75
2580,66213.0
2581,64998.5
2582,64140.0
2583,62521.25
2584,62159.25
2585,62076.5
2586,61998.5
2587,61074.75
2588,59402.75
2589,54759.25
2590,49847.5
2591,46947.75
2592,45107.0
2593,44152.5
2594,44536.25
2595,45700.25
2596,49738.0
2597,57094.0
2598,62538.5
2599,65277.75
2600,66189.75
2601,66849.5
2602,67942.75
2603,67295.0
2604,66757.0
2605,65349.0
2606,64201.75
2607,62978.5
2608,62635.75
2609,62363.75
2610,62219.25
2611,61366.75
2612,59995.75
2613,55843.25
2614,51150.25
2615,47442.25
2616,45745.5
2617,44746.0
2618,44976.5
2619,46009.25
2620,50073.5
2621,57854.5
2622,63073.75
2623,65864.5
2624,66684.25
2625,67665.25
2626,68279.0
2627,67522.5
2628,66189.0
2629,64535.75
2630,63267.5
2631,62227.5
2632,62130.5
2633,61039.0
2634,60242.25
2635,59126.75
2636,57626.25
2637,53714.25
2638,49753.25
2639,46895.0
2640,44643.25
2641,43262.5
2642,42656.75
2643,42744.5
2644,43674.75
2645,45533.0
2646,48967.5
2647,53825.0
2648,56610.0
2649,57514.75
2650,57916.75
2651,56924.75
2652,54673.0
2653,52873.5
2654,51686.75
2655,50870.25
2656,51301.75
2657,52094.75
2658,51805.5
2659,50512.75
2660,49762.0
2661,47313.0
2662,43986.25
2663,40709.5
2664,38449.0
2665,37425.25
2666,36771.0
2667,36838.75
2668,37353.0
2669,37499.25
2670,39982.25
2671,44010.25
2672,47106.25
2673,48811.0
2674,50592.25
2675,49851.75
2676,47788.25
2677,46487.25
2678,45702.25
2679,45690.25
2680,46879.0
2681,49143.0
2682,49968.5
2683,50800.0
2684,50840.0
2685,49342.75
2686,46008.25
2687,43461.25
2688,41767.75
2689,40839.75
2690,41073.0
2691,42571.0
2692,47633.0
2693,56486.5
2694,61691.0
2695,64844.75
2696,65721.75
2697,67637.5
2698,68842.5
2699,68357.5
2700,67762.25
2701,66866.75
2702,65457.5
2703,64463.5
2704,63633.75
2705,63953.5
2706,63173.5
2707,61548.75
2708,59521.75
2709,54561.5
2710,49882.25
2711,46474.0
2712,44800.75
2713,43828.0
2714,44145.0
2715,45779.0
2716,50000.25
2717,57891.75
2718,63293.25
2719,66748.75
2720,67833.75
2721,69280.5
2722,70385.25
2723,69543.5
2724,68870.0
2725,67537.5
2726,66027.0
2727,64562.25
2728,64264.25
2729,64340.0
2730,64223.5
2731,62884.5
2732,60754.75
2733,56182.75
2734,51380.5
2735,48152.25
2736,46193.25
2737,45401.0
2738,45615.0
2739,47086.5
2740,51262.5
2741,59506.75
2742,65603.0
2743,68952.0
2744,69786.5
2745,71028.75
2746,72133.5
2747,71258.25
2748,70083.0
2749,68358.5
2750,67435.0
2751,65846.0
2752,65858.0
2753,65553.75
2754,65420.25
2755,63694.25
2756,60929.5
2757,56550.25
2758,51814.5
2759,48497.0
2760,47028.75
2761,46152.0
2762,46564.75
2763,47957.5
2764,52098.25
2765,59496.75
2766,65352.25
2767,68087.75
2768,68826.5
2769,69992.0
2770,71256.0
2771,71092.25
2772,70363.5
2773,68665.0
2774,67557.75
2775,66240.5
2776,65615.25
2777,64808.0
2778,64886.0
2779,63177.75
2780,61715.5
2781,57011.25
2782,52246.5
2783,49026.5
2784,47258.0
2785,46268.25
2786,46911.25
2787,48394.0
2788,52145.75
2789,59110.0
2790,63901.25
2791,66088.75
2792,66576.0
2793,67577.75
2794,68146.0
2795,67137.75
2796,65369.0
2797,63433.0
2798,62331.25
2799,61274.75
2800,61460.5
2801,60668.0
2802,60433.0
2803,59297.75
2804,57959.75
2805,53765.0
2806,49827.25
2807,46399.25
2808,44254.0
2809,43083.75
2810,42976.5
2811,43036.5
2812,43916.5
2813,45441.25
2814,48934.5
2815,53080.75
2816,56073.0
2817,57117.75
2818,58014.0
2819,56993.25
2820,54823.25
2821,52493.5
2822,51648.25
2823,51060.0
2824,52032.5
2825,52970.0
2826,52402.5
2827,51103.75
2828,49932.0
2829,47359.75
2830,43899.0
2831,40644.25
2832,38713.0
2833,37721.0
2834,37230.5
2835,37466.0
2836,37807.25
2837,38000.25
2838,40377.5
2839,44156.0
2840,47390.75
2841,49113.0
2842,50910.75
2843,51118.75
2844,48731.75
2845,46965.5
2846,46370.0
2847,46175.75
2848,47371.5
2849,48677.75
2850,48877.0
2851,49225.75
2852,49774.75
2853,47986.0
2854,44506.25
2855,42454.25
2856,40540.75
2857,40386.25
2858,41136.0
2859,42582.0
2860,45730.5
2861,51365.0
2862,56496.75
2863,59891.5
2864,61840.0
2865,63225.75
2866,64814.0
2867,64514.0
2868,62941.5
2869,61638.75
2870,60514.25
2871,59169.5
2872,58282.0
2873,57691.0
2874,57298.75
2875,55546.5
2876,53944.0
2877,50238.25
2878,46390.75
2879,44180.25
2880,42671.75
2881,41598.0
2882,41225.75
2883,41589.75
2884,41785.0
2885,41535.0
2886,43947.0
2887,47397.0
2888,50539.25
2889,52650.0
2890,54367.25
2891,53650.25
2892,51674.25
2893,50272.75
2894,49365.75
2895,48619.25
2896,49135.25
2897,50634.75
2898,50046.25
2899,49599.25
2900,49864.5
2901,48419.0
2902,44726.75
2903,42220.25
2904,40439.0
2905,39516.0
2906,40163.5
2907,42065.0
2908,46646.75
2909,55383.5
2910,61400.25
2911,64732.5
2912,65373.0
2913,66244.25
2914,67857.25
2915,66730.25
2916,66319.25
2917,65735.0
2918,64930.75
2919,63390.5
2920,62823.0
2921,63019.25
2922,62938.25
2923,61608.0
2924,60375.25
2925,56035.25
2926,51401.5
2927,47729.5
2928,45614.0
2929,44723.75
2930,45277.5
2931,46603.5
2932,50329.0
2933,57605.0
2934,63591.25
2935,66113.0
2936,66410.0
2937,67375.25
2938,68552.75
2939,68068.0
2940,67684.75
2941,66331.5
2942,65538.25
2943,63883.0
2944,63161.5
2945,63153.25
2946,63140.0
2947,61443.0
2948,59847.5
2949,56070.5
2950,51306.75
2951,47439.25
2952,46111.0
2953,45040.75
2954,45541.25
2955,46929.75
2956,50270.75
2957,57343.5
2958,62761.75
2959,65510.75
2960,66260.5
2961,67038.5
2962,67389.5
2963,67381.0
2964,66164.75
2965,64321.5
2966,63366.5
2967,62234.25
2968,61723.25
2969,61539.25
2970,61163.75
2971,59295.5
2972,57988.5
2973,54759.25
2974,50297.25
2975,46743.5
2976,44558.5
2977,42894.0
2978,42718.75
2979,43038.25
2980,43657.25
2981,45514.25
2982,49540.75
2983,54134.5
2984,56152.5
2985,57344.75
2986,57548.5
2987,56566.75
2988,54564.75
2989,52312.25
2990,51215.75
2991,51034.75
2992,51642.75
2993,52397.25
2994,52192.75
2995,50680.25
2996,50307.5
2997,48284.5
2998,44515.75
2999,41181.25
3000,39161.0
3001,37728.25
3002,37381.25
3003,37376.5
3004,37366.0
3005,37754.5
3006,40833.25
3007,44901.0
3008,47932.75
3009,49587.25
3010,51129.0
3011,50566.5
3012,48309.75
3013,46610.0
3014,45761.5
3015,45627.5
3016,46988.5
3017,48850.0
3018,49740.0
3019,49839.0
3020,50350.0
3021,49584.5
3022,46163.75
3023,43549.0
3024,42044.0
3025,41270.0
3026,41352.75
3027,42784.0
3028,47156.75
3029,55665.75
3030,62005.5
3031,65481.75
3032,66483.25
3033,67526.75
3034,68492.25
3035,68066.25
3036,67296.5
3037,66055.75
3038,65166.5
3039,63837.0
3040,63622.5
3041,63403.75
3042,63079.75
3043,61382.5
3044,60115.25
3045,56528.5
3046,51202.25
3047,47974.5
3048,46083.25
3049,44993.5
3050,45241.25
3051,46243.0
3052,49762.25
3053,57443.75
3054,63223.5
3055,66658.75
3056,66849.0
3057,68002.25
3058,69331.5
3059,68869.25
3060,68066.5
3061,67091.25
3062,66002.0
3063,64713.75
3064,64259.0
3065,64037.0
3066,63899.25
3067,62107.0
3068,60958.0
3069,57000.25
3070,52436.5
3071,48793.5
3072,47060.25
3073,45996.0
3074,45801.25
3075,46664.75
3076,49825.75
3077,56975.5
3078,62884.0
3079,65889.5
3080,66586.5
3081,67878.25
3082,69148.5
3083,68635.0
3084,68025.75
3085,66970.5
3086,65498.0
3087,63902.5
3088,63269.25
3089,62622.75
3090,61708.75
3091,59577.5
3092,58207.5
3093,54654.25
3094,50257.25
3095,46573.0
3096,43998.0
3097,42521.0
3098,42107.75
3099,41668.75
3100,40924.75
3101,40464.25
3102,43335.5
3103,47147.0
3104,49933.75
3105,51667.5
3106,53652.0
3107,53441.25
3108,51415.5
3109,50054.25
3110,49261.0
3111,49220.5
3112,50204.5
3113,50694.5
3114,50685.5
3115,49913.5
3116,49650.75
3117,47553.0
3118,44093.25
3119,41365.25
3120,39819.5
3121,39010.25
3122,39188.25
3123,40445.75
3124,43462.5
3125,49025.25
3126,54048.75
3127,57793.5
3128,59412.25
3129,60223.0
3130,60980.5
3131,60663.5
3132,59232.75
3133,57903.75
3134,56929.75
3135,56015.25
3136,55979.5
3137,56294.0
3138,56020.75
3139,54070.75
3140,53121.25
3141,50476.0
3142,46749.75
3143,44076.75
3144,41970.0
3145,40561.75
3146,40144.75
3147,40509.25
3148,40968.75
3149,42601.75
3150,46154.25
3151,50359.75
3152,53580.5
3153,54973.5
3154,55926.75
3155,55306.5
3156,53163.75
3157,51264.5
3158,50463.75
3159,50162.5
3160,50858.25
3161,51607.25
3162,51356.0
3163,49678.75
3164,49014.0
3165,47312.0
3166,44039.25
3167,40973.5
3168,39302.25
3169,37770.5
3170,36928.5
3171,36857.75
3172,36997.25
3173,37641.75
3174,40168.5
3175,43720.25
3176,46766.0
3177,49172.5
3178,51641.5
3179,51549.5
3180,49627.25
3181,48337.0
3182,48029.75
3183,47735.25
3184,49169.0
3185,50378.0
3186,50476.0
3187,49873.5
3188,50055.75
3189,49212.5
3190,46012.25
3191,44117.25
3192,42594.75
3193,41497.25
3194,41717.0
3195,43440.0
3196,47451.5
3197,56139.0
3198,62272.5
3199,65410.75
3200,66194.75
3201,68196.25
3202,70085.5
3203,69779.5
3204,69325.75
3205,68418.0
3206,67415.5
3207,65930.5
3208,65568.75
3209,64928.0
3210,64359.5
3211,61590.5
3212,59601.5
3213,56055.25
3214,51548.0
3215,48146.75
3216,46038.5
3217,44957.5
3218,45175.5
3219,46372.0
3220,49413.75
3221,57255.25
3222,63345.25
3223,65628.25
3224,66280.25
3225,67274.5
3226,68260.5
3227,68004.0
3228,68216.75
3229,67166.25
3230,66017.0
3231,64506.5
3232,64479.0
3233,64115.25
3234,63545.5
3235,61113.0
3236,59047.0
3237,55505.0
3238,51032.5
3239,47311.0
3240,45153.75
3241,44009.0
3242,44222.0
3243,45608.25
3244,49063.5
3245,56768.0
3246,62460.5
3247,65302.5
3248,66121.5
3249,67245.5
3250,68875.0
3251,68275.0
3252,67725.75
3253,67133.5
3254,66205.75
3255,64800.25
3256,65365.5
3257,65331.5
3258,64040.5
3259,61829.5
3260,59804.25
3261,56442.25
3262,51279.75
3263,48330.75
3264,46528.5
3265,45585.5
3266,45815.75
3267,47049.5
3268,50288.25
3269,57926.75
3270,64399.25
3271,67015.25
3272,67707.0
3273,69101.75
3274,69947.5
3275,68999.25
3276,68368.25
3277,67096.0
3278,66478.0
3279,65004.0
3280,64805.0
3281,64740.25
3282,64311.0
3283,62769.5
3284,60748.0
3285,57325.5
3286,52699.25
3287,48510.0
3288,46301.5
3289,45204.25
3290,45220.5
3291,46389.5
3292,49604.25
3293,57659.25
3294,63877.75
3295,66956.75
3296,67430.25
3297,68114.25
3298,68619.75
3299,67685.0
3300,66219.25
3301,64217.5
3302,62877.75
3303,62057.75
3304,61863.0
3305,61370.25
3306,60717.25
3307,58904.25
3308,56972.75
3309,53996.25
3310,49463.25
3311,45962.75
3312,44036.5
3313,42742.0
3314,42705.75
3315,42905.25
3316,43078.25
3317,44561.25
3318,47961.0
3319,52031.75
3320,54700.25
3321,56112.25
3322,56614.25
3323,55270.0
3324,52742.0
3325,51209.0
3326,50582.25
3327,50108.5
3328,50921.25
3329,51583.5
3330,51171.75
3331,49873.25
3332,48668.0
3333,47080.0
3334,43673.75
3335,40408.5
3336,38232.5
3337,36933.0
3338,36177.5
3339,36235.25
3340,35850.25
3341,36158.0
3342,38514.0
3343,42107.5
3344,45081.5
3345,47149.0
3346,49182.25
3347,48724.0
3348,46813.5
3349,45142.5
3350,43499.75
3351,43214.5
3352,44488.0
3353,45894.25
3354,45903.75
3355,45815.25
3356,46137.75
3357,45670.5
3358,42806.25
3359,39832.0
3360,37902.0
3361,36770.25
3362,36379.0
3363,36425.5
3364,36159.0
3365,36696.0
3366,39314.25
3367,43046.5
3368,45746.0
3369,48335.0
3370,50254.5
3371,50261.0
3372,48730.25
3373,47654.5
3374,47211.75
3375,46987.0
3376,48116.5
3377,49568.5
3378,49736.25
3379,49556.0
3380,49094.5
3381,48456.25
3382,45305.75
3383,42618.5
3384,40746.0
3385,39934.25
3386,39985.75
3387,41138.5
3388,44830.0
3389,53497.25
3390,60251.75
3391,63972.0
3392,65346.5
3393,66969.25
3394,68312.5
3395,68126.75
3396,67688.75
3397,66487.5
3398,65899.75
3399,64261.5
3400,63814.0
3401,63501.75
3402,62999.25
3403,60845.5
3404,58851.5
3405,55828.5
3406,51307.25
3407,47800.0
3408,45927.75
3409,44602.25
3410,44702.75
3411,45864.5
3412,49145.75
3413,57028.75
3414,62819.25
3415,65949.0
3416,67055.25
3417,68450.75
3418,69917.5
3419,69493.5
3420,68185.0
3421,66990.75
3422,66307.75
3423,64812.25
3424,65016.5
3425,65072.5
3426,64205.0
3427,61968.25
3428,60117.75
3429,57174.5
3430,52877.75
3431,49317.0
3432,47190.75
3433,45969.5
3434,46095.0
3435,47032.25
3436,49638.25
3437,57046.75
3438,62839.0
3439,66005.25
3440,67336.0
3441,68754.5
3442,70424.0
3443,70430.75
3444,70231.25
3445,68746.0
3446,67564.5
3447,66178.5
3448,66173.75
3449,65764.25
3450,64897.75
3451,62532.75
3452,60174.0
3453,56987.25
3454,52494.0
3455,49035.0
3456,47042.0
3457,45766.5
3458,45858.0
3459,46741.5
3460,49821.5
3461,57155.25
3462,62924.75
3463,66182.0
3464,67470.5
3465,68901.75
3466,69896.25
3467,69261.75
3468,67268.75
3469,64997.0
3470,64033.0
3471,63122.75
3472,63078.0
3473,62622.5
3474,61435.25
3475,59199.75
3476,57274.75
3477,54363.0
3478,50128.75
3479,46868.75
3480,44670.5
3481,43527.0
3482,43125.0
3483,42751.5
3484,42460.5
3485,44796.0
3486,48575.75
3487,52863.0
3488,55882.0
3489,57494.25
3490,58205.5
3491,57111.25
3492,54957.25
3493,53350.0
3494,52719.75
3495,52196.25
3496,52407.75
3497,52304.5
3498,51850.25
3499,50558.25
3500,48940.5
3501,47536.25
3502,44372.0
3503,41671.0
3504,39623.25
3505,38397.5
3506,37794.25
3507,37375.75
3508,36767.5
3509,38021.75
3510,40671.5
3511,44404.5
3512,47189.5
3513,49067.5
3514,50833.25
3515,50522.0
3516,49328.75
3517,48718.75
3518,48051.25
3519,47656.5
3520,48940.75
3521,50118.5
3522,50575.25
3523,50585.25
3524,50381.75
3525,50290.25
3526,47152.0
3527,44549.75
3528,42843.0
3529,42137.0
3530,42741.25
3531,43922.75
3532,47018.5
3533,55261.5
3534,61663.75
3535,65471.75
3536,66989.75
3537,68844.75
3538,69747.25
3539,69368.5
3540,68786.75
3541,67839.75
3542,66965.0
3543,65391.25
3544,65358.0
3545,64909.5
3546,64436.75
3547,62456.75
3548,60239.75
3549,57280.0
3550,52545.0
3551,49154.5
3552,47263.25
3553,46166.0
3554,46213.0
3555,47050.75
3556,49633.25
3557,57275.0
3558,63469.25
3559,66803.5
3560,68084.0
3561,69397.0
3562,70763.5
3563,70646.75
3564,70202.75
3565,69503.75
3566,68399.0
3567,67442.25
3568,66859.25
3569,66150.25
3570,65304.75
3571,62934.0
3572,60751.75
3573,57764.5
3574,53187.0
3575,49412.0
3576,47268.25
3577,46214.5
3578,46103.75
3579,46689.25
3580,49441.25
3581,56960.75
3582,63046.75
3583,65968.0
3584,66630.0
3585,67995.25
3586,69230.25
3587,68725.5
3588,68444.75
3589,66953.5
3590,66170.5
3591,65013.25
3592,64555.75
3593,64206.75
3594,63330.25
3595,61083.75
3596,58437.75
3597,55573.5
3598,51374.0
3599,47641.0
3600,45611.0
3601,44198.75
3602,43972.25
3603,43797.0
3604,44122.75
3605,46776.75
3606,50555.75
3607,53479.5
3608,55227.25
3609,56594.25
3610,58173.75
3611,58183.75
3612,57215.25
3613,56134.75
3614,55037.5
3615,54481.75
