"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"17.01.2018 16:45 - 17.01.2018 17:00","73902","75687"
"17.01.2018 17:00 - 17.01.2018 17:15","75018","76704"
"17.01.2018 17:15 - 17.01.2018 17:30","75583","77782"
"17.01.2018 17:30 - 17.01.2018 17:45","75967","78168"
"17.01.2018 17:45 - 17.01.2018 18:00","76393","78346"
"17.01.2018 18:00 - 17.01.2018 18:15","76042","78436"
"17.01.2018 18:15 - 17.01.2018 18:30","76016","77729"
"17.01.2018 18:30 - 17.01.2018 18:45","76024","78075"
"17.01.2018 18:45 - 17.01.2018 19:00","75566","77817"
"17.01.2018 19:00 - 17.01.2018 19:15","75068","77632"
"17.01.2018 19:15 - 17.01.2018 19:30","74634","76654"
"17.01.2018 19:30 - 17.01.2018 19:45","74146","75614"
"17.01.2018 19:45 - 17.01.2018 20:00","73181","74637"
"17.01.2018 20:00 - 17.01.2018 20:15","72034","73773"
"17.01.2018 20:15 - 17.01.2018 20:30","70645","72211"
"17.01.2018 20:30 - 17.01.2018 20:45","69619","70970"
"17.01.2018 20:45 - 17.01.2018 21:00","68768","70089"
"17.01.2018 21:00 - 17.01.2018 21:15","67867","69295"
"17.01.2018 21:15 - 17.01.2018 21:30","67159","68582"
"17.01.2018 21:30 - 17.01.2018 21:45","66669","67567"
"17.01.2018 21:45 - 17.01.2018 22:00","65962","66300"
"17.01.2018 22:00 - 17.01.2018 22:15","66099","66484"
"17.01.2018 22:15 - 17.01.2018 22:30","65016","65846"
"17.01.2018 22:30 - 17.01.2018 22:45","64242","64884"
"17.01.2018 22:45 - 17.01.2018 23:00","62891","63828"
"17.01.2018 23:00 - 17.01.2018 23:15","61758","62473"
"17.01.2018 23:15 - 17.01.2018 23:30","60684","61560"
"17.01.2018 23:30 - 17.01.2018 23:45","59720","60558"
"17.01.2018 23:45 - 18.01.2018 00:00","58876","59692"
"18.01.2018 00:00 - 18.01.2018 00:15","57321","58944"
"18.01.2018 00:15 - 18.01.2018 00:30","56597","58313"
"18.01.2018 00:30 - 18.01.2018 00:45","55927","57654"
"18.01.2018 00:45 - 18.01.2018 01:00","55316","57117"
"18.01.2018 01:00 - 18.01.2018 01:15","54693","56188"
"18.01.2018 01:15 - 18.01.2018 01:30","54390","55666"
"18.01.2018 01:30 - 18.01.2018 01:45","54070","55212"
"18.01.2018 01:45 - 18.01.2018 02:00","53800","55106"
"18.01.2018 02:00 - 18.01.2018 02:15","53406","54637"
"18.01.2018 02:15 - 18.01.2018 02:30","53359","54578"
"18.01.2018 02:30 - 18.01.2018 02:45","53416","54305"
"18.01.2018 02:45 - 18.01.2018 03:00","53472","54186"
"18.01.2018 03:00 - 18.01.2018 03:15","53552","54278"
"18.01.2018 03:15 - 18.01.2018 03:30","53692","54231"
"18.01.2018 03:30 - 18.01.2018 03:45","53793","54258"
"18.01.2018 03:45 - 18.01.2018 04:00","53927","54556"
"18.01.2018 04:00 - 18.01.2018 04:15","54342","54921"
"18.01.2018 04:15 - 18.01.2018 04:30","54789","55155"
"18.01.2018 04:30 - 18.01.2018 04:45","55301","55699"
"18.01.2018 04:45 - 18.01.2018 05:00","55714","56294"
"18.01.2018 05:00 - 18.01.2018 05:15","56754","57572"
"18.01.2018 05:15 - 18.01.2018 05:30","57332","58288"
"18.01.2018 05:30 - 18.01.2018 05:45","58407","59449"
"18.01.2018 05:45 - 18.01.2018 06:00","59765","60826"
"18.01.2018 06:00 - 18.01.2018 06:15","62174","63679"
"18.01.2018 06:15 - 18.01.2018 06:30","64206","65851"
"18.01.2018 06:30 - 18.01.2018 06:45","66020","68169"
"18.01.2018 06:45 - 18.01.2018 07:00","67625","69989"
"18.01.2018 07:00 - 18.01.2018 07:15","69625","72157"
"18.01.2018 07:15 - 18.01.2018 07:30","70762","73549"
"18.01.2018 07:30 - 18.01.2018 07:45","71932","75197"
"18.01.2018 07:45 - 18.01.2018 08:00","72628","76156"
"18.01.2018 08:00 - 18.01.2018 08:15","73342","77139"
"18.01.2018 08:15 - 18.01.2018 08:30","73599","77703"
"18.01.2018 08:30 - 18.01.2018 08:45","73755","77696"
"18.01.2018 08:45 - 18.01.2018 09:00","73816","78054"
"18.01.2018 09:00 - 18.01.2018 09:15","73501","77600"
"18.01.2018 09:15 - 18.01.2018 09:30","73511","77889"
"18.01.2018 09:30 - 18.01.2018 09:45","73762","78468"
"18.01.2018 09:45 - 18.01.2018 10:00","73858","78750"
"18.01.2018 10:00 - 18.01.2018 10:15","73900","78516"
"18.01.2018 10:15 - 18.01.2018 10:30","74238","78549"
"18.01.2018 10:30 - 18.01.2018 10:45","74484","79116"
"18.01.2018 10:45 - 18.01.2018 11:00","74557","79625"
"18.01.2018 11:00 - 18.01.2018 11:15","74662","79208"
"18.01.2018 11:15 - 18.01.2018 11:30","74802","79134"
"18.01.2018 11:30 - 18.01.2018 11:45","75032","79402"
"18.01.2018 11:45 - 18.01.2018 12:00","75114","79516"
"18.01.2018 12:00 - 18.01.2018 12:15","74585","78934"
"18.01.2018 12:15 - 18.01.2018 12:30","74744","78773"
"18.01.2018 12:30 - 18.01.2018 12:45","74479","78181"
"18.01.2018 12:45 - 18.01.2018 13:00","74685","77932"
"18.01.2018 13:00 - 18.01.2018 13:15","74564","77486"
"18.01.2018 13:15 - 18.01.2018 13:30","74314","77059"
"18.01.2018 13:30 - 18.01.2018 13:45","73944","76701"
"18.01.2018 13:45 - 18.01.2018 14:00","73223","75745"
"18.01.2018 14:00 - 18.01.2018 14:15","73238","75330"
"18.01.2018 14:15 - 18.01.2018 14:30","72866","75254"
"18.01.2018 14:30 - 18.01.2018 14:45","72944","75114"
"18.01.2018 14:45 - 18.01.2018 15:00","72786","74735"
"18.01.2018 15:00 - 18.01.2018 15:15","72367","74428"
"18.01.2018 15:15 - 18.01.2018 15:30","72792","73897"
"18.01.2018 15:30 - 18.01.2018 15:45","72586","73544"
"18.01.2018 15:45 - 18.01.2018 16:00","72221","73263"
"18.01.2018 16:00 - 18.01.2018 16:15","72424","73100"
"18.01.2018 16:15 - 18.01.2018 16:30","71910","73099"
"18.01.2018 16:30 - 18.01.2018 16:45","71653","73498"
"18.01.2018 16:45 - 18.01.2018 17:00","73283","74392"
"18.01.2018 17:00 - 18.01.2018 17:15","74226","75449"
"18.01.2018 17:15 - 18.01.2018 17:30","75037","76870"
"18.01.2018 17:30 - 18.01.2018 17:45","75813","77764"
"18.01.2018 17:45 - 18.01.2018 18:00","75982","77810"
"18.01.2018 18:00 - 18.01.2018 18:15","75459","77481"
"18.01.2018 18:15 - 18.01.2018 18:30","75215","77080"
"18.01.2018 18:30 - 18.01.2018 18:45","75034","77020"
"18.01.2018 18:45 - 18.01.2018 19:00","74903","76586"
"18.01.2018 19:00 - 18.01.2018 19:15","74454","76331"
"18.01.2018 19:15 - 18.01.2018 19:30","73843","75415"
"18.01.2018 19:30 - 18.01.2018 19:45","73208","74648"
"18.01.2018 19:45 - 18.01.2018 20:00","72374","74206"
"18.01.2018 20:00 - 18.01.2018 20:15","71319","72809"
"18.01.2018 20:15 - 18.01.2018 20:30","69831","71290"
"18.01.2018 20:30 - 18.01.2018 20:45","68599","70286"
"18.01.2018 20:45 - 18.01.2018 21:00","67708","69271"
"18.01.2018 21:00 - 18.01.2018 21:15","66763","68359"
"18.01.2018 21:15 - 18.01.2018 21:30","66265","67535"
"18.01.2018 21:30 - 18.01.2018 21:45","65791","66647"
"18.01.2018 21:45 - 18.01.2018 22:00","64919","65552"
"18.01.2018 22:00 - 18.01.2018 22:15","65120","65107"
"18.01.2018 22:15 - 18.01.2018 22:30","64390","64271"
"18.01.2018 22:30 - 18.01.2018 22:45","63304","62914"
"18.01.2018 22:45 - 18.01.2018 23:00","61996","61551"
"18.01.2018 23:00 - 18.01.2018 23:15","60699","60092"
"18.01.2018 23:15 - 18.01.2018 23:30","59696","58714"
"18.01.2018 23:30 - 18.01.2018 23:45","58690","57525"
"18.01.2018 23:45 - 19.01.2018 00:00","57757","56591"
"19.01.2018 00:00 - 19.01.2018 00:15","57507","55890"
"19.01.2018 00:15 - 19.01.2018 00:30","56787","54888"
"19.01.2018 00:30 - 19.01.2018 00:45","56111","54015"
"19.01.2018 00:45 - 19.01.2018 01:00","55385","52968"
"19.01.2018 01:00 - 19.01.2018 01:15","54874","52562"
"19.01.2018 01:15 - 19.01.2018 01:30","54458","51860"
"19.01.2018 01:30 - 19.01.2018 01:45","54085","51643"
"19.01.2018 01:45 - 19.01.2018 02:00","53767","51512"
"19.01.2018 02:00 - 19.01.2018 02:15","53331","51428"
"19.01.2018 02:15 - 19.01.2018 02:30","53224","51257"
"19.01.2018 02:30 - 19.01.2018 02:45","53406","51358"
"19.01.2018 02:45 - 19.01.2018 03:00","53359","51349"
"19.01.2018 03:00 - 19.01.2018 03:15","53454","51470"
"19.01.2018 03:15 - 19.01.2018 03:30","53422","51572"
"19.01.2018 03:30 - 19.01.2018 03:45","53622","51870"
"19.01.2018 03:45 - 19.01.2018 04:00","53724","51993"
"19.01.2018 04:00 - 19.01.2018 04:15","54218","52742"
"19.01.2018 04:15 - 19.01.2018 04:30","54407","52843"
"19.01.2018 04:30 - 19.01.2018 04:45","54830","53058"
"19.01.2018 04:45 - 19.01.2018 05:00","55363","53543"
"19.01.2018 05:00 - 19.01.2018 05:15","56334","54989"
"19.01.2018 05:15 - 19.01.2018 05:30","56859","55560"
"19.01.2018 05:30 - 19.01.2018 05:45","58019","56614"
"19.01.2018 05:45 - 19.01.2018 06:00","59253","58011"
"19.01.2018 06:00 - 19.01.2018 06:15","61343","60866"
"19.01.2018 06:15 - 19.01.2018 06:30","63683","63153"
"19.01.2018 06:30 - 19.01.2018 06:45","65539","65091"
"19.01.2018 06:45 - 19.01.2018 07:00","67364","66996"
"19.01.2018 07:00 - 19.01.2018 07:15","69176","68670"
"19.01.2018 07:15 - 19.01.2018 07:30","70339","70129"
"19.01.2018 07:30 - 19.01.2018 07:45","71373","71234"
"19.01.2018 07:45 - 19.01.2018 08:00","72158","71982"
"19.01.2018 08:00 - 19.01.2018 08:15","72914","72628"
"19.01.2018 08:15 - 19.01.2018 08:30","72954","72808"
"19.01.2018 08:30 - 19.01.2018 08:45","73299","72852"
"19.01.2018 08:45 - 19.01.2018 09:00","73434","72895"
"19.01.2018 09:00 - 19.01.2018 09:15","73245","72875"
"19.01.2018 09:15 - 19.01.2018 09:30","73208","72899"
"19.01.2018 09:30 - 19.01.2018 09:45","73498","73142"
"19.01.2018 09:45 - 19.01.2018 10:00","73791","73019"
"19.01.2018 10:00 - 19.01.2018 10:15","74001","73188"
"19.01.2018 10:15 - 19.01.2018 10:30","74140","73153"
"19.01.2018 10:30 - 19.01.2018 10:45","74485","73584"
"19.01.2018 10:45 - 19.01.2018 11:00","74554","73533"
"19.01.2018 11:00 - 19.01.2018 11:15","74621","73687"
"19.01.2018 11:15 - 19.01.2018 11:30","74721","73645"
"19.01.2018 11:30 - 19.01.2018 11:45","74728","73747"
"19.01.2018 11:45 - 19.01.2018 12:00","74965","73274"
"19.01.2018 12:00 - 19.01.2018 12:15","74235","73075"
"19.01.2018 12:15 - 19.01.2018 12:30","74184","73033"
"19.01.2018 12:30 - 19.01.2018 12:45","73951","73186"
"19.01.2018 12:45 - 19.01.2018 13:00","73869","72619"
"19.01.2018 13:00 - 19.01.2018 13:15","73635","72511"
"19.01.2018 13:15 - 19.01.2018 13:30","73242","71886"
"19.01.2018 13:30 - 19.01.2018 13:45","72639","71388"
"19.01.2018 13:45 - 19.01.2018 14:00","72040","70406"
"19.01.2018 14:00 - 19.01.2018 14:15","71743","70624"
"19.01.2018 14:15 - 19.01.2018 14:30","71468","69984"
"19.01.2018 14:30 - 19.01.2018 14:45","71311","70059"
"19.01.2018 14:45 - 19.01.2018 15:00","71138","69609"
"19.01.2018 15:00 - 19.01.2018 15:15","70494","69673"
"19.01.2018 15:15 - 19.01.2018 15:30","70672","69279"
"19.01.2018 15:30 - 19.01.2018 15:45","70542","69191"
"19.01.2018 15:45 - 19.01.2018 16:00","70544","68760"
"19.01.2018 16:00 - 19.01.2018 16:15","70767","69089"
"19.01.2018 16:15 - 19.01.2018 16:30","70496","69039"
"19.01.2018 16:30 - 19.01.2018 16:45","69924","69376"
"19.01.2018 16:45 - 19.01.2018 17:00","71635","70077"
"19.01.2018 17:00 - 19.01.2018 17:15","72653","71275"
"19.01.2018 17:15 - 19.01.2018 17:30","73592","72178"
"19.01.2018 17:30 - 19.01.2018 17:45","74172","72695"
"19.01.2018 17:45 - 19.01.2018 18:00","74407","72938"
"19.01.2018 18:00 - 19.01.2018 18:15","74020","72566"
"19.01.2018 18:15 - 19.01.2018 18:30","73683","72101"
"19.01.2018 18:30 - 19.01.2018 18:45","73454","71947"
"19.01.2018 18:45 - 19.01.2018 19:00","73197","71819"
"19.01.2018 19:00 - 19.01.2018 19:15","72694","71610"
"19.01.2018 19:15 - 19.01.2018 19:30","71959","70534"
"19.01.2018 19:30 - 19.01.2018 19:45","71364","69733"
"19.01.2018 19:45 - 19.01.2018 20:00","70653","69108"
"19.01.2018 20:00 - 19.01.2018 20:15","69474","67778"
"19.01.2018 20:15 - 19.01.2018 20:30","68187","66747"
"19.01.2018 20:30 - 19.01.2018 20:45","66978","65560"
"19.01.2018 20:45 - 19.01.2018 21:00","65985","64683"
"19.01.2018 21:00 - 19.01.2018 21:15","64798","64221"
"19.01.2018 21:15 - 19.01.2018 21:30","64293","63566"
"19.01.2018 21:30 - 19.01.2018 21:45","64045","62518"
"19.01.2018 21:45 - 19.01.2018 22:00","63130","61737"
"19.01.2018 22:00 - 19.01.2018 22:15","63454","61824"
"19.01.2018 22:15 - 19.01.2018 22:30","62789","61146"
"19.01.2018 22:30 - 19.01.2018 22:45","61914","59787"
"19.01.2018 22:45 - 19.01.2018 23:00","60804","59163"
"19.01.2018 23:00 - 19.01.2018 23:15","59569","58721"
"19.01.2018 23:15 - 19.01.2018 23:30","58544","57468"
"19.01.2018 23:30 - 19.01.2018 23:45","57722","56715"
"19.01.2018 23:45 - 20.01.2018 00:00","56779","56240"
"20.01.2018 00:00 - 20.01.2018 00:15","54310","55147"
"20.01.2018 00:15 - 20.01.2018 00:30","53739","54430"
"20.01.2018 00:30 - 20.01.2018 00:45","52955","53793"
"20.01.2018 00:45 - 20.01.2018 01:00","52320","53315"
"20.01.2018 01:00 - 20.01.2018 01:15","51769","52838"
"20.01.2018 01:15 - 20.01.2018 01:30","51338","51928"
"20.01.2018 01:30 - 20.01.2018 01:45","50850","51568"
"20.01.2018 01:45 - 20.01.2018 02:00","50552","51373"
"20.01.2018 02:00 - 20.01.2018 02:15","50218","50533"
"20.01.2018 02:15 - 20.01.2018 02:30","49883","50372"
"20.01.2018 02:30 - 20.01.2018 02:45","49939","50185"
"20.01.2018 02:45 - 20.01.2018 03:00","49841","50440"
"20.01.2018 03:00 - 20.01.2018 03:15","49823","50075"
"20.01.2018 03:15 - 20.01.2018 03:30","49799","50337"
"20.01.2018 03:30 - 20.01.2018 03:45","49808","50470"
"20.01.2018 03:45 - 20.01.2018 04:00","49716","50478"
"20.01.2018 04:00 - 20.01.2018 04:15","49810","50462"
"20.01.2018 04:15 - 20.01.2018 04:30","49868","50228"
"20.01.2018 04:30 - 20.01.2018 04:45","49960","50179"
"20.01.2018 04:45 - 20.01.2018 05:00","50008","49829"
"20.01.2018 05:00 - 20.01.2018 05:15","50258","49922"
"20.01.2018 05:15 - 20.01.2018 05:30","50039","49748"
"20.01.2018 05:30 - 20.01.2018 05:45","50186","49740"
"20.01.2018 05:45 - 20.01.2018 06:00","50345","49855"
"20.01.2018 06:00 - 20.01.2018 06:15","50275","50076"
"20.01.2018 06:15 - 20.01.2018 06:30","50916","50537"
"20.01.2018 06:30 - 20.01.2018 06:45","51693","51028"
"20.01.2018 06:45 - 20.01.2018 07:00","52437","51480"
"20.01.2018 07:00 - 20.01.2018 07:15","53510","52790"
"20.01.2018 07:15 - 20.01.2018 07:30","54583","53472"
"20.01.2018 07:30 - 20.01.2018 07:45","56451","54578"
"20.01.2018 07:45 - 20.01.2018 08:00","57265","55448"
"20.01.2018 08:00 - 20.01.2018 08:15","58158","56531"
"20.01.2018 08:15 - 20.01.2018 08:30","58889","56837"
"20.01.2018 08:30 - 20.01.2018 08:45","59655","57950"
"20.01.2018 08:45 - 20.01.2018 09:00","60266","58721"
"20.01.2018 09:00 - 20.01.2018 09:15","61018","59782"
"20.01.2018 09:15 - 20.01.2018 09:30","61662","60392"
"20.01.2018 09:30 - 20.01.2018 09:45","62313","61193"
"20.01.2018 09:45 - 20.01.2018 10:00","62571","61992"
"20.01.2018 10:00 - 20.01.2018 10:15","63138","62424"
"20.01.2018 10:15 - 20.01.2018 10:30","63440","62532"
"20.01.2018 10:30 - 20.01.2018 10:45","63632","62649"
"20.01.2018 10:45 - 20.01.2018 11:00","63762","63055"
"20.01.2018 11:00 - 20.01.2018 11:15","64053","63221"
"20.01.2018 11:15 - 20.01.2018 11:30","64357","63434"
"20.01.2018 11:30 - 20.01.2018 11:45","64610","63180"
"20.01.2018 11:45 - 20.01.2018 12:00","64260","63077"
"20.01.2018 12:00 - 20.01.2018 12:15","64209","62968"
"20.01.2018 12:15 - 20.01.2018 12:30","64196","62739"
"20.01.2018 12:30 - 20.01.2018 12:45","63831","62321"
"20.01.2018 12:45 - 20.01.2018 13:00","63583","61868"
"20.01.2018 13:00 - 20.01.2018 13:15","63194","61406"
"20.01.2018 13:15 - 20.01.2018 13:30","62625","60699"
"20.01.2018 13:30 - 20.01.2018 13:45","62235","60260"
"20.01.2018 13:45 - 20.01.2018 14:00","61382","59858"
"20.01.2018 14:00 - 20.01.2018 14:15","61033","59542"
"20.01.2018 14:15 - 20.01.2018 14:30","60480","59194"
"20.01.2018 14:30 - 20.01.2018 14:45","60467","58894"
"20.01.2018 14:45 - 20.01.2018 15:00","60577","58311"
"20.01.2018 15:00 - 20.01.2018 15:15","60839","58183"
"20.01.2018 15:15 - 20.01.2018 15:30","60452","57979"
"20.01.2018 15:30 - 20.01.2018 15:45","60420","58253"
"20.01.2018 15:45 - 20.01.2018 16:00","60363","58091"
"20.01.2018 16:00 - 20.01.2018 16:15","60809","58736"
"20.01.2018 16:15 - 20.01.2018 16:30","61061","58477"
"20.01.2018 16:30 - 20.01.2018 16:45","61486","58983"
"20.01.2018 16:45 - 20.01.2018 17:00","62019","59470"
"20.01.2018 17:00 - 20.01.2018 17:15","63119","61018"
"20.01.2018 17:15 - 20.01.2018 17:30","63874","62028"
"20.01.2018 17:30 - 20.01.2018 17:45","64739","62831"
"20.01.2018 17:45 - 20.01.2018 18:00","65016","63098"
"20.01.2018 18:00 - 20.01.2018 18:15","64885","63144"
"20.01.2018 18:15 - 20.01.2018 18:30","64897","63066"
"20.01.2018 18:30 - 20.01.2018 18:45","64743","62631"
"20.01.2018 18:45 - 20.01.2018 19:00","64471","62184"
"20.01.2018 19:00 - 20.01.2018 19:15","64173","61849"
"20.01.2018 19:15 - 20.01.2018 19:30","63671","61203"
"20.01.2018 19:30 - 20.01.2018 19:45","63096","60401"
"20.01.2018 19:45 - 20.01.2018 20:00","62334","59503"
"20.01.2018 20:00 - 20.01.2018 20:15","61216","58895"
"20.01.2018 20:15 - 20.01.2018 20:30","60153","57777"
"20.01.2018 20:30 - 20.01.2018 20:45","58853","56617"
"20.01.2018 20:45 - 20.01.2018 21:00","58047","56175"
"20.01.2018 21:00 - 20.01.2018 21:15","57346","55661"
"20.01.2018 21:15 - 20.01.2018 21:30","56944","55261"
"20.01.2018 21:30 - 20.01.2018 21:45","56831","54534"
"20.01.2018 21:45 - 20.01.2018 22:00","56527","54296"
"20.01.2018 22:00 - 20.01.2018 22:15","57056","54993"
"20.01.2018 22:15 - 20.01.2018 22:30","56572","54540"
"20.01.2018 22:30 - 20.01.2018 22:45","55798","53810"
"20.01.2018 22:45 - 20.01.2018 23:00","54796","53105"
"20.01.2018 23:00 - 20.01.2018 23:15","53731","52376"
"20.01.2018 23:15 - 20.01.2018 23:30","53090","51872"
"20.01.2018 23:30 - 20.01.2018 23:45","52311","50957"
"20.01.2018 23:45 - 21.01.2018 00:00","51587","50482"
"21.01.2018 00:00 - 21.01.2018 00:15","50590","49212"
"21.01.2018 00:15 - 21.01.2018 00:30","49913","48564"
"21.01.2018 00:30 - 21.01.2018 00:45","49319","47806"
"21.01.2018 00:45 - 21.01.2018 01:00","48762","47377"
"21.01.2018 01:00 - 21.01.2018 01:15","48161","46981"
"21.01.2018 01:15 - 21.01.2018 01:30","47794","46619"
"21.01.2018 01:30 - 21.01.2018 01:45","47409","46192"
"21.01.2018 01:45 - 21.01.2018 02:00","46983","45740"
"21.01.2018 02:00 - 21.01.2018 02:15","46745","45725"
"21.01.2018 02:15 - 21.01.2018 02:30","46556","45431"
"21.01.2018 02:30 - 21.01.2018 02:45","46511","45231"
"21.01.2018 02:45 - 21.01.2018 03:00","46445","45275"
"21.01.2018 03:00 - 21.01.2018 03:15","46406","45294"
"21.01.2018 03:15 - 21.01.2018 03:30","46394","45267"
"21.01.2018 03:30 - 21.01.2018 03:45","46360","45152"
"21.01.2018 03:45 - 21.01.2018 04:00","46308","45246"
"21.01.2018 04:00 - 21.01.2018 04:15","46365","45288"
"21.01.2018 04:15 - 21.01.2018 04:30","46299","45103"
"21.01.2018 04:30 - 21.01.2018 04:45","46391","45315"
"21.01.2018 04:45 - 21.01.2018 05:00","46386","45235"
"21.01.2018 05:00 - 21.01.2018 05:15","46405","44988"
"21.01.2018 05:15 - 21.01.2018 05:30","46154","44822"
"21.01.2018 05:30 - 21.01.2018 05:45","46156","44686"
"21.01.2018 05:45 - 21.01.2018 06:00","46007","44098"
"21.01.2018 06:00 - 21.01.2018 06:15","45450","43882"
"21.01.2018 06:15 - 21.01.2018 06:30","45907","44160"
"21.01.2018 06:30 - 21.01.2018 06:45","46224","44295"
"21.01.2018 06:45 - 21.01.2018 07:00","46801","44397"
"21.01.2018 07:00 - 21.01.2018 07:15","47353","44812"
"21.01.2018 07:15 - 21.01.2018 07:30","48057","45468"
"21.01.2018 07:30 - 21.01.2018 07:45","48888","45979"
"21.01.2018 07:45 - 21.01.2018 08:00","49753","46731"
"21.01.2018 08:00 - 21.01.2018 08:15","50560","47547"
"21.01.2018 08:15 - 21.01.2018 08:30","51234","48199"
"21.01.2018 08:30 - 21.01.2018 08:45","52067","49205"
"21.01.2018 08:45 - 21.01.2018 09:00","52838","50290"
"21.01.2018 09:00 - 21.01.2018 09:15","53935","51262"
"21.01.2018 09:15 - 21.01.2018 09:30","54768","52272"
"21.01.2018 09:30 - 21.01.2018 09:45","55403","53034"
"21.01.2018 09:45 - 21.01.2018 10:00","55729","53728"
"21.01.2018 10:00 - 21.01.2018 10:15","56406","54360"
"21.01.2018 10:15 - 21.01.2018 10:30","57052","54917"
"21.01.2018 10:30 - 21.01.2018 10:45","57535","55703"
"21.01.2018 10:45 - 21.01.2018 11:00","58048","56078"
"21.01.2018 11:00 - 21.01.2018 11:15","58491","56507"
"21.01.2018 11:15 - 21.01.2018 11:30","59091","57657"
"21.01.2018 11:30 - 21.01.2018 11:45","59582","58283"
"21.01.2018 11:45 - 21.01.2018 12:00","59252","58524"
"21.01.2018 12:00 - 21.01.2018 12:15","59225","58493"
"21.01.2018 12:15 - 21.01.2018 12:30","59260","57790"
"21.01.2018 12:30 - 21.01.2018 12:45","58641","57258"
"21.01.2018 12:45 - 21.01.2018 13:00","58207","56728"
"21.01.2018 13:00 - 21.01.2018 13:15","57848","55918"
"21.01.2018 13:15 - 21.01.2018 13:30","57230","55690"
"21.01.2018 13:30 - 21.01.2018 13:45","56879","55337"
"21.01.2018 13:45 - 21.01.2018 14:00","55947","54716"
"21.01.2018 14:00 - 21.01.2018 14:15","55693","54720"
"21.01.2018 14:15 - 21.01.2018 14:30","55328","54348"
"21.01.2018 14:30 - 21.01.2018 14:45","55114","54084"
"21.01.2018 14:45 - 21.01.2018 15:00","55372","53714"
"21.01.2018 15:00 - 21.01.2018 15:15","55511","53561"
"21.01.2018 15:15 - 21.01.2018 15:30","55023","53633"
"21.01.2018 15:30 - 21.01.2018 15:45","55197","53950"
"21.01.2018 15:45 - 21.01.2018 16:00","55071","53705"
"21.01.2018 16:00 - 21.01.2018 16:15","55566","53818"
"21.01.2018 16:15 - 21.01.2018 16:30","55960","54364"
"21.01.2018 16:30 - 21.01.2018 16:45","56510","54703"
"21.01.2018 16:45 - 21.01.2018 17:00","57089","55787"
"21.01.2018 17:00 - 21.01.2018 17:15","58699","57169"
"21.01.2018 17:15 - 21.01.2018 17:30","59895","58288"
"21.01.2018 17:30 - 21.01.2018 17:45","61285","59569"
"21.01.2018 17:45 - 21.01.2018 18:00","61686","60275"
"21.01.2018 18:00 - 21.01.2018 18:15","62183","60780"
"21.01.2018 18:15 - 21.01.2018 18:30","62325","60660"
"21.01.2018 18:30 - 21.01.2018 18:45","62054","60665"
"21.01.2018 18:45 - 21.01.2018 19:00","61804","60317"
"21.01.2018 19:00 - 21.01.2018 19:15","61585","59991"
"21.01.2018 19:15 - 21.01.2018 19:30","61278","59346"
"21.01.2018 19:30 - 21.01.2018 19:45","60809","58769"
"21.01.2018 19:45 - 21.01.2018 20:00","60092","58291"
"21.01.2018 20:00 - 21.01.2018 20:15","59447","58138"
"21.01.2018 20:15 - 21.01.2018 20:30","58878","57706"
