,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Other,Solar,Wind Onshore
2018-03-13 00:00:00+00:00,322.0,420.0,13.0,185.0,24.0,656.0,848.0,1704.0,1.0,697.0,1.0,42.0,0.0,2308.0
2018-03-13 01:00:00+00:00,323.0,402.0,13.0,181.0,27.0,561.0,848.0,1873.0,0.0,700.0,1.0,43.0,0.0,2303.0
2018-03-13 02:00:00+00:00,327.0,399.0,11.0,181.0,28.0,451.0,855.0,1724.0,1.0,699.0,1.0,44.0,0.0,2609.0
2018-03-13 03:00:00+00:00,323.0,399.0,11.0,180.0,28.0,433.0,884.0,2338.0,0.0,678.0,1.0,40.0,0.0,2851.0
2018-03-13 04:00:00+00:00,324.0,399.0,11.0,224.0,18.0,385.0,1170.0,2590.0,0.0,590.0,1.0,43.0,0.0,3070.0
2018-03-13 05:00:00+00:00,323.0,397.0,12.0,311.0,16.0,436.0,680.0,2528.0,0.0,605.0,1.0,39.0,0.0,3106.0
2018-03-13 06:00:00+00:00,328.0,517.0,10.0,353.0,3.0,652.0,810.0,2546.0,0.0,1133.0,1.0,40.0,0.0,3078.0
2018-03-13 07:00:00+00:00,324.0,883.0,8.0,372.0,11.0,1152.0,222.0,2464.0,0.0,680.0,1.0,41.0,16.0,2809.0
2018-03-13 08:00:00+00:00,328.0,1032.0,11.0,382.0,17.0,1565.0,63.0,2493.0,0.0,1042.0,1.0,42.0,87.0,2362.0
2018-03-13 09:00:00+00:00,334.0,1231.0,4.0,499.0,17.0,1838.0,37.0,2504.0,0.0,1258.0,1.0,47.0,184.0,1773.0
2018-03-13 10:00:00+00:00,327.0,1402.0,4.0,789.0,17.0,1729.0,1.0,2524.0,0.0,1259.0,1.0,47.0,255.0,1350.0
2018-03-13 11:00:00+00:00,330.0,1433.0,4.0,735.0,18.0,1956.0,19.0,2432.0,0.0,1236.0,1.0,47.0,238.0,1399.0
2018-03-13 12:00:00+00:00,331.0,1437.0,4.0,763.0,5.0,2175.0,59.0,2419.0,0.0,1165.0,1.0,45.0,222.0,1238.0
2018-03-13 13:00:00+00:00,336.0,1436.0,4.0,820.0,2.0,1684.0,63.0,2415.0,0.0,1188.0,1.0,44.0,245.0,1372.0
2018-03-13 14:00:00+00:00,326.0,1421.0,4.0,856.0,2.0,1637.0,176.0,2435.0,0.0,1104.0,1.0,41.0,225.0,1511.0
2018-03-13 15:00:00+00:00,319.0,1409.0,4.0,924.0,2.0,1677.0,79.0,2474.0,0.0,959.0,1.0,43.0,171.0,1498.0
2018-03-13 16:00:00+00:00,319.0,1407.0,4.0,980.0,2.0,1815.0,176.0,2475.0,0.0,956.0,1.0,44.0,112.0,1430.0
2018-03-13 17:00:00+00:00,317.0,1402.0,4.0,986.0,2.0,1699.0,175.0,2478.0,0.0,963.0,1.0,42.0,61.0,1462.0
2018-03-13 18:00:00+00:00,320.0,1407.0,4.0,995.0,2.0,1577.0,242.0,2481.0,0.0,1117.0,1.0,44.0,2.0,1807.0
2018-03-13 19:00:00+00:00,325.0,1394.0,5.0,990.0,2.0,1666.0,179.0,2476.0,0.0,1237.0,1.0,46.0,0.0,2269.0
2018-03-13 20:00:00+00:00,330.0,1276.0,9.0,903.0,2.0,1357.0,215.0,2486.0,0.0,1014.0,1.0,48.0,0.0,2675.0
2018-03-13 21:00:00+00:00,331.0,1267.0,9.0,753.0,2.0,1302.0,153.0,2444.0,0.0,877.0,1.0,48.0,0.0,2875.0
2018-03-13 22:00:00+00:00,322.0,1136.0,9.0,503.0,3.0,1338.0,123.0,2373.0,0.0,890.0,1.0,43.0,0.0,2986.0
2018-03-13 23:00:00+00:00,321.0,903.0,10.0,76.0,45.0,1223.0,58.0,2185.0,0.0,760.0,1.0,44.0,0.0,3087.0
2018-03-14 00:00:00+00:00,325.0,407.0,13.0,0.0,44.0,679.0,13.0,1979.0,1.0,725.0,1.0,45.0,0.0,3116.0
2018-03-14 01:00:00+00:00,324.0,390.0,13.0,0.0,41.0,583.0,506.0,1811.0,1.0,615.0,1.0,46.0,0.0,3369.0
2018-03-14 02:00:00+00:00,325.0,391.0,12.0,0.0,37.0,569.0,733.0,1764.0,1.0,604.0,1.0,45.0,0.0,3595.0
2018-03-14 03:00:00+00:00,322.0,390.0,11.0,0.0,36.0,536.0,968.0,1881.0,1.0,609.0,1.0,44.0,0.0,3780.0
2018-03-14 04:00:00+00:00,321.0,390.0,11.0,0.0,37.0,410.0,1003.0,2101.0,1.0,599.0,1.0,45.0,0.0,3831.0
2018-03-14 05:00:00+00:00,312.0,392.0,11.0,0.0,36.0,564.0,286.0,2286.0,0.0,641.0,1.0,35.0,0.0,3983.0
2018-03-14 06:00:00+00:00,322.0,410.0,10.0,0.0,37.0,713.0,636.0,2330.0,0.0,648.0,1.0,45.0,0.0,4109.0
2018-03-14 07:00:00+00:00,319.0,571.0,11.0,0.0,36.0,710.0,750.0,2534.0,0.0,774.0,1.0,45.0,2.0,4297.0
2018-03-14 08:00:00+00:00,315.0,587.0,11.0,0.0,35.0,926.0,122.0,2587.0,0.0,1043.0,1.0,44.0,11.0,4092.0
2018-03-14 09:00:00+00:00,319.0,591.0,11.0,0.0,36.0,1224.0,8.0,2596.0,0.0,1183.0,1.0,49.0,23.0,3982.0
2018-03-14 10:00:00+00:00,320.0,597.0,11.0,0.0,36.0,1502.0,2.0,2676.0,0.0,1081.0,1.0,49.0,41.0,3906.0
2018-03-14 11:00:00+00:00,325.0,575.0,10.0,0.0,35.0,1631.0,1.0,2646.0,0.0,1203.0,1.0,50.0,63.0,3769.0
2018-03-14 12:00:00+00:00,329.0,597.0,12.0,0.0,34.0,1750.0,0.0,2593.0,0.0,1102.0,1.0,49.0,65.0,3703.0
2018-03-14 13:00:00+00:00,325.0,702.0,8.0,0.0,34.0,1206.0,7.0,2584.0,0.0,1153.0,1.0,47.0,55.0,3982.0
2018-03-14 14:00:00+00:00,329.0,800.0,8.0,0.0,34.0,942.0,179.0,2577.0,0.0,910.0,1.0,47.0,54.0,4187.0
2018-03-14 15:00:00+00:00,336.0,832.0,8.0,0.0,36.0,991.0,605.0,2516.0,0.0,683.0,1.0,49.0,52.0,4088.0
2018-03-14 16:00:00+00:00,337.0,879.0,7.0,0.0,34.0,793.0,641.0,2499.0,0.0,699.0,0.0,49.0,33.0,3892.0
2018-03-14 17:00:00+00:00,333.0,813.0,8.0,0.0,34.0,835.0,766.0,2256.0,0.0,629.0,1.0,49.0,9.0,3899.0
2018-03-14 18:00:00+00:00,334.0,795.0,8.0,0.0,34.0,1358.0,118.0,2351.0,0.0,1245.0,1.0,48.0,0.0,3796.0
2018-03-14 19:00:00+00:00,329.0,800.0,7.0,0.0,35.0,1731.0,1.0,2397.0,0.0,1303.0,1.0,46.0,0.0,3889.0
2018-03-14 20:00:00+00:00,330.0,805.0,8.0,0.0,37.0,1512.0,1.0,2383.0,0.0,1135.0,1.0,45.0,0.0,4082.0
2018-03-14 21:00:00+00:00,330.0,691.0,9.0,0.0,35.0,945.0,17.0,2427.0,0.0,974.0,1.0,45.0,0.0,4062.0
2018-03-14 22:00:00+00:00,333.0,598.0,11.0,0.0,34.0,761.0,392.0,2393.0,0.0,738.0,1.0,47.0,0.0,4034.0
2018-03-14 23:00:00+00:00,330.0,539.0,11.0,0.0,35.0,809.0,661.0,2315.0,0.0,664.0,1.0,45.0,0.0,4088.0
2018-03-15 00:00:00+00:00,330.0,416.0,11.0,0.0,35.0,570.0,929.0,2335.0,0.0,635.0,1.0,44.0,0.0,4119.0
2018-03-15 01:00:00+00:00,331.0,406.0,10.0,0.0,32.0,481.0,1200.0,2363.0,0.0,672.0,1.0,45.0,0.0,4121.0
2018-03-15 02:00:00+00:00,329.0,401.0,10.0,0.0,31.0,524.0,1176.0,2327.0,0.0,658.0,1.0,44.0,0.0,3970.0
2018-03-15 03:00:00+00:00,333.0,398.0,10.0,0.0,31.0,521.0,1103.0,2352.0,0.0,657.0,1.0,44.0,0.0,3740.0
2018-03-15 04:00:00+00:00,333.0,393.0,10.0,0.0,31.0,529.0,1152.0,2354.0,0.0,656.0,1.0,42.0,0.0,3693.0
2018-03-15 05:00:00+00:00,330.0,394.0,12.0,0.0,31.0,658.0,613.0,2428.0,0.0,655.0,1.0,43.0,0.0,3549.0
2018-03-15 06:00:00+00:00,328.0,494.0,13.0,0.0,31.0,687.0,171.0,2437.0,0.0,654.0,1.0,43.0,0.0,3464.0
2018-03-15 07:00:00+00:00,332.0,869.0,5.0,0.0,30.0,864.0,53.0,2427.0,0.0,795.0,1.0,45.0,33.0,3291.0
2018-03-15 08:00:00+00:00,336.0,1094.0,4.0,0.0,31.0,1109.0,66.0,2447.0,0.0,1083.0,1.0,50.0,152.0,3241.0
2018-03-15 09:00:00+00:00,338.0,1156.0,5.0,0.0,31.0,1340.0,51.0,2441.0,0.0,1235.0,1.0,49.0,183.0,3246.0
2018-03-15 10:00:00+00:00,332.0,1160.0,4.0,0.0,36.0,1244.0,9.0,2410.0,0.0,1297.0,1.0,46.0,230.0,3403.0
2018-03-15 11:00:00+00:00,330.0,1172.0,4.0,0.0,39.0,1354.0,9.0,2374.0,0.0,1226.0,1.0,47.0,280.0,3415.0
2018-03-15 12:00:00+00:00,332.0,1171.0,4.0,0.0,40.0,1442.0,10.0,2353.0,0.0,1091.0,1.0,47.0,276.0,3323.0
2018-03-15 13:00:00+00:00,336.0,1172.0,4.0,0.0,42.0,731.0,16.0,2397.0,0.0,963.0,1.0,48.0,255.0,3380.0
2018-03-15 14:00:00+00:00,327.0,1171.0,4.0,39.0,30.0,791.0,16.0,2291.0,0.0,911.0,1.0,45.0,224.0,3347.0
2018-03-15 15:00:00+00:00,329.0,1178.0,4.0,98.0,28.0,857.0,117.0,2311.0,0.0,773.0,1.0,49.0,221.0,3047.0
2018-03-15 16:00:00+00:00,330.0,1186.0,4.0,99.0,28.0,1012.0,124.0,2219.0,0.0,922.0,1.0,48.0,165.0,2899.0
2018-03-15 17:00:00+00:00,323.0,1175.0,4.0,100.0,28.0,1446.0,117.0,2226.0,0.0,909.0,1.0,47.0,71.0,2861.0
2018-03-15 18:00:00+00:00,325.0,1175.0,4.0,99.0,26.0,1824.0,52.0,2448.0,0.0,1066.0,1.0,46.0,4.0,2621.0
2018-03-15 19:00:00+00:00,335.0,1217.0,4.0,99.0,27.0,2126.0,0.0,2435.0,0.0,1266.0,1.0,50.0,0.0,2349.0
2018-03-15 20:00:00+00:00,338.0,1360.0,5.0,121.0,27.0,1752.0,6.0,2278.0,0.0,1273.0,1.0,48.0,0.0,2124.0
2018-03-15 21:00:00+00:00,331.0,1090.0,9.0,117.0,27.0,1544.0,8.0,2271.0,0.0,1072.0,1.0,45.0,0.0,2131.0
2018-03-15 22:00:00+00:00,331.0,880.0,11.0,99.0,28.0,1269.0,82.0,2251.0,0.0,756.0,1.0,45.0,0.0,2220.0
2018-03-15 23:00:00+00:00,339.0,709.0,13.0,99.0,27.0,1592.0,102.0,2374.0,0.0,865.0,1.0,47.0,0.0,2256.0
2018-03-16 00:00:00+00:00,337.0,428.0,13.0,99.0,27.0,952.0,458.0,2194.0,0.0,637.0,1.0,44.0,0.0,2140.0
2018-03-16 01:00:00+00:00,333.0,415.0,12.0,99.0,27.0,695.0,265.0,2426.0,0.0,635.0,1.0,46.0,0.0,2006.0
2018-03-16 02:00:00+00:00,328.0,414.0,11.0,99.0,22.0,635.0,869.0,2397.0,0.0,641.0,1.0,46.0,0.0,1913.0
2018-03-16 03:00:00+00:00,333.0,414.0,11.0,123.0,11.0,568.0,1050.0,2406.0,0.0,657.0,1.0,45.0,0.0,1900.0
2018-03-16 04:00:00+00:00,330.0,413.0,11.0,172.0,11.0,583.0,448.0,2439.0,0.0,647.0,1.0,43.0,0.0,1797.0
2018-03-16 05:00:00+00:00,330.0,420.0,13.0,244.0,11.0,1379.0,238.0,2438.0,0.0,815.0,1.0,43.0,0.0,1803.0
2018-03-16 06:00:00+00:00,323.0,588.0,6.0,341.0,11.0,1682.0,233.0,2372.0,0.0,926.0,1.0,40.0,0.0,1843.0
2018-03-16 07:00:00+00:00,324.0,1040.0,5.0,394.0,10.0,1745.0,233.0,2379.0,0.0,1110.0,1.0,42.0,45.0,1632.0
2018-03-16 08:00:00+00:00,332.0,1158.0,5.0,395.0,11.0,1988.0,43.0,2384.0,0.0,1305.0,1.0,45.0,161.0,1349.0
2018-03-16 09:00:00+00:00,331.0,1179.0,6.0,395.0,11.0,1616.0,3.0,2328.0,0.0,1318.0,1.0,47.0,267.0,1374.0
2018-03-16 10:00:00+00:00,326.0,1315.0,7.0,395.0,11.0,1547.0,3.0,2411.0,0.0,1318.0,1.0,46.0,285.0,1599.0
2018-03-16 11:00:00+00:00,334.0,1194.0,11.0,395.0,10.0,1629.0,3.0,2427.0,0.0,1315.0,1.0,46.0,305.0,1802.0
2018-03-16 12:00:00+00:00,337.0,1196.0,9.0,394.0,10.0,1645.0,185.0,2379.0,0.0,1260.0,1.0,49.0,269.0,2267.0
2018-03-16 13:00:00+00:00,339.0,1167.0,8.0,394.0,10.0,1652.0,415.0,2424.0,0.0,1146.0,1.0,48.0,241.0,2627.0
2018-03-16 14:00:00+00:00,335.0,1005.0,9.0,395.0,11.0,1443.0,180.0,2460.0,0.0,814.0,1.0,46.0,279.0,2881.0
2018-03-16 15:00:00+00:00,338.0,1010.0,9.0,395.0,10.0,1107.0,261.0,2381.0,0.0,673.0,1.0,48.0,240.0,3172.0
2018-03-16 16:00:00+00:00,338.0,1009.0,8.0,449.0,10.0,1013.0,449.0,2444.0,0.0,648.0,1.0,49.0,176.0,3323.0
2018-03-16 17:00:00+00:00,338.0,1006.0,8.0,462.0,10.0,996.0,426.0,2418.0,0.0,687.0,1.0,49.0,86.0,3258.0
2018-03-16 18:00:00+00:00,333.0,1000.0,7.0,461.0,10.0,1681.0,213.0,2498.0,0.0,854.0,1.0,47.0,6.0,2935.0
2018-03-16 19:00:00+00:00,336.0,1232.0,7.0,515.0,10.0,1789.0,1.0,2502.0,0.0,1115.0,1.0,47.0,0.0,2774.0
2018-03-16 20:00:00+00:00,335.0,1259.0,7.0,578.0,10.0,1680.0,1.0,2461.0,0.0,1123.0,1.0,45.0,0.0,2605.0
2018-03-16 21:00:00+00:00,340.0,1259.0,7.0,580.0,10.0,1631.0,1.0,2396.0,0.0,1058.0,1.0,47.0,0.0,2423.0
2018-03-16 22:00:00+00:00,334.0,1258.0,7.0,581.0,10.0,1654.0,3.0,2442.0,0.0,758.0,1.0,46.0,0.0,2073.0
2018-03-16 23:00:00+00:00,333.0,1066.0,8.0,485.0,10.0,898.0,13.0,2389.0,0.0,731.0,0.0,44.0,0.0,1940.0
2018-03-17 00:00:00+00:00,328.0,736.0,11.0,438.0,10.0,758.0,602.0,2235.0,0.0,697.0,1.0,42.0,0.0,1852.0
2018-03-17 01:00:00+00:00,326.0,705.0,10.0,375.0,10.0,574.0,741.0,2239.0,0.0,642.0,1.0,41.0,0.0,2035.0
2018-03-17 02:00:00+00:00,321.0,726.0,11.0,233.0,10.0,640.0,794.0,2252.0,0.0,621.0,1.0,42.0,0.0,2021.0
2018-03-17 03:00:00+00:00,320.0,729.0,10.0,288.0,10.0,801.0,785.0,2256.0,0.0,634.0,1.0,40.0,0.0,1831.0
2018-03-17 04:00:00+00:00,318.0,728.0,9.0,330.0,10.0,781.0,741.0,2234.0,0.0,626.0,1.0,40.0,0.0,1615.0
2018-03-17 05:00:00+00:00,322.0,728.0,10.0,431.0,10.0,892.0,462.0,2237.0,0.0,624.0,1.0,39.0,0.0,1475.0
2018-03-17 06:00:00+00:00,327.0,729.0,8.0,475.0,10.0,921.0,682.0,2232.0,0.0,625.0,1.0,39.0,0.0,1278.0
2018-03-17 07:00:00+00:00,322.0,799.0,7.0,440.0,10.0,823.0,857.0,2327.0,0.0,598.0,1.0,38.0,7.0,1399.0
2018-03-17 08:00:00+00:00,329.0,798.0,7.0,517.0,10.0,1129.0,309.0,2495.0,0.0,628.0,1.0,40.0,37.0,1524.0
2018-03-17 09:00:00+00:00,328.0,858.0,6.0,511.0,10.0,1207.0,9.0,2479.0,0.0,628.0,1.0,43.0,62.0,1601.0
2018-03-17 10:00:00+00:00,325.0,926.0,6.0,511.0,10.0,1285.0,9.0,2489.0,0.0,652.0,1.0,40.0,75.0,1650.0
2018-03-17 11:00:00+00:00,326.0,1062.0,7.0,529.0,10.0,1429.0,8.0,2505.0,0.0,872.0,1.0,41.0,84.0,1309.0
2018-03-17 12:00:00+00:00,324.0,1196.0,6.0,582.0,10.0,1587.0,8.0,2378.0,0.0,858.0,1.0,40.0,91.0,1031.0
2018-03-17 13:00:00+00:00,326.0,1073.0,7.0,583.0,10.0,1464.0,9.0,2371.0,0.0,642.0,1.0,39.0,87.0,841.0
2018-03-17 14:00:00+00:00,329.0,1034.0,8.0,569.0,11.0,1330.0,6.0,2420.0,0.0,642.0,1.0,40.0,69.0,698.0
2018-03-17 15:00:00+00:00,332.0,1019.0,10.0,538.0,13.0,1156.0,115.0,2425.0,0.0,642.0,1.0,39.0,46.0,694.0
2018-03-17 16:00:00+00:00,331.0,1009.0,4.0,483.0,13.0,980.0,9.0,2432.0,0.0,645.0,1.0,39.0,30.0,767.0
2018-03-17 17:00:00+00:00,327.0,875.0,4.0,511.0,13.0,1024.0,10.0,2436.0,0.0,840.0,1.0,37.0,15.0,770.0
2018-03-17 18:00:00+00:00,323.0,1028.0,4.0,510.0,13.0,1519.0,8.0,2420.0,0.0,890.0,1.0,36.0,1.0,750.0
2018-03-17 19:00:00+00:00,327.0,1158.0,4.0,524.0,13.0,2028.0,7.0,2441.0,0.0,1226.0,1.0,38.0,0.0,891.0
2018-03-17 20:00:00+00:00,331.0,1334.0,4.0,578.0,13.0,2055.0,0.0,2407.0,0.0,1230.0,1.0,40.0,0.0,740.0
2018-03-17 21:00:00+00:00,330.0,1285.0,4.0,579.0,13.0,2093.0,1.0,2420.0,0.0,1215.0,1.0,39.0,0.0,736.0
2018-03-17 22:00:00+00:00,330.0,1161.0,4.0,492.0,13.0,2030.0,1.0,2408.0,0.0,1212.0,1.0,39.0,0.0,705.0
2018-03-17 23:00:00+00:00,329.0,817.0,8.0,309.0,22.0,1475.0,3.0,2168.0,0.0,1059.0,1.0,37.0,0.0,737.0
2018-03-18 00:00:00+00:00,329.0,668.0,10.0,227.0,29.0,704.0,90.0,2261.0,0.0,633.0,1.0,43.0,0.0,777.0
2018-03-18 01:00:00+00:00,331.0,593.0,12.0,141.0,29.0,614.0,531.0,2159.0,0.0,631.0,1.0,42.0,0.0,840.0
2018-03-18 02:00:00+00:00,329.0,563.0,11.0,100.0,29.0,546.0,608.0,1990.0,1.0,632.0,1.0,40.0,0.0,950.0
2018-03-18 03:00:00+00:00,331.0,555.0,10.0,100.0,30.0,532.0,753.0,2050.0,1.0,644.0,1.0,40.0,0.0,961.0
2018-03-18 04:00:00+00:00,327.0,579.0,9.0,100.0,29.0,579.0,697.0,2051.0,1.0,891.0,1.0,40.0,0.0,1016.0
2018-03-18 05:00:00+00:00,329.0,591.0,10.0,100.0,29.0,682.0,788.0,2113.0,1.0,701.0,1.0,39.0,0.0,1146.0
2018-03-18 06:00:00+00:00,329.0,543.0,9.0,100.0,29.0,703.0,801.0,2333.0,0.0,608.0,1.0,39.0,0.0,1141.0
2018-03-18 07:00:00+00:00,319.0,646.0,9.0,100.0,29.0,722.0,688.0,2361.0,0.0,609.0,1.0,38.0,14.0,1045.0
2018-03-18 08:00:00+00:00,324.0,643.0,9.0,162.0,29.0,742.0,52.0,2355.0,0.0,613.0,1.0,41.0,67.0,1047.0
2018-03-18 09:00:00+00:00,325.0,591.0,9.0,143.0,29.0,775.0,9.0,2415.0,0.0,900.0,1.0,40.0,138.0,1048.0
2018-03-18 10:00:00+00:00,326.0,561.0,9.0,104.0,29.0,1238.0,9.0,2440.0,0.0,1025.0,1.0,39.0,202.0,1192.0
2018-03-18 11:00:00+00:00,326.0,534.0,11.0,103.0,26.0,995.0,9.0,2332.0,0.0,838.0,1.0,38.0,220.0,1412.0
2018-03-18 12:00:00+00:00,324.0,572.0,9.0,103.0,25.0,788.0,23.0,2313.0,0.0,808.0,1.0,40.0,225.0,1538.0
2018-03-18 13:00:00+00:00,324.0,539.0,9.0,102.0,26.0,828.0,594.0,2217.0,0.0,667.0,1.0,39.0,262.0,1893.0
2018-03-18 14:00:00+00:00,319.0,533.0,9.0,103.0,25.0,741.0,599.0,2450.0,0.0,646.0,0.0,39.0,252.0,2016.0
2018-03-18 15:00:00+00:00,320.0,534.0,9.0,103.0,25.0,531.0,1375.0,2301.0,0.0,637.0,1.0,37.0,205.0,2451.0
2018-03-18 16:00:00+00:00,332.0,535.0,9.0,64.0,28.0,415.0,1325.0,2302.0,0.0,636.0,1.0,40.0,160.0,2827.0
2018-03-18 17:00:00+00:00,327.0,532.0,10.0,0.0,33.0,720.0,258.0,2379.0,0.0,739.0,1.0,38.0,89.0,2693.0
2018-03-18 18:00:00+00:00,329.0,565.0,9.0,0.0,30.0,981.0,4.0,2540.0,0.0,970.0,1.0,41.0,8.0,2309.0
2018-03-18 19:00:00+00:00,330.0,661.0,9.0,0.0,30.0,2116.0,1.0,2532.0,0.0,1288.0,1.0,42.0,0.0,2091.0
2018-03-18 20:00:00+00:00,330.0,661.0,9.0,0.0,29.0,2256.0,0.0,2548.0,0.0,1249.0,1.0,40.0,0.0,1998.0
2018-03-18 21:00:00+00:00,325.0,659.0,9.0,0.0,28.0,1835.0,2.0,2514.0,0.0,1245.0,1.0,39.0,0.0,1848.0
2018-03-18 22:00:00+00:00,327.0,665.0,9.0,0.0,28.0,1237.0,4.0,2549.0,0.0,1054.0,1.0,40.0,0.0,1679.0
2018-03-18 23:00:00+00:00,331.0,611.0,9.0,0.0,29.0,1002.0,4.0,2431.0,0.0,742.0,1.0,42.0,0.0,1712.0
2018-03-19 00:00:00+00:00,328.0,522.0,9.0,0.0,29.0,588.0,40.0,2305.0,0.0,622.0,1.0,39.0,0.0,1875.0
2018-03-19 01:00:00+00:00,327.0,338.0,10.0,0.0,29.0,444.0,323.0,2309.0,0.0,606.0,1.0,38.0,0.0,2042.0
2018-03-19 02:00:00+00:00,316.0,332.0,11.0,0.0,29.0,472.0,1005.0,2298.0,0.0,605.0,1.0,40.0,0.0,2098.0
2018-03-19 03:00:00+00:00,322.0,331.0,11.0,0.0,28.0,426.0,886.0,2254.0,0.0,628.0,1.0,41.0,0.0,2134.0
2018-03-19 04:00:00+00:00,327.0,333.0,11.0,0.0,29.0,405.0,770.0,2312.0,0.0,635.0,1.0,42.0,0.0,2288.0
2018-03-19 05:00:00+00:00,327.0,407.0,7.0,0.0,28.0,598.0,730.0,2462.0,0.0,625.0,1.0,41.0,0.0,2555.0
2018-03-19 06:00:00+00:00,317.0,565.0,8.0,24.0,14.0,906.0,542.0,2536.0,0.0,831.0,1.0,37.0,0.0,2886.0
2018-03-19 07:00:00+00:00,321.0,768.0,8.0,71.0,13.0,985.0,530.0,2507.0,0.0,831.0,1.0,38.0,20.0,3320.0
2018-03-19 08:00:00+00:00,323.0,950.0,7.0,150.0,13.0,995.0,278.0,2561.0,0.0,934.0,1.0,38.0,39.0,3565.0
2018-03-19 09:00:00+00:00,328.0,963.0,8.0,240.0,14.0,1028.0,156.0,2517.0,0.0,969.0,1.0,42.0,63.0,3803.0
2018-03-19 10:00:00+00:00,322.0,966.0,7.0,295.0,14.0,1019.0,200.0,2446.0,0.0,975.0,1.0,44.0,102.0,3894.0
2018-03-19 11:00:00+00:00,334.0,967.0,7.0,293.0,14.0,1021.0,155.0,2417.0,0.0,847.0,1.0,48.0,116.0,3968.0
2018-03-19 12:00:00+00:00,340.0,988.0,7.0,274.0,13.0,618.0,203.0,2425.0,0.0,782.0,1.0,49.0,130.0,4183.0
2018-03-19 13:00:00+00:00,336.0,990.0,7.0,271.0,13.0,622.0,881.0,2436.0,0.0,682.0,0.0,50.0,132.0,4386.0
2018-03-19 14:00:00+00:00,328.0,996.0,7.0,294.0,14.0,804.0,860.0,2224.0,0.0,671.0,1.0,49.0,155.0,4349.0
2018-03-19 15:00:00+00:00,320.0,1001.0,6.0,295.0,14.0,546.0,775.0,2217.0,0.0,874.0,1.0,48.0,189.0,4272.0
2018-03-19 16:00:00+00:00,318.0,1001.0,6.0,200.0,14.0,568.0,704.0,2278.0,0.0,932.0,1.0,48.0,151.0,4260.0
2018-03-19 17:00:00+00:00,326.0,978.0,7.0,25.0,24.0,625.0,523.0,2239.0,0.0,965.0,1.0,46.0,95.0,4164.0
2018-03-19 18:00:00+00:00,313.0,980.0,6.0,0.0,30.0,964.0,190.0,2324.0,0.0,1019.0,1.0,44.0,8.0,3919.0
2018-03-19 19:00:00+00:00,308.0,1025.0,6.0,0.0,29.0,1523.0,1.0,2430.0,0.0,1283.0,1.0,44.0,0.0,3751.0
2018-03-19 20:00:00+00:00,302.0,1081.0,7.0,0.0,31.0,1113.0,2.0,2609.0,0.0,1260.0,1.0,41.0,0.0,3685.0
2018-03-19 21:00:00+00:00,313.0,929.0,7.0,0.0,31.0,631.0,10.0,2310.0,1.0,1244.0,1.0,43.0,0.0,3681.0
2018-03-19 22:00:00+00:00,321.0,667.0,9.0,0.0,31.0,610.0,149.0,2179.0,1.0,1201.0,1.0,47.0,0.0,3698.0
2018-03-19 23:00:00+00:00,314.0,567.0,11.0,0.0,29.0,348.0,990.0,2361.0,0.0,1093.0,1.0,47.0,0.0,3685.0
2018-03-20 00:00:00+00:00,315.0,385.0,11.0,0.0,29.0,315.0,1199.0,2186.0,0.0,693.0,1.0,45.0,0.0,3717.0
2018-03-20 01:00:00+00:00,322.0,371.0,10.0,0.0,29.0,212.0,1592.0,2104.0,0.0,632.0,1.0,45.0,0.0,3790.0
2018-03-20 02:00:00+00:00,327.0,371.0,10.0,0.0,30.0,208.0,1575.0,2066.0,0.0,613.0,1.0,44.0,0.0,3814.0
2018-03-20 03:00:00+00:00,327.0,370.0,10.0,0.0,30.0,203.0,1686.0,2077.0,0.0,548.0,1.0,44.0,0.0,3796.0
2018-03-20 04:00:00+00:00,329.0,371.0,10.0,0.0,29.0,194.0,1730.0,2125.0,0.0,548.0,1.0,44.0,0.0,3780.0
2018-03-20 05:00:00+00:00,331.0,373.0,10.0,0.0,29.0,288.0,1327.0,2544.0,0.0,676.0,1.0,44.0,0.0,3792.0
2018-03-20 06:00:00+00:00,334.0,390.0,10.0,0.0,29.0,686.0,1268.0,2568.0,0.0,695.0,1.0,45.0,1.0,3760.0
2018-03-20 07:00:00+00:00,333.0,554.0,10.0,0.0,30.0,765.0,569.0,2525.0,0.0,1213.0,1.0,44.0,55.0,3567.0
2018-03-20 08:00:00+00:00,331.0,570.0,10.0,0.0,30.0,712.0,328.0,2624.0,0.0,1207.0,1.0,43.0,149.0,3564.0
2018-03-20 09:00:00+00:00,334.0,577.0,10.0,0.0,29.0,666.0,53.0,2557.0,0.0,890.0,1.0,47.0,205.0,3468.0
2018-03-20 10:00:00+00:00,328.0,575.0,11.0,0.0,27.0,660.0,641.0,2618.0,0.0,686.0,1.0,49.0,283.0,3222.0
2018-03-20 11:00:00+00:00,330.0,573.0,10.0,0.0,27.0,708.0,756.0,2584.0,0.0,625.0,1.0,48.0,321.0,2803.0
2018-03-20 12:00:00+00:00,334.0,576.0,10.0,0.0,27.0,662.0,555.0,2650.0,0.0,626.0,1.0,50.0,321.0,2184.0
2018-03-20 13:00:00+00:00,335.0,573.0,10.0,0.0,27.0,624.0,670.0,2577.0,0.0,626.0,1.0,49.0,341.0,2136.0
