"Time (CET)","Belgium (BE) > Netherlands (NL) [MW]","Netherlands (NL) > Belgium (BE) [MW]"
"19.01.2018 22:00 - 19.01.2018 23:00","0","1991"
"19.01.2018 23:00 - 20.01.2018 00:00","0","2222"
"20.01.2018 00:00 - 20.01.2018 01:00","0","1988"
"20.01.2018 01:00 - 20.01.2018 02:00","0","1494"
"20.01.2018 02:00 - 20.01.2018 03:00","0","837"
"20.01.2018 03:00 - 20.01.2018 04:00","0","279"
"20.01.2018 04:00 - 20.01.2018 05:00","0","138"
"20.01.2018 05:00 - 20.01.2018 06:00","0","356"
"20.01.2018 06:00 - 20.01.2018 07:00","0","459"
"20.01.2018 07:00 - 20.01.2018 08:00","0","481"
"20.01.2018 08:00 - 20.01.2018 09:00","0","1204"
"20.01.2018 09:00 - 20.01.2018 10:00","0","1735"
"20.01.2018 10:00 - 20.01.2018 11:00","0","1726"
"20.01.2018 11:00 - 20.01.2018 12:00","0","1456"
"20.01.2018 12:00 - 20.01.2018 13:00","0","1377"
"20.01.2018 13:00 - 20.01.2018 14:00","0","1162"
"20.01.2018 14:00 - 20.01.2018 15:00","0","1072"
"20.01.2018 15:00 - 20.01.2018 16:00","0","791"
"20.01.2018 16:00 - 20.01.2018 17:00","0","142"
"20.01.2018 17:00 - 20.01.2018 18:00","284","0"
"20.01.2018 18:00 - 20.01.2018 19:00","0","492"
"20.01.2018 19:00 - 20.01.2018 20:00","0","1058"
"20.01.2018 20:00 - 20.01.2018 21:00","0","1222"
"20.01.2018 21:00 - 20.01.2018 22:00","0","801"
"20.01.2018 22:00 - 20.01.2018 23:00","0","1173"
"20.01.2018 23:00 - 21.01.2018 00:00","0","1470"
"21.01.2018 00:00 - 21.01.2018 01:00","0","619"
"21.01.2018 01:00 - 21.01.2018 02:00","0","53"
"21.01.2018 02:00 - 21.01.2018 03:00","445","0"
"21.01.2018 03:00 - 21.01.2018 04:00","1055","0"
"21.01.2018 04:00 - 21.01.2018 05:00","1089","0"
"21.01.2018 05:00 - 21.01.2018 06:00","790","0"
"21.01.2018 06:00 - 21.01.2018 07:00","708","0"
"21.01.2018 07:00 - 21.01.2018 08:00","501","0"
"21.01.2018 08:00 - 21.01.2018 09:00","180","0"
"21.01.2018 09:00 - 21.01.2018 10:00","0","77"
"21.01.2018 10:00 - 21.01.2018 11:00","0","32"
"21.01.2018 11:00 - 21.01.2018 12:00","348","0"
"21.01.2018 12:00 - 21.01.2018 13:00","37","0"
"21.01.2018 13:00 - 21.01.2018 14:00","211","0"
"21.01.2018 14:00 - 21.01.2018 15:00","780","0"
"21.01.2018 15:00 - 21.01.2018 16:00","983","0"
"21.01.2018 16:00 - 21.01.2018 17:00","1599","0"
"21.01.2018 17:00 - 21.01.2018 18:00","1688","0"
"21.01.2018 18:00 - 21.01.2018 19:00","1163","0"
"21.01.2018 19:00 - 21.01.2018 20:00","725","0"
"21.01.2018 20:00 - 21.01.2018 21:00","452","0"
"21.01.2018 21:00 - 21.01.2018 22:00","808","0"
"21.01.2018 22:00 - 21.01.2018 23:00","566","0"
"21.01.2018 23:00 - 22.01.2018 00:00","184","0"
"22.01.2018 00:00 - 22.01.2018 01:00","588","0"
"22.01.2018 01:00 - 22.01.2018 02:00","769","0"
"22.01.2018 02:00 - 22.01.2018 03:00","971","0"
"22.01.2018 03:00 - 22.01.2018 04:00","1186","0"
"22.01.2018 04:00 - 22.01.2018 05:00","1173","0"
"22.01.2018 05:00 - 22.01.2018 06:00","1203","0"
"22.01.2018 06:00 - 22.01.2018 07:00","386","0"
"22.01.2018 07:00 - 22.01.2018 08:00","0","577"
"22.01.2018 08:00 - 22.01.2018 09:00","0","716"
"22.01.2018 09:00 - 22.01.2018 10:00","0","620"
"22.01.2018 10:00 - 22.01.2018 11:00","0","595"
"22.01.2018 11:00 - 22.01.2018 12:00","0","302"
"22.01.2018 12:00 - 22.01.2018 13:00","0","322"
"22.01.2018 13:00 - 22.01.2018 14:00","34","0"
"22.01.2018 14:00 - 22.01.2018 15:00","394","0"
"22.01.2018 15:00 - 22.01.2018 16:00","402","0"
"22.01.2018 16:00 - 22.01.2018 17:00","487","0"
"22.01.2018 17:00 - 22.01.2018 18:00","349","0"
"22.01.2018 18:00 - 22.01.2018 19:00","0","561"
"22.01.2018 19:00 - 22.01.2018 20:00","0","1367"
"22.01.2018 20:00 - 22.01.2018 21:00","0","1531"
"22.01.2018 21:00 - 22.01.2018 22:00","0","1276"
"22.01.2018 22:00 - 22.01.2018 23:00","0","1926"
"22.01.2018 23:00 - 23.01.2018 00:00","0","2233"
"23.01.2018 00:00 - 23.01.2018 01:00","0","1889"
"23.01.2018 01:00 - 23.01.2018 02:00","0","859"
"23.01.2018 02:00 - 23.01.2018 03:00","0","249"
"23.01.2018 03:00 - 23.01.2018 04:00","282","0"
"23.01.2018 04:00 - 23.01.2018 05:00","597","0"
"23.01.2018 05:00 - 23.01.2018 06:00","265","0"
"23.01.2018 06:00 - 23.01.2018 07:00","0","85"
"23.01.2018 07:00 - 23.01.2018 08:00","0","115"
"23.01.2018 08:00 - 23.01.2018 09:00","0","29"
"23.01.2018 09:00 - 23.01.2018 10:00","235","0"
"23.01.2018 10:00 - 23.01.2018 11:00","0","57"
"23.01.2018 11:00 - 23.01.2018 12:00","9","0"
"23.01.2018 12:00 - 23.01.2018 13:00","0","275"
"23.01.2018 13:00 - 23.01.2018 14:00","0","69"
"23.01.2018 14:00 - 23.01.2018 15:00","0","26"
"23.01.2018 15:00 - 23.01.2018 16:00","0","76"
"23.01.2018 16:00 - 23.01.2018 17:00","0","130"
"23.01.2018 17:00 - 23.01.2018 18:00","0","416"
"23.01.2018 18:00 - 23.01.2018 19:00","0","1656"
"23.01.2018 19:00 - 23.01.2018 20:00","0","2104"
"23.01.2018 20:00 - 23.01.2018 21:00","0","1530"
"23.01.2018 21:00 - 23.01.2018 22:00","0","837"
"23.01.2018 22:00 - 23.01.2018 23:00","0","1267"
"23.01.2018 23:00 - 24.01.2018 00:00","0","1294"
"24.01.2018 00:00 - 24.01.2018 01:00","0","675"
"24.01.2018 01:00 - 24.01.2018 02:00","0","301"
"24.01.2018 02:00 - 24.01.2018 03:00","0","301"
"24.01.2018 03:00 - 24.01.2018 04:00","340","0"
"24.01.2018 04:00 - 24.01.2018 05:00","623","0"
"24.01.2018 05:00 - 24.01.2018 06:00","522","0"
"24.01.2018 06:00 - 24.01.2018 07:00","15","0"
"24.01.2018 07:00 - 24.01.2018 08:00","0","585"
"24.01.2018 08:00 - 24.01.2018 09:00","0","681"
"24.01.2018 09:00 - 24.01.2018 10:00","0","804"
"24.01.2018 10:00 - 24.01.2018 11:00","0","704"
"24.01.2018 11:00 - 24.01.2018 12:00","0","731"
"24.01.2018 12:00 - 24.01.2018 13:00","0","504"
"24.01.2018 13:00 - 24.01.2018 14:00","0","393"
"24.01.2018 14:00 - 24.01.2018 15:00","0","191"
"24.01.2018 15:00 - 24.01.2018 16:00","0","263"
"24.01.2018 16:00 - 24.01.2018 17:00","0","297"
"24.01.2018 17:00 - 24.01.2018 18:00","0","280"
"24.01.2018 18:00 - 24.01.2018 19:00","0","910"
"24.01.2018 19:00 - 24.01.2018 20:00","0","1088"
"24.01.2018 20:00 - 24.01.2018 21:00","0","1465"
"24.01.2018 21:00 - 24.01.2018 22:00","0","1255"
"24.01.2018 22:00 - 24.01.2018 23:00","0","1453"
"24.01.2018 23:00 - 25.01.2018 00:00","0","1967"
"25.01.2018 00:00 - 25.01.2018 01:00","0","1521"
"25.01.2018 01:00 - 25.01.2018 02:00","0","1295"
"25.01.2018 02:00 - 25.01.2018 03:00","0","736"
"25.01.2018 03:00 - 25.01.2018 04:00","0","191"
"25.01.2018 04:00 - 25.01.2018 05:00","322","0"
"25.01.2018 05:00 - 25.01.2018 06:00","366","0"
"25.01.2018 06:00 - 25.01.2018 07:00","0","317"
"25.01.2018 07:00 - 25.01.2018 08:00","0","1326"
"25.01.2018 08:00 - 25.01.2018 09:00","0","1736"
"25.01.2018 09:00 - 25.01.2018 10:00","0","1402"
"25.01.2018 10:00 - 25.01.2018 11:00","0","1418"
"25.01.2018 11:00 - 25.01.2018 12:00","0","1468"
"25.01.2018 12:00 - 25.01.2018 13:00","0","1547"
"25.01.2018 13:00 - 25.01.2018 14:00","0","1320"
"25.01.2018 14:00 - 25.01.2018 15:00","0","1016"
"25.01.2018 15:00 - 25.01.2018 16:00","0","820"
"25.01.2018 16:00 - 25.01.2018 17:00","0","735"
"25.01.2018 17:00 - 25.01.2018 18:00","0","728"
"25.01.2018 18:00 - 25.01.2018 19:00","0","1562"
"25.01.2018 19:00 - 25.01.2018 20:00","0","1554"
"25.01.2018 20:00 - 25.01.2018 21:00","0","1763"
"25.01.2018 21:00 - 25.01.2018 22:00","0","1008"
"25.01.2018 22:00 - 25.01.2018 23:00","0","1283"
"25.01.2018 23:00 - 26.01.2018 00:00","0","1538"
"26.01.2018 00:00 - 26.01.2018 01:00","0","1259"
"26.01.2018 01:00 - 26.01.2018 02:00","0","932"
"26.01.2018 02:00 - 26.01.2018 03:00","0","599"
"26.01.2018 03:00 - 26.01.2018 04:00","27","0"
"26.01.2018 04:00 - 26.01.2018 05:00","362","0"
"26.01.2018 05:00 - 26.01.2018 06:00","0","246"
"26.01.2018 06:00 - 26.01.2018 07:00","0","158"
"26.01.2018 07:00 - 26.01.2018 08:00","0","373"
"26.01.2018 08:00 - 26.01.2018 09:00","0","4"
"26.01.2018 09:00 - 26.01.2018 10:00","95","0"
"26.01.2018 10:00 - 26.01.2018 11:00","124","0"
"26.01.2018 11:00 - 26.01.2018 12:00","97","0"
"26.01.2018 12:00 - 26.01.2018 13:00","113","0"
"26.01.2018 13:00 - 26.01.2018 14:00","365","0"
"26.01.2018 14:00 - 26.01.2018 15:00","527","0"
"26.01.2018 15:00 - 26.01.2018 16:00","577","0"
"26.01.2018 16:00 - 26.01.2018 17:00","633","0"
"26.01.2018 17:00 - 26.01.2018 18:00","276","0"
"26.01.2018 18:00 - 26.01.2018 19:00","0","758"
"26.01.2018 19:00 - 26.01.2018 20:00","0","1075"
"26.01.2018 20:00 - 26.01.2018 21:00","0","1169"
"26.01.2018 21:00 - 26.01.2018 22:00","0","1087"
"26.01.2018 22:00 - 26.01.2018 23:00","0","1560"
"26.01.2018 23:00 - 27.01.2018 00:00","0","1828"
"27.01.2018 00:00 - 27.01.2018 01:00","0","1244"
"27.01.2018 01:00 - 27.01.2018 02:00","0","1028"
"27.01.2018 02:00 - 27.01.2018 03:00","0","685"
"27.01.2018 03:00 - 27.01.2018 04:00","0","117"
"27.01.2018 04:00 - 27.01.2018 05:00","114","0"
"27.01.2018 05:00 - 27.01.2018 06:00","0","124"
"27.01.2018 06:00 - 27.01.2018 07:00","0","304"
"27.01.2018 07:00 - 27.01.2018 08:00","0","526"
"27.01.2018 08:00 - 27.01.2018 09:00","0","718"
"27.01.2018 09:00 - 27.01.2018 10:00","0","871"
"27.01.2018 10:00 - 27.01.2018 11:00","0","874"
"27.01.2018 11:00 - 27.01.2018 12:00","0","1039"
"27.01.2018 12:00 - 27.01.2018 13:00","0","1383"
"27.01.2018 13:00 - 27.01.2018 14:00","0","1147"
"27.01.2018 14:00 - 27.01.2018 15:00","0","511"
"27.01.2018 15:00 - 27.01.2018 16:00","0","170"
"27.01.2018 16:00 - 27.01.2018 17:00","0","96"
"27.01.2018 17:00 - 27.01.2018 18:00","0","643"
"27.01.2018 18:00 - 27.01.2018 19:00","0","1809"
"27.01.2018 19:00 - 27.01.2018 20:00","0","2092"
"27.01.2018 20:00 - 27.01.2018 21:00","0","1230"
"27.01.2018 21:00 - 27.01.2018 22:00","0","502"
"27.01.2018 22:00 - 27.01.2018 23:00","0","641"
"27.01.2018 23:00 - 28.01.2018 00:00","0","848"
"28.01.2018 00:00 - 28.01.2018 01:00","0","638"
"28.01.2018 01:00 - 28.01.2018 02:00","0","473"
"28.01.2018 02:00 - 28.01.2018 03:00","0","411"
"28.01.2018 03:00 - 28.01.2018 04:00","0","790"
"28.01.2018 04:00 - 28.01.2018 05:00","0","770"
"28.01.2018 05:00 - 28.01.2018 06:00","0","981"
"28.01.2018 06:00 - 28.01.2018 07:00","0","817"
"28.01.2018 07:00 - 28.01.2018 08:00","0","658"
"28.01.2018 08:00 - 28.01.2018 09:00","0","341"
"28.01.2018 09:00 - 28.01.2018 10:00","166","0"
"28.01.2018 10:00 - 28.01.2018 11:00","36","0"
"28.01.2018 11:00 - 28.01.2018 12:00","0","0"
"28.01.2018 12:00 - 28.01.2018 13:00","0","79"
"28.01.2018 13:00 - 28.01.2018 14:00","114","0"
"28.01.2018 14:00 - 28.01.2018 15:00","288","0"
"28.01.2018 15:00 - 28.01.2018 16:00","350","0"
"28.01.2018 16:00 - 28.01.2018 17:00","234","0"
"28.01.2018 17:00 - 28.01.2018 18:00","181","0"
"28.01.2018 18:00 - 28.01.2018 19:00","0","321"
"28.01.2018 19:00 - 28.01.2018 20:00","0","506"
"28.01.2018 20:00 - 28.01.2018 21:00","0","683"
"28.01.2018 21:00 - 28.01.2018 22:00","0","516"
"28.01.2018 22:00 - 28.01.2018 23:00","0","680"
"28.01.2018 23:00 - 29.01.2018 00:00","0","795"
"29.01.2018 00:00 - 29.01.2018 01:00","0","464"
"29.01.2018 01:00 - 29.01.2018 02:00","0","478"
"29.01.2018 02:00 - 29.01.2018 03:00","0","211"
"29.01.2018 03:00 - 29.01.2018 04:00","0","228"
"29.01.2018 04:00 - 29.01.2018 05:00","0","135"
"29.01.2018 05:00 - 29.01.2018 06:00","0","521"
"29.01.2018 06:00 - 29.01.2018 07:00","0","785"
"29.01.2018 07:00 - 29.01.2018 08:00","0","1143"
"29.01.2018 08:00 - 29.01.2018 09:00","0","892"
"29.01.2018 09:00 - 29.01.2018 10:00","0","1057"
"29.01.2018 10:00 - 29.01.2018 11:00","0","915"
"29.01.2018 11:00 - 29.01.2018 12:00","0","886"
"29.01.2018 12:00 - 29.01.2018 13:00","0","882"
"29.01.2018 13:00 - 29.01.2018 14:00","0","900"
"29.01.2018 14:00 - 29.01.2018 15:00","0","1016"
"29.01.2018 15:00 - 29.01.2018 16:00","0","976"
"29.01.2018 16:00 - 29.01.2018 17:00","0","1099"
"29.01.2018 17:00 - 29.01.2018 18:00","0","1452"
"29.01.2018 18:00 - 29.01.2018 19:00","0","1984"
"29.01.2018 19:00 - 29.01.2018 20:00","0","1612"
"29.01.2018 20:00 - 29.01.2018 21:00","0","1685"
"29.01.2018 21:00 - 29.01.2018 22:00","0","1237"
"29.01.2018 22:00 - 29.01.2018 23:00","0","1319"
"29.01.2018 23:00 - 30.01.2018 00:00","0","1407"
"30.01.2018 00:00 - 30.01.2018 01:00","0","1994"
"30.01.2018 01:00 - 30.01.2018 02:00","0","2054"
"30.01.2018 02:00 - 30.01.2018 03:00","0","1519"
"30.01.2018 03:00 - 30.01.2018 04:00","0","1220"
"30.01.2018 04:00 - 30.01.2018 05:00","0","1307"
"30.01.2018 05:00 - 30.01.2018 06:00","0","1605"
"30.01.2018 06:00 - 30.01.2018 07:00","0","1730"
"30.01.2018 07:00 - 30.01.2018 08:00","0","1848"
"30.01.2018 08:00 - 30.01.2018 09:00","0","1867"
"30.01.2018 09:00 - 30.01.2018 10:00","0","1856"
"30.01.2018 10:00 - 30.01.2018 11:00","0","1763"
"30.01.2018 11:00 - 30.01.2018 12:00","0","1730"
"30.01.2018 12:00 - 30.01.2018 13:00","0","1719"
"30.01.2018 13:00 - 30.01.2018 14:00","0","1576"
"30.01.2018 14:00 - 30.01.2018 15:00","0","1396"
"30.01.2018 15:00 - 30.01.2018 16:00","0","1016"
"30.01.2018 16:00 - 30.01.2018 17:00","0","548"
"30.01.2018 17:00 - 30.01.2018 18:00","0","46"
"30.01.2018 18:00 - 30.01.2018 19:00","0","760"
"30.01.2018 19:00 - 30.01.2018 20:00","0","1207"
"30.01.2018 20:00 - 30.01.2018 21:00","0","1409"
"30.01.2018 21:00 - 30.01.2018 22:00","0","1119"
"30.01.2018 22:00 - 30.01.2018 23:00","0","1410"
"30.01.2018 23:00 - 31.01.2018 00:00","0","765"
"31.01.2018 00:00 - 31.01.2018 01:00","0","1163"
"31.01.2018 01:00 - 31.01.2018 02:00","0","908"
"31.01.2018 02:00 - 31.01.2018 03:00","0","37"
"31.01.2018 03:00 - 31.01.2018 04:00","372","0"
"31.01.2018 04:00 - 31.01.2018 05:00","597","0"
"31.01.2018 05:00 - 31.01.2018 06:00","209","0"
"31.01.2018 06:00 - 31.01.2018 07:00","0","1011"
"31.01.2018 07:00 - 31.01.2018 08:00","0","2092"
"31.01.2018 08:00 - 31.01.2018 09:00","0","1977"
"31.01.2018 09:00 - 31.01.2018 10:00","0","1814"
"31.01.2018 10:00 - 31.01.2018 11:00","0","1745"
"31.01.2018 11:00 - 31.01.2018 12:00","0","1713"
"31.01.2018 12:00 - 31.01.2018 13:00","0","1556"
"31.01.2018 13:00 - 31.01.2018 14:00","0","1254"
"31.01.2018 14:00 - 31.01.2018 15:00","0","1376"
"31.01.2018 15:00 - 31.01.2018 16:00","0","1276"
"31.01.2018 16:00 - 31.01.2018 17:00","0","1222"
"31.01.2018 17:00 - 31.01.2018 18:00","0","1278"
"31.01.2018 18:00 - 31.01.2018 19:00","0","1739"
"31.01.2018 19:00 - 31.01.2018 20:00","0","1901"
"31.01.2018 20:00 - 31.01.2018 21:00","0","1932"
"31.01.2018 21:00 - 31.01.2018 22:00","0","1500"
"31.01.2018 22:00 - 31.01.2018 23:00","0","1743"
"31.01.2018 23:00 - 01.02.2018 00:00","0","1848"
"01.02.2018 00:00 - 01.02.2018 01:00","0","1805"
"01.02.2018 01:00 - 01.02.2018 02:00","0","1676"
"01.02.2018 02:00 - 01.02.2018 03:00","0","1385"
"01.02.2018 03:00 - 01.02.2018 04:00","0","724"
"01.02.2018 04:00 - 01.02.2018 05:00","0","344"
"01.02.2018 05:00 - 01.02.2018 06:00","0","1070"
"01.02.2018 06:00 - 01.02.2018 07:00","0","1513"
"01.02.2018 07:00 - 01.02.2018 08:00","0","1385"
"01.02.2018 08:00 - 01.02.2018 09:00","0","1243"
"01.02.2018 09:00 - 01.02.2018 10:00","0","1185"
"01.02.2018 10:00 - 01.02.2018 11:00","0","1361"
"01.02.2018 11:00 - 01.02.2018 12:00","0","1552"
"01.02.2018 12:00 - 01.02.2018 13:00","0","1542"
"01.02.2018 13:00 - 01.02.2018 14:00","0","1386"
"01.02.2018 14:00 - 01.02.2018 15:00","0","1298"
"01.02.2018 15:00 - 01.02.2018 16:00","0","1280"
"01.02.2018 16:00 - 01.02.2018 17:00","0","1220"
"01.02.2018 17:00 - 01.02.2018 18:00","0","1233"
"01.02.2018 18:00 - 01.02.2018 19:00","0","1949"
"01.02.2018 19:00 - 01.02.2018 20:00","0","2067"
"01.02.2018 20:00 - 01.02.2018 21:00","0","2192"
"01.02.2018 21:00 - 01.02.2018 22:00","0","1996"
"01.02.2018 22:00 - 01.02.2018 23:00","0","2409"
"01.02.2018 23:00 - 02.02.2018 00:00","0","2285"
"02.02.2018 00:00 - 02.02.2018 01:00","0","2363"
"02.02.2018 01:00 - 02.02.2018 02:00","0","2134"
"02.02.2018 02:00 - 02.02.2018 03:00","0","1859"
"02.02.2018 03:00 - 02.02.2018 04:00","0","1702"
"02.02.2018 04:00 - 02.02.2018 05:00","0","1618"
"02.02.2018 05:00 - 02.02.2018 06:00","0","2048"
"02.02.2018 06:00 - 02.02.2018 07:00","0","2072"
"02.02.2018 07:00 - 02.02.2018 08:00","0","2117"
"02.02.2018 08:00 - 02.02.2018 09:00","0","1700"
"02.02.2018 09:00 - 02.02.2018 10:00","0","1422"
"02.02.2018 10:00 - 02.02.2018 11:00","0","1290"
"02.02.2018 11:00 - 02.02.2018 12:00","0","1419"
"02.02.2018 12:00 - 02.02.2018 13:00","0","1654"
"02.02.2018 13:00 - 02.02.2018 14:00","0","1392"
"02.02.2018 14:00 - 02.02.2018 15:00","0","1466"
"02.02.2018 15:00 - 02.02.2018 16:00","0","1195"
"02.02.2018 16:00 - 02.02.2018 17:00","0","1218"
"02.02.2018 17:00 - 02.02.2018 18:00","0","1289"
"02.02.2018 18:00 - 02.02.2018 19:00","0","2075"
"02.02.2018 19:00 - 02.02.2018 20:00","0","2413"
"02.02.2018 20:00 - 02.02.2018 21:00","0","2489"
"02.02.2018 21:00 - 02.02.2018 22:00","0","2408"
"02.02.2018 22:00 - 02.02.2018 23:00","0","2855"
"02.02.2018 23:00 - 03.02.2018 00:00","0","2773"
"03.02.2018 00:00 - 03.02.2018 01:00","0","2771"
"03.02.2018 01:00 - 03.02.2018 02:00","0","2494"
"03.02.2018 02:00 - 03.02.2018 03:00","0","2172"
"03.02.2018 03:00 - 03.02.2018 04:00","0","1885"
"03.02.2018 04:00 - 03.02.2018 05:00","0","1759"
"03.02.2018 05:00 - 03.02.2018 06:00","0","1973"
"03.02.2018 06:00 - 03.02.2018 07:00","0","1946"
"03.02.2018 07:00 - 03.02.2018 08:00","0","1831"
"03.02.2018 08:00 - 03.02.2018 09:00","0","1852"
"03.02.2018 09:00 - 03.02.2018 10:00","0","1764"
"03.02.2018 10:00 - 03.02.2018 11:00","0","1599"
"03.02.2018 11:00 - 03.02.2018 12:00","0","1570"
"03.02.2018 12:00 - 03.02.2018 13:00","0","1709"
"03.02.2018 13:00 - 03.02.2018 14:00","0","1559"
"03.02.2018 14:00 - 03.02.2018 15:00","0","1351"
"03.02.2018 15:00 - 03.02.2018 16:00","0","1240"
"03.02.2018 16:00 - 03.02.2018 17:00","0","1120"
"03.02.2018 17:00 - 03.02.2018 18:00","0","1095"
"03.02.2018 18:00 - 03.02.2018 19:00","0","2022"
"03.02.2018 19:00 - 03.02.2018 20:00","0","2288"
"03.02.2018 20:00 - 03.02.2018 21:00","0","2240"
"03.02.2018 21:00 - 03.02.2018 22:00","0","2191"
"03.02.2018 22:00 - 03.02.2018 23:00","0","2533"
"03.02.2018 23:00 - 04.02.2018 00:00","0","2720"
"04.02.2018 00:00 - 04.02.2018 01:00","0","2519"
"04.02.2018 01:00 - 04.02.2018 02:00","0","2031"
"04.02.2018 02:00 - 04.02.2018 03:00","0","1808"
"04.02.2018 03:00 - 04.02.2018 04:00","0","1387"
"04.02.2018 04:00 - 04.02.2018 05:00","0","1179"
"04.02.2018 05:00 - 04.02.2018 06:00","0","1261"
"04.02.2018 06:00 - 04.02.2018 07:00","0","1515"
"04.02.2018 07:00 - 04.02.2018 08:00","0","1732"
"04.02.2018 08:00 - 04.02.2018 09:00","0","1570"
"04.02.2018 09:00 - 04.02.2018 10:00","0","1663"
"04.02.2018 10:00 - 04.02.2018 11:00","0","1589"
"04.02.2018 11:00 - 04.02.2018 12:00","0","1614"
"04.02.2018 12:00 - 04.02.2018 13:00","0","1749"
"04.02.2018 13:00 - 04.02.2018 14:00","0","1305"
"04.02.2018 14:00 - 04.02.2018 15:00","0","895"
"04.02.2018 15:00 - 04.02.2018 16:00","0","865"
"04.02.2018 16:00 - 04.02.2018 17:00","0","368"
"04.02.2018 17:00 - 04.02.2018 18:00","0","572"
"04.02.2018 18:00 - 04.02.2018 19:00","0","1420"
"04.02.2018 19:00 - 04.02.2018 20:00","0","1679"
"04.02.2018 20:00 - 04.02.2018 21:00","0","1955"
"04.02.2018 21:00 - 04.02.2018 22:00","0","1896"
"04.02.2018 22:00 - 04.02.2018 23:00","0","2331"
"04.02.2018 23:00 - 05.02.2018 00:00","0","2585"
"05.02.2018 00:00 - 05.02.2018 01:00","0","2481"
"05.02.2018 01:00 - 05.02.2018 02:00","0","2383"
"05.02.2018 02:00 - 05.02.2018 03:00","0","1837"
"05.02.2018 03:00 - 05.02.2018 04:00","0","1470"
"05.02.2018 04:00 - 05.02.2018 05:00","0","1704"
"05.02.2018 05:00 - 05.02.2018 06:00","0","2129"
"05.02.2018 06:00 - 05.02.2018 07:00","0","2575"
"05.02.2018 07:00 - 05.02.2018 08:00","0","2610"
"05.02.2018 08:00 - 05.02.2018 09:00","0","2267"
"05.02.2018 09:00 - 05.02.2018 10:00","0","1810"
"05.02.2018 10:00 - 05.02.2018 11:00","0","1672"
"05.02.2018 11:00 - 05.02.2018 12:00","0","2118"
"05.02.2018 12:00 - 05.02.2018 13:00","0","2107"
"05.02.2018 13:00 - 05.02.2018 14:00","0","1914"
"05.02.2018 14:00 - 05.02.2018 15:00","0","1733"
"05.02.2018 15:00 - 05.02.2018 16:00","0","1756"
"05.02.2018 16:00 - 05.02.2018 17:00","0","1421"
"05.02.2018 17:00 - 05.02.2018 18:00","0","972"
"05.02.2018 18:00 - 05.02.2018 19:00","0","1951"
"05.02.2018 19:00 - 05.02.2018 20:00","0","2696"
"05.02.2018 20:00 - 05.02.2018 21:00","0","2674"
"05.02.2018 21:00 - 05.02.2018 22:00","0","2634"
"05.02.2018 22:00 - 05.02.2018 23:00","0","3456"
"05.02.2018 23:00 - 06.02.2018 00:00","0","3465"
"06.02.2018 00:00 - 06.02.2018 01:00","0","3065"
"06.02.2018 01:00 - 06.02.2018 02:00","0","3123"
"06.02.2018 02:00 - 06.02.2018 03:00","0","3048"
"06.02.2018 03:00 - 06.02.2018 04:00","0","2929"
"06.02.2018 04:00 - 06.02.2018 05:00","0","2766"
"06.02.2018 05:00 - 06.02.2018 06:00","0","2794"
"06.02.2018 06:00 - 06.02.2018 07:00","0","2412"
"06.02.2018 07:00 - 06.02.2018 08:00","0","1713"
"06.02.2018 08:00 - 06.02.2018 09:00","0","1539"
"06.02.2018 09:00 - 06.02.2018 10:00","0","1853"
"06.02.2018 10:00 - 06.02.2018 11:00","0","1539"
"06.02.2018 11:00 - 06.02.2018 12:00","0","2074"
"06.02.2018 12:00 - 06.02.2018 13:00","0","2092"
"06.02.2018 13:00 - 06.02.2018 14:00","0","1822"
"06.02.2018 14:00 - 06.02.2018 15:00","0","1401"
"06.02.2018 15:00 - 06.02.2018 16:00","0","1516"
"06.02.2018 16:00 - 06.02.2018 17:00","0","1472"
"06.02.2018 17:00 - 06.02.2018 18:00","0","1238"
"06.02.2018 18:00 - 06.02.2018 19:00","0","1596"
"06.02.2018 19:00 - 06.02.2018 20:00","0","2118"
"06.02.2018 20:00 - 06.02.2018 21:00","0","2312"
"06.02.2018 21:00 - 06.02.2018 22:00","0","2052"
"06.02.2018 22:00 - 06.02.2018 23:00","0","2337"
"06.02.2018 23:00 - 07.02.2018 00:00","0","2453"
"07.02.2018 00:00 - 07.02.2018 01:00","0","2712"
"07.02.2018 01:00 - 07.02.2018 02:00","0","3100"
"07.02.2018 02:00 - 07.02.2018 03:00","0","2962"
"07.02.2018 03:00 - 07.02.2018 04:00","0","2904"
"07.02.2018 04:00 - 07.02.2018 05:00","0","2800"
"07.02.2018 05:00 - 07.02.2018 06:00","0","2428"
"07.02.2018 06:00 - 07.02.2018 07:00","0","2570"
"07.02.2018 07:00 - 07.02.2018 08:00","0","2397"
"07.02.2018 08:00 - 07.02.2018 09:00","0","2237"
"07.02.2018 09:00 - 07.02.2018 10:00","0","2301"
"07.02.2018 10:00 - 07.02.2018 11:00","0","2572"
"07.02.2018 11:00 - 07.02.2018 12:00","0","2406"
"07.02.2018 12:00 - 07.02.2018 13:00","0","2487"
"07.02.2018 13:00 - 07.02.2018 14:00","0","2271"
"07.02.2018 14:00 - 07.02.2018 15:00","0","2397"
"07.02.2018 15:00 - 07.02.2018 16:00","0","2050"
"07.02.2018 16:00 - 07.02.2018 17:00","0","2023"
"07.02.2018 17:00 - 07.02.2018 18:00","0","1715"
"07.02.2018 18:00 - 07.02.2018 19:00","0","2080"
"07.02.2018 19:00 - 07.02.2018 20:00","0","2565"
"07.02.2018 20:00 - 07.02.2018 21:00","0","2619"
