"Time (CET)","Belgium (BE) > Netherlands (NL) [MW]","Netherlands (NL) > Belgium (BE) [MW]"
"01.03.2018 04:00 - 01.03.2018 05:00","0","2292"
"01.03.2018 05:00 - 01.03.2018 06:00","0","2307"
"01.03.2018 06:00 - 01.03.2018 07:00","0","1175"
"01.03.2018 07:00 - 01.03.2018 08:00","0","1343"
"01.03.2018 08:00 - 01.03.2018 09:00","0","1410"
"01.03.2018 09:00 - 01.03.2018 10:00","0","1726"
"01.03.2018 10:00 - 01.03.2018 11:00","0","2135"
"01.03.2018 11:00 - 01.03.2018 12:00","0","1778"
"01.03.2018 12:00 - 01.03.2018 13:00","0","1691"
"01.03.2018 13:00 - 01.03.2018 14:00","0","1613"
"01.03.2018 14:00 - 01.03.2018 15:00","0","1444"
"01.03.2018 15:00 - 01.03.2018 16:00","0","1412"
"01.03.2018 16:00 - 01.03.2018 17:00","0","1136"
"01.03.2018 17:00 - 01.03.2018 18:00","0","961"
"01.03.2018 18:00 - 01.03.2018 19:00","0","1144"
"01.03.2018 19:00 - 01.03.2018 20:00","0","1145"
"01.03.2018 20:00 - 01.03.2018 21:00","0","1102"
"01.03.2018 21:00 - 01.03.2018 22:00","0","1231"
"01.03.2018 22:00 - 01.03.2018 23:00","0","1952"
"01.03.2018 23:00 - 02.03.2018 00:00","0","2389"
"02.03.2018 00:00 - 02.03.2018 01:00","0","2748"
"02.03.2018 01:00 - 02.03.2018 02:00","0","2369"
"02.03.2018 02:00 - 02.03.2018 03:00","0","2185"
"02.03.2018 03:00 - 02.03.2018 04:00","0","1980"
"02.03.2018 04:00 - 02.03.2018 05:00","0","2154"
"02.03.2018 05:00 - 02.03.2018 06:00","0","2328"
"02.03.2018 06:00 - 02.03.2018 07:00","0","2159"
"02.03.2018 07:00 - 02.03.2018 08:00","0","1785"
"02.03.2018 08:00 - 02.03.2018 09:00","0","1784"
"02.03.2018 09:00 - 02.03.2018 10:00","0","1771"
"02.03.2018 10:00 - 02.03.2018 11:00","0","1975"
"02.03.2018 11:00 - 02.03.2018 12:00","0","2210"
"02.03.2018 12:00 - 02.03.2018 13:00","0","2333"
"02.03.2018 13:00 - 02.03.2018 14:00","0","2184"
"02.03.2018 14:00 - 02.03.2018 15:00","0","1888"
"02.03.2018 15:00 - 02.03.2018 16:00","0","1117"
"02.03.2018 16:00 - 02.03.2018 17:00","0","405"
"02.03.2018 17:00 - 02.03.2018 18:00","0","1460"
"02.03.2018 18:00 - 02.03.2018 19:00","0","1491"
"02.03.2018 19:00 - 02.03.2018 20:00","0","1765"
"02.03.2018 20:00 - 02.03.2018 21:00","0","2208"
"02.03.2018 21:00 - 02.03.2018 22:00","0","2167"
"02.03.2018 22:00 - 02.03.2018 23:00","0","2536"
"02.03.2018 23:00 - 03.03.2018 00:00","0","3013"
"03.03.2018 00:00 - 03.03.2018 01:00","0","3031"
"03.03.2018 01:00 - 03.03.2018 02:00","0","2983"
"03.03.2018 02:00 - 03.03.2018 03:00","0","2861"
"03.03.2018 03:00 - 03.03.2018 04:00","0","2927"
"03.03.2018 04:00 - 03.03.2018 05:00","0","2917"
"03.03.2018 05:00 - 03.03.2018 06:00","0","2865"
"03.03.2018 06:00 - 03.03.2018 07:00","0","2860"
"03.03.2018 07:00 - 03.03.2018 08:00","0","2565"
"03.03.2018 08:00 - 03.03.2018 09:00","0","2529"
"03.03.2018 09:00 - 03.03.2018 10:00","0","1826"
"03.03.2018 10:00 - 03.03.2018 11:00","0","1444"
"03.03.2018 11:00 - 03.03.2018 12:00","0","1460"
"03.03.2018 12:00 - 03.03.2018 13:00","0","1895"
"03.03.2018 13:00 - 03.03.2018 14:00","0","1757"
"03.03.2018 14:00 - 03.03.2018 15:00","0","1537"
"03.03.2018 15:00 - 03.03.2018 16:00","0","1605"
"03.03.2018 16:00 - 03.03.2018 17:00","0","1380"
"03.03.2018 17:00 - 03.03.2018 18:00","0","1357"
"03.03.2018 18:00 - 03.03.2018 19:00","0","1292"
"03.03.2018 19:00 - 03.03.2018 20:00","0","1760"
"03.03.2018 20:00 - 03.03.2018 21:00","0","2457"
"03.03.2018 21:00 - 03.03.2018 22:00","0","2701"
"03.03.2018 22:00 - 03.03.2018 23:00","0","2641"
"03.03.2018 23:00 - 04.03.2018 00:00","0","2846"
"04.03.2018 00:00 - 04.03.2018 01:00","0","2555"
"04.03.2018 01:00 - 04.03.2018 02:00","0","2101"
"04.03.2018 02:00 - 04.03.2018 03:00","0","1740"
"04.03.2018 03:00 - 04.03.2018 04:00","0","1681"
"04.03.2018 04:00 - 04.03.2018 05:00","0","1678"
"04.03.2018 05:00 - 04.03.2018 06:00","0","1566"
"04.03.2018 06:00 - 04.03.2018 07:00","0","1492"
"04.03.2018 07:00 - 04.03.2018 08:00","0","1340"
"04.03.2018 08:00 - 04.03.2018 09:00","0","1639"
"04.03.2018 09:00 - 04.03.2018 10:00","0","1734"
"04.03.2018 10:00 - 04.03.2018 11:00","0","1786"
"04.03.2018 11:00 - 04.03.2018 12:00","0","1953"
"04.03.2018 12:00 - 04.03.2018 13:00","0","1816"
"04.03.2018 13:00 - 04.03.2018 14:00","0","1327"
"04.03.2018 14:00 - 04.03.2018 15:00","0","1241"
"04.03.2018 15:00 - 04.03.2018 16:00","0","1195"
"04.03.2018 16:00 - 04.03.2018 17:00","0","986"
"04.03.2018 17:00 - 04.03.2018 18:00","0","433"
"04.03.2018 18:00 - 04.03.2018 19:00","0","990"
"04.03.2018 19:00 - 04.03.2018 20:00","0","1464"
"04.03.2018 20:00 - 04.03.2018 21:00","0","1615"
"04.03.2018 21:00 - 04.03.2018 22:00","0","1982"
"04.03.2018 22:00 - 04.03.2018 23:00","0","2217"
"04.03.2018 23:00 - 05.03.2018 00:00","0","2538"
"05.03.2018 00:00 - 05.03.2018 01:00","0","2201"
"05.03.2018 01:00 - 05.03.2018 02:00","0","2214"
"05.03.2018 02:00 - 05.03.2018 03:00","0","2071"
"05.03.2018 03:00 - 05.03.2018 04:00","0","1838"
"05.03.2018 04:00 - 05.03.2018 05:00","0","1811"
"05.03.2018 05:00 - 05.03.2018 06:00","0","2166"
"05.03.2018 06:00 - 05.03.2018 07:00","0","2284"
"05.03.2018 07:00 - 05.03.2018 08:00","0","2758"
"05.03.2018 08:00 - 05.03.2018 09:00","0","2527"
"05.03.2018 09:00 - 05.03.2018 10:00","0","2191"
"05.03.2018 10:00 - 05.03.2018 11:00","0","2037"
"05.03.2018 11:00 - 05.03.2018 12:00","0","2282"
"05.03.2018 12:00 - 05.03.2018 13:00","0","2140"
"05.03.2018 13:00 - 05.03.2018 14:00","0","1759"
"05.03.2018 14:00 - 05.03.2018 15:00","0","1323"
"05.03.2018 15:00 - 05.03.2018 16:00","0","906"
"05.03.2018 16:00 - 05.03.2018 17:00","0","450"
"05.03.2018 17:00 - 05.03.2018 18:00","0","116"
"05.03.2018 18:00 - 05.03.2018 19:00","0","353"
"05.03.2018 19:00 - 05.03.2018 20:00","0","1194"
"05.03.2018 20:00 - 05.03.2018 21:00","0","1767"
"05.03.2018 21:00 - 05.03.2018 22:00","0","1807"
"05.03.2018 22:00 - 05.03.2018 23:00","0","1928"
"05.03.2018 23:00 - 06.03.2018 00:00","0","2205"
"06.03.2018 00:00 - 06.03.2018 01:00","0","2304"
"06.03.2018 01:00 - 06.03.2018 02:00","0","2261"
"06.03.2018 02:00 - 06.03.2018 03:00","0","1853"
"06.03.2018 03:00 - 06.03.2018 04:00","0","1303"
"06.03.2018 04:00 - 06.03.2018 05:00","0","1046"
"06.03.2018 05:00 - 06.03.2018 06:00","0","1173"
"06.03.2018 06:00 - 06.03.2018 07:00","0","1231"
"06.03.2018 07:00 - 06.03.2018 08:00","0","1172"
"06.03.2018 08:00 - 06.03.2018 09:00","0","1116"
"06.03.2018 09:00 - 06.03.2018 10:00","0","709"
"06.03.2018 10:00 - 06.03.2018 11:00","0","336"
"06.03.2018 11:00 - 06.03.2018 12:00","0","1018"
"06.03.2018 12:00 - 06.03.2018 13:00","0","1446"
"06.03.2018 13:00 - 06.03.2018 14:00","0","1137"
"06.03.2018 14:00 - 06.03.2018 15:00","0","789"
"06.03.2018 15:00 - 06.03.2018 16:00","0","523"
"06.03.2018 16:00 - 06.03.2018 17:00","0","499"
"06.03.2018 17:00 - 06.03.2018 18:00","0","32"
"06.03.2018 18:00 - 06.03.2018 19:00","0","382"
"06.03.2018 19:00 - 06.03.2018 20:00","0","1128"
"06.03.2018 20:00 - 06.03.2018 21:00","0","1387"
"06.03.2018 21:00 - 06.03.2018 22:00","0","1719"
"06.03.2018 22:00 - 06.03.2018 23:00","0","2257"
"06.03.2018 23:00 - 07.03.2018 00:00","0","2421"
"07.03.2018 00:00 - 07.03.2018 01:00","0","2781"
"07.03.2018 01:00 - 07.03.2018 02:00","0","2924"
"07.03.2018 02:00 - 07.03.2018 03:00","0","2574"
"07.03.2018 03:00 - 07.03.2018 04:00","0","2176"
"07.03.2018 04:00 - 07.03.2018 05:00","0","1915"
"07.03.2018 05:00 - 07.03.2018 06:00","0","1958"
"07.03.2018 06:00 - 07.03.2018 07:00","0","1735"
"07.03.2018 07:00 - 07.03.2018 08:00","0","1008"
"07.03.2018 08:00 - 07.03.2018 09:00","0","485"
"07.03.2018 09:00 - 07.03.2018 10:00","0","834"
"07.03.2018 10:00 - 07.03.2018 11:00","0","991"
"07.03.2018 11:00 - 07.03.2018 12:00","0","859"
"07.03.2018 12:00 - 07.03.2018 13:00","0","1075"
"07.03.2018 13:00 - 07.03.2018 14:00","0","883"
"07.03.2018 14:00 - 07.03.2018 15:00","0","515"
"07.03.2018 15:00 - 07.03.2018 16:00","0","93"
"07.03.2018 16:00 - 07.03.2018 17:00","244","0"
"07.03.2018 17:00 - 07.03.2018 18:00","443","0"
"07.03.2018 18:00 - 07.03.2018 19:00","349","0"
"07.03.2018 19:00 - 07.03.2018 20:00","0","737"
"07.03.2018 20:00 - 07.03.2018 21:00","0","1452"
"07.03.2018 21:00 - 07.03.2018 22:00","0","1616"
"07.03.2018 22:00 - 07.03.2018 23:00","0","2123"
"07.03.2018 23:00 - 08.03.2018 00:00","0","2242"
"08.03.2018 00:00 - 08.03.2018 01:00","0","2296"
"08.03.2018 01:00 - 08.03.2018 02:00","0","2240"
"08.03.2018 02:00 - 08.03.2018 03:00","0","2355"
"08.03.2018 03:00 - 08.03.2018 04:00","0","2154"
"08.03.2018 04:00 - 08.03.2018 05:00","0","1964"
"08.03.2018 05:00 - 08.03.2018 06:00","0","1459"
"08.03.2018 06:00 - 08.03.2018 07:00","0","1612"
"08.03.2018 07:00 - 08.03.2018 08:00","0","1274"
"08.03.2018 08:00 - 08.03.2018 09:00","0","1220"
"08.03.2018 09:00 - 08.03.2018 10:00","0","1176"
"08.03.2018 10:00 - 08.03.2018 11:00","0","1218"
"08.03.2018 11:00 - 08.03.2018 12:00","0","1286"
"08.03.2018 12:00 - 08.03.2018 13:00","0","1088"
"08.03.2018 13:00 - 08.03.2018 14:00","0","906"
"08.03.2018 14:00 - 08.03.2018 15:00","0","661"
"08.03.2018 15:00 - 08.03.2018 16:00","0","575"
"08.03.2018 16:00 - 08.03.2018 17:00","0","720"
"08.03.2018 17:00 - 08.03.2018 18:00","0","937"
"08.03.2018 18:00 - 08.03.2018 19:00","0","1963"
"08.03.2018 19:00 - 08.03.2018 20:00","0","2394"
"08.03.2018 20:00 - 08.03.2018 21:00","0","1895"
"08.03.2018 21:00 - 08.03.2018 22:00","0","1938"
"08.03.2018 22:00 - 08.03.2018 23:00","0","1972"
"08.03.2018 23:00 - 09.03.2018 00:00","0","2503"
"09.03.2018 00:00 - 09.03.2018 01:00","0","2092"
"09.03.2018 01:00 - 09.03.2018 02:00","0","1762"
"09.03.2018 02:00 - 09.03.2018 03:00","0","1854"
"09.03.2018 03:00 - 09.03.2018 04:00","0","1881"
"09.03.2018 04:00 - 09.03.2018 05:00","0","2812"
"09.03.2018 05:00 - 09.03.2018 06:00","0","2621"
"09.03.2018 06:00 - 09.03.2018 07:00","0","2876"
"09.03.2018 07:00 - 09.03.2018 08:00","0","2545"
"09.03.2018 08:00 - 09.03.2018 09:00","0","2104"
"09.03.2018 09:00 - 09.03.2018 10:00","0","1974"
"09.03.2018 10:00 - 09.03.2018 11:00","0","1798"
"09.03.2018 11:00 - 09.03.2018 12:00","0","2149"
"09.03.2018 12:00 - 09.03.2018 13:00","0","2040"
"09.03.2018 13:00 - 09.03.2018 14:00","0","2097"
"09.03.2018 14:00 - 09.03.2018 15:00","0","1518"
"09.03.2018 15:00 - 09.03.2018 16:00","0","767"
"09.03.2018 16:00 - 09.03.2018 17:00","0","35"
"09.03.2018 17:00 - 09.03.2018 18:00","595","0"
"09.03.2018 18:00 - 09.03.2018 19:00","688","0"
"09.03.2018 19:00 - 09.03.2018 20:00","552","0"
"09.03.2018 20:00 - 09.03.2018 21:00","0","118"
"09.03.2018 21:00 - 09.03.2018 22:00","0","184"
"09.03.2018 22:00 - 09.03.2018 23:00","0","631"
"09.03.2018 23:00 - 10.03.2018 00:00","0","1001"
"10.03.2018 00:00 - 10.03.2018 01:00","36","0"
"10.03.2018 01:00 - 10.03.2018 02:00","1262","0"
"10.03.2018 02:00 - 10.03.2018 03:00","1699","0"
"10.03.2018 03:00 - 10.03.2018 04:00","2117","0"
"10.03.2018 04:00 - 10.03.2018 05:00","1934","0"
"10.03.2018 05:00 - 10.03.2018 06:00","1822","0"
"10.03.2018 06:00 - 10.03.2018 07:00","1581","0"
"10.03.2018 07:00 - 10.03.2018 08:00","1645","0"
"10.03.2018 08:00 - 10.03.2018 09:00","1287","0"
"10.03.2018 09:00 - 10.03.2018 10:00","1186","0"
"10.03.2018 10:00 - 10.03.2018 11:00","1368","0"
"10.03.2018 11:00 - 10.03.2018 12:00","1342","0"
"10.03.2018 12:00 - 10.03.2018 13:00","1182","0"
"10.03.2018 13:00 - 10.03.2018 14:00","1383","0"
"10.03.2018 14:00 - 10.03.2018 15:00","1479","0"
"10.03.2018 15:00 - 10.03.2018 16:00","1423","0"
"10.03.2018 16:00 - 10.03.2018 17:00","1238","0"
"10.03.2018 17:00 - 10.03.2018 18:00","1326","0"
"10.03.2018 18:00 - 10.03.2018 19:00","890","0"
"10.03.2018 19:00 - 10.03.2018 20:00","190","0"
"10.03.2018 20:00 - 10.03.2018 21:00","133","0"
"10.03.2018 21:00 - 10.03.2018 22:00","509","0"
"10.03.2018 22:00 - 10.03.2018 23:00","282","0"
"10.03.2018 23:00 - 11.03.2018 00:00","0","40"
"11.03.2018 00:00 - 11.03.2018 01:00","419","0"
"11.03.2018 01:00 - 11.03.2018 02:00","990","0"
"11.03.2018 02:00 - 11.03.2018 03:00","1527","0"
"11.03.2018 03:00 - 11.03.2018 04:00","1504","0"
"11.03.2018 04:00 - 11.03.2018 05:00","1704","0"
"11.03.2018 05:00 - 11.03.2018 06:00","1869","0"
"11.03.2018 06:00 - 11.03.2018 07:00","1977","0"
"11.03.2018 07:00 - 11.03.2018 08:00","2076","0"
"11.03.2018 08:00 - 11.03.2018 09:00","2043","0"
"11.03.2018 09:00 - 11.03.2018 10:00","2136","0"
"11.03.2018 10:00 - 11.03.2018 11:00","1971","0"
"11.03.2018 11:00 - 11.03.2018 12:00","1777","0"
"11.03.2018 12:00 - 11.03.2018 13:00","1615","0"
"11.03.2018 13:00 - 11.03.2018 14:00","1861","0"
"11.03.2018 14:00 - 11.03.2018 15:00","2076","0"
"11.03.2018 15:00 - 11.03.2018 16:00","2070","0"
"11.03.2018 16:00 - 11.03.2018 17:00","2021","0"
"11.03.2018 17:00 - 11.03.2018 18:00","1886","0"
"11.03.2018 18:00 - 11.03.2018 19:00","1736","0"
"11.03.2018 19:00 - 11.03.2018 20:00","669","0"
"11.03.2018 20:00 - 11.03.2018 21:00","855","0"
"11.03.2018 21:00 - 11.03.2018 22:00","1350","0"
"11.03.2018 22:00 - 11.03.2018 23:00","1336","0"
"11.03.2018 23:00 - 12.03.2018 00:00","1065","0"
"12.03.2018 00:00 - 12.03.2018 01:00","1567","0"
"12.03.2018 01:00 - 12.03.2018 02:00","2113","0"
"12.03.2018 02:00 - 12.03.2018 03:00","2183","0"
"12.03.2018 03:00 - 12.03.2018 04:00","2323","0"
"12.03.2018 04:00 - 12.03.2018 05:00","2290","0"
"12.03.2018 05:00 - 12.03.2018 06:00","2104","0"
"12.03.2018 06:00 - 12.03.2018 07:00","2145","0"
"12.03.2018 07:00 - 12.03.2018 08:00","1923","0"
"12.03.2018 08:00 - 12.03.2018 09:00","2194","0"
"12.03.2018 09:00 - 12.03.2018 10:00","2169","0"
"12.03.2018 10:00 - 12.03.2018 11:00","2121","0"
"12.03.2018 11:00 - 12.03.2018 12:00","2041","0"
"12.03.2018 12:00 - 12.03.2018 13:00","2341","0"
"12.03.2018 13:00 - 12.03.2018 14:00","2143","0"
"12.03.2018 14:00 - 12.03.2018 15:00","2173","0"
"12.03.2018 15:00 - 12.03.2018 16:00","2167","0"
"12.03.2018 16:00 - 12.03.2018 17:00","2158","0"
"12.03.2018 17:00 - 12.03.2018 18:00","2139","0"
"12.03.2018 18:00 - 12.03.2018 19:00","1848","0"
"12.03.2018 19:00 - 12.03.2018 20:00","1258","0"
"12.03.2018 20:00 - 12.03.2018 21:00","1267","0"
"12.03.2018 21:00 - 12.03.2018 22:00","970","0"
"12.03.2018 22:00 - 12.03.2018 23:00","351","0"
"12.03.2018 23:00 - 13.03.2018 00:00","0","134"
"13.03.2018 00:00 - 13.03.2018 01:00","300","0"
"13.03.2018 01:00 - 13.03.2018 02:00","534","0"
"13.03.2018 02:00 - 13.03.2018 03:00","832","0"
"13.03.2018 03:00 - 13.03.2018 04:00","950","0"
"13.03.2018 04:00 - 13.03.2018 05:00","956","0"
"13.03.2018 05:00 - 13.03.2018 06:00","54","0"
"13.03.2018 06:00 - 13.03.2018 07:00","0","707"
"13.03.2018 07:00 - 13.03.2018 08:00","0","1289"
"13.03.2018 08:00 - 13.03.2018 09:00","0","1164"
"13.03.2018 09:00 - 13.03.2018 10:00","0","988"
"13.03.2018 10:00 - 13.03.2018 11:00","0","987"
"13.03.2018 11:00 - 13.03.2018 12:00","0","1063"
"13.03.2018 12:00 - 13.03.2018 13:00","0","1199"
"13.03.2018 13:00 - 13.03.2018 14:00","0","941"
"13.03.2018 14:00 - 13.03.2018 15:00","0","915"
"13.03.2018 15:00 - 13.03.2018 16:00","0","1144"
"13.03.2018 16:00 - 13.03.2018 17:00","0","1159"
"13.03.2018 17:00 - 13.03.2018 18:00","0","958"
"13.03.2018 18:00 - 13.03.2018 19:00","0","1550"
"13.03.2018 19:00 - 13.03.2018 20:00","0","1960"
"13.03.2018 20:00 - 13.03.2018 21:00","0","1664"
"13.03.2018 21:00 - 13.03.2018 22:00","0","2026"
"13.03.2018 22:00 - 13.03.2018 23:00","0","2219"
"13.03.2018 23:00 - 14.03.2018 00:00","0","2028"
"14.03.2018 00:00 - 14.03.2018 01:00","0","1139"
"14.03.2018 01:00 - 14.03.2018 02:00","0","807"
"14.03.2018 02:00 - 14.03.2018 03:00","0","408"
"14.03.2018 03:00 - 14.03.2018 04:00","73","0"
"14.03.2018 04:00 - 14.03.2018 05:00","198","0"
"14.03.2018 05:00 - 14.03.2018 06:00","250","0"
"14.03.2018 06:00 - 14.03.2018 07:00","170","0"
"14.03.2018 07:00 - 14.03.2018 08:00","256","0"
"14.03.2018 08:00 - 14.03.2018 09:00","1097","0"
"14.03.2018 09:00 - 14.03.2018 10:00","1379","0"
"14.03.2018 10:00 - 14.03.2018 11:00","1450","0"
"14.03.2018 11:00 - 14.03.2018 12:00","1572","0"
"14.03.2018 12:00 - 14.03.2018 13:00","2061","0"
"14.03.2018 13:00 - 14.03.2018 14:00","1986","0"
"14.03.2018 14:00 - 14.03.2018 15:00","1840","0"
"14.03.2018 15:00 - 14.03.2018 16:00","1619","0"
"14.03.2018 16:00 - 14.03.2018 17:00","1569","0"
"14.03.2018 17:00 - 14.03.2018 18:00","1598","0"
"14.03.2018 18:00 - 14.03.2018 19:00","1643","0"
"14.03.2018 19:00 - 14.03.2018 20:00","1531","0"
"14.03.2018 20:00 - 14.03.2018 21:00","798","0"
"14.03.2018 21:00 - 14.03.2018 22:00","979","0"
"14.03.2018 22:00 - 14.03.2018 23:00","740","0"
"14.03.2018 23:00 - 15.03.2018 00:00","866","0"
"15.03.2018 00:00 - 15.03.2018 01:00","978","0"
"15.03.2018 01:00 - 15.03.2018 02:00","1231","0"
"15.03.2018 02:00 - 15.03.2018 03:00","1585","0"
"15.03.2018 03:00 - 15.03.2018 04:00","1644","0"
"15.03.2018 04:00 - 15.03.2018 05:00","1386","0"
"15.03.2018 05:00 - 15.03.2018 06:00","585","0"
"15.03.2018 06:00 - 15.03.2018 07:00","0","162"
"15.03.2018 07:00 - 15.03.2018 08:00","0","1056"
"15.03.2018 08:00 - 15.03.2018 09:00","0","1747"
"15.03.2018 09:00 - 15.03.2018 10:00","0","1868"
"15.03.2018 10:00 - 15.03.2018 11:00","0","1794"
"15.03.2018 11:00 - 15.03.2018 12:00","0","1656"
"15.03.2018 12:00 - 15.03.2018 13:00","0","1560"
"15.03.2018 13:00 - 15.03.2018 14:00","0","1555"
"15.03.2018 14:00 - 15.03.2018 15:00","0","1604"
"15.03.2018 15:00 - 15.03.2018 16:00","0","1533"
"15.03.2018 16:00 - 15.03.2018 17:00","0","1618"
"15.03.2018 17:00 - 15.03.2018 18:00","0","1232"
"15.03.2018 18:00 - 15.03.2018 19:00","0","1386"
"15.03.2018 19:00 - 15.03.2018 20:00","0","1232"
"15.03.2018 20:00 - 15.03.2018 21:00","0","1652"
"15.03.2018 21:00 - 15.03.2018 22:00","0","2455"
"15.03.2018 22:00 - 15.03.2018 23:00","0","2561"
"15.03.2018 23:00 - 16.03.2018 00:00","0","2614"
"16.03.2018 00:00 - 16.03.2018 01:00","0","1891"
"16.03.2018 01:00 - 16.03.2018 02:00","0","1888"
"16.03.2018 02:00 - 16.03.2018 03:00","0","1645"
"16.03.2018 03:00 - 16.03.2018 04:00","0","1542"
"16.03.2018 04:00 - 16.03.2018 05:00","0","1746"
"16.03.2018 05:00 - 16.03.2018 06:00","0","1929"
"16.03.2018 06:00 - 16.03.2018 07:00","0","2079"
"16.03.2018 07:00 - 16.03.2018 08:00","0","1786"
"16.03.2018 08:00 - 16.03.2018 09:00","0","1688"
"16.03.2018 09:00 - 16.03.2018 10:00","0","1321"
"16.03.2018 10:00 - 16.03.2018 11:00","0","1145"
"16.03.2018 11:00 - 16.03.2018 12:00","0","893"
"16.03.2018 12:00 - 16.03.2018 13:00","0","1022"
"16.03.2018 13:00 - 16.03.2018 14:00","0","835"
"16.03.2018 14:00 - 16.03.2018 15:00","0","744"
"16.03.2018 15:00 - 16.03.2018 16:00","0","630"
"16.03.2018 16:00 - 16.03.2018 17:00","0","1181"
"16.03.2018 17:00 - 16.03.2018 18:00","0","1092"
"16.03.2018 18:00 - 16.03.2018 19:00","0","1493"
"16.03.2018 19:00 - 16.03.2018 20:00","0","1682"
"16.03.2018 20:00 - 16.03.2018 21:00","0","1796"
"16.03.2018 21:00 - 16.03.2018 22:00","0","1292"
"16.03.2018 22:00 - 16.03.2018 23:00","0","1180"
"16.03.2018 23:00 - 17.03.2018 00:00","0","880"
"17.03.2018 00:00 - 17.03.2018 01:00","0","1007"
"17.03.2018 01:00 - 17.03.2018 02:00","0","885"
"17.03.2018 02:00 - 17.03.2018 03:00","0","835"
"17.03.2018 03:00 - 17.03.2018 04:00","0","758"
"17.03.2018 04:00 - 17.03.2018 05:00","0","550"
"17.03.2018 05:00 - 17.03.2018 06:00","0","630"
"17.03.2018 06:00 - 17.03.2018 07:00","0","780"
"17.03.2018 07:00 - 17.03.2018 08:00","0","788"
"17.03.2018 08:00 - 17.03.2018 09:00","0","756"
"17.03.2018 09:00 - 17.03.2018 10:00","0","947"
"17.03.2018 10:00 - 17.03.2018 11:00","0","742"
"17.03.2018 11:00 - 17.03.2018 12:00","0","1017"
"17.03.2018 12:00 - 17.03.2018 13:00","0","1239"
"17.03.2018 13:00 - 17.03.2018 14:00","0","1351"
"17.03.2018 14:00 - 17.03.2018 15:00","0","1154"
"17.03.2018 15:00 - 17.03.2018 16:00","0","1041"
"17.03.2018 16:00 - 17.03.2018 17:00","0","936"
"17.03.2018 17:00 - 17.03.2018 18:00","0","1326"
"17.03.2018 18:00 - 17.03.2018 19:00","0","1601"
"17.03.2018 19:00 - 17.03.2018 20:00","0","1294"
"17.03.2018 20:00 - 17.03.2018 21:00","0","1366"
"17.03.2018 21:00 - 17.03.2018 22:00","0","1169"
"17.03.2018 22:00 - 17.03.2018 23:00","0","1383"
"17.03.2018 23:00 - 18.03.2018 00:00","0","1328"
"18.03.2018 00:00 - 18.03.2018 01:00","0","1321"
"18.03.2018 01:00 - 18.03.2018 02:00","0","1150"
"18.03.2018 02:00 - 18.03.2018 03:00","0","1004"
"18.03.2018 03:00 - 18.03.2018 04:00","0","871"
"18.03.2018 04:00 - 18.03.2018 05:00","0","750"
"18.03.2018 05:00 - 18.03.2018 06:00","0","645"
"18.03.2018 06:00 - 18.03.2018 07:00","0","655"
"18.03.2018 07:00 - 18.03.2018 08:00","0","467"
"18.03.2018 08:00 - 18.03.2018 09:00","0","502"
"18.03.2018 09:00 - 18.03.2018 10:00","0","668"
"18.03.2018 10:00 - 18.03.2018 11:00","0","823"
"18.03.2018 11:00 - 18.03.2018 12:00","0","1069"
"18.03.2018 12:00 - 18.03.2018 13:00","0","1225"
"18.03.2018 13:00 - 18.03.2018 14:00","0","808"
"18.03.2018 14:00 - 18.03.2018 15:00","0","515"
"18.03.2018 15:00 - 18.03.2018 16:00","0","686"
"18.03.2018 16:00 - 18.03.2018 17:00","0","743"
"18.03.2018 17:00 - 18.03.2018 18:00","0","1060"
"18.03.2018 18:00 - 18.03.2018 19:00","0","1404"
"18.03.2018 19:00 - 18.03.2018 20:00","0","1660"
"18.03.2018 20:00 - 18.03.2018 21:00","0","2048"
"18.03.2018 21:00 - 18.03.2018 22:00","0","1906"
"18.03.2018 22:00 - 18.03.2018 23:00","0","2541"
"18.03.2018 23:00 - 19.03.2018 00:00","0","2733"
"19.03.2018 00:00 - 19.03.2018 01:00","0","2723"
"19.03.2018 01:00 - 19.03.2018 02:00","0","2701"
"19.03.2018 02:00 - 19.03.2018 03:00","0","2736"
"19.03.2018 03:00 - 19.03.2018 04:00","0","2447"
"19.03.2018 04:00 - 19.03.2018 05:00","0","2535"
"19.03.2018 05:00 - 19.03.2018 06:00","0","2741"
"19.03.2018 06:00 - 19.03.2018 07:00","0","2556"
"19.03.2018 07:00 - 19.03.2018 08:00","0","2483"
"19.03.2018 08:00 - 19.03.2018 09:00","0","2454"
"19.03.2018 09:00 - 19.03.2018 10:00","0","2715"
"19.03.2018 10:00 - 19.03.2018 11:00","0","2502"
"19.03.2018 11:00 - 19.03.2018 12:00","0","2587"
"19.03.2018 12:00 - 19.03.2018 13:00","0","2574"
"19.03.2018 13:00 - 19.03.2018 14:00","0","2718"
"19.03.2018 14:00 - 19.03.2018 15:00","0","2567"
"19.03.2018 15:00 - 19.03.2018 16:00","0","2177"
"19.03.2018 16:00 - 19.03.2018 17:00","0","1946"
"19.03.2018 17:00 - 19.03.2018 18:00","0","1252"
"19.03.2018 18:00 - 19.03.2018 19:00","0","1722"
"19.03.2018 19:00 - 19.03.2018 20:00","0","2047"
"19.03.2018 20:00 - 19.03.2018 21:00","0","1667"
"19.03.2018 21:00 - 19.03.2018 22:00","0","1903"
"19.03.2018 22:00 - 19.03.2018 23:00","0","2474"
"19.03.2018 23:00 - 20.03.2018 00:00","0","2743"
"20.03.2018 00:00 - 20.03.2018 01:00","0","2866"
