"Time (CET)","United Kingdom (UK) > France (FR) [MW]","France (FR) > United Kingdom (UK) [MW]"
"06.04.2018 14:00 - 06.04.2018 15:00","0","1506"
"06.04.2018 15:00 - 06.04.2018 16:00","0","1505"
"06.04.2018 16:00 - 06.04.2018 17:00","0","1505"
"06.04.2018 17:00 - 06.04.2018 18:00","0","1505"
"06.04.2018 18:00 - 06.04.2018 19:00","0","1506"
"06.04.2018 19:00 - 06.04.2018 20:00","0","1506"
"06.04.2018 20:00 - 06.04.2018 21:00","0","1506"
"06.04.2018 21:00 - 06.04.2018 22:00","0","1505"
"06.04.2018 22:00 - 06.04.2018 23:00","0","1506"
"06.04.2018 23:00 - 07.04.2018 00:00","0","1506"
"07.04.2018 00:00 - 07.04.2018 01:00","0","1456"
"07.04.2018 01:00 - 07.04.2018 02:00","0","1408"
"07.04.2018 02:00 - 07.04.2018 03:00","0","1409"
"07.04.2018 03:00 - 07.04.2018 04:00","0","1409"
"07.04.2018 04:00 - 07.04.2018 05:00","0","1409"
"07.04.2018 05:00 - 07.04.2018 06:00","0","1407"
"07.04.2018 06:00 - 07.04.2018 07:00","0","1455"
"07.04.2018 07:00 - 07.04.2018 08:00","0","1506"
"07.04.2018 08:00 - 07.04.2018 09:00","0","1506"
"07.04.2018 09:00 - 07.04.2018 10:00","0","1506"
"07.04.2018 10:00 - 07.04.2018 11:00","0","1505"
"07.04.2018 11:00 - 07.04.2018 12:00","0","1506"
"07.04.2018 12:00 - 07.04.2018 13:00","0","1506"
"07.04.2018 13:00 - 07.04.2018 14:00","0","1506"
"07.04.2018 14:00 - 07.04.2018 15:00","0","1506"
"07.04.2018 15:00 - 07.04.2018 16:00","0","1506"
"07.04.2018 16:00 - 07.04.2018 17:00","0","1506"
"07.04.2018 17:00 - 07.04.2018 18:00","0","1506"
"07.04.2018 18:00 - 07.04.2018 19:00","0","1506"
"07.04.2018 19:00 - 07.04.2018 20:00","0","1506"
"07.04.2018 20:00 - 07.04.2018 21:00","0","1505"
"07.04.2018 21:00 - 07.04.2018 22:00","0","1505"
"07.04.2018 22:00 - 07.04.2018 23:00","0","1506"
"07.04.2018 23:00 - 08.04.2018 00:00","0","1506"
"08.04.2018 00:00 - 08.04.2018 01:00","0","1506"
"08.04.2018 01:00 - 08.04.2018 02:00","0","1507"
"08.04.2018 02:00 - 08.04.2018 03:00","0","1506"
"08.04.2018 03:00 - 08.04.2018 04:00","0","1505"
"08.04.2018 04:00 - 08.04.2018 05:00","0","1505"
"08.04.2018 05:00 - 08.04.2018 06:00","0","1506"
"08.04.2018 06:00 - 08.04.2018 07:00","0","1506"
"08.04.2018 07:00 - 08.04.2018 08:00","0","1506"
"08.04.2018 08:00 - 08.04.2018 09:00","0","1507"
"08.04.2018 09:00 - 08.04.2018 10:00","0","1506"
"08.04.2018 10:00 - 08.04.2018 11:00","0","1506"
"08.04.2018 11:00 - 08.04.2018 12:00","0","1506"
"08.04.2018 12:00 - 08.04.2018 13:00","0","1506"
"08.04.2018 13:00 - 08.04.2018 14:00","0","1505"
"08.04.2018 14:00 - 08.04.2018 15:00","0","1506"
"08.04.2018 15:00 - 08.04.2018 16:00","0","1506"
"08.04.2018 16:00 - 08.04.2018 17:00","0","1506"
"08.04.2018 17:00 - 08.04.2018 18:00","0","1507"
"08.04.2018 18:00 - 08.04.2018 19:00","0","1507"
"08.04.2018 19:00 - 08.04.2018 20:00","0","1507"
"08.04.2018 20:00 - 08.04.2018 21:00","0","1507"
"08.04.2018 21:00 - 08.04.2018 22:00","0","1506"
"08.04.2018 22:00 - 08.04.2018 23:00","0","1506"
"08.04.2018 23:00 - 09.04.2018 00:00","0","1506"
"09.04.2018 00:00 - 09.04.2018 01:00","0","1505"
"09.04.2018 01:00 - 09.04.2018 02:00","0","1507"
"09.04.2018 02:00 - 09.04.2018 03:00","0","1506"
"09.04.2018 03:00 - 09.04.2018 04:00","0","1506"
"09.04.2018 04:00 - 09.04.2018 05:00","0","1506"
"09.04.2018 05:00 - 09.04.2018 06:00","0","1506"
"09.04.2018 06:00 - 09.04.2018 07:00","0","1506"
"09.04.2018 07:00 - 09.04.2018 08:00","0","1507"
"09.04.2018 08:00 - 09.04.2018 09:00","0","1506"
"09.04.2018 09:00 - 09.04.2018 10:00","0","1504"
"09.04.2018 10:00 - 09.04.2018 11:00","0","1506"
"09.04.2018 11:00 - 09.04.2018 12:00","0","1507"
"09.04.2018 12:00 - 09.04.2018 13:00","0","1506"
"09.04.2018 13:00 - 09.04.2018 14:00","0","1506"
"09.04.2018 14:00 - 09.04.2018 15:00","0","1505"
"09.04.2018 15:00 - 09.04.2018 16:00","0","1506"
"09.04.2018 16:00 - 09.04.2018 17:00","0","1507"
"09.04.2018 17:00 - 09.04.2018 18:00","0","1507"
"09.04.2018 18:00 - 09.04.2018 19:00","0","1506"
"09.04.2018 19:00 - 09.04.2018 20:00","0","1506"
"09.04.2018 20:00 - 09.04.2018 21:00","0","1506"
"09.04.2018 21:00 - 09.04.2018 22:00","0","1506"
"09.04.2018 22:00 - 09.04.2018 23:00","0","1505"
"09.04.2018 23:00 - 10.04.2018 00:00","0","1506"
"10.04.2018 00:00 - 10.04.2018 01:00","0","1455"
"10.04.2018 01:00 - 10.04.2018 02:00","0","1409"
"10.04.2018 02:00 - 10.04.2018 03:00","0","1409"
"10.04.2018 03:00 - 10.04.2018 04:00","0","1408"
"10.04.2018 04:00 - 10.04.2018 05:00","0","1408"
"10.04.2018 05:00 - 10.04.2018 06:00","0","1408"
"10.04.2018 06:00 - 10.04.2018 07:00","0","1406"
"10.04.2018 07:00 - 10.04.2018 08:00","0","1505"
"10.04.2018 08:00 - 10.04.2018 09:00","0","1505"
"10.04.2018 09:00 - 10.04.2018 10:00","0","1505"
"10.04.2018 10:00 - 10.04.2018 11:00","0","1506"
"10.04.2018 11:00 - 10.04.2018 12:00","0","1505"
"10.04.2018 12:00 - 10.04.2018 13:00","0","1505"
"10.04.2018 13:00 - 10.04.2018 14:00","0","1505"
"10.04.2018 14:00 - 10.04.2018 15:00","0","1505"
"10.04.2018 15:00 - 10.04.2018 16:00","0","1505"
"10.04.2018 16:00 - 10.04.2018 17:00","0","1505"
"10.04.2018 17:00 - 10.04.2018 18:00","0","1505"
"10.04.2018 18:00 - 10.04.2018 19:00","0","1505"
"10.04.2018 19:00 - 10.04.2018 20:00","0","1505"
"10.04.2018 20:00 - 10.04.2018 21:00","0","1505"
"10.04.2018 21:00 - 10.04.2018 22:00","0","1505"
"10.04.2018 22:00 - 10.04.2018 23:00","0","1505"
"10.04.2018 23:00 - 11.04.2018 00:00","0","1505"
"11.04.2018 00:00 - 11.04.2018 01:00","0","1506"
"11.04.2018 01:00 - 11.04.2018 02:00","0","1506"
"11.04.2018 02:00 - 11.04.2018 03:00","0","1505"
"11.04.2018 03:00 - 11.04.2018 04:00","0","1505"
"11.04.2018 04:00 - 11.04.2018 05:00","0","1505"
"11.04.2018 05:00 - 11.04.2018 06:00","0","1505"
"11.04.2018 06:00 - 11.04.2018 07:00","0","1506"
"11.04.2018 07:00 - 11.04.2018 08:00","0","1505"
"11.04.2018 08:00 - 11.04.2018 09:00","0","1505"
"11.04.2018 09:00 - 11.04.2018 10:00","0","1506"
"11.04.2018 10:00 - 11.04.2018 11:00","0","1505"
"11.04.2018 11:00 - 11.04.2018 12:00","0","1505"
"11.04.2018 12:00 - 11.04.2018 13:00","0","1506"
"11.04.2018 13:00 - 11.04.2018 14:00","0","1505"
"11.04.2018 14:00 - 11.04.2018 15:00","0","1505"
"11.04.2018 15:00 - 11.04.2018 16:00","0","1506"
"11.04.2018 16:00 - 11.04.2018 17:00","0","1506"
"11.04.2018 17:00 - 11.04.2018 18:00","0","1505"
"11.04.2018 18:00 - 11.04.2018 19:00","0","1505"
"11.04.2018 19:00 - 11.04.2018 20:00","0","1506"
"11.04.2018 20:00 - 11.04.2018 21:00","0","1506"
"11.04.2018 21:00 - 11.04.2018 22:00","0","1506"
"11.04.2018 22:00 - 11.04.2018 23:00","0","1506"
"11.04.2018 23:00 - 12.04.2018 00:00","0","1506"
"12.04.2018 00:00 - 12.04.2018 01:00","0","1505"
"12.04.2018 01:00 - 12.04.2018 02:00","0","1478"
"12.04.2018 02:00 - 12.04.2018 03:00","0","1478"
"12.04.2018 03:00 - 12.04.2018 04:00","0","1478"
"12.04.2018 04:00 - 12.04.2018 05:00","0","1478"
"12.04.2018 05:00 - 12.04.2018 06:00","0","1478"
"12.04.2018 06:00 - 12.04.2018 07:00","0","1478"
"12.04.2018 07:00 - 12.04.2018 08:00","0","1505"
"12.04.2018 08:00 - 12.04.2018 09:00","0","1506"
"12.04.2018 09:00 - 12.04.2018 10:00","0","1356"
"12.04.2018 10:00 - 12.04.2018 11:00","0","1506"
"12.04.2018 11:00 - 12.04.2018 12:00","0","1303"
"12.04.2018 12:00 - 12.04.2018 13:00","0","1506"
"12.04.2018 13:00 - 12.04.2018 14:00","0","1505"
"12.04.2018 14:00 - 12.04.2018 15:00","0","1506"
"12.04.2018 15:00 - 12.04.2018 16:00","0","1506"
"12.04.2018 16:00 - 12.04.2018 17:00","0","1505"
"12.04.2018 17:00 - 12.04.2018 18:00","0","1506"
"12.04.2018 18:00 - 12.04.2018 19:00","0","1506"
"12.04.2018 19:00 - 12.04.2018 20:00","0","1506"
"12.04.2018 20:00 - 12.04.2018 21:00","0","1506"
"12.04.2018 21:00 - 12.04.2018 22:00","0","1506"
"12.04.2018 22:00 - 12.04.2018 23:00","0","1506"
"12.04.2018 23:00 - 13.04.2018 00:00","0","1506"
"13.04.2018 00:00 - 13.04.2018 01:00","0","1505"
"13.04.2018 01:00 - 13.04.2018 02:00","0","1506"
"13.04.2018 02:00 - 13.04.2018 03:00","0","1506"
"13.04.2018 03:00 - 13.04.2018 04:00","0","1505"
"13.04.2018 04:00 - 13.04.2018 05:00","0","1505"
"13.04.2018 05:00 - 13.04.2018 06:00","0","1505"
"13.04.2018 06:00 - 13.04.2018 07:00","0","1506"
"13.04.2018 07:00 - 13.04.2018 08:00","0","1506"
"13.04.2018 08:00 - 13.04.2018 09:00","0","744"
"13.04.2018 09:00 - 13.04.2018 10:00","0","1505"
"13.04.2018 10:00 - 13.04.2018 11:00","0","1506"
"13.04.2018 11:00 - 13.04.2018 12:00","0","1506"
"13.04.2018 12:00 - 13.04.2018 13:00","0","1506"
"13.04.2018 13:00 - 13.04.2018 14:00","0","1506"
"13.04.2018 14:00 - 13.04.2018 15:00","0","1505"
"13.04.2018 15:00 - 13.04.2018 16:00","0","1506"
"13.04.2018 16:00 - 13.04.2018 17:00","0","1505"
"13.04.2018 17:00 - 13.04.2018 18:00","0","1506"
"13.04.2018 18:00 - 13.04.2018 19:00","0","1506"
"13.04.2018 19:00 - 13.04.2018 20:00","0","1506"
"13.04.2018 20:00 - 13.04.2018 21:00","0","1506"
"13.04.2018 21:00 - 13.04.2018 22:00","0","1505"
"13.04.2018 22:00 - 13.04.2018 23:00","0","1505"
"13.04.2018 23:00 - 14.04.2018 00:00","0","1505"
"14.04.2018 00:00 - 14.04.2018 01:00","0","1506"
"14.04.2018 01:00 - 14.04.2018 02:00","0","1505"
"14.04.2018 02:00 - 14.04.2018 03:00","0","1506"
"14.04.2018 03:00 - 14.04.2018 04:00","0","1505"
"14.04.2018 04:00 - 14.04.2018 05:00","0","1504"
"14.04.2018 05:00 - 14.04.2018 06:00","0","1505"
"14.04.2018 06:00 - 14.04.2018 07:00","0","1505"
"14.04.2018 07:00 - 14.04.2018 08:00","0","1505"
"14.04.2018 08:00 - 14.04.2018 09:00","0","1505"
"14.04.2018 09:00 - 14.04.2018 10:00","0","1505"
"14.04.2018 10:00 - 14.04.2018 11:00","0","1505"
"14.04.2018 11:00 - 14.04.2018 12:00","0","1505"
"14.04.2018 12:00 - 14.04.2018 13:00","0","1505"
"14.04.2018 13:00 - 14.04.2018 14:00","0","1505"
"14.04.2018 14:00 - 14.04.2018 15:00","0","1506"
"14.04.2018 15:00 - 14.04.2018 16:00","0","1506"
"14.04.2018 16:00 - 14.04.2018 17:00","0","1506"
"14.04.2018 17:00 - 14.04.2018 18:00","0","1506"
"14.04.2018 18:00 - 14.04.2018 19:00","0","1507"
"14.04.2018 19:00 - 14.04.2018 20:00","0","1507"
"14.04.2018 20:00 - 14.04.2018 21:00","0","1506"
"14.04.2018 21:00 - 14.04.2018 22:00","0","1506"
"14.04.2018 22:00 - 14.04.2018 23:00","0","1507"
"14.04.2018 23:00 - 15.04.2018 00:00","0","1507"
"15.04.2018 00:00 - 15.04.2018 01:00","0","1506"
"15.04.2018 01:00 - 15.04.2018 02:00","0","1456"
"15.04.2018 02:00 - 15.04.2018 03:00","0","1455"
"15.04.2018 03:00 - 15.04.2018 04:00","0","1455"
"15.04.2018 04:00 - 15.04.2018 05:00","0","1455"
"15.04.2018 05:00 - 15.04.2018 06:00","0","1455"
"15.04.2018 06:00 - 15.04.2018 07:00","0","1455"
"15.04.2018 07:00 - 15.04.2018 08:00","0","1455"
"15.04.2018 08:00 - 15.04.2018 09:00","0","1455"
"15.04.2018 09:00 - 15.04.2018 10:00","0","1507"
"15.04.2018 10:00 - 15.04.2018 11:00","0","1506"
"15.04.2018 11:00 - 15.04.2018 12:00","0","1506"
"15.04.2018 12:00 - 15.04.2018 13:00","0","1507"
"15.04.2018 13:00 - 15.04.2018 14:00","0","1506"
"15.04.2018 14:00 - 15.04.2018 15:00","0","1507"
"15.04.2018 15:00 - 15.04.2018 16:00","0","1507"
"15.04.2018 16:00 - 15.04.2018 17:00","0","1506"
"15.04.2018 17:00 - 15.04.2018 18:00","0","1507"
"15.04.2018 18:00 - 15.04.2018 19:00","0","1506"
"15.04.2018 19:00 - 15.04.2018 20:00","0","1506"
"15.04.2018 20:00 - 15.04.2018 21:00","0","1506"
"15.04.2018 21:00 - 15.04.2018 22:00","0","1506"
"15.04.2018 22:00 - 15.04.2018 23:00","0","1506"
"15.04.2018 23:00 - 16.04.2018 00:00","0","1489"
"16.04.2018 00:00 - 16.04.2018 01:00","0","1331"
"16.04.2018 01:00 - 16.04.2018 02:00","0","1330"
"16.04.2018 02:00 - 16.04.2018 03:00","0","1330"
"16.04.2018 03:00 - 16.04.2018 04:00","0","1330"
"16.04.2018 04:00 - 16.04.2018 05:00","0","1330"
"16.04.2018 05:00 - 16.04.2018 06:00","0","1331"
"16.04.2018 06:00 - 16.04.2018 07:00","0","1022"
"16.04.2018 07:00 - 16.04.2018 08:00","0","822"
"16.04.2018 08:00 - 16.04.2018 09:00","0","1352"
"16.04.2018 09:00 - 16.04.2018 10:00","0","1406"
"16.04.2018 10:00 - 16.04.2018 11:00","0","1505"
"16.04.2018 11:00 - 16.04.2018 12:00","0","1506"
"16.04.2018 12:00 - 16.04.2018 13:00","0","1506"
"16.04.2018 13:00 - 16.04.2018 14:00","0","1506"
"16.04.2018 14:00 - 16.04.2018 15:00","0","1506"
"16.04.2018 15:00 - 16.04.2018 16:00","0","1506"
"16.04.2018 16:00 - 16.04.2018 17:00","0","1506"
"16.04.2018 17:00 - 16.04.2018 18:00","0","1335"
"16.04.2018 18:00 - 16.04.2018 19:00","0","1506"
"16.04.2018 19:00 - 16.04.2018 20:00","0","1505"
"16.04.2018 20:00 - 16.04.2018 21:00","0","1505"
"16.04.2018 21:00 - 16.04.2018 22:00","0","1506"
"16.04.2018 22:00 - 16.04.2018 23:00","0","1506"
"16.04.2018 23:00 - 17.04.2018 00:00","0","1455"
"17.04.2018 00:00 - 17.04.2018 01:00","0","1307"
"17.04.2018 01:00 - 17.04.2018 02:00","0","1257"
"17.04.2018 02:00 - 17.04.2018 03:00","0","1258"
"17.04.2018 03:00 - 17.04.2018 04:00","0","957"
"17.04.2018 04:00 - 17.04.2018 05:00","0","960"
"17.04.2018 05:00 - 17.04.2018 06:00","0","447"
"17.04.2018 06:00 - 17.04.2018 07:00","0","462"
"17.04.2018 07:00 - 17.04.2018 08:00","0","1366"
"17.04.2018 08:00 - 17.04.2018 09:00","0","1504"
"17.04.2018 09:00 - 17.04.2018 10:00","0","1504"
"17.04.2018 10:00 - 17.04.2018 11:00","0","1505"
"17.04.2018 11:00 - 17.04.2018 12:00","0","1505"
"17.04.2018 12:00 - 17.04.2018 13:00","0","1506"
"17.04.2018 13:00 - 17.04.2018 14:00","0","1478"
"17.04.2018 14:00 - 17.04.2018 15:00","0","1478"
"17.04.2018 15:00 - 17.04.2018 16:00","0","1507"
"17.04.2018 16:00 - 17.04.2018 17:00","0","1506"
"17.04.2018 17:00 - 17.04.2018 18:00","0","1507"
"17.04.2018 18:00 - 17.04.2018 19:00","0","1506"
"17.04.2018 19:00 - 17.04.2018 20:00","0","1506"
"17.04.2018 20:00 - 17.04.2018 21:00","0","1506"
"17.04.2018 21:00 - 17.04.2018 22:00","0","1506"
"17.04.2018 22:00 - 17.04.2018 23:00","0","1506"
"17.04.2018 23:00 - 18.04.2018 00:00","0","1455"
"18.04.2018 00:00 - 18.04.2018 01:00","0","1255"
"18.04.2018 01:00 - 18.04.2018 02:00","0","1206"
"18.04.2018 02:00 - 18.04.2018 03:00","0","1205"
"18.04.2018 03:00 - 18.04.2018 04:00","0","1205"
"18.04.2018 04:00 - 18.04.2018 05:00","0","1256"
"18.04.2018 05:00 - 18.04.2018 06:00","0","1255"
"18.04.2018 06:00 - 18.04.2018 07:00","0","1254"
"18.04.2018 07:00 - 18.04.2018 08:00","0","1454"
"18.04.2018 08:00 - 18.04.2018 09:00","0","1506"
"18.04.2018 09:00 - 18.04.2018 10:00","0","1505"
"18.04.2018 10:00 - 18.04.2018 11:00","0","1506"
"18.04.2018 11:00 - 18.04.2018 12:00","0","1505"
"18.04.2018 12:00 - 18.04.2018 13:00","0","1506"
"18.04.2018 13:00 - 18.04.2018 14:00","0","1506"
"18.04.2018 14:00 - 18.04.2018 15:00","0","1208"
"18.04.2018 15:00 - 18.04.2018 16:00","0","1205"
"18.04.2018 16:00 - 18.04.2018 17:00","0","1506"
"18.04.2018 17:00 - 18.04.2018 18:00","0","1506"
"18.04.2018 18:00 - 18.04.2018 19:00","0","1506"
"18.04.2018 19:00 - 18.04.2018 20:00","0","1505"
"18.04.2018 20:00 - 18.04.2018 21:00","0","1505"
"18.04.2018 21:00 - 18.04.2018 22:00","0","1507"
"18.04.2018 22:00 - 18.04.2018 23:00","0","1506"
"18.04.2018 23:00 - 19.04.2018 00:00","0","1506"
"19.04.2018 00:00 - 19.04.2018 01:00","0","1402"
"19.04.2018 01:00 - 19.04.2018 02:00","0","1317"
"19.04.2018 02:00 - 19.04.2018 03:00","0","1297"
"19.04.2018 03:00 - 19.04.2018 04:00","0","1274"
"19.04.2018 04:00 - 19.04.2018 05:00","0","1296"
"19.04.2018 05:00 - 19.04.2018 06:00","0","1343"
"19.04.2018 06:00 - 19.04.2018 07:00","0","1364"
"19.04.2018 07:00 - 19.04.2018 08:00","0","1499"
"19.04.2018 08:00 - 19.04.2018 09:00","0","1505"
"19.04.2018 09:00 - 19.04.2018 10:00","0","1505"
"19.04.2018 10:00 - 19.04.2018 11:00","0","1505"
"19.04.2018 11:00 - 19.04.2018 12:00","0","1507"
"19.04.2018 12:00 - 19.04.2018 13:00","0","1506"
"19.04.2018 13:00 - 19.04.2018 14:00","0","1506"
"19.04.2018 14:00 - 19.04.2018 15:00","0","1506"
"19.04.2018 15:00 - 19.04.2018 16:00","0","1506"
"19.04.2018 16:00 - 19.04.2018 17:00","0","1507"
"19.04.2018 17:00 - 19.04.2018 18:00","0","1508"
"19.04.2018 18:00 - 19.04.2018 19:00","0","1507"
"19.04.2018 19:00 - 19.04.2018 20:00","0","1507"
"19.04.2018 20:00 - 19.04.2018 21:00","0","1506"
"19.04.2018 21:00 - 19.04.2018 22:00","0","1506"
"19.04.2018 22:00 - 19.04.2018 23:00","0","1505"
"19.04.2018 23:00 - 20.04.2018 00:00","0","1506"
"20.04.2018 00:00 - 20.04.2018 01:00","0","1506"
"20.04.2018 01:00 - 20.04.2018 02:00","0","1506"
"20.04.2018 02:00 - 20.04.2018 03:00","0","1507"
"20.04.2018 03:00 - 20.04.2018 04:00","0","1506"
"20.04.2018 04:00 - 20.04.2018 05:00","0","1506"
"20.04.2018 05:00 - 20.04.2018 06:00","0","1506"
"20.04.2018 06:00 - 20.04.2018 07:00","0","1505"
"20.04.2018 07:00 - 20.04.2018 08:00","0","1506"
"20.04.2018 08:00 - 20.04.2018 09:00","0","1506"
"20.04.2018 09:00 - 20.04.2018 10:00","0","1507"
"20.04.2018 10:00 - 20.04.2018 11:00","0","1506"
"20.04.2018 11:00 - 20.04.2018 12:00","0","1507"
"20.04.2018 12:00 - 20.04.2018 13:00","0","1506"
"20.04.2018 13:00 - 20.04.2018 14:00","0","1506"
"20.04.2018 14:00 - 20.04.2018 15:00","0","1506"
"20.04.2018 15:00 - 20.04.2018 16:00","0","1506"
"20.04.2018 16:00 - 20.04.2018 17:00","0","1506"
"20.04.2018 17:00 - 20.04.2018 18:00","0","1507"
"20.04.2018 18:00 - 20.04.2018 19:00","0","1508"
"20.04.2018 19:00 - 20.04.2018 20:00","0","1508"
"20.04.2018 20:00 - 20.04.2018 21:00","0","1507"
"20.04.2018 21:00 - 20.04.2018 22:00","0","1489"
"20.04.2018 22:00 - 20.04.2018 23:00","0","1006"
"20.04.2018 23:00 - 21.04.2018 00:00","0","1007"
"21.04.2018 00:00 - 21.04.2018 01:00","0","1006"
"21.04.2018 01:00 - 21.04.2018 02:00","0","1006"
"21.04.2018 02:00 - 21.04.2018 03:00","0","1006"
"21.04.2018 03:00 - 21.04.2018 04:00","0","1454"
"21.04.2018 04:00 - 21.04.2018 05:00","0","1455"
"21.04.2018 05:00 - 21.04.2018 06:00","0","1455"
"21.04.2018 06:00 - 21.04.2018 07:00","0","1455"
"21.04.2018 07:00 - 21.04.2018 08:00","0","1505"
"21.04.2018 08:00 - 21.04.2018 09:00","0","1506"
"21.04.2018 09:00 - 21.04.2018 10:00","0","1506"
"21.04.2018 10:00 - 21.04.2018 11:00","0","1506"
"21.04.2018 11:00 - 21.04.2018 12:00","0","1506"
"21.04.2018 12:00 - 21.04.2018 13:00","0","1507"
"21.04.2018 13:00 - 21.04.2018 14:00","0","1456"
"21.04.2018 14:00 - 21.04.2018 15:00","0","1308"
"21.04.2018 15:00 - 21.04.2018 16:00","0","1307"
"21.04.2018 16:00 - 21.04.2018 17:00","0","1305"
"21.04.2018 17:00 - 21.04.2018 18:00","0","1508"
"21.04.2018 18:00 - 21.04.2018 19:00","0","1509"
"21.04.2018 19:00 - 21.04.2018 20:00","0","1508"
"21.04.2018 20:00 - 21.04.2018 21:00","0","1507"
"21.04.2018 21:00 - 21.04.2018 22:00","0","1508"
"21.04.2018 22:00 - 21.04.2018 23:00","0","1508"
"21.04.2018 23:00 - 22.04.2018 00:00","0","1509"
"22.04.2018 00:00 - 22.04.2018 01:00","0","1409"
"22.04.2018 01:00 - 22.04.2018 02:00","0","1258"
"22.04.2018 02:00 - 22.04.2018 03:00","0","1257"
"22.04.2018 03:00 - 22.04.2018 04:00","0","1257"
"22.04.2018 04:00 - 22.04.2018 05:00","0","1257"
"22.04.2018 05:00 - 22.04.2018 06:00","0","1258"
"22.04.2018 06:00 - 22.04.2018 07:00","0","1257"
"22.04.2018 07:00 - 22.04.2018 08:00","0","1257"
"22.04.2018 08:00 - 22.04.2018 09:00","0","1306"
"22.04.2018 09:00 - 22.04.2018 10:00","0","1307"
"22.04.2018 10:00 - 22.04.2018 11:00","0","1408"
"22.04.2018 11:00 - 22.04.2018 12:00","0","1409"
"22.04.2018 12:00 - 22.04.2018 13:00","0","1409"
"22.04.2018 13:00 - 22.04.2018 14:00","0","1354"
"22.04.2018 14:00 - 22.04.2018 15:00","0","1354"
"22.04.2018 15:00 - 22.04.2018 16:00","0","1354"
"22.04.2018 16:00 - 22.04.2018 17:00","0","1354"
"22.04.2018 17:00 - 22.04.2018 18:00","0","1408"
"22.04.2018 18:00 - 22.04.2018 19:00","0","1409"
"22.04.2018 19:00 - 22.04.2018 20:00","0","1409"
"22.04.2018 20:00 - 22.04.2018 21:00","0","1409"
"22.04.2018 21:00 - 22.04.2018 22:00","0","1409"
"22.04.2018 22:00 - 22.04.2018 23:00","0","1409"
"22.04.2018 23:00 - 23.04.2018 00:00","0","1409"
"23.04.2018 00:00 - 23.04.2018 01:00","0","1206"
"23.04.2018 01:00 - 23.04.2018 02:00","0","1151"
"23.04.2018 02:00 - 23.04.2018 03:00","0","1157"
"23.04.2018 03:00 - 23.04.2018 04:00","0","1158"
"23.04.2018 04:00 - 23.04.2018 05:00","0","909"
"23.04.2018 05:00 - 23.04.2018 06:00","0","908"
"23.04.2018 06:00 - 23.04.2018 07:00","0","1088"
"23.04.2018 07:00 - 23.04.2018 08:00","0","1258"
"23.04.2018 08:00 - 23.04.2018 09:00","0","1506"
"23.04.2018 09:00 - 23.04.2018 10:00","0","1506"
"23.04.2018 10:00 - 23.04.2018 11:00","0","1508"
"23.04.2018 11:00 - 23.04.2018 12:00","0","1508"
"23.04.2018 12:00 - 23.04.2018 13:00","0","1507"
"23.04.2018 13:00 - 23.04.2018 14:00","0","1507"
"23.04.2018 14:00 - 23.04.2018 15:00","0","1507"
"23.04.2018 15:00 - 23.04.2018 16:00","0","1508"
"23.04.2018 16:00 - 23.04.2018 17:00","0","1508"
"23.04.2018 17:00 - 23.04.2018 18:00","0","1507"
"23.04.2018 18:00 - 23.04.2018 19:00","0","1508"
"23.04.2018 19:00 - 23.04.2018 20:00","0","1508"
"23.04.2018 20:00 - 23.04.2018 21:00","0","1508"
"23.04.2018 21:00 - 23.04.2018 22:00","0","1508"
"23.04.2018 22:00 - 23.04.2018 23:00","0","1508"
"23.04.2018 23:00 - 24.04.2018 00:00","0","1410"
"24.04.2018 00:00 - 24.04.2018 01:00","0","1206"
"24.04.2018 01:00 - 24.04.2018 02:00","0","1205"
"24.04.2018 02:00 - 24.04.2018 03:00","0","1205"
"24.04.2018 03:00 - 24.04.2018 04:00","0","1206"
"24.04.2018 04:00 - 24.04.2018 05:00","0","806"
"24.04.2018 05:00 - 24.04.2018 06:00","0","806"
"24.04.2018 06:00 - 24.04.2018 07:00","0","1302"
"24.04.2018 07:00 - 24.04.2018 08:00","0","1507"
"24.04.2018 08:00 - 24.04.2018 09:00","0","1508"
"24.04.2018 09:00 - 24.04.2018 10:00","0","1508"
"24.04.2018 10:00 - 24.04.2018 11:00","0","1507"
"24.04.2018 11:00 - 24.04.2018 12:00","0","1508"
"24.04.2018 12:00 - 24.04.2018 13:00","0","1509"
"24.04.2018 13:00 - 24.04.2018 14:00","0","1508"
"24.04.2018 14:00 - 24.04.2018 15:00","0","1507"
"24.04.2018 15:00 - 24.04.2018 16:00","0","1508"
"24.04.2018 16:00 - 24.04.2018 17:00","0","1508"
"24.04.2018 17:00 - 24.04.2018 18:00","0","1508"
"24.04.2018 18:00 - 24.04.2018 19:00","0","1508"
"24.04.2018 19:00 - 24.04.2018 20:00","0","1507"
"24.04.2018 20:00 - 24.04.2018 21:00","0","1507"
"24.04.2018 21:00 - 24.04.2018 22:00","0","1507"
"24.04.2018 22:00 - 24.04.2018 23:00","0","1508"
"24.04.2018 23:00 - 25.04.2018 00:00","0","1508"
"25.04.2018 00:00 - 25.04.2018 01:00","0","1432"
"25.04.2018 01:00 - 25.04.2018 02:00","0","1354"
"25.04.2018 02:00 - 25.04.2018 03:00","0","1353"
"25.04.2018 03:00 - 25.04.2018 04:00","0","1353"
"25.04.2018 04:00 - 25.04.2018 05:00","0","1353"
"25.04.2018 05:00 - 25.04.2018 06:00","0","1353"
"25.04.2018 06:00 - 25.04.2018 07:00","0","1431"
"25.04.2018 07:00 - 25.04.2018 08:00","0","1507"
