"Time (CET)","Hungary (HU) > Croatia (HR) [MW]","Croatia (HR) > Hungary (HU) [MW]"
"24.04.2018 09:00 - 24.04.2018 10:00","0","173"
"24.04.2018 10:00 - 24.04.2018 11:00","56","0"
"24.04.2018 11:00 - 24.04.2018 12:00","93","0"
"24.04.2018 12:00 - 24.04.2018 13:00","50","0"
"24.04.2018 13:00 - 24.04.2018 14:00","0","27"
"24.04.2018 14:00 - 24.04.2018 15:00","0","44"
"24.04.2018 15:00 - 24.04.2018 16:00","54","0"
"24.04.2018 16:00 - 24.04.2018 17:00","57","0"
"24.04.2018 17:00 - 24.04.2018 18:00","68","0"
"24.04.2018 18:00 - 24.04.2018 19:00","14","0"
"24.04.2018 19:00 - 24.04.2018 20:00","0","31"
"24.04.2018 20:00 - 24.04.2018 21:00","70","0"
"24.04.2018 21:00 - 24.04.2018 22:00","16","0"
"24.04.2018 22:00 - 24.04.2018 23:00","112","0"
"24.04.2018 23:00 - 25.04.2018 00:00","139","0"
"25.04.2018 00:00 - 25.04.2018 01:00","223","0"
"25.04.2018 01:00 - 25.04.2018 02:00","258","0"
"25.04.2018 02:00 - 25.04.2018 03:00","260","0"
"25.04.2018 03:00 - 25.04.2018 04:00","164","0"
"25.04.2018 04:00 - 25.04.2018 05:00","231","0"
"25.04.2018 05:00 - 25.04.2018 06:00","159","0"
"25.04.2018 06:00 - 25.04.2018 07:00","1","0"
"25.04.2018 07:00 - 25.04.2018 08:00","0","93"
"25.04.2018 08:00 - 25.04.2018 09:00","0","80"
"25.04.2018 09:00 - 25.04.2018 10:00","0","92"
"25.04.2018 10:00 - 25.04.2018 11:00","0","10"
"25.04.2018 11:00 - 25.04.2018 12:00","45","0"
"25.04.2018 12:00 - 25.04.2018 13:00","54","0"
"25.04.2018 13:00 - 25.04.2018 14:00","9","0"
"25.04.2018 14:00 - 25.04.2018 15:00","0","63"
"25.04.2018 15:00 - 25.04.2018 16:00","8","0"
"25.04.2018 16:00 - 25.04.2018 17:00","64","0"
"25.04.2018 17:00 - 25.04.2018 18:00","0","6"
"25.04.2018 18:00 - 25.04.2018 19:00","0","82"
"25.04.2018 19:00 - 25.04.2018 20:00","0","88"
"25.04.2018 20:00 - 25.04.2018 21:00","0","72"
"25.04.2018 21:00 - 25.04.2018 22:00","0","30"
"25.04.2018 22:00 - 25.04.2018 23:00","78","0"
"25.04.2018 23:00 - 26.04.2018 00:00","180","0"
"26.04.2018 00:00 - 26.04.2018 01:00","382","0"
"26.04.2018 01:00 - 26.04.2018 02:00","353","0"
"26.04.2018 02:00 - 26.04.2018 03:00","302","0"
"26.04.2018 03:00 - 26.04.2018 04:00","312","0"
"26.04.2018 04:00 - 26.04.2018 05:00","305","0"
"26.04.2018 05:00 - 26.04.2018 06:00","391","0"
"26.04.2018 06:00 - 26.04.2018 07:00","19","0"
"26.04.2018 07:00 - 26.04.2018 08:00","2","0"
"26.04.2018 08:00 - 26.04.2018 09:00","0","72"
"26.04.2018 09:00 - 26.04.2018 10:00","0","93"
"26.04.2018 10:00 - 26.04.2018 11:00","0","48"
"26.04.2018 11:00 - 26.04.2018 12:00","74","0"
"26.04.2018 12:00 - 26.04.2018 13:00","156","0"
"26.04.2018 13:00 - 26.04.2018 14:00","140","0"
"26.04.2018 14:00 - 26.04.2018 15:00","204","0"
"26.04.2018 15:00 - 26.04.2018 16:00","237","0"
"26.04.2018 16:00 - 26.04.2018 17:00","280","0"
"26.04.2018 17:00 - 26.04.2018 18:00","138","0"
"26.04.2018 18:00 - 26.04.2018 19:00","41","0"
"26.04.2018 19:00 - 26.04.2018 20:00","47","0"
"26.04.2018 20:00 - 26.04.2018 21:00","162","0"
"26.04.2018 21:00 - 26.04.2018 22:00","65","0"
"26.04.2018 22:00 - 26.04.2018 23:00","58","0"
"26.04.2018 23:00 - 27.04.2018 00:00","97","0"
"27.04.2018 00:00 - 27.04.2018 01:00","89","0"
"27.04.2018 01:00 - 27.04.2018 02:00","49","0"
"27.04.2018 02:00 - 27.04.2018 03:00","8","0"
"27.04.2018 03:00 - 27.04.2018 04:00","0","19"
"27.04.2018 04:00 - 27.04.2018 05:00","0","32"
"27.04.2018 05:00 - 27.04.2018 06:00","0","159"
"27.04.2018 06:00 - 27.04.2018 07:00","0","326"
"27.04.2018 07:00 - 27.04.2018 08:00","0","386"
"27.04.2018 08:00 - 27.04.2018 09:00","0","393"
"27.04.2018 09:00 - 27.04.2018 10:00","0","405"
"27.04.2018 10:00 - 27.04.2018 11:00","0","291"
"27.04.2018 11:00 - 27.04.2018 12:00","0","174"
"27.04.2018 12:00 - 27.04.2018 13:00","0","150"
"27.04.2018 13:00 - 27.04.2018 14:00","0","138"
"27.04.2018 14:00 - 27.04.2018 15:00","0","169"
"27.04.2018 15:00 - 27.04.2018 16:00","0","164"
"27.04.2018 16:00 - 27.04.2018 17:00","0","143"
"27.04.2018 17:00 - 27.04.2018 18:00","0","203"
"27.04.2018 18:00 - 27.04.2018 19:00","0","190"
"27.04.2018 19:00 - 27.04.2018 20:00","0","252"
"27.04.2018 20:00 - 27.04.2018 21:00","0","53"
"27.04.2018 21:00 - 27.04.2018 22:00","0","45"
"27.04.2018 22:00 - 27.04.2018 23:00","37","0"
"27.04.2018 23:00 - 28.04.2018 00:00","76","0"
"28.04.2018 00:00 - 28.04.2018 01:00","300","0"
"28.04.2018 01:00 - 28.04.2018 02:00","366","0"
"28.04.2018 02:00 - 28.04.2018 03:00","335","0"
"28.04.2018 03:00 - 28.04.2018 04:00","285","0"
"28.04.2018 04:00 - 28.04.2018 05:00","279","0"
"28.04.2018 05:00 - 28.04.2018 06:00","264","0"
"28.04.2018 06:00 - 28.04.2018 07:00","87","0"
"28.04.2018 07:00 - 28.04.2018 08:00","77","0"
"28.04.2018 08:00 - 28.04.2018 09:00","156","0"
"28.04.2018 09:00 - 28.04.2018 10:00","227","0"
"28.04.2018 10:00 - 28.04.2018 11:00","232","0"
"28.04.2018 11:00 - 28.04.2018 12:00","301","0"
"28.04.2018 12:00 - 28.04.2018 13:00","368","0"
"28.04.2018 13:00 - 28.04.2018 14:00","404","0"
"28.04.2018 14:00 - 28.04.2018 15:00","399","0"
"28.04.2018 15:00 - 28.04.2018 16:00","367","0"
"28.04.2018 16:00 - 28.04.2018 17:00","357","0"
"28.04.2018 17:00 - 28.04.2018 18:00","182","0"
"28.04.2018 18:00 - 28.04.2018 19:00","0","66"
"28.04.2018 19:00 - 28.04.2018 20:00","0","86"
"28.04.2018 20:00 - 28.04.2018 21:00","0","17"
"28.04.2018 21:00 - 28.04.2018 22:00","0","9"
"28.04.2018 22:00 - 28.04.2018 23:00","0","52"
"28.04.2018 23:00 - 29.04.2018 00:00","50","0"
"29.04.2018 00:00 - 29.04.2018 01:00","245","0"
"29.04.2018 01:00 - 29.04.2018 02:00","227","0"
"29.04.2018 02:00 - 29.04.2018 03:00","285","0"
"29.04.2018 03:00 - 29.04.2018 04:00","266","0"
"29.04.2018 04:00 - 29.04.2018 05:00","245","0"
"29.04.2018 05:00 - 29.04.2018 06:00","236","0"
"29.04.2018 06:00 - 29.04.2018 07:00","199","0"
"29.04.2018 07:00 - 29.04.2018 08:00","269","0"
"29.04.2018 08:00 - 29.04.2018 09:00","286","0"
"29.04.2018 09:00 - 29.04.2018 10:00","275","0"
"29.04.2018 10:00 - 29.04.2018 11:00","260","0"
"29.04.2018 11:00 - 29.04.2018 12:00","254","0"
"29.04.2018 12:00 - 29.04.2018 13:00","305","0"
"29.04.2018 13:00 - 29.04.2018 14:00","280","0"
"29.04.2018 14:00 - 29.04.2018 15:00","311","0"
"29.04.2018 15:00 - 29.04.2018 16:00","280","0"
"29.04.2018 16:00 - 29.04.2018 17:00","241","0"
"29.04.2018 17:00 - 29.04.2018 18:00","297","0"
"29.04.2018 18:00 - 29.04.2018 19:00","267","0"
"29.04.2018 19:00 - 29.04.2018 20:00","299","0"
"29.04.2018 20:00 - 29.04.2018 21:00","411","0"
"29.04.2018 21:00 - 29.04.2018 22:00","464","0"
"29.04.2018 22:00 - 29.04.2018 23:00","473","0"
"29.04.2018 23:00 - 30.04.2018 00:00","446","0"
"30.04.2018 00:00 - 30.04.2018 01:00","592","0"
"30.04.2018 01:00 - 30.04.2018 02:00","658","0"
"30.04.2018 02:00 - 30.04.2018 03:00","630","0"
"30.04.2018 03:00 - 30.04.2018 04:00","574","0"
"30.04.2018 04:00 - 30.04.2018 05:00","560","0"
"30.04.2018 05:00 - 30.04.2018 06:00","508","0"
"30.04.2018 06:00 - 30.04.2018 07:00","423","0"
"30.04.2018 07:00 - 30.04.2018 08:00","419","0"
"30.04.2018 08:00 - 30.04.2018 09:00","456","0"
"30.04.2018 09:00 - 30.04.2018 10:00","393","0"
"30.04.2018 10:00 - 30.04.2018 11:00","416","0"
"30.04.2018 11:00 - 30.04.2018 12:00","504","0"
"30.04.2018 12:00 - 30.04.2018 13:00","573","0"
"30.04.2018 13:00 - 30.04.2018 14:00","505","0"
"30.04.2018 14:00 - 30.04.2018 15:00","490","0"
"30.04.2018 15:00 - 30.04.2018 16:00","457","0"
"30.04.2018 16:00 - 30.04.2018 17:00","505","0"
"30.04.2018 17:00 - 30.04.2018 18:00","467","0"
"30.04.2018 18:00 - 30.04.2018 19:00","286","0"
"30.04.2018 19:00 - 30.04.2018 20:00","241","0"
"30.04.2018 20:00 - 30.04.2018 21:00","342","0"
"30.04.2018 21:00 - 30.04.2018 22:00","354","0"
"30.04.2018 22:00 - 30.04.2018 23:00","362","0"
"30.04.2018 23:00 - 01.05.2018 00:00","308","0"
"01.05.2018 00:00 - 01.05.2018 01:00","601","0"
"01.05.2018 01:00 - 01.05.2018 02:00","707","0"
"01.05.2018 02:00 - 01.05.2018 03:00","647","0"
"01.05.2018 03:00 - 01.05.2018 04:00","685","0"
"01.05.2018 04:00 - 01.05.2018 05:00","640","0"
"01.05.2018 05:00 - 01.05.2018 06:00","689","0"
"01.05.2018 06:00 - 01.05.2018 07:00","598","0"
"01.05.2018 07:00 - 01.05.2018 08:00","583","0"
"01.05.2018 08:00 - 01.05.2018 09:00","486","0"
"01.05.2018 09:00 - 01.05.2018 10:00","426","0"
"01.05.2018 10:00 - 01.05.2018 11:00","343","0"
"01.05.2018 11:00 - 01.05.2018 12:00","338","0"
"01.05.2018 12:00 - 01.05.2018 13:00","366","0"
"01.05.2018 13:00 - 01.05.2018 14:00","418","0"
"01.05.2018 14:00 - 01.05.2018 15:00","420","0"
"01.05.2018 15:00 - 01.05.2018 16:00","417","0"
"01.05.2018 16:00 - 01.05.2018 17:00","409","0"
"01.05.2018 17:00 - 01.05.2018 18:00","375","0"
"01.05.2018 18:00 - 01.05.2018 19:00","208","0"
"01.05.2018 19:00 - 01.05.2018 20:00","185","0"
"01.05.2018 20:00 - 01.05.2018 21:00","26","0"
"01.05.2018 21:00 - 01.05.2018 22:00","92","0"
"01.05.2018 22:00 - 01.05.2018 23:00","200","0"
"01.05.2018 23:00 - 02.05.2018 00:00","194","0"
"02.05.2018 00:00 - 02.05.2018 01:00","167","0"
"02.05.2018 01:00 - 02.05.2018 02:00","167","0"
"02.05.2018 02:00 - 02.05.2018 03:00","104","0"
"02.05.2018 03:00 - 02.05.2018 04:00","76","0"
"02.05.2018 04:00 - 02.05.2018 05:00","48","0"
"02.05.2018 05:00 - 02.05.2018 06:00","12","0"
"02.05.2018 06:00 - 02.05.2018 07:00","0","309"
"02.05.2018 07:00 - 02.05.2018 08:00","0","331"
"02.05.2018 08:00 - 02.05.2018 09:00","0","293"
"02.05.2018 09:00 - 02.05.2018 10:00","0","258"
"02.05.2018 10:00 - 02.05.2018 11:00","0","203"
"02.05.2018 11:00 - 02.05.2018 12:00","51","0"
"02.05.2018 12:00 - 02.05.2018 13:00","138","0"
"02.05.2018 13:00 - 02.05.2018 14:00","163","0"
"02.05.2018 14:00 - 02.05.2018 15:00","144","0"
"02.05.2018 15:00 - 02.05.2018 16:00","134","0"
"02.05.2018 16:00 - 02.05.2018 17:00","100","0"
"02.05.2018 17:00 - 02.05.2018 18:00","0","42"
"02.05.2018 18:00 - 02.05.2018 19:00","0","41"
"02.05.2018 19:00 - 02.05.2018 20:00","0","140"
"02.05.2018 20:00 - 02.05.2018 21:00","0","130"
"02.05.2018 21:00 - 02.05.2018 22:00","0","30"
"02.05.2018 22:00 - 02.05.2018 23:00","114","0"
"02.05.2018 23:00 - 03.05.2018 00:00","103","0"
"03.05.2018 00:00 - 03.05.2018 01:00","155","0"
"03.05.2018 01:00 - 03.05.2018 02:00","46","0"
"03.05.2018 02:00 - 03.05.2018 03:00","58","0"
"03.05.2018 03:00 - 03.05.2018 04:00","0","0"
"03.05.2018 04:00 - 03.05.2018 05:00","23","0"
"03.05.2018 05:00 - 03.05.2018 06:00","76","0"
"03.05.2018 06:00 - 03.05.2018 07:00","0","238"
"03.05.2018 07:00 - 03.05.2018 08:00","0","252"
"03.05.2018 08:00 - 03.05.2018 09:00","0","133"
"03.05.2018 09:00 - 03.05.2018 10:00","0","136"
"03.05.2018 10:00 - 03.05.2018 11:00","0","124"
"03.05.2018 11:00 - 03.05.2018 12:00","0","87"
"03.05.2018 12:00 - 03.05.2018 13:00","0","67"
"03.05.2018 13:00 - 03.05.2018 14:00","0","28"
"03.05.2018 14:00 - 03.05.2018 15:00","0","19"
"03.05.2018 15:00 - 03.05.2018 16:00","0","72"
"03.05.2018 16:00 - 03.05.2018 17:00","0","77"
"03.05.2018 17:00 - 03.05.2018 18:00","0","109"
"03.05.2018 18:00 - 03.05.2018 19:00","0","211"
"03.05.2018 19:00 - 03.05.2018 20:00","0","130"
"03.05.2018 20:00 - 03.05.2018 21:00","0","119"
"03.05.2018 21:00 - 03.05.2018 22:00","0","142"
"03.05.2018 22:00 - 03.05.2018 23:00","79","0"
"03.05.2018 23:00 - 04.05.2018 00:00","118","0"
"04.05.2018 00:00 - 04.05.2018 01:00","136","0"
"04.05.2018 01:00 - 04.05.2018 02:00","91","0"
"04.05.2018 02:00 - 04.05.2018 03:00","24","0"
"04.05.2018 03:00 - 04.05.2018 04:00","28","0"
"04.05.2018 04:00 - 04.05.2018 05:00","66","0"
"04.05.2018 05:00 - 04.05.2018 06:00","65","0"
"04.05.2018 06:00 - 04.05.2018 07:00","0","277"
"04.05.2018 07:00 - 04.05.2018 08:00","0","342"
"04.05.2018 08:00 - 04.05.2018 09:00","0","314"
"04.05.2018 09:00 - 04.05.2018 10:00","0","225"
"04.05.2018 10:00 - 04.05.2018 11:00","0","72"
"04.05.2018 11:00 - 04.05.2018 12:00","61","0"
"04.05.2018 12:00 - 04.05.2018 13:00","76","0"
"04.05.2018 13:00 - 04.05.2018 14:00","125","0"
"04.05.2018 14:00 - 04.05.2018 15:00","0","11"
"04.05.2018 15:00 - 04.05.2018 16:00","0","31"
"04.05.2018 16:00 - 04.05.2018 17:00","0","109"
"04.05.2018 17:00 - 04.05.2018 18:00","0","152"
"04.05.2018 18:00 - 04.05.2018 19:00","0","127"
"04.05.2018 19:00 - 04.05.2018 20:00","0","189"
"04.05.2018 20:00 - 04.05.2018 21:00","0","91"
"04.05.2018 21:00 - 04.05.2018 22:00","0","102"
"04.05.2018 22:00 - 04.05.2018 23:00","135","0"
"04.05.2018 23:00 - 05.05.2018 00:00","58","0"
"05.05.2018 00:00 - 05.05.2018 01:00","105","0"
"05.05.2018 01:00 - 05.05.2018 02:00","119","0"
"05.05.2018 02:00 - 05.05.2018 03:00","135","0"
"05.05.2018 03:00 - 05.05.2018 04:00","107","0"
"05.05.2018 04:00 - 05.05.2018 05:00","81","0"
"05.05.2018 05:00 - 05.05.2018 06:00","125","0"
"05.05.2018 06:00 - 05.05.2018 07:00","59","0"
"05.05.2018 07:00 - 05.05.2018 08:00","0","90"
"05.05.2018 08:00 - 05.05.2018 09:00","0","116"
"05.05.2018 09:00 - 05.05.2018 10:00","0","142"
"05.05.2018 10:00 - 05.05.2018 11:00","0","122"
"05.05.2018 11:00 - 05.05.2018 12:00","8","0"
"05.05.2018 12:00 - 05.05.2018 13:00","62","0"
"05.05.2018 13:00 - 05.05.2018 14:00","124","0"
"05.05.2018 14:00 - 05.05.2018 15:00","130","0"
"05.05.2018 15:00 - 05.05.2018 16:00","58","0"
"05.05.2018 16:00 - 05.05.2018 17:00","0","56"
"05.05.2018 17:00 - 05.05.2018 18:00","0","68"
"05.05.2018 18:00 - 05.05.2018 19:00","1","0"
"05.05.2018 19:00 - 05.05.2018 20:00","0","36"
"05.05.2018 20:00 - 05.05.2018 21:00","0","44"
"05.05.2018 21:00 - 05.05.2018 22:00","0","41"
"05.05.2018 22:00 - 05.05.2018 23:00","24","0"
"05.05.2018 23:00 - 06.05.2018 00:00","65","0"
"06.05.2018 00:00 - 06.05.2018 01:00","412","0"
"06.05.2018 01:00 - 06.05.2018 02:00","385","0"
"06.05.2018 02:00 - 06.05.2018 03:00","368","0"
"06.05.2018 03:00 - 06.05.2018 04:00","283","0"
"06.05.2018 04:00 - 06.05.2018 05:00","182","0"
"06.05.2018 05:00 - 06.05.2018 06:00","122","0"
"06.05.2018 06:00 - 06.05.2018 07:00","105","0"
"06.05.2018 07:00 - 06.05.2018 08:00","211","0"
"06.05.2018 08:00 - 06.05.2018 09:00","246","0"
"06.05.2018 09:00 - 06.05.2018 10:00","273","0"
"06.05.2018 10:00 - 06.05.2018 11:00","297","0"
"06.05.2018 11:00 - 06.05.2018 12:00","318","0"
"06.05.2018 12:00 - 06.05.2018 13:00","291","0"
"06.05.2018 13:00 - 06.05.2018 14:00","239","0"
"06.05.2018 14:00 - 06.05.2018 15:00","320","0"
"06.05.2018 15:00 - 06.05.2018 16:00","261","0"
"06.05.2018 16:00 - 06.05.2018 17:00","188","0"
"06.05.2018 17:00 - 06.05.2018 18:00","169","0"
"06.05.2018 18:00 - 06.05.2018 19:00","84","0"
"06.05.2018 19:00 - 06.05.2018 20:00","40","0"
"06.05.2018 20:00 - 06.05.2018 21:00","27","0"
"06.05.2018 21:00 - 06.05.2018 22:00","74","0"
"06.05.2018 22:00 - 06.05.2018 23:00","5","0"
"06.05.2018 23:00 - 07.05.2018 00:00","119","0"
"07.05.2018 00:00 - 07.05.2018 01:00","0","24"
"07.05.2018 01:00 - 07.05.2018 02:00","0","131"
"07.05.2018 02:00 - 07.05.2018 03:00","0","193"
"07.05.2018 03:00 - 07.05.2018 04:00","0","193"
"07.05.2018 04:00 - 07.05.2018 05:00","0","190"
"07.05.2018 05:00 - 07.05.2018 06:00","0","235"
"07.05.2018 06:00 - 07.05.2018 07:00","0","427"
"07.05.2018 07:00 - 07.05.2018 08:00","0","537"
"07.05.2018 08:00 - 07.05.2018 09:00","0","554"
"07.05.2018 09:00 - 07.05.2018 10:00","0","323"
"07.05.2018 10:00 - 07.05.2018 11:00","0","173"
"07.05.2018 11:00 - 07.05.2018 12:00","0","158"
"07.05.2018 12:00 - 07.05.2018 13:00","0","113"
"07.05.2018 13:00 - 07.05.2018 14:00","0","75"
"07.05.2018 14:00 - 07.05.2018 15:00","0","105"
"07.05.2018 15:00 - 07.05.2018 16:00","0","116"
"07.05.2018 16:00 - 07.05.2018 17:00","0","183"
"07.05.2018 17:00 - 07.05.2018 18:00","0","305"
"07.05.2018 18:00 - 07.05.2018 19:00","0","408"
"07.05.2018 19:00 - 07.05.2018 20:00","0","346"
"07.05.2018 20:00 - 07.05.2018 21:00","0","241"
"07.05.2018 21:00 - 07.05.2018 22:00","0","187"
"07.05.2018 22:00 - 07.05.2018 23:00","0","108"
"07.05.2018 23:00 - 08.05.2018 00:00","0","15"
"08.05.2018 00:00 - 08.05.2018 01:00","74","0"
"08.05.2018 01:00 - 08.05.2018 02:00","1","0"
"08.05.2018 02:00 - 08.05.2018 03:00","0","74"
"08.05.2018 03:00 - 08.05.2018 04:00","0","101"
"08.05.2018 04:00 - 08.05.2018 05:00","0","124"
"08.05.2018 05:00 - 08.05.2018 06:00","0","129"
"08.05.2018 06:00 - 08.05.2018 07:00","0","427"
"08.05.2018 07:00 - 08.05.2018 08:00","0","400"
"08.05.2018 08:00 - 08.05.2018 09:00","0","368"
"08.05.2018 09:00 - 08.05.2018 10:00","0","235"
"08.05.2018 10:00 - 08.05.2018 11:00","0","193"
"08.05.2018 11:00 - 08.05.2018 12:00","0","117"
"08.05.2018 12:00 - 08.05.2018 13:00","0","47"
"08.05.2018 13:00 - 08.05.2018 14:00","0","18"
"08.05.2018 14:00 - 08.05.2018 15:00","31","0"
"08.05.2018 15:00 - 08.05.2018 16:00","0","1"
"08.05.2018 16:00 - 08.05.2018 17:00","44","0"
"08.05.2018 17:00 - 08.05.2018 18:00","0","94"
"08.05.2018 18:00 - 08.05.2018 19:00","0","94"
"08.05.2018 19:00 - 08.05.2018 20:00","0","180"
"08.05.2018 20:00 - 08.05.2018 21:00","0","108"
"08.05.2018 21:00 - 08.05.2018 22:00","0","19"
"08.05.2018 22:00 - 08.05.2018 23:00","66","0"
"08.05.2018 23:00 - 09.05.2018 00:00","244","0"
"09.05.2018 00:00 - 09.05.2018 01:00","156","0"
"09.05.2018 01:00 - 09.05.2018 02:00","49","0"
"09.05.2018 02:00 - 09.05.2018 03:00","3","0"
"09.05.2018 03:00 - 09.05.2018 04:00","0","28"
"09.05.2018 04:00 - 09.05.2018 05:00","0","17"
"09.05.2018 05:00 - 09.05.2018 06:00","0","122"
"09.05.2018 06:00 - 09.05.2018 07:00","0","375"
"09.05.2018 07:00 - 09.05.2018 08:00","0","265"
"09.05.2018 08:00 - 09.05.2018 09:00","0","251"
"09.05.2018 09:00 - 09.05.2018 10:00","0","240"
"09.05.2018 10:00 - 09.05.2018 11:00","0","295"
"09.05.2018 11:00 - 09.05.2018 12:00","0","246"
"09.05.2018 12:00 - 09.05.2018 13:00","0","162"
"09.05.2018 13:00 - 09.05.2018 14:00","0","116"
"09.05.2018 14:00 - 09.05.2018 15:00","0","143"
"09.05.2018 15:00 - 09.05.2018 16:00","0","171"
"09.05.2018 16:00 - 09.05.2018 17:00","0","225"
"09.05.2018 17:00 - 09.05.2018 18:00","0","312"
"09.05.2018 18:00 - 09.05.2018 19:00","0","290"
"09.05.2018 19:00 - 09.05.2018 20:00","0","277"
"09.05.2018 20:00 - 09.05.2018 21:00","0","201"
"09.05.2018 21:00 - 09.05.2018 22:00","0","223"
"09.05.2018 22:00 - 09.05.2018 23:00","0","126"
"09.05.2018 23:00 - 10.05.2018 00:00","0","114"
"10.05.2018 00:00 - 10.05.2018 01:00","106","0"
"10.05.2018 01:00 - 10.05.2018 02:00","80","0"
"10.05.2018 02:00 - 10.05.2018 03:00","120","0"
"10.05.2018 03:00 - 10.05.2018 04:00","48","0"
"10.05.2018 04:00 - 10.05.2018 05:00","28","0"
"10.05.2018 05:00 - 10.05.2018 06:00","0","9"
"10.05.2018 06:00 - 10.05.2018 07:00","0","61"
"10.05.2018 07:00 - 10.05.2018 08:00","0","42"
"10.05.2018 08:00 - 10.05.2018 09:00","0","4"
"10.05.2018 09:00 - 10.05.2018 10:00","0","2"
"10.05.2018 10:00 - 10.05.2018 11:00","22","0"
"10.05.2018 11:00 - 10.05.2018 12:00","0","10"
"10.05.2018 12:00 - 10.05.2018 13:00","0","4"
"10.05.2018 13:00 - 10.05.2018 14:00","0","16"
"10.05.2018 14:00 - 10.05.2018 15:00","27","0"
"10.05.2018 15:00 - 10.05.2018 16:00","0","36"
"10.05.2018 16:00 - 10.05.2018 17:00","0","99"
"10.05.2018 17:00 - 10.05.2018 18:00","0","40"
"10.05.2018 18:00 - 10.05.2018 19:00","0","59"
"10.05.2018 19:00 - 10.05.2018 20:00","0","33"
"10.05.2018 20:00 - 10.05.2018 21:00","0","33"
"10.05.2018 21:00 - 10.05.2018 22:00","0","24"
"10.05.2018 22:00 - 10.05.2018 23:00","85","0"
"10.05.2018 23:00 - 11.05.2018 00:00","153","0"
"11.05.2018 00:00 - 11.05.2018 01:00","174","0"
"11.05.2018 01:00 - 11.05.2018 02:00","105","0"
"11.05.2018 02:00 - 11.05.2018 03:00","0","46"
"11.05.2018 03:00 - 11.05.2018 04:00","0","101"
"11.05.2018 04:00 - 11.05.2018 05:00","0","137"
"11.05.2018 05:00 - 11.05.2018 06:00","0","99"
"11.05.2018 06:00 - 11.05.2018 07:00","0","278"
"11.05.2018 07:00 - 11.05.2018 08:00","0","273"
"11.05.2018 08:00 - 11.05.2018 09:00","0","216"
"11.05.2018 09:00 - 11.05.2018 10:00","0","202"
"11.05.2018 10:00 - 11.05.2018 11:00","0","231"
"11.05.2018 11:00 - 11.05.2018 12:00","0","189"
"11.05.2018 12:00 - 11.05.2018 13:00","0","216"
"11.05.2018 13:00 - 11.05.2018 14:00","0","191"
"11.05.2018 14:00 - 11.05.2018 15:00","0","167"
"11.05.2018 15:00 - 11.05.2018 16:00","0","211"
"11.05.2018 16:00 - 11.05.2018 17:00","0","297"
"11.05.2018 17:00 - 11.05.2018 18:00","0","365"
"11.05.2018 18:00 - 11.05.2018 19:00","0","312"
"11.05.2018 19:00 - 11.05.2018 20:00","0","339"
"11.05.2018 20:00 - 11.05.2018 21:00","0","283"
"11.05.2018 21:00 - 11.05.2018 22:00","0","264"
"11.05.2018 22:00 - 11.05.2018 23:00","0","63"
"11.05.2018 23:00 - 12.05.2018 00:00","0","142"
"12.05.2018 00:00 - 12.05.2018 01:00","53","0"
"12.05.2018 01:00 - 12.05.2018 02:00","151","0"
"12.05.2018 02:00 - 12.05.2018 03:00","205","0"
"12.05.2018 03:00 - 12.05.2018 04:00","157","0"
"12.05.2018 04:00 - 12.05.2018 05:00","160","0"
"12.05.2018 05:00 - 12.05.2018 06:00","205","0"
"12.05.2018 06:00 - 12.05.2018 07:00","112","0"
"12.05.2018 07:00 - 12.05.2018 08:00","43","0"
"12.05.2018 08:00 - 12.05.2018 09:00","3","0"
"12.05.2018 09:00 - 12.05.2018 10:00","0","10"
"12.05.2018 10:00 - 12.05.2018 11:00","0","29"
"12.05.2018 11:00 - 12.05.2018 12:00","3","0"
"12.05.2018 12:00 - 12.05.2018 13:00","112","0"
"12.05.2018 13:00 - 12.05.2018 14:00","180","0"
"12.05.2018 14:00 - 12.05.2018 15:00","202","0"
"12.05.2018 15:00 - 12.05.2018 16:00","156","0"
"12.05.2018 16:00 - 12.05.2018 17:00","89","0"
"12.05.2018 17:00 - 12.05.2018 18:00","65","0"
"12.05.2018 18:00 - 12.05.2018 19:00","59","0"
"12.05.2018 19:00 - 12.05.2018 20:00","0","46"
"12.05.2018 20:00 - 12.05.2018 21:00","0","93"
"12.05.2018 21:00 - 12.05.2018 22:00","0","86"
"12.05.2018 22:00 - 12.05.2018 23:00","132","0"
"12.05.2018 23:00 - 13.05.2018 00:00","288","0"
"13.05.2018 00:00 - 13.05.2018 01:00","361","0"
"13.05.2018 01:00 - 13.05.2018 02:00","401","0"
"13.05.2018 02:00 - 13.05.2018 03:00","396","0"
"13.05.2018 03:00 - 13.05.2018 04:00","384","0"
"13.05.2018 04:00 - 13.05.2018 05:00","308","0"
"13.05.2018 05:00 - 13.05.2018 06:00","318","0"
"13.05.2018 06:00 - 13.05.2018 07:00","289","0"
"13.05.2018 07:00 - 13.05.2018 08:00","356","0"
"13.05.2018 08:00 - 13.05.2018 09:00","302","0"
"13.05.2018 09:00 - 13.05.2018 10:00","289","0"
"13.05.2018 10:00 - 13.05.2018 11:00","301","0"
"13.05.2018 11:00 - 13.05.2018 12:00","343","0"
"13.05.2018 12:00 - 13.05.2018 13:00","436","0"
"13.05.2018 13:00 - 13.05.2018 14:00","363","0"
"13.05.2018 14:00 - 13.05.2018 15:00","357","0"
"13.05.2018 15:00 - 13.05.2018 16:00","297","0"
"13.05.2018 16:00 - 13.05.2018 17:00","292","0"
