"Time (CET)","Latvia (LV) > Lithuania (LT) [MW]","Lithuania (LT) > Latvia (LV) [MW]"
"20.01.2018 04:00 - 20.01.2018 05:00","440","0"
"20.01.2018 05:00 - 20.01.2018 06:00","599","0"
"20.01.2018 06:00 - 20.01.2018 07:00","567","0"
"20.01.2018 07:00 - 20.01.2018 08:00","699","0"
"20.01.2018 08:00 - 20.01.2018 09:00","641","0"
"20.01.2018 09:00 - 20.01.2018 10:00","786","0"
"20.01.2018 10:00 - 20.01.2018 11:00","795","0"
"20.01.2018 11:00 - 20.01.2018 12:00","825","0"
"20.01.2018 12:00 - 20.01.2018 13:00","809","0"
"20.01.2018 13:00 - 20.01.2018 14:00","814","0"
"20.01.2018 14:00 - 20.01.2018 15:00","778","0"
"20.01.2018 15:00 - 20.01.2018 16:00","N/A","N/A"
"20.01.2018 16:00 - 20.01.2018 17:00","N/A","N/A"
"20.01.2018 17:00 - 20.01.2018 18:00","611","0"
"20.01.2018 18:00 - 20.01.2018 19:00","610","0"
"20.01.2018 19:00 - 20.01.2018 20:00","645","0"
"20.01.2018 20:00 - 20.01.2018 21:00","586","0"
"20.01.2018 21:00 - 20.01.2018 22:00","410","0"
"20.01.2018 22:00 - 20.01.2018 23:00","281","0"
"20.01.2018 23:00 - 21.01.2018 00:00","279","0"
"21.01.2018 00:00 - 21.01.2018 01:00","112","0"
"21.01.2018 01:00 - 21.01.2018 02:00","264","0"
"21.01.2018 02:00 - 21.01.2018 03:00","263","0"
"21.01.2018 03:00 - 21.01.2018 04:00","322","0"
"21.01.2018 04:00 - 21.01.2018 05:00","391","0"
"21.01.2018 05:00 - 21.01.2018 06:00","555","0"
"21.01.2018 06:00 - 21.01.2018 07:00","486","0"
"21.01.2018 07:00 - 21.01.2018 08:00","516","0"
"21.01.2018 08:00 - 21.01.2018 09:00","480","0"
"21.01.2018 09:00 - 21.01.2018 10:00","627","0"
"21.01.2018 10:00 - 21.01.2018 11:00","569","0"
"21.01.2018 11:00 - 21.01.2018 12:00","584","0"
"21.01.2018 12:00 - 21.01.2018 13:00","613","0"
"21.01.2018 13:00 - 21.01.2018 14:00","595","0"
"21.01.2018 14:00 - 21.01.2018 15:00","596","0"
"21.01.2018 15:00 - 21.01.2018 16:00","566","0"
"21.01.2018 16:00 - 21.01.2018 17:00","593","0"
"21.01.2018 17:00 - 21.01.2018 18:00","665","0"
"21.01.2018 18:00 - 21.01.2018 19:00","566","0"
"21.01.2018 19:00 - 21.01.2018 20:00","620","0"
"21.01.2018 20:00 - 21.01.2018 21:00","535","0"
"21.01.2018 21:00 - 21.01.2018 22:00","197","0"
"21.01.2018 22:00 - 21.01.2018 23:00","332","0"
"21.01.2018 23:00 - 22.01.2018 00:00","423","0"
"22.01.2018 00:00 - 22.01.2018 01:00","632","0"
"22.01.2018 01:00 - 22.01.2018 02:00","561","0"
"22.01.2018 02:00 - 22.01.2018 03:00","625","0"
"22.01.2018 03:00 - 22.01.2018 04:00","732","0"
"22.01.2018 04:00 - 22.01.2018 05:00","806","0"
"22.01.2018 05:00 - 22.01.2018 06:00","840","0"
"22.01.2018 06:00 - 22.01.2018 07:00","754","0"
"22.01.2018 07:00 - 22.01.2018 08:00","868","0"
"22.01.2018 08:00 - 22.01.2018 09:00","826","0"
"22.01.2018 09:00 - 22.01.2018 10:00","803","0"
"22.01.2018 10:00 - 22.01.2018 11:00","783","0"
"22.01.2018 11:00 - 22.01.2018 12:00","751","0"
"22.01.2018 12:00 - 22.01.2018 13:00","728","0"
"22.01.2018 13:00 - 22.01.2018 14:00","861","0"
"22.01.2018 14:00 - 22.01.2018 15:00","705","0"
"22.01.2018 15:00 - 22.01.2018 16:00","702","0"
"22.01.2018 16:00 - 22.01.2018 17:00","781","0"
"22.01.2018 17:00 - 22.01.2018 18:00","699","0"
"22.01.2018 18:00 - 22.01.2018 19:00","658","0"
"22.01.2018 19:00 - 22.01.2018 20:00","825","0"
"22.01.2018 20:00 - 22.01.2018 21:00","927","0"
"22.01.2018 21:00 - 22.01.2018 22:00","715","0"
"22.01.2018 22:00 - 22.01.2018 23:00","647","0"
"22.01.2018 23:00 - 23.01.2018 00:00","705","0"
"23.01.2018 00:00 - 23.01.2018 01:00","644","0"
"23.01.2018 01:00 - 23.01.2018 02:00","579","0"
"23.01.2018 02:00 - 23.01.2018 03:00","610","0"
"23.01.2018 03:00 - 23.01.2018 04:00","759","0"
"23.01.2018 04:00 - 23.01.2018 05:00","886","0"
"23.01.2018 05:00 - 23.01.2018 06:00","730","0"
"23.01.2018 06:00 - 23.01.2018 07:00","556","0"
"23.01.2018 07:00 - 23.01.2018 08:00","642","0"
"23.01.2018 08:00 - 23.01.2018 09:00","612","0"
"23.01.2018 09:00 - 23.01.2018 10:00","601","0"
"23.01.2018 10:00 - 23.01.2018 11:00","585","0"
"23.01.2018 11:00 - 23.01.2018 12:00","567","0"
"23.01.2018 12:00 - 23.01.2018 13:00","632","0"
"23.01.2018 13:00 - 23.01.2018 14:00","649","0"
"23.01.2018 14:00 - 23.01.2018 15:00","660","0"
"23.01.2018 15:00 - 23.01.2018 16:00","529","0"
"23.01.2018 16:00 - 23.01.2018 17:00","501","0"
"23.01.2018 17:00 - 23.01.2018 18:00","555","0"
"23.01.2018 18:00 - 23.01.2018 19:00","596","0"
"23.01.2018 19:00 - 23.01.2018 20:00","817","0"
"23.01.2018 20:00 - 23.01.2018 21:00","990","0"
"23.01.2018 21:00 - 23.01.2018 22:00","802","0"
"23.01.2018 22:00 - 23.01.2018 23:00","641","0"
"23.01.2018 23:00 - 24.01.2018 00:00","553","0"
"24.01.2018 00:00 - 24.01.2018 01:00","67","0"
"24.01.2018 01:00 - 24.01.2018 02:00","84","0"
"24.01.2018 02:00 - 24.01.2018 03:00","104","0"
"24.01.2018 03:00 - 24.01.2018 04:00","162","0"
"24.01.2018 04:00 - 24.01.2018 05:00","259","0"
"24.01.2018 05:00 - 24.01.2018 06:00","171","0"
"24.01.2018 06:00 - 24.01.2018 07:00","238","0"
"24.01.2018 07:00 - 24.01.2018 08:00","635","0"
"24.01.2018 08:00 - 24.01.2018 09:00","761","0"
"24.01.2018 09:00 - 24.01.2018 10:00","832","0"
"24.01.2018 10:00 - 24.01.2018 11:00","852","0"
"24.01.2018 11:00 - 24.01.2018 12:00","932","0"
"24.01.2018 12:00 - 24.01.2018 13:00","960","0"
"24.01.2018 13:00 - 24.01.2018 14:00","929","0"
"24.01.2018 14:00 - 24.01.2018 15:00","951","0"
"24.01.2018 15:00 - 24.01.2018 16:00","834","0"
"24.01.2018 16:00 - 24.01.2018 17:00","669","0"
"24.01.2018 17:00 - 24.01.2018 18:00","656","0"
"24.01.2018 18:00 - 24.01.2018 19:00","677","0"
"24.01.2018 19:00 - 24.01.2018 20:00","665","0"
"24.01.2018 20:00 - 24.01.2018 21:00","550","0"
"24.01.2018 21:00 - 24.01.2018 22:00","153","0"
"24.01.2018 22:00 - 24.01.2018 23:00","62","0"
"24.01.2018 23:00 - 25.01.2018 00:00","63","0"
"25.01.2018 00:00 - 25.01.2018 01:00","111","0"
"25.01.2018 01:00 - 25.01.2018 02:00","198","0"
"25.01.2018 02:00 - 25.01.2018 03:00","179","0"
"25.01.2018 03:00 - 25.01.2018 04:00","162","0"
"25.01.2018 04:00 - 25.01.2018 05:00","224","0"
"25.01.2018 05:00 - 25.01.2018 06:00","339","0"
"25.01.2018 06:00 - 25.01.2018 07:00","215","0"
"25.01.2018 07:00 - 25.01.2018 08:00","457","0"
"25.01.2018 08:00 - 25.01.2018 09:00","636","0"
"25.01.2018 09:00 - 25.01.2018 10:00","718","0"
"25.01.2018 10:00 - 25.01.2018 11:00","749","0"
"25.01.2018 11:00 - 25.01.2018 12:00","761","0"
"25.01.2018 12:00 - 25.01.2018 13:00","799","0"
"25.01.2018 13:00 - 25.01.2018 14:00","814","0"
"25.01.2018 14:00 - 25.01.2018 15:00","870","0"
"25.01.2018 15:00 - 25.01.2018 16:00","796","0"
"25.01.2018 16:00 - 25.01.2018 17:00","762","0"
"25.01.2018 17:00 - 25.01.2018 18:00","716","0"
"25.01.2018 18:00 - 25.01.2018 19:00","N/A","N/A"
"25.01.2018 19:00 - 25.01.2018 20:00","N/A","N/A"
"25.01.2018 20:00 - 25.01.2018 21:00","561","0"
"25.01.2018 21:00 - 25.01.2018 22:00","327","0"
"25.01.2018 22:00 - 25.01.2018 23:00","288","0"
"25.01.2018 23:00 - 26.01.2018 00:00","361","0"
"26.01.2018 00:00 - 26.01.2018 01:00","548","0"
"26.01.2018 01:00 - 26.01.2018 02:00","465","0"
"26.01.2018 02:00 - 26.01.2018 03:00","404","0"
"26.01.2018 03:00 - 26.01.2018 04:00","326","0"
"26.01.2018 04:00 - 26.01.2018 05:00","446","0"
"26.01.2018 05:00 - 26.01.2018 06:00","471","0"
"26.01.2018 06:00 - 26.01.2018 07:00","397","0"
"26.01.2018 07:00 - 26.01.2018 08:00","542","0"
"26.01.2018 08:00 - 26.01.2018 09:00","670","0"
"26.01.2018 09:00 - 26.01.2018 10:00","805","0"
"26.01.2018 10:00 - 26.01.2018 11:00","868","0"
"26.01.2018 11:00 - 26.01.2018 12:00","865","0"
"26.01.2018 12:00 - 26.01.2018 13:00","815","0"
"26.01.2018 13:00 - 26.01.2018 14:00","881","0"
"26.01.2018 14:00 - 26.01.2018 15:00","815","0"
"26.01.2018 15:00 - 26.01.2018 16:00","666","0"
"26.01.2018 16:00 - 26.01.2018 17:00","700","0"
"26.01.2018 17:00 - 26.01.2018 18:00","742","0"
"26.01.2018 18:00 - 26.01.2018 19:00","790","0"
"26.01.2018 19:00 - 26.01.2018 20:00","926","0"
"26.01.2018 20:00 - 26.01.2018 21:00","963","0"
"26.01.2018 21:00 - 26.01.2018 22:00","566","0"
"26.01.2018 22:00 - 26.01.2018 23:00","395","0"
"26.01.2018 23:00 - 27.01.2018 00:00","285","0"
"27.01.2018 00:00 - 27.01.2018 01:00","261","0"
"27.01.2018 01:00 - 27.01.2018 02:00","160","0"
"27.01.2018 02:00 - 27.01.2018 03:00","168","0"
"27.01.2018 03:00 - 27.01.2018 04:00","154","0"
"27.01.2018 04:00 - 27.01.2018 05:00","128","0"
"27.01.2018 05:00 - 27.01.2018 06:00","91","0"
"27.01.2018 06:00 - 27.01.2018 07:00","421","0"
"27.01.2018 07:00 - 27.01.2018 08:00","594","0"
"27.01.2018 08:00 - 27.01.2018 09:00","627","0"
"27.01.2018 09:00 - 27.01.2018 10:00","692","0"
"27.01.2018 10:00 - 27.01.2018 11:00","644","0"
"27.01.2018 11:00 - 27.01.2018 12:00","536","0"
"27.01.2018 12:00 - 27.01.2018 13:00","471","0"
"27.01.2018 13:00 - 27.01.2018 14:00","419","0"
"27.01.2018 14:00 - 27.01.2018 15:00","427","0"
"27.01.2018 15:00 - 27.01.2018 16:00","447","0"
"27.01.2018 16:00 - 27.01.2018 17:00","527","0"
"27.01.2018 17:00 - 27.01.2018 18:00","534","0"
"27.01.2018 18:00 - 27.01.2018 19:00","458","0"
"27.01.2018 19:00 - 27.01.2018 20:00","400","0"
"27.01.2018 20:00 - 27.01.2018 21:00","312","0"
"27.01.2018 21:00 - 27.01.2018 22:00","0","74"
"27.01.2018 22:00 - 27.01.2018 23:00","0","267"
"27.01.2018 23:00 - 28.01.2018 00:00","0","186"
"28.01.2018 00:00 - 28.01.2018 01:00","0","145"
"28.01.2018 01:00 - 28.01.2018 02:00","0","140"
"28.01.2018 02:00 - 28.01.2018 03:00","0","172"
"28.01.2018 03:00 - 28.01.2018 04:00","0","205"
"28.01.2018 04:00 - 28.01.2018 05:00","0","204"
"28.01.2018 05:00 - 28.01.2018 06:00","0","280"
"28.01.2018 06:00 - 28.01.2018 07:00","0","115"
"28.01.2018 07:00 - 28.01.2018 08:00","0","75"
"28.01.2018 08:00 - 28.01.2018 09:00","0","72"
"28.01.2018 09:00 - 28.01.2018 10:00","0","79"
"28.01.2018 10:00 - 28.01.2018 11:00","0","14"
"28.01.2018 11:00 - 28.01.2018 12:00","0","38"
"28.01.2018 12:00 - 28.01.2018 13:00","0","34"
"28.01.2018 13:00 - 28.01.2018 14:00","5","0"
"28.01.2018 14:00 - 28.01.2018 15:00","26","0"
"28.01.2018 15:00 - 28.01.2018 16:00","0","26"
"28.01.2018 16:00 - 28.01.2018 17:00","310","0"
"28.01.2018 17:00 - 28.01.2018 18:00","291","0"
"28.01.2018 18:00 - 28.01.2018 19:00","347","0"
"28.01.2018 19:00 - 28.01.2018 20:00","258","0"
"28.01.2018 20:00 - 28.01.2018 21:00","0","21"
"28.01.2018 21:00 - 28.01.2018 22:00","0","242"
"28.01.2018 22:00 - 28.01.2018 23:00","0","361"
"28.01.2018 23:00 - 29.01.2018 00:00","0","169"
"29.01.2018 00:00 - 29.01.2018 01:00","0","235"
"29.01.2018 01:00 - 29.01.2018 02:00","0","236"
"29.01.2018 02:00 - 29.01.2018 03:00","0","243"
"29.01.2018 03:00 - 29.01.2018 04:00","0","217"
"29.01.2018 04:00 - 29.01.2018 05:00","0","84"
"29.01.2018 05:00 - 29.01.2018 06:00","0","248"
"29.01.2018 06:00 - 29.01.2018 07:00","0","74"
"29.01.2018 07:00 - 29.01.2018 08:00","193","0"
"29.01.2018 08:00 - 29.01.2018 09:00","258","0"
"29.01.2018 09:00 - 29.01.2018 10:00","456","0"
"29.01.2018 10:00 - 29.01.2018 11:00","587","0"
"29.01.2018 11:00 - 29.01.2018 12:00","704","0"
"29.01.2018 12:00 - 29.01.2018 13:00","706","0"
"29.01.2018 13:00 - 29.01.2018 14:00","565","0"
"29.01.2018 14:00 - 29.01.2018 15:00","519","0"
"29.01.2018 15:00 - 29.01.2018 16:00","396","0"
"29.01.2018 16:00 - 29.01.2018 17:00","225","0"
"29.01.2018 17:00 - 29.01.2018 18:00","259","0"
"29.01.2018 18:00 - 29.01.2018 19:00","183","0"
"29.01.2018 19:00 - 29.01.2018 20:00","511","0"
"29.01.2018 20:00 - 29.01.2018 21:00","273","0"
"29.01.2018 21:00 - 29.01.2018 22:00","0","201"
"29.01.2018 22:00 - 29.01.2018 23:00","0","40"
"29.01.2018 23:00 - 30.01.2018 00:00","126","0"
"30.01.2018 00:00 - 30.01.2018 01:00","280","0"
"30.01.2018 01:00 - 30.01.2018 02:00","336","0"
"30.01.2018 02:00 - 30.01.2018 03:00","343","0"
"30.01.2018 03:00 - 30.01.2018 04:00","382","0"
"30.01.2018 04:00 - 30.01.2018 05:00","444","0"
"30.01.2018 05:00 - 30.01.2018 06:00","214","0"
"30.01.2018 06:00 - 30.01.2018 07:00","139","0"
"30.01.2018 07:00 - 30.01.2018 08:00","332","0"
"30.01.2018 08:00 - 30.01.2018 09:00","477","0"
"30.01.2018 09:00 - 30.01.2018 10:00","461","0"
"30.01.2018 10:00 - 30.01.2018 11:00","456","0"
"30.01.2018 11:00 - 30.01.2018 12:00","493","0"
"30.01.2018 12:00 - 30.01.2018 13:00","431","0"
"30.01.2018 13:00 - 30.01.2018 14:00","399","0"
"30.01.2018 14:00 - 30.01.2018 15:00","401","0"
"30.01.2018 15:00 - 30.01.2018 16:00","474","0"
"30.01.2018 16:00 - 30.01.2018 17:00","403","0"
"30.01.2018 17:00 - 30.01.2018 18:00","403","0"
"30.01.2018 18:00 - 30.01.2018 19:00","445","0"
"30.01.2018 19:00 - 30.01.2018 20:00","542","0"
"30.01.2018 20:00 - 30.01.2018 21:00","477","0"
"30.01.2018 21:00 - 30.01.2018 22:00","307","0"
"30.01.2018 22:00 - 30.01.2018 23:00","468","0"
"30.01.2018 23:00 - 31.01.2018 00:00","558","0"
"31.01.2018 00:00 - 31.01.2018 01:00","548","0"
"31.01.2018 01:00 - 31.01.2018 02:00","459","0"
"31.01.2018 02:00 - 31.01.2018 03:00","412","0"
"31.01.2018 03:00 - 31.01.2018 04:00","599","0"
"31.01.2018 04:00 - 31.01.2018 05:00","542","0"
"31.01.2018 05:00 - 31.01.2018 06:00","260","0"
"31.01.2018 06:00 - 31.01.2018 07:00","253","0"
"31.01.2018 07:00 - 31.01.2018 08:00","170","0"
"31.01.2018 08:00 - 31.01.2018 09:00","305","0"
"31.01.2018 09:00 - 31.01.2018 10:00","275","0"
"31.01.2018 10:00 - 31.01.2018 11:00","321","0"
"31.01.2018 11:00 - 31.01.2018 12:00","456","0"
"31.01.2018 12:00 - 31.01.2018 13:00","552","0"
"31.01.2018 13:00 - 31.01.2018 14:00","472","0"
"31.01.2018 14:00 - 31.01.2018 15:00","349","0"
"31.01.2018 15:00 - 31.01.2018 16:00","236","0"
"31.01.2018 16:00 - 31.01.2018 17:00","161","0"
"31.01.2018 17:00 - 31.01.2018 18:00","215","0"
"31.01.2018 18:00 - 31.01.2018 19:00","218","0"
"31.01.2018 19:00 - 31.01.2018 20:00","437","0"
"31.01.2018 20:00 - 31.01.2018 21:00","328","0"
"31.01.2018 21:00 - 31.01.2018 22:00","0","4"
"31.01.2018 22:00 - 31.01.2018 23:00","74","0"
"31.01.2018 23:00 - 01.02.2018 00:00","95","0"
"01.02.2018 00:00 - 01.02.2018 01:00","123","0"
"01.02.2018 01:00 - 01.02.2018 02:00","163","0"
"01.02.2018 02:00 - 01.02.2018 03:00","179","0"
"01.02.2018 03:00 - 01.02.2018 04:00","128","0"
"01.02.2018 04:00 - 01.02.2018 05:00","129","0"
"01.02.2018 05:00 - 01.02.2018 06:00","103","0"
"01.02.2018 06:00 - 01.02.2018 07:00","276","0"
"01.02.2018 07:00 - 01.02.2018 08:00","708","0"
"01.02.2018 08:00 - 01.02.2018 09:00","824","0"
"01.02.2018 09:00 - 01.02.2018 10:00","746","0"
"01.02.2018 10:00 - 01.02.2018 11:00","721","0"
"01.02.2018 11:00 - 01.02.2018 12:00","670","0"
"01.02.2018 12:00 - 01.02.2018 13:00","679","0"
"01.02.2018 13:00 - 01.02.2018 14:00","725","0"
"01.02.2018 14:00 - 01.02.2018 15:00","822","0"
"01.02.2018 15:00 - 01.02.2018 16:00","796","0"
"01.02.2018 16:00 - 01.02.2018 17:00","729","0"
"01.02.2018 17:00 - 01.02.2018 18:00","765","0"
"01.02.2018 18:00 - 01.02.2018 19:00","762","0"
"01.02.2018 19:00 - 01.02.2018 20:00","784","0"
"01.02.2018 20:00 - 01.02.2018 21:00","669","0"
"01.02.2018 21:00 - 01.02.2018 22:00","353","0"
"01.02.2018 22:00 - 01.02.2018 23:00","381","0"
"01.02.2018 23:00 - 02.02.2018 00:00","442","0"
"02.02.2018 00:00 - 02.02.2018 01:00","279","0"
"02.02.2018 01:00 - 02.02.2018 02:00","348","0"
"02.02.2018 02:00 - 02.02.2018 03:00","361","0"
"02.02.2018 03:00 - 02.02.2018 04:00","352","0"
"02.02.2018 04:00 - 02.02.2018 05:00","378","0"
"02.02.2018 05:00 - 02.02.2018 06:00","388","0"
"02.02.2018 06:00 - 02.02.2018 07:00","696","0"
"02.02.2018 07:00 - 02.02.2018 08:00","1008","0"
"02.02.2018 08:00 - 02.02.2018 09:00","1173","0"
"02.02.2018 09:00 - 02.02.2018 10:00","1132","0"
"02.02.2018 10:00 - 02.02.2018 11:00","1088","0"
"02.02.2018 11:00 - 02.02.2018 12:00","1114","0"
"02.02.2018 12:00 - 02.02.2018 13:00","1101","0"
"02.02.2018 13:00 - 02.02.2018 14:00","1113","0"
"02.02.2018 14:00 - 02.02.2018 15:00","954","0"
"02.02.2018 15:00 - 02.02.2018 16:00","952","0"
"02.02.2018 16:00 - 02.02.2018 17:00","996","0"
"02.02.2018 17:00 - 02.02.2018 18:00","928","0"
"02.02.2018 18:00 - 02.02.2018 19:00","906","0"
"02.02.2018 19:00 - 02.02.2018 20:00","1003","0"
"02.02.2018 20:00 - 02.02.2018 21:00","853","0"
"02.02.2018 21:00 - 02.02.2018 22:00","387","0"
"02.02.2018 22:00 - 02.02.2018 23:00","209","0"
"02.02.2018 23:00 - 03.02.2018 00:00","273","0"
"03.02.2018 00:00 - 03.02.2018 01:00","106","0"
"03.02.2018 01:00 - 03.02.2018 02:00","125","0"
"03.02.2018 02:00 - 03.02.2018 03:00","106","0"
"03.02.2018 03:00 - 03.02.2018 04:00","82","0"
"03.02.2018 04:00 - 03.02.2018 05:00","86","0"
"03.02.2018 05:00 - 03.02.2018 06:00","150","0"
"03.02.2018 06:00 - 03.02.2018 07:00","132","0"
"03.02.2018 07:00 - 03.02.2018 08:00","395","0"
"03.02.2018 08:00 - 03.02.2018 09:00","478","0"
"03.02.2018 09:00 - 03.02.2018 10:00","526","0"
"03.02.2018 10:00 - 03.02.2018 11:00","541","0"
"03.02.2018 11:00 - 03.02.2018 12:00","535","0"
"03.02.2018 12:00 - 03.02.2018 13:00","509","0"
"03.02.2018 13:00 - 03.02.2018 14:00","423","0"
"03.02.2018 14:00 - 03.02.2018 15:00","514","0"
"03.02.2018 15:00 - 03.02.2018 16:00","723","0"
"03.02.2018 16:00 - 03.02.2018 17:00","765","0"
"03.02.2018 17:00 - 03.02.2018 18:00","858","0"
"03.02.2018 18:00 - 03.02.2018 19:00","864","0"
"03.02.2018 19:00 - 03.02.2018 20:00","762","0"
"03.02.2018 20:00 - 03.02.2018 21:00","534","0"
"03.02.2018 21:00 - 03.02.2018 22:00","291","0"
"03.02.2018 22:00 - 03.02.2018 23:00","202","0"
"03.02.2018 23:00 - 04.02.2018 00:00","180","0"
"04.02.2018 00:00 - 04.02.2018 01:00","125","0"
"04.02.2018 01:00 - 04.02.2018 02:00","91","0"
"04.02.2018 02:00 - 04.02.2018 03:00","44","0"
"04.02.2018 03:00 - 04.02.2018 04:00","28","0"
"04.02.2018 04:00 - 04.02.2018 05:00","23","0"
"04.02.2018 05:00 - 04.02.2018 06:00","142","0"
"04.02.2018 06:00 - 04.02.2018 07:00","116","0"
"04.02.2018 07:00 - 04.02.2018 08:00","109","0"
"04.02.2018 08:00 - 04.02.2018 09:00","125","0"
"04.02.2018 09:00 - 04.02.2018 10:00","399","0"
"04.02.2018 10:00 - 04.02.2018 11:00","437","0"
"04.02.2018 11:00 - 04.02.2018 12:00","460","0"
"04.02.2018 12:00 - 04.02.2018 13:00","409","0"
"04.02.2018 13:00 - 04.02.2018 14:00","378","0"
"04.02.2018 14:00 - 04.02.2018 15:00","372","0"
"04.02.2018 15:00 - 04.02.2018 16:00","367","0"
"04.02.2018 16:00 - 04.02.2018 17:00","375","0"
"04.02.2018 17:00 - 04.02.2018 18:00","442","0"
"04.02.2018 18:00 - 04.02.2018 19:00","306","0"
"04.02.2018 19:00 - 04.02.2018 20:00","412","0"
"04.02.2018 20:00 - 04.02.2018 21:00","383","0"
"04.02.2018 21:00 - 04.02.2018 22:00","277","0"
"04.02.2018 22:00 - 04.02.2018 23:00","267","0"
"04.02.2018 23:00 - 05.02.2018 00:00","176","0"
"05.02.2018 00:00 - 05.02.2018 01:00","190","0"
"05.02.2018 01:00 - 05.02.2018 02:00","106","0"
"05.02.2018 02:00 - 05.02.2018 03:00","246","0"
"05.02.2018 03:00 - 05.02.2018 04:00","391","0"
"05.02.2018 04:00 - 05.02.2018 05:00","225","0"
"05.02.2018 05:00 - 05.02.2018 06:00","0","52"
"05.02.2018 06:00 - 05.02.2018 07:00","80","0"
"05.02.2018 07:00 - 05.02.2018 08:00","441","0"
"05.02.2018 08:00 - 05.02.2018 09:00","541","0"
"05.02.2018 09:00 - 05.02.2018 10:00","471","0"
"05.02.2018 10:00 - 05.02.2018 11:00","458","0"
"05.02.2018 11:00 - 05.02.2018 12:00","735","0"
"05.02.2018 12:00 - 05.02.2018 13:00","N/A","N/A"
"05.02.2018 13:00 - 05.02.2018 14:00","641","0"
"05.02.2018 14:00 - 05.02.2018 15:00","547","0"
"05.02.2018 15:00 - 05.02.2018 16:00","452","0"
"05.02.2018 16:00 - 05.02.2018 17:00","461","0"
"05.02.2018 17:00 - 05.02.2018 18:00","742","0"
"05.02.2018 18:00 - 05.02.2018 19:00","782","0"
"05.02.2018 19:00 - 05.02.2018 20:00","893","0"
"05.02.2018 20:00 - 05.02.2018 21:00","965","0"
"05.02.2018 21:00 - 05.02.2018 22:00","526","0"
"05.02.2018 22:00 - 05.02.2018 23:00","437","0"
"05.02.2018 23:00 - 06.02.2018 00:00","393","0"
"06.02.2018 00:00 - 06.02.2018 01:00","389","0"
"06.02.2018 01:00 - 06.02.2018 02:00","346","0"
"06.02.2018 02:00 - 06.02.2018 03:00","317","0"
"06.02.2018 03:00 - 06.02.2018 04:00","340","0"
"06.02.2018 04:00 - 06.02.2018 05:00","295","0"
"06.02.2018 05:00 - 06.02.2018 06:00","129","0"
"06.02.2018 06:00 - 06.02.2018 07:00","240","0"
"06.02.2018 07:00 - 06.02.2018 08:00","429","0"
"06.02.2018 08:00 - 06.02.2018 09:00","360","0"
"06.02.2018 09:00 - 06.02.2018 10:00","306","0"
"06.02.2018 10:00 - 06.02.2018 11:00","271","0"
"06.02.2018 11:00 - 06.02.2018 12:00","331","0"
"06.02.2018 12:00 - 06.02.2018 13:00","N/A","N/A"
"06.02.2018 13:00 - 06.02.2018 14:00","332","0"
"06.02.2018 14:00 - 06.02.2018 15:00","157","0"
"06.02.2018 15:00 - 06.02.2018 16:00","121","0"
"06.02.2018 16:00 - 06.02.2018 17:00","79","0"
"06.02.2018 17:00 - 06.02.2018 18:00","220","0"
"06.02.2018 18:00 - 06.02.2018 19:00","183","0"
"06.02.2018 19:00 - 06.02.2018 20:00","359","0"
"06.02.2018 20:00 - 06.02.2018 21:00","58","0"
"06.02.2018 21:00 - 06.02.2018 22:00","216","0"
"06.02.2018 22:00 - 06.02.2018 23:00","349","0"
"06.02.2018 23:00 - 07.02.2018 00:00","532","0"
"07.02.2018 00:00 - 07.02.2018 01:00","255","0"
"07.02.2018 01:00 - 07.02.2018 02:00","263","0"
"07.02.2018 02:00 - 07.02.2018 03:00","288","0"
"07.02.2018 03:00 - 07.02.2018 04:00","231","0"
"07.02.2018 04:00 - 07.02.2018 05:00","171","0"
"07.02.2018 05:00 - 07.02.2018 06:00","0","73"
"07.02.2018 06:00 - 07.02.2018 07:00","95","0"
"07.02.2018 07:00 - 07.02.2018 08:00","324","0"
"07.02.2018 08:00 - 07.02.2018 09:00","323","0"
"07.02.2018 09:00 - 07.02.2018 10:00","306","0"
"07.02.2018 10:00 - 07.02.2018 11:00","311","0"
"07.02.2018 11:00 - 07.02.2018 12:00","532","0"
"07.02.2018 12:00 - 07.02.2018 13:00","584","0"
"07.02.2018 13:00 - 07.02.2018 14:00","575","0"
"07.02.2018 14:00 - 07.02.2018 15:00","412","0"
"07.02.2018 15:00 - 07.02.2018 16:00","306","0"
"07.02.2018 16:00 - 07.02.2018 17:00","309","0"
"07.02.2018 17:00 - 07.02.2018 18:00","417","0"
"07.02.2018 18:00 - 07.02.2018 19:00","555","0"
"07.02.2018 19:00 - 07.02.2018 20:00","602","0"
"07.02.2018 20:00 - 07.02.2018 21:00","648","0"
"07.02.2018 21:00 - 07.02.2018 22:00","531","0"
"07.02.2018 22:00 - 07.02.2018 23:00","476","0"
"07.02.2018 23:00 - 08.02.2018 00:00","700","0"
"08.02.2018 00:00 - 08.02.2018 01:00","509","0"
"08.02.2018 01:00 - 08.02.2018 02:00","519","0"
"08.02.2018 02:00 - 08.02.2018 03:00","530","0"
"08.02.2018 03:00 - 08.02.2018 04:00","380","0"
"08.02.2018 04:00 - 08.02.2018 05:00","413","0"
"08.02.2018 05:00 - 08.02.2018 06:00","167","0"
"08.02.2018 06:00 - 08.02.2018 07:00","432","0"
"08.02.2018 07:00 - 08.02.2018 08:00","816","0"
"08.02.2018 08:00 - 08.02.2018 09:00","805","0"
"08.02.2018 09:00 - 08.02.2018 10:00","867","0"
"08.02.2018 10:00 - 08.02.2018 11:00","881","0"
