"Time (CET)","Latvia (LV) > Lithuania (LT) [MW]","Lithuania (LT) > Latvia (LV) [MW]"
"27.02.2018 13:00 - 27.02.2018 14:00","551","0"
"27.02.2018 14:00 - 27.02.2018 15:00","275","0"
"27.02.2018 15:00 - 27.02.2018 16:00","182","0"
"27.02.2018 16:00 - 27.02.2018 17:00","175","0"
"27.02.2018 17:00 - 27.02.2018 18:00","407","0"
"27.02.2018 18:00 - 27.02.2018 19:00","335","0"
"27.02.2018 19:00 - 27.02.2018 20:00","328","0"
"27.02.2018 20:00 - 27.02.2018 21:00","311","0"
"27.02.2018 21:00 - 27.02.2018 22:00","8","0"
"27.02.2018 22:00 - 27.02.2018 23:00","273","0"
"27.02.2018 23:00 - 28.02.2018 00:00","427","0"
"28.02.2018 00:00 - 28.02.2018 01:00","444","0"
"28.02.2018 01:00 - 28.02.2018 02:00","359","0"
"28.02.2018 02:00 - 28.02.2018 03:00","364","0"
"28.02.2018 03:00 - 28.02.2018 04:00","417","0"
"28.02.2018 04:00 - 28.02.2018 05:00","259","0"
"28.02.2018 05:00 - 28.02.2018 06:00","72","0"
"28.02.2018 06:00 - 28.02.2018 07:00","359","0"
"28.02.2018 07:00 - 28.02.2018 08:00","501","0"
"28.02.2018 08:00 - 28.02.2018 09:00","426","0"
"28.02.2018 09:00 - 28.02.2018 10:00","382","0"
"28.02.2018 10:00 - 28.02.2018 11:00","360","0"
"28.02.2018 11:00 - 28.02.2018 12:00","536","0"
"28.02.2018 12:00 - 28.02.2018 13:00","478","0"
"28.02.2018 13:00 - 28.02.2018 14:00","515","0"
"28.02.2018 14:00 - 28.02.2018 15:00","382","0"
"28.02.2018 15:00 - 28.02.2018 16:00","218","0"
"28.02.2018 16:00 - 28.02.2018 17:00","113","0"
"28.02.2018 17:00 - 28.02.2018 18:00","239","0"
"28.02.2018 18:00 - 28.02.2018 19:00","375","0"
"28.02.2018 19:00 - 28.02.2018 20:00","523","0"
"28.02.2018 20:00 - 28.02.2018 21:00","400","0"
"28.02.2018 21:00 - 28.02.2018 22:00","227","0"
"28.02.2018 22:00 - 28.02.2018 23:00","387","0"
"28.02.2018 23:00 - 01.03.2018 00:00","577","0"
"01.03.2018 00:00 - 01.03.2018 01:00","375","0"
"01.03.2018 01:00 - 01.03.2018 02:00","528","0"
"01.03.2018 02:00 - 01.03.2018 03:00","493","0"
"01.03.2018 03:00 - 01.03.2018 04:00","424","0"
"01.03.2018 04:00 - 01.03.2018 05:00","191","0"
"01.03.2018 05:00 - 01.03.2018 06:00","70","0"
"01.03.2018 06:00 - 01.03.2018 07:00","392","0"
"01.03.2018 07:00 - 01.03.2018 08:00","442","0"
"01.03.2018 08:00 - 01.03.2018 09:00","509","0"
"01.03.2018 09:00 - 01.03.2018 10:00","475","0"
"01.03.2018 10:00 - 01.03.2018 11:00","486","0"
"01.03.2018 11:00 - 01.03.2018 12:00","529","0"
"01.03.2018 12:00 - 01.03.2018 13:00","642","0"
"01.03.2018 13:00 - 01.03.2018 14:00","664","0"
"01.03.2018 14:00 - 01.03.2018 15:00","659","0"
"01.03.2018 15:00 - 01.03.2018 16:00","687","0"
"01.03.2018 16:00 - 01.03.2018 17:00","538","0"
"01.03.2018 17:00 - 01.03.2018 18:00","375","0"
"01.03.2018 18:00 - 01.03.2018 19:00","397","0"
"01.03.2018 19:00 - 01.03.2018 20:00","559","0"
"01.03.2018 20:00 - 01.03.2018 21:00","477","0"
"01.03.2018 21:00 - 01.03.2018 22:00","206","0"
"01.03.2018 22:00 - 01.03.2018 23:00","293","0"
"01.03.2018 23:00 - 02.03.2018 00:00","466","0"
"02.03.2018 00:00 - 02.03.2018 01:00","456","0"
"02.03.2018 01:00 - 02.03.2018 02:00","417","0"
"02.03.2018 02:00 - 02.03.2018 03:00","454","0"
"02.03.2018 03:00 - 02.03.2018 04:00","472","0"
"02.03.2018 04:00 - 02.03.2018 05:00","268","0"
"02.03.2018 05:00 - 02.03.2018 06:00","46","0"
"02.03.2018 06:00 - 02.03.2018 07:00","297","0"
"02.03.2018 07:00 - 02.03.2018 08:00","406","0"
"02.03.2018 08:00 - 02.03.2018 09:00","393","0"
"02.03.2018 09:00 - 02.03.2018 10:00","542","0"
"02.03.2018 10:00 - 02.03.2018 11:00","616","0"
"02.03.2018 11:00 - 02.03.2018 12:00","807","0"
"02.03.2018 12:00 - 02.03.2018 13:00","746","0"
"02.03.2018 13:00 - 02.03.2018 14:00","587","0"
"02.03.2018 14:00 - 02.03.2018 15:00","397","0"
"02.03.2018 15:00 - 02.03.2018 16:00","323","0"
"02.03.2018 16:00 - 02.03.2018 17:00","347","0"
"02.03.2018 17:00 - 02.03.2018 18:00","388","0"
"02.03.2018 18:00 - 02.03.2018 19:00","467","0"
"02.03.2018 19:00 - 02.03.2018 20:00","669","0"
"02.03.2018 20:00 - 02.03.2018 21:00","522","0"
"02.03.2018 21:00 - 02.03.2018 22:00","284","0"
"02.03.2018 22:00 - 02.03.2018 23:00","441","0"
"02.03.2018 23:00 - 03.03.2018 00:00","521","0"
"03.03.2018 00:00 - 03.03.2018 01:00","401","0"
"03.03.2018 01:00 - 03.03.2018 02:00","359","0"
"03.03.2018 02:00 - 03.03.2018 03:00","169","0"
"03.03.2018 03:00 - 03.03.2018 04:00","266","0"
"03.03.2018 04:00 - 03.03.2018 05:00","199","0"
"03.03.2018 05:00 - 03.03.2018 06:00","163","0"
"03.03.2018 06:00 - 03.03.2018 07:00","213","0"
"03.03.2018 07:00 - 03.03.2018 08:00","177","0"
"03.03.2018 08:00 - 03.03.2018 09:00","246","0"
"03.03.2018 09:00 - 03.03.2018 10:00","580","0"
"03.03.2018 10:00 - 03.03.2018 11:00","543","0"
"03.03.2018 11:00 - 03.03.2018 12:00","670","0"
"03.03.2018 12:00 - 03.03.2018 13:00","628","0"
"03.03.2018 13:00 - 03.03.2018 14:00","575","0"
"03.03.2018 14:00 - 03.03.2018 15:00","535","0"
"03.03.2018 15:00 - 03.03.2018 16:00","562","0"
"03.03.2018 16:00 - 03.03.2018 17:00","531","0"
"03.03.2018 17:00 - 03.03.2018 18:00","552","0"
"03.03.2018 18:00 - 03.03.2018 19:00","722","0"
"03.03.2018 19:00 - 03.03.2018 20:00","669","0"
"03.03.2018 20:00 - 03.03.2018 21:00","564","0"
"03.03.2018 21:00 - 03.03.2018 22:00","422","0"
"03.03.2018 22:00 - 03.03.2018 23:00","621","0"
"03.03.2018 23:00 - 04.03.2018 00:00","550","0"
"04.03.2018 00:00 - 04.03.2018 01:00","412","0"
"04.03.2018 01:00 - 04.03.2018 02:00","498","0"
"04.03.2018 02:00 - 04.03.2018 03:00","476","0"
"04.03.2018 03:00 - 04.03.2018 04:00","428","0"
"04.03.2018 04:00 - 04.03.2018 05:00","390","0"
"04.03.2018 05:00 - 04.03.2018 06:00","329","0"
"04.03.2018 06:00 - 04.03.2018 07:00","449","0"
"04.03.2018 07:00 - 04.03.2018 08:00","415","0"
"04.03.2018 08:00 - 04.03.2018 09:00","398","0"
"04.03.2018 09:00 - 04.03.2018 10:00","420","0"
"04.03.2018 10:00 - 04.03.2018 11:00","445","0"
"04.03.2018 11:00 - 04.03.2018 12:00","575","0"
"04.03.2018 12:00 - 04.03.2018 13:00","568","0"
"04.03.2018 13:00 - 04.03.2018 14:00","569","0"
"04.03.2018 14:00 - 04.03.2018 15:00","519","0"
"04.03.2018 15:00 - 04.03.2018 16:00","463","0"
"04.03.2018 16:00 - 04.03.2018 17:00","472","0"
"04.03.2018 17:00 - 04.03.2018 18:00","635","0"
"04.03.2018 18:00 - 04.03.2018 19:00","602","0"
"04.03.2018 19:00 - 04.03.2018 20:00","600","0"
"04.03.2018 20:00 - 04.03.2018 21:00","453","0"
"04.03.2018 21:00 - 04.03.2018 22:00","257","0"
"04.03.2018 22:00 - 04.03.2018 23:00","542","0"
"04.03.2018 23:00 - 05.03.2018 00:00","609","0"
"05.03.2018 00:00 - 05.03.2018 01:00","632","0"
"05.03.2018 01:00 - 05.03.2018 02:00","625","0"
"05.03.2018 02:00 - 05.03.2018 03:00","628","0"
"05.03.2018 03:00 - 05.03.2018 04:00","624","0"
"05.03.2018 04:00 - 05.03.2018 05:00","635","0"
"05.03.2018 05:00 - 05.03.2018 06:00","279","0"
"05.03.2018 06:00 - 05.03.2018 07:00","392","0"
"05.03.2018 07:00 - 05.03.2018 08:00","535","0"
"05.03.2018 08:00 - 05.03.2018 09:00","608","0"
"05.03.2018 09:00 - 05.03.2018 10:00","748","0"
"05.03.2018 10:00 - 05.03.2018 11:00","741","0"
"05.03.2018 11:00 - 05.03.2018 12:00","827","0"
"05.03.2018 12:00 - 05.03.2018 13:00","774","0"
"05.03.2018 13:00 - 05.03.2018 14:00","755","0"
"05.03.2018 14:00 - 05.03.2018 15:00","861","0"
"05.03.2018 15:00 - 05.03.2018 16:00","974","0"
"05.03.2018 16:00 - 05.03.2018 17:00","944","0"
"05.03.2018 17:00 - 05.03.2018 18:00","954","0"
"05.03.2018 18:00 - 05.03.2018 19:00","1032","0"
"05.03.2018 19:00 - 05.03.2018 20:00","964","0"
"05.03.2018 20:00 - 05.03.2018 21:00","1068","0"
"05.03.2018 21:00 - 05.03.2018 22:00","607","0"
"05.03.2018 22:00 - 05.03.2018 23:00","524","0"
"05.03.2018 23:00 - 06.03.2018 00:00","639","0"
"06.03.2018 00:00 - 06.03.2018 01:00","410","0"
"06.03.2018 01:00 - 06.03.2018 02:00","521","0"
"06.03.2018 02:00 - 06.03.2018 03:00","584","0"
"06.03.2018 03:00 - 06.03.2018 04:00","556","0"
"06.03.2018 04:00 - 06.03.2018 05:00","337","0"
"06.03.2018 05:00 - 06.03.2018 06:00","206","0"
"06.03.2018 06:00 - 06.03.2018 07:00","301","0"
"06.03.2018 07:00 - 06.03.2018 08:00","473","0"
"06.03.2018 08:00 - 06.03.2018 09:00","536","0"
"06.03.2018 09:00 - 06.03.2018 10:00","526","0"
"06.03.2018 10:00 - 06.03.2018 11:00","550","0"
"06.03.2018 11:00 - 06.03.2018 12:00","529","0"
"06.03.2018 12:00 - 06.03.2018 13:00","481","0"
"06.03.2018 13:00 - 06.03.2018 14:00","417","0"
"06.03.2018 14:00 - 06.03.2018 15:00","388","0"
"06.03.2018 15:00 - 06.03.2018 16:00","289","0"
"06.03.2018 16:00 - 06.03.2018 17:00","261","0"
"06.03.2018 17:00 - 06.03.2018 18:00","319","0"
"06.03.2018 18:00 - 06.03.2018 19:00","477","0"
"06.03.2018 19:00 - 06.03.2018 20:00","358","0"
"06.03.2018 20:00 - 06.03.2018 21:00","321","0"
"06.03.2018 21:00 - 06.03.2018 22:00","363","0"
"06.03.2018 22:00 - 06.03.2018 23:00","392","0"
"06.03.2018 23:00 - 07.03.2018 00:00","485","0"
"07.03.2018 00:00 - 07.03.2018 01:00","385","0"
"07.03.2018 01:00 - 07.03.2018 02:00","217","0"
"07.03.2018 02:00 - 07.03.2018 03:00","271","0"
"07.03.2018 03:00 - 07.03.2018 04:00","447","0"
"07.03.2018 04:00 - 07.03.2018 05:00","238","0"
"07.03.2018 05:00 - 07.03.2018 06:00","124","0"
"07.03.2018 06:00 - 07.03.2018 07:00","179","0"
"07.03.2018 07:00 - 07.03.2018 08:00","198","0"
"07.03.2018 08:00 - 07.03.2018 09:00","536","0"
"07.03.2018 09:00 - 07.03.2018 10:00","598","0"
"07.03.2018 10:00 - 07.03.2018 11:00","447","0"
"07.03.2018 11:00 - 07.03.2018 12:00","493","0"
"07.03.2018 12:00 - 07.03.2018 13:00","461","0"
"07.03.2018 13:00 - 07.03.2018 14:00","404","0"
"07.03.2018 14:00 - 07.03.2018 15:00","438","0"
"07.03.2018 15:00 - 07.03.2018 16:00","408","0"
"07.03.2018 16:00 - 07.03.2018 17:00","461","0"
"07.03.2018 17:00 - 07.03.2018 18:00","711","0"
"07.03.2018 18:00 - 07.03.2018 19:00","580","0"
"07.03.2018 19:00 - 07.03.2018 20:00","623","0"
"07.03.2018 20:00 - 07.03.2018 21:00","196","0"
"07.03.2018 21:00 - 07.03.2018 22:00","191","0"
"07.03.2018 22:00 - 07.03.2018 23:00","378","0"
"07.03.2018 23:00 - 08.03.2018 00:00","390","0"
"08.03.2018 00:00 - 08.03.2018 01:00","245","0"
"08.03.2018 01:00 - 08.03.2018 02:00","360","0"
"08.03.2018 02:00 - 08.03.2018 03:00","254","0"
"08.03.2018 03:00 - 08.03.2018 04:00","292","0"
"08.03.2018 04:00 - 08.03.2018 05:00","307","0"
"08.03.2018 05:00 - 08.03.2018 06:00","338","0"
"08.03.2018 06:00 - 08.03.2018 07:00","277","0"
"08.03.2018 07:00 - 08.03.2018 08:00","350","0"
"08.03.2018 08:00 - 08.03.2018 09:00","N/A","N/A"
"08.03.2018 09:00 - 08.03.2018 10:00","N/A","N/A"
"08.03.2018 10:00 - 08.03.2018 11:00","N/A","N/A"
"08.03.2018 11:00 - 08.03.2018 12:00","603","0"
"08.03.2018 12:00 - 08.03.2018 13:00","564","0"
"08.03.2018 13:00 - 08.03.2018 14:00","571","0"
"08.03.2018 14:00 - 08.03.2018 15:00","550","0"
"08.03.2018 15:00 - 08.03.2018 16:00","458","0"
"08.03.2018 16:00 - 08.03.2018 17:00","493","0"
"08.03.2018 17:00 - 08.03.2018 18:00","447","0"
"08.03.2018 18:00 - 08.03.2018 19:00","510","0"
"08.03.2018 19:00 - 08.03.2018 20:00","484","0"
"08.03.2018 20:00 - 08.03.2018 21:00","397","0"
"08.03.2018 21:00 - 08.03.2018 22:00","330","0"
"08.03.2018 22:00 - 08.03.2018 23:00","329","0"
"08.03.2018 23:00 - 09.03.2018 00:00","315","0"
"09.03.2018 00:00 - 09.03.2018 01:00","243","0"
"09.03.2018 01:00 - 09.03.2018 02:00","276","0"
"09.03.2018 02:00 - 09.03.2018 03:00","286","0"
"09.03.2018 03:00 - 09.03.2018 04:00","288","0"
"09.03.2018 04:00 - 09.03.2018 05:00","224","0"
"09.03.2018 05:00 - 09.03.2018 06:00","290","0"
"09.03.2018 06:00 - 09.03.2018 07:00","489","0"
"09.03.2018 07:00 - 09.03.2018 08:00","595","0"
"09.03.2018 08:00 - 09.03.2018 09:00","416","0"
"09.03.2018 09:00 - 09.03.2018 10:00","572","0"
"09.03.2018 10:00 - 09.03.2018 11:00","482","0"
"09.03.2018 11:00 - 09.03.2018 12:00","549","0"
"09.03.2018 12:00 - 09.03.2018 13:00","547","0"
"09.03.2018 13:00 - 09.03.2018 14:00","510","0"
"09.03.2018 14:00 - 09.03.2018 15:00","526","0"
"09.03.2018 15:00 - 09.03.2018 16:00","597","0"
"09.03.2018 16:00 - 09.03.2018 17:00","605","0"
"09.03.2018 17:00 - 09.03.2018 18:00","614","0"
"09.03.2018 18:00 - 09.03.2018 19:00","666","0"
"09.03.2018 19:00 - 09.03.2018 20:00","552","0"
"09.03.2018 20:00 - 09.03.2018 21:00","363","0"
"09.03.2018 21:00 - 09.03.2018 22:00","356","0"
"09.03.2018 22:00 - 09.03.2018 23:00","540","0"
"09.03.2018 23:00 - 10.03.2018 00:00","575","0"
"10.03.2018 00:00 - 10.03.2018 01:00","279","0"
"10.03.2018 01:00 - 10.03.2018 02:00","294","0"
"10.03.2018 02:00 - 10.03.2018 03:00","299","0"
"10.03.2018 03:00 - 10.03.2018 04:00","321","0"
"10.03.2018 04:00 - 10.03.2018 05:00","296","0"
"10.03.2018 05:00 - 10.03.2018 06:00","275","0"
"10.03.2018 06:00 - 10.03.2018 07:00","198","0"
"10.03.2018 07:00 - 10.03.2018 08:00","307","0"
"10.03.2018 08:00 - 10.03.2018 09:00","452","0"
"10.03.2018 09:00 - 10.03.2018 10:00","483","0"
"10.03.2018 10:00 - 10.03.2018 11:00","461","0"
"10.03.2018 11:00 - 10.03.2018 12:00","506","0"
"10.03.2018 12:00 - 10.03.2018 13:00","509","0"
"10.03.2018 13:00 - 10.03.2018 14:00","503","0"
"10.03.2018 14:00 - 10.03.2018 15:00","512","0"
"10.03.2018 15:00 - 10.03.2018 16:00","528","0"
"10.03.2018 16:00 - 10.03.2018 17:00","564","0"
"10.03.2018 17:00 - 10.03.2018 18:00","581","0"
"10.03.2018 18:00 - 10.03.2018 19:00","605","0"
"10.03.2018 19:00 - 10.03.2018 20:00","513","0"
"10.03.2018 20:00 - 10.03.2018 21:00","467","0"
"10.03.2018 21:00 - 10.03.2018 22:00","176","0"
"10.03.2018 22:00 - 10.03.2018 23:00","282","0"
"10.03.2018 23:00 - 11.03.2018 00:00","263","0"
"11.03.2018 00:00 - 11.03.2018 01:00","99","0"
"11.03.2018 01:00 - 11.03.2018 02:00","124","0"
"11.03.2018 02:00 - 11.03.2018 03:00","102","0"
"11.03.2018 03:00 - 11.03.2018 04:00","90","0"
"11.03.2018 04:00 - 11.03.2018 05:00","75","0"
"11.03.2018 05:00 - 11.03.2018 06:00","69","0"
"11.03.2018 06:00 - 11.03.2018 07:00","103","0"
"11.03.2018 07:00 - 11.03.2018 08:00","126","0"
"11.03.2018 08:00 - 11.03.2018 09:00","83","0"
"11.03.2018 09:00 - 11.03.2018 10:00","91","0"
"11.03.2018 10:00 - 11.03.2018 11:00","70","0"
"11.03.2018 11:00 - 11.03.2018 12:00","49","0"
"11.03.2018 12:00 - 11.03.2018 13:00","56","0"
"11.03.2018 13:00 - 11.03.2018 14:00","104","0"
"11.03.2018 14:00 - 11.03.2018 15:00","105","0"
"11.03.2018 15:00 - 11.03.2018 16:00","131","0"
"11.03.2018 16:00 - 11.03.2018 17:00","221","0"
"11.03.2018 17:00 - 11.03.2018 18:00","194","0"
"11.03.2018 18:00 - 11.03.2018 19:00","204","0"
"11.03.2018 19:00 - 11.03.2018 20:00","167","0"
"11.03.2018 20:00 - 11.03.2018 21:00","66","0"
"11.03.2018 21:00 - 11.03.2018 22:00","79","0"
"11.03.2018 22:00 - 11.03.2018 23:00","190","0"
"11.03.2018 23:00 - 12.03.2018 00:00","0","40"
"12.03.2018 00:00 - 12.03.2018 01:00","128","0"
"12.03.2018 01:00 - 12.03.2018 02:00","112","0"
"12.03.2018 02:00 - 12.03.2018 03:00","177","0"
"12.03.2018 03:00 - 12.03.2018 04:00","55","0"
"12.03.2018 04:00 - 12.03.2018 05:00","0","223"
"12.03.2018 05:00 - 12.03.2018 06:00","0","225"
"12.03.2018 06:00 - 12.03.2018 07:00","316","0"
"12.03.2018 07:00 - 12.03.2018 08:00","448","0"
"12.03.2018 08:00 - 12.03.2018 09:00","474","0"
"12.03.2018 09:00 - 12.03.2018 10:00","432","0"
"12.03.2018 10:00 - 12.03.2018 11:00","532","0"
"12.03.2018 11:00 - 12.03.2018 12:00","670","0"
"12.03.2018 12:00 - 12.03.2018 13:00","661","0"
"12.03.2018 13:00 - 12.03.2018 14:00","657","0"
"12.03.2018 14:00 - 12.03.2018 15:00","639","0"
"12.03.2018 15:00 - 12.03.2018 16:00","677","0"
"12.03.2018 16:00 - 12.03.2018 17:00","646","0"
"12.03.2018 17:00 - 12.03.2018 18:00","589","0"
"12.03.2018 18:00 - 12.03.2018 19:00","435","0"
"12.03.2018 19:00 - 12.03.2018 20:00","632","0"
"12.03.2018 20:00 - 12.03.2018 21:00","568","0"
"12.03.2018 21:00 - 12.03.2018 22:00","321","0"
"12.03.2018 22:00 - 12.03.2018 23:00","175","0"
"12.03.2018 23:00 - 13.03.2018 00:00","231","0"
"13.03.2018 00:00 - 13.03.2018 01:00","216","0"
"13.03.2018 01:00 - 13.03.2018 02:00","209","0"
"13.03.2018 02:00 - 13.03.2018 03:00","243","0"
"13.03.2018 03:00 - 13.03.2018 04:00","253","0"
"13.03.2018 04:00 - 13.03.2018 05:00","167","0"
"13.03.2018 05:00 - 13.03.2018 06:00","0","68"
"13.03.2018 06:00 - 13.03.2018 07:00","33","0"
"13.03.2018 07:00 - 13.03.2018 08:00","361","0"
"13.03.2018 08:00 - 13.03.2018 09:00","369","0"
"13.03.2018 09:00 - 13.03.2018 10:00","428","0"
"13.03.2018 10:00 - 13.03.2018 11:00","527","0"
"13.03.2018 11:00 - 13.03.2018 12:00","647","0"
"13.03.2018 12:00 - 13.03.2018 13:00","672","0"
"13.03.2018 13:00 - 13.03.2018 14:00","588","0"
"13.03.2018 14:00 - 13.03.2018 15:00","620","0"
"13.03.2018 15:00 - 13.03.2018 16:00","643","0"
"13.03.2018 16:00 - 13.03.2018 17:00","646","0"
"13.03.2018 17:00 - 13.03.2018 18:00","705","0"
"13.03.2018 18:00 - 13.03.2018 19:00","721","0"
"13.03.2018 19:00 - 13.03.2018 20:00","721","0"
"13.03.2018 20:00 - 13.03.2018 21:00","385","0"
"13.03.2018 21:00 - 13.03.2018 22:00","200","0"
"13.03.2018 22:00 - 13.03.2018 23:00","308","0"
"13.03.2018 23:00 - 14.03.2018 00:00","229","0"
"14.03.2018 00:00 - 14.03.2018 01:00","278","0"
"14.03.2018 01:00 - 14.03.2018 02:00","332","0"
"14.03.2018 02:00 - 14.03.2018 03:00","363","0"
"14.03.2018 03:00 - 14.03.2018 04:00","385","0"
"14.03.2018 04:00 - 14.03.2018 05:00","368","0"
"14.03.2018 05:00 - 14.03.2018 06:00","198","0"
"14.03.2018 06:00 - 14.03.2018 07:00","425","0"
"14.03.2018 07:00 - 14.03.2018 08:00","627","0"
"14.03.2018 08:00 - 14.03.2018 09:00","546","0"
"14.03.2018 09:00 - 14.03.2018 10:00","606","0"
"14.03.2018 10:00 - 14.03.2018 11:00","544","0"
"14.03.2018 11:00 - 14.03.2018 12:00","667","0"
"14.03.2018 12:00 - 14.03.2018 13:00","710","0"
"14.03.2018 13:00 - 14.03.2018 14:00","677","0"
"14.03.2018 14:00 - 14.03.2018 15:00","687","0"
"14.03.2018 15:00 - 14.03.2018 16:00","506","0"
"14.03.2018 16:00 - 14.03.2018 17:00","524","0"
"14.03.2018 17:00 - 14.03.2018 18:00","554","0"
"14.03.2018 18:00 - 14.03.2018 19:00","613","0"
"14.03.2018 19:00 - 14.03.2018 20:00","817","0"
"14.03.2018 20:00 - 14.03.2018 21:00","694","0"
"14.03.2018 21:00 - 14.03.2018 22:00","311","0"
"14.03.2018 22:00 - 14.03.2018 23:00","345","0"
"14.03.2018 23:00 - 15.03.2018 00:00","263","0"
"15.03.2018 00:00 - 15.03.2018 01:00","257","0"
"15.03.2018 01:00 - 15.03.2018 02:00","265","0"
"15.03.2018 02:00 - 15.03.2018 03:00","278","0"
"15.03.2018 03:00 - 15.03.2018 04:00","330","0"
"15.03.2018 04:00 - 15.03.2018 05:00","229","0"
"15.03.2018 05:00 - 15.03.2018 06:00","132","0"
"15.03.2018 06:00 - 15.03.2018 07:00","540","0"
"15.03.2018 07:00 - 15.03.2018 08:00","585","0"
"15.03.2018 08:00 - 15.03.2018 09:00","726","0"
"15.03.2018 09:00 - 15.03.2018 10:00","803","0"
"15.03.2018 10:00 - 15.03.2018 11:00","826","0"
"15.03.2018 11:00 - 15.03.2018 12:00","949","0"
"15.03.2018 12:00 - 15.03.2018 13:00","990","0"
"15.03.2018 13:00 - 15.03.2018 14:00","949","0"
"15.03.2018 14:00 - 15.03.2018 15:00","866","0"
"15.03.2018 15:00 - 15.03.2018 16:00","771","0"
"15.03.2018 16:00 - 15.03.2018 17:00","771","0"
"15.03.2018 17:00 - 15.03.2018 18:00","661","0"
"15.03.2018 18:00 - 15.03.2018 19:00","504","0"
"15.03.2018 19:00 - 15.03.2018 20:00","659","0"
"15.03.2018 20:00 - 15.03.2018 21:00","510","0"
"15.03.2018 21:00 - 15.03.2018 22:00","322","0"
"15.03.2018 22:00 - 15.03.2018 23:00","248","0"
"15.03.2018 23:00 - 16.03.2018 00:00","180","0"
"16.03.2018 00:00 - 16.03.2018 01:00","111","0"
"16.03.2018 01:00 - 16.03.2018 02:00","118","0"
"16.03.2018 02:00 - 16.03.2018 03:00","126","0"
"16.03.2018 03:00 - 16.03.2018 04:00","125","0"
"16.03.2018 04:00 - 16.03.2018 05:00","122","0"
"16.03.2018 05:00 - 16.03.2018 06:00","131","0"
"16.03.2018 06:00 - 16.03.2018 07:00","218","0"
"16.03.2018 07:00 - 16.03.2018 08:00","522","0"
"16.03.2018 08:00 - 16.03.2018 09:00","512","0"
"16.03.2018 09:00 - 16.03.2018 10:00","464","0"
"16.03.2018 10:00 - 16.03.2018 11:00","575","0"
"16.03.2018 11:00 - 16.03.2018 12:00","617","0"
"16.03.2018 12:00 - 16.03.2018 13:00","714","0"
"16.03.2018 13:00 - 16.03.2018 14:00","721","0"
"16.03.2018 14:00 - 16.03.2018 15:00","657","0"
"16.03.2018 15:00 - 16.03.2018 16:00","666","0"
"16.03.2018 16:00 - 16.03.2018 17:00","611","0"
"16.03.2018 17:00 - 16.03.2018 18:00","487","0"
"16.03.2018 18:00 - 16.03.2018 19:00","483","0"
"16.03.2018 19:00 - 16.03.2018 20:00","704","0"
"16.03.2018 20:00 - 16.03.2018 21:00","566","0"
"16.03.2018 21:00 - 16.03.2018 22:00","298","0"
"16.03.2018 22:00 - 16.03.2018 23:00","240","0"
"16.03.2018 23:00 - 17.03.2018 00:00","210","0"
"17.03.2018 00:00 - 17.03.2018 01:00","0","22"
"17.03.2018 01:00 - 17.03.2018 02:00","0","121"
"17.03.2018 02:00 - 17.03.2018 03:00","0","59"
"17.03.2018 03:00 - 17.03.2018 04:00","0","5"
"17.03.2018 04:00 - 17.03.2018 05:00","186","0"
"17.03.2018 05:00 - 17.03.2018 06:00","444","0"
"17.03.2018 06:00 - 17.03.2018 07:00","675","0"
"17.03.2018 07:00 - 17.03.2018 08:00","723","0"
"17.03.2018 08:00 - 17.03.2018 09:00","650","0"
"17.03.2018 09:00 - 17.03.2018 10:00","623","0"
"17.03.2018 10:00 - 17.03.2018 11:00","557","0"
"17.03.2018 11:00 - 17.03.2018 12:00","592","0"
"17.03.2018 12:00 - 17.03.2018 13:00","583","0"
"17.03.2018 13:00 - 17.03.2018 14:00","541","0"
"17.03.2018 14:00 - 17.03.2018 15:00","521","0"
"17.03.2018 15:00 - 17.03.2018 16:00","544","0"
"17.03.2018 16:00 - 17.03.2018 17:00","570","0"
"17.03.2018 17:00 - 17.03.2018 18:00","481","0"
"17.03.2018 18:00 - 17.03.2018 19:00","462","0"
"17.03.2018 19:00 - 17.03.2018 20:00","639","0"
"17.03.2018 20:00 - 17.03.2018 21:00","557","0"
"17.03.2018 21:00 - 17.03.2018 22:00","406","0"
"17.03.2018 22:00 - 17.03.2018 23:00","447","0"
"17.03.2018 23:00 - 18.03.2018 00:00","242","0"
"18.03.2018 00:00 - 18.03.2018 01:00","286","0"
"18.03.2018 01:00 - 18.03.2018 02:00","352","0"
"18.03.2018 02:00 - 18.03.2018 03:00","311","0"
"18.03.2018 03:00 - 18.03.2018 04:00","360","0"
"18.03.2018 04:00 - 18.03.2018 05:00","420","0"
"18.03.2018 05:00 - 18.03.2018 06:00","586","0"
"18.03.2018 06:00 - 18.03.2018 07:00","740","0"
"18.03.2018 07:00 - 18.03.2018 08:00","699","0"
"18.03.2018 08:00 - 18.03.2018 09:00","711","0"
"18.03.2018 09:00 - 18.03.2018 10:00","462","0"
"18.03.2018 10:00 - 18.03.2018 11:00","432","0"
"18.03.2018 11:00 - 18.03.2018 12:00","401","0"
"18.03.2018 12:00 - 18.03.2018 13:00","360","0"
"18.03.2018 13:00 - 18.03.2018 14:00","362","0"
"18.03.2018 14:00 - 18.03.2018 15:00","340","0"
"18.03.2018 15:00 - 18.03.2018 16:00","350","0"
"18.03.2018 16:00 - 18.03.2018 17:00","293","0"
"18.03.2018 17:00 - 18.03.2018 18:00","533","0"
"18.03.2018 18:00 - 18.03.2018 19:00","665","0"
"18.03.2018 19:00 - 18.03.2018 20:00","769","0"
"18.03.2018 20:00 - 18.03.2018 21:00","760","0"
