"Time (CET)","Poland (PL) > Czech Republic (CZ) [MW]","Czech Republic (CZ) > Poland (PL) [MW]"
"18.03.2018 13:00 - 18.03.2018 14:00","412","0"
"18.03.2018 14:00 - 18.03.2018 15:00","381","0"
"18.03.2018 15:00 - 18.03.2018 16:00","486","0"
"18.03.2018 16:00 - 18.03.2018 17:00","550","0"
"18.03.2018 17:00 - 18.03.2018 18:00","445","0"
"18.03.2018 18:00 - 18.03.2018 19:00","283","0"
"18.03.2018 19:00 - 18.03.2018 20:00","0","21"
"18.03.2018 20:00 - 18.03.2018 21:00","92","0"
"18.03.2018 21:00 - 18.03.2018 22:00","134","0"
"18.03.2018 22:00 - 18.03.2018 23:00","334","0"
"18.03.2018 23:00 - 19.03.2018 00:00","280","0"
"19.03.2018 00:00 - 19.03.2018 01:00","462","0"
"19.03.2018 01:00 - 19.03.2018 02:00","410","0"
"19.03.2018 02:00 - 19.03.2018 03:00","360","0"
"19.03.2018 03:00 - 19.03.2018 04:00","255","0"
"19.03.2018 04:00 - 19.03.2018 05:00","231","0"
"19.03.2018 05:00 - 19.03.2018 06:00","456","0"
"19.03.2018 06:00 - 19.03.2018 07:00","945","0"
"19.03.2018 07:00 - 19.03.2018 08:00","618","0"
"19.03.2018 08:00 - 19.03.2018 09:00","341","0"
"19.03.2018 09:00 - 19.03.2018 10:00","371","0"
"19.03.2018 10:00 - 19.03.2018 11:00","319","0"
"19.03.2018 11:00 - 19.03.2018 12:00","281","0"
"19.03.2018 12:00 - 19.03.2018 13:00","166","0"
"19.03.2018 13:00 - 19.03.2018 14:00","145","0"
"19.03.2018 14:00 - 19.03.2018 15:00","147","0"
"19.03.2018 15:00 - 19.03.2018 16:00","341","0"
"19.03.2018 16:00 - 19.03.2018 17:00","579","0"
"19.03.2018 17:00 - 19.03.2018 18:00","608","0"
"19.03.2018 18:00 - 19.03.2018 19:00","392","0"
"19.03.2018 19:00 - 19.03.2018 20:00","403","0"
"19.03.2018 20:00 - 19.03.2018 21:00","481","0"
"19.03.2018 21:00 - 19.03.2018 22:00","619","0"
"19.03.2018 22:00 - 19.03.2018 23:00","676","0"
"19.03.2018 23:00 - 20.03.2018 00:00","434","0"
"20.03.2018 00:00 - 20.03.2018 01:00","469","0"
"20.03.2018 01:00 - 20.03.2018 02:00","497","0"
"20.03.2018 02:00 - 20.03.2018 03:00","481","0"
"20.03.2018 03:00 - 20.03.2018 04:00","456","0"
"20.03.2018 04:00 - 20.03.2018 05:00","453","0"
"20.03.2018 05:00 - 20.03.2018 06:00","465","0"
"20.03.2018 06:00 - 20.03.2018 07:00","579","0"
"20.03.2018 07:00 - 20.03.2018 08:00","238","0"
"20.03.2018 08:00 - 20.03.2018 09:00","215","0"
"20.03.2018 09:00 - 20.03.2018 10:00","428","0"
"20.03.2018 10:00 - 20.03.2018 11:00","398","0"
"20.03.2018 11:00 - 20.03.2018 12:00","361","0"
"20.03.2018 12:00 - 20.03.2018 13:00","349","0"
"20.03.2018 13:00 - 20.03.2018 14:00","325","0"
"20.03.2018 14:00 - 20.03.2018 15:00","223","0"
"20.03.2018 15:00 - 20.03.2018 16:00","213","0"
"20.03.2018 16:00 - 20.03.2018 17:00","247","0"
"20.03.2018 17:00 - 20.03.2018 18:00","286","0"
"20.03.2018 18:00 - 20.03.2018 19:00","632","0"
"20.03.2018 19:00 - 20.03.2018 20:00","553","0"
"20.03.2018 20:00 - 20.03.2018 21:00","698","0"
"20.03.2018 21:00 - 20.03.2018 22:00","972","0"
"20.03.2018 22:00 - 20.03.2018 23:00","918","0"
"20.03.2018 23:00 - 21.03.2018 00:00","723","0"
"21.03.2018 00:00 - 21.03.2018 01:00","1008","0"
"21.03.2018 01:00 - 21.03.2018 02:00","937","0"
"21.03.2018 02:00 - 21.03.2018 03:00","739","0"
"21.03.2018 03:00 - 21.03.2018 04:00","710","0"
"21.03.2018 04:00 - 21.03.2018 05:00","724","0"
"21.03.2018 05:00 - 21.03.2018 06:00","938","0"
"21.03.2018 06:00 - 21.03.2018 07:00","904","0"
"21.03.2018 07:00 - 21.03.2018 08:00","669","0"
"21.03.2018 08:00 - 21.03.2018 09:00","555","0"
"21.03.2018 09:00 - 21.03.2018 10:00","367","0"
"21.03.2018 10:00 - 21.03.2018 11:00","329","0"
"21.03.2018 11:00 - 21.03.2018 12:00","234","0"
"21.03.2018 12:00 - 21.03.2018 13:00","266","0"
"21.03.2018 13:00 - 21.03.2018 14:00","243","0"
"21.03.2018 14:00 - 21.03.2018 15:00","241","0"
"21.03.2018 15:00 - 21.03.2018 16:00","165","0"
"21.03.2018 16:00 - 21.03.2018 17:00","572","0"
"21.03.2018 17:00 - 21.03.2018 18:00","607","0"
"21.03.2018 18:00 - 21.03.2018 19:00","669","0"
"21.03.2018 19:00 - 21.03.2018 20:00","686","0"
"21.03.2018 20:00 - 21.03.2018 21:00","862","0"
"21.03.2018 21:00 - 21.03.2018 22:00","1054","0"
"21.03.2018 22:00 - 21.03.2018 23:00","944","0"
"21.03.2018 23:00 - 22.03.2018 00:00","667","0"
"22.03.2018 00:00 - 22.03.2018 01:00","641","0"
"22.03.2018 01:00 - 22.03.2018 02:00","697","0"
"22.03.2018 02:00 - 22.03.2018 03:00","609","0"
"22.03.2018 03:00 - 22.03.2018 04:00","635","0"
"22.03.2018 04:00 - 22.03.2018 05:00","703","0"
"22.03.2018 05:00 - 22.03.2018 06:00","623","0"
"22.03.2018 06:00 - 22.03.2018 07:00","229","0"
"22.03.2018 07:00 - 22.03.2018 08:00","207","0"
"22.03.2018 08:00 - 22.03.2018 09:00","135","0"
"22.03.2018 09:00 - 22.03.2018 10:00","88","0"
"22.03.2018 10:00 - 22.03.2018 11:00","87","0"
"22.03.2018 11:00 - 22.03.2018 12:00","92","0"
"22.03.2018 12:00 - 22.03.2018 13:00","110","0"
"22.03.2018 13:00 - 22.03.2018 14:00","176","0"
"22.03.2018 14:00 - 22.03.2018 15:00","215","0"
"22.03.2018 15:00 - 22.03.2018 16:00","343","0"
"22.03.2018 16:00 - 22.03.2018 17:00","302","0"
"22.03.2018 17:00 - 22.03.2018 18:00","223","0"
"22.03.2018 18:00 - 22.03.2018 19:00","77","0"
"22.03.2018 19:00 - 22.03.2018 20:00","120","0"
"22.03.2018 20:00 - 22.03.2018 21:00","307","0"
"22.03.2018 21:00 - 22.03.2018 22:00","629","0"
"22.03.2018 22:00 - 22.03.2018 23:00","1082","0"
"22.03.2018 23:00 - 23.03.2018 00:00","1008","0"
"23.03.2018 00:00 - 23.03.2018 01:00","904","0"
"23.03.2018 01:00 - 23.03.2018 02:00","891","0"
"23.03.2018 02:00 - 23.03.2018 03:00","819","0"
"23.03.2018 03:00 - 23.03.2018 04:00","768","0"
"23.03.2018 04:00 - 23.03.2018 05:00","710","0"
"23.03.2018 05:00 - 23.03.2018 06:00","937","0"
"23.03.2018 06:00 - 23.03.2018 07:00","740","0"
"23.03.2018 07:00 - 23.03.2018 08:00","374","0"
"23.03.2018 08:00 - 23.03.2018 09:00","139","0"
"23.03.2018 09:00 - 23.03.2018 10:00","168","0"
"23.03.2018 10:00 - 23.03.2018 11:00","290","0"
"23.03.2018 11:00 - 23.03.2018 12:00","319","0"
"23.03.2018 12:00 - 23.03.2018 13:00","363","0"
"23.03.2018 13:00 - 23.03.2018 14:00","422","0"
"23.03.2018 14:00 - 23.03.2018 15:00","395","0"
"23.03.2018 15:00 - 23.03.2018 16:00","330","0"
"23.03.2018 16:00 - 23.03.2018 17:00","321","0"
"23.03.2018 17:00 - 23.03.2018 18:00","195","0"
"23.03.2018 18:00 - 23.03.2018 19:00","0","5"
"23.03.2018 19:00 - 23.03.2018 20:00","0","43"
"23.03.2018 20:00 - 23.03.2018 21:00","235","0"
"23.03.2018 21:00 - 23.03.2018 22:00","322","0"
"23.03.2018 22:00 - 23.03.2018 23:00","571","0"
"23.03.2018 23:00 - 24.03.2018 00:00","690","0"
"24.03.2018 00:00 - 24.03.2018 01:00","433","0"
"24.03.2018 01:00 - 24.03.2018 02:00","391","0"
"24.03.2018 02:00 - 24.03.2018 03:00","313","0"
"24.03.2018 03:00 - 24.03.2018 04:00","340","0"
"24.03.2018 04:00 - 24.03.2018 05:00","430","0"
"24.03.2018 05:00 - 24.03.2018 06:00","442","0"
"24.03.2018 06:00 - 24.03.2018 07:00","542","0"
"24.03.2018 07:00 - 24.03.2018 08:00","382","0"
"24.03.2018 08:00 - 24.03.2018 09:00","411","0"
"24.03.2018 09:00 - 24.03.2018 10:00","285","0"
"24.03.2018 10:00 - 24.03.2018 11:00","353","0"
"24.03.2018 11:00 - 24.03.2018 12:00","317","0"
"24.03.2018 12:00 - 24.03.2018 13:00","221","0"
"24.03.2018 13:00 - 24.03.2018 14:00","263","0"
"24.03.2018 14:00 - 24.03.2018 15:00","246","0"
"24.03.2018 15:00 - 24.03.2018 16:00","299","0"
"24.03.2018 16:00 - 24.03.2018 17:00","336","0"
"24.03.2018 17:00 - 24.03.2018 18:00","555","0"
"24.03.2018 18:00 - 24.03.2018 19:00","484","0"
"24.03.2018 19:00 - 24.03.2018 20:00","580","0"
"24.03.2018 20:00 - 24.03.2018 21:00","741","0"
"24.03.2018 21:00 - 24.03.2018 22:00","882","0"
"24.03.2018 22:00 - 24.03.2018 23:00","999","0"
"24.03.2018 23:00 - 25.03.2018 00:00","669","0"
"25.03.2018 00:00 - 25.03.2018 01:00","216","0"
"25.03.2018 01:00 - 25.03.2018 02:00","378","0"
"25.03.2018 02:00 - 25.03.2018 03:00","",""
"25.03.2018 03:00 - 25.03.2018 04:00","305","0"
"25.03.2018 04:00 - 25.03.2018 05:00","248","0"
"25.03.2018 05:00 - 25.03.2018 06:00","199","0"
"25.03.2018 06:00 - 25.03.2018 07:00","283","0"
"25.03.2018 07:00 - 25.03.2018 08:00","316","0"
"25.03.2018 08:00 - 25.03.2018 09:00","144","0"
"25.03.2018 09:00 - 25.03.2018 10:00","118","0"
"25.03.2018 10:00 - 25.03.2018 11:00","152","0"
"25.03.2018 11:00 - 25.03.2018 12:00","200","0"
"25.03.2018 12:00 - 25.03.2018 13:00","268","0"
"25.03.2018 13:00 - 25.03.2018 14:00","284","0"
"25.03.2018 14:00 - 25.03.2018 15:00","145","0"
"25.03.2018 15:00 - 25.03.2018 16:00","116","0"
"25.03.2018 16:00 - 25.03.2018 17:00","124","0"
"25.03.2018 17:00 - 25.03.2018 18:00","64","0"
"25.03.2018 18:00 - 25.03.2018 19:00","282","0"
"25.03.2018 19:00 - 25.03.2018 20:00","587","0"
"25.03.2018 20:00 - 25.03.2018 21:00","604","0"
"25.03.2018 21:00 - 25.03.2018 22:00","579","0"
"25.03.2018 22:00 - 25.03.2018 23:00","541","0"
"25.03.2018 23:00 - 26.03.2018 00:00","428","0"
"26.03.2018 00:00 - 26.03.2018 01:00","460","0"
"26.03.2018 01:00 - 26.03.2018 02:00","393","0"
"26.03.2018 02:00 - 26.03.2018 03:00","317","0"
"26.03.2018 03:00 - 26.03.2018 04:00","413","0"
"26.03.2018 04:00 - 26.03.2018 05:00","474","0"
"26.03.2018 05:00 - 26.03.2018 06:00","534","0"
"26.03.2018 06:00 - 26.03.2018 07:00","716","0"
"26.03.2018 07:00 - 26.03.2018 08:00","495","0"
"26.03.2018 08:00 - 26.03.2018 09:00","451","0"
"26.03.2018 09:00 - 26.03.2018 10:00","444","0"
"26.03.2018 10:00 - 26.03.2018 11:00","319","0"
"26.03.2018 11:00 - 26.03.2018 12:00","289","0"
"26.03.2018 12:00 - 26.03.2018 13:00","331","0"
"26.03.2018 13:00 - 26.03.2018 14:00","367","0"
"26.03.2018 14:00 - 26.03.2018 15:00","412","0"
"26.03.2018 15:00 - 26.03.2018 16:00","337","0"
"26.03.2018 16:00 - 26.03.2018 17:00","186","0"
"26.03.2018 17:00 - 26.03.2018 18:00","409","0"
"26.03.2018 18:00 - 26.03.2018 19:00","512","0"
"26.03.2018 19:00 - 26.03.2018 20:00","478","0"
"26.03.2018 20:00 - 26.03.2018 21:00","412","0"
"26.03.2018 21:00 - 26.03.2018 22:00","654","0"
"26.03.2018 22:00 - 26.03.2018 23:00","841","0"
"26.03.2018 23:00 - 27.03.2018 00:00","670","0"
"27.03.2018 00:00 - 27.03.2018 01:00","535","0"
"27.03.2018 01:00 - 27.03.2018 02:00","579","0"
"27.03.2018 02:00 - 27.03.2018 03:00","478","0"
"27.03.2018 03:00 - 27.03.2018 04:00","334","0"
"27.03.2018 04:00 - 27.03.2018 05:00","296","0"
"27.03.2018 05:00 - 27.03.2018 06:00","469","0"
"27.03.2018 06:00 - 27.03.2018 07:00","734","0"
"27.03.2018 07:00 - 27.03.2018 08:00","373","0"
"27.03.2018 08:00 - 27.03.2018 09:00","388","0"
"27.03.2018 09:00 - 27.03.2018 10:00","376","0"
"27.03.2018 10:00 - 27.03.2018 11:00","330","0"
"27.03.2018 11:00 - 27.03.2018 12:00","292","0"
"27.03.2018 12:00 - 27.03.2018 13:00","233","0"
"27.03.2018 13:00 - 27.03.2018 14:00","221","0"
"27.03.2018 14:00 - 27.03.2018 15:00","140","0"
"27.03.2018 15:00 - 27.03.2018 16:00","131","0"
"27.03.2018 16:00 - 27.03.2018 17:00","116","0"
"27.03.2018 17:00 - 27.03.2018 18:00","143","0"
"27.03.2018 18:00 - 27.03.2018 19:00","225","0"
"27.03.2018 19:00 - 27.03.2018 20:00","320","0"
"27.03.2018 20:00 - 27.03.2018 21:00","334","0"
"27.03.2018 21:00 - 27.03.2018 22:00","369","0"
"27.03.2018 22:00 - 27.03.2018 23:00","415","0"
"27.03.2018 23:00 - 28.03.2018 00:00","343","0"
"28.03.2018 00:00 - 28.03.2018 01:00","402","0"
"28.03.2018 01:00 - 28.03.2018 02:00","484","0"
"28.03.2018 02:00 - 28.03.2018 03:00","494","0"
"28.03.2018 03:00 - 28.03.2018 04:00","462","0"
"28.03.2018 04:00 - 28.03.2018 05:00","450","0"
"28.03.2018 05:00 - 28.03.2018 06:00","382","0"
"28.03.2018 06:00 - 28.03.2018 07:00","444","0"
"28.03.2018 07:00 - 28.03.2018 08:00","347","0"
"28.03.2018 08:00 - 28.03.2018 09:00","216","0"
"28.03.2018 09:00 - 28.03.2018 10:00","219","0"
"28.03.2018 10:00 - 28.03.2018 11:00","227","0"
"28.03.2018 11:00 - 28.03.2018 12:00","271","0"
"28.03.2018 12:00 - 28.03.2018 13:00","261","0"
"28.03.2018 13:00 - 28.03.2018 14:00","305","0"
"28.03.2018 14:00 - 28.03.2018 15:00","292","0"
"28.03.2018 15:00 - 28.03.2018 16:00","266","0"
"28.03.2018 16:00 - 28.03.2018 17:00","245","0"
"28.03.2018 17:00 - 28.03.2018 18:00","284","0"
"28.03.2018 18:00 - 28.03.2018 19:00","303","0"
"28.03.2018 19:00 - 28.03.2018 20:00","258","0"
"28.03.2018 20:00 - 28.03.2018 21:00","292","0"
"28.03.2018 21:00 - 28.03.2018 22:00","347","0"
"28.03.2018 22:00 - 28.03.2018 23:00","655","0"
"28.03.2018 23:00 - 29.03.2018 00:00","547","0"
"29.03.2018 00:00 - 29.03.2018 01:00","492","0"
"29.03.2018 01:00 - 29.03.2018 02:00","608","0"
"29.03.2018 02:00 - 29.03.2018 03:00","591","0"
"29.03.2018 03:00 - 29.03.2018 04:00","547","0"
"29.03.2018 04:00 - 29.03.2018 05:00","523","0"
"29.03.2018 05:00 - 29.03.2018 06:00","525","0"
"29.03.2018 06:00 - 29.03.2018 07:00","545","0"
"29.03.2018 07:00 - 29.03.2018 08:00","724","0"
"29.03.2018 08:00 - 29.03.2018 09:00","520","0"
"29.03.2018 09:00 - 29.03.2018 10:00","169","0"
"29.03.2018 10:00 - 29.03.2018 11:00","151","0"
"29.03.2018 11:00 - 29.03.2018 12:00","133","0"
"29.03.2018 12:00 - 29.03.2018 13:00","168","0"
"29.03.2018 13:00 - 29.03.2018 14:00","176","0"
"29.03.2018 14:00 - 29.03.2018 15:00","174","0"
"29.03.2018 15:00 - 29.03.2018 16:00","159","0"
"29.03.2018 16:00 - 29.03.2018 17:00","189","0"
"29.03.2018 17:00 - 29.03.2018 18:00","313","0"
"29.03.2018 18:00 - 29.03.2018 19:00","401","0"
"29.03.2018 19:00 - 29.03.2018 20:00","466","0"
"29.03.2018 20:00 - 29.03.2018 21:00","417","0"
"29.03.2018 21:00 - 29.03.2018 22:00","402","0"
"29.03.2018 22:00 - 29.03.2018 23:00","493","0"
"29.03.2018 23:00 - 30.03.2018 00:00","325","0"
"30.03.2018 00:00 - 30.03.2018 01:00","169","0"
"30.03.2018 01:00 - 30.03.2018 02:00","189","0"
"30.03.2018 02:00 - 30.03.2018 03:00","143","0"
"30.03.2018 03:00 - 30.03.2018 04:00","105","0"
"30.03.2018 04:00 - 30.03.2018 05:00","27","0"
"30.03.2018 05:00 - 30.03.2018 06:00","0","32"
"30.03.2018 06:00 - 30.03.2018 07:00","34","0"
"30.03.2018 07:00 - 30.03.2018 08:00","129","0"
"30.03.2018 08:00 - 30.03.2018 09:00","183","0"
"30.03.2018 09:00 - 30.03.2018 10:00","179","0"
"30.03.2018 10:00 - 30.03.2018 11:00","186","0"
"30.03.2018 11:00 - 30.03.2018 12:00","174","0"
"30.03.2018 12:00 - 30.03.2018 13:00","241","0"
"30.03.2018 13:00 - 30.03.2018 14:00","297","0"
"30.03.2018 14:00 - 30.03.2018 15:00","292","0"
"30.03.2018 15:00 - 30.03.2018 16:00","245","0"
"30.03.2018 16:00 - 30.03.2018 17:00","218","0"
"30.03.2018 17:00 - 30.03.2018 18:00","129","0"
"30.03.2018 18:00 - 30.03.2018 19:00","87","0"
"30.03.2018 19:00 - 30.03.2018 20:00","266","0"
"30.03.2018 20:00 - 30.03.2018 21:00","287","0"
"30.03.2018 21:00 - 30.03.2018 22:00","273","0"
"30.03.2018 22:00 - 30.03.2018 23:00","195","0"
"30.03.2018 23:00 - 31.03.2018 00:00","110","0"
"31.03.2018 00:00 - 31.03.2018 01:00","312","0"
"31.03.2018 01:00 - 31.03.2018 02:00","449","0"
"31.03.2018 02:00 - 31.03.2018 03:00","395","0"
"31.03.2018 03:00 - 31.03.2018 04:00","297","0"
"31.03.2018 04:00 - 31.03.2018 05:00","298","0"
"31.03.2018 05:00 - 31.03.2018 06:00","217","0"
"31.03.2018 06:00 - 31.03.2018 07:00","153","0"
"31.03.2018 07:00 - 31.03.2018 08:00","163","0"
"31.03.2018 08:00 - 31.03.2018 09:00","122","0"
"31.03.2018 09:00 - 31.03.2018 10:00","84","0"
"31.03.2018 10:00 - 31.03.2018 11:00","50","0"
"31.03.2018 11:00 - 31.03.2018 12:00","52","0"
"31.03.2018 12:00 - 31.03.2018 13:00","51","0"
"31.03.2018 13:00 - 31.03.2018 14:00","55","0"
"31.03.2018 14:00 - 31.03.2018 15:00","77","0"
"31.03.2018 15:00 - 31.03.2018 16:00","76","0"
"31.03.2018 16:00 - 31.03.2018 17:00","41","0"
"31.03.2018 17:00 - 31.03.2018 18:00","63","0"
"31.03.2018 18:00 - 31.03.2018 19:00","182","0"
"31.03.2018 19:00 - 31.03.2018 20:00","228","0"
"31.03.2018 20:00 - 31.03.2018 21:00","152","0"
"31.03.2018 21:00 - 31.03.2018 22:00","222","0"
"31.03.2018 22:00 - 31.03.2018 23:00","223","0"
"31.03.2018 23:00 - 01.04.2018 00:00","352","0"
"01.04.2018 00:00 - 01.04.2018 01:00","236","0"
"01.04.2018 01:00 - 01.04.2018 02:00","135","0"
"01.04.2018 02:00 - 01.04.2018 03:00","75","0"
"01.04.2018 03:00 - 01.04.2018 04:00","0","37"
"01.04.2018 04:00 - 01.04.2018 05:00","0","97"
"01.04.2018 05:00 - 01.04.2018 06:00","0","23"
"01.04.2018 06:00 - 01.04.2018 07:00","202","0"
"01.04.2018 07:00 - 01.04.2018 08:00","0","36"
"01.04.2018 08:00 - 01.04.2018 09:00","0","158"
"01.04.2018 09:00 - 01.04.2018 10:00","0","164"
"01.04.2018 10:00 - 01.04.2018 11:00","0","49"
"01.04.2018 11:00 - 01.04.2018 12:00","0","85"
"01.04.2018 12:00 - 01.04.2018 13:00","0","137"
"01.04.2018 13:00 - 01.04.2018 14:00","64","0"
"01.04.2018 14:00 - 01.04.2018 15:00","218","0"
"01.04.2018 15:00 - 01.04.2018 16:00","226","0"
"01.04.2018 16:00 - 01.04.2018 17:00","200","0"
"01.04.2018 17:00 - 01.04.2018 18:00","123","0"
"01.04.2018 18:00 - 01.04.2018 19:00","92","0"
"01.04.2018 19:00 - 01.04.2018 20:00","295","0"
"01.04.2018 20:00 - 01.04.2018 21:00","466","0"
"01.04.2018 21:00 - 01.04.2018 22:00","378","0"
"01.04.2018 22:00 - 01.04.2018 23:00","422","0"
"01.04.2018 23:00 - 02.04.2018 00:00","387","0"
"02.04.2018 00:00 - 02.04.2018 01:00","715","0"
"02.04.2018 01:00 - 02.04.2018 02:00","721","0"
"02.04.2018 02:00 - 02.04.2018 03:00","703","0"
"02.04.2018 03:00 - 02.04.2018 04:00","708","0"
"02.04.2018 04:00 - 02.04.2018 05:00","675","0"
"02.04.2018 05:00 - 02.04.2018 06:00","733","0"
"02.04.2018 06:00 - 02.04.2018 07:00","886","0"
"02.04.2018 07:00 - 02.04.2018 08:00","914","0"
"02.04.2018 08:00 - 02.04.2018 09:00","659","0"
"02.04.2018 09:00 - 02.04.2018 10:00","313","0"
"02.04.2018 10:00 - 02.04.2018 11:00","184","0"
"02.04.2018 11:00 - 02.04.2018 12:00","103","0"
"02.04.2018 12:00 - 02.04.2018 13:00","36","0"
"02.04.2018 13:00 - 02.04.2018 14:00","34","0"
"02.04.2018 14:00 - 02.04.2018 15:00","78","0"
"02.04.2018 15:00 - 02.04.2018 16:00","96","0"
"02.04.2018 16:00 - 02.04.2018 17:00","86","0"
"02.04.2018 17:00 - 02.04.2018 18:00","147","0"
"02.04.2018 18:00 - 02.04.2018 19:00","93","0"
"02.04.2018 19:00 - 02.04.2018 20:00","124","0"
"02.04.2018 20:00 - 02.04.2018 21:00","159","0"
"02.04.2018 21:00 - 02.04.2018 22:00","96","0"
"02.04.2018 22:00 - 02.04.2018 23:00","76","0"
"02.04.2018 23:00 - 03.04.2018 00:00","198","0"
"03.04.2018 00:00 - 03.04.2018 01:00","424","0"
"03.04.2018 01:00 - 03.04.2018 02:00","385","0"
"03.04.2018 02:00 - 03.04.2018 03:00","362","0"
"03.04.2018 03:00 - 03.04.2018 04:00","309","0"
"03.04.2018 04:00 - 03.04.2018 05:00","358","0"
"03.04.2018 05:00 - 03.04.2018 06:00","493","0"
"03.04.2018 06:00 - 03.04.2018 07:00","341","0"
"03.04.2018 07:00 - 03.04.2018 08:00","134","0"
"03.04.2018 08:00 - 03.04.2018 09:00","138","0"
"03.04.2018 09:00 - 03.04.2018 10:00","18","0"
"03.04.2018 10:00 - 03.04.2018 11:00","0","39"
"03.04.2018 11:00 - 03.04.2018 12:00","53","0"
"03.04.2018 12:00 - 03.04.2018 13:00","83","0"
"03.04.2018 13:00 - 03.04.2018 14:00","64","0"
"03.04.2018 14:00 - 03.04.2018 15:00","84","0"
"03.04.2018 15:00 - 03.04.2018 16:00","58","0"
"03.04.2018 16:00 - 03.04.2018 17:00","126","0"
"03.04.2018 17:00 - 03.04.2018 18:00","288","0"
"03.04.2018 18:00 - 03.04.2018 19:00","260","0"
"03.04.2018 19:00 - 03.04.2018 20:00","179","0"
"03.04.2018 20:00 - 03.04.2018 21:00","246","0"
"03.04.2018 21:00 - 03.04.2018 22:00","112","0"
"03.04.2018 22:00 - 03.04.2018 23:00","133","0"
"03.04.2018 23:00 - 04.04.2018 00:00","168","0"
"04.04.2018 00:00 - 04.04.2018 01:00","346","0"
"04.04.2018 01:00 - 04.04.2018 02:00","553","0"
"04.04.2018 02:00 - 04.04.2018 03:00","557","0"
"04.04.2018 03:00 - 04.04.2018 04:00","537","0"
"04.04.2018 04:00 - 04.04.2018 05:00","549","0"
"04.04.2018 05:00 - 04.04.2018 06:00","539","0"
"04.04.2018 06:00 - 04.04.2018 07:00","917","0"
"04.04.2018 07:00 - 04.04.2018 08:00","583","0"
"04.04.2018 08:00 - 04.04.2018 09:00","485","0"
"04.04.2018 09:00 - 04.04.2018 10:00","241","0"
"04.04.2018 10:00 - 04.04.2018 11:00","88","0"
"04.04.2018 11:00 - 04.04.2018 12:00","20","0"
"04.04.2018 12:00 - 04.04.2018 13:00","115","0"
"04.04.2018 13:00 - 04.04.2018 14:00","28","0"
"04.04.2018 14:00 - 04.04.2018 15:00","0","35"
"04.04.2018 15:00 - 04.04.2018 16:00","0","39"
"04.04.2018 16:00 - 04.04.2018 17:00","84","0"
"04.04.2018 17:00 - 04.04.2018 18:00","213","0"
"04.04.2018 18:00 - 04.04.2018 19:00","144","0"
"04.04.2018 19:00 - 04.04.2018 20:00","317","0"
"04.04.2018 20:00 - 04.04.2018 21:00","406","0"
"04.04.2018 21:00 - 04.04.2018 22:00","274","0"
"04.04.2018 22:00 - 04.04.2018 23:00","257","0"
"04.04.2018 23:00 - 05.04.2018 00:00","117","0"
"05.04.2018 00:00 - 05.04.2018 01:00","266","0"
"05.04.2018 01:00 - 05.04.2018 02:00","524","0"
"05.04.2018 02:00 - 05.04.2018 03:00","621","0"
"05.04.2018 03:00 - 05.04.2018 04:00","617","0"
"05.04.2018 04:00 - 05.04.2018 05:00","619","0"
"05.04.2018 05:00 - 05.04.2018 06:00","470","0"
"05.04.2018 06:00 - 05.04.2018 07:00","187","0"
"05.04.2018 07:00 - 05.04.2018 08:00","202","0"
"05.04.2018 08:00 - 05.04.2018 09:00","192","0"
"05.04.2018 09:00 - 05.04.2018 10:00","153","0"
"05.04.2018 10:00 - 05.04.2018 11:00","291","0"
"05.04.2018 11:00 - 05.04.2018 12:00","273","0"
"05.04.2018 12:00 - 05.04.2018 13:00","200","0"
"05.04.2018 13:00 - 05.04.2018 14:00","258","0"
"05.04.2018 14:00 - 05.04.2018 15:00","264","0"
"05.04.2018 15:00 - 05.04.2018 16:00","358","0"
"05.04.2018 16:00 - 05.04.2018 17:00","384","0"
"05.04.2018 17:00 - 05.04.2018 18:00","349","0"
"05.04.2018 18:00 - 05.04.2018 19:00","296","0"
"05.04.2018 19:00 - 05.04.2018 20:00","338","0"
"05.04.2018 20:00 - 05.04.2018 21:00","219","0"
"05.04.2018 21:00 - 05.04.2018 22:00","228","0"
"05.04.2018 22:00 - 05.04.2018 23:00","305","0"
"05.04.2018 23:00 - 06.04.2018 00:00","282","0"
"06.04.2018 00:00 - 06.04.2018 01:00","633","0"
"06.04.2018 01:00 - 06.04.2018 02:00","804","0"
"06.04.2018 02:00 - 06.04.2018 03:00","809","0"
"06.04.2018 03:00 - 06.04.2018 04:00","779","0"
"06.04.2018 04:00 - 06.04.2018 05:00","764","0"
"06.04.2018 05:00 - 06.04.2018 06:00","658","0"
"06.04.2018 06:00 - 06.04.2018 07:00","955","0"
"06.04.2018 07:00 - 06.04.2018 08:00","742","0"
"06.04.2018 08:00 - 06.04.2018 09:00","550","0"
"06.04.2018 09:00 - 06.04.2018 10:00","443","0"
"06.04.2018 10:00 - 06.04.2018 11:00","223","0"
"06.04.2018 11:00 - 06.04.2018 12:00","406","0"
"06.04.2018 12:00 - 06.04.2018 13:00","392","0"
"06.04.2018 13:00 - 06.04.2018 14:00","280","0"
"06.04.2018 14:00 - 06.04.2018 15:00","307","0"
"06.04.2018 15:00 - 06.04.2018 16:00","262","0"
"06.04.2018 16:00 - 06.04.2018 17:00","326","0"
"06.04.2018 17:00 - 06.04.2018 18:00","447","0"
"06.04.2018 18:00 - 06.04.2018 19:00","423","0"
"06.04.2018 19:00 - 06.04.2018 20:00","84","0"
"06.04.2018 20:00 - 06.04.2018 21:00","41","0"
