"Time (CET)","Lithuania (LT) > Poland (PL) [MW]","Poland (PL) > Lithuania (LT) [MW]"
"27.03.2018 23:00 - 28.03.2018 00:00","0","3"
"28.03.2018 00:00 - 28.03.2018 01:00","0","288"
"28.03.2018 01:00 - 28.03.2018 02:00","0","305"
"28.03.2018 02:00 - 28.03.2018 03:00","0","305"
"28.03.2018 03:00 - 28.03.2018 04:00","0","305"
"28.03.2018 04:00 - 28.03.2018 05:00","0","305"
"28.03.2018 05:00 - 28.03.2018 06:00","0","299"
"28.03.2018 06:00 - 28.03.2018 07:00","0","169"
"28.03.2018 07:00 - 28.03.2018 08:00","0","3"
"28.03.2018 08:00 - 28.03.2018 09:00","106","0"
"28.03.2018 09:00 - 28.03.2018 10:00","394","0"
"28.03.2018 10:00 - 28.03.2018 11:00","405","0"
"28.03.2018 11:00 - 28.03.2018 12:00","486","0"
"28.03.2018 12:00 - 28.03.2018 13:00","447","0"
"28.03.2018 13:00 - 28.03.2018 14:00","475","0"
"28.03.2018 14:00 - 28.03.2018 15:00","486","0"
"28.03.2018 15:00 - 28.03.2018 16:00","486","0"
"28.03.2018 16:00 - 28.03.2018 17:00","466","0"
"28.03.2018 17:00 - 28.03.2018 18:00","462","0"
"28.03.2018 18:00 - 28.03.2018 19:00","317","0"
"28.03.2018 19:00 - 28.03.2018 20:00","283","0"
"28.03.2018 20:00 - 28.03.2018 21:00","483","0"
"28.03.2018 21:00 - 28.03.2018 22:00","134","0"
"28.03.2018 22:00 - 28.03.2018 23:00","0","442"
"28.03.2018 23:00 - 29.03.2018 00:00","0","195"
"29.03.2018 00:00 - 29.03.2018 01:00","0","484"
"29.03.2018 01:00 - 29.03.2018 02:00","0","490"
"29.03.2018 02:00 - 29.03.2018 03:00","0","491"
"29.03.2018 03:00 - 29.03.2018 04:00","0","490"
"29.03.2018 04:00 - 29.03.2018 05:00","0","491"
"29.03.2018 05:00 - 29.03.2018 06:00","0","489"
"29.03.2018 06:00 - 29.03.2018 07:00","0","288"
"29.03.2018 07:00 - 29.03.2018 08:00","287","0"
"29.03.2018 08:00 - 29.03.2018 09:00","484","0"
"29.03.2018 09:00 - 29.03.2018 10:00","487","0"
"29.03.2018 10:00 - 29.03.2018 11:00","488","0"
"29.03.2018 11:00 - 29.03.2018 12:00","487","0"
"29.03.2018 12:00 - 29.03.2018 13:00","487","0"
"29.03.2018 13:00 - 29.03.2018 14:00","487","0"
"29.03.2018 14:00 - 29.03.2018 15:00","487","0"
"29.03.2018 15:00 - 29.03.2018 16:00","487","0"
"29.03.2018 16:00 - 29.03.2018 17:00","487","0"
"29.03.2018 17:00 - 29.03.2018 18:00","487","0"
"29.03.2018 18:00 - 29.03.2018 19:00","487","0"
"29.03.2018 19:00 - 29.03.2018 20:00","487","0"
"29.03.2018 20:00 - 29.03.2018 21:00","487","0"
"29.03.2018 21:00 - 29.03.2018 22:00","487","0"
"29.03.2018 22:00 - 29.03.2018 23:00","479","0"
"29.03.2018 23:00 - 30.03.2018 00:00","2","0"
"30.03.2018 00:00 - 30.03.2018 01:00","0","299"
"30.03.2018 01:00 - 30.03.2018 02:00","0","301"
"30.03.2018 02:00 - 30.03.2018 03:00","0","300"
"30.03.2018 03:00 - 30.03.2018 04:00","0","283"
"30.03.2018 04:00 - 30.03.2018 05:00","0","300"
"30.03.2018 05:00 - 30.03.2018 06:00","0","294"
"30.03.2018 06:00 - 30.03.2018 07:00","11","0"
"30.03.2018 07:00 - 30.03.2018 08:00","483","0"
"30.03.2018 08:00 - 30.03.2018 09:00","487","0"
"30.03.2018 09:00 - 30.03.2018 10:00","487","0"
"30.03.2018 10:00 - 30.03.2018 11:00","487","0"
"30.03.2018 11:00 - 30.03.2018 12:00","487","0"
"30.03.2018 12:00 - 30.03.2018 13:00","487","0"
"30.03.2018 13:00 - 30.03.2018 14:00","487","0"
"30.03.2018 14:00 - 30.03.2018 15:00","487","0"
"30.03.2018 15:00 - 30.03.2018 16:00","487","0"
"30.03.2018 16:00 - 30.03.2018 17:00","487","0"
"30.03.2018 17:00 - 30.03.2018 18:00","487","0"
"30.03.2018 18:00 - 30.03.2018 19:00","487","0"
"30.03.2018 19:00 - 30.03.2018 20:00","487","0"
"30.03.2018 20:00 - 30.03.2018 21:00","487","0"
"30.03.2018 21:00 - 30.03.2018 22:00","483","0"
"30.03.2018 22:00 - 30.03.2018 23:00","216","0"
"30.03.2018 23:00 - 31.03.2018 00:00","195","0"
"31.03.2018 00:00 - 31.03.2018 01:00","0","210"
"31.03.2018 01:00 - 31.03.2018 02:00","0","300"
"31.03.2018 02:00 - 31.03.2018 03:00","0","300"
"31.03.2018 03:00 - 31.03.2018 04:00","0","300"
"31.03.2018 04:00 - 31.03.2018 05:00","0","300"
"31.03.2018 05:00 - 31.03.2018 06:00","0","296"
"31.03.2018 06:00 - 31.03.2018 07:00","0","5"
"31.03.2018 07:00 - 31.03.2018 08:00","0","259"
"31.03.2018 08:00 - 31.03.2018 09:00","0","52"
"31.03.2018 09:00 - 31.03.2018 10:00","0","50"
"31.03.2018 10:00 - 31.03.2018 11:00","1","0"
"31.03.2018 11:00 - 31.03.2018 12:00","1","0"
"31.03.2018 12:00 - 31.03.2018 13:00","1","0"
"31.03.2018 13:00 - 31.03.2018 14:00","0","0"
"31.03.2018 14:00 - 31.03.2018 15:00","0","50"
"31.03.2018 15:00 - 31.03.2018 16:00","0","84"
"31.03.2018 16:00 - 31.03.2018 17:00","0","223"
"31.03.2018 17:00 - 31.03.2018 18:00","0","390"
"31.03.2018 18:00 - 31.03.2018 19:00","0","420"
"31.03.2018 19:00 - 31.03.2018 20:00","0","162"
"31.03.2018 20:00 - 31.03.2018 21:00","0","51"
"31.03.2018 21:00 - 31.03.2018 22:00","0","82"
"31.03.2018 22:00 - 31.03.2018 23:00","0","223"
"31.03.2018 23:00 - 01.04.2018 00:00","0","364"
"01.04.2018 00:00 - 01.04.2018 01:00","0","490"
"01.04.2018 01:00 - 01.04.2018 02:00","0","491"
"01.04.2018 02:00 - 01.04.2018 03:00","0","491"
"01.04.2018 03:00 - 01.04.2018 04:00","0","491"
"01.04.2018 04:00 - 01.04.2018 05:00","0","491"
"01.04.2018 05:00 - 01.04.2018 06:00","0","484"
"01.04.2018 06:00 - 01.04.2018 07:00","0","51"
"01.04.2018 07:00 - 01.04.2018 08:00","0","2"
"01.04.2018 08:00 - 01.04.2018 09:00","0","319"
"01.04.2018 09:00 - 01.04.2018 10:00","0","490"
"01.04.2018 10:00 - 01.04.2018 11:00","0","492"
"01.04.2018 11:00 - 01.04.2018 12:00","0","492"
"01.04.2018 12:00 - 01.04.2018 13:00","0","492"
"01.04.2018 13:00 - 01.04.2018 14:00","0","492"
"01.04.2018 14:00 - 01.04.2018 15:00","0","492"
"01.04.2018 15:00 - 01.04.2018 16:00","0","492"
"01.04.2018 16:00 - 01.04.2018 17:00","0","492"
"01.04.2018 17:00 - 01.04.2018 18:00","0","492"
"01.04.2018 18:00 - 01.04.2018 19:00","0","491"
"01.04.2018 19:00 - 01.04.2018 20:00","0","492"
"01.04.2018 20:00 - 01.04.2018 21:00","0","492"
"01.04.2018 21:00 - 01.04.2018 22:00","0","492"
"01.04.2018 22:00 - 01.04.2018 23:00","0","492"
"01.04.2018 23:00 - 02.04.2018 00:00","0","492"
"02.04.2018 00:00 - 02.04.2018 01:00","0","492"
"02.04.2018 01:00 - 02.04.2018 02:00","0","492"
"02.04.2018 02:00 - 02.04.2018 03:00","0","492"
"02.04.2018 03:00 - 02.04.2018 04:00","0","492"
"02.04.2018 04:00 - 02.04.2018 05:00","0","492"
"02.04.2018 05:00 - 02.04.2018 06:00","0","492"
"02.04.2018 06:00 - 02.04.2018 07:00","0","492"
"02.04.2018 07:00 - 02.04.2018 08:00","0","492"
"02.04.2018 08:00 - 02.04.2018 09:00","0","492"
"02.04.2018 09:00 - 02.04.2018 10:00","0","492"
"02.04.2018 10:00 - 02.04.2018 11:00","0","492"
"02.04.2018 11:00 - 02.04.2018 12:00","0","492"
"02.04.2018 12:00 - 02.04.2018 13:00","0","492"
"02.04.2018 13:00 - 02.04.2018 14:00","0","492"
"02.04.2018 14:00 - 02.04.2018 15:00","0","492"
"02.04.2018 15:00 - 02.04.2018 16:00","0","492"
"02.04.2018 16:00 - 02.04.2018 17:00","0","491"
"02.04.2018 17:00 - 02.04.2018 18:00","0","398"
"02.04.2018 18:00 - 02.04.2018 19:00","0","276"
"02.04.2018 19:00 - 02.04.2018 20:00","0","199"
"02.04.2018 20:00 - 02.04.2018 21:00","0","0"
"02.04.2018 21:00 - 02.04.2018 22:00","1","0"
"02.04.2018 22:00 - 02.04.2018 23:00","1","0"
"02.04.2018 23:00 - 03.04.2018 00:00","86","0"
"03.04.2018 00:00 - 03.04.2018 01:00","0","289"
"03.04.2018 01:00 - 03.04.2018 02:00","0","300"
"03.04.2018 02:00 - 03.04.2018 03:00","0","300"
"03.04.2018 03:00 - 03.04.2018 04:00","0","300"
"03.04.2018 04:00 - 03.04.2018 05:00","0","300"
"03.04.2018 05:00 - 03.04.2018 06:00","0","299"
"03.04.2018 06:00 - 03.04.2018 07:00","0","241"
"03.04.2018 07:00 - 03.04.2018 08:00","0","0"
"03.04.2018 08:00 - 03.04.2018 09:00","58","0"
"03.04.2018 09:00 - 03.04.2018 10:00","306","0"
"03.04.2018 10:00 - 03.04.2018 11:00","336","0"
"03.04.2018 11:00 - 03.04.2018 12:00","367","0"
"03.04.2018 12:00 - 03.04.2018 13:00","327","0"
"03.04.2018 13:00 - 03.04.2018 14:00","406","0"
"03.04.2018 14:00 - 03.04.2018 15:00","485","0"
"03.04.2018 15:00 - 03.04.2018 16:00","486","0"
"03.04.2018 16:00 - 03.04.2018 17:00","486","0"
"03.04.2018 17:00 - 03.04.2018 18:00","485","0"
"03.04.2018 18:00 - 03.04.2018 19:00","302","0"
"03.04.2018 19:00 - 03.04.2018 20:00","442","0"
"03.04.2018 20:00 - 03.04.2018 21:00","485","0"
"03.04.2018 21:00 - 03.04.2018 22:00","470","0"
"03.04.2018 22:00 - 03.04.2018 23:00","4","0"
"03.04.2018 23:00 - 04.04.2018 00:00","48","0"
"04.04.2018 00:00 - 04.04.2018 01:00","0","147"
"04.04.2018 01:00 - 04.04.2018 02:00","0","294"
"04.04.2018 02:00 - 04.04.2018 03:00","0","231"
"04.04.2018 03:00 - 04.04.2018 04:00","0","217"
"04.04.2018 04:00 - 04.04.2018 05:00","0","298"
"04.04.2018 05:00 - 04.04.2018 06:00","0","298"
"04.04.2018 06:00 - 04.04.2018 07:00","0","95"
"04.04.2018 07:00 - 04.04.2018 08:00","382","0"
"04.04.2018 08:00 - 04.04.2018 09:00","266","0"
"04.04.2018 09:00 - 04.04.2018 10:00","480","0"
"04.04.2018 10:00 - 04.04.2018 11:00","486","0"
"04.04.2018 11:00 - 04.04.2018 12:00","486","0"
"04.04.2018 12:00 - 04.04.2018 13:00","485","0"
"04.04.2018 13:00 - 04.04.2018 14:00","485","0"
"04.04.2018 14:00 - 04.04.2018 15:00","485","0"
"04.04.2018 15:00 - 04.04.2018 16:00","485","0"
"04.04.2018 16:00 - 04.04.2018 17:00","484","0"
"04.04.2018 17:00 - 04.04.2018 18:00","485","0"
"04.04.2018 18:00 - 04.04.2018 19:00","489","0"
"04.04.2018 19:00 - 04.04.2018 20:00","489","0"
"04.04.2018 20:00 - 04.04.2018 21:00","489","0"
"04.04.2018 21:00 - 04.04.2018 22:00","489","0"
"04.04.2018 22:00 - 04.04.2018 23:00","429","0"
"04.04.2018 23:00 - 05.04.2018 00:00","0","79"
"05.04.2018 00:00 - 05.04.2018 01:00","0","297"
"05.04.2018 01:00 - 05.04.2018 02:00","0","301"
"05.04.2018 02:00 - 05.04.2018 03:00","0","291"
"05.04.2018 03:00 - 05.04.2018 04:00","0","291"
"05.04.2018 04:00 - 05.04.2018 05:00","0","302"
"05.04.2018 05:00 - 05.04.2018 06:00","0","300"
"05.04.2018 06:00 - 05.04.2018 07:00","0","214"
"05.04.2018 07:00 - 05.04.2018 08:00","119","0"
"05.04.2018 08:00 - 05.04.2018 09:00","8","0"
"05.04.2018 09:00 - 05.04.2018 10:00","376","0"
"05.04.2018 10:00 - 05.04.2018 11:00","461","0"
"05.04.2018 11:00 - 05.04.2018 12:00","483","0"
"05.04.2018 12:00 - 05.04.2018 13:00","485","0"
"05.04.2018 13:00 - 05.04.2018 14:00","485","0"
"05.04.2018 14:00 - 05.04.2018 15:00","485","0"
"05.04.2018 15:00 - 05.04.2018 16:00","485","0"
"05.04.2018 16:00 - 05.04.2018 17:00","486","0"
"05.04.2018 17:00 - 05.04.2018 18:00","485","0"
"05.04.2018 18:00 - 05.04.2018 19:00","488","0"
"05.04.2018 19:00 - 05.04.2018 20:00","421","0"
"05.04.2018 20:00 - 05.04.2018 21:00","489","0"
"05.04.2018 21:00 - 05.04.2018 22:00","485","0"
"05.04.2018 22:00 - 05.04.2018 23:00","94","0"
"05.04.2018 23:00 - 06.04.2018 00:00","0","2"
"06.04.2018 00:00 - 06.04.2018 01:00","0","199"
"06.04.2018 01:00 - 06.04.2018 02:00","0","299"
"06.04.2018 02:00 - 06.04.2018 03:00","0","300"
"06.04.2018 03:00 - 06.04.2018 04:00","0","300"
"06.04.2018 04:00 - 06.04.2018 05:00","0","300"
"06.04.2018 05:00 - 06.04.2018 06:00","0","279"
"06.04.2018 06:00 - 06.04.2018 07:00","11","0"
"06.04.2018 07:00 - 06.04.2018 08:00","484","0"
"06.04.2018 08:00 - 06.04.2018 09:00","488","0"
"06.04.2018 09:00 - 06.04.2018 10:00","488","0"
"06.04.2018 10:00 - 06.04.2018 11:00","488","0"
"06.04.2018 11:00 - 06.04.2018 12:00","488","0"
"06.04.2018 12:00 - 06.04.2018 13:00","488","0"
"06.04.2018 13:00 - 06.04.2018 14:00","488","0"
"06.04.2018 14:00 - 06.04.2018 15:00","488","0"
"06.04.2018 15:00 - 06.04.2018 16:00","488","0"
"06.04.2018 16:00 - 06.04.2018 17:00","488","0"
"06.04.2018 17:00 - 06.04.2018 18:00","488","0"
"06.04.2018 18:00 - 06.04.2018 19:00","488","0"
"06.04.2018 19:00 - 06.04.2018 20:00","488","0"
"06.04.2018 20:00 - 06.04.2018 21:00","488","0"
"06.04.2018 21:00 - 06.04.2018 22:00","488","0"
"06.04.2018 22:00 - 06.04.2018 23:00","488","0"
"06.04.2018 23:00 - 07.04.2018 00:00","487","0"
"07.04.2018 00:00 - 07.04.2018 01:00","414","0"
"07.04.2018 01:00 - 07.04.2018 02:00","167","0"
"07.04.2018 02:00 - 07.04.2018 03:00","207","0"
"07.04.2018 03:00 - 07.04.2018 04:00","157","0"
"07.04.2018 04:00 - 07.04.2018 05:00","49","0"
"07.04.2018 05:00 - 07.04.2018 06:00","1","0"
"07.04.2018 06:00 - 07.04.2018 07:00","1","0"
"07.04.2018 07:00 - 07.04.2018 08:00","212","0"
"07.04.2018 08:00 - 07.04.2018 09:00","484","0"
"07.04.2018 09:00 - 07.04.2018 10:00","488","0"
"07.04.2018 10:00 - 07.04.2018 11:00","488","0"
"07.04.2018 11:00 - 07.04.2018 12:00","488","0"
"07.04.2018 12:00 - 07.04.2018 13:00","488","0"
"07.04.2018 13:00 - 07.04.2018 14:00","488","0"
"07.04.2018 14:00 - 07.04.2018 15:00","326","0"
"07.04.2018 15:00 - 07.04.2018 16:00","162","0"
"07.04.2018 16:00 - 07.04.2018 17:00","1","0"
"07.04.2018 17:00 - 07.04.2018 18:00","52","0"
"07.04.2018 18:00 - 07.04.2018 19:00","49","0"
"07.04.2018 19:00 - 07.04.2018 20:00","120","0"
"07.04.2018 20:00 - 07.04.2018 21:00","347","0"
"07.04.2018 21:00 - 07.04.2018 22:00","0","201"
"07.04.2018 22:00 - 07.04.2018 23:00","0","135"
"07.04.2018 23:00 - 08.04.2018 00:00","0","379"
"08.04.2018 00:00 - 08.04.2018 01:00","0","492"
"08.04.2018 01:00 - 08.04.2018 02:00","0","492"
"08.04.2018 02:00 - 08.04.2018 03:00","0","492"
"08.04.2018 03:00 - 08.04.2018 04:00","0","492"
"08.04.2018 04:00 - 08.04.2018 05:00","0","492"
"08.04.2018 05:00 - 08.04.2018 06:00","0","492"
"08.04.2018 06:00 - 08.04.2018 07:00","0","254"
"08.04.2018 07:00 - 08.04.2018 08:00","0","249"
"08.04.2018 08:00 - 08.04.2018 09:00","0","249"
"08.04.2018 09:00 - 08.04.2018 10:00","0","416"
"08.04.2018 10:00 - 08.04.2018 11:00","0","247"
"08.04.2018 11:00 - 08.04.2018 12:00","0","237"
"08.04.2018 12:00 - 08.04.2018 13:00","0","338"
"08.04.2018 13:00 - 08.04.2018 14:00","0","365"
"08.04.2018 14:00 - 08.04.2018 15:00","0","396"
"08.04.2018 15:00 - 08.04.2018 16:00","0","439"
"08.04.2018 16:00 - 08.04.2018 17:00","0","490"
"08.04.2018 17:00 - 08.04.2018 18:00","0","491"
"08.04.2018 18:00 - 08.04.2018 19:00","0","439"
"08.04.2018 19:00 - 08.04.2018 20:00","136","0"
"08.04.2018 20:00 - 08.04.2018 21:00","326","0"
"08.04.2018 21:00 - 08.04.2018 22:00","342","0"
"08.04.2018 22:00 - 08.04.2018 23:00","5","0"
"08.04.2018 23:00 - 09.04.2018 00:00","0","156"
"09.04.2018 00:00 - 09.04.2018 01:00","0","485"
"09.04.2018 01:00 - 09.04.2018 02:00","0","454"
"09.04.2018 02:00 - 09.04.2018 03:00","0","386"
"09.04.2018 03:00 - 09.04.2018 04:00","0","403"
"09.04.2018 04:00 - 09.04.2018 05:00","0","379"
"09.04.2018 05:00 - 09.04.2018 06:00","0","382"
"09.04.2018 06:00 - 09.04.2018 07:00","0","7"
"09.04.2018 07:00 - 09.04.2018 08:00","1","0"
"09.04.2018 08:00 - 09.04.2018 09:00","3","0"
"09.04.2018 09:00 - 09.04.2018 10:00","209","0"
"09.04.2018 10:00 - 09.04.2018 11:00","485","0"
"09.04.2018 11:00 - 09.04.2018 12:00","488","0"
"09.04.2018 12:00 - 09.04.2018 13:00","488","0"
"09.04.2018 13:00 - 09.04.2018 14:00","488","0"
"09.04.2018 14:00 - 09.04.2018 15:00","488","0"
"09.04.2018 15:00 - 09.04.2018 16:00","488","0"
"09.04.2018 16:00 - 09.04.2018 17:00","488","0"
"09.04.2018 17:00 - 09.04.2018 18:00","488","0"
"09.04.2018 18:00 - 09.04.2018 19:00","488","0"
"09.04.2018 19:00 - 09.04.2018 20:00","488","0"
"09.04.2018 20:00 - 09.04.2018 21:00","488","0"
"09.04.2018 21:00 - 09.04.2018 22:00","488","0"
"09.04.2018 22:00 - 09.04.2018 23:00","488","0"
"09.04.2018 23:00 - 10.04.2018 00:00","484","0"
"10.04.2018 00:00 - 10.04.2018 01:00","132","0"
"10.04.2018 01:00 - 10.04.2018 02:00","1","0"
"10.04.2018 02:00 - 10.04.2018 03:00","2","0"
"10.04.2018 03:00 - 10.04.2018 04:00","48","0"
"10.04.2018 04:00 - 10.04.2018 05:00","0","0"
"10.04.2018 05:00 - 10.04.2018 06:00","0","0"
"10.04.2018 06:00 - 10.04.2018 07:00","4","0"
"10.04.2018 07:00 - 10.04.2018 08:00","474","0"
"10.04.2018 08:00 - 10.04.2018 09:00","489","0"
"10.04.2018 09:00 - 10.04.2018 10:00","486","0"
"10.04.2018 10:00 - 10.04.2018 11:00","486","0"
"10.04.2018 11:00 - 10.04.2018 12:00","486","0"
"10.04.2018 12:00 - 10.04.2018 13:00","486","0"
"10.04.2018 13:00 - 10.04.2018 14:00","485","0"
"10.04.2018 14:00 - 10.04.2018 15:00","486","0"
"10.04.2018 15:00 - 10.04.2018 16:00","489","0"
"10.04.2018 16:00 - 10.04.2018 17:00","489","0"
"10.04.2018 17:00 - 10.04.2018 18:00","489","0"
"10.04.2018 18:00 - 10.04.2018 19:00","489","0"
"10.04.2018 19:00 - 10.04.2018 20:00","489","0"
"10.04.2018 20:00 - 10.04.2018 21:00","489","0"
"10.04.2018 21:00 - 10.04.2018 22:00","484","0"
"10.04.2018 22:00 - 10.04.2018 23:00","216","0"
"10.04.2018 23:00 - 11.04.2018 00:00","202","0"
"11.04.2018 00:00 - 11.04.2018 01:00","144","0"
"11.04.2018 01:00 - 11.04.2018 02:00","0","158"
"11.04.2018 02:00 - 11.04.2018 03:00","0","172"
"11.04.2018 03:00 - 11.04.2018 04:00","0","211"
"11.04.2018 04:00 - 11.04.2018 05:00","0","219"
"11.04.2018 05:00 - 11.04.2018 06:00","0","299"
"11.04.2018 06:00 - 11.04.2018 07:00","0","52"
"11.04.2018 07:00 - 11.04.2018 08:00","242","0"
"11.04.2018 08:00 - 11.04.2018 09:00","486","0"
"11.04.2018 09:00 - 11.04.2018 10:00","488","0"
"11.04.2018 10:00 - 11.04.2018 11:00","488","0"
"11.04.2018 11:00 - 11.04.2018 12:00","488","0"
"11.04.2018 12:00 - 11.04.2018 13:00","488","0"
"11.04.2018 13:00 - 11.04.2018 14:00","487","0"
"11.04.2018 14:00 - 11.04.2018 15:00","487","0"
"11.04.2018 15:00 - 11.04.2018 16:00","489","0"
"11.04.2018 16:00 - 11.04.2018 17:00","488","0"
"11.04.2018 17:00 - 11.04.2018 18:00","488","0"
"11.04.2018 18:00 - 11.04.2018 19:00","488","0"
"11.04.2018 19:00 - 11.04.2018 20:00","488","0"
"11.04.2018 20:00 - 11.04.2018 21:00","488","0"
"11.04.2018 21:00 - 11.04.2018 22:00","488","0"
"11.04.2018 22:00 - 11.04.2018 23:00","282","0"
"11.04.2018 23:00 - 12.04.2018 00:00","247","0"
"12.04.2018 00:00 - 12.04.2018 01:00","56","0"
"12.04.2018 01:00 - 12.04.2018 02:00","49","0"
"12.04.2018 02:00 - 12.04.2018 03:00","2","0"
"12.04.2018 03:00 - 12.04.2018 04:00","65","0"
"12.04.2018 04:00 - 12.04.2018 05:00","0","124"
"12.04.2018 05:00 - 12.04.2018 06:00","0","256"
"12.04.2018 06:00 - 12.04.2018 07:00","0","1"
"12.04.2018 07:00 - 12.04.2018 08:00","163","0"
"12.04.2018 08:00 - 12.04.2018 09:00","483","0"
"12.04.2018 09:00 - 12.04.2018 10:00","487","0"
"12.04.2018 10:00 - 12.04.2018 11:00","487","0"
"12.04.2018 11:00 - 12.04.2018 12:00","488","0"
"12.04.2018 12:00 - 12.04.2018 13:00","487","0"
"12.04.2018 13:00 - 12.04.2018 14:00","487","0"
"12.04.2018 14:00 - 12.04.2018 15:00","487","0"
"12.04.2018 15:00 - 12.04.2018 16:00","487","0"
"12.04.2018 16:00 - 12.04.2018 17:00","487","0"
"12.04.2018 17:00 - 12.04.2018 18:00","487","0"
"12.04.2018 18:00 - 12.04.2018 19:00","487","0"
"12.04.2018 19:00 - 12.04.2018 20:00","487","0"
"12.04.2018 20:00 - 12.04.2018 21:00","484","0"
"12.04.2018 21:00 - 12.04.2018 22:00","160","0"
"12.04.2018 22:00 - 12.04.2018 23:00","53","0"
"12.04.2018 23:00 - 13.04.2018 00:00","93","0"
"13.04.2018 00:00 - 13.04.2018 01:00","0","215"
"13.04.2018 01:00 - 13.04.2018 02:00","0","259"
"13.04.2018 02:00 - 13.04.2018 03:00","0","242"
"13.04.2018 03:00 - 13.04.2018 04:00","0","289"
"13.04.2018 04:00 - 13.04.2018 05:00","0","300"
"13.04.2018 05:00 - 13.04.2018 06:00","0","296"
"13.04.2018 06:00 - 13.04.2018 07:00","6","0"
"13.04.2018 07:00 - 13.04.2018 08:00","477","0"
"13.04.2018 08:00 - 13.04.2018 09:00","486","0"
"13.04.2018 09:00 - 13.04.2018 10:00","486","0"
"13.04.2018 10:00 - 13.04.2018 11:00","487","0"
"13.04.2018 11:00 - 13.04.2018 12:00","487","0"
"13.04.2018 12:00 - 13.04.2018 13:00","487","0"
"13.04.2018 13:00 - 13.04.2018 14:00","487","0"
"13.04.2018 14:00 - 13.04.2018 15:00","487","0"
"13.04.2018 15:00 - 13.04.2018 16:00","487","0"
"13.04.2018 16:00 - 13.04.2018 17:00","487","0"
"13.04.2018 17:00 - 13.04.2018 18:00","487","0"
"13.04.2018 18:00 - 13.04.2018 19:00","487","0"
"13.04.2018 19:00 - 13.04.2018 20:00","487","0"
"13.04.2018 20:00 - 13.04.2018 21:00","487","0"
"13.04.2018 21:00 - 13.04.2018 22:00","487","0"
"13.04.2018 22:00 - 13.04.2018 23:00","439","0"
"13.04.2018 23:00 - 14.04.2018 00:00","252","0"
"14.04.2018 00:00 - 14.04.2018 01:00","222","0"
"14.04.2018 01:00 - 14.04.2018 02:00","119","0"
"14.04.2018 02:00 - 14.04.2018 03:00","49","0"
"14.04.2018 03:00 - 14.04.2018 04:00","98","0"
"14.04.2018 04:00 - 14.04.2018 05:00","249","0"
"14.04.2018 05:00 - 14.04.2018 06:00","201","0"
"14.04.2018 06:00 - 14.04.2018 07:00","265","0"
"14.04.2018 07:00 - 14.04.2018 08:00","486","0"
"14.04.2018 08:00 - 14.04.2018 09:00","368","0"
"14.04.2018 09:00 - 14.04.2018 10:00","453","0"
"14.04.2018 10:00 - 14.04.2018 11:00","488","0"
"14.04.2018 11:00 - 14.04.2018 12:00","487","0"
"14.04.2018 12:00 - 14.04.2018 13:00","445","0"
"14.04.2018 13:00 - 14.04.2018 14:00","322","0"
"14.04.2018 14:00 - 14.04.2018 15:00","303","0"
"14.04.2018 15:00 - 14.04.2018 16:00","347","0"
"14.04.2018 16:00 - 14.04.2018 17:00","318","0"
"14.04.2018 17:00 - 14.04.2018 18:00","275","0"
"14.04.2018 18:00 - 14.04.2018 19:00","238","0"
"14.04.2018 19:00 - 14.04.2018 20:00","487","0"
"14.04.2018 20:00 - 14.04.2018 21:00","488","0"
"14.04.2018 21:00 - 14.04.2018 22:00","488","0"
"14.04.2018 22:00 - 14.04.2018 23:00","483","0"
"14.04.2018 23:00 - 15.04.2018 00:00","83","0"
"15.04.2018 00:00 - 15.04.2018 01:00","1","0"
"15.04.2018 01:00 - 15.04.2018 02:00","0","127"
"15.04.2018 02:00 - 15.04.2018 03:00","0","131"
"15.04.2018 03:00 - 15.04.2018 04:00","0","144"
"15.04.2018 04:00 - 15.04.2018 05:00","0","171"
"15.04.2018 05:00 - 15.04.2018 06:00","0","224"
"15.04.2018 06:00 - 15.04.2018 07:00","0","158"
"15.04.2018 07:00 - 15.04.2018 08:00","0","156"
"15.04.2018 08:00 - 15.04.2018 09:00","1","0"
"15.04.2018 09:00 - 15.04.2018 10:00","48","0"
"15.04.2018 10:00 - 15.04.2018 11:00","59","0"
"15.04.2018 11:00 - 15.04.2018 12:00","89","0"
"15.04.2018 12:00 - 15.04.2018 13:00","122","0"
"15.04.2018 13:00 - 15.04.2018 14:00","169","0"
"15.04.2018 14:00 - 15.04.2018 15:00","61","0"
"15.04.2018 15:00 - 15.04.2018 16:00","1","0"
"15.04.2018 16:00 - 15.04.2018 17:00","1","0"
"15.04.2018 17:00 - 15.04.2018 18:00","1","0"
"15.04.2018 18:00 - 15.04.2018 19:00","1","0"
"15.04.2018 19:00 - 15.04.2018 20:00","52","0"
"15.04.2018 20:00 - 15.04.2018 21:00","468","0"
"15.04.2018 21:00 - 15.04.2018 22:00","11","0"
"15.04.2018 22:00 - 15.04.2018 23:00","192","0"
"15.04.2018 23:00 - 16.04.2018 00:00","0","296"
"16.04.2018 00:00 - 16.04.2018 01:00","0","399"
"16.04.2018 01:00 - 16.04.2018 02:00","0","399"
"16.04.2018 02:00 - 16.04.2018 03:00","0","399"
"16.04.2018 03:00 - 16.04.2018 04:00","0","399"
"16.04.2018 04:00 - 16.04.2018 05:00","0","157"
"16.04.2018 05:00 - 16.04.2018 06:00","0","153"
"16.04.2018 06:00 - 16.04.2018 07:00","0","0"
