"Time (CET)","Czech Republic (CZ) > Slovakia (SK) [MW]","Slovakia (SK) > Czech Republic (CZ) [MW]"
"28.02.2018 12:00 - 28.02.2018 13:00","1135","0"
"28.02.2018 13:00 - 28.02.2018 14:00","1094","0"
"28.02.2018 14:00 - 28.02.2018 15:00","1162","0"
"28.02.2018 15:00 - 28.02.2018 16:00","1162","0"
"28.02.2018 16:00 - 28.02.2018 17:00","1216","0"
"28.02.2018 17:00 - 28.02.2018 18:00","1273","0"
"28.02.2018 18:00 - 28.02.2018 19:00","1193","0"
"28.02.2018 19:00 - 28.02.2018 20:00","1159","0"
"28.02.2018 20:00 - 28.02.2018 21:00","1221","0"
"28.02.2018 21:00 - 28.02.2018 22:00","1253","0"
"28.02.2018 22:00 - 28.02.2018 23:00","1277","0"
"28.02.2018 23:00 - 01.03.2018 00:00","1300","0"
"01.03.2018 00:00 - 01.03.2018 01:00","1087","0"
"01.03.2018 01:00 - 01.03.2018 02:00","931","0"
"01.03.2018 02:00 - 01.03.2018 03:00","961","0"
"01.03.2018 03:00 - 01.03.2018 04:00","965","0"
"01.03.2018 04:00 - 01.03.2018 05:00","1024","0"
"01.03.2018 05:00 - 01.03.2018 06:00","1145","0"
"01.03.2018 06:00 - 01.03.2018 07:00","1224","0"
"01.03.2018 07:00 - 01.03.2018 08:00","1312","0"
"01.03.2018 08:00 - 01.03.2018 09:00","1281","0"
"01.03.2018 09:00 - 01.03.2018 10:00","1324","0"
"01.03.2018 10:00 - 01.03.2018 11:00","1358","0"
"01.03.2018 11:00 - 01.03.2018 12:00","1335","0"
"01.03.2018 12:00 - 01.03.2018 13:00","1425","0"
"01.03.2018 13:00 - 01.03.2018 14:00","1432","0"
"01.03.2018 14:00 - 01.03.2018 15:00","1435","0"
"01.03.2018 15:00 - 01.03.2018 16:00","1420","0"
"01.03.2018 16:00 - 01.03.2018 17:00","1382","0"
"01.03.2018 17:00 - 01.03.2018 18:00","1298","0"
"01.03.2018 18:00 - 01.03.2018 19:00","1266","0"
"01.03.2018 19:00 - 01.03.2018 20:00","1236","0"
"01.03.2018 20:00 - 01.03.2018 21:00","1355","0"
"01.03.2018 21:00 - 01.03.2018 22:00","1295","0"
"01.03.2018 22:00 - 01.03.2018 23:00","1322","0"
"01.03.2018 23:00 - 02.03.2018 00:00","1292","0"
"02.03.2018 00:00 - 02.03.2018 01:00","1349","0"
"02.03.2018 01:00 - 02.03.2018 02:00","1171","0"
"02.03.2018 02:00 - 02.03.2018 03:00","1088","0"
"02.03.2018 03:00 - 02.03.2018 04:00","1078","0"
"02.03.2018 04:00 - 02.03.2018 05:00","1252","0"
"02.03.2018 05:00 - 02.03.2018 06:00","1352","0"
"02.03.2018 06:00 - 02.03.2018 07:00","1153","0"
"02.03.2018 07:00 - 02.03.2018 08:00","1203","0"
"02.03.2018 08:00 - 02.03.2018 09:00","1225","0"
"02.03.2018 09:00 - 02.03.2018 10:00","1327","0"
"02.03.2018 10:00 - 02.03.2018 11:00","1372","0"
"02.03.2018 11:00 - 02.03.2018 12:00","1453","0"
"02.03.2018 12:00 - 02.03.2018 13:00","1496","0"
"02.03.2018 13:00 - 02.03.2018 14:00","1458","0"
"02.03.2018 14:00 - 02.03.2018 15:00","1685","0"
"02.03.2018 15:00 - 02.03.2018 16:00","1539","0"
"02.03.2018 16:00 - 02.03.2018 17:00","1438","0"
"02.03.2018 17:00 - 02.03.2018 18:00","1511","0"
"02.03.2018 18:00 - 02.03.2018 19:00","1546","0"
"02.03.2018 19:00 - 02.03.2018 20:00","1519","0"
"02.03.2018 20:00 - 02.03.2018 21:00","1447","0"
"02.03.2018 21:00 - 02.03.2018 22:00","1330","0"
"02.03.2018 22:00 - 02.03.2018 23:00","1431","0"
"02.03.2018 23:00 - 03.03.2018 00:00","1395","0"
"03.03.2018 00:00 - 03.03.2018 01:00","1273","0"
"03.03.2018 01:00 - 03.03.2018 02:00","1076","0"
"03.03.2018 02:00 - 03.03.2018 03:00","954","0"
"03.03.2018 03:00 - 03.03.2018 04:00","992","0"
"03.03.2018 04:00 - 03.03.2018 05:00","1019","0"
"03.03.2018 05:00 - 03.03.2018 06:00","1067","0"
"03.03.2018 06:00 - 03.03.2018 07:00","1350","0"
"03.03.2018 07:00 - 03.03.2018 08:00","1460","0"
"03.03.2018 08:00 - 03.03.2018 09:00","1486","0"
"03.03.2018 09:00 - 03.03.2018 10:00","1594","0"
"03.03.2018 10:00 - 03.03.2018 11:00","1707","0"
"03.03.2018 11:00 - 03.03.2018 12:00","1746","0"
"03.03.2018 12:00 - 03.03.2018 13:00","1735","0"
"03.03.2018 13:00 - 03.03.2018 14:00","1699","0"
"03.03.2018 14:00 - 03.03.2018 15:00","1641","0"
"03.03.2018 15:00 - 03.03.2018 16:00","1656","0"
"03.03.2018 16:00 - 03.03.2018 17:00","1665","0"
"03.03.2018 17:00 - 03.03.2018 18:00","1559","0"
"03.03.2018 18:00 - 03.03.2018 19:00","1585","0"
"03.03.2018 19:00 - 03.03.2018 20:00","1498","0"
"03.03.2018 20:00 - 03.03.2018 21:00","1688","0"
"03.03.2018 21:00 - 03.03.2018 22:00","1597","0"
"03.03.2018 22:00 - 03.03.2018 23:00","1535","0"
"03.03.2018 23:00 - 04.03.2018 00:00","1504","0"
"04.03.2018 00:00 - 04.03.2018 01:00","1083","0"
"04.03.2018 01:00 - 04.03.2018 02:00","1033","0"
"04.03.2018 02:00 - 04.03.2018 03:00","650","0"
"04.03.2018 03:00 - 04.03.2018 04:00","511","0"
"04.03.2018 04:00 - 04.03.2018 05:00","479","0"
"04.03.2018 05:00 - 04.03.2018 06:00","427","0"
"04.03.2018 06:00 - 04.03.2018 07:00","594","0"
"04.03.2018 07:00 - 04.03.2018 08:00","867","0"
"04.03.2018 08:00 - 04.03.2018 09:00","1014","0"
"04.03.2018 09:00 - 04.03.2018 10:00","1143","0"
"04.03.2018 10:00 - 04.03.2018 11:00","1164","0"
"04.03.2018 11:00 - 04.03.2018 12:00","1318","0"
"04.03.2018 12:00 - 04.03.2018 13:00","1282","0"
"04.03.2018 13:00 - 04.03.2018 14:00","1428","0"
"04.03.2018 14:00 - 04.03.2018 15:00","1428","0"
"04.03.2018 15:00 - 04.03.2018 16:00","1405","0"
"04.03.2018 16:00 - 04.03.2018 17:00","1415","0"
"04.03.2018 17:00 - 04.03.2018 18:00","1589","0"
"04.03.2018 18:00 - 04.03.2018 19:00","1735","0"
"04.03.2018 19:00 - 04.03.2018 20:00","1712","0"
"04.03.2018 20:00 - 04.03.2018 21:00","1820","0"
"04.03.2018 21:00 - 04.03.2018 22:00","1657","0"
"04.03.2018 22:00 - 04.03.2018 23:00","1494","0"
"04.03.2018 23:00 - 05.03.2018 00:00","1314","0"
"05.03.2018 00:00 - 05.03.2018 01:00","779","0"
"05.03.2018 01:00 - 05.03.2018 02:00","532","0"
"05.03.2018 02:00 - 05.03.2018 03:00","485","0"
"05.03.2018 03:00 - 05.03.2018 04:00","529","0"
"05.03.2018 04:00 - 05.03.2018 05:00","756","0"
"05.03.2018 05:00 - 05.03.2018 06:00","1014","0"
"05.03.2018 06:00 - 05.03.2018 07:00","1330","0"
"05.03.2018 07:00 - 05.03.2018 08:00","1131","0"
"05.03.2018 08:00 - 05.03.2018 09:00","1147","0"
"05.03.2018 09:00 - 05.03.2018 10:00","1194","0"
"05.03.2018 10:00 - 05.03.2018 11:00","1112","0"
"05.03.2018 11:00 - 05.03.2018 12:00","1143","0"
"05.03.2018 12:00 - 05.03.2018 13:00","1135","0"
"05.03.2018 13:00 - 05.03.2018 14:00","1134","0"
"05.03.2018 14:00 - 05.03.2018 15:00","1212","0"
"05.03.2018 15:00 - 05.03.2018 16:00","1153","0"
"05.03.2018 16:00 - 05.03.2018 17:00","1133","0"
"05.03.2018 17:00 - 05.03.2018 18:00","1083","0"
"05.03.2018 18:00 - 05.03.2018 19:00","979","0"
"05.03.2018 19:00 - 05.03.2018 20:00","832","0"
"05.03.2018 20:00 - 05.03.2018 21:00","938","0"
"05.03.2018 21:00 - 05.03.2018 22:00","954","0"
"05.03.2018 22:00 - 05.03.2018 23:00","852","0"
"05.03.2018 23:00 - 06.03.2018 00:00","648","0"
"06.03.2018 00:00 - 06.03.2018 01:00","459","0"
"06.03.2018 01:00 - 06.03.2018 02:00","311","0"
"06.03.2018 02:00 - 06.03.2018 03:00","339","0"
"06.03.2018 03:00 - 06.03.2018 04:00","258","0"
"06.03.2018 04:00 - 06.03.2018 05:00","266","0"
"06.03.2018 05:00 - 06.03.2018 06:00","312","0"
"06.03.2018 06:00 - 06.03.2018 07:00","738","0"
"06.03.2018 07:00 - 06.03.2018 08:00","946","0"
"06.03.2018 08:00 - 06.03.2018 09:00","964","0"
"06.03.2018 09:00 - 06.03.2018 10:00","964","0"
"06.03.2018 10:00 - 06.03.2018 11:00","1193","0"
"06.03.2018 11:00 - 06.03.2018 12:00","1243","0"
"06.03.2018 12:00 - 06.03.2018 13:00","1229","0"
"06.03.2018 13:00 - 06.03.2018 14:00","1261","0"
"06.03.2018 14:00 - 06.03.2018 15:00","1225","0"
"06.03.2018 15:00 - 06.03.2018 16:00","1111","0"
"06.03.2018 16:00 - 06.03.2018 17:00","1173","0"
"06.03.2018 17:00 - 06.03.2018 18:00","1130","0"
"06.03.2018 18:00 - 06.03.2018 19:00","1098","0"
"06.03.2018 19:00 - 06.03.2018 20:00","1023","0"
"06.03.2018 20:00 - 06.03.2018 21:00","1061","0"
"06.03.2018 21:00 - 06.03.2018 22:00","862","0"
"06.03.2018 22:00 - 06.03.2018 23:00","710","0"
"06.03.2018 23:00 - 07.03.2018 00:00","516","0"
"07.03.2018 00:00 - 07.03.2018 01:00","302","0"
"07.03.2018 01:00 - 07.03.2018 02:00","263","0"
"07.03.2018 02:00 - 07.03.2018 03:00","184","0"
"07.03.2018 03:00 - 07.03.2018 04:00","221","0"
"07.03.2018 04:00 - 07.03.2018 05:00","351","0"
"07.03.2018 05:00 - 07.03.2018 06:00","360","0"
"07.03.2018 06:00 - 07.03.2018 07:00","665","0"
"07.03.2018 07:00 - 07.03.2018 08:00","787","0"
"07.03.2018 08:00 - 07.03.2018 09:00","797","0"
"07.03.2018 09:00 - 07.03.2018 10:00","999","0"
"07.03.2018 10:00 - 07.03.2018 11:00","1110","0"
"07.03.2018 11:00 - 07.03.2018 12:00","1139","0"
"07.03.2018 12:00 - 07.03.2018 13:00","1089","0"
"07.03.2018 13:00 - 07.03.2018 14:00","1040","0"
"07.03.2018 14:00 - 07.03.2018 15:00","1060","0"
"07.03.2018 15:00 - 07.03.2018 16:00","936","0"
"07.03.2018 16:00 - 07.03.2018 17:00","898","0"
"07.03.2018 17:00 - 07.03.2018 18:00","872","0"
"07.03.2018 18:00 - 07.03.2018 19:00","889","0"
"07.03.2018 19:00 - 07.03.2018 20:00","818","0"
"07.03.2018 20:00 - 07.03.2018 21:00","877","0"
"07.03.2018 21:00 - 07.03.2018 22:00","744","0"
"07.03.2018 22:00 - 07.03.2018 23:00","605","0"
"07.03.2018 23:00 - 08.03.2018 00:00","488","0"
"08.03.2018 00:00 - 08.03.2018 01:00","238","0"
"08.03.2018 01:00 - 08.03.2018 02:00","180","0"
"08.03.2018 02:00 - 08.03.2018 03:00","218","0"
"08.03.2018 03:00 - 08.03.2018 04:00","181","0"
"08.03.2018 04:00 - 08.03.2018 05:00","294","0"
"08.03.2018 05:00 - 08.03.2018 06:00","626","0"
"08.03.2018 06:00 - 08.03.2018 07:00","866","0"
"08.03.2018 07:00 - 08.03.2018 08:00","1132","0"
"08.03.2018 08:00 - 08.03.2018 09:00","1062","0"
"08.03.2018 09:00 - 08.03.2018 10:00","1195","0"
"08.03.2018 10:00 - 08.03.2018 11:00","1245","0"
"08.03.2018 11:00 - 08.03.2018 12:00","1303","0"
"08.03.2018 12:00 - 08.03.2018 13:00","1223","0"
"08.03.2018 13:00 - 08.03.2018 14:00","1164","0"
"08.03.2018 14:00 - 08.03.2018 15:00","1199","0"
"08.03.2018 15:00 - 08.03.2018 16:00","1166","0"
"08.03.2018 16:00 - 08.03.2018 17:00","1177","0"
"08.03.2018 17:00 - 08.03.2018 18:00","1256","0"
"08.03.2018 18:00 - 08.03.2018 19:00","1215","0"
"08.03.2018 19:00 - 08.03.2018 20:00","1254","0"
"08.03.2018 20:00 - 08.03.2018 21:00","1121","0"
"08.03.2018 21:00 - 08.03.2018 22:00","1012","0"
"08.03.2018 22:00 - 08.03.2018 23:00","891","0"
"08.03.2018 23:00 - 09.03.2018 00:00","720","0"
"09.03.2018 00:00 - 09.03.2018 01:00","697","0"
"09.03.2018 01:00 - 09.03.2018 02:00","508","0"
"09.03.2018 02:00 - 09.03.2018 03:00","424","0"
"09.03.2018 03:00 - 09.03.2018 04:00","443","0"
"09.03.2018 04:00 - 09.03.2018 05:00","416","0"
"09.03.2018 05:00 - 09.03.2018 06:00","626","0"
"09.03.2018 06:00 - 09.03.2018 07:00","922","0"
"09.03.2018 07:00 - 09.03.2018 08:00","1044","0"
"09.03.2018 08:00 - 09.03.2018 09:00","1155","0"
"09.03.2018 09:00 - 09.03.2018 10:00","1278","0"
"09.03.2018 10:00 - 09.03.2018 11:00","1281","0"
"09.03.2018 11:00 - 09.03.2018 12:00","1244","0"
"09.03.2018 12:00 - 09.03.2018 13:00","1265","0"
"09.03.2018 13:00 - 09.03.2018 14:00","1257","0"
"09.03.2018 14:00 - 09.03.2018 15:00","1313","0"
"09.03.2018 15:00 - 09.03.2018 16:00","1157","0"
"09.03.2018 16:00 - 09.03.2018 17:00","969","0"
"09.03.2018 17:00 - 09.03.2018 18:00","935","0"
"09.03.2018 18:00 - 09.03.2018 19:00","1155","0"
"09.03.2018 19:00 - 09.03.2018 20:00","1136","0"
"09.03.2018 20:00 - 09.03.2018 21:00","1130","0"
"09.03.2018 21:00 - 09.03.2018 22:00","1109","0"
"09.03.2018 22:00 - 09.03.2018 23:00","1025","0"
"09.03.2018 23:00 - 10.03.2018 00:00","859","0"
"10.03.2018 00:00 - 10.03.2018 01:00","435","0"
"10.03.2018 01:00 - 10.03.2018 02:00","258","0"
"10.03.2018 02:00 - 10.03.2018 03:00","93","0"
"10.03.2018 03:00 - 10.03.2018 04:00","35","0"
"10.03.2018 04:00 - 10.03.2018 05:00","55","0"
"10.03.2018 05:00 - 10.03.2018 06:00","189","0"
"10.03.2018 06:00 - 10.03.2018 07:00","697","0"
"10.03.2018 07:00 - 10.03.2018 08:00","1120","0"
"10.03.2018 08:00 - 10.03.2018 09:00","1225","0"
"10.03.2018 09:00 - 10.03.2018 10:00","1219","0"
"10.03.2018 10:00 - 10.03.2018 11:00","1144","0"
"10.03.2018 11:00 - 10.03.2018 12:00","1120","0"
"10.03.2018 12:00 - 10.03.2018 13:00","1118","0"
"10.03.2018 13:00 - 10.03.2018 14:00","1005","0"
"10.03.2018 14:00 - 10.03.2018 15:00","959","0"
"10.03.2018 15:00 - 10.03.2018 16:00","992","0"
"10.03.2018 16:00 - 10.03.2018 17:00","1082","0"
"10.03.2018 17:00 - 10.03.2018 18:00","1306","0"
"10.03.2018 18:00 - 10.03.2018 19:00","1637","0"
"10.03.2018 19:00 - 10.03.2018 20:00","1569","0"
"10.03.2018 20:00 - 10.03.2018 21:00","1294","0"
"10.03.2018 21:00 - 10.03.2018 22:00","1049","0"
"10.03.2018 22:00 - 10.03.2018 23:00","907","0"
"10.03.2018 23:00 - 11.03.2018 00:00","456","0"
"11.03.2018 00:00 - 11.03.2018 01:00","403","0"
"11.03.2018 01:00 - 11.03.2018 02:00","234","0"
"11.03.2018 02:00 - 11.03.2018 03:00","140","0"
"11.03.2018 03:00 - 11.03.2018 04:00","47","0"
"11.03.2018 04:00 - 11.03.2018 05:00","30","0"
"11.03.2018 05:00 - 11.03.2018 06:00","80","0"
"11.03.2018 06:00 - 11.03.2018 07:00","212","0"
"11.03.2018 07:00 - 11.03.2018 08:00","429","0"
"11.03.2018 08:00 - 11.03.2018 09:00","659","0"
"11.03.2018 09:00 - 11.03.2018 10:00","720","0"
"11.03.2018 10:00 - 11.03.2018 11:00","821","0"
"11.03.2018 11:00 - 11.03.2018 12:00","809","0"
"11.03.2018 12:00 - 11.03.2018 13:00","709","0"
"11.03.2018 13:00 - 11.03.2018 14:00","519","0"
"11.03.2018 14:00 - 11.03.2018 15:00","324","0"
"11.03.2018 15:00 - 11.03.2018 16:00","354","0"
"11.03.2018 16:00 - 11.03.2018 17:00","556","0"
"11.03.2018 17:00 - 11.03.2018 18:00","736","0"
"11.03.2018 18:00 - 11.03.2018 19:00","1094","0"
"11.03.2018 19:00 - 11.03.2018 20:00","1111","0"
"11.03.2018 20:00 - 11.03.2018 21:00","823","0"
"11.03.2018 21:00 - 11.03.2018 22:00","492","0"
"11.03.2018 22:00 - 11.03.2018 23:00","211","0"
"11.03.2018 23:00 - 12.03.2018 00:00","69","0"
"12.03.2018 00:00 - 12.03.2018 01:00","0","461"
"12.03.2018 01:00 - 12.03.2018 02:00","0","715"
"12.03.2018 02:00 - 12.03.2018 03:00","0","699"
"12.03.2018 03:00 - 12.03.2018 04:00","0","753"
"12.03.2018 04:00 - 12.03.2018 05:00","0","756"
"12.03.2018 05:00 - 12.03.2018 06:00","0","443"
"12.03.2018 06:00 - 12.03.2018 07:00","0","39"
"12.03.2018 07:00 - 12.03.2018 08:00","407","0"
"12.03.2018 08:00 - 12.03.2018 09:00","443","0"
"12.03.2018 09:00 - 12.03.2018 10:00","574","0"
"12.03.2018 10:00 - 12.03.2018 11:00","436","0"
"12.03.2018 11:00 - 12.03.2018 12:00","389","0"
"12.03.2018 12:00 - 12.03.2018 13:00","294","0"
"12.03.2018 13:00 - 12.03.2018 14:00","276","0"
"12.03.2018 14:00 - 12.03.2018 15:00","310","0"
"12.03.2018 15:00 - 12.03.2018 16:00","300","0"
"12.03.2018 16:00 - 12.03.2018 17:00","503","0"
"12.03.2018 17:00 - 12.03.2018 18:00","623","0"
"12.03.2018 18:00 - 12.03.2018 19:00","767","0"
"12.03.2018 19:00 - 12.03.2018 20:00","787","0"
"12.03.2018 20:00 - 12.03.2018 21:00","877","0"
"12.03.2018 21:00 - 12.03.2018 22:00","780","0"
"12.03.2018 22:00 - 12.03.2018 23:00","626","0"
"12.03.2018 23:00 - 13.03.2018 00:00","386","0"
"13.03.2018 00:00 - 13.03.2018 01:00","0","1"
"13.03.2018 01:00 - 13.03.2018 02:00","0","48"
"13.03.2018 02:00 - 13.03.2018 03:00","0","95"
"13.03.2018 03:00 - 13.03.2018 04:00","0","136"
"13.03.2018 04:00 - 13.03.2018 05:00","0","63"
"13.03.2018 05:00 - 13.03.2018 06:00","3","0"
"13.03.2018 06:00 - 13.03.2018 07:00","387","0"
"13.03.2018 07:00 - 13.03.2018 08:00","546","0"
"13.03.2018 08:00 - 13.03.2018 09:00","714","0"
"13.03.2018 09:00 - 13.03.2018 10:00","835","0"
"13.03.2018 10:00 - 13.03.2018 11:00","703","0"
"13.03.2018 11:00 - 13.03.2018 12:00","739","0"
"13.03.2018 12:00 - 13.03.2018 13:00","614","0"
"13.03.2018 13:00 - 13.03.2018 14:00","547","0"
"13.03.2018 14:00 - 13.03.2018 15:00","470","0"
"13.03.2018 15:00 - 13.03.2018 16:00","408","0"
"13.03.2018 16:00 - 13.03.2018 17:00","613","0"
"13.03.2018 17:00 - 13.03.2018 18:00","794","0"
"13.03.2018 18:00 - 13.03.2018 19:00","928","0"
"13.03.2018 19:00 - 13.03.2018 20:00","880","0"
"13.03.2018 20:00 - 13.03.2018 21:00","863","0"
"13.03.2018 21:00 - 13.03.2018 22:00","608","0"
"13.03.2018 22:00 - 13.03.2018 23:00","481","0"
"13.03.2018 23:00 - 14.03.2018 00:00","250","0"
"14.03.2018 00:00 - 14.03.2018 01:00","12","0"
"14.03.2018 01:00 - 14.03.2018 02:00","0","237"
"14.03.2018 02:00 - 14.03.2018 03:00","0","347"
"14.03.2018 03:00 - 14.03.2018 04:00","0","481"
"14.03.2018 04:00 - 14.03.2018 05:00","0","353"
"14.03.2018 05:00 - 14.03.2018 06:00","0","207"
"14.03.2018 06:00 - 14.03.2018 07:00","44","0"
"14.03.2018 07:00 - 14.03.2018 08:00","300","0"
"14.03.2018 08:00 - 14.03.2018 09:00","294","0"
"14.03.2018 09:00 - 14.03.2018 10:00","411","0"
"14.03.2018 10:00 - 14.03.2018 11:00","413","0"
"14.03.2018 11:00 - 14.03.2018 12:00","383","0"
"14.03.2018 12:00 - 14.03.2018 13:00","349","0"
"14.03.2018 13:00 - 14.03.2018 14:00","377","0"
"14.03.2018 14:00 - 14.03.2018 15:00","423","0"
"14.03.2018 15:00 - 14.03.2018 16:00","368","0"
"14.03.2018 16:00 - 14.03.2018 17:00","460","0"
"14.03.2018 17:00 - 14.03.2018 18:00","584","0"
"14.03.2018 18:00 - 14.03.2018 19:00","868","0"
"14.03.2018 19:00 - 14.03.2018 20:00","896","0"
"14.03.2018 20:00 - 14.03.2018 21:00","837","0"
"14.03.2018 21:00 - 14.03.2018 22:00","671","0"
"14.03.2018 22:00 - 14.03.2018 23:00","515","0"
"14.03.2018 23:00 - 15.03.2018 00:00","309","0"
"15.03.2018 00:00 - 15.03.2018 01:00","251","0"
"15.03.2018 01:00 - 15.03.2018 02:00","44","0"
"15.03.2018 02:00 - 15.03.2018 03:00","0","60"
"15.03.2018 03:00 - 15.03.2018 04:00","0","118"
"15.03.2018 04:00 - 15.03.2018 05:00","0","84"
"15.03.2018 05:00 - 15.03.2018 06:00","209","0"
"15.03.2018 06:00 - 15.03.2018 07:00","480","0"
"15.03.2018 07:00 - 15.03.2018 08:00","792","0"
"15.03.2018 08:00 - 15.03.2018 09:00","1052","0"
"15.03.2018 09:00 - 15.03.2018 10:00","1257","0"
"15.03.2018 10:00 - 15.03.2018 11:00","1252","0"
"15.03.2018 11:00 - 15.03.2018 12:00","1356","0"
"15.03.2018 12:00 - 15.03.2018 13:00","1260","0"
"15.03.2018 13:00 - 15.03.2018 14:00","1195","0"
"15.03.2018 14:00 - 15.03.2018 15:00","1075","0"
"15.03.2018 15:00 - 15.03.2018 16:00","965","0"
"15.03.2018 16:00 - 15.03.2018 17:00","923","0"
"15.03.2018 17:00 - 15.03.2018 18:00","776","0"
"15.03.2018 18:00 - 15.03.2018 19:00","1105","0"
"15.03.2018 19:00 - 15.03.2018 20:00","1040","0"
"15.03.2018 20:00 - 15.03.2018 21:00","826","0"
"15.03.2018 21:00 - 15.03.2018 22:00","515","0"
"15.03.2018 22:00 - 15.03.2018 23:00","602","0"
"15.03.2018 23:00 - 16.03.2018 00:00","462","0"
"16.03.2018 00:00 - 16.03.2018 01:00","180","0"
"16.03.2018 01:00 - 16.03.2018 02:00","36","0"
"16.03.2018 02:00 - 16.03.2018 03:00","0","33"
"16.03.2018 03:00 - 16.03.2018 04:00","0","66"
"16.03.2018 04:00 - 16.03.2018 05:00","29","0"
"16.03.2018 05:00 - 16.03.2018 06:00","58","0"
"16.03.2018 06:00 - 16.03.2018 07:00","527","0"
"16.03.2018 07:00 - 16.03.2018 08:00","769","0"
"16.03.2018 08:00 - 16.03.2018 09:00","1058","0"
"16.03.2018 09:00 - 16.03.2018 10:00","1268","0"
"16.03.2018 10:00 - 16.03.2018 11:00","1268","0"
"16.03.2018 11:00 - 16.03.2018 12:00","1223","0"
"16.03.2018 12:00 - 16.03.2018 13:00","1226","0"
"16.03.2018 13:00 - 16.03.2018 14:00","1114","0"
"16.03.2018 14:00 - 16.03.2018 15:00","1011","0"
"16.03.2018 15:00 - 16.03.2018 16:00","791","0"
"16.03.2018 16:00 - 16.03.2018 17:00","848","0"
"16.03.2018 17:00 - 16.03.2018 18:00","808","0"
"16.03.2018 18:00 - 16.03.2018 19:00","891","0"
"16.03.2018 19:00 - 16.03.2018 20:00","748","0"
"16.03.2018 20:00 - 16.03.2018 21:00","930","0"
"16.03.2018 21:00 - 16.03.2018 22:00","831","0"
"16.03.2018 22:00 - 16.03.2018 23:00","706","0"
"16.03.2018 23:00 - 17.03.2018 00:00","570","0"
"17.03.2018 00:00 - 17.03.2018 01:00","732","0"
"17.03.2018 01:00 - 17.03.2018 02:00","575","0"
"17.03.2018 02:00 - 17.03.2018 03:00","440","0"
"17.03.2018 03:00 - 17.03.2018 04:00","345","0"
"17.03.2018 04:00 - 17.03.2018 05:00","382","0"
"17.03.2018 05:00 - 17.03.2018 06:00","478","0"
"17.03.2018 06:00 - 17.03.2018 07:00","772","0"
"17.03.2018 07:00 - 17.03.2018 08:00","1081","0"
"17.03.2018 08:00 - 17.03.2018 09:00","1169","0"
"17.03.2018 09:00 - 17.03.2018 10:00","1442","0"
"17.03.2018 10:00 - 17.03.2018 11:00","1364","0"
"17.03.2018 11:00 - 17.03.2018 12:00","1425","0"
"17.03.2018 12:00 - 17.03.2018 13:00","1376","0"
"17.03.2018 13:00 - 17.03.2018 14:00","1252","0"
"17.03.2018 14:00 - 17.03.2018 15:00","1112","0"
"17.03.2018 15:00 - 17.03.2018 16:00","1028","0"
"17.03.2018 16:00 - 17.03.2018 17:00","1049","0"
"17.03.2018 17:00 - 17.03.2018 18:00","1218","0"
"17.03.2018 18:00 - 17.03.2018 19:00","1259","0"
"17.03.2018 19:00 - 17.03.2018 20:00","1217","0"
"17.03.2018 20:00 - 17.03.2018 21:00","1219","0"
"17.03.2018 21:00 - 17.03.2018 22:00","1077","0"
"17.03.2018 22:00 - 17.03.2018 23:00","1035","0"
"17.03.2018 23:00 - 18.03.2018 00:00","1077","0"
"18.03.2018 00:00 - 18.03.2018 01:00","1006","0"
"18.03.2018 01:00 - 18.03.2018 02:00","792","0"
"18.03.2018 02:00 - 18.03.2018 03:00","975","0"
"18.03.2018 03:00 - 18.03.2018 04:00","924","0"
"18.03.2018 04:00 - 18.03.2018 05:00","946","0"
"18.03.2018 05:00 - 18.03.2018 06:00","1130","0"
"18.03.2018 06:00 - 18.03.2018 07:00","1167","0"
"18.03.2018 07:00 - 18.03.2018 08:00","1266","0"
"18.03.2018 08:00 - 18.03.2018 09:00","1185","0"
"18.03.2018 09:00 - 18.03.2018 10:00","1440","0"
"18.03.2018 10:00 - 18.03.2018 11:00","1539","0"
"18.03.2018 11:00 - 18.03.2018 12:00","1621","0"
"18.03.2018 12:00 - 18.03.2018 13:00","1404","0"
"18.03.2018 13:00 - 18.03.2018 14:00","1264","0"
"18.03.2018 14:00 - 18.03.2018 15:00","1248","0"
"18.03.2018 15:00 - 18.03.2018 16:00","1110","0"
"18.03.2018 16:00 - 18.03.2018 17:00","1122","0"
"18.03.2018 17:00 - 18.03.2018 18:00","1126","0"
"18.03.2018 18:00 - 18.03.2018 19:00","1132","0"
"18.03.2018 19:00 - 18.03.2018 20:00","1099","0"
"18.03.2018 20:00 - 18.03.2018 21:00","1058","0"
"18.03.2018 21:00 - 18.03.2018 22:00","873","0"
"18.03.2018 22:00 - 18.03.2018 23:00","746","0"
"18.03.2018 23:00 - 19.03.2018 00:00","524","0"
"19.03.2018 00:00 - 19.03.2018 01:00","0","85"
"19.03.2018 01:00 - 19.03.2018 02:00","0","178"
"19.03.2018 02:00 - 19.03.2018 03:00","0","310"
"19.03.2018 03:00 - 19.03.2018 04:00","0","271"
"19.03.2018 04:00 - 19.03.2018 05:00","0","149"
"19.03.2018 05:00 - 19.03.2018 06:00","39","0"
"19.03.2018 06:00 - 19.03.2018 07:00","539","0"
"19.03.2018 07:00 - 19.03.2018 08:00","873","0"
"19.03.2018 08:00 - 19.03.2018 09:00","1074","0"
"19.03.2018 09:00 - 19.03.2018 10:00","1290","0"
"19.03.2018 10:00 - 19.03.2018 11:00","1452","0"
"19.03.2018 11:00 - 19.03.2018 12:00","1559","0"
"19.03.2018 12:00 - 19.03.2018 13:00","1504","0"
