"Time (CET)","France (FR) > Italy (IT) [MW]","Italy (IT) > France (FR) [MW]"
"22.02.2018 04:00 - 22.02.2018 05:00","723","0"
"22.02.2018 05:00 - 22.02.2018 06:00","936","0"
"22.02.2018 06:00 - 22.02.2018 07:00","1733","0"
"22.02.2018 07:00 - 22.02.2018 08:00","2071","0"
"22.02.2018 08:00 - 22.02.2018 09:00","2405","0"
"22.02.2018 09:00 - 22.02.2018 10:00","2477","0"
"22.02.2018 10:00 - 22.02.2018 11:00","2439","0"
"22.02.2018 11:00 - 22.02.2018 12:00","2418","0"
"22.02.2018 12:00 - 22.02.2018 13:00","2132","0"
"22.02.2018 13:00 - 22.02.2018 14:00","2040","0"
"22.02.2018 14:00 - 22.02.2018 15:00","2004","0"
"22.02.2018 15:00 - 22.02.2018 16:00","2059","0"
"22.02.2018 16:00 - 22.02.2018 17:00","1904","0"
"22.02.2018 17:00 - 22.02.2018 18:00","2217","0"
"22.02.2018 18:00 - 22.02.2018 19:00","2237","0"
"22.02.2018 19:00 - 22.02.2018 20:00","2310","0"
"22.02.2018 20:00 - 22.02.2018 21:00","2298","0"
"22.02.2018 21:00 - 22.02.2018 22:00","1683","0"
"22.02.2018 22:00 - 22.02.2018 23:00","1613","0"
"22.02.2018 23:00 - 23.02.2018 00:00","1586","0"
"23.02.2018 00:00 - 23.02.2018 01:00","1269","0"
"23.02.2018 01:00 - 23.02.2018 02:00","979","0"
"23.02.2018 02:00 - 23.02.2018 03:00","850","0"
"23.02.2018 03:00 - 23.02.2018 04:00","732","0"
"23.02.2018 04:00 - 23.02.2018 05:00","649","0"
"23.02.2018 05:00 - 23.02.2018 06:00","690","0"
"23.02.2018 06:00 - 23.02.2018 07:00","1018","0"
"23.02.2018 07:00 - 23.02.2018 08:00","1504","0"
"23.02.2018 08:00 - 23.02.2018 09:00","1869","0"
"23.02.2018 09:00 - 23.02.2018 10:00","1592","0"
"23.02.2018 10:00 - 23.02.2018 11:00","1582","0"
"23.02.2018 11:00 - 23.02.2018 12:00","1536","0"
"23.02.2018 12:00 - 23.02.2018 13:00","1365","0"
"23.02.2018 13:00 - 23.02.2018 14:00","1247","0"
"23.02.2018 14:00 - 23.02.2018 15:00","1228","0"
"23.02.2018 15:00 - 23.02.2018 16:00","1584","0"
"23.02.2018 16:00 - 23.02.2018 17:00","1644","0"
"23.02.2018 17:00 - 23.02.2018 18:00","1535","0"
"23.02.2018 18:00 - 23.02.2018 19:00","1755","0"
"23.02.2018 19:00 - 23.02.2018 20:00","1955","0"
"23.02.2018 20:00 - 23.02.2018 21:00","1922","0"
"23.02.2018 21:00 - 23.02.2018 22:00","1667","0"
"23.02.2018 22:00 - 23.02.2018 23:00","1598","0"
"23.02.2018 23:00 - 24.02.2018 00:00","1189","0"
"24.02.2018 00:00 - 24.02.2018 01:00","1063","0"
"24.02.2018 01:00 - 24.02.2018 02:00","845","0"
"24.02.2018 02:00 - 24.02.2018 03:00","774","0"
"24.02.2018 03:00 - 24.02.2018 04:00","799","0"
"24.02.2018 04:00 - 24.02.2018 05:00","828","0"
"24.02.2018 05:00 - 24.02.2018 06:00","889","0"
"24.02.2018 06:00 - 24.02.2018 07:00","1016","0"
"24.02.2018 07:00 - 24.02.2018 08:00","1198","0"
"24.02.2018 08:00 - 24.02.2018 09:00","1319","0"
"24.02.2018 09:00 - 24.02.2018 10:00","1220","0"
"24.02.2018 10:00 - 24.02.2018 11:00","1446","0"
"24.02.2018 11:00 - 24.02.2018 12:00","1610","0"
"24.02.2018 12:00 - 24.02.2018 13:00","1660","0"
"24.02.2018 13:00 - 24.02.2018 14:00","1666","0"
"24.02.2018 14:00 - 24.02.2018 15:00","1656","0"
"24.02.2018 15:00 - 24.02.2018 16:00","1624","0"
"24.02.2018 16:00 - 24.02.2018 17:00","1229","0"
"24.02.2018 17:00 - 24.02.2018 18:00","1158","0"
"24.02.2018 18:00 - 24.02.2018 19:00","1081","0"
"24.02.2018 19:00 - 24.02.2018 20:00","1309","0"
"24.02.2018 20:00 - 24.02.2018 21:00","1551","0"
"24.02.2018 21:00 - 24.02.2018 22:00","1337","0"
"24.02.2018 22:00 - 24.02.2018 23:00","1179","0"
"24.02.2018 23:00 - 25.02.2018 00:00","1213","0"
"25.02.2018 00:00 - 25.02.2018 01:00","936","0"
"25.02.2018 01:00 - 25.02.2018 02:00","538","0"
"25.02.2018 02:00 - 25.02.2018 03:00","434","0"
"25.02.2018 03:00 - 25.02.2018 04:00","500","0"
"25.02.2018 04:00 - 25.02.2018 05:00","554","0"
"25.02.2018 05:00 - 25.02.2018 06:00","629","0"
"25.02.2018 06:00 - 25.02.2018 07:00","777","0"
"25.02.2018 07:00 - 25.02.2018 08:00","783","0"
"25.02.2018 08:00 - 25.02.2018 09:00","1008","0"
"25.02.2018 09:00 - 25.02.2018 10:00","1020","0"
"25.02.2018 10:00 - 25.02.2018 11:00","1090","0"
"25.02.2018 11:00 - 25.02.2018 12:00","1025","0"
"25.02.2018 12:00 - 25.02.2018 13:00","1016","0"
"25.02.2018 13:00 - 25.02.2018 14:00","1014","0"
"25.02.2018 14:00 - 25.02.2018 15:00","934","0"
"25.02.2018 15:00 - 25.02.2018 16:00","1203","0"
"25.02.2018 16:00 - 25.02.2018 17:00","1248","0"
"25.02.2018 17:00 - 25.02.2018 18:00","1203","0"
"25.02.2018 18:00 - 25.02.2018 19:00","1277","0"
"25.02.2018 19:00 - 25.02.2018 20:00","1577","0"
"25.02.2018 20:00 - 25.02.2018 21:00","1397","0"
"25.02.2018 21:00 - 25.02.2018 22:00","1276","0"
"25.02.2018 22:00 - 25.02.2018 23:00","646","0"
"25.02.2018 23:00 - 26.02.2018 00:00","348","0"
"26.02.2018 00:00 - 26.02.2018 01:00","710","0"
"26.02.2018 01:00 - 26.02.2018 02:00","183","0"
"26.02.2018 02:00 - 26.02.2018 03:00","1","0"
"26.02.2018 03:00 - 26.02.2018 04:00","0","85"
"26.02.2018 04:00 - 26.02.2018 05:00","236","0"
"26.02.2018 05:00 - 26.02.2018 06:00","952","0"
"26.02.2018 06:00 - 26.02.2018 07:00","1328","0"
"26.02.2018 07:00 - 26.02.2018 08:00","1424","0"
"26.02.2018 08:00 - 26.02.2018 09:00","1638","0"
"26.02.2018 09:00 - 26.02.2018 10:00","1552","0"
"26.02.2018 10:00 - 26.02.2018 11:00","1591","0"
"26.02.2018 11:00 - 26.02.2018 12:00","1604","0"
"26.02.2018 12:00 - 26.02.2018 13:00","1448","0"
"26.02.2018 13:00 - 26.02.2018 14:00","1668","0"
"26.02.2018 14:00 - 26.02.2018 15:00","1639","0"
"26.02.2018 15:00 - 26.02.2018 16:00","1685","0"
"26.02.2018 16:00 - 26.02.2018 17:00","1616","0"
"26.02.2018 17:00 - 26.02.2018 18:00","1494","0"
"26.02.2018 18:00 - 26.02.2018 19:00","1397","0"
"26.02.2018 19:00 - 26.02.2018 20:00","1542","0"
"26.02.2018 20:00 - 26.02.2018 21:00","1838","0"
"26.02.2018 21:00 - 26.02.2018 22:00","1503","0"
"26.02.2018 22:00 - 26.02.2018 23:00","1273","0"
"26.02.2018 23:00 - 27.02.2018 00:00","1066","0"
"27.02.2018 00:00 - 27.02.2018 01:00","1486","0"
"27.02.2018 01:00 - 27.02.2018 02:00","1586","0"
"27.02.2018 02:00 - 27.02.2018 03:00","1604","0"
"27.02.2018 03:00 - 27.02.2018 04:00","1474","0"
"27.02.2018 04:00 - 27.02.2018 05:00","1472","0"
"27.02.2018 05:00 - 27.02.2018 06:00","1305","0"
"27.02.2018 06:00 - 27.02.2018 07:00","1075","0"
"27.02.2018 07:00 - 27.02.2018 08:00","1210","0"
"27.02.2018 08:00 - 27.02.2018 09:00","1337","0"
"27.02.2018 09:00 - 27.02.2018 10:00","1525","0"
"27.02.2018 10:00 - 27.02.2018 11:00","1385","0"
"27.02.2018 11:00 - 27.02.2018 12:00","1412","0"
"27.02.2018 12:00 - 27.02.2018 13:00","1195","0"
"27.02.2018 13:00 - 27.02.2018 14:00","1363","0"
"27.02.2018 14:00 - 27.02.2018 15:00","1614","0"
"27.02.2018 15:00 - 27.02.2018 16:00","1462","0"
"27.02.2018 16:00 - 27.02.2018 17:00","1344","0"
"27.02.2018 17:00 - 27.02.2018 18:00","937","0"
"27.02.2018 18:00 - 27.02.2018 19:00","474","0"
"27.02.2018 19:00 - 27.02.2018 20:00","450","0"
"27.02.2018 20:00 - 27.02.2018 21:00","800","0"
"27.02.2018 21:00 - 27.02.2018 22:00","1438","0"
"27.02.2018 22:00 - 27.02.2018 23:00","1347","0"
"27.02.2018 23:00 - 28.02.2018 00:00","1229","0"
"28.02.2018 00:00 - 28.02.2018 01:00","873","0"
"28.02.2018 01:00 - 28.02.2018 02:00","667","0"
"28.02.2018 02:00 - 28.02.2018 03:00","595","0"
"28.02.2018 03:00 - 28.02.2018 04:00","478","0"
"28.02.2018 04:00 - 28.02.2018 05:00","817","0"
"28.02.2018 05:00 - 28.02.2018 06:00","1039","0"
"28.02.2018 06:00 - 28.02.2018 07:00","226","0"
"28.02.2018 07:00 - 28.02.2018 08:00","0","287"
"28.02.2018 08:00 - 28.02.2018 09:00","0","176"
"28.02.2018 09:00 - 28.02.2018 10:00","60","0"
"28.02.2018 10:00 - 28.02.2018 11:00","421","0"
"28.02.2018 11:00 - 28.02.2018 12:00","573","0"
"28.02.2018 12:00 - 28.02.2018 13:00","564","0"
"28.02.2018 13:00 - 28.02.2018 14:00","779","0"
"28.02.2018 14:00 - 28.02.2018 15:00","1157","0"
"28.02.2018 15:00 - 28.02.2018 16:00","1615","0"
"28.02.2018 16:00 - 28.02.2018 17:00","1721","0"
"28.02.2018 17:00 - 28.02.2018 18:00","1506","0"
"28.02.2018 18:00 - 28.02.2018 19:00","1246","0"
"28.02.2018 19:00 - 28.02.2018 20:00","1002","0"
"28.02.2018 20:00 - 28.02.2018 21:00","1835","0"
"28.02.2018 21:00 - 28.02.2018 22:00","2234","0"
"28.02.2018 22:00 - 28.02.2018 23:00","2420","0"
"28.02.2018 23:00 - 01.03.2018 00:00","2282","0"
"01.03.2018 00:00 - 01.03.2018 01:00","1565","0"
"01.03.2018 01:00 - 01.03.2018 02:00","1445","0"
"01.03.2018 02:00 - 01.03.2018 03:00","1609","0"
"01.03.2018 03:00 - 01.03.2018 04:00","1544","0"
"01.03.2018 04:00 - 01.03.2018 05:00","1452","0"
"01.03.2018 05:00 - 01.03.2018 06:00","1599","0"
"01.03.2018 06:00 - 01.03.2018 07:00","1566","0"
"01.03.2018 07:00 - 01.03.2018 08:00","1485","0"
"01.03.2018 08:00 - 01.03.2018 09:00","1521","0"
"01.03.2018 09:00 - 01.03.2018 10:00","1860","0"
"01.03.2018 10:00 - 01.03.2018 11:00","2279","0"
"01.03.2018 11:00 - 01.03.2018 12:00","2113","0"
"01.03.2018 12:00 - 01.03.2018 13:00","1969","0"
"01.03.2018 13:00 - 01.03.2018 14:00","1898","0"
"01.03.2018 14:00 - 01.03.2018 15:00","2438","0"
"01.03.2018 15:00 - 01.03.2018 16:00","2310","0"
"01.03.2018 16:00 - 01.03.2018 17:00","2212","0"
"01.03.2018 17:00 - 01.03.2018 18:00","2000","0"
"01.03.2018 18:00 - 01.03.2018 19:00","1788","0"
"01.03.2018 19:00 - 01.03.2018 20:00","1947","0"
"01.03.2018 20:00 - 01.03.2018 21:00","2291","0"
"01.03.2018 21:00 - 01.03.2018 22:00","2249","0"
"01.03.2018 22:00 - 01.03.2018 23:00","2141","0"
"01.03.2018 23:00 - 02.03.2018 00:00","2018","0"
"02.03.2018 00:00 - 02.03.2018 01:00","2277","0"
"02.03.2018 01:00 - 02.03.2018 02:00","2207","0"
"02.03.2018 02:00 - 02.03.2018 03:00","1899","0"
"02.03.2018 03:00 - 02.03.2018 04:00","1831","0"
"02.03.2018 04:00 - 02.03.2018 05:00","1931","0"
"02.03.2018 05:00 - 02.03.2018 06:00","1905","0"
"02.03.2018 06:00 - 02.03.2018 07:00","2147","0"
"02.03.2018 07:00 - 02.03.2018 08:00","1939","0"
"02.03.2018 08:00 - 02.03.2018 09:00","2218","0"
"02.03.2018 09:00 - 02.03.2018 10:00","2286","0"
"02.03.2018 10:00 - 02.03.2018 11:00","2418","0"
"02.03.2018 11:00 - 02.03.2018 12:00","2536","0"
"02.03.2018 12:00 - 02.03.2018 13:00","2415","0"
"02.03.2018 13:00 - 02.03.2018 14:00","2328","0"
"02.03.2018 14:00 - 02.03.2018 15:00","2489","0"
"02.03.2018 15:00 - 02.03.2018 16:00","2305","0"
"02.03.2018 16:00 - 02.03.2018 17:00","2295","0"
"02.03.2018 17:00 - 02.03.2018 18:00","1643","0"
"02.03.2018 18:00 - 02.03.2018 19:00","1548","0"
"02.03.2018 19:00 - 02.03.2018 20:00","1390","0"
"02.03.2018 20:00 - 02.03.2018 21:00","1631","0"
"02.03.2018 21:00 - 02.03.2018 22:00","2117","0"
"02.03.2018 22:00 - 02.03.2018 23:00","2184","0"
"02.03.2018 23:00 - 03.03.2018 00:00","2201","0"
"03.03.2018 00:00 - 03.03.2018 01:00","2765","0"
"03.03.2018 01:00 - 03.03.2018 02:00","2512","0"
"03.03.2018 02:00 - 03.03.2018 03:00","2283","0"
"03.03.2018 03:00 - 03.03.2018 04:00","1860","0"
"03.03.2018 04:00 - 03.03.2018 05:00","1736","0"
"03.03.2018 05:00 - 03.03.2018 06:00","1872","0"
"03.03.2018 06:00 - 03.03.2018 07:00","1731","0"
"03.03.2018 07:00 - 03.03.2018 08:00","2232","0"
"03.03.2018 08:00 - 03.03.2018 09:00","2356","0"
"03.03.2018 09:00 - 03.03.2018 10:00","2793","0"
"03.03.2018 10:00 - 03.03.2018 11:00","2993","0"
"03.03.2018 11:00 - 03.03.2018 12:00","2824","0"
"03.03.2018 12:00 - 03.03.2018 13:00","2598","0"
"03.03.2018 13:00 - 03.03.2018 14:00","2405","0"
"03.03.2018 14:00 - 03.03.2018 15:00","2292","0"
"03.03.2018 15:00 - 03.03.2018 16:00","2259","0"
"03.03.2018 16:00 - 03.03.2018 17:00","2277","0"
"03.03.2018 17:00 - 03.03.2018 18:00","2241","0"
"03.03.2018 18:00 - 03.03.2018 19:00","2571","0"
"03.03.2018 19:00 - 03.03.2018 20:00","2346","0"
"03.03.2018 20:00 - 03.03.2018 21:00","1934","0"
"03.03.2018 21:00 - 03.03.2018 22:00","1871","0"
"03.03.2018 22:00 - 03.03.2018 23:00","1902","0"
"03.03.2018 23:00 - 04.03.2018 00:00","1669","0"
"04.03.2018 00:00 - 04.03.2018 01:00","1354","0"
"04.03.2018 01:00 - 04.03.2018 02:00","1286","0"
"04.03.2018 02:00 - 04.03.2018 03:00","1169","0"
"04.03.2018 03:00 - 04.03.2018 04:00","916","0"
"04.03.2018 04:00 - 04.03.2018 05:00","858","0"
"04.03.2018 05:00 - 04.03.2018 06:00","836","0"
"04.03.2018 06:00 - 04.03.2018 07:00","1065","0"
"04.03.2018 07:00 - 04.03.2018 08:00","1235","0"
"04.03.2018 08:00 - 04.03.2018 09:00","1362","0"
"04.03.2018 09:00 - 04.03.2018 10:00","1518","0"
"04.03.2018 10:00 - 04.03.2018 11:00","1461","0"
"04.03.2018 11:00 - 04.03.2018 12:00","1412","0"
"04.03.2018 12:00 - 04.03.2018 13:00","1346","0"
"04.03.2018 13:00 - 04.03.2018 14:00","1174","0"
"04.03.2018 14:00 - 04.03.2018 15:00","1327","0"
"04.03.2018 15:00 - 04.03.2018 16:00","1305","0"
"04.03.2018 16:00 - 04.03.2018 17:00","1386","0"
"04.03.2018 17:00 - 04.03.2018 18:00","1755","0"
"04.03.2018 18:00 - 04.03.2018 19:00","2352","0"
"04.03.2018 19:00 - 04.03.2018 20:00","2465","0"
"04.03.2018 20:00 - 04.03.2018 21:00","2303","0"
"04.03.2018 21:00 - 04.03.2018 22:00","1713","0"
"04.03.2018 22:00 - 04.03.2018 23:00","1815","0"
"04.03.2018 23:00 - 05.03.2018 00:00","1553","0"
"05.03.2018 00:00 - 05.03.2018 01:00","1309","0"
"05.03.2018 01:00 - 05.03.2018 02:00","1164","0"
"05.03.2018 02:00 - 05.03.2018 03:00","909","0"
"05.03.2018 03:00 - 05.03.2018 04:00","881","0"
"05.03.2018 04:00 - 05.03.2018 05:00","925","0"
"05.03.2018 05:00 - 05.03.2018 06:00","1319","0"
"05.03.2018 06:00 - 05.03.2018 07:00","1665","0"
"05.03.2018 07:00 - 05.03.2018 08:00","1663","0"
"05.03.2018 08:00 - 05.03.2018 09:00","1943","0"
"05.03.2018 09:00 - 05.03.2018 10:00","2310","0"
"05.03.2018 10:00 - 05.03.2018 11:00","2520","0"
"05.03.2018 11:00 - 05.03.2018 12:00","2419","0"
"05.03.2018 12:00 - 05.03.2018 13:00","2318","0"
"05.03.2018 13:00 - 05.03.2018 14:00","2258","0"
"05.03.2018 14:00 - 05.03.2018 15:00","2444","0"
"05.03.2018 15:00 - 05.03.2018 16:00","2536","0"
"05.03.2018 16:00 - 05.03.2018 17:00","2767","0"
"05.03.2018 17:00 - 05.03.2018 18:00","2741","0"
"05.03.2018 18:00 - 05.03.2018 19:00","2169","0"
"05.03.2018 19:00 - 05.03.2018 20:00","2126","0"
"05.03.2018 20:00 - 05.03.2018 21:00","2120","0"
"05.03.2018 21:00 - 05.03.2018 22:00","1834","0"
"05.03.2018 22:00 - 05.03.2018 23:00","1803","0"
"05.03.2018 23:00 - 06.03.2018 00:00","1691","0"
"06.03.2018 00:00 - 06.03.2018 01:00","1234","0"
"06.03.2018 01:00 - 06.03.2018 02:00","807","0"
"06.03.2018 02:00 - 06.03.2018 03:00","990","0"
"06.03.2018 03:00 - 06.03.2018 04:00","1235","0"
"06.03.2018 04:00 - 06.03.2018 05:00","1399","0"
"06.03.2018 05:00 - 06.03.2018 06:00","1644","0"
"06.03.2018 06:00 - 06.03.2018 07:00","1792","0"
"06.03.2018 07:00 - 06.03.2018 08:00","1725","0"
"06.03.2018 08:00 - 06.03.2018 09:00","1774","0"
"06.03.2018 09:00 - 06.03.2018 10:00","1804","0"
"06.03.2018 10:00 - 06.03.2018 11:00","2088","0"
"06.03.2018 11:00 - 06.03.2018 12:00","2195","0"
"06.03.2018 12:00 - 06.03.2018 13:00","1940","0"
"06.03.2018 13:00 - 06.03.2018 14:00","1857","0"
"06.03.2018 14:00 - 06.03.2018 15:00","1919","0"
"06.03.2018 15:00 - 06.03.2018 16:00","1939","0"
"06.03.2018 16:00 - 06.03.2018 17:00","1929","0"
"06.03.2018 17:00 - 06.03.2018 18:00","2363","0"
"06.03.2018 18:00 - 06.03.2018 19:00","2103","0"
"06.03.2018 19:00 - 06.03.2018 20:00","1699","0"
"06.03.2018 20:00 - 06.03.2018 21:00","1543","0"
"06.03.2018 21:00 - 06.03.2018 22:00","1602","0"
"06.03.2018 22:00 - 06.03.2018 23:00","1734","0"
"06.03.2018 23:00 - 07.03.2018 00:00","1556","0"
"07.03.2018 00:00 - 07.03.2018 01:00","1556","0"
"07.03.2018 01:00 - 07.03.2018 02:00","1545","0"
"07.03.2018 02:00 - 07.03.2018 03:00","1392","0"
"07.03.2018 03:00 - 07.03.2018 04:00","1494","0"
"07.03.2018 04:00 - 07.03.2018 05:00","1680","0"
"07.03.2018 05:00 - 07.03.2018 06:00","1835","0"
"07.03.2018 06:00 - 07.03.2018 07:00","2115","0"
"07.03.2018 07:00 - 07.03.2018 08:00","2559","0"
"07.03.2018 08:00 - 07.03.2018 09:00","2678","0"
"07.03.2018 09:00 - 07.03.2018 10:00","2321","0"
"07.03.2018 10:00 - 07.03.2018 11:00","2435","0"
"07.03.2018 11:00 - 07.03.2018 12:00","2787","0"
"07.03.2018 12:00 - 07.03.2018 13:00","2252","0"
"07.03.2018 13:00 - 07.03.2018 14:00","2178","0"
"07.03.2018 14:00 - 07.03.2018 15:00","2431","0"
"07.03.2018 15:00 - 07.03.2018 16:00","2656","0"
"07.03.2018 16:00 - 07.03.2018 17:00","2723","0"
"07.03.2018 17:00 - 07.03.2018 18:00","2682","0"
"07.03.2018 18:00 - 07.03.2018 19:00","2753","0"
"07.03.2018 19:00 - 07.03.2018 20:00","2060","0"
"07.03.2018 20:00 - 07.03.2018 21:00","2010","0"
"07.03.2018 21:00 - 07.03.2018 22:00","1906","0"
"07.03.2018 22:00 - 07.03.2018 23:00","1368","0"
"07.03.2018 23:00 - 08.03.2018 00:00","1038","0"
"08.03.2018 00:00 - 08.03.2018 01:00","1177","0"
"08.03.2018 01:00 - 08.03.2018 02:00","1087","0"
"08.03.2018 02:00 - 08.03.2018 03:00","922","0"
"08.03.2018 03:00 - 08.03.2018 04:00","966","0"
"08.03.2018 04:00 - 08.03.2018 05:00","1039","0"
"08.03.2018 05:00 - 08.03.2018 06:00","1077","0"
"08.03.2018 06:00 - 08.03.2018 07:00","1565","0"
"08.03.2018 07:00 - 08.03.2018 08:00","1806","0"
"08.03.2018 08:00 - 08.03.2018 09:00","1690","0"
"08.03.2018 09:00 - 08.03.2018 10:00","1702","0"
"08.03.2018 10:00 - 08.03.2018 11:00","1868","0"
"08.03.2018 11:00 - 08.03.2018 12:00","1933","0"
"08.03.2018 12:00 - 08.03.2018 13:00","1957","0"
"08.03.2018 13:00 - 08.03.2018 14:00","2028","0"
"08.03.2018 14:00 - 08.03.2018 15:00","1935","0"
"08.03.2018 15:00 - 08.03.2018 16:00","1892","0"
"08.03.2018 16:00 - 08.03.2018 17:00","1895","0"
"08.03.2018 17:00 - 08.03.2018 18:00","1935","0"
"08.03.2018 18:00 - 08.03.2018 19:00","1681","0"
"08.03.2018 19:00 - 08.03.2018 20:00","1771","0"
"08.03.2018 20:00 - 08.03.2018 21:00","2037","0"
"08.03.2018 21:00 - 08.03.2018 22:00","1768","0"
"08.03.2018 22:00 - 08.03.2018 23:00","1550","0"
"08.03.2018 23:00 - 09.03.2018 00:00","1315","0"
"09.03.2018 00:00 - 09.03.2018 01:00","2050","0"
"09.03.2018 01:00 - 09.03.2018 02:00","1882","0"
"09.03.2018 02:00 - 09.03.2018 03:00","1644","0"
"09.03.2018 03:00 - 09.03.2018 04:00","1675","0"
"09.03.2018 04:00 - 09.03.2018 05:00","1460","0"
"09.03.2018 05:00 - 09.03.2018 06:00","1410","0"
"09.03.2018 06:00 - 09.03.2018 07:00","1706","0"
"09.03.2018 07:00 - 09.03.2018 08:00","2300","0"
"09.03.2018 08:00 - 09.03.2018 09:00","2330","0"
"09.03.2018 09:00 - 09.03.2018 10:00","2305","0"
"09.03.2018 10:00 - 09.03.2018 11:00","2283","0"
"09.03.2018 11:00 - 09.03.2018 12:00","2037","0"
"09.03.2018 12:00 - 09.03.2018 13:00","2020","0"
"09.03.2018 13:00 - 09.03.2018 14:00","1855","0"
"09.03.2018 14:00 - 09.03.2018 15:00","2005","0"
"09.03.2018 15:00 - 09.03.2018 16:00","2522","0"
"09.03.2018 16:00 - 09.03.2018 17:00","2928","0"
"09.03.2018 17:00 - 09.03.2018 18:00","3255","0"
"09.03.2018 18:00 - 09.03.2018 19:00","2809","0"
"09.03.2018 19:00 - 09.03.2018 20:00","3054","0"
"09.03.2018 20:00 - 09.03.2018 21:00","3020","0"
"09.03.2018 21:00 - 09.03.2018 22:00","2705","0"
"09.03.2018 22:00 - 09.03.2018 23:00","2527","0"
"09.03.2018 23:00 - 10.03.2018 00:00","2073","0"
"10.03.2018 00:00 - 10.03.2018 01:00","2461","0"
"10.03.2018 01:00 - 10.03.2018 02:00","2429","0"
"10.03.2018 02:00 - 10.03.2018 03:00","2456","0"
"10.03.2018 03:00 - 10.03.2018 04:00","2303","0"
"10.03.2018 04:00 - 10.03.2018 05:00","2288","0"
"10.03.2018 05:00 - 10.03.2018 06:00","2384","0"
"10.03.2018 06:00 - 10.03.2018 07:00","2330","0"
"10.03.2018 07:00 - 10.03.2018 08:00","2438","0"
"10.03.2018 08:00 - 10.03.2018 09:00","2459","0"
"10.03.2018 09:00 - 10.03.2018 10:00","2293","0"
"10.03.2018 10:00 - 10.03.2018 11:00","2186","0"
"10.03.2018 11:00 - 10.03.2018 12:00","2159","0"
"10.03.2018 12:00 - 10.03.2018 13:00","2118","0"
"10.03.2018 13:00 - 10.03.2018 14:00","2188","0"
"10.03.2018 14:00 - 10.03.2018 15:00","2136","0"
"10.03.2018 15:00 - 10.03.2018 16:00","2032","0"
"10.03.2018 16:00 - 10.03.2018 17:00","2021","0"
"10.03.2018 17:00 - 10.03.2018 18:00","2567","0"
"10.03.2018 18:00 - 10.03.2018 19:00","3065","0"
"10.03.2018 19:00 - 10.03.2018 20:00","2881","0"
"10.03.2018 20:00 - 10.03.2018 21:00","2621","0"
"10.03.2018 21:00 - 10.03.2018 22:00","2400","0"
"10.03.2018 22:00 - 10.03.2018 23:00","2330","0"
"10.03.2018 23:00 - 11.03.2018 00:00","1964","0"
"11.03.2018 00:00 - 11.03.2018 01:00","1984","0"
"11.03.2018 01:00 - 11.03.2018 02:00","2101","0"
"11.03.2018 02:00 - 11.03.2018 03:00","2228","0"
"11.03.2018 03:00 - 11.03.2018 04:00","2190","0"
"11.03.2018 04:00 - 11.03.2018 05:00","1994","0"
"11.03.2018 05:00 - 11.03.2018 06:00","1802","0"
"11.03.2018 06:00 - 11.03.2018 07:00","1786","0"
"11.03.2018 07:00 - 11.03.2018 08:00","1790","0"
"11.03.2018 08:00 - 11.03.2018 09:00","1343","0"
"11.03.2018 09:00 - 11.03.2018 10:00","1218","0"
"11.03.2018 10:00 - 11.03.2018 11:00","1107","0"
"11.03.2018 11:00 - 11.03.2018 12:00","1011","0"
"11.03.2018 12:00 - 11.03.2018 13:00","938","0"
"11.03.2018 13:00 - 11.03.2018 14:00","943","0"
"11.03.2018 14:00 - 11.03.2018 15:00","1093","0"
"11.03.2018 15:00 - 11.03.2018 16:00","1108","0"
"11.03.2018 16:00 - 11.03.2018 17:00","1646","0"
"11.03.2018 17:00 - 11.03.2018 18:00","1889","0"
"11.03.2018 18:00 - 11.03.2018 19:00","2114","0"
"11.03.2018 19:00 - 11.03.2018 20:00","2247","0"
"11.03.2018 20:00 - 11.03.2018 21:00","2780","0"
"11.03.2018 21:00 - 11.03.2018 22:00","2765","0"
"11.03.2018 22:00 - 11.03.2018 23:00","2655","0"
"11.03.2018 23:00 - 12.03.2018 00:00","2459","0"
"12.03.2018 00:00 - 12.03.2018 01:00","2292","0"
"12.03.2018 01:00 - 12.03.2018 02:00","2230","0"
"12.03.2018 02:00 - 12.03.2018 03:00","2053","0"
"12.03.2018 03:00 - 12.03.2018 04:00","2248","0"
"12.03.2018 04:00 - 12.03.2018 05:00","2412","0"
"12.03.2018 05:00 - 12.03.2018 06:00","2552","0"
"12.03.2018 06:00 - 12.03.2018 07:00","2809","0"
"12.03.2018 07:00 - 12.03.2018 08:00","2703","0"
"12.03.2018 08:00 - 12.03.2018 09:00","2750","0"
"12.03.2018 09:00 - 12.03.2018 10:00","2698","0"
"12.03.2018 10:00 - 12.03.2018 11:00","2497","0"
"12.03.2018 11:00 - 12.03.2018 12:00","2456","0"
"12.03.2018 12:00 - 12.03.2018 13:00","2377","0"
"12.03.2018 13:00 - 12.03.2018 14:00","2277","0"
"12.03.2018 14:00 - 12.03.2018 15:00","2375","0"
"12.03.2018 15:00 - 12.03.2018 16:00","2327","0"
"12.03.2018 16:00 - 12.03.2018 17:00","2359","0"
"12.03.2018 17:00 - 12.03.2018 18:00","2414","0"
"12.03.2018 18:00 - 12.03.2018 19:00","2491","0"
"12.03.2018 19:00 - 12.03.2018 20:00","2191","0"
"12.03.2018 20:00 - 12.03.2018 21:00","2355","0"
"12.03.2018 21:00 - 12.03.2018 22:00","2248","0"
"12.03.2018 22:00 - 12.03.2018 23:00","1915","0"
"12.03.2018 23:00 - 13.03.2018 00:00","1687","0"
