"Time (CET)","Italy (IT) > Slovenia (SI) [MW]","Slovenia (SI) > Italy (IT) [MW]"
"19.01.2018 23:00 - 20.01.2018 00:00","0","1176"
"20.01.2018 00:00 - 20.01.2018 01:00","0","927"
"20.01.2018 01:00 - 20.01.2018 02:00","0","764"
"20.01.2018 02:00 - 20.01.2018 03:00","0","580"
"20.01.2018 03:00 - 20.01.2018 04:00","0","530"
"20.01.2018 04:00 - 20.01.2018 05:00","0","414"
"20.01.2018 05:00 - 20.01.2018 06:00","0","310"
"20.01.2018 06:00 - 20.01.2018 07:00","0","331"
"20.01.2018 07:00 - 20.01.2018 08:00","0","830"
"20.01.2018 08:00 - 20.01.2018 09:00","0","913"
"20.01.2018 09:00 - 20.01.2018 10:00","0","749"
"20.01.2018 10:00 - 20.01.2018 11:00","0","746"
"20.01.2018 11:00 - 20.01.2018 12:00","0","724"
"20.01.2018 12:00 - 20.01.2018 13:00","0","741"
"20.01.2018 13:00 - 20.01.2018 14:00","0","797"
"20.01.2018 14:00 - 20.01.2018 15:00","0","838"
"20.01.2018 15:00 - 20.01.2018 16:00","0","907"
"20.01.2018 16:00 - 20.01.2018 17:00","0","611"
"20.01.2018 17:00 - 20.01.2018 18:00","0","687"
"20.01.2018 18:00 - 20.01.2018 19:00","0","875"
"20.01.2018 19:00 - 20.01.2018 20:00","0","1102"
"20.01.2018 20:00 - 20.01.2018 21:00","0","848"
"20.01.2018 21:00 - 20.01.2018 22:00","0","951"
"20.01.2018 22:00 - 20.01.2018 23:00","0","1043"
"20.01.2018 23:00 - 21.01.2018 00:00","0","986"
"21.01.2018 00:00 - 21.01.2018 01:00","0","1002"
"21.01.2018 01:00 - 21.01.2018 02:00","0","951"
"21.01.2018 02:00 - 21.01.2018 03:00","0","756"
"21.01.2018 03:00 - 21.01.2018 04:00","0","852"
"21.01.2018 04:00 - 21.01.2018 05:00","0","874"
"21.01.2018 05:00 - 21.01.2018 06:00","0","793"
"21.01.2018 06:00 - 21.01.2018 07:00","0","760"
"21.01.2018 07:00 - 21.01.2018 08:00","0","789"
"21.01.2018 08:00 - 21.01.2018 09:00","0","729"
"21.01.2018 09:00 - 21.01.2018 10:00","0","550"
"21.01.2018 10:00 - 21.01.2018 11:00","0","257"
"21.01.2018 11:00 - 21.01.2018 12:00","0","202"
"21.01.2018 12:00 - 21.01.2018 13:00","0","434"
"21.01.2018 13:00 - 21.01.2018 14:00","0","530"
"21.01.2018 14:00 - 21.01.2018 15:00","0","679"
"21.01.2018 15:00 - 21.01.2018 16:00","0","790"
"21.01.2018 16:00 - 21.01.2018 17:00","0","708"
"21.01.2018 17:00 - 21.01.2018 18:00","0","1028"
"21.01.2018 18:00 - 21.01.2018 19:00","0","1071"
"21.01.2018 19:00 - 21.01.2018 20:00","0","1066"
"21.01.2018 20:00 - 21.01.2018 21:00","0","966"
"21.01.2018 21:00 - 21.01.2018 22:00","0","1161"
"21.01.2018 22:00 - 21.01.2018 23:00","0","1114"
"21.01.2018 23:00 - 22.01.2018 00:00","0","924"
"22.01.2018 00:00 - 22.01.2018 01:00","0","797"
"22.01.2018 01:00 - 22.01.2018 02:00","0","853"
"22.01.2018 02:00 - 22.01.2018 03:00","0","890"
"22.01.2018 03:00 - 22.01.2018 04:00","0","889"
"22.01.2018 04:00 - 22.01.2018 05:00","0","859"
"22.01.2018 05:00 - 22.01.2018 06:00","0","517"
"22.01.2018 06:00 - 22.01.2018 07:00","0","521"
"22.01.2018 07:00 - 22.01.2018 08:00","0","1047"
"22.01.2018 08:00 - 22.01.2018 09:00","0","1044"
"22.01.2018 09:00 - 22.01.2018 10:00","0","910"
"22.01.2018 10:00 - 22.01.2018 11:00","0","1012"
"22.01.2018 11:00 - 22.01.2018 12:00","0","1007"
"22.01.2018 12:00 - 22.01.2018 13:00","0","884"
"22.01.2018 13:00 - 22.01.2018 14:00","0","1011"
"22.01.2018 14:00 - 22.01.2018 15:00","0","1098"
"22.01.2018 15:00 - 22.01.2018 16:00","0","1026"
"22.01.2018 16:00 - 22.01.2018 17:00","0","914"
"22.01.2018 17:00 - 22.01.2018 18:00","0","920"
"22.01.2018 18:00 - 22.01.2018 19:00","0","1022"
"22.01.2018 19:00 - 22.01.2018 20:00","0","1061"
"22.01.2018 20:00 - 22.01.2018 21:00","0","1129"
"22.01.2018 21:00 - 22.01.2018 22:00","0","1172"
"22.01.2018 22:00 - 22.01.2018 23:00","0","1132"
"22.01.2018 23:00 - 23.01.2018 00:00","0","1021"
"23.01.2018 00:00 - 23.01.2018 01:00","0","1041"
"23.01.2018 01:00 - 23.01.2018 02:00","0","1135"
"23.01.2018 02:00 - 23.01.2018 03:00","0","1168"
"23.01.2018 03:00 - 23.01.2018 04:00","0","972"
"23.01.2018 04:00 - 23.01.2018 05:00","0","841"
"23.01.2018 05:00 - 23.01.2018 06:00","0","695"
"23.01.2018 06:00 - 23.01.2018 07:00","0","730"
"23.01.2018 07:00 - 23.01.2018 08:00","0","1088"
"23.01.2018 08:00 - 23.01.2018 09:00","0","822"
"23.01.2018 09:00 - 23.01.2018 10:00","0","759"
"23.01.2018 10:00 - 23.01.2018 11:00","0","833"
"23.01.2018 11:00 - 23.01.2018 12:00","0","955"
"23.01.2018 12:00 - 23.01.2018 13:00","0","693"
"23.01.2018 13:00 - 23.01.2018 14:00","0","683"
"23.01.2018 14:00 - 23.01.2018 15:00","0","758"
"23.01.2018 15:00 - 23.01.2018 16:00","0","731"
"23.01.2018 16:00 - 23.01.2018 17:00","0","680"
"23.01.2018 17:00 - 23.01.2018 18:00","0","849"
"23.01.2018 18:00 - 23.01.2018 19:00","0","1020"
"23.01.2018 19:00 - 23.01.2018 20:00","0","1027"
"23.01.2018 20:00 - 23.01.2018 21:00","0","880"
"23.01.2018 21:00 - 23.01.2018 22:00","0","722"
"23.01.2018 22:00 - 23.01.2018 23:00","0","671"
"23.01.2018 23:00 - 24.01.2018 00:00","0","721"
"24.01.2018 00:00 - 24.01.2018 01:00","0","789"
"24.01.2018 01:00 - 24.01.2018 02:00","0","773"
"24.01.2018 02:00 - 24.01.2018 03:00","0","854"
"24.01.2018 03:00 - 24.01.2018 04:00","0","843"
"24.01.2018 04:00 - 24.01.2018 05:00","0","797"
"24.01.2018 05:00 - 24.01.2018 06:00","0","778"
"24.01.2018 06:00 - 24.01.2018 07:00","0","900"
"24.01.2018 07:00 - 24.01.2018 08:00","0","977"
"24.01.2018 08:00 - 24.01.2018 09:00","0","927"
"24.01.2018 09:00 - 24.01.2018 10:00","0","869"
"24.01.2018 10:00 - 24.01.2018 11:00","0","860"
"24.01.2018 11:00 - 24.01.2018 12:00","0","831"
"24.01.2018 12:00 - 24.01.2018 13:00","0","531"
"24.01.2018 13:00 - 24.01.2018 14:00","0","616"
"24.01.2018 14:00 - 24.01.2018 15:00","0","835"
"24.01.2018 15:00 - 24.01.2018 16:00","0","917"
"24.01.2018 16:00 - 24.01.2018 17:00","0","847"
"24.01.2018 17:00 - 24.01.2018 18:00","0","940"
"24.01.2018 18:00 - 24.01.2018 19:00","0","1013"
"24.01.2018 19:00 - 24.01.2018 20:00","0","987"
"24.01.2018 20:00 - 24.01.2018 21:00","0","820"
"24.01.2018 21:00 - 24.01.2018 22:00","0","1006"
"24.01.2018 22:00 - 24.01.2018 23:00","0","772"
"24.01.2018 23:00 - 25.01.2018 00:00","0","854"
"25.01.2018 00:00 - 25.01.2018 01:00","0","772"
"25.01.2018 01:00 - 25.01.2018 02:00","0","817"
"25.01.2018 02:00 - 25.01.2018 03:00","0","823"
"25.01.2018 03:00 - 25.01.2018 04:00","0","781"
"25.01.2018 04:00 - 25.01.2018 05:00","0","719"
"25.01.2018 05:00 - 25.01.2018 06:00","0","629"
"25.01.2018 06:00 - 25.01.2018 07:00","0","632"
"25.01.2018 07:00 - 25.01.2018 08:00","0","1053"
"25.01.2018 08:00 - 25.01.2018 09:00","0","1013"
"25.01.2018 09:00 - 25.01.2018 10:00","0","875"
"25.01.2018 10:00 - 25.01.2018 11:00","0","830"
"25.01.2018 11:00 - 25.01.2018 12:00","0","754"
"25.01.2018 12:00 - 25.01.2018 13:00","0","678"
"25.01.2018 13:00 - 25.01.2018 14:00","0","696"
"25.01.2018 14:00 - 25.01.2018 15:00","0","971"
"25.01.2018 15:00 - 25.01.2018 16:00","0","1023"
"25.01.2018 16:00 - 25.01.2018 17:00","0","969"
"25.01.2018 17:00 - 25.01.2018 18:00","0","936"
"25.01.2018 18:00 - 25.01.2018 19:00","0","1004"
"25.01.2018 19:00 - 25.01.2018 20:00","0","1043"
"25.01.2018 20:00 - 25.01.2018 21:00","0","1005"
"25.01.2018 21:00 - 25.01.2018 22:00","0","937"
"25.01.2018 22:00 - 25.01.2018 23:00","0","1028"
"25.01.2018 23:00 - 26.01.2018 00:00","0","919"
"26.01.2018 00:00 - 26.01.2018 01:00","0","583"
"26.01.2018 01:00 - 26.01.2018 02:00","0","556"
"26.01.2018 02:00 - 26.01.2018 03:00","0","516"
"26.01.2018 03:00 - 26.01.2018 04:00","0","555"
"26.01.2018 04:00 - 26.01.2018 05:00","0","411"
"26.01.2018 05:00 - 26.01.2018 06:00","0","215"
"26.01.2018 06:00 - 26.01.2018 07:00","0","615"
"26.01.2018 07:00 - 26.01.2018 08:00","0","909"
"26.01.2018 08:00 - 26.01.2018 09:00","0","1142"
"26.01.2018 09:00 - 26.01.2018 10:00","0","1207"
"26.01.2018 10:00 - 26.01.2018 11:00","0","1002"
"26.01.2018 11:00 - 26.01.2018 12:00","0","910"
"26.01.2018 12:00 - 26.01.2018 13:00","0","671"
"26.01.2018 13:00 - 26.01.2018 14:00","0","719"
"26.01.2018 14:00 - 26.01.2018 15:00","0","842"
"26.01.2018 15:00 - 26.01.2018 16:00","0","856"
"26.01.2018 16:00 - 26.01.2018 17:00","0","720"
"26.01.2018 17:00 - 26.01.2018 18:00","0","811"
"26.01.2018 18:00 - 26.01.2018 19:00","0","1053"
"26.01.2018 19:00 - 26.01.2018 20:00","0","1043"
"26.01.2018 20:00 - 26.01.2018 21:00","0","1050"
"26.01.2018 21:00 - 26.01.2018 22:00","0","1046"
"26.01.2018 22:00 - 26.01.2018 23:00","0","928"
"26.01.2018 23:00 - 27.01.2018 00:00","0","977"
"27.01.2018 00:00 - 27.01.2018 01:00","0","979"
"27.01.2018 01:00 - 27.01.2018 02:00","0","966"
"27.01.2018 02:00 - 27.01.2018 03:00","0","1032"
"27.01.2018 03:00 - 27.01.2018 04:00","0","873"
"27.01.2018 04:00 - 27.01.2018 05:00","0","796"
"27.01.2018 05:00 - 27.01.2018 06:00","0","888"
"27.01.2018 06:00 - 27.01.2018 07:00","0","754"
"27.01.2018 07:00 - 27.01.2018 08:00","0","940"
"27.01.2018 08:00 - 27.01.2018 09:00","0","916"
"27.01.2018 09:00 - 27.01.2018 10:00","0","790"
"27.01.2018 10:00 - 27.01.2018 11:00","0","686"
"27.01.2018 11:00 - 27.01.2018 12:00","0","601"
"27.01.2018 12:00 - 27.01.2018 13:00","0","516"
"27.01.2018 13:00 - 27.01.2018 14:00","0","435"
"27.01.2018 14:00 - 27.01.2018 15:00","0","466"
"27.01.2018 15:00 - 27.01.2018 16:00","0","510"
"27.01.2018 16:00 - 27.01.2018 17:00","0","497"
"27.01.2018 17:00 - 27.01.2018 18:00","0","586"
"27.01.2018 18:00 - 27.01.2018 19:00","0","804"
"27.01.2018 19:00 - 27.01.2018 20:00","0","974"
"27.01.2018 20:00 - 27.01.2018 21:00","0","758"
"27.01.2018 21:00 - 27.01.2018 22:00","0","771"
"27.01.2018 22:00 - 27.01.2018 23:00","0","682"
"27.01.2018 23:00 - 28.01.2018 00:00","0","714"
"28.01.2018 00:00 - 28.01.2018 01:00","0","785"
"28.01.2018 01:00 - 28.01.2018 02:00","0","807"
"28.01.2018 02:00 - 28.01.2018 03:00","0","867"
"28.01.2018 03:00 - 28.01.2018 04:00","0","998"
"28.01.2018 04:00 - 28.01.2018 05:00","0","983"
"28.01.2018 05:00 - 28.01.2018 06:00","0","976"
"28.01.2018 06:00 - 28.01.2018 07:00","0","1036"
"28.01.2018 07:00 - 28.01.2018 08:00","0","963"
"28.01.2018 08:00 - 28.01.2018 09:00","0","646"
"28.01.2018 09:00 - 28.01.2018 10:00","0","344"
"28.01.2018 10:00 - 28.01.2018 11:00","0","206"
"28.01.2018 11:00 - 28.01.2018 12:00","0","295"
"28.01.2018 12:00 - 28.01.2018 13:00","0","279"
"28.01.2018 13:00 - 28.01.2018 14:00","0","330"
"28.01.2018 14:00 - 28.01.2018 15:00","0","386"
"28.01.2018 15:00 - 28.01.2018 16:00","0","414"
"28.01.2018 16:00 - 28.01.2018 17:00","0","534"
"28.01.2018 17:00 - 28.01.2018 18:00","0","604"
"28.01.2018 18:00 - 28.01.2018 19:00","0","733"
"28.01.2018 19:00 - 28.01.2018 20:00","0","791"
"28.01.2018 20:00 - 28.01.2018 21:00","0","908"
"28.01.2018 21:00 - 28.01.2018 22:00","0","873"
"28.01.2018 22:00 - 28.01.2018 23:00","0","826"
"28.01.2018 23:00 - 29.01.2018 00:00","0","791"
"29.01.2018 00:00 - 29.01.2018 01:00","0","746"
"29.01.2018 01:00 - 29.01.2018 02:00","0","818"
"29.01.2018 02:00 - 29.01.2018 03:00","0","830"
"29.01.2018 03:00 - 29.01.2018 04:00","0","858"
"29.01.2018 04:00 - 29.01.2018 05:00","0","845"
"29.01.2018 05:00 - 29.01.2018 06:00","0","863"
"29.01.2018 06:00 - 29.01.2018 07:00","0","623"
"29.01.2018 07:00 - 29.01.2018 08:00","0","541"
"29.01.2018 08:00 - 29.01.2018 09:00","0","681"
"29.01.2018 09:00 - 29.01.2018 10:00","0","753"
"29.01.2018 10:00 - 29.01.2018 11:00","0","756"
"29.01.2018 11:00 - 29.01.2018 12:00","0","796"
"29.01.2018 12:00 - 29.01.2018 13:00","0","736"
"29.01.2018 13:00 - 29.01.2018 14:00","0","810"
"29.01.2018 14:00 - 29.01.2018 15:00","0","763"
"29.01.2018 15:00 - 29.01.2018 16:00","0","814"
"29.01.2018 16:00 - 29.01.2018 17:00","0","782"
"29.01.2018 17:00 - 29.01.2018 18:00","0","696"
"29.01.2018 18:00 - 29.01.2018 19:00","0","787"
"29.01.2018 19:00 - 29.01.2018 20:00","0","594"
"29.01.2018 20:00 - 29.01.2018 21:00","0","602"
"29.01.2018 21:00 - 29.01.2018 22:00","0","615"
"29.01.2018 22:00 - 29.01.2018 23:00","0","711"
"29.01.2018 23:00 - 30.01.2018 00:00","0","815"
"30.01.2018 00:00 - 30.01.2018 01:00","0","986"
"30.01.2018 01:00 - 30.01.2018 02:00","0","1054"
"30.01.2018 02:00 - 30.01.2018 03:00","0","987"
"30.01.2018 03:00 - 30.01.2018 04:00","0","1024"
"30.01.2018 04:00 - 30.01.2018 05:00","0","958"
"30.01.2018 05:00 - 30.01.2018 06:00","0","901"
"30.01.2018 06:00 - 30.01.2018 07:00","0","984"
"30.01.2018 07:00 - 30.01.2018 08:00","0","992"
"30.01.2018 08:00 - 30.01.2018 09:00","0","957"
"30.01.2018 09:00 - 30.01.2018 10:00","0","930"
"30.01.2018 10:00 - 30.01.2018 11:00","0","900"
"30.01.2018 11:00 - 30.01.2018 12:00","0","965"
"30.01.2018 12:00 - 30.01.2018 13:00","0","711"
"30.01.2018 13:00 - 30.01.2018 14:00","0","741"
"30.01.2018 14:00 - 30.01.2018 15:00","0","849"
"30.01.2018 15:00 - 30.01.2018 16:00","0","968"
"30.01.2018 16:00 - 30.01.2018 17:00","0","918"
"30.01.2018 17:00 - 30.01.2018 18:00","0","627"
"30.01.2018 18:00 - 30.01.2018 19:00","0","561"
"30.01.2018 19:00 - 30.01.2018 20:00","0","770"
"30.01.2018 20:00 - 30.01.2018 21:00","0","588"
"30.01.2018 21:00 - 30.01.2018 22:00","0","383"
"30.01.2018 22:00 - 30.01.2018 23:00","0","462"
"30.01.2018 23:00 - 31.01.2018 00:00","0","529"
"31.01.2018 00:00 - 31.01.2018 01:00","0","707"
"31.01.2018 01:00 - 31.01.2018 02:00","0","632"
"31.01.2018 02:00 - 31.01.2018 03:00","0","678"
"31.01.2018 03:00 - 31.01.2018 04:00","0","623"
"31.01.2018 04:00 - 31.01.2018 05:00","0","629"
"31.01.2018 05:00 - 31.01.2018 06:00","0","593"
"31.01.2018 06:00 - 31.01.2018 07:00","0","911"
"31.01.2018 07:00 - 31.01.2018 08:00","0","1018"
"31.01.2018 08:00 - 31.01.2018 09:00","0","1006"
"31.01.2018 09:00 - 31.01.2018 10:00","0","1003"
"31.01.2018 10:00 - 31.01.2018 11:00","0","1035"
"31.01.2018 11:00 - 31.01.2018 12:00","0","943"
"31.01.2018 12:00 - 31.01.2018 13:00","0","863"
"31.01.2018 13:00 - 31.01.2018 14:00","0","787"
"31.01.2018 14:00 - 31.01.2018 15:00","0","918"
"31.01.2018 15:00 - 31.01.2018 16:00","0","1010"
"31.01.2018 16:00 - 31.01.2018 17:00","0","1007"
"31.01.2018 17:00 - 31.01.2018 18:00","0","799"
"31.01.2018 18:00 - 31.01.2018 19:00","0","1069"
"31.01.2018 19:00 - 31.01.2018 20:00","0","1029"
"31.01.2018 20:00 - 31.01.2018 21:00","0","862"
"31.01.2018 21:00 - 31.01.2018 22:00","0","767"
"31.01.2018 22:00 - 31.01.2018 23:00","0","775"
"31.01.2018 23:00 - 01.02.2018 00:00","0","805"
"01.02.2018 00:00 - 01.02.2018 01:00","0","786"
"01.02.2018 01:00 - 01.02.2018 02:00","0","753"
"01.02.2018 02:00 - 01.02.2018 03:00","0","778"
"01.02.2018 03:00 - 01.02.2018 04:00","0","775"
"01.02.2018 04:00 - 01.02.2018 05:00","0","633"
"01.02.2018 05:00 - 01.02.2018 06:00","0","678"
"01.02.2018 06:00 - 01.02.2018 07:00","0","625"
"01.02.2018 07:00 - 01.02.2018 08:00","0","805"
"01.02.2018 08:00 - 01.02.2018 09:00","0","1002"
"01.02.2018 09:00 - 01.02.2018 10:00","0","973"
"01.02.2018 10:00 - 01.02.2018 11:00","0","843"
"01.02.2018 11:00 - 01.02.2018 12:00","0","842"
"01.02.2018 12:00 - 01.02.2018 13:00","0","803"
"01.02.2018 13:00 - 01.02.2018 14:00","0","908"
"01.02.2018 14:00 - 01.02.2018 15:00","0","911"
"01.02.2018 15:00 - 01.02.2018 16:00","0","1011"
"01.02.2018 16:00 - 01.02.2018 17:00","0","993"
"01.02.2018 17:00 - 01.02.2018 18:00","0","981"
"01.02.2018 18:00 - 01.02.2018 19:00","0","1240"
"01.02.2018 19:00 - 01.02.2018 20:00","0","1010"
"01.02.2018 20:00 - 01.02.2018 21:00","0","849"
"01.02.2018 21:00 - 01.02.2018 22:00","0","754"
"01.02.2018 22:00 - 01.02.2018 23:00","0","677"
"01.02.2018 23:00 - 02.02.2018 00:00","0","816"
"02.02.2018 00:00 - 02.02.2018 01:00","0","744"
"02.02.2018 01:00 - 02.02.2018 02:00","0","701"
"02.02.2018 02:00 - 02.02.2018 03:00","0","802"
"02.02.2018 03:00 - 02.02.2018 04:00","0","797"
"02.02.2018 04:00 - 02.02.2018 05:00","0","709"
"02.02.2018 05:00 - 02.02.2018 06:00","0","890"
"02.02.2018 06:00 - 02.02.2018 07:00","0","634"
"02.02.2018 07:00 - 02.02.2018 08:00","0","1039"
"02.02.2018 08:00 - 02.02.2018 09:00","0","1054"
"02.02.2018 09:00 - 02.02.2018 10:00","0","877"
"02.02.2018 10:00 - 02.02.2018 11:00","0","910"
"02.02.2018 11:00 - 02.02.2018 12:00","0","856"
"02.02.2018 12:00 - 02.02.2018 13:00","0","679"
"02.02.2018 13:00 - 02.02.2018 14:00","0","637"
"02.02.2018 14:00 - 02.02.2018 15:00","0","722"
"02.02.2018 15:00 - 02.02.2018 16:00","0","946"
"02.02.2018 16:00 - 02.02.2018 17:00","0","819"
"02.02.2018 17:00 - 02.02.2018 18:00","0","978"
"02.02.2018 18:00 - 02.02.2018 19:00","0","1050"
"02.02.2018 19:00 - 02.02.2018 20:00","0","1045"
"02.02.2018 20:00 - 02.02.2018 21:00","0","1080"
"02.02.2018 21:00 - 02.02.2018 22:00","0","891"
"02.02.2018 22:00 - 02.02.2018 23:00","0","894"
"02.02.2018 23:00 - 03.02.2018 00:00","0","864"
"03.02.2018 00:00 - 03.02.2018 01:00","0","965"
"03.02.2018 01:00 - 03.02.2018 02:00","0","1088"
"03.02.2018 02:00 - 03.02.2018 03:00","0","1048"
"03.02.2018 03:00 - 03.02.2018 04:00","0","1076"
"03.02.2018 04:00 - 03.02.2018 05:00","0","1068"
"03.02.2018 05:00 - 03.02.2018 06:00","0","1022"
"03.02.2018 06:00 - 03.02.2018 07:00","0","972"
"03.02.2018 07:00 - 03.02.2018 08:00","0","821"
"03.02.2018 08:00 - 03.02.2018 09:00","0","897"
"03.02.2018 09:00 - 03.02.2018 10:00","0","906"
"03.02.2018 10:00 - 03.02.2018 11:00","0","807"
"03.02.2018 11:00 - 03.02.2018 12:00","0","744"
"03.02.2018 12:00 - 03.02.2018 13:00","0","807"
"03.02.2018 13:00 - 03.02.2018 14:00","0","683"
"03.02.2018 14:00 - 03.02.2018 15:00","0","734"
"03.02.2018 15:00 - 03.02.2018 16:00","0","718"
"03.02.2018 16:00 - 03.02.2018 17:00","0","590"
"03.02.2018 17:00 - 03.02.2018 18:00","0","762"
"03.02.2018 18:00 - 03.02.2018 19:00","0","1011"
"03.02.2018 19:00 - 03.02.2018 20:00","0","1023"
"03.02.2018 20:00 - 03.02.2018 21:00","0","961"
"03.02.2018 21:00 - 03.02.2018 22:00","0","1231"
"03.02.2018 22:00 - 03.02.2018 23:00","0","1129"
"03.02.2018 23:00 - 04.02.2018 00:00","0","936"
"04.02.2018 00:00 - 04.02.2018 01:00","0","848"
"04.02.2018 01:00 - 04.02.2018 02:00","0","856"
"04.02.2018 02:00 - 04.02.2018 03:00","0","819"
"04.02.2018 03:00 - 04.02.2018 04:00","0","803"
"04.02.2018 04:00 - 04.02.2018 05:00","0","788"
"04.02.2018 05:00 - 04.02.2018 06:00","0","944"
"04.02.2018 06:00 - 04.02.2018 07:00","0","917"
"04.02.2018 07:00 - 04.02.2018 08:00","0","1046"
"04.02.2018 08:00 - 04.02.2018 09:00","0","904"
"04.02.2018 09:00 - 04.02.2018 10:00","0","642"
"04.02.2018 10:00 - 04.02.2018 11:00","0","510"
"04.02.2018 11:00 - 04.02.2018 12:00","0","563"
"04.02.2018 12:00 - 04.02.2018 13:00","0","757"
"04.02.2018 13:00 - 04.02.2018 14:00","0","810"
"04.02.2018 14:00 - 04.02.2018 15:00","0","861"
"04.02.2018 15:00 - 04.02.2018 16:00","0","809"
"04.02.2018 16:00 - 04.02.2018 17:00","0","568"
"04.02.2018 17:00 - 04.02.2018 18:00","0","745"
"04.02.2018 18:00 - 04.02.2018 19:00","0","896"
"04.02.2018 19:00 - 04.02.2018 20:00","0","931"
"04.02.2018 20:00 - 04.02.2018 21:00","0","853"
"04.02.2018 21:00 - 04.02.2018 22:00","0","972"
"04.02.2018 22:00 - 04.02.2018 23:00","0","1014"
"04.02.2018 23:00 - 05.02.2018 00:00","0","1020"
"05.02.2018 00:00 - 05.02.2018 01:00","0","1097"
"05.02.2018 01:00 - 05.02.2018 02:00","0","1048"
"05.02.2018 02:00 - 05.02.2018 03:00","0","982"
"05.02.2018 03:00 - 05.02.2018 04:00","0","935"
"05.02.2018 04:00 - 05.02.2018 05:00","0","763"
"05.02.2018 05:00 - 05.02.2018 06:00","0","401"
"05.02.2018 06:00 - 05.02.2018 07:00","0","338"
"05.02.2018 07:00 - 05.02.2018 08:00","0","742"
"05.02.2018 08:00 - 05.02.2018 09:00","0","957"
"05.02.2018 09:00 - 05.02.2018 10:00","0","1139"
"05.02.2018 10:00 - 05.02.2018 11:00","0","1070"
"05.02.2018 11:00 - 05.02.2018 12:00","0","1196"
"05.02.2018 12:00 - 05.02.2018 13:00","0","1069"
"05.02.2018 13:00 - 05.02.2018 14:00","0","1148"
"05.02.2018 14:00 - 05.02.2018 15:00","0","1281"
"05.02.2018 15:00 - 05.02.2018 16:00","0","1372"
"05.02.2018 16:00 - 05.02.2018 17:00","0","1168"
"05.02.2018 17:00 - 05.02.2018 18:00","0","1038"
"05.02.2018 18:00 - 05.02.2018 19:00","0","1172"
"05.02.2018 19:00 - 05.02.2018 20:00","0","1362"
"05.02.2018 20:00 - 05.02.2018 21:00","0","1216"
"05.02.2018 21:00 - 05.02.2018 22:00","0","1166"
"05.02.2018 22:00 - 05.02.2018 23:00","0","1062"
"05.02.2018 23:00 - 06.02.2018 00:00","0","1028"
"06.02.2018 00:00 - 06.02.2018 01:00","0","759"
"06.02.2018 01:00 - 06.02.2018 02:00","0","901"
"06.02.2018 02:00 - 06.02.2018 03:00","0","914"
"06.02.2018 03:00 - 06.02.2018 04:00","0","929"
"06.02.2018 04:00 - 06.02.2018 05:00","0","929"
"06.02.2018 05:00 - 06.02.2018 06:00","0","734"
"06.02.2018 06:00 - 06.02.2018 07:00","0","670"
"06.02.2018 07:00 - 06.02.2018 08:00","0","831"
"06.02.2018 08:00 - 06.02.2018 09:00","0","804"
"06.02.2018 09:00 - 06.02.2018 10:00","0","953"
"06.02.2018 10:00 - 06.02.2018 11:00","0","872"
"06.02.2018 11:00 - 06.02.2018 12:00","0","845"
"06.02.2018 12:00 - 06.02.2018 13:00","0","626"
"06.02.2018 13:00 - 06.02.2018 14:00","0","739"
"06.02.2018 14:00 - 06.02.2018 15:00","0","935"
"06.02.2018 15:00 - 06.02.2018 16:00","0","997"
"06.02.2018 16:00 - 06.02.2018 17:00","0","883"
"06.02.2018 17:00 - 06.02.2018 18:00","0","580"
"06.02.2018 18:00 - 06.02.2018 19:00","0","675"
"06.02.2018 19:00 - 06.02.2018 20:00","0","725"
"06.02.2018 20:00 - 06.02.2018 21:00","0","666"
"06.02.2018 21:00 - 06.02.2018 22:00","0","986"
"06.02.2018 22:00 - 06.02.2018 23:00","0","1003"
"06.02.2018 23:00 - 07.02.2018 00:00","0","1094"
"07.02.2018 00:00 - 07.02.2018 01:00","0","1032"
"07.02.2018 01:00 - 07.02.2018 02:00","0","1183"
"07.02.2018 02:00 - 07.02.2018 03:00","0","1343"
"07.02.2018 03:00 - 07.02.2018 04:00","0","1252"
"07.02.2018 04:00 - 07.02.2018 05:00","0","1166"
"07.02.2018 05:00 - 07.02.2018 06:00","0","922"
"07.02.2018 06:00 - 07.02.2018 07:00","0","955"
"07.02.2018 07:00 - 07.02.2018 08:00","0","733"
"07.02.2018 08:00 - 07.02.2018 09:00","0","937"
"07.02.2018 09:00 - 07.02.2018 10:00","0","808"
"07.02.2018 10:00 - 07.02.2018 11:00","0","665"
"07.02.2018 11:00 - 07.02.2018 12:00","0","555"
"07.02.2018 12:00 - 07.02.2018 13:00","0","201"
"07.02.2018 13:00 - 07.02.2018 14:00","0","368"
"07.02.2018 14:00 - 07.02.2018 15:00","0","766"
"07.02.2018 15:00 - 07.02.2018 16:00","0","1002"
"07.02.2018 16:00 - 07.02.2018 17:00","0","921"
"07.02.2018 17:00 - 07.02.2018 18:00","0","664"
"07.02.2018 18:00 - 07.02.2018 19:00","0","724"
"07.02.2018 19:00 - 07.02.2018 20:00","0","706"
"07.02.2018 20:00 - 07.02.2018 21:00","0","715"
"07.02.2018 21:00 - 07.02.2018 22:00","0","1042"
"07.02.2018 22:00 - 07.02.2018 23:00","0","1050"
"07.02.2018 23:00 - 08.02.2018 00:00","0","1227"
"08.02.2018 00:00 - 08.02.2018 01:00","0","1273"
"08.02.2018 01:00 - 08.02.2018 02:00","0","1333"
"08.02.2018 02:00 - 08.02.2018 03:00","0","1205"
"08.02.2018 03:00 - 08.02.2018 04:00","0","1131"
