"Time (CET)","Italy (IT) > Slovenia (SI) [MW]","Slovenia (SI) > Italy (IT) [MW]"
"22.02.2018 12:00 - 22.02.2018 13:00","0","966"
"22.02.2018 13:00 - 22.02.2018 14:00","0","1194"
"22.02.2018 14:00 - 22.02.2018 15:00","0","1178"
"22.02.2018 15:00 - 22.02.2018 16:00","0","1204"
"22.02.2018 16:00 - 22.02.2018 17:00","0","1268"
"22.02.2018 17:00 - 22.02.2018 18:00","0","1057"
"22.02.2018 18:00 - 22.02.2018 19:00","0","1023"
"22.02.2018 19:00 - 22.02.2018 20:00","0","892"
"22.02.2018 20:00 - 22.02.2018 21:00","0","820"
"22.02.2018 21:00 - 22.02.2018 22:00","0","1097"
"22.02.2018 22:00 - 22.02.2018 23:00","0","932"
"22.02.2018 23:00 - 23.02.2018 00:00","0","1036"
"23.02.2018 00:00 - 23.02.2018 01:00","0","1079"
"23.02.2018 01:00 - 23.02.2018 02:00","0","1115"
"23.02.2018 02:00 - 23.02.2018 03:00","0","967"
"23.02.2018 03:00 - 23.02.2018 04:00","0","953"
"23.02.2018 04:00 - 23.02.2018 05:00","0","1066"
"23.02.2018 05:00 - 23.02.2018 06:00","0","779"
"23.02.2018 06:00 - 23.02.2018 07:00","0","956"
"23.02.2018 07:00 - 23.02.2018 08:00","0","984"
"23.02.2018 08:00 - 23.02.2018 09:00","0","893"
"23.02.2018 09:00 - 23.02.2018 10:00","0","928"
"23.02.2018 10:00 - 23.02.2018 11:00","0","906"
"23.02.2018 11:00 - 23.02.2018 12:00","0","852"
"23.02.2018 12:00 - 23.02.2018 13:00","0","695"
"23.02.2018 13:00 - 23.02.2018 14:00","0","999"
"23.02.2018 14:00 - 23.02.2018 15:00","0","924"
"23.02.2018 15:00 - 23.02.2018 16:00","0","1050"
"23.02.2018 16:00 - 23.02.2018 17:00","0","1025"
"23.02.2018 17:00 - 23.02.2018 18:00","0","1187"
"23.02.2018 18:00 - 23.02.2018 19:00","0","1203"
"23.02.2018 19:00 - 23.02.2018 20:00","0","1108"
"23.02.2018 20:00 - 23.02.2018 21:00","0","1097"
"23.02.2018 21:00 - 23.02.2018 22:00","0","1154"
"23.02.2018 22:00 - 23.02.2018 23:00","0","1169"
"23.02.2018 23:00 - 24.02.2018 00:00","0","1078"
"24.02.2018 00:00 - 24.02.2018 01:00","0","1053"
"24.02.2018 01:00 - 24.02.2018 02:00","0","972"
"24.02.2018 02:00 - 24.02.2018 03:00","0","1020"
"24.02.2018 03:00 - 24.02.2018 04:00","0","1053"
"24.02.2018 04:00 - 24.02.2018 05:00","0","790"
"24.02.2018 05:00 - 24.02.2018 06:00","0","635"
"24.02.2018 06:00 - 24.02.2018 07:00","0","497"
"24.02.2018 07:00 - 24.02.2018 08:00","0","520"
"24.02.2018 08:00 - 24.02.2018 09:00","0","580"
"24.02.2018 09:00 - 24.02.2018 10:00","0","532"
"24.02.2018 10:00 - 24.02.2018 11:00","0","636"
"24.02.2018 11:00 - 24.02.2018 12:00","0","747"
"24.02.2018 12:00 - 24.02.2018 13:00","0","873"
"24.02.2018 13:00 - 24.02.2018 14:00","0","892"
"24.02.2018 14:00 - 24.02.2018 15:00","0","876"
"24.02.2018 15:00 - 24.02.2018 16:00","0","862"
"24.02.2018 16:00 - 24.02.2018 17:00","0","826"
"24.02.2018 17:00 - 24.02.2018 18:00","0","727"
"24.02.2018 18:00 - 24.02.2018 19:00","0","956"
"24.02.2018 19:00 - 24.02.2018 20:00","0","755"
"24.02.2018 20:00 - 24.02.2018 21:00","0","695"
"24.02.2018 21:00 - 24.02.2018 22:00","0","893"
"24.02.2018 22:00 - 24.02.2018 23:00","0","1028"
"24.02.2018 23:00 - 25.02.2018 00:00","0","1025"
"25.02.2018 00:00 - 25.02.2018 01:00","0","1090"
"25.02.2018 01:00 - 25.02.2018 02:00","0","949"
"25.02.2018 02:00 - 25.02.2018 03:00","0","1049"
"25.02.2018 03:00 - 25.02.2018 04:00","0","1060"
"25.02.2018 04:00 - 25.02.2018 05:00","0","1037"
"25.02.2018 05:00 - 25.02.2018 06:00","0","1026"
"25.02.2018 06:00 - 25.02.2018 07:00","0","927"
"25.02.2018 07:00 - 25.02.2018 08:00","0","772"
"25.02.2018 08:00 - 25.02.2018 09:00","0","878"
"25.02.2018 09:00 - 25.02.2018 10:00","0","930"
"25.02.2018 10:00 - 25.02.2018 11:00","0","916"
"25.02.2018 11:00 - 25.02.2018 12:00","0","984"
"25.02.2018 12:00 - 25.02.2018 13:00","0","1029"
"25.02.2018 13:00 - 25.02.2018 14:00","0","1033"
"25.02.2018 14:00 - 25.02.2018 15:00","0","1070"
"25.02.2018 15:00 - 25.02.2018 16:00","0","1043"
"25.02.2018 16:00 - 25.02.2018 17:00","0","989"
"25.02.2018 17:00 - 25.02.2018 18:00","0","1009"
"25.02.2018 18:00 - 25.02.2018 19:00","0","1063"
"25.02.2018 19:00 - 25.02.2018 20:00","0","1054"
"25.02.2018 20:00 - 25.02.2018 21:00","0","1042"
"25.02.2018 21:00 - 25.02.2018 22:00","0","1032"
"25.02.2018 22:00 - 25.02.2018 23:00","0","883"
"25.02.2018 23:00 - 26.02.2018 00:00","0","867"
"26.02.2018 00:00 - 26.02.2018 01:00","0","1024"
"26.02.2018 01:00 - 26.02.2018 02:00","0","969"
"26.02.2018 02:00 - 26.02.2018 03:00","0","921"
"26.02.2018 03:00 - 26.02.2018 04:00","0","910"
"26.02.2018 04:00 - 26.02.2018 05:00","0","881"
"26.02.2018 05:00 - 26.02.2018 06:00","0","724"
"26.02.2018 06:00 - 26.02.2018 07:00","0","1047"
"26.02.2018 07:00 - 26.02.2018 08:00","0","1221"
"26.02.2018 08:00 - 26.02.2018 09:00","0","1197"
"26.02.2018 09:00 - 26.02.2018 10:00","0","876"
"26.02.2018 10:00 - 26.02.2018 11:00","0","769"
"26.02.2018 11:00 - 26.02.2018 12:00","0","777"
"26.02.2018 12:00 - 26.02.2018 13:00","0","844"
"26.02.2018 13:00 - 26.02.2018 14:00","0","853"
"26.02.2018 14:00 - 26.02.2018 15:00","0","815"
"26.02.2018 15:00 - 26.02.2018 16:00","0","859"
"26.02.2018 16:00 - 26.02.2018 17:00","0","870"
"26.02.2018 17:00 - 26.02.2018 18:00","0","1147"
"26.02.2018 18:00 - 26.02.2018 19:00","0","1224"
"26.02.2018 19:00 - 26.02.2018 20:00","0","1279"
"26.02.2018 20:00 - 26.02.2018 21:00","0","966"
"26.02.2018 21:00 - 26.02.2018 22:00","0","935"
"26.02.2018 22:00 - 26.02.2018 23:00","0","1106"
"26.02.2018 23:00 - 27.02.2018 00:00","0","1117"
"27.02.2018 00:00 - 27.02.2018 01:00","0","1027"
"27.02.2018 01:00 - 27.02.2018 02:00","0","1009"
"27.02.2018 02:00 - 27.02.2018 03:00","0","1023"
"27.02.2018 03:00 - 27.02.2018 04:00","0","966"
"27.02.2018 04:00 - 27.02.2018 05:00","0","884"
"27.02.2018 05:00 - 27.02.2018 06:00","0","839"
"27.02.2018 06:00 - 27.02.2018 07:00","0","967"
"27.02.2018 07:00 - 27.02.2018 08:00","0","1005"
"27.02.2018 08:00 - 27.02.2018 09:00","0","890"
"27.02.2018 09:00 - 27.02.2018 10:00","0","759"
"27.02.2018 10:00 - 27.02.2018 11:00","0","892"
"27.02.2018 11:00 - 27.02.2018 12:00","0","934"
"27.02.2018 12:00 - 27.02.2018 13:00","0","970"
"27.02.2018 13:00 - 27.02.2018 14:00","0","880"
"27.02.2018 14:00 - 27.02.2018 15:00","0","866"
"27.02.2018 15:00 - 27.02.2018 16:00","0","993"
"27.02.2018 16:00 - 27.02.2018 17:00","0","983"
"27.02.2018 17:00 - 27.02.2018 18:00","0","960"
"27.02.2018 18:00 - 27.02.2018 19:00","0","911"
"27.02.2018 19:00 - 27.02.2018 20:00","0","690"
"27.02.2018 20:00 - 27.02.2018 21:00","0","527"
"27.02.2018 21:00 - 27.02.2018 22:00","0","638"
"27.02.2018 22:00 - 27.02.2018 23:00","0","624"
"27.02.2018 23:00 - 28.02.2018 00:00","0","812"
"28.02.2018 00:00 - 28.02.2018 01:00","0","681"
"28.02.2018 01:00 - 28.02.2018 02:00","0","939"
"28.02.2018 02:00 - 28.02.2018 03:00","0","1015"
"28.02.2018 03:00 - 28.02.2018 04:00","0","1048"
"28.02.2018 04:00 - 28.02.2018 05:00","0","1061"
"28.02.2018 05:00 - 28.02.2018 06:00","0","1026"
"28.02.2018 06:00 - 28.02.2018 07:00","0","933"
"28.02.2018 07:00 - 28.02.2018 08:00","0","922"
"28.02.2018 08:00 - 28.02.2018 09:00","0","891"
"28.02.2018 09:00 - 28.02.2018 10:00","0","696"
"28.02.2018 10:00 - 28.02.2018 11:00","0","502"
"28.02.2018 11:00 - 28.02.2018 12:00","0","634"
"28.02.2018 12:00 - 28.02.2018 13:00","0","661"
"28.02.2018 13:00 - 28.02.2018 14:00","0","718"
"28.02.2018 14:00 - 28.02.2018 15:00","0","965"
"28.02.2018 15:00 - 28.02.2018 16:00","0","1039"
"28.02.2018 16:00 - 28.02.2018 17:00","0","867"
"28.02.2018 17:00 - 28.02.2018 18:00","0","850"
"28.02.2018 18:00 - 28.02.2018 19:00","0","696"
"28.02.2018 19:00 - 28.02.2018 20:00","0","468"
"28.02.2018 20:00 - 28.02.2018 21:00","0","717"
"28.02.2018 21:00 - 28.02.2018 22:00","0","848"
"28.02.2018 22:00 - 28.02.2018 23:00","0","776"
"28.02.2018 23:00 - 01.03.2018 00:00","0","655"
"01.03.2018 00:00 - 01.03.2018 01:00","0","558"
"01.03.2018 01:00 - 01.03.2018 02:00","0","685"
"01.03.2018 02:00 - 01.03.2018 03:00","0","698"
"01.03.2018 03:00 - 01.03.2018 04:00","0","823"
"01.03.2018 04:00 - 01.03.2018 05:00","0","950"
"01.03.2018 05:00 - 01.03.2018 06:00","0","874"
"01.03.2018 06:00 - 01.03.2018 07:00","0","582"
"01.03.2018 07:00 - 01.03.2018 08:00","0","878"
"01.03.2018 08:00 - 01.03.2018 09:00","0","1010"
"01.03.2018 09:00 - 01.03.2018 10:00","0","1104"
"01.03.2018 10:00 - 01.03.2018 11:00","0","954"
"01.03.2018 11:00 - 01.03.2018 12:00","0","985"
"01.03.2018 12:00 - 01.03.2018 13:00","0","910"
"01.03.2018 13:00 - 01.03.2018 14:00","0","823"
"01.03.2018 14:00 - 01.03.2018 15:00","0","926"
"01.03.2018 15:00 - 01.03.2018 16:00","0","945"
"01.03.2018 16:00 - 01.03.2018 17:00","0","895"
"01.03.2018 17:00 - 01.03.2018 18:00","0","746"
"01.03.2018 18:00 - 01.03.2018 19:00","0","809"
"01.03.2018 19:00 - 01.03.2018 20:00","0","660"
"01.03.2018 20:00 - 01.03.2018 21:00","0","684"
"01.03.2018 21:00 - 01.03.2018 22:00","0","810"
"01.03.2018 22:00 - 01.03.2018 23:00","0","840"
"01.03.2018 23:00 - 02.03.2018 00:00","0","755"
"02.03.2018 00:00 - 02.03.2018 01:00","0","782"
"02.03.2018 01:00 - 02.03.2018 02:00","0","972"
"02.03.2018 02:00 - 02.03.2018 03:00","0","1055"
"02.03.2018 03:00 - 02.03.2018 04:00","0","970"
"02.03.2018 04:00 - 02.03.2018 05:00","0","999"
"02.03.2018 05:00 - 02.03.2018 06:00","0","907"
"02.03.2018 06:00 - 02.03.2018 07:00","0","917"
"02.03.2018 07:00 - 02.03.2018 08:00","0","787"
"02.03.2018 08:00 - 02.03.2018 09:00","0","938"
"02.03.2018 09:00 - 02.03.2018 10:00","0","912"
"02.03.2018 10:00 - 02.03.2018 11:00","0","867"
"02.03.2018 11:00 - 02.03.2018 12:00","0","980"
"02.03.2018 12:00 - 02.03.2018 13:00","0","923"
"02.03.2018 13:00 - 02.03.2018 14:00","0","895"
"02.03.2018 14:00 - 02.03.2018 15:00","0","1048"
"02.03.2018 15:00 - 02.03.2018 16:00","0","1017"
"02.03.2018 16:00 - 02.03.2018 17:00","0","923"
"02.03.2018 17:00 - 02.03.2018 18:00","0","1060"
"02.03.2018 18:00 - 02.03.2018 19:00","0","987"
"02.03.2018 19:00 - 02.03.2018 20:00","0","946"
"02.03.2018 20:00 - 02.03.2018 21:00","0","1070"
"02.03.2018 21:00 - 02.03.2018 22:00","0","1018"
"02.03.2018 22:00 - 02.03.2018 23:00","0","928"
"02.03.2018 23:00 - 03.03.2018 00:00","0","822"
"03.03.2018 00:00 - 03.03.2018 01:00","0","722"
"03.03.2018 01:00 - 03.03.2018 02:00","0","915"
"03.03.2018 02:00 - 03.03.2018 03:00","0","945"
"03.03.2018 03:00 - 03.03.2018 04:00","0","1020"
"03.03.2018 04:00 - 03.03.2018 05:00","0","974"
"03.03.2018 05:00 - 03.03.2018 06:00","0","798"
"03.03.2018 06:00 - 03.03.2018 07:00","0","715"
"03.03.2018 07:00 - 03.03.2018 08:00","0","618"
"03.03.2018 08:00 - 03.03.2018 09:00","0","758"
"03.03.2018 09:00 - 03.03.2018 10:00","0","714"
"03.03.2018 10:00 - 03.03.2018 11:00","0","679"
"03.03.2018 11:00 - 03.03.2018 12:00","0","988"
"03.03.2018 12:00 - 03.03.2018 13:00","0","1083"
"03.03.2018 13:00 - 03.03.2018 14:00","0","1051"
"03.03.2018 14:00 - 03.03.2018 15:00","0","1026"
"03.03.2018 15:00 - 03.03.2018 16:00","0","929"
"03.03.2018 16:00 - 03.03.2018 17:00","0","863"
"03.03.2018 17:00 - 03.03.2018 18:00","0","989"
"03.03.2018 18:00 - 03.03.2018 19:00","0","931"
"03.03.2018 19:00 - 03.03.2018 20:00","0","973"
"03.03.2018 20:00 - 03.03.2018 21:00","0","1017"
"03.03.2018 21:00 - 03.03.2018 22:00","0","1012"
"03.03.2018 22:00 - 03.03.2018 23:00","0","925"
"03.03.2018 23:00 - 04.03.2018 00:00","0","724"
"04.03.2018 00:00 - 04.03.2018 01:00","0","1035"
"04.03.2018 01:00 - 04.03.2018 02:00","0","988"
"04.03.2018 02:00 - 04.03.2018 03:00","0","1046"
"04.03.2018 03:00 - 04.03.2018 04:00","0","1073"
"04.03.2018 04:00 - 04.03.2018 05:00","0","988"
"04.03.2018 05:00 - 04.03.2018 06:00","0","1054"
"04.03.2018 06:00 - 04.03.2018 07:00","0","1011"
"04.03.2018 07:00 - 04.03.2018 08:00","0","967"
"04.03.2018 08:00 - 04.03.2018 09:00","0","985"
"04.03.2018 09:00 - 04.03.2018 10:00","0","816"
"04.03.2018 10:00 - 04.03.2018 11:00","0","597"
"04.03.2018 11:00 - 04.03.2018 12:00","0","470"
"04.03.2018 12:00 - 04.03.2018 13:00","0","599"
"04.03.2018 13:00 - 04.03.2018 14:00","0","637"
"04.03.2018 14:00 - 04.03.2018 15:00","0","797"
"04.03.2018 15:00 - 04.03.2018 16:00","0","840"
"04.03.2018 16:00 - 04.03.2018 17:00","0","784"
"04.03.2018 17:00 - 04.03.2018 18:00","0","539"
"04.03.2018 18:00 - 04.03.2018 19:00","0","883"
"04.03.2018 19:00 - 04.03.2018 20:00","0","1025"
"04.03.2018 20:00 - 04.03.2018 21:00","0","1017"
"04.03.2018 21:00 - 04.03.2018 22:00","0","1040"
"04.03.2018 22:00 - 04.03.2018 23:00","0","782"
"04.03.2018 23:00 - 05.03.2018 00:00","0","959"
"05.03.2018 00:00 - 05.03.2018 01:00","0","986"
"05.03.2018 01:00 - 05.03.2018 02:00","0","1040"
"05.03.2018 02:00 - 05.03.2018 03:00","0","1088"
"05.03.2018 03:00 - 05.03.2018 04:00","0","1172"
"05.03.2018 04:00 - 05.03.2018 05:00","0","1077"
"05.03.2018 05:00 - 05.03.2018 06:00","0","874"
"05.03.2018 06:00 - 05.03.2018 07:00","0","912"
"05.03.2018 07:00 - 05.03.2018 08:00","0","1124"
"05.03.2018 08:00 - 05.03.2018 09:00","0","1033"
"05.03.2018 09:00 - 05.03.2018 10:00","0","901"
"05.03.2018 10:00 - 05.03.2018 11:00","0","826"
"05.03.2018 11:00 - 05.03.2018 12:00","0","1008"
"05.03.2018 12:00 - 05.03.2018 13:00","0","747"
"05.03.2018 13:00 - 05.03.2018 14:00","0","965"
"05.03.2018 14:00 - 05.03.2018 15:00","0","907"
"05.03.2018 15:00 - 05.03.2018 16:00","0","935"
"05.03.2018 16:00 - 05.03.2018 17:00","0","1016"
"05.03.2018 17:00 - 05.03.2018 18:00","0","981"
"05.03.2018 18:00 - 05.03.2018 19:00","0","993"
"05.03.2018 19:00 - 05.03.2018 20:00","0","1003"
"05.03.2018 20:00 - 05.03.2018 21:00","0","1126"
"05.03.2018 21:00 - 05.03.2018 22:00","0","950"
"05.03.2018 22:00 - 05.03.2018 23:00","0","1053"
"05.03.2018 23:00 - 06.03.2018 00:00","0","1116"
"06.03.2018 00:00 - 06.03.2018 01:00","0","1020"
"06.03.2018 01:00 - 06.03.2018 02:00","0","1005"
"06.03.2018 02:00 - 06.03.2018 03:00","0","989"
"06.03.2018 03:00 - 06.03.2018 04:00","0","992"
"06.03.2018 04:00 - 06.03.2018 05:00","0","892"
"06.03.2018 05:00 - 06.03.2018 06:00","0","787"
"06.03.2018 06:00 - 06.03.2018 07:00","0","807"
"06.03.2018 07:00 - 06.03.2018 08:00","0","845"
"06.03.2018 08:00 - 06.03.2018 09:00","0","855"
"06.03.2018 09:00 - 06.03.2018 10:00","0","848"
"06.03.2018 10:00 - 06.03.2018 11:00","0","867"
"06.03.2018 11:00 - 06.03.2018 12:00","0","939"
"06.03.2018 12:00 - 06.03.2018 13:00","0","873"
"06.03.2018 13:00 - 06.03.2018 14:00","0","931"
"06.03.2018 14:00 - 06.03.2018 15:00","0","989"
"06.03.2018 15:00 - 06.03.2018 16:00","0","1063"
"06.03.2018 16:00 - 06.03.2018 17:00","0","984"
"06.03.2018 17:00 - 06.03.2018 18:00","0","781"
"06.03.2018 18:00 - 06.03.2018 19:00","0","959"
"06.03.2018 19:00 - 06.03.2018 20:00","0","1028"
"06.03.2018 20:00 - 06.03.2018 21:00","0","1251"
"06.03.2018 21:00 - 06.03.2018 22:00","0","1206"
"06.03.2018 22:00 - 06.03.2018 23:00","0","1305"
"06.03.2018 23:00 - 07.03.2018 00:00","0","1304"
"07.03.2018 00:00 - 07.03.2018 01:00","0","1040"
"07.03.2018 01:00 - 07.03.2018 02:00","0","971"
"07.03.2018 02:00 - 07.03.2018 03:00","0","982"
"07.03.2018 03:00 - 07.03.2018 04:00","0","971"
"07.03.2018 04:00 - 07.03.2018 05:00","0","821"
"07.03.2018 05:00 - 07.03.2018 06:00","0","673"
"07.03.2018 06:00 - 07.03.2018 07:00","0","676"
"07.03.2018 07:00 - 07.03.2018 08:00","0","675"
"07.03.2018 08:00 - 07.03.2018 09:00","0","677"
"07.03.2018 09:00 - 07.03.2018 10:00","0","710"
"07.03.2018 10:00 - 07.03.2018 11:00","0","763"
"07.03.2018 11:00 - 07.03.2018 12:00","0","807"
"07.03.2018 12:00 - 07.03.2018 13:00","0","730"
"07.03.2018 13:00 - 07.03.2018 14:00","0","975"
"07.03.2018 14:00 - 07.03.2018 15:00","0","1024"
"07.03.2018 15:00 - 07.03.2018 16:00","0","984"
"07.03.2018 16:00 - 07.03.2018 17:00","0","928"
"07.03.2018 17:00 - 07.03.2018 18:00","0","1008"
"07.03.2018 18:00 - 07.03.2018 19:00","0","939"
"07.03.2018 19:00 - 07.03.2018 20:00","0","1171"
"07.03.2018 20:00 - 07.03.2018 21:00","0","1266"
"07.03.2018 21:00 - 07.03.2018 22:00","0","1301"
"07.03.2018 22:00 - 07.03.2018 23:00","0","1143"
"07.03.2018 23:00 - 08.03.2018 00:00","0","1289"
"08.03.2018 00:00 - 08.03.2018 01:00","0","1066"
"08.03.2018 01:00 - 08.03.2018 02:00","0","1074"
"08.03.2018 02:00 - 08.03.2018 03:00","0","1079"
"08.03.2018 03:00 - 08.03.2018 04:00","0","1151"
"08.03.2018 04:00 - 08.03.2018 05:00","0","1048"
"08.03.2018 05:00 - 08.03.2018 06:00","0","737"
"08.03.2018 06:00 - 08.03.2018 07:00","0","680"
"08.03.2018 07:00 - 08.03.2018 08:00","0","1199"
"08.03.2018 08:00 - 08.03.2018 09:00","0","1265"
"08.03.2018 09:00 - 08.03.2018 10:00","0","920"
"08.03.2018 10:00 - 08.03.2018 11:00","0","814"
"08.03.2018 11:00 - 08.03.2018 12:00","0","805"
"08.03.2018 12:00 - 08.03.2018 13:00","0","675"
"08.03.2018 13:00 - 08.03.2018 14:00","0","977"
"08.03.2018 14:00 - 08.03.2018 15:00","0","1002"
"08.03.2018 15:00 - 08.03.2018 16:00","0","1094"
"08.03.2018 16:00 - 08.03.2018 17:00","0","1125"
"08.03.2018 17:00 - 08.03.2018 18:00","0","1123"
"08.03.2018 18:00 - 08.03.2018 19:00","0","1183"
"08.03.2018 19:00 - 08.03.2018 20:00","0","1097"
"08.03.2018 20:00 - 08.03.2018 21:00","0","933"
"08.03.2018 21:00 - 08.03.2018 22:00","0","1214"
"08.03.2018 22:00 - 08.03.2018 23:00","0","1235"
"08.03.2018 23:00 - 09.03.2018 00:00","0","1075"
"09.03.2018 00:00 - 09.03.2018 01:00","0","766"
"09.03.2018 01:00 - 09.03.2018 02:00","0","952"
"09.03.2018 02:00 - 09.03.2018 03:00","0","1020"
"09.03.2018 03:00 - 09.03.2018 04:00","0","1020"
"09.03.2018 04:00 - 09.03.2018 05:00","0","1049"
"09.03.2018 05:00 - 09.03.2018 06:00","0","960"
"09.03.2018 06:00 - 09.03.2018 07:00","0","655"
"09.03.2018 07:00 - 09.03.2018 08:00","0","1022"
"09.03.2018 08:00 - 09.03.2018 09:00","0","1036"
"09.03.2018 09:00 - 09.03.2018 10:00","0","855"
"09.03.2018 10:00 - 09.03.2018 11:00","0","821"
"09.03.2018 11:00 - 09.03.2018 12:00","0","745"
"09.03.2018 12:00 - 09.03.2018 13:00","0","611"
"09.03.2018 13:00 - 09.03.2018 14:00","0","735"
"09.03.2018 14:00 - 09.03.2018 15:00","0","768"
"09.03.2018 15:00 - 09.03.2018 16:00","0","850"
"09.03.2018 16:00 - 09.03.2018 17:00","0","732"
"09.03.2018 17:00 - 09.03.2018 18:00","0","737"
"09.03.2018 18:00 - 09.03.2018 19:00","0","1088"
"09.03.2018 19:00 - 09.03.2018 20:00","0","887"
"09.03.2018 20:00 - 09.03.2018 21:00","0","1091"
"09.03.2018 21:00 - 09.03.2018 22:00","0","1076"
"09.03.2018 22:00 - 09.03.2018 23:00","0","957"
"09.03.2018 23:00 - 10.03.2018 00:00","0","1039"
"10.03.2018 00:00 - 10.03.2018 01:00","0","1003"
"10.03.2018 01:00 - 10.03.2018 02:00","0","1016"
"10.03.2018 02:00 - 10.03.2018 03:00","0","1022"
"10.03.2018 03:00 - 10.03.2018 04:00","0","1019"
"10.03.2018 04:00 - 10.03.2018 05:00","0","899"
"10.03.2018 05:00 - 10.03.2018 06:00","0","752"
"10.03.2018 06:00 - 10.03.2018 07:00","0","804"
"10.03.2018 07:00 - 10.03.2018 08:00","0","879"
"10.03.2018 08:00 - 10.03.2018 09:00","0","988"
"10.03.2018 09:00 - 10.03.2018 10:00","0","668"
"10.03.2018 10:00 - 10.03.2018 11:00","0","536"
"10.03.2018 11:00 - 10.03.2018 12:00","0","656"
"10.03.2018 12:00 - 10.03.2018 13:00","0","736"
"10.03.2018 13:00 - 10.03.2018 14:00","0","776"
"10.03.2018 14:00 - 10.03.2018 15:00","0","758"
"10.03.2018 15:00 - 10.03.2018 16:00","0","660"
"10.03.2018 16:00 - 10.03.2018 17:00","0","700"
"10.03.2018 17:00 - 10.03.2018 18:00","0","810"
"10.03.2018 18:00 - 10.03.2018 19:00","0","861"
"10.03.2018 19:00 - 10.03.2018 20:00","0","979"
"10.03.2018 20:00 - 10.03.2018 21:00","0","916"
"10.03.2018 21:00 - 10.03.2018 22:00","0","911"
"10.03.2018 22:00 - 10.03.2018 23:00","0","940"
"10.03.2018 23:00 - 11.03.2018 00:00","0","909"
"11.03.2018 00:00 - 11.03.2018 01:00","0","906"
"11.03.2018 01:00 - 11.03.2018 02:00","0","943"
"11.03.2018 02:00 - 11.03.2018 03:00","0","871"
"11.03.2018 03:00 - 11.03.2018 04:00","0","919"
"11.03.2018 04:00 - 11.03.2018 05:00","0","869"
"11.03.2018 05:00 - 11.03.2018 06:00","0","548"
"11.03.2018 06:00 - 11.03.2018 07:00","0","695"
"11.03.2018 07:00 - 11.03.2018 08:00","0","601"
"11.03.2018 08:00 - 11.03.2018 09:00","0","595"
"11.03.2018 09:00 - 11.03.2018 10:00","0","546"
"11.03.2018 10:00 - 11.03.2018 11:00","0","514"
"11.03.2018 11:00 - 11.03.2018 12:00","0","621"
"11.03.2018 12:00 - 11.03.2018 13:00","0","754"
"11.03.2018 13:00 - 11.03.2018 14:00","0","707"
"11.03.2018 14:00 - 11.03.2018 15:00","0","536"
"11.03.2018 15:00 - 11.03.2018 16:00","0","606"
"11.03.2018 16:00 - 11.03.2018 17:00","0","575"
"11.03.2018 17:00 - 11.03.2018 18:00","0","656"
"11.03.2018 18:00 - 11.03.2018 19:00","0","804"
"11.03.2018 19:00 - 11.03.2018 20:00","0","1039"
"11.03.2018 20:00 - 11.03.2018 21:00","0","1081"
"11.03.2018 21:00 - 11.03.2018 22:00","0","1085"
"11.03.2018 22:00 - 11.03.2018 23:00","0","1061"
"11.03.2018 23:00 - 12.03.2018 00:00","0","1059"
"12.03.2018 00:00 - 12.03.2018 01:00","0","1040"
"12.03.2018 01:00 - 12.03.2018 02:00","0","1028"
"12.03.2018 02:00 - 12.03.2018 03:00","0","934"
"12.03.2018 03:00 - 12.03.2018 04:00","0","942"
"12.03.2018 04:00 - 12.03.2018 05:00","0","959"
"12.03.2018 05:00 - 12.03.2018 06:00","0","971"
"12.03.2018 06:00 - 12.03.2018 07:00","0","696"
"12.03.2018 07:00 - 12.03.2018 08:00","0","756"
"12.03.2018 08:00 - 12.03.2018 09:00","0","825"
"12.03.2018 09:00 - 12.03.2018 10:00","0","1072"
"12.03.2018 10:00 - 12.03.2018 11:00","0","976"
"12.03.2018 11:00 - 12.03.2018 12:00","0","951"
"12.03.2018 12:00 - 12.03.2018 13:00","0","893"
"12.03.2018 13:00 - 12.03.2018 14:00","0","959"
"12.03.2018 14:00 - 12.03.2018 15:00","0","919"
"12.03.2018 15:00 - 12.03.2018 16:00","0","1079"
"12.03.2018 16:00 - 12.03.2018 17:00","0","892"
"12.03.2018 17:00 - 12.03.2018 18:00","0","675"
"12.03.2018 18:00 - 12.03.2018 19:00","0","677"
"12.03.2018 19:00 - 12.03.2018 20:00","0","621"
"12.03.2018 20:00 - 12.03.2018 21:00","0","681"
"12.03.2018 21:00 - 12.03.2018 22:00","0","1019"
"12.03.2018 22:00 - 12.03.2018 23:00","0","1066"
"12.03.2018 23:00 - 13.03.2018 00:00","0","1096"
"13.03.2018 00:00 - 13.03.2018 01:00","0","1046"
"13.03.2018 01:00 - 13.03.2018 02:00","0","1068"
"13.03.2018 02:00 - 13.03.2018 03:00","0","1028"
"13.03.2018 03:00 - 13.03.2018 04:00","0","1044"
"13.03.2018 04:00 - 13.03.2018 05:00","0","989"
"13.03.2018 05:00 - 13.03.2018 06:00","0","1078"
"13.03.2018 06:00 - 13.03.2018 07:00","0","885"
"13.03.2018 07:00 - 13.03.2018 08:00","0","1072"
"13.03.2018 08:00 - 13.03.2018 09:00","0","1039"
"13.03.2018 09:00 - 13.03.2018 10:00","0","888"
"13.03.2018 10:00 - 13.03.2018 11:00","0","757"
"13.03.2018 11:00 - 13.03.2018 12:00","0","894"
"13.03.2018 12:00 - 13.03.2018 13:00","0","880"
"13.03.2018 13:00 - 13.03.2018 14:00","0","876"
"13.03.2018 14:00 - 13.03.2018 15:00","0","891"
