"Time (CET)","Romania (RO) > Bulgaria (BG) [MW]","Bulgaria (BG) > Romania (RO) [MW]"
"25.03.2018 03:00 - 25.03.2018 04:00","0","213"
"25.03.2018 04:00 - 25.03.2018 05:00","0","288"
"25.03.2018 05:00 - 25.03.2018 06:00","0","387"
"25.03.2018 06:00 - 25.03.2018 07:00","0","342"
"25.03.2018 07:00 - 25.03.2018 08:00","0","307"
"25.03.2018 08:00 - 25.03.2018 09:00","0","323"
"25.03.2018 09:00 - 25.03.2018 10:00","0","368"
"25.03.2018 10:00 - 25.03.2018 11:00","0","318"
"25.03.2018 11:00 - 25.03.2018 12:00","0","324"
"25.03.2018 12:00 - 25.03.2018 13:00","0","226"
"25.03.2018 13:00 - 25.03.2018 14:00","0","143"
"25.03.2018 14:00 - 25.03.2018 15:00","0","202"
"25.03.2018 15:00 - 25.03.2018 16:00","0","149"
"25.03.2018 16:00 - 25.03.2018 17:00","0","145"
"25.03.2018 17:00 - 25.03.2018 18:00","0","236"
"25.03.2018 18:00 - 25.03.2018 19:00","0","331"
"25.03.2018 19:00 - 25.03.2018 20:00","0","247"
"25.03.2018 20:00 - 25.03.2018 21:00","0","42"
"25.03.2018 21:00 - 25.03.2018 22:00","56","0"
"25.03.2018 22:00 - 25.03.2018 23:00","147","0"
"25.03.2018 23:00 - 26.03.2018 00:00","158","0"
"26.03.2018 00:00 - 26.03.2018 01:00","0","30"
"26.03.2018 01:00 - 26.03.2018 02:00","0","21"
"26.03.2018 02:00 - 26.03.2018 03:00","0","81"
"26.03.2018 03:00 - 26.03.2018 04:00","0","70"
"26.03.2018 04:00 - 26.03.2018 05:00","0","70"
"26.03.2018 05:00 - 26.03.2018 06:00","0","75"
"26.03.2018 06:00 - 26.03.2018 07:00","0","160"
"26.03.2018 07:00 - 26.03.2018 08:00","0","47"
"26.03.2018 08:00 - 26.03.2018 09:00","0","42"
"26.03.2018 09:00 - 26.03.2018 10:00","16","0"
"26.03.2018 10:00 - 26.03.2018 11:00","0","17"
"26.03.2018 11:00 - 26.03.2018 12:00","0","4"
"26.03.2018 12:00 - 26.03.2018 13:00","0","72"
"26.03.2018 13:00 - 26.03.2018 14:00","0","84"
"26.03.2018 14:00 - 26.03.2018 15:00","0","180"
"26.03.2018 15:00 - 26.03.2018 16:00","0","208"
"26.03.2018 16:00 - 26.03.2018 17:00","0","393"
"26.03.2018 17:00 - 26.03.2018 18:00","0","426"
"26.03.2018 18:00 - 26.03.2018 19:00","0","464"
"26.03.2018 19:00 - 26.03.2018 20:00","0","550"
"26.03.2018 20:00 - 26.03.2018 21:00","0","546"
"26.03.2018 21:00 - 26.03.2018 22:00","0","396"
"26.03.2018 22:00 - 26.03.2018 23:00","0","307"
"26.03.2018 23:00 - 27.03.2018 00:00","0","231"
"27.03.2018 00:00 - 27.03.2018 01:00","0","233"
"27.03.2018 01:00 - 27.03.2018 02:00","0","214"
"27.03.2018 02:00 - 27.03.2018 03:00","0","259"
"27.03.2018 03:00 - 27.03.2018 04:00","0","237"
"27.03.2018 04:00 - 27.03.2018 05:00","0","252"
"27.03.2018 05:00 - 27.03.2018 06:00","0","334"
"27.03.2018 06:00 - 27.03.2018 07:00","0","535"
"27.03.2018 07:00 - 27.03.2018 08:00","0","568"
"27.03.2018 08:00 - 27.03.2018 09:00","0","520"
"27.03.2018 09:00 - 27.03.2018 10:00","0","503"
"27.03.2018 10:00 - 27.03.2018 11:00","0","484"
"27.03.2018 11:00 - 27.03.2018 12:00","0","492"
"27.03.2018 12:00 - 27.03.2018 13:00","0","471"
"27.03.2018 13:00 - 27.03.2018 14:00","0","515"
"27.03.2018 14:00 - 27.03.2018 15:00","0","540"
"27.03.2018 15:00 - 27.03.2018 16:00","0","538"
"27.03.2018 16:00 - 27.03.2018 17:00","0","515"
"27.03.2018 17:00 - 27.03.2018 18:00","0","373"
"27.03.2018 18:00 - 27.03.2018 19:00","0","425"
"27.03.2018 19:00 - 27.03.2018 20:00","0","475"
"27.03.2018 20:00 - 27.03.2018 21:00","0","412"
"27.03.2018 21:00 - 27.03.2018 22:00","0","301"
"27.03.2018 22:00 - 27.03.2018 23:00","0","192"
"27.03.2018 23:00 - 28.03.2018 00:00","0","70"
"28.03.2018 00:00 - 28.03.2018 01:00","0","31"
"28.03.2018 01:00 - 28.03.2018 02:00","0","41"
"28.03.2018 02:00 - 28.03.2018 03:00","0","88"
"28.03.2018 03:00 - 28.03.2018 04:00","0","141"
"28.03.2018 04:00 - 28.03.2018 05:00","0","205"
"28.03.2018 05:00 - 28.03.2018 06:00","0","158"
"28.03.2018 06:00 - 28.03.2018 07:00","0","322"
"28.03.2018 07:00 - 28.03.2018 08:00","0","328"
"28.03.2018 08:00 - 28.03.2018 09:00","0","300"
"28.03.2018 09:00 - 28.03.2018 10:00","0","273"
"28.03.2018 10:00 - 28.03.2018 11:00","0","296"
"28.03.2018 11:00 - 28.03.2018 12:00","0","315"
"28.03.2018 12:00 - 28.03.2018 13:00","0","344"
"28.03.2018 13:00 - 28.03.2018 14:00","0","179"
"28.03.2018 14:00 - 28.03.2018 15:00","0","245"
"28.03.2018 15:00 - 28.03.2018 16:00","0","364"
"28.03.2018 16:00 - 28.03.2018 17:00","0","340"
"28.03.2018 17:00 - 28.03.2018 18:00","0","340"
"28.03.2018 18:00 - 28.03.2018 19:00","0","384"
"28.03.2018 19:00 - 28.03.2018 20:00","0","491"
"28.03.2018 20:00 - 28.03.2018 21:00","0","380"
"28.03.2018 21:00 - 28.03.2018 22:00","0","199"
"28.03.2018 22:00 - 28.03.2018 23:00","0","118"
"28.03.2018 23:00 - 29.03.2018 00:00","42","0"
"29.03.2018 00:00 - 29.03.2018 01:00","74","0"
"29.03.2018 01:00 - 29.03.2018 02:00","150","0"
"29.03.2018 02:00 - 29.03.2018 03:00","97","0"
"29.03.2018 03:00 - 29.03.2018 04:00","0","36"
"29.03.2018 04:00 - 29.03.2018 05:00","0","74"
"29.03.2018 05:00 - 29.03.2018 06:00","0","306"
"29.03.2018 06:00 - 29.03.2018 07:00","0","373"
"29.03.2018 07:00 - 29.03.2018 08:00","0","420"
"29.03.2018 08:00 - 29.03.2018 09:00","0","394"
"29.03.2018 09:00 - 29.03.2018 10:00","0","407"
"29.03.2018 10:00 - 29.03.2018 11:00","0","456"
"29.03.2018 11:00 - 29.03.2018 12:00","0","470"
"29.03.2018 12:00 - 29.03.2018 13:00","0","432"
"29.03.2018 13:00 - 29.03.2018 14:00","0","409"
"29.03.2018 14:00 - 29.03.2018 15:00","0","386"
"29.03.2018 15:00 - 29.03.2018 16:00","0","421"
"29.03.2018 16:00 - 29.03.2018 17:00","0","451"
"29.03.2018 17:00 - 29.03.2018 18:00","0","485"
"29.03.2018 18:00 - 29.03.2018 19:00","0","485"
"29.03.2018 19:00 - 29.03.2018 20:00","0","453"
"29.03.2018 20:00 - 29.03.2018 21:00","0","257"
"29.03.2018 21:00 - 29.03.2018 22:00","0","152"
"29.03.2018 22:00 - 29.03.2018 23:00","40","0"
"29.03.2018 23:00 - 30.03.2018 00:00","186","0"
"30.03.2018 00:00 - 30.03.2018 01:00","186","0"
"30.03.2018 01:00 - 30.03.2018 02:00","169","0"
"30.03.2018 02:00 - 30.03.2018 03:00","141","0"
"30.03.2018 03:00 - 30.03.2018 04:00","179","0"
"30.03.2018 04:00 - 30.03.2018 05:00","177","0"
"30.03.2018 05:00 - 30.03.2018 06:00","96","0"
"30.03.2018 06:00 - 30.03.2018 07:00","31","0"
"30.03.2018 07:00 - 30.03.2018 08:00","64","0"
"30.03.2018 08:00 - 30.03.2018 09:00","49","0"
"30.03.2018 09:00 - 30.03.2018 10:00","17","0"
"30.03.2018 10:00 - 30.03.2018 11:00","49","0"
"30.03.2018 11:00 - 30.03.2018 12:00","91","0"
"30.03.2018 12:00 - 30.03.2018 13:00","207","0"
"30.03.2018 13:00 - 30.03.2018 14:00","160","0"
"30.03.2018 14:00 - 30.03.2018 15:00","182","0"
"30.03.2018 15:00 - 30.03.2018 16:00","170","0"
"30.03.2018 16:00 - 30.03.2018 17:00","137","0"
"30.03.2018 17:00 - 30.03.2018 18:00","255","0"
"30.03.2018 18:00 - 30.03.2018 19:00","169","0"
"30.03.2018 19:00 - 30.03.2018 20:00","104","0"
"30.03.2018 20:00 - 30.03.2018 21:00","221","0"
"30.03.2018 21:00 - 30.03.2018 22:00","408","0"
"30.03.2018 22:00 - 30.03.2018 23:00","452","0"
"30.03.2018 23:00 - 31.03.2018 00:00","448","0"
"31.03.2018 00:00 - 31.03.2018 01:00","405","0"
"31.03.2018 01:00 - 31.03.2018 02:00","383","0"
"31.03.2018 02:00 - 31.03.2018 03:00","293","0"
"31.03.2018 03:00 - 31.03.2018 04:00","323","0"
"31.03.2018 04:00 - 31.03.2018 05:00","338","0"
"31.03.2018 05:00 - 31.03.2018 06:00","304","0"
"31.03.2018 06:00 - 31.03.2018 07:00","362","0"
"31.03.2018 07:00 - 31.03.2018 08:00","413","0"
"31.03.2018 08:00 - 31.03.2018 09:00","449","0"
"31.03.2018 09:00 - 31.03.2018 10:00","407","0"
"31.03.2018 10:00 - 31.03.2018 11:00","353","0"
"31.03.2018 11:00 - 31.03.2018 12:00","380","0"
"31.03.2018 12:00 - 31.03.2018 13:00","271","0"
"31.03.2018 13:00 - 31.03.2018 14:00","344","0"
"31.03.2018 14:00 - 31.03.2018 15:00","349","0"
"31.03.2018 15:00 - 31.03.2018 16:00","290","0"
"31.03.2018 16:00 - 31.03.2018 17:00","312","0"
"31.03.2018 17:00 - 31.03.2018 18:00","302","0"
"31.03.2018 18:00 - 31.03.2018 19:00","347","0"
"31.03.2018 19:00 - 31.03.2018 20:00","268","0"
"31.03.2018 20:00 - 31.03.2018 21:00","297","0"
"31.03.2018 21:00 - 31.03.2018 22:00","413","0"
"31.03.2018 22:00 - 31.03.2018 23:00","416","0"
"31.03.2018 23:00 - 01.04.2018 00:00","474","0"
"01.04.2018 00:00 - 01.04.2018 01:00","600","0"
"01.04.2018 01:00 - 01.04.2018 02:00","432","0"
"01.04.2018 02:00 - 01.04.2018 03:00","349","0"
"01.04.2018 03:00 - 01.04.2018 04:00","323","0"
"01.04.2018 04:00 - 01.04.2018 05:00","288","0"
"01.04.2018 05:00 - 01.04.2018 06:00","322","0"
"01.04.2018 06:00 - 01.04.2018 07:00","359","0"
"01.04.2018 07:00 - 01.04.2018 08:00","416","0"
"01.04.2018 08:00 - 01.04.2018 09:00","490","0"
"01.04.2018 09:00 - 01.04.2018 10:00","530","0"
"01.04.2018 10:00 - 01.04.2018 11:00","560","0"
"01.04.2018 11:00 - 01.04.2018 12:00","545","0"
"01.04.2018 12:00 - 01.04.2018 13:00","524","0"
"01.04.2018 13:00 - 01.04.2018 14:00","584","0"
"01.04.2018 14:00 - 01.04.2018 15:00","607","0"
"01.04.2018 15:00 - 01.04.2018 16:00","598","0"
"01.04.2018 16:00 - 01.04.2018 17:00","588","0"
"01.04.2018 17:00 - 01.04.2018 18:00","508","0"
"01.04.2018 18:00 - 01.04.2018 19:00","552","0"
"01.04.2018 19:00 - 01.04.2018 20:00","378","0"
"01.04.2018 20:00 - 01.04.2018 21:00","379","0"
"01.04.2018 21:00 - 01.04.2018 22:00","441","0"
"01.04.2018 22:00 - 01.04.2018 23:00","498","0"
"01.04.2018 23:00 - 02.04.2018 00:00","528","0"
"02.04.2018 00:00 - 02.04.2018 01:00","631","0"
"02.04.2018 01:00 - 02.04.2018 02:00","536","0"
"02.04.2018 02:00 - 02.04.2018 03:00","481","0"
"02.04.2018 03:00 - 02.04.2018 04:00","485","0"
"02.04.2018 04:00 - 02.04.2018 05:00","496","0"
"02.04.2018 05:00 - 02.04.2018 06:00","446","0"
"02.04.2018 06:00 - 02.04.2018 07:00","333","0"
"02.04.2018 07:00 - 02.04.2018 08:00","194","0"
"02.04.2018 08:00 - 02.04.2018 09:00","80","0"
"02.04.2018 09:00 - 02.04.2018 10:00","108","0"
"02.04.2018 10:00 - 02.04.2018 11:00","259","0"
"02.04.2018 11:00 - 02.04.2018 12:00","259","0"
"02.04.2018 12:00 - 02.04.2018 13:00","316","0"
"02.04.2018 13:00 - 02.04.2018 14:00","371","0"
"02.04.2018 14:00 - 02.04.2018 15:00","360","0"
"02.04.2018 15:00 - 02.04.2018 16:00","342","0"
"02.04.2018 16:00 - 02.04.2018 17:00","288","0"
"02.04.2018 17:00 - 02.04.2018 18:00","260","0"
"02.04.2018 18:00 - 02.04.2018 19:00","107","0"
"02.04.2018 19:00 - 02.04.2018 20:00","0","66"
"02.04.2018 20:00 - 02.04.2018 21:00","0","113"
"02.04.2018 21:00 - 02.04.2018 22:00","72","0"
"02.04.2018 22:00 - 02.04.2018 23:00","327","0"
"02.04.2018 23:00 - 03.04.2018 00:00","551","0"
"03.04.2018 00:00 - 03.04.2018 01:00","582","0"
"03.04.2018 01:00 - 03.04.2018 02:00","430","0"
"03.04.2018 02:00 - 03.04.2018 03:00","280","0"
"03.04.2018 03:00 - 03.04.2018 04:00","152","0"
"03.04.2018 04:00 - 03.04.2018 05:00","83","0"
"03.04.2018 05:00 - 03.04.2018 06:00","0","141"
"03.04.2018 06:00 - 03.04.2018 07:00","0","500"
"03.04.2018 07:00 - 03.04.2018 08:00","0","356"
"03.04.2018 08:00 - 03.04.2018 09:00","0","278"
"03.04.2018 09:00 - 03.04.2018 10:00","0","296"
"03.04.2018 10:00 - 03.04.2018 11:00","0","215"
"03.04.2018 11:00 - 03.04.2018 12:00","0","22"
"03.04.2018 12:00 - 03.04.2018 13:00","21","0"
"03.04.2018 13:00 - 03.04.2018 14:00","71","0"
"03.04.2018 14:00 - 03.04.2018 15:00","98","0"
"03.04.2018 15:00 - 03.04.2018 16:00","42","0"
"03.04.2018 16:00 - 03.04.2018 17:00","35","0"
"03.04.2018 17:00 - 03.04.2018 18:00","21","0"
"03.04.2018 18:00 - 03.04.2018 19:00","79","0"
"03.04.2018 19:00 - 03.04.2018 20:00","0","15"
"03.04.2018 20:00 - 03.04.2018 21:00","60","0"
"03.04.2018 21:00 - 03.04.2018 22:00","280","0"
"03.04.2018 22:00 - 03.04.2018 23:00","329","0"
"03.04.2018 23:00 - 04.04.2018 00:00","392","0"
"04.04.2018 00:00 - 04.04.2018 01:00","282","0"
"04.04.2018 01:00 - 04.04.2018 02:00","219","0"
"04.04.2018 02:00 - 04.04.2018 03:00","202","0"
"04.04.2018 03:00 - 04.04.2018 04:00","142","0"
"04.04.2018 04:00 - 04.04.2018 05:00","34","0"
"04.04.2018 05:00 - 04.04.2018 06:00","0","46"
"04.04.2018 06:00 - 04.04.2018 07:00","0","210"
"04.04.2018 07:00 - 04.04.2018 08:00","0","179"
"04.04.2018 08:00 - 04.04.2018 09:00","0","248"
"04.04.2018 09:00 - 04.04.2018 10:00","0","246"
"04.04.2018 10:00 - 04.04.2018 11:00","0","169"
"04.04.2018 11:00 - 04.04.2018 12:00","0","143"
"04.04.2018 12:00 - 04.04.2018 13:00","0","149"
"04.04.2018 13:00 - 04.04.2018 14:00","0","65"
"04.04.2018 14:00 - 04.04.2018 15:00","0","9"
"04.04.2018 15:00 - 04.04.2018 16:00","0","0"
"04.04.2018 16:00 - 04.04.2018 17:00","0","39"
"04.04.2018 17:00 - 04.04.2018 18:00","0","36"
"04.04.2018 18:00 - 04.04.2018 19:00","0","18"
"04.04.2018 19:00 - 04.04.2018 20:00","15","0"
"04.04.2018 20:00 - 04.04.2018 21:00","130","0"
"04.04.2018 21:00 - 04.04.2018 22:00","171","0"
"04.04.2018 22:00 - 04.04.2018 23:00","250","0"
"04.04.2018 23:00 - 05.04.2018 00:00","340","0"
"05.04.2018 00:00 - 05.04.2018 01:00","408","0"
"05.04.2018 01:00 - 05.04.2018 02:00","402","0"
"05.04.2018 02:00 - 05.04.2018 03:00","366","0"
"05.04.2018 03:00 - 05.04.2018 04:00","362","0"
"05.04.2018 04:00 - 05.04.2018 05:00","344","0"
"05.04.2018 05:00 - 05.04.2018 06:00","263","0"
"05.04.2018 06:00 - 05.04.2018 07:00","191","0"
"05.04.2018 07:00 - 05.04.2018 08:00","145","0"
"05.04.2018 08:00 - 05.04.2018 09:00","168","0"
"05.04.2018 09:00 - 05.04.2018 10:00","181","0"
"05.04.2018 10:00 - 05.04.2018 11:00","244","0"
"05.04.2018 11:00 - 05.04.2018 12:00","256","0"
"05.04.2018 12:00 - 05.04.2018 13:00","265","0"
"05.04.2018 13:00 - 05.04.2018 14:00","188","0"
"05.04.2018 14:00 - 05.04.2018 15:00","165","0"
"05.04.2018 15:00 - 05.04.2018 16:00","192","0"
"05.04.2018 16:00 - 05.04.2018 17:00","220","0"
"05.04.2018 17:00 - 05.04.2018 18:00","147","0"
"05.04.2018 18:00 - 05.04.2018 19:00","109","0"
"05.04.2018 19:00 - 05.04.2018 20:00","4","0"
"05.04.2018 20:00 - 05.04.2018 21:00","95","0"
"05.04.2018 21:00 - 05.04.2018 22:00","181","0"
"05.04.2018 22:00 - 05.04.2018 23:00","354","0"
"05.04.2018 23:00 - 06.04.2018 00:00","396","0"
"06.04.2018 00:00 - 06.04.2018 01:00","262","0"
"06.04.2018 01:00 - 06.04.2018 02:00","182","0"
"06.04.2018 02:00 - 06.04.2018 03:00","126","0"
"06.04.2018 03:00 - 06.04.2018 04:00","55","0"
"06.04.2018 04:00 - 06.04.2018 05:00","12","0"
"06.04.2018 05:00 - 06.04.2018 06:00","0","75"
"06.04.2018 06:00 - 06.04.2018 07:00","0","223"
"06.04.2018 07:00 - 06.04.2018 08:00","0","250"
"06.04.2018 08:00 - 06.04.2018 09:00","0","283"
"06.04.2018 09:00 - 06.04.2018 10:00","0","301"
"06.04.2018 10:00 - 06.04.2018 11:00","0","288"
"06.04.2018 11:00 - 06.04.2018 12:00","0","342"
"06.04.2018 12:00 - 06.04.2018 13:00","0","243"
"06.04.2018 13:00 - 06.04.2018 14:00","0","95"
"06.04.2018 14:00 - 06.04.2018 15:00","11","0"
"06.04.2018 15:00 - 06.04.2018 16:00","66","0"
"06.04.2018 16:00 - 06.04.2018 17:00","45","0"
"06.04.2018 17:00 - 06.04.2018 18:00","0","113"
"06.04.2018 18:00 - 06.04.2018 19:00","0","218"
"06.04.2018 19:00 - 06.04.2018 20:00","0","301"
"06.04.2018 20:00 - 06.04.2018 21:00","0","317"
"06.04.2018 21:00 - 06.04.2018 22:00","0","165"
"06.04.2018 22:00 - 06.04.2018 23:00","40","0"
"06.04.2018 23:00 - 07.04.2018 00:00","0","8"
"07.04.2018 00:00 - 07.04.2018 01:00","137","0"
"07.04.2018 01:00 - 07.04.2018 02:00","166","0"
"07.04.2018 02:00 - 07.04.2018 03:00","241","0"
"07.04.2018 03:00 - 07.04.2018 04:00","147","0"
"07.04.2018 04:00 - 07.04.2018 05:00","146","0"
"07.04.2018 05:00 - 07.04.2018 06:00","172","0"
"07.04.2018 06:00 - 07.04.2018 07:00","370","0"
"07.04.2018 07:00 - 07.04.2018 08:00","550","0"
"07.04.2018 08:00 - 07.04.2018 09:00","636","0"
"07.04.2018 09:00 - 07.04.2018 10:00","695","0"
"07.04.2018 10:00 - 07.04.2018 11:00","692","0"
"07.04.2018 11:00 - 07.04.2018 12:00","639","0"
"07.04.2018 12:00 - 07.04.2018 13:00","642","0"
"07.04.2018 13:00 - 07.04.2018 14:00","615","0"
"07.04.2018 14:00 - 07.04.2018 15:00","602","0"
"07.04.2018 15:00 - 07.04.2018 16:00","611","0"
"07.04.2018 16:00 - 07.04.2018 17:00","603","0"
"07.04.2018 17:00 - 07.04.2018 18:00","549","0"
"07.04.2018 18:00 - 07.04.2018 19:00","280","0"
"07.04.2018 19:00 - 07.04.2018 20:00","132","0"
"07.04.2018 20:00 - 07.04.2018 21:00","176","0"
"07.04.2018 21:00 - 07.04.2018 22:00","355","0"
"07.04.2018 22:00 - 07.04.2018 23:00","439","0"
"07.04.2018 23:00 - 08.04.2018 00:00","619","0"
"08.04.2018 00:00 - 08.04.2018 01:00","589","0"
"08.04.2018 01:00 - 08.04.2018 02:00","527","0"
"08.04.2018 02:00 - 08.04.2018 03:00","504","0"
"08.04.2018 03:00 - 08.04.2018 04:00","493","0"
"08.04.2018 04:00 - 08.04.2018 05:00","471","0"
"08.04.2018 05:00 - 08.04.2018 06:00","476","0"
"08.04.2018 06:00 - 08.04.2018 07:00","529","0"
"08.04.2018 07:00 - 08.04.2018 08:00","538","0"
"08.04.2018 08:00 - 08.04.2018 09:00","529","0"
"08.04.2018 09:00 - 08.04.2018 10:00","559","0"
"08.04.2018 10:00 - 08.04.2018 11:00","574","0"
"08.04.2018 11:00 - 08.04.2018 12:00","519","0"
"08.04.2018 12:00 - 08.04.2018 13:00","455","0"
"08.04.2018 13:00 - 08.04.2018 14:00","430","0"
"08.04.2018 14:00 - 08.04.2018 15:00","465","0"
"08.04.2018 15:00 - 08.04.2018 16:00","491","0"
"08.04.2018 16:00 - 08.04.2018 17:00","537","0"
"08.04.2018 17:00 - 08.04.2018 18:00","505","0"
"08.04.2018 18:00 - 08.04.2018 19:00","326","0"
"08.04.2018 19:00 - 08.04.2018 20:00","242","0"
"08.04.2018 20:00 - 08.04.2018 21:00","263","0"
"08.04.2018 21:00 - 08.04.2018 22:00","327","0"
"08.04.2018 22:00 - 08.04.2018 23:00","381","0"
"08.04.2018 23:00 - 09.04.2018 00:00","420","0"
"09.04.2018 00:00 - 09.04.2018 01:00","321","0"
"09.04.2018 01:00 - 09.04.2018 02:00","362","0"
"09.04.2018 02:00 - 09.04.2018 03:00","350","0"
"09.04.2018 03:00 - 09.04.2018 04:00","306","0"
"09.04.2018 04:00 - 09.04.2018 05:00","330","0"
"09.04.2018 05:00 - 09.04.2018 06:00","346","0"
"09.04.2018 06:00 - 09.04.2018 07:00","273","0"
"09.04.2018 07:00 - 09.04.2018 08:00","219","0"
"09.04.2018 08:00 - 09.04.2018 09:00","181","0"
"09.04.2018 09:00 - 09.04.2018 10:00","152","0"
"09.04.2018 10:00 - 09.04.2018 11:00","195","0"
"09.04.2018 11:00 - 09.04.2018 12:00","168","0"
"09.04.2018 12:00 - 09.04.2018 13:00","181","0"
"09.04.2018 13:00 - 09.04.2018 14:00","142","0"
"09.04.2018 14:00 - 09.04.2018 15:00","114","0"
"09.04.2018 15:00 - 09.04.2018 16:00","144","0"
"09.04.2018 16:00 - 09.04.2018 17:00","166","0"
"09.04.2018 17:00 - 09.04.2018 18:00","87","0"
"09.04.2018 18:00 - 09.04.2018 19:00","0","92"
"09.04.2018 19:00 - 09.04.2018 20:00","0","132"
"09.04.2018 20:00 - 09.04.2018 21:00","0","123"
"09.04.2018 21:00 - 09.04.2018 22:00","0","127"
"09.04.2018 22:00 - 09.04.2018 23:00","0","21"
"09.04.2018 23:00 - 10.04.2018 00:00","0","8"
"10.04.2018 00:00 - 10.04.2018 01:00","26","0"
"10.04.2018 01:00 - 10.04.2018 02:00","29","0"
"10.04.2018 02:00 - 10.04.2018 03:00","29","0"
"10.04.2018 03:00 - 10.04.2018 04:00","70","0"
"10.04.2018 04:00 - 10.04.2018 05:00","12","0"
"10.04.2018 05:00 - 10.04.2018 06:00","0","168"
"10.04.2018 06:00 - 10.04.2018 07:00","0","342"
"10.04.2018 07:00 - 10.04.2018 08:00","0","220"
"10.04.2018 08:00 - 10.04.2018 09:00","0","154"
"10.04.2018 09:00 - 10.04.2018 10:00","0","141"
"10.04.2018 10:00 - 10.04.2018 11:00","0","64"
"10.04.2018 11:00 - 10.04.2018 12:00","0","75"
"10.04.2018 12:00 - 10.04.2018 13:00","24","0"
"10.04.2018 13:00 - 10.04.2018 14:00","37","0"
"10.04.2018 14:00 - 10.04.2018 15:00","2","0"
"10.04.2018 15:00 - 10.04.2018 16:00","22","0"
"10.04.2018 16:00 - 10.04.2018 17:00","17","0"
"10.04.2018 17:00 - 10.04.2018 18:00","0","54"
"10.04.2018 18:00 - 10.04.2018 19:00","0","172"
"10.04.2018 19:00 - 10.04.2018 20:00","0","180"
"10.04.2018 20:00 - 10.04.2018 21:00","0","121"
"10.04.2018 21:00 - 10.04.2018 22:00","0","65"
"10.04.2018 22:00 - 10.04.2018 23:00","0","26"
"10.04.2018 23:00 - 11.04.2018 00:00","182","0"
"11.04.2018 00:00 - 11.04.2018 01:00","277","0"
"11.04.2018 01:00 - 11.04.2018 02:00","260","0"
"11.04.2018 02:00 - 11.04.2018 03:00","194","0"
"11.04.2018 03:00 - 11.04.2018 04:00","159","0"
"11.04.2018 04:00 - 11.04.2018 05:00","108","0"
"11.04.2018 05:00 - 11.04.2018 06:00","0","16"
"11.04.2018 06:00 - 11.04.2018 07:00","0","308"
"11.04.2018 07:00 - 11.04.2018 08:00","0","388"
"11.04.2018 08:00 - 11.04.2018 09:00","0","314"
"11.04.2018 09:00 - 11.04.2018 10:00","0","257"
"11.04.2018 10:00 - 11.04.2018 11:00","0","155"
"11.04.2018 11:00 - 11.04.2018 12:00","0","171"
"11.04.2018 12:00 - 11.04.2018 13:00","0","189"
"11.04.2018 13:00 - 11.04.2018 14:00","0","44"
"11.04.2018 14:00 - 11.04.2018 15:00","16","0"
"11.04.2018 15:00 - 11.04.2018 16:00","0","28"
"11.04.2018 16:00 - 11.04.2018 17:00","0","35"
"11.04.2018 17:00 - 11.04.2018 18:00","0","150"
"11.04.2018 18:00 - 11.04.2018 19:00","0","194"
"11.04.2018 19:00 - 11.04.2018 20:00","0","143"
"11.04.2018 20:00 - 11.04.2018 21:00","0","136"
"11.04.2018 21:00 - 11.04.2018 22:00","0","93"
"11.04.2018 22:00 - 11.04.2018 23:00","40","0"
"11.04.2018 23:00 - 12.04.2018 00:00","197","0"
"12.04.2018 00:00 - 12.04.2018 01:00","233","0"
"12.04.2018 01:00 - 12.04.2018 02:00","253","0"
"12.04.2018 02:00 - 12.04.2018 03:00","190","0"
"12.04.2018 03:00 - 12.04.2018 04:00","176","0"
"12.04.2018 04:00 - 12.04.2018 05:00","159","0"
"12.04.2018 05:00 - 12.04.2018 06:00","0","5"
"12.04.2018 06:00 - 12.04.2018 07:00","0","271"
"12.04.2018 07:00 - 12.04.2018 08:00","0","140"
"12.04.2018 08:00 - 12.04.2018 09:00","0","103"
"12.04.2018 09:00 - 12.04.2018 10:00","0","47"
"12.04.2018 10:00 - 12.04.2018 11:00","0","17"
"12.04.2018 11:00 - 12.04.2018 12:00","5","0"
"12.04.2018 12:00 - 12.04.2018 13:00","49","0"
"12.04.2018 13:00 - 12.04.2018 14:00","31","0"
"12.04.2018 14:00 - 12.04.2018 15:00","70","0"
"12.04.2018 15:00 - 12.04.2018 16:00","71","0"
"12.04.2018 16:00 - 12.04.2018 17:00","0","32"
"12.04.2018 17:00 - 12.04.2018 18:00","0","73"
"12.04.2018 18:00 - 12.04.2018 19:00","0","80"
"12.04.2018 19:00 - 12.04.2018 20:00","0","217"
"12.04.2018 20:00 - 12.04.2018 21:00","0","161"
"12.04.2018 21:00 - 12.04.2018 22:00","0","131"
"12.04.2018 22:00 - 12.04.2018 23:00","113","0"
"12.04.2018 23:00 - 13.04.2018 00:00","343","0"
"13.04.2018 00:00 - 13.04.2018 01:00","300","0"
"13.04.2018 01:00 - 13.04.2018 02:00","247","0"
"13.04.2018 02:00 - 13.04.2018 03:00","162","0"
"13.04.2018 03:00 - 13.04.2018 04:00","102","0"
"13.04.2018 04:00 - 13.04.2018 05:00","82","0"
"13.04.2018 05:00 - 13.04.2018 06:00","0","36"
"13.04.2018 06:00 - 13.04.2018 07:00","0","146"
"13.04.2018 07:00 - 13.04.2018 08:00","0","82"
"13.04.2018 08:00 - 13.04.2018 09:00","0","58"
"13.04.2018 09:00 - 13.04.2018 10:00","61","0"
"13.04.2018 10:00 - 13.04.2018 11:00","0","38"
