"Time (CET)","Turkey (TR) > Bulgaria (BG) [MW]","Bulgaria (BG) > Turkey (TR) [MW]"
"20.01.2018 06:00 - 20.01.2018 07:00","0","282"
"20.01.2018 07:00 - 20.01.2018 08:00","0","242"
"20.01.2018 08:00 - 20.01.2018 09:00","0","121"
"20.01.2018 09:00 - 20.01.2018 10:00","0","178"
"20.01.2018 10:00 - 20.01.2018 11:00","0","182"
"20.01.2018 11:00 - 20.01.2018 12:00","0","160"
"20.01.2018 12:00 - 20.01.2018 13:00","0","180"
"20.01.2018 13:00 - 20.01.2018 14:00","0","169"
"20.01.2018 14:00 - 20.01.2018 15:00","0","164"
"20.01.2018 15:00 - 20.01.2018 16:00","0","100"
"20.01.2018 16:00 - 20.01.2018 17:00","0","131"
"20.01.2018 17:00 - 20.01.2018 18:00","5","0"
"20.01.2018 18:00 - 20.01.2018 19:00","11","0"
"20.01.2018 19:00 - 20.01.2018 20:00","0","49"
"20.01.2018 20:00 - 20.01.2018 21:00","0","101"
"20.01.2018 21:00 - 20.01.2018 22:00","0","226"
"20.01.2018 22:00 - 20.01.2018 23:00","0","305"
"20.01.2018 23:00 - 21.01.2018 00:00","0","349"
"21.01.2018 00:00 - 21.01.2018 01:00","0","399"
"21.01.2018 01:00 - 21.01.2018 02:00","0","422"
"21.01.2018 02:00 - 21.01.2018 03:00","0","373"
"21.01.2018 03:00 - 21.01.2018 04:00","0","425"
"21.01.2018 04:00 - 21.01.2018 05:00","0","410"
"21.01.2018 05:00 - 21.01.2018 06:00","0","350"
"21.01.2018 06:00 - 21.01.2018 07:00","0","292"
"21.01.2018 07:00 - 21.01.2018 08:00","0","378"
"21.01.2018 08:00 - 21.01.2018 09:00","0","331"
"21.01.2018 09:00 - 21.01.2018 10:00","0","266"
"21.01.2018 10:00 - 21.01.2018 11:00","0","316"
"21.01.2018 11:00 - 21.01.2018 12:00","0","241"
"21.01.2018 12:00 - 21.01.2018 13:00","0","245"
"21.01.2018 13:00 - 21.01.2018 14:00","0","303"
"21.01.2018 14:00 - 21.01.2018 15:00","0","378"
"21.01.2018 15:00 - 21.01.2018 16:00","0","345"
"21.01.2018 16:00 - 21.01.2018 17:00","0","338"
"21.01.2018 17:00 - 21.01.2018 18:00","0","319"
"21.01.2018 18:00 - 21.01.2018 19:00","0","352"
"21.01.2018 19:00 - 21.01.2018 20:00","0","391"
"21.01.2018 20:00 - 21.01.2018 21:00","0","427"
"21.01.2018 21:00 - 21.01.2018 22:00","0","494"
"21.01.2018 22:00 - 21.01.2018 23:00","0","462"
"21.01.2018 23:00 - 22.01.2018 00:00","0","509"
"22.01.2018 00:00 - 22.01.2018 01:00","0","478"
"22.01.2018 01:00 - 22.01.2018 02:00","0","494"
"22.01.2018 02:00 - 22.01.2018 03:00","0","477"
"22.01.2018 03:00 - 22.01.2018 04:00","0","534"
"22.01.2018 04:00 - 22.01.2018 05:00","0","494"
"22.01.2018 05:00 - 22.01.2018 06:00","0","416"
"22.01.2018 06:00 - 22.01.2018 07:00","0","402"
"22.01.2018 07:00 - 22.01.2018 08:00","0","200"
"22.01.2018 08:00 - 22.01.2018 09:00","0","184"
"22.01.2018 09:00 - 22.01.2018 10:00","0","211"
"22.01.2018 10:00 - 22.01.2018 11:00","0","236"
"22.01.2018 11:00 - 22.01.2018 12:00","0","287"
"22.01.2018 12:00 - 22.01.2018 13:00","0","223"
"22.01.2018 13:00 - 22.01.2018 14:00","0","206"
"22.01.2018 14:00 - 22.01.2018 15:00","0","234"
"22.01.2018 15:00 - 22.01.2018 16:00","0","218"
"22.01.2018 16:00 - 22.01.2018 17:00","0","208"
"22.01.2018 17:00 - 22.01.2018 18:00","0","80"
"22.01.2018 18:00 - 22.01.2018 19:00","0","126"
"22.01.2018 19:00 - 22.01.2018 20:00","0","119"
"22.01.2018 20:00 - 22.01.2018 21:00","0","279"
"22.01.2018 21:00 - 22.01.2018 22:00","0","351"
"22.01.2018 22:00 - 22.01.2018 23:00","0","401"
"22.01.2018 23:00 - 23.01.2018 00:00","0","544"
"23.01.2018 00:00 - 23.01.2018 01:00","0","470"
"23.01.2018 01:00 - 23.01.2018 02:00","0","480"
"23.01.2018 02:00 - 23.01.2018 03:00","0","499"
"23.01.2018 03:00 - 23.01.2018 04:00","0","510"
"23.01.2018 04:00 - 23.01.2018 05:00","0","466"
"23.01.2018 05:00 - 23.01.2018 06:00","0","369"
"23.01.2018 06:00 - 23.01.2018 07:00","0","284"
"23.01.2018 07:00 - 23.01.2018 08:00","0","81"
"23.01.2018 08:00 - 23.01.2018 09:00","16","0"
"23.01.2018 09:00 - 23.01.2018 10:00","0","9"
"23.01.2018 10:00 - 23.01.2018 11:00","0","64"
"23.01.2018 11:00 - 23.01.2018 12:00","0","108"
"23.01.2018 12:00 - 23.01.2018 13:00","0","165"
"23.01.2018 13:00 - 23.01.2018 14:00","0","185"
"23.01.2018 14:00 - 23.01.2018 15:00","0","174"
"23.01.2018 15:00 - 23.01.2018 16:00","0","159"
"23.01.2018 16:00 - 23.01.2018 17:00","0","150"
"23.01.2018 17:00 - 23.01.2018 18:00","0","121"
"23.01.2018 18:00 - 23.01.2018 19:00","0","114"
"23.01.2018 19:00 - 23.01.2018 20:00","0","217"
"23.01.2018 20:00 - 23.01.2018 21:00","0","390"
"23.01.2018 21:00 - 23.01.2018 22:00","0","472"
"23.01.2018 22:00 - 23.01.2018 23:00","0","540"
"23.01.2018 23:00 - 24.01.2018 00:00","0","541"
"24.01.2018 00:00 - 24.01.2018 01:00","0","432"
"24.01.2018 01:00 - 24.01.2018 02:00","0","455"
"24.01.2018 02:00 - 24.01.2018 03:00","0","467"
"24.01.2018 03:00 - 24.01.2018 04:00","0","501"
"24.01.2018 04:00 - 24.01.2018 05:00","0","455"
"24.01.2018 05:00 - 24.01.2018 06:00","0","327"
"24.01.2018 06:00 - 24.01.2018 07:00","0","310"
"24.01.2018 07:00 - 24.01.2018 08:00","0","142"
"24.01.2018 08:00 - 24.01.2018 09:00","8","0"
"24.01.2018 09:00 - 24.01.2018 10:00","50","0"
"24.01.2018 10:00 - 24.01.2018 11:00","32","0"
"24.01.2018 11:00 - 24.01.2018 12:00","1","0"
"24.01.2018 12:00 - 24.01.2018 13:00","0","50"
"24.01.2018 13:00 - 24.01.2018 14:00","0","26"
"24.01.2018 14:00 - 24.01.2018 15:00","47","0"
"24.01.2018 15:00 - 24.01.2018 16:00","48","0"
"24.01.2018 16:00 - 24.01.2018 17:00","47","0"
"24.01.2018 17:00 - 24.01.2018 18:00","48","0"
"24.01.2018 18:00 - 24.01.2018 19:00","22","0"
"24.01.2018 19:00 - 24.01.2018 20:00","25","0"
"24.01.2018 20:00 - 24.01.2018 21:00","0","91"
"24.01.2018 21:00 - 24.01.2018 22:00","0","106"
"24.01.2018 22:00 - 24.01.2018 23:00","0","281"
"24.01.2018 23:00 - 25.01.2018 00:00","0","442"
"25.01.2018 00:00 - 25.01.2018 01:00","0","315"
"25.01.2018 01:00 - 25.01.2018 02:00","0","386"
"25.01.2018 02:00 - 25.01.2018 03:00","0","397"
"25.01.2018 03:00 - 25.01.2018 04:00","0","390"
"25.01.2018 04:00 - 25.01.2018 05:00","0","320"
"25.01.2018 05:00 - 25.01.2018 06:00","0","134"
"25.01.2018 06:00 - 25.01.2018 07:00","0","187"
"25.01.2018 07:00 - 25.01.2018 08:00","165","0"
"25.01.2018 08:00 - 25.01.2018 09:00","190","0"
"25.01.2018 09:00 - 25.01.2018 10:00","186","0"
"25.01.2018 10:00 - 25.01.2018 11:00","121","0"
"25.01.2018 11:00 - 25.01.2018 12:00","130","0"
"25.01.2018 12:00 - 25.01.2018 13:00","103","0"
"25.01.2018 13:00 - 25.01.2018 14:00","118","0"
"25.01.2018 14:00 - 25.01.2018 15:00","112","0"
"25.01.2018 15:00 - 25.01.2018 16:00","104","0"
"25.01.2018 16:00 - 25.01.2018 17:00","79","0"
"25.01.2018 17:00 - 25.01.2018 18:00","85","0"
"25.01.2018 18:00 - 25.01.2018 19:00","55","0"
"25.01.2018 19:00 - 25.01.2018 20:00","10","0"
"25.01.2018 20:00 - 25.01.2018 21:00","0","32"
"25.01.2018 21:00 - 25.01.2018 22:00","0","63"
"25.01.2018 22:00 - 25.01.2018 23:00","0","172"
"25.01.2018 23:00 - 26.01.2018 00:00","0","245"
"26.01.2018 00:00 - 26.01.2018 01:00","0","163"
"26.01.2018 01:00 - 26.01.2018 02:00","0","168"
"26.01.2018 02:00 - 26.01.2018 03:00","0","159"
"26.01.2018 03:00 - 26.01.2018 04:00","0","133"
"26.01.2018 04:00 - 26.01.2018 05:00","0","128"
"26.01.2018 05:00 - 26.01.2018 06:00","0","51"
"26.01.2018 06:00 - 26.01.2018 07:00","76","0"
"26.01.2018 07:00 - 26.01.2018 08:00","75","0"
"26.01.2018 08:00 - 26.01.2018 09:00","126","0"
"26.01.2018 09:00 - 26.01.2018 10:00","152","0"
"26.01.2018 10:00 - 26.01.2018 11:00","81","0"
"26.01.2018 11:00 - 26.01.2018 12:00","47","0"
"26.01.2018 12:00 - 26.01.2018 13:00","41","0"
"26.01.2018 13:00 - 26.01.2018 14:00","74","0"
"26.01.2018 14:00 - 26.01.2018 15:00","79","0"
"26.01.2018 15:00 - 26.01.2018 16:00","50","0"
"26.01.2018 16:00 - 26.01.2018 17:00","38","0"
"26.01.2018 17:00 - 26.01.2018 18:00","65","0"
"26.01.2018 18:00 - 26.01.2018 19:00","48","0"
"26.01.2018 19:00 - 26.01.2018 20:00","0","8"
"26.01.2018 20:00 - 26.01.2018 21:00","0","43"
"26.01.2018 21:00 - 26.01.2018 22:00","0","83"
"26.01.2018 22:00 - 26.01.2018 23:00","0","265"
"26.01.2018 23:00 - 27.01.2018 00:00","0","264"
"27.01.2018 00:00 - 27.01.2018 01:00","0","209"
"27.01.2018 01:00 - 27.01.2018 02:00","0","220"
"27.01.2018 02:00 - 27.01.2018 03:00","0","204"
"27.01.2018 03:00 - 27.01.2018 04:00","0","205"
"27.01.2018 04:00 - 27.01.2018 05:00","0","199"
"27.01.2018 05:00 - 27.01.2018 06:00","0","48"
"27.01.2018 06:00 - 27.01.2018 07:00","0","237"
"27.01.2018 07:00 - 27.01.2018 08:00","0","161"
"27.01.2018 08:00 - 27.01.2018 09:00","0","154"
"27.01.2018 09:00 - 27.01.2018 10:00","0","115"
"27.01.2018 10:00 - 27.01.2018 11:00","0","167"
"27.01.2018 11:00 - 27.01.2018 12:00","0","163"
"27.01.2018 12:00 - 27.01.2018 13:00","0","137"
"27.01.2018 13:00 - 27.01.2018 14:00","0","135"
"27.01.2018 14:00 - 27.01.2018 15:00","0","149"
"27.01.2018 15:00 - 27.01.2018 16:00","0","165"
"27.01.2018 16:00 - 27.01.2018 17:00","0","89"
"27.01.2018 17:00 - 27.01.2018 18:00","0","53"
"27.01.2018 18:00 - 27.01.2018 19:00","0","77"
"27.01.2018 19:00 - 27.01.2018 20:00","0","94"
"27.01.2018 20:00 - 27.01.2018 21:00","0","113"
"27.01.2018 21:00 - 27.01.2018 22:00","0","99"
"27.01.2018 22:00 - 27.01.2018 23:00","0","183"
"27.01.2018 23:00 - 28.01.2018 00:00","0","314"
"28.01.2018 00:00 - 28.01.2018 01:00","0","282"
"28.01.2018 01:00 - 28.01.2018 02:00","0","299"
"28.01.2018 02:00 - 28.01.2018 03:00","0","261"
"28.01.2018 03:00 - 28.01.2018 04:00","0","262"
"28.01.2018 04:00 - 28.01.2018 05:00","0","285"
"28.01.2018 05:00 - 28.01.2018 06:00","0","257"
"28.01.2018 06:00 - 28.01.2018 07:00","0","254"
"28.01.2018 07:00 - 28.01.2018 08:00","0","293"
"28.01.2018 08:00 - 28.01.2018 09:00","0","326"
"28.01.2018 09:00 - 28.01.2018 10:00","0","328"
"28.01.2018 10:00 - 28.01.2018 11:00","0","418"
"28.01.2018 11:00 - 28.01.2018 12:00","0","322"
"28.01.2018 12:00 - 28.01.2018 13:00","0","270"
"28.01.2018 13:00 - 28.01.2018 14:00","0","304"
"28.01.2018 14:00 - 28.01.2018 15:00","0","301"
"28.01.2018 15:00 - 28.01.2018 16:00","0","319"
"28.01.2018 16:00 - 28.01.2018 17:00","0","332"
"28.01.2018 17:00 - 28.01.2018 18:00","0","127"
"28.01.2018 18:00 - 28.01.2018 19:00","0","129"
"28.01.2018 19:00 - 28.01.2018 20:00","0","143"
"28.01.2018 20:00 - 28.01.2018 21:00","0","332"
"28.01.2018 21:00 - 28.01.2018 22:00","0","451"
"28.01.2018 22:00 - 28.01.2018 23:00","0","588"
"28.01.2018 23:00 - 29.01.2018 00:00","0","576"
"29.01.2018 00:00 - 29.01.2018 01:00","0","473"
"29.01.2018 01:00 - 29.01.2018 02:00","0","457"
"29.01.2018 02:00 - 29.01.2018 03:00","0","424"
"29.01.2018 03:00 - 29.01.2018 04:00","0","405"
"29.01.2018 04:00 - 29.01.2018 05:00","0","360"
"29.01.2018 05:00 - 29.01.2018 06:00","0","261"
"29.01.2018 06:00 - 29.01.2018 07:00","0","171"
"29.01.2018 07:00 - 29.01.2018 08:00","78","0"
"29.01.2018 08:00 - 29.01.2018 09:00","72","0"
"29.01.2018 09:00 - 29.01.2018 10:00","109","0"
"29.01.2018 10:00 - 29.01.2018 11:00","33","0"
"29.01.2018 11:00 - 29.01.2018 12:00","0","17"
"29.01.2018 12:00 - 29.01.2018 13:00","0","28"
"29.01.2018 13:00 - 29.01.2018 14:00","0","40"
"29.01.2018 14:00 - 29.01.2018 15:00","0","44"
"29.01.2018 15:00 - 29.01.2018 16:00","0","56"
"29.01.2018 16:00 - 29.01.2018 17:00","0","43"
"29.01.2018 17:00 - 29.01.2018 18:00","23","0"
"29.01.2018 18:00 - 29.01.2018 19:00","3","0"
"29.01.2018 19:00 - 29.01.2018 20:00","0","16"
"29.01.2018 20:00 - 29.01.2018 21:00","0","193"
"29.01.2018 21:00 - 29.01.2018 22:00","0","298"
"29.01.2018 22:00 - 29.01.2018 23:00","0","459"
"29.01.2018 23:00 - 30.01.2018 00:00","0","406"
"30.01.2018 00:00 - 30.01.2018 01:00","0","471"
"30.01.2018 01:00 - 30.01.2018 02:00","0","444"
"30.01.2018 02:00 - 30.01.2018 03:00","0","427"
"30.01.2018 03:00 - 30.01.2018 04:00","0","416"
"30.01.2018 04:00 - 30.01.2018 05:00","0","433"
"30.01.2018 05:00 - 30.01.2018 06:00","0","350"
"30.01.2018 06:00 - 30.01.2018 07:00","0","192"
"30.01.2018 07:00 - 30.01.2018 08:00","0","22"
"30.01.2018 08:00 - 30.01.2018 09:00","0","0"
"30.01.2018 09:00 - 30.01.2018 10:00","0","64"
"30.01.2018 10:00 - 30.01.2018 11:00","0","177"
"30.01.2018 11:00 - 30.01.2018 12:00","0","192"
"30.01.2018 12:00 - 30.01.2018 13:00","0","182"
"30.01.2018 13:00 - 30.01.2018 14:00","0","165"
"30.01.2018 14:00 - 30.01.2018 15:00","0","173"
"30.01.2018 15:00 - 30.01.2018 16:00","0","138"
"30.01.2018 16:00 - 30.01.2018 17:00","0","66"
"30.01.2018 17:00 - 30.01.2018 18:00","27","0"
"30.01.2018 18:00 - 30.01.2018 19:00","5","0"
"30.01.2018 19:00 - 30.01.2018 20:00","0","12"
"30.01.2018 20:00 - 30.01.2018 21:00","0","26"
"30.01.2018 21:00 - 30.01.2018 22:00","0","80"
"30.01.2018 22:00 - 30.01.2018 23:00","0","218"
"30.01.2018 23:00 - 31.01.2018 00:00","0","365"
"31.01.2018 00:00 - 31.01.2018 01:00","0","312"
"31.01.2018 01:00 - 31.01.2018 02:00","0","373"
"31.01.2018 02:00 - 31.01.2018 03:00","0","349"
"31.01.2018 03:00 - 31.01.2018 04:00","0","362"
"31.01.2018 04:00 - 31.01.2018 05:00","0","344"
"31.01.2018 05:00 - 31.01.2018 06:00","0","270"
"31.01.2018 06:00 - 31.01.2018 07:00","0","111"
"31.01.2018 07:00 - 31.01.2018 08:00","85","0"
"31.01.2018 08:00 - 31.01.2018 09:00","130","0"
"31.01.2018 09:00 - 31.01.2018 10:00","137","0"
"31.01.2018 10:00 - 31.01.2018 11:00","79","0"
"31.01.2018 11:00 - 31.01.2018 12:00","26","0"
"31.01.2018 12:00 - 31.01.2018 13:00","41","0"
"31.01.2018 13:00 - 31.01.2018 14:00","29","0"
"31.01.2018 14:00 - 31.01.2018 15:00","46","0"
"31.01.2018 15:00 - 31.01.2018 16:00","87","0"
"31.01.2018 16:00 - 31.01.2018 17:00","50","0"
"31.01.2018 17:00 - 31.01.2018 18:00","71","0"
"31.01.2018 18:00 - 31.01.2018 19:00","39","0"
"31.01.2018 19:00 - 31.01.2018 20:00","2","0"
"31.01.2018 20:00 - 31.01.2018 21:00","0","85"
"31.01.2018 21:00 - 31.01.2018 22:00","0","141"
"31.01.2018 22:00 - 31.01.2018 23:00","0","330"
"31.01.2018 23:00 - 01.02.2018 00:00","0","446"
"01.02.2018 00:00 - 01.02.2018 01:00","0","516"
"01.02.2018 01:00 - 01.02.2018 02:00","0","494"
"01.02.2018 02:00 - 01.02.2018 03:00","0","474"
"01.02.2018 03:00 - 01.02.2018 04:00","0","466"
"01.02.2018 04:00 - 01.02.2018 05:00","0","464"
"01.02.2018 05:00 - 01.02.2018 06:00","0","418"
"01.02.2018 06:00 - 01.02.2018 07:00","0","444"
"01.02.2018 07:00 - 01.02.2018 08:00","0","255"
"01.02.2018 08:00 - 01.02.2018 09:00","0","231"
"01.02.2018 09:00 - 01.02.2018 10:00","0","185"
"01.02.2018 10:00 - 01.02.2018 11:00","0","132"
"01.02.2018 11:00 - 01.02.2018 12:00","0","177"
"01.02.2018 12:00 - 01.02.2018 13:00","0","142"
"01.02.2018 13:00 - 01.02.2018 14:00","0","131"
"01.02.2018 14:00 - 01.02.2018 15:00","0","140"
"01.02.2018 15:00 - 01.02.2018 16:00","0","139"
"01.02.2018 16:00 - 01.02.2018 17:00","0","174"
"01.02.2018 17:00 - 01.02.2018 18:00","0","206"
"01.02.2018 18:00 - 01.02.2018 19:00","0","257"
"01.02.2018 19:00 - 01.02.2018 20:00","0","280"
"01.02.2018 20:00 - 01.02.2018 21:00","0","249"
"01.02.2018 21:00 - 01.02.2018 22:00","0","292"
"01.02.2018 22:00 - 01.02.2018 23:00","0","522"
"01.02.2018 23:00 - 02.02.2018 00:00","0","522"
"02.02.2018 00:00 - 02.02.2018 01:00","0","310"
"02.02.2018 01:00 - 02.02.2018 02:00","0","335"
"02.02.2018 02:00 - 02.02.2018 03:00","0","282"
"02.02.2018 03:00 - 02.02.2018 04:00","0","353"
"02.02.2018 04:00 - 02.02.2018 05:00","0","364"
"02.02.2018 05:00 - 02.02.2018 06:00","0","295"
"02.02.2018 06:00 - 02.02.2018 07:00","0","201"
"02.02.2018 07:00 - 02.02.2018 08:00","0","118"
"02.02.2018 08:00 - 02.02.2018 09:00","0","108"
"02.02.2018 09:00 - 02.02.2018 10:00","0","141"
"02.02.2018 10:00 - 02.02.2018 11:00","0","156"
"02.02.2018 11:00 - 02.02.2018 12:00","0","142"
"02.02.2018 12:00 - 02.02.2018 13:00","0","136"
"02.02.2018 13:00 - 02.02.2018 14:00","0","126"
"02.02.2018 14:00 - 02.02.2018 15:00","0","164"
"02.02.2018 15:00 - 02.02.2018 16:00","0","153"
"02.02.2018 16:00 - 02.02.2018 17:00","0","149"
"02.02.2018 17:00 - 02.02.2018 18:00","0","168"
"02.02.2018 18:00 - 02.02.2018 19:00","0","183"
"02.02.2018 19:00 - 02.02.2018 20:00","0","289"
"02.02.2018 20:00 - 02.02.2018 21:00","0","299"
"02.02.2018 21:00 - 02.02.2018 22:00","0","317"
"02.02.2018 22:00 - 02.02.2018 23:00","0","383"
"02.02.2018 23:00 - 03.02.2018 00:00","0","387"
"03.02.2018 00:00 - 03.02.2018 01:00","0","262"
"03.02.2018 01:00 - 03.02.2018 02:00","0","245"
"03.02.2018 02:00 - 03.02.2018 03:00","0","254"
"03.02.2018 03:00 - 03.02.2018 04:00","0","254"
"03.02.2018 04:00 - 03.02.2018 05:00","0","277"
"03.02.2018 05:00 - 03.02.2018 06:00","0","242"
"03.02.2018 06:00 - 03.02.2018 07:00","0","273"
"03.02.2018 07:00 - 03.02.2018 08:00","0","313"
"03.02.2018 08:00 - 03.02.2018 09:00","0","264"
"03.02.2018 09:00 - 03.02.2018 10:00","0","246"
"03.02.2018 10:00 - 03.02.2018 11:00","0","242"
"03.02.2018 11:00 - 03.02.2018 12:00","0","273"
"03.02.2018 12:00 - 03.02.2018 13:00","0","292"
"03.02.2018 13:00 - 03.02.2018 14:00","0","327"
"03.02.2018 14:00 - 03.02.2018 15:00","0","330"
"03.02.2018 15:00 - 03.02.2018 16:00","0","306"
"03.02.2018 16:00 - 03.02.2018 17:00","0","245"
"03.02.2018 17:00 - 03.02.2018 18:00","0","272"
"03.02.2018 18:00 - 03.02.2018 19:00","0","315"
"03.02.2018 19:00 - 03.02.2018 20:00","0","321"
"03.02.2018 20:00 - 03.02.2018 21:00","0","366"
"03.02.2018 21:00 - 03.02.2018 22:00","0","360"
"03.02.2018 22:00 - 03.02.2018 23:00","0","493"
"03.02.2018 23:00 - 04.02.2018 00:00","0","566"
"04.02.2018 00:00 - 04.02.2018 01:00","0","362"
"04.02.2018 01:00 - 04.02.2018 02:00","0","370"
"04.02.2018 02:00 - 04.02.2018 03:00","0","346"
"04.02.2018 03:00 - 04.02.2018 04:00","0","360"
"04.02.2018 04:00 - 04.02.2018 05:00","0","354"
"04.02.2018 05:00 - 04.02.2018 06:00","0","320"
"04.02.2018 06:00 - 04.02.2018 07:00","0","413"
"04.02.2018 07:00 - 04.02.2018 08:00","0","417"
"04.02.2018 08:00 - 04.02.2018 09:00","0","479"
"04.02.2018 09:00 - 04.02.2018 10:00","0","496"
"04.02.2018 10:00 - 04.02.2018 11:00","0","468"
"04.02.2018 11:00 - 04.02.2018 12:00","0","422"
"04.02.2018 12:00 - 04.02.2018 13:00","0","378"
"04.02.2018 13:00 - 04.02.2018 14:00","0","375"
"04.02.2018 14:00 - 04.02.2018 15:00","0","406"
"04.02.2018 15:00 - 04.02.2018 16:00","0","462"
"04.02.2018 16:00 - 04.02.2018 17:00","0","519"
"04.02.2018 17:00 - 04.02.2018 18:00","0","318"
"04.02.2018 18:00 - 04.02.2018 19:00","0","318"
"04.02.2018 19:00 - 04.02.2018 20:00","0","310"
"04.02.2018 20:00 - 04.02.2018 21:00","0","389"
"04.02.2018 21:00 - 04.02.2018 22:00","0","282"
"04.02.2018 22:00 - 04.02.2018 23:00","0","416"
"04.02.2018 23:00 - 05.02.2018 00:00","0","462"
"05.02.2018 00:00 - 05.02.2018 01:00","0","232"
"05.02.2018 01:00 - 05.02.2018 02:00","0","204"
"05.02.2018 02:00 - 05.02.2018 03:00","0","210"
"05.02.2018 03:00 - 05.02.2018 04:00","0","209"
"05.02.2018 04:00 - 05.02.2018 05:00","0","274"
"05.02.2018 05:00 - 05.02.2018 06:00","0","237"
"05.02.2018 06:00 - 05.02.2018 07:00","0","149"
"05.02.2018 07:00 - 05.02.2018 08:00","0","62"
"05.02.2018 08:00 - 05.02.2018 09:00","0","34"
"05.02.2018 09:00 - 05.02.2018 10:00","0","41"
"05.02.2018 10:00 - 05.02.2018 11:00","0","86"
"05.02.2018 11:00 - 05.02.2018 12:00","0","90"
"05.02.2018 12:00 - 05.02.2018 13:00","0","90"
"05.02.2018 13:00 - 05.02.2018 14:00","0","119"
"05.02.2018 14:00 - 05.02.2018 15:00","0","129"
"05.02.2018 15:00 - 05.02.2018 16:00","0","102"
"05.02.2018 16:00 - 05.02.2018 17:00","0","121"
"05.02.2018 17:00 - 05.02.2018 18:00","0","80"
"05.02.2018 18:00 - 05.02.2018 19:00","0","116"
"05.02.2018 19:00 - 05.02.2018 20:00","0","156"
"05.02.2018 20:00 - 05.02.2018 21:00","0","223"
"05.02.2018 21:00 - 05.02.2018 22:00","0","217"
"05.02.2018 22:00 - 05.02.2018 23:00","0","267"
"05.02.2018 23:00 - 06.02.2018 00:00","0","344"
"06.02.2018 00:00 - 06.02.2018 01:00","0","269"
"06.02.2018 01:00 - 06.02.2018 02:00","0","271"
"06.02.2018 02:00 - 06.02.2018 03:00","0","276"
"06.02.2018 03:00 - 06.02.2018 04:00","0","248"
"06.02.2018 04:00 - 06.02.2018 05:00","0","190"
"06.02.2018 05:00 - 06.02.2018 06:00","0","200"
"06.02.2018 06:00 - 06.02.2018 07:00","0","75"
"06.02.2018 07:00 - 06.02.2018 08:00","0","5"
"06.02.2018 08:00 - 06.02.2018 09:00","0","8"
"06.02.2018 09:00 - 06.02.2018 10:00","0","5"
"06.02.2018 10:00 - 06.02.2018 11:00","0","13"
"06.02.2018 11:00 - 06.02.2018 12:00","0","45"
"06.02.2018 12:00 - 06.02.2018 13:00","0","85"
"06.02.2018 13:00 - 06.02.2018 14:00","0","71"
"06.02.2018 14:00 - 06.02.2018 15:00","0","93"
"06.02.2018 15:00 - 06.02.2018 16:00","0","95"
"06.02.2018 16:00 - 06.02.2018 17:00","0","77"
"06.02.2018 17:00 - 06.02.2018 18:00","0","82"
"06.02.2018 18:00 - 06.02.2018 19:00","0","123"
"06.02.2018 19:00 - 06.02.2018 20:00","0","182"
"06.02.2018 20:00 - 06.02.2018 21:00","0","226"
"06.02.2018 21:00 - 06.02.2018 22:00","0","303"
"06.02.2018 22:00 - 06.02.2018 23:00","0","366"
"06.02.2018 23:00 - 07.02.2018 00:00","0","425"
"07.02.2018 00:00 - 07.02.2018 01:00","0","437"
"07.02.2018 01:00 - 07.02.2018 02:00","0","428"
"07.02.2018 02:00 - 07.02.2018 03:00","0","367"
"07.02.2018 03:00 - 07.02.2018 04:00","0","350"
"07.02.2018 04:00 - 07.02.2018 05:00","0","347"
"07.02.2018 05:00 - 07.02.2018 06:00","0","335"
"07.02.2018 06:00 - 07.02.2018 07:00","0","182"
"07.02.2018 07:00 - 07.02.2018 08:00","0","87"
"07.02.2018 08:00 - 07.02.2018 09:00","0","146"
"07.02.2018 09:00 - 07.02.2018 10:00","0","108"
"07.02.2018 10:00 - 07.02.2018 11:00","0","177"
"07.02.2018 11:00 - 07.02.2018 12:00","0","226"
"07.02.2018 12:00 - 07.02.2018 13:00","0","230"
"07.02.2018 13:00 - 07.02.2018 14:00","0","210"
"07.02.2018 14:00 - 07.02.2018 15:00","0","202"
"07.02.2018 15:00 - 07.02.2018 16:00","0","243"
"07.02.2018 16:00 - 07.02.2018 17:00","0","292"
"07.02.2018 17:00 - 07.02.2018 18:00","0","292"
"07.02.2018 18:00 - 07.02.2018 19:00","0","406"
"07.02.2018 19:00 - 07.02.2018 20:00","0","438"
"07.02.2018 20:00 - 07.02.2018 21:00","0","433"
"07.02.2018 21:00 - 07.02.2018 22:00","0","364"
"07.02.2018 22:00 - 07.02.2018 23:00","0","420"
"07.02.2018 23:00 - 08.02.2018 00:00","0","431"
"08.02.2018 00:00 - 08.02.2018 01:00","0","271"
"08.02.2018 01:00 - 08.02.2018 02:00","0","337"
"08.02.2018 02:00 - 08.02.2018 03:00","0","354"
"08.02.2018 03:00 - 08.02.2018 04:00","0","366"
"08.02.2018 04:00 - 08.02.2018 05:00","0","384"
"08.02.2018 05:00 - 08.02.2018 06:00","0","344"
"08.02.2018 06:00 - 08.02.2018 07:00","0","144"
"08.02.2018 07:00 - 08.02.2018 08:00","0","107"
"08.02.2018 08:00 - 08.02.2018 09:00","0","99"
"08.02.2018 09:00 - 08.02.2018 10:00","0","106"
"08.02.2018 10:00 - 08.02.2018 11:00","0","158"
"08.02.2018 11:00 - 08.02.2018 12:00","0","246"
"08.02.2018 12:00 - 08.02.2018 13:00","0","255"
"08.02.2018 13:00 - 08.02.2018 14:00","0","206"
