"Time (CET)","Turkey (TR) > Bulgaria (BG) [MW]","Bulgaria (BG) > Turkey (TR) [MW]"
"19.03.2018 10:00 - 19.03.2018 11:00","170","0"
"19.03.2018 11:00 - 19.03.2018 12:00","142","0"
"19.03.2018 12:00 - 19.03.2018 13:00","160","0"
"19.03.2018 13:00 - 19.03.2018 14:00","215","0"
"19.03.2018 14:00 - 19.03.2018 15:00","242","0"
"19.03.2018 15:00 - 19.03.2018 16:00","238","0"
"19.03.2018 16:00 - 19.03.2018 17:00","234","0"
"19.03.2018 17:00 - 19.03.2018 18:00","144","0"
"19.03.2018 18:00 - 19.03.2018 19:00","164","0"
"19.03.2018 19:00 - 19.03.2018 20:00","108","0"
"19.03.2018 20:00 - 19.03.2018 21:00","89","0"
"19.03.2018 21:00 - 19.03.2018 22:00","0","72"
"19.03.2018 22:00 - 19.03.2018 23:00","0","232"
"19.03.2018 23:00 - 20.03.2018 00:00","0","205"
"20.03.2018 00:00 - 20.03.2018 01:00","0","280"
"20.03.2018 01:00 - 20.03.2018 02:00","0","278"
"20.03.2018 02:00 - 20.03.2018 03:00","0","264"
"20.03.2018 03:00 - 20.03.2018 04:00","0","258"
"20.03.2018 04:00 - 20.03.2018 05:00","0","229"
"20.03.2018 05:00 - 20.03.2018 06:00","0","282"
"20.03.2018 06:00 - 20.03.2018 07:00","0","233"
"20.03.2018 07:00 - 20.03.2018 08:00","37","0"
"20.03.2018 08:00 - 20.03.2018 09:00","124","0"
"20.03.2018 09:00 - 20.03.2018 10:00","36","0"
"20.03.2018 10:00 - 20.03.2018 11:00","38","0"
"20.03.2018 11:00 - 20.03.2018 12:00","0","90"
"20.03.2018 12:00 - 20.03.2018 13:00","0","89"
"20.03.2018 13:00 - 20.03.2018 14:00","0","164"
"20.03.2018 14:00 - 20.03.2018 15:00","0","284"
"20.03.2018 15:00 - 20.03.2018 16:00","0","214"
"20.03.2018 16:00 - 20.03.2018 17:00","0","104"
"20.03.2018 17:00 - 20.03.2018 18:00","0","78"
"20.03.2018 18:00 - 20.03.2018 19:00","1","0"
"20.03.2018 19:00 - 20.03.2018 20:00","0","77"
"20.03.2018 20:00 - 20.03.2018 21:00","0","167"
"20.03.2018 21:00 - 20.03.2018 22:00","0","322"
"20.03.2018 22:00 - 20.03.2018 23:00","0","360"
"20.03.2018 23:00 - 21.03.2018 00:00","0","378"
"21.03.2018 00:00 - 21.03.2018 01:00","0","263"
"21.03.2018 01:00 - 21.03.2018 02:00","0","132"
"21.03.2018 02:00 - 21.03.2018 03:00","0","128"
"21.03.2018 03:00 - 21.03.2018 04:00","0","116"
"21.03.2018 04:00 - 21.03.2018 05:00","0","44"
"21.03.2018 05:00 - 21.03.2018 06:00","61","0"
"21.03.2018 06:00 - 21.03.2018 07:00","138","0"
"21.03.2018 07:00 - 21.03.2018 08:00","164","0"
"21.03.2018 08:00 - 21.03.2018 09:00","66","0"
"21.03.2018 09:00 - 21.03.2018 10:00","0","66"
"21.03.2018 10:00 - 21.03.2018 11:00","0","14"
"21.03.2018 11:00 - 21.03.2018 12:00","0","52"
"21.03.2018 12:00 - 21.03.2018 13:00","0","194"
"21.03.2018 13:00 - 21.03.2018 14:00","0","272"
"21.03.2018 14:00 - 21.03.2018 15:00","0","294"
"21.03.2018 15:00 - 21.03.2018 16:00","0","234"
"21.03.2018 16:00 - 21.03.2018 17:00","0","186"
"21.03.2018 17:00 - 21.03.2018 18:00","0","111"
"21.03.2018 18:00 - 21.03.2018 19:00","0","39"
"21.03.2018 19:00 - 21.03.2018 20:00","0","126"
"21.03.2018 20:00 - 21.03.2018 21:00","0","197"
"21.03.2018 21:00 - 21.03.2018 22:00","0","341"
"21.03.2018 22:00 - 21.03.2018 23:00","0","386"
"21.03.2018 23:00 - 22.03.2018 00:00","N/A","N/A"
"22.03.2018 00:00 - 22.03.2018 01:00","N/A","N/A"
"22.03.2018 01:00 - 22.03.2018 02:00","N/A","N/A"
"22.03.2018 02:00 - 22.03.2018 03:00","N/A","N/A"
"22.03.2018 03:00 - 22.03.2018 04:00","N/A","N/A"
"22.03.2018 04:00 - 22.03.2018 05:00","N/A","N/A"
"22.03.2018 05:00 - 22.03.2018 06:00","N/A","N/A"
"22.03.2018 06:00 - 22.03.2018 07:00","N/A","N/A"
"22.03.2018 07:00 - 22.03.2018 08:00","N/A","N/A"
"22.03.2018 08:00 - 22.03.2018 09:00","N/A","N/A"
"22.03.2018 09:00 - 22.03.2018 10:00","N/A","N/A"
"22.03.2018 10:00 - 22.03.2018 11:00","N/A","N/A"
"22.03.2018 11:00 - 22.03.2018 12:00","N/A","N/A"
"22.03.2018 12:00 - 22.03.2018 13:00","N/A","N/A"
"22.03.2018 13:00 - 22.03.2018 14:00","N/A","N/A"
"22.03.2018 14:00 - 22.03.2018 15:00","N/A","N/A"
"22.03.2018 15:00 - 22.03.2018 16:00","N/A","N/A"
"22.03.2018 16:00 - 22.03.2018 17:00","N/A","N/A"
"22.03.2018 17:00 - 22.03.2018 18:00","N/A","N/A"
"22.03.2018 18:00 - 22.03.2018 19:00","N/A","N/A"
"22.03.2018 19:00 - 22.03.2018 20:00","N/A","N/A"
"22.03.2018 20:00 - 22.03.2018 21:00","N/A","N/A"
"22.03.2018 21:00 - 22.03.2018 22:00","N/A","N/A"
"22.03.2018 22:00 - 22.03.2018 23:00","N/A","N/A"
"22.03.2018 23:00 - 23.03.2018 00:00","N/A","N/A"
"23.03.2018 00:00 - 23.03.2018 01:00","N/A","N/A"
"23.03.2018 01:00 - 23.03.2018 02:00","N/A","N/A"
"23.03.2018 02:00 - 23.03.2018 03:00","N/A","N/A"
"23.03.2018 03:00 - 23.03.2018 04:00","N/A","N/A"
"23.03.2018 04:00 - 23.03.2018 05:00","N/A","N/A"
"23.03.2018 05:00 - 23.03.2018 06:00","N/A","N/A"
"23.03.2018 06:00 - 23.03.2018 07:00","N/A","N/A"
"23.03.2018 07:00 - 23.03.2018 08:00","N/A","N/A"
"23.03.2018 08:00 - 23.03.2018 09:00","N/A","N/A"
"23.03.2018 09:00 - 23.03.2018 10:00","N/A","N/A"
"23.03.2018 10:00 - 23.03.2018 11:00","N/A","N/A"
"23.03.2018 11:00 - 23.03.2018 12:00","N/A","N/A"
"23.03.2018 12:00 - 23.03.2018 13:00","N/A","N/A"
"23.03.2018 13:00 - 23.03.2018 14:00","N/A","N/A"
"23.03.2018 14:00 - 23.03.2018 15:00","N/A","N/A"
"23.03.2018 15:00 - 23.03.2018 16:00","N/A","N/A"
"23.03.2018 16:00 - 23.03.2018 17:00","N/A","N/A"
"23.03.2018 17:00 - 23.03.2018 18:00","N/A","N/A"
"23.03.2018 18:00 - 23.03.2018 19:00","N/A","N/A"
"23.03.2018 19:00 - 23.03.2018 20:00","N/A","N/A"
"23.03.2018 20:00 - 23.03.2018 21:00","N/A","N/A"
"23.03.2018 21:00 - 23.03.2018 22:00","N/A","N/A"
"23.03.2018 22:00 - 23.03.2018 23:00","N/A","N/A"
"23.03.2018 23:00 - 24.03.2018 00:00","N/A","N/A"
"24.03.2018 00:00 - 24.03.2018 01:00","N/A","N/A"
"24.03.2018 01:00 - 24.03.2018 02:00","N/A","N/A"
"24.03.2018 02:00 - 24.03.2018 03:00","N/A","N/A"
"24.03.2018 03:00 - 24.03.2018 04:00","N/A","N/A"
"24.03.2018 04:00 - 24.03.2018 05:00","N/A","N/A"
"24.03.2018 05:00 - 24.03.2018 06:00","N/A","N/A"
"24.03.2018 06:00 - 24.03.2018 07:00","N/A","N/A"
"24.03.2018 07:00 - 24.03.2018 08:00","N/A","N/A"
"24.03.2018 08:00 - 24.03.2018 09:00","N/A","N/A"
"24.03.2018 09:00 - 24.03.2018 10:00","N/A","N/A"
"24.03.2018 10:00 - 24.03.2018 11:00","N/A","N/A"
"24.03.2018 11:00 - 24.03.2018 12:00","N/A","N/A"
"24.03.2018 12:00 - 24.03.2018 13:00","N/A","N/A"
"24.03.2018 13:00 - 24.03.2018 14:00","N/A","N/A"
"24.03.2018 14:00 - 24.03.2018 15:00","N/A","N/A"
"24.03.2018 15:00 - 24.03.2018 16:00","N/A","N/A"
"24.03.2018 16:00 - 24.03.2018 17:00","N/A","N/A"
"24.03.2018 17:00 - 24.03.2018 18:00","N/A","N/A"
"24.03.2018 18:00 - 24.03.2018 19:00","N/A","N/A"
"24.03.2018 19:00 - 24.03.2018 20:00","N/A","N/A"
"24.03.2018 20:00 - 24.03.2018 21:00","N/A","N/A"
"24.03.2018 21:00 - 24.03.2018 22:00","N/A","N/A"
"24.03.2018 22:00 - 24.03.2018 23:00","N/A","N/A"
"24.03.2018 23:00 - 25.03.2018 00:00","0","93"
"25.03.2018 00:00 - 25.03.2018 01:00","30","0"
"25.03.2018 01:00 - 25.03.2018 02:00","0","22"
"25.03.2018 02:00 - 25.03.2018 03:00","",""
"25.03.2018 03:00 - 25.03.2018 04:00","0","66"
"25.03.2018 04:00 - 25.03.2018 05:00","0","30"
"25.03.2018 05:00 - 25.03.2018 06:00","45","0"
"25.03.2018 06:00 - 25.03.2018 07:00","117","0"
"25.03.2018 07:00 - 25.03.2018 08:00","0","65"
"25.03.2018 08:00 - 25.03.2018 09:00","0","4"
"25.03.2018 09:00 - 25.03.2018 10:00","30","0"
"25.03.2018 10:00 - 25.03.2018 11:00","0","39"
"25.03.2018 11:00 - 25.03.2018 12:00","37","0"
"25.03.2018 12:00 - 25.03.2018 13:00","0","181"
"25.03.2018 13:00 - 25.03.2018 14:00","0","199"
"25.03.2018 14:00 - 25.03.2018 15:00","0","86"
"25.03.2018 15:00 - 25.03.2018 16:00","0","203"
"25.03.2018 16:00 - 25.03.2018 17:00","0","274"
"25.03.2018 17:00 - 25.03.2018 18:00","0","262"
"25.03.2018 18:00 - 25.03.2018 19:00","0","55"
"25.03.2018 19:00 - 25.03.2018 20:00","0","84"
"25.03.2018 20:00 - 25.03.2018 21:00","0","281"
"25.03.2018 21:00 - 25.03.2018 22:00","0","322"
"25.03.2018 22:00 - 25.03.2018 23:00","0","414"
"25.03.2018 23:00 - 26.03.2018 00:00","N/A","N/A"
"26.03.2018 00:00 - 26.03.2018 01:00","N/A","N/A"
"26.03.2018 01:00 - 26.03.2018 02:00","N/A","N/A"
"26.03.2018 02:00 - 26.03.2018 03:00","N/A","N/A"
"26.03.2018 03:00 - 26.03.2018 04:00","N/A","N/A"
"26.03.2018 04:00 - 26.03.2018 05:00","N/A","N/A"
"26.03.2018 05:00 - 26.03.2018 06:00","N/A","N/A"
"26.03.2018 06:00 - 26.03.2018 07:00","N/A","N/A"
"26.03.2018 07:00 - 26.03.2018 08:00","N/A","N/A"
"26.03.2018 08:00 - 26.03.2018 09:00","N/A","N/A"
"26.03.2018 09:00 - 26.03.2018 10:00","N/A","N/A"
"26.03.2018 10:00 - 26.03.2018 11:00","N/A","N/A"
"26.03.2018 11:00 - 26.03.2018 12:00","N/A","N/A"
"26.03.2018 12:00 - 26.03.2018 13:00","N/A","N/A"
"26.03.2018 13:00 - 26.03.2018 14:00","N/A","N/A"
"26.03.2018 14:00 - 26.03.2018 15:00","N/A","N/A"
"26.03.2018 15:00 - 26.03.2018 16:00","N/A","N/A"
"26.03.2018 16:00 - 26.03.2018 17:00","N/A","N/A"
"26.03.2018 17:00 - 26.03.2018 18:00","N/A","N/A"
"26.03.2018 18:00 - 26.03.2018 19:00","N/A","N/A"
"26.03.2018 19:00 - 26.03.2018 20:00","N/A","N/A"
"26.03.2018 20:00 - 26.03.2018 21:00","N/A","N/A"
"26.03.2018 21:00 - 26.03.2018 22:00","N/A","N/A"
"26.03.2018 22:00 - 26.03.2018 23:00","N/A","N/A"
"26.03.2018 23:00 - 27.03.2018 00:00","N/A","N/A"
"27.03.2018 00:00 - 27.03.2018 01:00","N/A","N/A"
"27.03.2018 01:00 - 27.03.2018 02:00","N/A","N/A"
"27.03.2018 02:00 - 27.03.2018 03:00","N/A","N/A"
"27.03.2018 03:00 - 27.03.2018 04:00","N/A","N/A"
"27.03.2018 04:00 - 27.03.2018 05:00","N/A","N/A"
"27.03.2018 05:00 - 27.03.2018 06:00","N/A","N/A"
"27.03.2018 06:00 - 27.03.2018 07:00","N/A","N/A"
"27.03.2018 07:00 - 27.03.2018 08:00","N/A","N/A"
"27.03.2018 08:00 - 27.03.2018 09:00","N/A","N/A"
"27.03.2018 09:00 - 27.03.2018 10:00","N/A","N/A"
"27.03.2018 10:00 - 27.03.2018 11:00","N/A","N/A"
"27.03.2018 11:00 - 27.03.2018 12:00","N/A","N/A"
"27.03.2018 12:00 - 27.03.2018 13:00","N/A","N/A"
"27.03.2018 13:00 - 27.03.2018 14:00","N/A","N/A"
"27.03.2018 14:00 - 27.03.2018 15:00","N/A","N/A"
"27.03.2018 15:00 - 27.03.2018 16:00","N/A","N/A"
"27.03.2018 16:00 - 27.03.2018 17:00","N/A","N/A"
"27.03.2018 17:00 - 27.03.2018 18:00","N/A","N/A"
"27.03.2018 18:00 - 27.03.2018 19:00","N/A","N/A"
"27.03.2018 19:00 - 27.03.2018 20:00","N/A","N/A"
"27.03.2018 20:00 - 27.03.2018 21:00","N/A","N/A"
"27.03.2018 21:00 - 27.03.2018 22:00","N/A","N/A"
"27.03.2018 22:00 - 27.03.2018 23:00","N/A","N/A"
"27.03.2018 23:00 - 28.03.2018 00:00","N/A","N/A"
"28.03.2018 00:00 - 28.03.2018 01:00","N/A","N/A"
"28.03.2018 01:00 - 28.03.2018 02:00","N/A","N/A"
"28.03.2018 02:00 - 28.03.2018 03:00","N/A","N/A"
"28.03.2018 03:00 - 28.03.2018 04:00","N/A","N/A"
"28.03.2018 04:00 - 28.03.2018 05:00","N/A","N/A"
"28.03.2018 05:00 - 28.03.2018 06:00","N/A","N/A"
"28.03.2018 06:00 - 28.03.2018 07:00","N/A","N/A"
"28.03.2018 07:00 - 28.03.2018 08:00","N/A","N/A"
"28.03.2018 08:00 - 28.03.2018 09:00","N/A","N/A"
"28.03.2018 09:00 - 28.03.2018 10:00","N/A","N/A"
"28.03.2018 10:00 - 28.03.2018 11:00","N/A","N/A"
"28.03.2018 11:00 - 28.03.2018 12:00","N/A","N/A"
"28.03.2018 12:00 - 28.03.2018 13:00","N/A","N/A"
"28.03.2018 13:00 - 28.03.2018 14:00","N/A","N/A"
"28.03.2018 14:00 - 28.03.2018 15:00","N/A","N/A"
"28.03.2018 15:00 - 28.03.2018 16:00","N/A","N/A"
"28.03.2018 16:00 - 28.03.2018 17:00","N/A","N/A"
"28.03.2018 17:00 - 28.03.2018 18:00","N/A","N/A"
"28.03.2018 18:00 - 28.03.2018 19:00","N/A","N/A"
"28.03.2018 19:00 - 28.03.2018 20:00","N/A","N/A"
"28.03.2018 20:00 - 28.03.2018 21:00","N/A","N/A"
"28.03.2018 21:00 - 28.03.2018 22:00","N/A","N/A"
"28.03.2018 22:00 - 28.03.2018 23:00","N/A","N/A"
"28.03.2018 23:00 - 29.03.2018 00:00","N/A","N/A"
"29.03.2018 00:00 - 29.03.2018 01:00","N/A","N/A"
"29.03.2018 01:00 - 29.03.2018 02:00","N/A","N/A"
"29.03.2018 02:00 - 29.03.2018 03:00","N/A","N/A"
"29.03.2018 03:00 - 29.03.2018 04:00","N/A","N/A"
"29.03.2018 04:00 - 29.03.2018 05:00","N/A","N/A"
"29.03.2018 05:00 - 29.03.2018 06:00","N/A","N/A"
"29.03.2018 06:00 - 29.03.2018 07:00","N/A","N/A"
"29.03.2018 07:00 - 29.03.2018 08:00","N/A","N/A"
"29.03.2018 08:00 - 29.03.2018 09:00","N/A","N/A"
"29.03.2018 09:00 - 29.03.2018 10:00","N/A","N/A"
"29.03.2018 10:00 - 29.03.2018 11:00","N/A","N/A"
"29.03.2018 11:00 - 29.03.2018 12:00","N/A","N/A"
"29.03.2018 12:00 - 29.03.2018 13:00","N/A","N/A"
"29.03.2018 13:00 - 29.03.2018 14:00","N/A","N/A"
"29.03.2018 14:00 - 29.03.2018 15:00","N/A","N/A"
"29.03.2018 15:00 - 29.03.2018 16:00","N/A","N/A"
"29.03.2018 16:00 - 29.03.2018 17:00","N/A","N/A"
"29.03.2018 17:00 - 29.03.2018 18:00","N/A","N/A"
"29.03.2018 18:00 - 29.03.2018 19:00","N/A","N/A"
"29.03.2018 19:00 - 29.03.2018 20:00","N/A","N/A"
"29.03.2018 20:00 - 29.03.2018 21:00","N/A","N/A"
"29.03.2018 21:00 - 29.03.2018 22:00","N/A","N/A"
"29.03.2018 22:00 - 29.03.2018 23:00","N/A","N/A"
"29.03.2018 23:00 - 30.03.2018 00:00","N/A","N/A"
"30.03.2018 00:00 - 30.03.2018 01:00","N/A","N/A"
"30.03.2018 01:00 - 30.03.2018 02:00","N/A","N/A"
"30.03.2018 02:00 - 30.03.2018 03:00","N/A","N/A"
"30.03.2018 03:00 - 30.03.2018 04:00","N/A","N/A"
"30.03.2018 04:00 - 30.03.2018 05:00","N/A","N/A"
"30.03.2018 05:00 - 30.03.2018 06:00","N/A","N/A"
"30.03.2018 06:00 - 30.03.2018 07:00","N/A","N/A"
"30.03.2018 07:00 - 30.03.2018 08:00","N/A","N/A"
"30.03.2018 08:00 - 30.03.2018 09:00","N/A","N/A"
"30.03.2018 09:00 - 30.03.2018 10:00","N/A","N/A"
"30.03.2018 10:00 - 30.03.2018 11:00","N/A","N/A"
"30.03.2018 11:00 - 30.03.2018 12:00","N/A","N/A"
"30.03.2018 12:00 - 30.03.2018 13:00","N/A","N/A"
"30.03.2018 13:00 - 30.03.2018 14:00","N/A","N/A"
"30.03.2018 14:00 - 30.03.2018 15:00","N/A","N/A"
"30.03.2018 15:00 - 30.03.2018 16:00","N/A","N/A"
"30.03.2018 16:00 - 30.03.2018 17:00","N/A","N/A"
"30.03.2018 17:00 - 30.03.2018 18:00","N/A","N/A"
"30.03.2018 18:00 - 30.03.2018 19:00","N/A","N/A"
"30.03.2018 19:00 - 30.03.2018 20:00","N/A","N/A"
"30.03.2018 20:00 - 30.03.2018 21:00","N/A","N/A"
"30.03.2018 21:00 - 30.03.2018 22:00","N/A","N/A"
"30.03.2018 22:00 - 30.03.2018 23:00","N/A","N/A"
"30.03.2018 23:00 - 31.03.2018 00:00","N/A","N/A"
"31.03.2018 00:00 - 31.03.2018 01:00","N/A","N/A"
"31.03.2018 01:00 - 31.03.2018 02:00","N/A","N/A"
"31.03.2018 02:00 - 31.03.2018 03:00","N/A","N/A"
"31.03.2018 03:00 - 31.03.2018 04:00","N/A","N/A"
"31.03.2018 04:00 - 31.03.2018 05:00","N/A","N/A"
"31.03.2018 05:00 - 31.03.2018 06:00","N/A","N/A"
"31.03.2018 06:00 - 31.03.2018 07:00","N/A","N/A"
"31.03.2018 07:00 - 31.03.2018 08:00","N/A","N/A"
"31.03.2018 08:00 - 31.03.2018 09:00","N/A","N/A"
"31.03.2018 09:00 - 31.03.2018 10:00","N/A","N/A"
"31.03.2018 10:00 - 31.03.2018 11:00","N/A","N/A"
"31.03.2018 11:00 - 31.03.2018 12:00","N/A","N/A"
"31.03.2018 12:00 - 31.03.2018 13:00","N/A","N/A"
"31.03.2018 13:00 - 31.03.2018 14:00","N/A","N/A"
"31.03.2018 14:00 - 31.03.2018 15:00","N/A","N/A"
"31.03.2018 15:00 - 31.03.2018 16:00","N/A","N/A"
"31.03.2018 16:00 - 31.03.2018 17:00","N/A","N/A"
"31.03.2018 17:00 - 31.03.2018 18:00","N/A","N/A"
"31.03.2018 18:00 - 31.03.2018 19:00","N/A","N/A"
"31.03.2018 19:00 - 31.03.2018 20:00","N/A","N/A"
"31.03.2018 20:00 - 31.03.2018 21:00","N/A","N/A"
"31.03.2018 21:00 - 31.03.2018 22:00","N/A","N/A"
"31.03.2018 22:00 - 31.03.2018 23:00","N/A","N/A"
"31.03.2018 23:00 - 01.04.2018 00:00","N/A","N/A"
"01.04.2018 00:00 - 01.04.2018 01:00","N/A","N/A"
"01.04.2018 01:00 - 01.04.2018 02:00","N/A","N/A"
"01.04.2018 02:00 - 01.04.2018 03:00","N/A","N/A"
"01.04.2018 03:00 - 01.04.2018 04:00","N/A","N/A"
"01.04.2018 04:00 - 01.04.2018 05:00","N/A","N/A"
"01.04.2018 05:00 - 01.04.2018 06:00","N/A","N/A"
"01.04.2018 06:00 - 01.04.2018 07:00","N/A","N/A"
"01.04.2018 07:00 - 01.04.2018 08:00","N/A","N/A"
"01.04.2018 08:00 - 01.04.2018 09:00","N/A","N/A"
"01.04.2018 09:00 - 01.04.2018 10:00","N/A","N/A"
"01.04.2018 10:00 - 01.04.2018 11:00","N/A","N/A"
"01.04.2018 11:00 - 01.04.2018 12:00","N/A","N/A"
"01.04.2018 12:00 - 01.04.2018 13:00","N/A","N/A"
"01.04.2018 13:00 - 01.04.2018 14:00","N/A","N/A"
"01.04.2018 14:00 - 01.04.2018 15:00","N/A","N/A"
"01.04.2018 15:00 - 01.04.2018 16:00","N/A","N/A"
"01.04.2018 16:00 - 01.04.2018 17:00","N/A","N/A"
"01.04.2018 17:00 - 01.04.2018 18:00","N/A","N/A"
"01.04.2018 18:00 - 01.04.2018 19:00","N/A","N/A"
"01.04.2018 19:00 - 01.04.2018 20:00","N/A","N/A"
"01.04.2018 20:00 - 01.04.2018 21:00","N/A","N/A"
"01.04.2018 21:00 - 01.04.2018 22:00","N/A","N/A"
"01.04.2018 22:00 - 01.04.2018 23:00","N/A","N/A"
"01.04.2018 23:00 - 02.04.2018 00:00","N/A","N/A"
"02.04.2018 00:00 - 02.04.2018 01:00","N/A","N/A"
"02.04.2018 01:00 - 02.04.2018 02:00","N/A","N/A"
"02.04.2018 02:00 - 02.04.2018 03:00","N/A","N/A"
"02.04.2018 03:00 - 02.04.2018 04:00","N/A","N/A"
"02.04.2018 04:00 - 02.04.2018 05:00","N/A","N/A"
"02.04.2018 05:00 - 02.04.2018 06:00","N/A","N/A"
"02.04.2018 06:00 - 02.04.2018 07:00","N/A","N/A"
"02.04.2018 07:00 - 02.04.2018 08:00","N/A","N/A"
"02.04.2018 08:00 - 02.04.2018 09:00","N/A","N/A"
"02.04.2018 09:00 - 02.04.2018 10:00","N/A","N/A"
"02.04.2018 10:00 - 02.04.2018 11:00","N/A","N/A"
"02.04.2018 11:00 - 02.04.2018 12:00","N/A","N/A"
"02.04.2018 12:00 - 02.04.2018 13:00","N/A","N/A"
"02.04.2018 13:00 - 02.04.2018 14:00","N/A","N/A"
"02.04.2018 14:00 - 02.04.2018 15:00","N/A","N/A"
"02.04.2018 15:00 - 02.04.2018 16:00","N/A","N/A"
"02.04.2018 16:00 - 02.04.2018 17:00","N/A","N/A"
"02.04.2018 17:00 - 02.04.2018 18:00","N/A","N/A"
"02.04.2018 18:00 - 02.04.2018 19:00","N/A","N/A"
"02.04.2018 19:00 - 02.04.2018 20:00","N/A","N/A"
"02.04.2018 20:00 - 02.04.2018 21:00","N/A","N/A"
"02.04.2018 21:00 - 02.04.2018 22:00","N/A","N/A"
"02.04.2018 22:00 - 02.04.2018 23:00","N/A","N/A"
"02.04.2018 23:00 - 03.04.2018 00:00","0","385"
"03.04.2018 00:00 - 03.04.2018 01:00","0","442"
"03.04.2018 01:00 - 03.04.2018 02:00","0","401"
"03.04.2018 02:00 - 03.04.2018 03:00","0","363"
"03.04.2018 03:00 - 03.04.2018 04:00","0","343"
"03.04.2018 04:00 - 03.04.2018 05:00","0","306"
"03.04.2018 05:00 - 03.04.2018 06:00","0","217"
"03.04.2018 06:00 - 03.04.2018 07:00","6","0"
"03.04.2018 07:00 - 03.04.2018 08:00","94","0"
"03.04.2018 08:00 - 03.04.2018 09:00","91","0"
"03.04.2018 09:00 - 03.04.2018 10:00","36","0"
"03.04.2018 10:00 - 03.04.2018 11:00","0","125"
"03.04.2018 11:00 - 03.04.2018 12:00","0","326"
"03.04.2018 12:00 - 03.04.2018 13:00","0","337"
"03.04.2018 13:00 - 03.04.2018 14:00","0","392"
"03.04.2018 14:00 - 03.04.2018 15:00","0","371"
"03.04.2018 15:00 - 03.04.2018 16:00","0","400"
"03.04.2018 16:00 - 03.04.2018 17:00","0","412"
"03.04.2018 17:00 - 03.04.2018 18:00","0","342"
"03.04.2018 18:00 - 03.04.2018 19:00","0","298"
"03.04.2018 19:00 - 03.04.2018 20:00","0","46"
"03.04.2018 20:00 - 03.04.2018 21:00","0","65"
"03.04.2018 21:00 - 03.04.2018 22:00","0","342"
"03.04.2018 22:00 - 03.04.2018 23:00","0","434"
"03.04.2018 23:00 - 04.04.2018 00:00","0","406"
"04.04.2018 00:00 - 04.04.2018 01:00","0","350"
"04.04.2018 01:00 - 04.04.2018 02:00","0","375"
"04.04.2018 02:00 - 04.04.2018 03:00","0","363"
"04.04.2018 03:00 - 04.04.2018 04:00","0","368"
"04.04.2018 04:00 - 04.04.2018 05:00","0","357"
"04.04.2018 05:00 - 04.04.2018 06:00","0","313"
"04.04.2018 06:00 - 04.04.2018 07:00","0","0"
"04.04.2018 07:00 - 04.04.2018 08:00","0","36"
"04.04.2018 08:00 - 04.04.2018 09:00","49","0"
"04.04.2018 09:00 - 04.04.2018 10:00","0","78"
"04.04.2018 10:00 - 04.04.2018 11:00","0","162"
"04.04.2018 11:00 - 04.04.2018 12:00","0","210"
"04.04.2018 12:00 - 04.04.2018 13:00","0","246"
"04.04.2018 13:00 - 04.04.2018 14:00","0","348"
"04.04.2018 14:00 - 04.04.2018 15:00","0","379"
"04.04.2018 15:00 - 04.04.2018 16:00","0","375"
"04.04.2018 16:00 - 04.04.2018 17:00","0","382"
"04.04.2018 17:00 - 04.04.2018 18:00","0","357"
"04.04.2018 18:00 - 04.04.2018 19:00","0","237"
"04.04.2018 19:00 - 04.04.2018 20:00","0","214"
"04.04.2018 20:00 - 04.04.2018 21:00","0","299"
"04.04.2018 21:00 - 04.04.2018 22:00","0","313"
"04.04.2018 22:00 - 04.04.2018 23:00","0","372"
"04.04.2018 23:00 - 05.04.2018 00:00","0","415"
"05.04.2018 00:00 - 05.04.2018 01:00","0","464"
"05.04.2018 01:00 - 05.04.2018 02:00","0","446"
"05.04.2018 02:00 - 05.04.2018 03:00","0","388"
"05.04.2018 03:00 - 05.04.2018 04:00","0","370"
"05.04.2018 04:00 - 05.04.2018 05:00","0","366"
"05.04.2018 05:00 - 05.04.2018 06:00","0","386"
"05.04.2018 06:00 - 05.04.2018 07:00","0","310"
"05.04.2018 07:00 - 05.04.2018 08:00","0","168"
"05.04.2018 08:00 - 05.04.2018 09:00","0","202"
"05.04.2018 09:00 - 05.04.2018 10:00","0","342"
"05.04.2018 10:00 - 05.04.2018 11:00","0","406"
"05.04.2018 11:00 - 05.04.2018 12:00","0","318"
"05.04.2018 12:00 - 05.04.2018 13:00","0","461"
"05.04.2018 13:00 - 05.04.2018 14:00","0","466"
"05.04.2018 14:00 - 05.04.2018 15:00","0","434"
"05.04.2018 15:00 - 05.04.2018 16:00","0","483"
"05.04.2018 16:00 - 05.04.2018 17:00","0","447"
"05.04.2018 17:00 - 05.04.2018 18:00","0","432"
"05.04.2018 18:00 - 05.04.2018 19:00","0","425"
"05.04.2018 19:00 - 05.04.2018 20:00","0","310"
"05.04.2018 20:00 - 05.04.2018 21:00","0","337"
"05.04.2018 21:00 - 05.04.2018 22:00","0","382"
"05.04.2018 22:00 - 05.04.2018 23:00","0","536"
"05.04.2018 23:00 - 06.04.2018 00:00","N/A","N/A"
"06.04.2018 00:00 - 06.04.2018 01:00","N/A","N/A"
"06.04.2018 01:00 - 06.04.2018 02:00","N/A","N/A"
"06.04.2018 02:00 - 06.04.2018 03:00","N/A","N/A"
"06.04.2018 03:00 - 06.04.2018 04:00","N/A","N/A"
"06.04.2018 04:00 - 06.04.2018 05:00","N/A","N/A"
"06.04.2018 05:00 - 06.04.2018 06:00","N/A","N/A"
