"Time (CET)","Germany (DE) > Czech Republic (CZ) [MW]","Czech Republic (CZ) > Germany (DE) [MW]"
"13.03.2018 21:00 - 13.03.2018 22:00","0","810"
"13.03.2018 22:00 - 13.03.2018 23:00","0","1302"
"13.03.2018 23:00 - 14.03.2018 00:00","0","1641"
"14.03.2018 00:00 - 14.03.2018 01:00","0","2009"
"14.03.2018 01:00 - 14.03.2018 02:00","0","2100"
"14.03.2018 02:00 - 14.03.2018 03:00","0","2029"
"14.03.2018 03:00 - 14.03.2018 04:00","0","2101"
"14.03.2018 04:00 - 14.03.2018 05:00","0","2276"
"14.03.2018 05:00 - 14.03.2018 06:00","0","2039"
"14.03.2018 06:00 - 14.03.2018 07:00","0","1859"
"14.03.2018 07:00 - 14.03.2018 08:00","0","1594"
"14.03.2018 08:00 - 14.03.2018 09:00","0","1579"
"14.03.2018 09:00 - 14.03.2018 10:00","0","1484"
"14.03.2018 10:00 - 14.03.2018 11:00","0","1357"
"14.03.2018 11:00 - 14.03.2018 12:00","0","1205"
"14.03.2018 12:00 - 14.03.2018 13:00","0","830"
"14.03.2018 13:00 - 14.03.2018 14:00","0","619"
"14.03.2018 14:00 - 14.03.2018 15:00","0","589"
"14.03.2018 15:00 - 14.03.2018 16:00","0","880"
"14.03.2018 16:00 - 14.03.2018 17:00","0","787"
"14.03.2018 17:00 - 14.03.2018 18:00","0","989"
"14.03.2018 18:00 - 14.03.2018 19:00","0","750"
"14.03.2018 19:00 - 14.03.2018 20:00","0","786"
"14.03.2018 20:00 - 14.03.2018 21:00","0","586"
"14.03.2018 21:00 - 14.03.2018 22:00","0","748"
"14.03.2018 22:00 - 14.03.2018 23:00","0","1047"
"14.03.2018 23:00 - 15.03.2018 00:00","0","1453"
"15.03.2018 00:00 - 15.03.2018 01:00","0","1584"
"15.03.2018 01:00 - 15.03.2018 02:00","0","1672"
"15.03.2018 02:00 - 15.03.2018 03:00","0","1208"
"15.03.2018 03:00 - 15.03.2018 04:00","0","1195"
"15.03.2018 04:00 - 15.03.2018 05:00","0","1022"
"15.03.2018 05:00 - 15.03.2018 06:00","0","889"
"15.03.2018 06:00 - 15.03.2018 07:00","0","327"
"15.03.2018 07:00 - 15.03.2018 08:00","0","245"
"15.03.2018 08:00 - 15.03.2018 09:00","132","0"
"15.03.2018 09:00 - 15.03.2018 10:00","390","0"
"15.03.2018 10:00 - 15.03.2018 11:00","695","0"
"15.03.2018 11:00 - 15.03.2018 12:00","757","0"
"15.03.2018 12:00 - 15.03.2018 13:00","1156","0"
"15.03.2018 13:00 - 15.03.2018 14:00","1168","0"
"15.03.2018 14:00 - 15.03.2018 15:00","1068","0"
"15.03.2018 15:00 - 15.03.2018 16:00","834","0"
"15.03.2018 16:00 - 15.03.2018 17:00","319","0"
"15.03.2018 17:00 - 15.03.2018 18:00","0","256"
"15.03.2018 18:00 - 15.03.2018 19:00","0","213"
"15.03.2018 19:00 - 15.03.2018 20:00","0","218"
"15.03.2018 20:00 - 15.03.2018 21:00","45","0"
"15.03.2018 21:00 - 15.03.2018 22:00","0","738"
"15.03.2018 22:00 - 15.03.2018 23:00","0","780"
"15.03.2018 23:00 - 16.03.2018 00:00","0","1072"
"16.03.2018 00:00 - 16.03.2018 01:00","0","875"
"16.03.2018 01:00 - 16.03.2018 02:00","0","974"
"16.03.2018 02:00 - 16.03.2018 03:00","0","975"
"16.03.2018 03:00 - 16.03.2018 04:00","0","948"
"16.03.2018 04:00 - 16.03.2018 05:00","0","1084"
"16.03.2018 05:00 - 16.03.2018 06:00","0","1036"
"16.03.2018 06:00 - 16.03.2018 07:00","0","623"
"16.03.2018 07:00 - 16.03.2018 08:00","0","443"
"16.03.2018 08:00 - 16.03.2018 09:00","137","0"
"16.03.2018 09:00 - 16.03.2018 10:00","365","0"
"16.03.2018 10:00 - 16.03.2018 11:00","543","0"
"16.03.2018 11:00 - 16.03.2018 12:00","519","0"
"16.03.2018 12:00 - 16.03.2018 13:00","398","0"
"16.03.2018 13:00 - 16.03.2018 14:00","526","0"
"16.03.2018 14:00 - 16.03.2018 15:00","387","0"
"16.03.2018 15:00 - 16.03.2018 16:00","14","0"
"16.03.2018 16:00 - 16.03.2018 17:00","0","64"
"16.03.2018 17:00 - 16.03.2018 18:00","0","189"
"16.03.2018 18:00 - 16.03.2018 19:00","0","186"
"16.03.2018 19:00 - 16.03.2018 20:00","0","336"
"16.03.2018 20:00 - 16.03.2018 21:00","0","165"
"16.03.2018 21:00 - 16.03.2018 22:00","0","347"
"16.03.2018 22:00 - 16.03.2018 23:00","0","273"
"16.03.2018 23:00 - 17.03.2018 00:00","0","150"
"17.03.2018 00:00 - 17.03.2018 01:00","317","0"
"17.03.2018 01:00 - 17.03.2018 02:00","534","0"
"17.03.2018 02:00 - 17.03.2018 03:00","712","0"
"17.03.2018 03:00 - 17.03.2018 04:00","587","0"
"17.03.2018 04:00 - 17.03.2018 05:00","452","0"
"17.03.2018 05:00 - 17.03.2018 06:00","515","0"
"17.03.2018 06:00 - 17.03.2018 07:00","1039","0"
"17.03.2018 07:00 - 17.03.2018 08:00","1685","0"
"17.03.2018 08:00 - 17.03.2018 09:00","1789","0"
"17.03.2018 09:00 - 17.03.2018 10:00","1777","0"
"17.03.2018 10:00 - 17.03.2018 11:00","1739","0"
"17.03.2018 11:00 - 17.03.2018 12:00","1909","0"
"17.03.2018 12:00 - 17.03.2018 13:00","1876","0"
"17.03.2018 13:00 - 17.03.2018 14:00","1771","0"
"17.03.2018 14:00 - 17.03.2018 15:00","1726","0"
"17.03.2018 15:00 - 17.03.2018 16:00","1729","0"
"17.03.2018 16:00 - 17.03.2018 17:00","1777","0"
"17.03.2018 17:00 - 17.03.2018 18:00","1721","0"
"17.03.2018 18:00 - 17.03.2018 19:00","1528","0"
"17.03.2018 19:00 - 17.03.2018 20:00","1323","0"
"17.03.2018 20:00 - 17.03.2018 21:00","1216","0"
"17.03.2018 21:00 - 17.03.2018 22:00","1039","0"
"17.03.2018 22:00 - 17.03.2018 23:00","814","0"
"17.03.2018 23:00 - 18.03.2018 00:00","1032","0"
"18.03.2018 00:00 - 18.03.2018 01:00","1446","0"
"18.03.2018 01:00 - 18.03.2018 02:00","1610","0"
"18.03.2018 02:00 - 18.03.2018 03:00","1649","0"
"18.03.2018 03:00 - 18.03.2018 04:00","1632","0"
"18.03.2018 04:00 - 18.03.2018 05:00","1701","0"
"18.03.2018 05:00 - 18.03.2018 06:00","1708","0"
"18.03.2018 06:00 - 18.03.2018 07:00","1960","0"
"18.03.2018 07:00 - 18.03.2018 08:00","2162","0"
"18.03.2018 08:00 - 18.03.2018 09:00","2245","0"
"18.03.2018 09:00 - 18.03.2018 10:00","2194","0"
"18.03.2018 10:00 - 18.03.2018 11:00","2105","0"
"18.03.2018 11:00 - 18.03.2018 12:00","2150","0"
"18.03.2018 12:00 - 18.03.2018 13:00","2227","0"
"18.03.2018 13:00 - 18.03.2018 14:00","2256","0"
"18.03.2018 14:00 - 18.03.2018 15:00","2292","0"
"18.03.2018 15:00 - 18.03.2018 16:00","2373","0"
"18.03.2018 16:00 - 18.03.2018 17:00","2344","0"
"18.03.2018 17:00 - 18.03.2018 18:00","1871","0"
"18.03.2018 18:00 - 18.03.2018 19:00","1632","0"
"18.03.2018 19:00 - 18.03.2018 20:00","1580","0"
"18.03.2018 20:00 - 18.03.2018 21:00","1295","0"
"18.03.2018 21:00 - 18.03.2018 22:00","741","0"
"18.03.2018 22:00 - 18.03.2018 23:00","385","0"
"18.03.2018 23:00 - 19.03.2018 00:00","37","0"
"19.03.2018 00:00 - 19.03.2018 01:00","0","737"
"19.03.2018 01:00 - 19.03.2018 02:00","0","900"
"19.03.2018 02:00 - 19.03.2018 03:00","0","1052"
"19.03.2018 03:00 - 19.03.2018 04:00","0","1011"
"19.03.2018 04:00 - 19.03.2018 05:00","0","1066"
"19.03.2018 05:00 - 19.03.2018 06:00","0","755"
"19.03.2018 06:00 - 19.03.2018 07:00","0","301"
"19.03.2018 07:00 - 19.03.2018 08:00","0","325"
"19.03.2018 08:00 - 19.03.2018 09:00","0","19"
"19.03.2018 09:00 - 19.03.2018 10:00","625","0"
"19.03.2018 10:00 - 19.03.2018 11:00","1044","0"
"19.03.2018 11:00 - 19.03.2018 12:00","1251","0"
"19.03.2018 12:00 - 19.03.2018 13:00","1494","0"
"19.03.2018 13:00 - 19.03.2018 14:00","1514","0"
"19.03.2018 14:00 - 19.03.2018 15:00","1427","0"
"19.03.2018 15:00 - 19.03.2018 16:00","976","0"
"19.03.2018 16:00 - 19.03.2018 17:00","712","0"
"19.03.2018 17:00 - 19.03.2018 18:00","420","0"
"19.03.2018 18:00 - 19.03.2018 19:00","170","0"
"19.03.2018 19:00 - 19.03.2018 20:00","0","13"
"19.03.2018 20:00 - 19.03.2018 21:00","225","0"
"19.03.2018 21:00 - 19.03.2018 22:00","0","222"
"19.03.2018 22:00 - 19.03.2018 23:00","0","574"
"19.03.2018 23:00 - 20.03.2018 00:00","0","831"
"20.03.2018 00:00 - 20.03.2018 01:00","0","577"
"20.03.2018 01:00 - 20.03.2018 02:00","0","516"
"20.03.2018 02:00 - 20.03.2018 03:00","0","475"
"20.03.2018 03:00 - 20.03.2018 04:00","0","563"
"20.03.2018 04:00 - 20.03.2018 05:00","0","428"
"20.03.2018 05:00 - 20.03.2018 06:00","0","280"
"20.03.2018 06:00 - 20.03.2018 07:00","219","0"
"20.03.2018 07:00 - 20.03.2018 08:00","759","0"
"20.03.2018 08:00 - 20.03.2018 09:00","845","0"
"20.03.2018 09:00 - 20.03.2018 10:00","1094","0"
"20.03.2018 10:00 - 20.03.2018 11:00","1099","0"
"20.03.2018 11:00 - 20.03.2018 12:00","958","0"
"20.03.2018 12:00 - 20.03.2018 13:00","1100","0"
"20.03.2018 13:00 - 20.03.2018 14:00","1105","0"
"20.03.2018 14:00 - 20.03.2018 15:00","1190","0"
"20.03.2018 15:00 - 20.03.2018 16:00","1087","0"
"20.03.2018 16:00 - 20.03.2018 17:00","807","0"
"20.03.2018 17:00 - 20.03.2018 18:00","310","0"
"20.03.2018 18:00 - 20.03.2018 19:00","0","136"
"20.03.2018 19:00 - 20.03.2018 20:00","0","424"
"20.03.2018 20:00 - 20.03.2018 21:00","0","694"
"20.03.2018 21:00 - 20.03.2018 22:00","0","1032"
"20.03.2018 22:00 - 20.03.2018 23:00","0","1453"
"20.03.2018 23:00 - 21.03.2018 00:00","0","1804"
"21.03.2018 00:00 - 21.03.2018 01:00","0","1705"
"21.03.2018 01:00 - 21.03.2018 02:00","0","1774"
"21.03.2018 02:00 - 21.03.2018 03:00","0","1854"
"21.03.2018 03:00 - 21.03.2018 04:00","0","1927"
"21.03.2018 04:00 - 21.03.2018 05:00","0","1822"
"21.03.2018 05:00 - 21.03.2018 06:00","0","1626"
"21.03.2018 06:00 - 21.03.2018 07:00","0","1612"
"21.03.2018 07:00 - 21.03.2018 08:00","0","1394"
"21.03.2018 08:00 - 21.03.2018 09:00","0","1172"
"21.03.2018 09:00 - 21.03.2018 10:00","0","708"
"21.03.2018 10:00 - 21.03.2018 11:00","0","426"
"21.03.2018 11:00 - 21.03.2018 12:00","23","0"
"21.03.2018 12:00 - 21.03.2018 13:00","337","0"
"21.03.2018 13:00 - 21.03.2018 14:00","381","0"
"21.03.2018 14:00 - 21.03.2018 15:00","441","0"
"21.03.2018 15:00 - 21.03.2018 16:00","330","0"
"21.03.2018 16:00 - 21.03.2018 17:00","0","366"
"21.03.2018 17:00 - 21.03.2018 18:00","0","894"
"21.03.2018 18:00 - 21.03.2018 19:00","0","700"
"21.03.2018 19:00 - 21.03.2018 20:00","0","733"
"21.03.2018 20:00 - 21.03.2018 21:00","0","478"
"21.03.2018 21:00 - 21.03.2018 22:00","0","377"
"21.03.2018 22:00 - 21.03.2018 23:00","0","330"
"21.03.2018 23:00 - 22.03.2018 00:00","0","523"
"22.03.2018 00:00 - 22.03.2018 01:00","0","35"
"22.03.2018 01:00 - 22.03.2018 02:00","0","38"
"22.03.2018 02:00 - 22.03.2018 03:00","0","235"
"22.03.2018 03:00 - 22.03.2018 04:00","0","184"
"22.03.2018 04:00 - 22.03.2018 05:00","0","106"
"22.03.2018 05:00 - 22.03.2018 06:00","583","0"
"22.03.2018 06:00 - 22.03.2018 07:00","1288","0"
"22.03.2018 07:00 - 22.03.2018 08:00","1165","0"
"22.03.2018 08:00 - 22.03.2018 09:00","1372","0"
"22.03.2018 09:00 - 22.03.2018 10:00","1301","0"
"22.03.2018 10:00 - 22.03.2018 11:00","1203","0"
"22.03.2018 11:00 - 22.03.2018 12:00","1079","0"
"22.03.2018 12:00 - 22.03.2018 13:00","1120","0"
"22.03.2018 13:00 - 22.03.2018 14:00","972","0"
"22.03.2018 14:00 - 22.03.2018 15:00","733","0"
"22.03.2018 15:00 - 22.03.2018 16:00","509","0"
"22.03.2018 16:00 - 22.03.2018 17:00","329","0"
"22.03.2018 17:00 - 22.03.2018 18:00","0","45"
"22.03.2018 18:00 - 22.03.2018 19:00","0","25"
"22.03.2018 19:00 - 22.03.2018 20:00","0","274"
"22.03.2018 20:00 - 22.03.2018 21:00","0","379"
"22.03.2018 21:00 - 22.03.2018 22:00","0","749"
"22.03.2018 22:00 - 22.03.2018 23:00","0","1065"
"22.03.2018 23:00 - 23.03.2018 00:00","0","1530"
"23.03.2018 00:00 - 23.03.2018 01:00","0","1284"
"23.03.2018 01:00 - 23.03.2018 02:00","0","1340"
"23.03.2018 02:00 - 23.03.2018 03:00","0","1271"
"23.03.2018 03:00 - 23.03.2018 04:00","0","1298"
"23.03.2018 04:00 - 23.03.2018 05:00","0","1199"
"23.03.2018 05:00 - 23.03.2018 06:00","0","945"
"23.03.2018 06:00 - 23.03.2018 07:00","0","883"
"23.03.2018 07:00 - 23.03.2018 08:00","0","1009"
"23.03.2018 08:00 - 23.03.2018 09:00","0","1144"
"23.03.2018 09:00 - 23.03.2018 10:00","0","1153"
"23.03.2018 10:00 - 23.03.2018 11:00","0","875"
"23.03.2018 11:00 - 23.03.2018 12:00","0","767"
"23.03.2018 12:00 - 23.03.2018 13:00","0","323"
"23.03.2018 13:00 - 23.03.2018 14:00","0","202"
"23.03.2018 14:00 - 23.03.2018 15:00","0","234"
"23.03.2018 15:00 - 23.03.2018 16:00","0","506"
"23.03.2018 16:00 - 23.03.2018 17:00","0","757"
"23.03.2018 17:00 - 23.03.2018 18:00","0","1168"
"23.03.2018 18:00 - 23.03.2018 19:00","0","1183"
"23.03.2018 19:00 - 23.03.2018 20:00","0","1394"
"23.03.2018 20:00 - 23.03.2018 21:00","0","833"
"23.03.2018 21:00 - 23.03.2018 22:00","0","897"
"23.03.2018 22:00 - 23.03.2018 23:00","0","991"
"23.03.2018 23:00 - 24.03.2018 00:00","0","1278"
"24.03.2018 00:00 - 24.03.2018 01:00","0","1381"
"24.03.2018 01:00 - 24.03.2018 02:00","0","1431"
"24.03.2018 02:00 - 24.03.2018 03:00","0","1489"
"24.03.2018 03:00 - 24.03.2018 04:00","0","1478"
"24.03.2018 04:00 - 24.03.2018 05:00","0","1409"
"24.03.2018 05:00 - 24.03.2018 06:00","0","1328"
"24.03.2018 06:00 - 24.03.2018 07:00","0","1018"
"24.03.2018 07:00 - 24.03.2018 08:00","0","380"
"24.03.2018 08:00 - 24.03.2018 09:00","0","140"
"24.03.2018 09:00 - 24.03.2018 10:00","63","0"
"24.03.2018 10:00 - 24.03.2018 11:00","461","0"
"24.03.2018 11:00 - 24.03.2018 12:00","755","0"
"24.03.2018 12:00 - 24.03.2018 13:00","756","0"
"24.03.2018 13:00 - 24.03.2018 14:00","526","0"
"24.03.2018 14:00 - 24.03.2018 15:00","443","0"
"24.03.2018 15:00 - 24.03.2018 16:00","192","0"
"24.03.2018 16:00 - 24.03.2018 17:00","0","266"
"24.03.2018 17:00 - 24.03.2018 18:00","0","523"
"24.03.2018 18:00 - 24.03.2018 19:00","0","439"
"24.03.2018 19:00 - 24.03.2018 20:00","0","551"
"24.03.2018 20:00 - 24.03.2018 21:00","0","645"
"24.03.2018 21:00 - 24.03.2018 22:00","0","652"
"24.03.2018 22:00 - 24.03.2018 23:00","0","1222"
"24.03.2018 23:00 - 25.03.2018 00:00","0","1551"
"25.03.2018 00:00 - 25.03.2018 01:00","0","1848"
"25.03.2018 01:00 - 25.03.2018 02:00","0","1800"
"25.03.2018 02:00 - 25.03.2018 03:00","",""
"25.03.2018 03:00 - 25.03.2018 04:00","0","1881"
"25.03.2018 04:00 - 25.03.2018 05:00","0","2031"
"25.03.2018 05:00 - 25.03.2018 06:00","0","2151"
"25.03.2018 06:00 - 25.03.2018 07:00","0","2005"
"25.03.2018 07:00 - 25.03.2018 08:00","0","1907"
"25.03.2018 08:00 - 25.03.2018 09:00","0","1702"
"25.03.2018 09:00 - 25.03.2018 10:00","0","1270"
"25.03.2018 10:00 - 25.03.2018 11:00","0","875"
"25.03.2018 11:00 - 25.03.2018 12:00","0","776"
"25.03.2018 12:00 - 25.03.2018 13:00","0","654"
"25.03.2018 13:00 - 25.03.2018 14:00","0","620"
"25.03.2018 14:00 - 25.03.2018 15:00","0","1039"
"25.03.2018 15:00 - 25.03.2018 16:00","0","1110"
"25.03.2018 16:00 - 25.03.2018 17:00","0","938"
"25.03.2018 17:00 - 25.03.2018 18:00","0","1252"
"25.03.2018 18:00 - 25.03.2018 19:00","0","1122"
"25.03.2018 19:00 - 25.03.2018 20:00","0","555"
"25.03.2018 20:00 - 25.03.2018 21:00","0","889"
"25.03.2018 21:00 - 25.03.2018 22:00","0","881"
"25.03.2018 22:00 - 25.03.2018 23:00","0","1107"
"25.03.2018 23:00 - 26.03.2018 00:00","0","1467"
"26.03.2018 00:00 - 26.03.2018 01:00","0","1615"
"26.03.2018 01:00 - 26.03.2018 02:00","0","1608"
"26.03.2018 02:00 - 26.03.2018 03:00","0","1748"
"26.03.2018 03:00 - 26.03.2018 04:00","0","1687"
"26.03.2018 04:00 - 26.03.2018 05:00","0","1553"
"26.03.2018 05:00 - 26.03.2018 06:00","0","1132"
"26.03.2018 06:00 - 26.03.2018 07:00","0","811"
"26.03.2018 07:00 - 26.03.2018 08:00","0","995"
"26.03.2018 08:00 - 26.03.2018 09:00","0","1064"
"26.03.2018 09:00 - 26.03.2018 10:00","0","936"
"26.03.2018 10:00 - 26.03.2018 11:00","0","765"
"26.03.2018 11:00 - 26.03.2018 12:00","0","475"
"26.03.2018 12:00 - 26.03.2018 13:00","23","0"
"26.03.2018 13:00 - 26.03.2018 14:00","239","0"
"26.03.2018 14:00 - 26.03.2018 15:00","436","0"
"26.03.2018 15:00 - 26.03.2018 16:00","375","0"
"26.03.2018 16:00 - 26.03.2018 17:00","50","0"
"26.03.2018 17:00 - 26.03.2018 18:00","0","219"
"26.03.2018 18:00 - 26.03.2018 19:00","0","475"
"26.03.2018 19:00 - 26.03.2018 20:00","0","585"
"26.03.2018 20:00 - 26.03.2018 21:00","0","530"
"26.03.2018 21:00 - 26.03.2018 22:00","0","856"
"26.03.2018 22:00 - 26.03.2018 23:00","0","998"
"26.03.2018 23:00 - 27.03.2018 00:00","0","1071"
"27.03.2018 00:00 - 27.03.2018 01:00","0","1343"
"27.03.2018 01:00 - 27.03.2018 02:00","0","1368"
"27.03.2018 02:00 - 27.03.2018 03:00","0","1577"
"27.03.2018 03:00 - 27.03.2018 04:00","0","1721"
"27.03.2018 04:00 - 27.03.2018 05:00","0","1581"
"27.03.2018 05:00 - 27.03.2018 06:00","0","1357"
"27.03.2018 06:00 - 27.03.2018 07:00","0","1303"
"27.03.2018 07:00 - 27.03.2018 08:00","0","1339"
"27.03.2018 08:00 - 27.03.2018 09:00","0","1213"
"27.03.2018 09:00 - 27.03.2018 10:00","0","887"
"27.03.2018 10:00 - 27.03.2018 11:00","0","201"
"27.03.2018 11:00 - 27.03.2018 12:00","0","111"
"27.03.2018 12:00 - 27.03.2018 13:00","489","0"
"27.03.2018 13:00 - 27.03.2018 14:00","334","0"
"27.03.2018 14:00 - 27.03.2018 15:00","172","0"
"27.03.2018 15:00 - 27.03.2018 16:00","282","0"
"27.03.2018 16:00 - 27.03.2018 17:00","218","0"
"27.03.2018 17:00 - 27.03.2018 18:00","0","51"
"27.03.2018 18:00 - 27.03.2018 19:00","0","22"
"27.03.2018 19:00 - 27.03.2018 20:00","127","0"
"27.03.2018 20:00 - 27.03.2018 21:00","57","0"
"27.03.2018 21:00 - 27.03.2018 22:00","446","0"
"27.03.2018 22:00 - 27.03.2018 23:00","191","0"
"27.03.2018 23:00 - 28.03.2018 00:00","0","378"
"28.03.2018 00:00 - 28.03.2018 01:00","0","576"
"28.03.2018 01:00 - 28.03.2018 02:00","0","481"
"28.03.2018 02:00 - 28.03.2018 03:00","0","463"
"28.03.2018 03:00 - 28.03.2018 04:00","0","623"
"28.03.2018 04:00 - 28.03.2018 05:00","0","550"
"28.03.2018 05:00 - 28.03.2018 06:00","0","272"
"28.03.2018 06:00 - 28.03.2018 07:00","479","0"
"28.03.2018 07:00 - 28.03.2018 08:00","591","0"
"28.03.2018 08:00 - 28.03.2018 09:00","692","0"
"28.03.2018 09:00 - 28.03.2018 10:00","718","0"
"28.03.2018 10:00 - 28.03.2018 11:00","760","0"
"28.03.2018 11:00 - 28.03.2018 12:00","756","0"
"28.03.2018 12:00 - 28.03.2018 13:00","921","0"
"28.03.2018 13:00 - 28.03.2018 14:00","1065","0"
"28.03.2018 14:00 - 28.03.2018 15:00","1079","0"
"28.03.2018 15:00 - 28.03.2018 16:00","938","0"
"28.03.2018 16:00 - 28.03.2018 17:00","973","0"
"28.03.2018 17:00 - 28.03.2018 18:00","962","0"
"28.03.2018 18:00 - 28.03.2018 19:00","1058","0"
"28.03.2018 19:00 - 28.03.2018 20:00","1114","0"
"28.03.2018 20:00 - 28.03.2018 21:00","1071","0"
"28.03.2018 21:00 - 28.03.2018 22:00","859","0"
"28.03.2018 22:00 - 28.03.2018 23:00","88","0"
"28.03.2018 23:00 - 29.03.2018 00:00","0","445"
"29.03.2018 00:00 - 29.03.2018 01:00","0","608"
"29.03.2018 01:00 - 29.03.2018 02:00","0","80"
"29.03.2018 02:00 - 29.03.2018 03:00","0","200"
"29.03.2018 03:00 - 29.03.2018 04:00","0","344"
"29.03.2018 04:00 - 29.03.2018 05:00","0","503"
"29.03.2018 05:00 - 29.03.2018 06:00","0","490"
"29.03.2018 06:00 - 29.03.2018 07:00","180","0"
"29.03.2018 07:00 - 29.03.2018 08:00","273","0"
"29.03.2018 08:00 - 29.03.2018 09:00","0","12"
"29.03.2018 09:00 - 29.03.2018 10:00","299","0"
"29.03.2018 10:00 - 29.03.2018 11:00","673","0"
"29.03.2018 11:00 - 29.03.2018 12:00","740","0"
"29.03.2018 12:00 - 29.03.2018 13:00","839","0"
"29.03.2018 13:00 - 29.03.2018 14:00","839","0"
"29.03.2018 14:00 - 29.03.2018 15:00","802","0"
"29.03.2018 15:00 - 29.03.2018 16:00","663","0"
"29.03.2018 16:00 - 29.03.2018 17:00","709","0"
"29.03.2018 17:00 - 29.03.2018 18:00","519","0"
"29.03.2018 18:00 - 29.03.2018 19:00","0","230"
"29.03.2018 19:00 - 29.03.2018 20:00","0","452"
"29.03.2018 20:00 - 29.03.2018 21:00","0","732"
"29.03.2018 21:00 - 29.03.2018 22:00","0","1103"
"29.03.2018 22:00 - 29.03.2018 23:00","0","1238"
"29.03.2018 23:00 - 30.03.2018 00:00","0","1524"
"30.03.2018 00:00 - 30.03.2018 01:00","0","1885"
"30.03.2018 01:00 - 30.03.2018 02:00","0","2061"
"30.03.2018 02:00 - 30.03.2018 03:00","0","2077"
"30.03.2018 03:00 - 30.03.2018 04:00","0","2137"
"30.03.2018 04:00 - 30.03.2018 05:00","0","2009"
"30.03.2018 05:00 - 30.03.2018 06:00","0","1793"
"30.03.2018 06:00 - 30.03.2018 07:00","0","1412"
"30.03.2018 07:00 - 30.03.2018 08:00","0","903"
"30.03.2018 08:00 - 30.03.2018 09:00","0","545"
"30.03.2018 09:00 - 30.03.2018 10:00","0","626"
"30.03.2018 10:00 - 30.03.2018 11:00","0","681"
"30.03.2018 11:00 - 30.03.2018 12:00","0","668"
"30.03.2018 12:00 - 30.03.2018 13:00","0","399"
"30.03.2018 13:00 - 30.03.2018 14:00","0","310"
"30.03.2018 14:00 - 30.03.2018 15:00","0","228"
"30.03.2018 15:00 - 30.03.2018 16:00","0","342"
"30.03.2018 16:00 - 30.03.2018 17:00","0","541"
"30.03.2018 17:00 - 30.03.2018 18:00","0","819"
"30.03.2018 18:00 - 30.03.2018 19:00","0","1098"
"30.03.2018 19:00 - 30.03.2018 20:00","0","620"
"30.03.2018 20:00 - 30.03.2018 21:00","0","521"
"30.03.2018 21:00 - 30.03.2018 22:00","0","658"
"30.03.2018 22:00 - 30.03.2018 23:00","0","898"
"30.03.2018 23:00 - 31.03.2018 00:00","0","1115"
"31.03.2018 00:00 - 31.03.2018 01:00","0","859"
"31.03.2018 01:00 - 31.03.2018 02:00","0","733"
"31.03.2018 02:00 - 31.03.2018 03:00","0","1182"
"31.03.2018 03:00 - 31.03.2018 04:00","0","1604"
"31.03.2018 04:00 - 31.03.2018 05:00","0","1635"
"31.03.2018 05:00 - 31.03.2018 06:00","0","1914"
"31.03.2018 06:00 - 31.03.2018 07:00","0","2063"
"31.03.2018 07:00 - 31.03.2018 08:00","0","1852"
"31.03.2018 08:00 - 31.03.2018 09:00","0","2035"
"31.03.2018 09:00 - 31.03.2018 10:00","0","1632"
"31.03.2018 10:00 - 31.03.2018 11:00","0","1530"
"31.03.2018 11:00 - 31.03.2018 12:00","0","1274"
"31.03.2018 12:00 - 31.03.2018 13:00","0","1254"
"31.03.2018 13:00 - 31.03.2018 14:00","0","1205"
"31.03.2018 14:00 - 31.03.2018 15:00","0","985"
"31.03.2018 15:00 - 31.03.2018 16:00","0","1073"
"31.03.2018 16:00 - 31.03.2018 17:00","0","1250"
"31.03.2018 17:00 - 31.03.2018 18:00","0","1564"
"31.03.2018 18:00 - 31.03.2018 19:00","0","1505"
"31.03.2018 19:00 - 31.03.2018 20:00","0","1734"
"31.03.2018 20:00 - 31.03.2018 21:00","0","1758"
"31.03.2018 21:00 - 31.03.2018 22:00","0","2185"
"31.03.2018 22:00 - 31.03.2018 23:00","0","2557"
"31.03.2018 23:00 - 01.04.2018 00:00","0","2672"
"01.04.2018 00:00 - 01.04.2018 01:00","0","2523"
"01.04.2018 01:00 - 01.04.2018 02:00","0","2653"
"01.04.2018 02:00 - 01.04.2018 03:00","0","2745"
"01.04.2018 03:00 - 01.04.2018 04:00","0","3006"
"01.04.2018 04:00 - 01.04.2018 05:00","0","3018"
"01.04.2018 05:00 - 01.04.2018 06:00","0","2903"
"01.04.2018 06:00 - 01.04.2018 07:00","0","2663"
"01.04.2018 07:00 - 01.04.2018 08:00","0","2284"
"01.04.2018 08:00 - 01.04.2018 09:00","0","2145"
"01.04.2018 09:00 - 01.04.2018 10:00","0","1983"
"01.04.2018 10:00 - 01.04.2018 11:00","0","1526"
"01.04.2018 11:00 - 01.04.2018 12:00","0","1483"
"01.04.2018 12:00 - 01.04.2018 13:00","0","1649"
"01.04.2018 13:00 - 01.04.2018 14:00","0","896"
"01.04.2018 14:00 - 01.04.2018 15:00","0","938"
"01.04.2018 15:00 - 01.04.2018 16:00","0","796"
"01.04.2018 16:00 - 01.04.2018 17:00","0","882"
"01.04.2018 17:00 - 01.04.2018 18:00","0","1358"
"01.04.2018 18:00 - 01.04.2018 19:00","0","1806"
"01.04.2018 19:00 - 01.04.2018 20:00","0","2309"
"01.04.2018 20:00 - 01.04.2018 21:00","0","2191"
"01.04.2018 21:00 - 01.04.2018 22:00","0","2432"
