"Time (CET)","Belarus (BY) > Lithuania (LT) [MW]","Lithuania (LT) > Belarus (BY) [MW]"
"09.10.2018 18:00 - 09.10.2018 19:00","471","0"
"09.10.2018 19:00 - 09.10.2018 20:00","461","0"
"09.10.2018 20:00 - 09.10.2018 21:00","475","0"
"09.10.2018 21:00 - 09.10.2018 22:00","414","0"
"09.10.2018 22:00 - 09.10.2018 23:00","501","0"
"09.10.2018 23:00 - 10.10.2018 00:00","564","0"
"10.10.2018 00:00 - 10.10.2018 01:00","618","0"
"10.10.2018 01:00 - 10.10.2018 02:00","756","0"
"10.10.2018 02:00 - 10.10.2018 03:00","731","0"
"10.10.2018 03:00 - 10.10.2018 04:00","733","0"
"10.10.2018 04:00 - 10.10.2018 05:00","443","0"
"10.10.2018 05:00 - 10.10.2018 06:00","352","0"
"10.10.2018 06:00 - 10.10.2018 07:00","313","0"
"10.10.2018 07:00 - 10.10.2018 08:00","217","0"
"10.10.2018 08:00 - 10.10.2018 09:00","249","0"
"10.10.2018 09:00 - 10.10.2018 10:00","296","0"
"10.10.2018 10:00 - 10.10.2018 11:00","303","0"
"10.10.2018 11:00 - 10.10.2018 12:00","308","0"
"10.10.2018 12:00 - 10.10.2018 13:00","303","0"
"10.10.2018 13:00 - 10.10.2018 14:00","312","0"
"10.10.2018 14:00 - 10.10.2018 15:00","299","0"
"10.10.2018 15:00 - 10.10.2018 16:00","277","0"
"10.10.2018 16:00 - 10.10.2018 17:00","239","0"
"10.10.2018 17:00 - 10.10.2018 18:00","229","0"
"10.10.2018 18:00 - 10.10.2018 19:00","300","0"
"10.10.2018 19:00 - 10.10.2018 20:00","361","0"
"10.10.2018 20:00 - 10.10.2018 21:00","316","0"
"10.10.2018 21:00 - 10.10.2018 22:00","382","0"
"10.10.2018 22:00 - 10.10.2018 23:00","365","0"
"10.10.2018 23:00 - 11.10.2018 00:00","354","0"
"11.10.2018 00:00 - 11.10.2018 01:00","344","0"
"11.10.2018 01:00 - 11.10.2018 02:00","356","0"
"11.10.2018 02:00 - 11.10.2018 03:00","294","0"
"11.10.2018 03:00 - 11.10.2018 04:00","190","0"
"11.10.2018 04:00 - 11.10.2018 05:00","253","0"
"11.10.2018 05:00 - 11.10.2018 06:00","111","0"
"11.10.2018 06:00 - 11.10.2018 07:00","0","8"
"11.10.2018 07:00 - 11.10.2018 08:00","96","0"
"11.10.2018 08:00 - 11.10.2018 09:00","157","0"
"11.10.2018 09:00 - 11.10.2018 10:00","156","0"
"11.10.2018 10:00 - 11.10.2018 11:00","159","0"
"11.10.2018 11:00 - 11.10.2018 12:00","170","0"
"11.10.2018 12:00 - 11.10.2018 13:00","168","0"
"11.10.2018 13:00 - 11.10.2018 14:00","223","0"
"11.10.2018 14:00 - 11.10.2018 15:00","291","0"
"11.10.2018 15:00 - 11.10.2018 16:00","280","0"
"11.10.2018 16:00 - 11.10.2018 17:00","233","0"
"11.10.2018 17:00 - 11.10.2018 18:00","189","0"
"11.10.2018 18:00 - 11.10.2018 19:00","253","0"
"11.10.2018 19:00 - 11.10.2018 20:00","309","0"
"11.10.2018 20:00 - 11.10.2018 21:00","266","0"
"11.10.2018 21:00 - 11.10.2018 22:00","287","0"
"11.10.2018 22:00 - 11.10.2018 23:00","352","0"
"11.10.2018 23:00 - 12.10.2018 00:00","304","0"
"12.10.2018 00:00 - 12.10.2018 01:00","365","0"
"12.10.2018 01:00 - 12.10.2018 02:00","314","0"
"12.10.2018 02:00 - 12.10.2018 03:00","334","0"
"12.10.2018 03:00 - 12.10.2018 04:00","288","0"
"12.10.2018 04:00 - 12.10.2018 05:00","251","0"
"12.10.2018 05:00 - 12.10.2018 06:00","179","0"
"12.10.2018 06:00 - 12.10.2018 07:00","148","0"
"12.10.2018 07:00 - 12.10.2018 08:00","164","0"
"12.10.2018 08:00 - 12.10.2018 09:00","197","0"
"12.10.2018 09:00 - 12.10.2018 10:00","307","0"
"12.10.2018 10:00 - 12.10.2018 11:00","296","0"
"12.10.2018 11:00 - 12.10.2018 12:00","319","0"
"12.10.2018 12:00 - 12.10.2018 13:00","309","0"
"12.10.2018 13:00 - 12.10.2018 14:00","337","0"
"12.10.2018 14:00 - 12.10.2018 15:00","261","0"
"12.10.2018 15:00 - 12.10.2018 16:00","267","0"
"12.10.2018 16:00 - 12.10.2018 17:00","257","0"
"12.10.2018 17:00 - 12.10.2018 18:00","155","0"
"12.10.2018 18:00 - 12.10.2018 19:00","183","0"
"12.10.2018 19:00 - 12.10.2018 20:00","283","0"
"12.10.2018 20:00 - 12.10.2018 21:00","271","0"
"12.10.2018 21:00 - 12.10.2018 22:00","293","0"
"12.10.2018 22:00 - 12.10.2018 23:00","322","0"
"12.10.2018 23:00 - 13.10.2018 00:00","342","0"
"13.10.2018 00:00 - 13.10.2018 01:00","346","0"
"13.10.2018 01:00 - 13.10.2018 02:00","316","0"
"13.10.2018 02:00 - 13.10.2018 03:00","293","0"
"13.10.2018 03:00 - 13.10.2018 04:00","299","0"
"13.10.2018 04:00 - 13.10.2018 05:00","252","0"
"13.10.2018 05:00 - 13.10.2018 06:00","235","0"
"13.10.2018 06:00 - 13.10.2018 07:00","263","0"
"13.10.2018 07:00 - 13.10.2018 08:00","175","0"
"13.10.2018 08:00 - 13.10.2018 09:00","303","0"
"13.10.2018 09:00 - 13.10.2018 10:00","361","0"
"13.10.2018 10:00 - 13.10.2018 11:00","367","0"
"13.10.2018 11:00 - 13.10.2018 12:00","377","0"
"13.10.2018 12:00 - 13.10.2018 13:00","407","0"
"13.10.2018 13:00 - 13.10.2018 14:00","442","0"
"13.10.2018 14:00 - 13.10.2018 15:00","409","0"
"13.10.2018 15:00 - 13.10.2018 16:00","432","0"
"13.10.2018 16:00 - 13.10.2018 17:00","418","0"
"13.10.2018 17:00 - 13.10.2018 18:00","392","0"
"13.10.2018 18:00 - 13.10.2018 19:00","395","0"
"13.10.2018 19:00 - 13.10.2018 20:00","353","0"
"13.10.2018 20:00 - 13.10.2018 21:00","362","0"
"13.10.2018 21:00 - 13.10.2018 22:00","309","0"
"13.10.2018 22:00 - 13.10.2018 23:00","294","0"
"13.10.2018 23:00 - 14.10.2018 00:00","167","0"
"14.10.2018 00:00 - 14.10.2018 01:00","373","0"
"14.10.2018 01:00 - 14.10.2018 02:00","209","0"
"14.10.2018 02:00 - 14.10.2018 03:00","136","0"
"14.10.2018 03:00 - 14.10.2018 04:00","149","0"
"14.10.2018 04:00 - 14.10.2018 05:00","142","0"
"14.10.2018 05:00 - 14.10.2018 06:00","177","0"
"14.10.2018 06:00 - 14.10.2018 07:00","170","0"
"14.10.2018 07:00 - 14.10.2018 08:00","303","0"
"14.10.2018 08:00 - 14.10.2018 09:00","250","0"
"14.10.2018 09:00 - 14.10.2018 10:00","289","0"
"14.10.2018 10:00 - 14.10.2018 11:00","340","0"
"14.10.2018 11:00 - 14.10.2018 12:00","361","0"
"14.10.2018 12:00 - 14.10.2018 13:00","247","0"
"14.10.2018 13:00 - 14.10.2018 14:00","234","0"
"14.10.2018 14:00 - 14.10.2018 15:00","228","0"
"14.10.2018 15:00 - 14.10.2018 16:00","279","0"
"14.10.2018 16:00 - 14.10.2018 17:00","273","0"
"14.10.2018 17:00 - 14.10.2018 18:00","318","0"
"14.10.2018 18:00 - 14.10.2018 19:00","344","0"
"14.10.2018 19:00 - 14.10.2018 20:00","338","0"
"14.10.2018 20:00 - 14.10.2018 21:00","336","0"
"14.10.2018 21:00 - 14.10.2018 22:00","277","0"
"14.10.2018 22:00 - 14.10.2018 23:00","277","0"
"14.10.2018 23:00 - 15.10.2018 00:00","183","0"
"15.10.2018 00:00 - 15.10.2018 01:00","223","0"
"15.10.2018 01:00 - 15.10.2018 02:00","181","0"
"15.10.2018 02:00 - 15.10.2018 03:00","145","0"
"15.10.2018 03:00 - 15.10.2018 04:00","173","0"
"15.10.2018 04:00 - 15.10.2018 05:00","67","0"
"15.10.2018 05:00 - 15.10.2018 06:00","99","0"
"15.10.2018 06:00 - 15.10.2018 07:00","261","0"
"15.10.2018 07:00 - 15.10.2018 08:00","241","0"
"15.10.2018 08:00 - 15.10.2018 09:00","240","0"
"15.10.2018 09:00 - 15.10.2018 10:00","326","0"
"15.10.2018 10:00 - 15.10.2018 11:00","333","0"
"15.10.2018 11:00 - 15.10.2018 12:00","344","0"
"15.10.2018 12:00 - 15.10.2018 13:00","344","0"
"15.10.2018 13:00 - 15.10.2018 14:00","361","0"
"15.10.2018 14:00 - 15.10.2018 15:00","375","0"
"15.10.2018 15:00 - 15.10.2018 16:00","327","0"
"15.10.2018 16:00 - 15.10.2018 17:00","342","0"
"15.10.2018 17:00 - 15.10.2018 18:00","368","0"
"15.10.2018 18:00 - 15.10.2018 19:00","365","0"
"15.10.2018 19:00 - 15.10.2018 20:00","429","0"
"15.10.2018 20:00 - 15.10.2018 21:00","465","0"
"15.10.2018 21:00 - 15.10.2018 22:00","400","0"
"15.10.2018 22:00 - 15.10.2018 23:00","632","0"
"15.10.2018 23:00 - 16.10.2018 00:00","519","0"
"16.10.2018 00:00 - 16.10.2018 01:00","445","0"
"16.10.2018 01:00 - 16.10.2018 02:00","443","0"
"16.10.2018 02:00 - 16.10.2018 03:00","426","0"
"16.10.2018 03:00 - 16.10.2018 04:00","433","0"
"16.10.2018 04:00 - 16.10.2018 05:00","449","0"
"16.10.2018 05:00 - 16.10.2018 06:00","379","0"
"16.10.2018 06:00 - 16.10.2018 07:00","393","0"
"16.10.2018 07:00 - 16.10.2018 08:00","327","0"
"16.10.2018 08:00 - 16.10.2018 09:00","356","0"
"16.10.2018 09:00 - 16.10.2018 10:00","448","0"
"16.10.2018 10:00 - 16.10.2018 11:00","456","0"
"16.10.2018 11:00 - 16.10.2018 12:00","479","0"
"16.10.2018 12:00 - 16.10.2018 13:00","578","0"
"16.10.2018 13:00 - 16.10.2018 14:00","529","0"
"16.10.2018 14:00 - 16.10.2018 15:00","436","0"
"16.10.2018 15:00 - 16.10.2018 16:00","384","0"
"16.10.2018 16:00 - 16.10.2018 17:00","410","0"
"16.10.2018 17:00 - 16.10.2018 18:00","392","0"
"16.10.2018 18:00 - 16.10.2018 19:00","433","0"
"16.10.2018 19:00 - 16.10.2018 20:00","411","0"
"16.10.2018 20:00 - 16.10.2018 21:00","455","0"
"16.10.2018 21:00 - 16.10.2018 22:00","429","0"
"16.10.2018 22:00 - 16.10.2018 23:00","496","0"
"16.10.2018 23:00 - 17.10.2018 00:00","532","0"
"17.10.2018 00:00 - 17.10.2018 01:00","778","0"
"17.10.2018 01:00 - 17.10.2018 02:00","697","0"
"17.10.2018 02:00 - 17.10.2018 03:00","695","0"
"17.10.2018 03:00 - 17.10.2018 04:00","590","0"
"17.10.2018 04:00 - 17.10.2018 05:00","479","0"
"17.10.2018 05:00 - 17.10.2018 06:00","430","0"
"17.10.2018 06:00 - 17.10.2018 07:00","370","0"
"17.10.2018 07:00 - 17.10.2018 08:00","402","0"
"17.10.2018 08:00 - 17.10.2018 09:00","381","0"
"17.10.2018 09:00 - 17.10.2018 10:00","495","0"
"17.10.2018 10:00 - 17.10.2018 11:00","536","0"
"17.10.2018 11:00 - 17.10.2018 12:00","526","0"
"17.10.2018 12:00 - 17.10.2018 13:00","482","0"
"17.10.2018 13:00 - 17.10.2018 14:00","532","0"
"17.10.2018 14:00 - 17.10.2018 15:00","456","0"
"17.10.2018 15:00 - 17.10.2018 16:00","447","0"
"17.10.2018 16:00 - 17.10.2018 17:00","645","0"
"17.10.2018 17:00 - 17.10.2018 18:00","588","0"
"17.10.2018 18:00 - 17.10.2018 19:00","495","0"
"17.10.2018 19:00 - 17.10.2018 20:00","530","0"
"17.10.2018 20:00 - 17.10.2018 21:00","817","0"
"17.10.2018 21:00 - 17.10.2018 22:00","835","0"
"17.10.2018 22:00 - 17.10.2018 23:00","741","0"
"17.10.2018 23:00 - 18.10.2018 00:00","775","0"
"18.10.2018 00:00 - 18.10.2018 01:00","954","0"
"18.10.2018 01:00 - 18.10.2018 02:00","933","0"
"18.10.2018 02:00 - 18.10.2018 03:00","881","0"
"18.10.2018 03:00 - 18.10.2018 04:00","898","0"
"18.10.2018 04:00 - 18.10.2018 05:00","814","0"
"18.10.2018 05:00 - 18.10.2018 06:00","708","0"
"18.10.2018 06:00 - 18.10.2018 07:00","465","0"
"18.10.2018 07:00 - 18.10.2018 08:00","354","0"
"18.10.2018 08:00 - 18.10.2018 09:00","344","0"
"18.10.2018 09:00 - 18.10.2018 10:00","443","0"
"18.10.2018 10:00 - 18.10.2018 11:00","401","0"
"18.10.2018 11:00 - 18.10.2018 12:00","335","0"
"18.10.2018 12:00 - 18.10.2018 13:00","375","0"
"18.10.2018 13:00 - 18.10.2018 14:00","448","0"
"18.10.2018 14:00 - 18.10.2018 15:00","380","0"
"18.10.2018 15:00 - 18.10.2018 16:00","384","0"
"18.10.2018 16:00 - 18.10.2018 17:00","374","0"
"18.10.2018 17:00 - 18.10.2018 18:00","358","0"
"18.10.2018 18:00 - 18.10.2018 19:00","451","0"
"18.10.2018 19:00 - 18.10.2018 20:00","409","0"
"18.10.2018 20:00 - 18.10.2018 21:00","440","0"
"18.10.2018 21:00 - 18.10.2018 22:00","497","0"
"18.10.2018 22:00 - 18.10.2018 23:00","636","0"
"18.10.2018 23:00 - 19.10.2018 00:00","691","0"
"19.10.2018 00:00 - 19.10.2018 01:00","815","0"
"19.10.2018 01:00 - 19.10.2018 02:00","886","0"
"19.10.2018 02:00 - 19.10.2018 03:00","949","0"
"19.10.2018 03:00 - 19.10.2018 04:00","839","0"
"19.10.2018 04:00 - 19.10.2018 05:00","555","0"
"19.10.2018 05:00 - 19.10.2018 06:00","451","0"
"19.10.2018 06:00 - 19.10.2018 07:00","480","0"
"19.10.2018 07:00 - 19.10.2018 08:00","387","0"
"19.10.2018 08:00 - 19.10.2018 09:00","377","0"
"19.10.2018 09:00 - 19.10.2018 10:00","444","0"
"19.10.2018 10:00 - 19.10.2018 11:00","652","0"
"19.10.2018 11:00 - 19.10.2018 12:00","491","0"
"19.10.2018 12:00 - 19.10.2018 13:00","370","0"
"19.10.2018 13:00 - 19.10.2018 14:00","324","0"
"19.10.2018 14:00 - 19.10.2018 15:00","348","0"
"19.10.2018 15:00 - 19.10.2018 16:00","342","0"
"19.10.2018 16:00 - 19.10.2018 17:00","310","0"
"19.10.2018 17:00 - 19.10.2018 18:00","287","0"
"19.10.2018 18:00 - 19.10.2018 19:00","335","0"
"19.10.2018 19:00 - 19.10.2018 20:00","364","0"
"19.10.2018 20:00 - 19.10.2018 21:00","425","0"
"19.10.2018 21:00 - 19.10.2018 22:00","415","0"
"19.10.2018 22:00 - 19.10.2018 23:00","506","0"
"19.10.2018 23:00 - 20.10.2018 00:00","512","0"
"20.10.2018 00:00 - 20.10.2018 01:00","720","0"
"20.10.2018 01:00 - 20.10.2018 02:00","620","0"
"20.10.2018 02:00 - 20.10.2018 03:00","579","0"
"20.10.2018 03:00 - 20.10.2018 04:00","506","0"
"20.10.2018 04:00 - 20.10.2018 05:00","428","0"
"20.10.2018 05:00 - 20.10.2018 06:00","406","0"
"20.10.2018 06:00 - 20.10.2018 07:00","326","0"
"20.10.2018 07:00 - 20.10.2018 08:00","295","0"
"20.10.2018 08:00 - 20.10.2018 09:00","355","0"
"20.10.2018 09:00 - 20.10.2018 10:00","481","0"
"20.10.2018 10:00 - 20.10.2018 11:00","431","0"
"20.10.2018 11:00 - 20.10.2018 12:00","447","0"
"20.10.2018 12:00 - 20.10.2018 13:00","490","0"
"20.10.2018 13:00 - 20.10.2018 14:00","392","0"
"20.10.2018 14:00 - 20.10.2018 15:00","350","0"
"20.10.2018 15:00 - 20.10.2018 16:00","350","0"
"20.10.2018 16:00 - 20.10.2018 17:00","392","0"
"20.10.2018 17:00 - 20.10.2018 18:00","427","0"
"20.10.2018 18:00 - 20.10.2018 19:00","383","0"
"20.10.2018 19:00 - 20.10.2018 20:00","385","0"
"20.10.2018 20:00 - 20.10.2018 21:00","378","0"
"20.10.2018 21:00 - 20.10.2018 22:00","391","0"
"20.10.2018 22:00 - 20.10.2018 23:00","504","0"
"20.10.2018 23:00 - 21.10.2018 00:00","388","0"
"21.10.2018 00:00 - 21.10.2018 01:00","299","0"
"21.10.2018 01:00 - 21.10.2018 02:00","359","0"
"21.10.2018 02:00 - 21.10.2018 03:00","269","0"
"21.10.2018 03:00 - 21.10.2018 04:00","282","0"
"21.10.2018 04:00 - 21.10.2018 05:00","65","0"
"21.10.2018 05:00 - 21.10.2018 06:00","164","0"
"21.10.2018 06:00 - 21.10.2018 07:00","196","0"
"21.10.2018 07:00 - 21.10.2018 08:00","158","0"
"21.10.2018 08:00 - 21.10.2018 09:00","143","0"
"21.10.2018 09:00 - 21.10.2018 10:00","161","0"
"21.10.2018 10:00 - 21.10.2018 11:00","190","0"
"21.10.2018 11:00 - 21.10.2018 12:00","179","0"
"21.10.2018 12:00 - 21.10.2018 13:00","155","0"
"21.10.2018 13:00 - 21.10.2018 14:00","155","0"
"21.10.2018 14:00 - 21.10.2018 15:00","131","0"
"21.10.2018 15:00 - 21.10.2018 16:00","102","0"
"21.10.2018 16:00 - 21.10.2018 17:00","73","0"
"21.10.2018 17:00 - 21.10.2018 18:00","147","0"
"21.10.2018 18:00 - 21.10.2018 19:00","134","0"
"21.10.2018 19:00 - 21.10.2018 20:00","124","0"
"21.10.2018 20:00 - 21.10.2018 21:00","124","0"
"21.10.2018 21:00 - 21.10.2018 22:00","118","0"
"21.10.2018 22:00 - 21.10.2018 23:00","124","0"
"21.10.2018 23:00 - 22.10.2018 00:00","10","0"
"22.10.2018 00:00 - 22.10.2018 01:00","38","0"
"22.10.2018 01:00 - 22.10.2018 02:00","58","0"
"22.10.2018 02:00 - 22.10.2018 03:00","66","0"
"22.10.2018 03:00 - 22.10.2018 04:00","60","0"
"22.10.2018 04:00 - 22.10.2018 05:00","30","0"
"22.10.2018 05:00 - 22.10.2018 06:00","0","18"
"22.10.2018 06:00 - 22.10.2018 07:00","0","57"
"22.10.2018 07:00 - 22.10.2018 08:00","40","0"
"22.10.2018 08:00 - 22.10.2018 09:00","49","0"
"22.10.2018 09:00 - 22.10.2018 10:00","129","0"
"22.10.2018 10:00 - 22.10.2018 11:00","144","0"
"22.10.2018 11:00 - 22.10.2018 12:00","133","0"
"22.10.2018 12:00 - 22.10.2018 13:00","143","0"
"22.10.2018 13:00 - 22.10.2018 14:00","139","0"
"22.10.2018 14:00 - 22.10.2018 15:00","128","0"
"22.10.2018 15:00 - 22.10.2018 16:00","132","0"
"22.10.2018 16:00 - 22.10.2018 17:00","147","0"
"22.10.2018 17:00 - 22.10.2018 18:00","137","0"
"22.10.2018 18:00 - 22.10.2018 19:00","230","0"
"22.10.2018 19:00 - 22.10.2018 20:00","190","0"
"22.10.2018 20:00 - 22.10.2018 21:00","198","0"
"22.10.2018 21:00 - 22.10.2018 22:00","195","0"
"22.10.2018 22:00 - 22.10.2018 23:00","146","0"
"22.10.2018 23:00 - 23.10.2018 00:00","140","0"
"23.10.2018 00:00 - 23.10.2018 01:00","236","0"
"23.10.2018 01:00 - 23.10.2018 02:00","207","0"
"23.10.2018 02:00 - 23.10.2018 03:00","193","0"
"23.10.2018 03:00 - 23.10.2018 04:00","125","0"
"23.10.2018 04:00 - 23.10.2018 05:00","0","75"
"23.10.2018 05:00 - 23.10.2018 06:00","0","169"
"23.10.2018 06:00 - 23.10.2018 07:00","0","91"
"23.10.2018 07:00 - 23.10.2018 08:00","27","0"
"23.10.2018 08:00 - 23.10.2018 09:00","49","0"
"23.10.2018 09:00 - 23.10.2018 10:00","106","0"
"23.10.2018 10:00 - 23.10.2018 11:00","99","0"
"23.10.2018 11:00 - 23.10.2018 12:00","92","0"
"23.10.2018 12:00 - 23.10.2018 13:00","63","0"
"23.10.2018 13:00 - 23.10.2018 14:00","77","0"
"23.10.2018 14:00 - 23.10.2018 15:00","95","0"
"23.10.2018 15:00 - 23.10.2018 16:00","90","0"
"23.10.2018 16:00 - 23.10.2018 17:00","53","0"
"23.10.2018 17:00 - 23.10.2018 18:00","11","0"
"23.10.2018 18:00 - 23.10.2018 19:00","23","0"
"23.10.2018 19:00 - 23.10.2018 20:00","38","0"
"23.10.2018 20:00 - 23.10.2018 21:00","228","0"
"23.10.2018 21:00 - 23.10.2018 22:00","109","0"
"23.10.2018 22:00 - 23.10.2018 23:00","226","0"
"23.10.2018 23:00 - 24.10.2018 00:00","163","0"
"24.10.2018 00:00 - 24.10.2018 01:00","0","60"
"24.10.2018 01:00 - 24.10.2018 02:00","0","140"
"24.10.2018 02:00 - 24.10.2018 03:00","0","184"
"24.10.2018 03:00 - 24.10.2018 04:00","0","187"
"24.10.2018 04:00 - 24.10.2018 05:00","0","232"
"24.10.2018 05:00 - 24.10.2018 06:00","0","195"
"24.10.2018 06:00 - 24.10.2018 07:00","0","195"
"24.10.2018 07:00 - 24.10.2018 08:00","0","109"
"24.10.2018 08:00 - 24.10.2018 09:00","19","0"
"24.10.2018 09:00 - 24.10.2018 10:00","15","0"
"24.10.2018 10:00 - 24.10.2018 11:00","15","0"
"24.10.2018 11:00 - 24.10.2018 12:00","57","0"
"24.10.2018 12:00 - 24.10.2018 13:00","72","0"
"24.10.2018 13:00 - 24.10.2018 14:00","58","0"
"24.10.2018 14:00 - 24.10.2018 15:00","48","0"
"24.10.2018 15:00 - 24.10.2018 16:00","56","0"
"24.10.2018 16:00 - 24.10.2018 17:00","24","0"
"24.10.2018 17:00 - 24.10.2018 18:00","64","0"
"24.10.2018 18:00 - 24.10.2018 19:00","51","0"
"24.10.2018 19:00 - 24.10.2018 20:00","99","0"
"24.10.2018 20:00 - 24.10.2018 21:00","245","0"
"24.10.2018 21:00 - 24.10.2018 22:00","279","0"
"24.10.2018 22:00 - 24.10.2018 23:00","378","0"
"24.10.2018 23:00 - 25.10.2018 00:00","301","0"
"25.10.2018 00:00 - 25.10.2018 01:00","577","0"
"25.10.2018 01:00 - 25.10.2018 02:00","621","0"
"25.10.2018 02:00 - 25.10.2018 03:00","583","0"
"25.10.2018 03:00 - 25.10.2018 04:00","550","0"
"25.10.2018 04:00 - 25.10.2018 05:00","411","0"
"25.10.2018 05:00 - 25.10.2018 06:00","299","0"
"25.10.2018 06:00 - 25.10.2018 07:00","68","0"
"25.10.2018 07:00 - 25.10.2018 08:00","71","0"
"25.10.2018 08:00 - 25.10.2018 09:00","83","0"
"25.10.2018 09:00 - 25.10.2018 10:00","113","0"
"25.10.2018 10:00 - 25.10.2018 11:00","55","0"
"25.10.2018 11:00 - 25.10.2018 12:00","115","0"
"25.10.2018 12:00 - 25.10.2018 13:00","129","0"
"25.10.2018 13:00 - 25.10.2018 14:00","129","0"
"25.10.2018 14:00 - 25.10.2018 15:00","153","0"
"25.10.2018 15:00 - 25.10.2018 16:00","136","0"
"25.10.2018 16:00 - 25.10.2018 17:00","146","0"
"25.10.2018 17:00 - 25.10.2018 18:00","126","0"
"25.10.2018 18:00 - 25.10.2018 19:00","84","0"
"25.10.2018 19:00 - 25.10.2018 20:00","183","0"
"25.10.2018 20:00 - 25.10.2018 21:00","245","0"
"25.10.2018 21:00 - 25.10.2018 22:00","306","0"
"25.10.2018 22:00 - 25.10.2018 23:00","445","0"
"25.10.2018 23:00 - 26.10.2018 00:00","444","0"
"26.10.2018 00:00 - 26.10.2018 01:00","643","0"
"26.10.2018 01:00 - 26.10.2018 02:00","662","0"
"26.10.2018 02:00 - 26.10.2018 03:00","623","0"
"26.10.2018 03:00 - 26.10.2018 04:00","567","0"
"26.10.2018 04:00 - 26.10.2018 05:00","413","0"
"26.10.2018 05:00 - 26.10.2018 06:00","429","0"
"26.10.2018 06:00 - 26.10.2018 07:00","143","0"
"26.10.2018 07:00 - 26.10.2018 08:00","186","0"
"26.10.2018 08:00 - 26.10.2018 09:00","192","0"
"26.10.2018 09:00 - 26.10.2018 10:00","259","0"
"26.10.2018 10:00 - 26.10.2018 11:00","232","0"
"26.10.2018 11:00 - 26.10.2018 12:00","212","0"
"26.10.2018 12:00 - 26.10.2018 13:00","174","0"
"26.10.2018 13:00 - 26.10.2018 14:00","197","0"
"26.10.2018 14:00 - 26.10.2018 15:00","202","0"
"26.10.2018 15:00 - 26.10.2018 16:00","217","0"
"26.10.2018 16:00 - 26.10.2018 17:00","233","0"
"26.10.2018 17:00 - 26.10.2018 18:00","144","0"
"26.10.2018 18:00 - 26.10.2018 19:00","203","0"
"26.10.2018 19:00 - 26.10.2018 20:00","182","0"
"26.10.2018 20:00 - 26.10.2018 21:00","291","0"
"26.10.2018 21:00 - 26.10.2018 22:00","371","0"
"26.10.2018 22:00 - 26.10.2018 23:00","486","0"
"26.10.2018 23:00 - 27.10.2018 00:00","405","0"
"27.10.2018 00:00 - 27.10.2018 01:00","187","0"
"27.10.2018 01:00 - 27.10.2018 02:00","225","0"
"27.10.2018 02:00 - 27.10.2018 03:00","291","0"
"27.10.2018 03:00 - 27.10.2018 04:00","324","0"
"27.10.2018 04:00 - 27.10.2018 05:00","184","0"
"27.10.2018 05:00 - 27.10.2018 06:00","0","59"
"27.10.2018 06:00 - 27.10.2018 07:00","34","0"
"27.10.2018 07:00 - 27.10.2018 08:00","15","0"
"27.10.2018 08:00 - 27.10.2018 09:00","183","0"
"27.10.2018 09:00 - 27.10.2018 10:00","214","0"
"27.10.2018 10:00 - 27.10.2018 11:00","270","0"
"27.10.2018 11:00 - 27.10.2018 12:00","255","0"
"27.10.2018 12:00 - 27.10.2018 13:00","230","0"
"27.10.2018 13:00 - 27.10.2018 14:00","264","0"
"27.10.2018 14:00 - 27.10.2018 15:00","182","0"
"27.10.2018 15:00 - 27.10.2018 16:00","140","0"
"27.10.2018 16:00 - 27.10.2018 17:00","199","0"
"27.10.2018 17:00 - 27.10.2018 18:00","284","0"
"27.10.2018 18:00 - 27.10.2018 19:00","347","0"
"27.10.2018 19:00 - 27.10.2018 20:00","320","0"
"27.10.2018 20:00 - 27.10.2018 21:00","343","0"
"27.10.2018 21:00 - 27.10.2018 22:00","361","0"
"27.10.2018 22:00 - 27.10.2018 23:00","356","0"
"27.10.2018 23:00 - 28.10.2018 00:00","526","0"
"28.10.2018 00:00 - 28.10.2018 01:00","504","0"
"28.10.2018 01:00 - 28.10.2018 02:00","545","0"
"28.10.2018 02:00 - 28.10.2018 03:00","545","0"
"28.10.2018 02:00 - 28.10.2018 03:00","574","0"
"28.10.2018 03:00 - 28.10.2018 04:00","574","0"
"28.10.2018 04:00 - 28.10.2018 05:00","432","0"
"28.10.2018 05:00 - 28.10.2018 06:00","366","0"
"28.10.2018 06:00 - 28.10.2018 07:00","234","0"
"28.10.2018 07:00 - 28.10.2018 08:00","320","0"
"28.10.2018 08:00 - 28.10.2018 09:00","271","0"
"28.10.2018 09:00 - 28.10.2018 10:00","361","0"
"28.10.2018 10:00 - 28.10.2018 11:00","446","0"
"28.10.2018 11:00 - 28.10.2018 12:00","514","0"
"28.10.2018 12:00 - 28.10.2018 13:00","483","0"
"28.10.2018 13:00 - 28.10.2018 14:00","383","0"
"28.10.2018 14:00 - 28.10.2018 15:00","363","0"
"28.10.2018 15:00 - 28.10.2018 16:00","407","0"
"28.10.2018 16:00 - 28.10.2018 17:00","476","0"
"28.10.2018 17:00 - 28.10.2018 18:00","259","0"
"28.10.2018 18:00 - 28.10.2018 19:00","375","0"
"28.10.2018 19:00 - 28.10.2018 20:00","338","0"
"28.10.2018 20:00 - 28.10.2018 21:00","252","0"
"28.10.2018 21:00 - 28.10.2018 22:00","246","0"
"28.10.2018 22:00 - 28.10.2018 23:00","502","0"
"28.10.2018 23:00 - 29.10.2018 00:00","464","0"
"29.10.2018 00:00 - 29.10.2018 01:00","459","0"
