"Time (CET)","Netherlands (NL) > Germany (DE) [MW]","Germany (DE) > Netherlands (NL) [MW]"
"13.04.2018 18:00 - 13.04.2018 19:00","0","2182"
"13.04.2018 19:00 - 13.04.2018 20:00","0","2342"
"13.04.2018 20:00 - 13.04.2018 21:00","0","2676"
"13.04.2018 21:00 - 13.04.2018 22:00","0","3251"
"13.04.2018 22:00 - 13.04.2018 23:00","0","3409"
"13.04.2018 23:00 - 14.04.2018 00:00","0","3355"
"14.04.2018 00:00 - 14.04.2018 01:00","0","3372"
"14.04.2018 01:00 - 14.04.2018 02:00","0","3791"
"14.04.2018 02:00 - 14.04.2018 03:00","0","3624"
"14.04.2018 03:00 - 14.04.2018 04:00","0","3280"
"14.04.2018 04:00 - 14.04.2018 05:00","0","2936"
"14.04.2018 05:00 - 14.04.2018 06:00","0","2787"
"14.04.2018 06:00 - 14.04.2018 07:00","0","2752"
"14.04.2018 07:00 - 14.04.2018 08:00","0","2778"
"14.04.2018 08:00 - 14.04.2018 09:00","0","3231"
"14.04.2018 09:00 - 14.04.2018 10:00","0","3519"
"14.04.2018 10:00 - 14.04.2018 11:00","0","3686"
"14.04.2018 11:00 - 14.04.2018 12:00","0","3570"
"14.04.2018 12:00 - 14.04.2018 13:00","0","3366"
"14.04.2018 13:00 - 14.04.2018 14:00","0","3936"
"14.04.2018 14:00 - 14.04.2018 15:00","0","4097"
"14.04.2018 15:00 - 14.04.2018 16:00","0","3623"
"14.04.2018 16:00 - 14.04.2018 17:00","0","3439"
"14.04.2018 17:00 - 14.04.2018 18:00","0","3320"
"14.04.2018 18:00 - 14.04.2018 19:00","0","3433"
"14.04.2018 19:00 - 14.04.2018 20:00","0","3417"
"14.04.2018 20:00 - 14.04.2018 21:00","0","2780"
"14.04.2018 21:00 - 14.04.2018 22:00","0","3159"
"14.04.2018 22:00 - 14.04.2018 23:00","0","3377"
"14.04.2018 23:00 - 15.04.2018 00:00","0","3351"
"15.04.2018 00:00 - 15.04.2018 01:00","0","3031"
"15.04.2018 01:00 - 15.04.2018 02:00","0","2690"
"15.04.2018 02:00 - 15.04.2018 03:00","0","2277"
"15.04.2018 03:00 - 15.04.2018 04:00","0","1899"
"15.04.2018 04:00 - 15.04.2018 05:00","0","1378"
"15.04.2018 05:00 - 15.04.2018 06:00","0","1280"
"15.04.2018 06:00 - 15.04.2018 07:00","0","1607"
"15.04.2018 07:00 - 15.04.2018 08:00","0","1630"
"15.04.2018 08:00 - 15.04.2018 09:00","0","1920"
"15.04.2018 09:00 - 15.04.2018 10:00","0","2150"
"15.04.2018 10:00 - 15.04.2018 11:00","0","2262"
"15.04.2018 11:00 - 15.04.2018 12:00","0","2038"
"15.04.2018 12:00 - 15.04.2018 13:00","0","2469"
"15.04.2018 13:00 - 15.04.2018 14:00","0","2490"
"15.04.2018 14:00 - 15.04.2018 15:00","0","2582"
"15.04.2018 15:00 - 15.04.2018 16:00","0","2445"
"15.04.2018 16:00 - 15.04.2018 17:00","0","1674"
"15.04.2018 17:00 - 15.04.2018 18:00","0","1876"
"15.04.2018 18:00 - 15.04.2018 19:00","0","2447"
"15.04.2018 19:00 - 15.04.2018 20:00","0","2967"
"15.04.2018 20:00 - 15.04.2018 21:00","0","3232"
"15.04.2018 21:00 - 15.04.2018 22:00","0","3511"
"15.04.2018 22:00 - 15.04.2018 23:00","0","3596"
"15.04.2018 23:00 - 16.04.2018 00:00","0","3417"
"16.04.2018 00:00 - 16.04.2018 01:00","0","2663"
"16.04.2018 01:00 - 16.04.2018 02:00","0","2511"
"16.04.2018 02:00 - 16.04.2018 03:00","0","1904"
"16.04.2018 03:00 - 16.04.2018 04:00","0","1405"
"16.04.2018 04:00 - 16.04.2018 05:00","0","1438"
"16.04.2018 05:00 - 16.04.2018 06:00","0","1073"
"16.04.2018 06:00 - 16.04.2018 07:00","0","1087"
"16.04.2018 07:00 - 16.04.2018 08:00","0","1337"
"16.04.2018 08:00 - 16.04.2018 09:00","0","946"
"16.04.2018 09:00 - 16.04.2018 10:00","0","1529"
"16.04.2018 10:00 - 16.04.2018 11:00","0","1126"
"16.04.2018 11:00 - 16.04.2018 12:00","0","891"
"16.04.2018 12:00 - 16.04.2018 13:00","0","761"
"16.04.2018 13:00 - 16.04.2018 14:00","0","732"
"16.04.2018 14:00 - 16.04.2018 15:00","0","689"
"16.04.2018 15:00 - 16.04.2018 16:00","0","622"
"16.04.2018 16:00 - 16.04.2018 17:00","0","308"
"16.04.2018 17:00 - 16.04.2018 18:00","0","732"
"16.04.2018 18:00 - 16.04.2018 19:00","0","847"
"16.04.2018 19:00 - 16.04.2018 20:00","0","1048"
"16.04.2018 20:00 - 16.04.2018 21:00","0","1503"
"16.04.2018 21:00 - 16.04.2018 22:00","0","2356"
"16.04.2018 22:00 - 16.04.2018 23:00","0","2865"
"16.04.2018 23:00 - 17.04.2018 00:00","0","3153"
"17.04.2018 00:00 - 17.04.2018 01:00","0","3331"
"17.04.2018 01:00 - 17.04.2018 02:00","0","2716"
"17.04.2018 02:00 - 17.04.2018 03:00","0","2127"
"17.04.2018 03:00 - 17.04.2018 04:00","0","1706"
"17.04.2018 04:00 - 17.04.2018 05:00","0","970"
"17.04.2018 05:00 - 17.04.2018 06:00","0","1064"
"17.04.2018 06:00 - 17.04.2018 07:00","0","1722"
"17.04.2018 07:00 - 17.04.2018 08:00","0","2008"
"17.04.2018 08:00 - 17.04.2018 09:00","0","2874"
"17.04.2018 09:00 - 17.04.2018 10:00","0","3585"
"17.04.2018 10:00 - 17.04.2018 11:00","0","3389"
"17.04.2018 11:00 - 17.04.2018 12:00","0","2849"
"17.04.2018 12:00 - 17.04.2018 13:00","0","2765"
"17.04.2018 13:00 - 17.04.2018 14:00","0","2635"
"17.04.2018 14:00 - 17.04.2018 15:00","0","2367"
"17.04.2018 15:00 - 17.04.2018 16:00","0","2167"
"17.04.2018 16:00 - 17.04.2018 17:00","0","2444"
"17.04.2018 17:00 - 17.04.2018 18:00","0","2773"
"17.04.2018 18:00 - 17.04.2018 19:00","0","2694"
"17.04.2018 19:00 - 17.04.2018 20:00","0","2742"
"17.04.2018 20:00 - 17.04.2018 21:00","0","2933"
"17.04.2018 21:00 - 17.04.2018 22:00","0","3544"
"17.04.2018 22:00 - 17.04.2018 23:00","0","4067"
"17.04.2018 23:00 - 18.04.2018 00:00","0","4382"
"18.04.2018 00:00 - 18.04.2018 01:00","0","3493"
"18.04.2018 01:00 - 18.04.2018 02:00","0","3341"
"18.04.2018 02:00 - 18.04.2018 03:00","0","3264"
"18.04.2018 03:00 - 18.04.2018 04:00","0","2857"
"18.04.2018 04:00 - 18.04.2018 05:00","0","2820"
"18.04.2018 05:00 - 18.04.2018 06:00","0","2883"
"18.04.2018 06:00 - 18.04.2018 07:00","0","3095"
"18.04.2018 07:00 - 18.04.2018 08:00","0","3683"
"18.04.2018 08:00 - 18.04.2018 09:00","0","4215"
"18.04.2018 09:00 - 18.04.2018 10:00","0","4446"
"18.04.2018 10:00 - 18.04.2018 11:00","0","4314"
"18.04.2018 11:00 - 18.04.2018 12:00","0","4137"
"18.04.2018 12:00 - 18.04.2018 13:00","0","3907"
"18.04.2018 13:00 - 18.04.2018 14:00","0","3657"
"18.04.2018 14:00 - 18.04.2018 15:00","0","3472"
"18.04.2018 15:00 - 18.04.2018 16:00","0","3124"
"18.04.2018 16:00 - 18.04.2018 17:00","0","3539"
"18.04.2018 17:00 - 18.04.2018 18:00","0","3307"
"18.04.2018 18:00 - 18.04.2018 19:00","0","3222"
"18.04.2018 19:00 - 18.04.2018 20:00","0","2894"
"18.04.2018 20:00 - 18.04.2018 21:00","0","3085"
"18.04.2018 21:00 - 18.04.2018 22:00","0","3507"
"18.04.2018 22:00 - 18.04.2018 23:00","0","3826"
"18.04.2018 23:00 - 19.04.2018 00:00","0","3454"
"19.04.2018 00:00 - 19.04.2018 01:00","0","3102"
"19.04.2018 01:00 - 19.04.2018 02:00","0","2061"
"19.04.2018 02:00 - 19.04.2018 03:00","0","1882"
"19.04.2018 03:00 - 19.04.2018 04:00","0","1782"
"19.04.2018 04:00 - 19.04.2018 05:00","0","1686"
"19.04.2018 05:00 - 19.04.2018 06:00","0","2114"
"19.04.2018 06:00 - 19.04.2018 07:00","0","2041"
"19.04.2018 07:00 - 19.04.2018 08:00","0","3413"
"19.04.2018 08:00 - 19.04.2018 09:00","0","4391"
"19.04.2018 09:00 - 19.04.2018 10:00","0","4246"
"19.04.2018 10:00 - 19.04.2018 11:00","0","4144"
"19.04.2018 11:00 - 19.04.2018 12:00","0","4105"
"19.04.2018 12:00 - 19.04.2018 13:00","0","4176"
"19.04.2018 13:00 - 19.04.2018 14:00","0","4041"
"19.04.2018 14:00 - 19.04.2018 15:00","0","3904"
"19.04.2018 15:00 - 19.04.2018 16:00","0","3953"
"19.04.2018 16:00 - 19.04.2018 17:00","0","3863"
"19.04.2018 17:00 - 19.04.2018 18:00","0","3887"
"19.04.2018 18:00 - 19.04.2018 19:00","0","3366"
"19.04.2018 19:00 - 19.04.2018 20:00","0","3546"
"19.04.2018 20:00 - 19.04.2018 21:00","0","4329"
"19.04.2018 21:00 - 19.04.2018 22:00","0","5134"
"19.04.2018 22:00 - 19.04.2018 23:00","0","4618"
"19.04.2018 23:00 - 20.04.2018 00:00","0","4334"
"20.04.2018 00:00 - 20.04.2018 01:00","0","4309"
"20.04.2018 01:00 - 20.04.2018 02:00","0","4577"
"20.04.2018 02:00 - 20.04.2018 03:00","0","4616"
"20.04.2018 03:00 - 20.04.2018 04:00","0","4130"
"20.04.2018 04:00 - 20.04.2018 05:00","0","3611"
"20.04.2018 05:00 - 20.04.2018 06:00","0","3862"
"20.04.2018 06:00 - 20.04.2018 07:00","0","3450"
"20.04.2018 07:00 - 20.04.2018 08:00","0","4154"
"20.04.2018 08:00 - 20.04.2018 09:00","0","4806"
"20.04.2018 09:00 - 20.04.2018 10:00","0","4926"
"20.04.2018 10:00 - 20.04.2018 11:00","0","4702"
"20.04.2018 11:00 - 20.04.2018 12:00","0","4596"
"20.04.2018 12:00 - 20.04.2018 13:00","0","4461"
"20.04.2018 13:00 - 20.04.2018 14:00","0","4488"
"20.04.2018 14:00 - 20.04.2018 15:00","0","4598"
"20.04.2018 15:00 - 20.04.2018 16:00","0","4762"
"20.04.2018 16:00 - 20.04.2018 17:00","0","4219"
"20.04.2018 17:00 - 20.04.2018 18:00","0","3888"
"20.04.2018 18:00 - 20.04.2018 19:00","0","3770"
"20.04.2018 19:00 - 20.04.2018 20:00","0","3248"
"20.04.2018 20:00 - 20.04.2018 21:00","0","3347"
"20.04.2018 21:00 - 20.04.2018 22:00","0","4193"
"20.04.2018 22:00 - 20.04.2018 23:00","0","4055"
"20.04.2018 23:00 - 21.04.2018 00:00","0","4049"
"21.04.2018 00:00 - 21.04.2018 01:00","0","3747"
"21.04.2018 01:00 - 21.04.2018 02:00","0","3689"
"21.04.2018 02:00 - 21.04.2018 03:00","0","3425"
"21.04.2018 03:00 - 21.04.2018 04:00","0","2808"
"21.04.2018 04:00 - 21.04.2018 05:00","0","2378"
"21.04.2018 05:00 - 21.04.2018 06:00","0","2375"
"21.04.2018 06:00 - 21.04.2018 07:00","0","2142"
"21.04.2018 07:00 - 21.04.2018 08:00","0","1632"
"21.04.2018 08:00 - 21.04.2018 09:00","0","1588"
"21.04.2018 09:00 - 21.04.2018 10:00","0","1808"
"21.04.2018 10:00 - 21.04.2018 11:00","0","2792"
"21.04.2018 11:00 - 21.04.2018 12:00","0","2892"
"21.04.2018 12:00 - 21.04.2018 13:00","0","3000"
"21.04.2018 13:00 - 21.04.2018 14:00","0","2893"
"21.04.2018 14:00 - 21.04.2018 15:00","0","2616"
"21.04.2018 15:00 - 21.04.2018 16:00","0","3084"
"21.04.2018 16:00 - 21.04.2018 17:00","0","2774"
"21.04.2018 17:00 - 21.04.2018 18:00","0","2631"
"21.04.2018 18:00 - 21.04.2018 19:00","0","3060"
"21.04.2018 19:00 - 21.04.2018 20:00","0","3499"
"21.04.2018 20:00 - 21.04.2018 21:00","0","3292"
"21.04.2018 21:00 - 21.04.2018 22:00","0","3614"
"21.04.2018 22:00 - 21.04.2018 23:00","0","3892"
"21.04.2018 23:00 - 22.04.2018 00:00","0","3586"
"22.04.2018 00:00 - 22.04.2018 01:00","0","2859"
"22.04.2018 01:00 - 22.04.2018 02:00","0","2099"
"22.04.2018 02:00 - 22.04.2018 03:00","0","1631"
"22.04.2018 03:00 - 22.04.2018 04:00","0","1500"
"22.04.2018 04:00 - 22.04.2018 05:00","0","1315"
"22.04.2018 05:00 - 22.04.2018 06:00","0","1158"
"22.04.2018 06:00 - 22.04.2018 07:00","0","1490"
"22.04.2018 07:00 - 22.04.2018 08:00","0","1774"
"22.04.2018 08:00 - 22.04.2018 09:00","0","2047"
"22.04.2018 09:00 - 22.04.2018 10:00","0","2215"
"22.04.2018 10:00 - 22.04.2018 11:00","0","2704"
"22.04.2018 11:00 - 22.04.2018 12:00","0","2981"
"22.04.2018 12:00 - 22.04.2018 13:00","0","3360"
"22.04.2018 13:00 - 22.04.2018 14:00","0","3524"
"22.04.2018 14:00 - 22.04.2018 15:00","0","3866"
"22.04.2018 15:00 - 22.04.2018 16:00","0","3475"
"22.04.2018 16:00 - 22.04.2018 17:00","0","2444"
"22.04.2018 17:00 - 22.04.2018 18:00","0","2258"
"22.04.2018 18:00 - 22.04.2018 19:00","0","2202"
"22.04.2018 19:00 - 22.04.2018 20:00","0","2425"
"22.04.2018 20:00 - 22.04.2018 21:00","0","2590"
"22.04.2018 21:00 - 22.04.2018 22:00","0","3195"
"22.04.2018 22:00 - 22.04.2018 23:00","0","3562"
"22.04.2018 23:00 - 23.04.2018 00:00","0","3913"
"23.04.2018 00:00 - 23.04.2018 01:00","0","3338"
"23.04.2018 01:00 - 23.04.2018 02:00","0","2918"
"23.04.2018 02:00 - 23.04.2018 03:00","0","2460"
"23.04.2018 03:00 - 23.04.2018 04:00","0","2420"
"23.04.2018 04:00 - 23.04.2018 05:00","0","2694"
"23.04.2018 05:00 - 23.04.2018 06:00","0","3176"
"23.04.2018 06:00 - 23.04.2018 07:00","0","3228"
"23.04.2018 07:00 - 23.04.2018 08:00","0","3185"
"23.04.2018 08:00 - 23.04.2018 09:00","0","2970"
"23.04.2018 09:00 - 23.04.2018 10:00","0","2655"
"23.04.2018 10:00 - 23.04.2018 11:00","0","2473"
"23.04.2018 11:00 - 23.04.2018 12:00","0","2231"
"23.04.2018 12:00 - 23.04.2018 13:00","0","2593"
"23.04.2018 13:00 - 23.04.2018 14:00","0","2559"
"23.04.2018 14:00 - 23.04.2018 15:00","0","2536"
"23.04.2018 15:00 - 23.04.2018 16:00","0","2546"
"23.04.2018 16:00 - 23.04.2018 17:00","0","2502"
"23.04.2018 17:00 - 23.04.2018 18:00","0","2873"
"23.04.2018 18:00 - 23.04.2018 19:00","0","2871"
"23.04.2018 19:00 - 23.04.2018 20:00","0","2456"
"23.04.2018 20:00 - 23.04.2018 21:00","0","2442"
"23.04.2018 21:00 - 23.04.2018 22:00","0","3045"
"23.04.2018 22:00 - 23.04.2018 23:00","0","3346"
"23.04.2018 23:00 - 24.04.2018 00:00","0","3484"
"24.04.2018 00:00 - 24.04.2018 01:00","0","2992"
"24.04.2018 01:00 - 24.04.2018 02:00","0","3115"
"24.04.2018 02:00 - 24.04.2018 03:00","0","3130"
"24.04.2018 03:00 - 24.04.2018 04:00","0","3012"
"24.04.2018 04:00 - 24.04.2018 05:00","0","2618"
"24.04.2018 05:00 - 24.04.2018 06:00","0","2639"
"24.04.2018 06:00 - 24.04.2018 07:00","0","2773"
"24.04.2018 07:00 - 24.04.2018 08:00","0","3041"
"24.04.2018 08:00 - 24.04.2018 09:00","0","3038"
"24.04.2018 09:00 - 24.04.2018 10:00","0","3264"
"24.04.2018 10:00 - 24.04.2018 11:00","0","2871"
"24.04.2018 11:00 - 24.04.2018 12:00","0","2767"
"24.04.2018 12:00 - 24.04.2018 13:00","0","3285"
"24.04.2018 13:00 - 24.04.2018 14:00","0","3285"
"24.04.2018 14:00 - 24.04.2018 15:00","0","3217"
"24.04.2018 15:00 - 24.04.2018 16:00","0","3241"
"24.04.2018 16:00 - 24.04.2018 17:00","0","3573"
"24.04.2018 17:00 - 24.04.2018 18:00","0","3563"
"24.04.2018 18:00 - 24.04.2018 19:00","0","3201"
"24.04.2018 19:00 - 24.04.2018 20:00","0","2752"
"24.04.2018 20:00 - 24.04.2018 21:00","0","2419"
"24.04.2018 21:00 - 24.04.2018 22:00","0","2921"
"24.04.2018 22:00 - 24.04.2018 23:00","0","3368"
"24.04.2018 23:00 - 25.04.2018 00:00","0","3218"
"25.04.2018 00:00 - 25.04.2018 01:00","0","3081"
"25.04.2018 01:00 - 25.04.2018 02:00","0","2589"
"25.04.2018 02:00 - 25.04.2018 03:00","0","1995"
"25.04.2018 03:00 - 25.04.2018 04:00","0","1500"
"25.04.2018 04:00 - 25.04.2018 05:00","0","1506"
"25.04.2018 05:00 - 25.04.2018 06:00","0","1906"
"25.04.2018 06:00 - 25.04.2018 07:00","0","2731"
"25.04.2018 07:00 - 25.04.2018 08:00","0","3694"
"25.04.2018 08:00 - 25.04.2018 09:00","0","4359"
"25.04.2018 09:00 - 25.04.2018 10:00","0","4424"
"25.04.2018 10:00 - 25.04.2018 11:00","0","4425"
"25.04.2018 11:00 - 25.04.2018 12:00","0","4287"
"25.04.2018 12:00 - 25.04.2018 13:00","0","3596"
"25.04.2018 13:00 - 25.04.2018 14:00","0","3881"
"25.04.2018 14:00 - 25.04.2018 15:00","0","3871"
"25.04.2018 15:00 - 25.04.2018 16:00","0","3358"
"25.04.2018 16:00 - 25.04.2018 17:00","0","3360"
"25.04.2018 17:00 - 25.04.2018 18:00","0","1781"
"25.04.2018 18:00 - 25.04.2018 19:00","0","2260"
"25.04.2018 19:00 - 25.04.2018 20:00","0","2509"
"25.04.2018 20:00 - 25.04.2018 21:00","0","2295"
"25.04.2018 21:00 - 25.04.2018 22:00","0","2547"
"25.04.2018 22:00 - 25.04.2018 23:00","0","3179"
"25.04.2018 23:00 - 26.04.2018 00:00","0","3523"
"26.04.2018 00:00 - 26.04.2018 01:00","0","3452"
"26.04.2018 01:00 - 26.04.2018 02:00","0","3124"
"26.04.2018 02:00 - 26.04.2018 03:00","0","2756"
"26.04.2018 03:00 - 26.04.2018 04:00","0","2004"
"26.04.2018 04:00 - 26.04.2018 05:00","0","2019"
"26.04.2018 05:00 - 26.04.2018 06:00","0","2201"
"26.04.2018 06:00 - 26.04.2018 07:00","0","2372"
"26.04.2018 07:00 - 26.04.2018 08:00","0","3062"
"26.04.2018 08:00 - 26.04.2018 09:00","0","3631"
"26.04.2018 09:00 - 26.04.2018 10:00","0","3531"
"26.04.2018 10:00 - 26.04.2018 11:00","0","3404"
"26.04.2018 11:00 - 26.04.2018 12:00","0","3530"
"26.04.2018 12:00 - 26.04.2018 13:00","0","3338"
"26.04.2018 13:00 - 26.04.2018 14:00","0","3345"
"26.04.2018 14:00 - 26.04.2018 15:00","0","3537"
"26.04.2018 15:00 - 26.04.2018 16:00","0","3564"
"26.04.2018 16:00 - 26.04.2018 17:00","0","3333"
"26.04.2018 17:00 - 26.04.2018 18:00","0","3755"
"26.04.2018 18:00 - 26.04.2018 19:00","0","3879"
"26.04.2018 19:00 - 26.04.2018 20:00","0","3338"
"26.04.2018 20:00 - 26.04.2018 21:00","0","3258"
"26.04.2018 21:00 - 26.04.2018 22:00","0","3866"
"26.04.2018 22:00 - 26.04.2018 23:00","0","4058"
"26.04.2018 23:00 - 27.04.2018 00:00","0","4196"
"27.04.2018 00:00 - 27.04.2018 01:00","0","4305"
"27.04.2018 01:00 - 27.04.2018 02:00","0","4002"
"27.04.2018 02:00 - 27.04.2018 03:00","0","3825"
"27.04.2018 03:00 - 27.04.2018 04:00","0","3857"
"27.04.2018 04:00 - 27.04.2018 05:00","0","3793"
"27.04.2018 05:00 - 27.04.2018 06:00","0","3365"
"27.04.2018 06:00 - 27.04.2018 07:00","0","2430"
"27.04.2018 07:00 - 27.04.2018 08:00","0","2034"
"27.04.2018 08:00 - 27.04.2018 09:00","0","2378"
"27.04.2018 09:00 - 27.04.2018 10:00","0","2671"
"27.04.2018 10:00 - 27.04.2018 11:00","0","2540"
"27.04.2018 11:00 - 27.04.2018 12:00","0","2621"
"27.04.2018 12:00 - 27.04.2018 13:00","0","2847"
"27.04.2018 13:00 - 27.04.2018 14:00","0","2777"
"27.04.2018 14:00 - 27.04.2018 15:00","0","2899"
"27.04.2018 15:00 - 27.04.2018 16:00","0","2267"
"27.04.2018 16:00 - 27.04.2018 17:00","0","1465"
"27.04.2018 17:00 - 27.04.2018 18:00","0","1453"
"27.04.2018 18:00 - 27.04.2018 19:00","0","1423"
"27.04.2018 19:00 - 27.04.2018 20:00","0","1148"
"27.04.2018 20:00 - 27.04.2018 21:00","0","976"
"27.04.2018 21:00 - 27.04.2018 22:00","0","1836"
"27.04.2018 22:00 - 27.04.2018 23:00","0","2690"
"27.04.2018 23:00 - 28.04.2018 00:00","0","2703"
"28.04.2018 00:00 - 28.04.2018 01:00","0","3380"
"28.04.2018 01:00 - 28.04.2018 02:00","0","3328"
"28.04.2018 02:00 - 28.04.2018 03:00","0","3125"
"28.04.2018 03:00 - 28.04.2018 04:00","0","2693"
"28.04.2018 04:00 - 28.04.2018 05:00","0","2800"
"28.04.2018 05:00 - 28.04.2018 06:00","0","2988"
"28.04.2018 06:00 - 28.04.2018 07:00","0","2754"
"28.04.2018 07:00 - 28.04.2018 08:00","0","2159"
"28.04.2018 08:00 - 28.04.2018 09:00","0","2300"
"28.04.2018 09:00 - 28.04.2018 10:00","0","3044"
"28.04.2018 10:00 - 28.04.2018 11:00","0","3760"
"28.04.2018 11:00 - 28.04.2018 12:00","0","4217"
"28.04.2018 12:00 - 28.04.2018 13:00","0","4562"
"28.04.2018 13:00 - 28.04.2018 14:00","0","4447"
"28.04.2018 14:00 - 28.04.2018 15:00","0","4741"
"28.04.2018 15:00 - 28.04.2018 16:00","0","4362"
"28.04.2018 16:00 - 28.04.2018 17:00","0","3945"
"28.04.2018 17:00 - 28.04.2018 18:00","0","2720"
"28.04.2018 18:00 - 28.04.2018 19:00","0","2811"
"28.04.2018 19:00 - 28.04.2018 20:00","0","2831"
"28.04.2018 20:00 - 28.04.2018 21:00","0","2810"
"28.04.2018 21:00 - 28.04.2018 22:00","0","3458"
"28.04.2018 22:00 - 28.04.2018 23:00","0","4172"
"28.04.2018 23:00 - 29.04.2018 00:00","0","4297"
"29.04.2018 00:00 - 29.04.2018 01:00","0","3077"
"29.04.2018 01:00 - 29.04.2018 02:00","0","2877"
"29.04.2018 02:00 - 29.04.2018 03:00","0","1961"
"29.04.2018 03:00 - 29.04.2018 04:00","0","1956"
"29.04.2018 04:00 - 29.04.2018 05:00","0","2021"
"29.04.2018 05:00 - 29.04.2018 06:00","0","2161"
"29.04.2018 06:00 - 29.04.2018 07:00","0","2189"
"29.04.2018 07:00 - 29.04.2018 08:00","0","2293"
"29.04.2018 08:00 - 29.04.2018 09:00","0","1820"
"29.04.2018 09:00 - 29.04.2018 10:00","0","2728"
"29.04.2018 10:00 - 29.04.2018 11:00","0","3487"
"29.04.2018 11:00 - 29.04.2018 12:00","0","3676"
"29.04.2018 12:00 - 29.04.2018 13:00","0","3869"
"29.04.2018 13:00 - 29.04.2018 14:00","0","3657"
"29.04.2018 14:00 - 29.04.2018 15:00","0","3420"
"29.04.2018 15:00 - 29.04.2018 16:00","0","3288"
"29.04.2018 16:00 - 29.04.2018 17:00","0","3191"
"29.04.2018 17:00 - 29.04.2018 18:00","0","2931"
"29.04.2018 18:00 - 29.04.2018 19:00","0","3390"
"29.04.2018 19:00 - 29.04.2018 20:00","0","3725"
"29.04.2018 20:00 - 29.04.2018 21:00","0","3647"
"29.04.2018 21:00 - 29.04.2018 22:00","0","3481"
"29.04.2018 22:00 - 29.04.2018 23:00","0","3667"
"29.04.2018 23:00 - 30.04.2018 00:00","0","3664"
"30.04.2018 00:00 - 30.04.2018 01:00","0","3622"
"30.04.2018 01:00 - 30.04.2018 02:00","0","3722"
"30.04.2018 02:00 - 30.04.2018 03:00","0","3659"
"30.04.2018 03:00 - 30.04.2018 04:00","0","3806"
"30.04.2018 04:00 - 30.04.2018 05:00","0","3666"
"30.04.2018 05:00 - 30.04.2018 06:00","0","3061"
"30.04.2018 06:00 - 30.04.2018 07:00","0","2063"
"30.04.2018 07:00 - 30.04.2018 08:00","0","2150"
"30.04.2018 08:00 - 30.04.2018 09:00","0","2554"
"30.04.2018 09:00 - 30.04.2018 10:00","0","2895"
"30.04.2018 10:00 - 30.04.2018 11:00","0","3135"
"30.04.2018 11:00 - 30.04.2018 12:00","0","3542"
"30.04.2018 12:00 - 30.04.2018 13:00","0","3933"
"30.04.2018 13:00 - 30.04.2018 14:00","0","4150"
"30.04.2018 14:00 - 30.04.2018 15:00","0","4315"
"30.04.2018 15:00 - 30.04.2018 16:00","0","4326"
"30.04.2018 16:00 - 30.04.2018 17:00","0","4293"
"30.04.2018 17:00 - 30.04.2018 18:00","0","4374"
"30.04.2018 18:00 - 30.04.2018 19:00","0","4104"
"30.04.2018 19:00 - 30.04.2018 20:00","0","3560"
"30.04.2018 20:00 - 30.04.2018 21:00","0","3115"
"30.04.2018 21:00 - 30.04.2018 22:00","0","3770"
"30.04.2018 22:00 - 30.04.2018 23:00","0","3248"
"30.04.2018 23:00 - 01.05.2018 00:00","0","3023"
"01.05.2018 00:00 - 01.05.2018 01:00","0","3349"
"01.05.2018 01:00 - 01.05.2018 02:00","0","3232"
"01.05.2018 02:00 - 01.05.2018 03:00","0","3678"
"01.05.2018 03:00 - 01.05.2018 04:00","0","4093"
"01.05.2018 04:00 - 01.05.2018 05:00","0","3749"
"01.05.2018 05:00 - 01.05.2018 06:00","0","3922"
"01.05.2018 06:00 - 01.05.2018 07:00","0","4039"
"01.05.2018 07:00 - 01.05.2018 08:00","0","3996"
"01.05.2018 08:00 - 01.05.2018 09:00","0","4022"
"01.05.2018 09:00 - 01.05.2018 10:00","0","3817"
"01.05.2018 10:00 - 01.05.2018 11:00","0","3552"
"01.05.2018 11:00 - 01.05.2018 12:00","0","3310"
"01.05.2018 12:00 - 01.05.2018 13:00","0","2381"
"01.05.2018 13:00 - 01.05.2018 14:00","0","1996"
"01.05.2018 14:00 - 01.05.2018 15:00","0","1930"
"01.05.2018 15:00 - 01.05.2018 16:00","0","2104"
"01.05.2018 16:00 - 01.05.2018 17:00","0","2748"
"01.05.2018 17:00 - 01.05.2018 18:00","0","3102"
"01.05.2018 18:00 - 01.05.2018 19:00","0","2831"
"01.05.2018 19:00 - 01.05.2018 20:00","0","2644"
"01.05.2018 20:00 - 01.05.2018 21:00","0","2199"
"01.05.2018 21:00 - 01.05.2018 22:00","0","2475"
"01.05.2018 22:00 - 01.05.2018 23:00","0","3288"
"01.05.2018 23:00 - 02.05.2018 00:00","0","3651"
"02.05.2018 00:00 - 02.05.2018 01:00","0","3451"
"02.05.2018 01:00 - 02.05.2018 02:00","0","3818"
"02.05.2018 02:00 - 02.05.2018 03:00","0","3659"
"02.05.2018 03:00 - 02.05.2018 04:00","0","3460"
"02.05.2018 04:00 - 02.05.2018 05:00","0","3278"
"02.05.2018 05:00 - 02.05.2018 06:00","0","3270"
"02.05.2018 06:00 - 02.05.2018 07:00","0","2762"
"02.05.2018 07:00 - 02.05.2018 08:00","0","2916"
"02.05.2018 08:00 - 02.05.2018 09:00","0","3443"
"02.05.2018 09:00 - 02.05.2018 10:00","0","3313"
"02.05.2018 10:00 - 02.05.2018 11:00","0","3229"
"02.05.2018 11:00 - 02.05.2018 12:00","0","3352"
